"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","monthIdentified","dayIdentified","individualCount"
"11","2020-02-08 10:05:04-03","NBC","NL-BOTANY","L.2557987","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","catharinensis","Tibouchina catharinensis","Brade",NA,NA,"Reitz R; Klein RM",NA,"1960","02","06","Southern America","Brazil",NA,NA,"Sanata Catarina, Morro Spitzkopf, Blumenau.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2557987 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2557987","NL-L2557987",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:05:04-03","NBC","NL-BOTANY","L.2557988","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","catharinensis","Tibouchina catharinensis","Brade",NA,NA,"Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Santa Catarina, Hôrto Florestal I.N.F., Iberama.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2557988 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2557988","NL-L2557988",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"13","2020-02-08 10:05:04-03","NBC","NL-BOTANY","L.3920559","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","catharinensis","Tibouchina catharinensis","Brade",NA,NA,"Pedersen TM",NA,"1984","03","06","Southern America","Brazil",NA,NA,"Plantas brasilienses. Santa Catarina, mun. S. Bento do Sul: about 20 km SE of S. Bento do Sul, on road to Corupá.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3920559 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3920559","NL-L3920559",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:05:04-03","NBC","NL-BOTANY","U 0053816","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","catharinensis","Tibouchina catharinensis","Brade",NA,NA,"Reitz R; Klein RM",NA,"1968","01","01","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200053816 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0053816",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"Uw 14548",NA,NA,NA
"15","2020-02-08 10:05:04-03","NBC","NL-BOTANY","U 0275137","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","catharinensis","Tibouchina catharinensis","Brade",NA,NA,"Reitz R; Klein RM",NA,"1968","01","01","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200275137 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0275137",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"Uw14548",NA,NA,NA
"16","2020-02-08 10:05:04-03","NBC","NL-BOTANY","U.1421073","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","catharinensis","Tibouchina catharinensis","Brade",NA,NA,"Reitz R; Klein RM",NA,"1960","02","06","Southern America","Brazil",NA,NA,"Plantas de Santa Catarina. Morro Spitzkopf, Blumenau.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1421073 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1421073","NL-U1421073",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:05:04-03","NBC","NL-BOTANY","WAG.1095131","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","catharinensis","Tibouchina catharinensis","Brade",NA,NA,"Pedersen TM",NA,"1984","03","06","Southern America","Brazil",NA,NA,"Plantas brasilienses. Santa Catarina, mun. S. Bento do Sul: about 20 km SE of S. Bento do Sul, on road to Corupá.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1095131 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1095131","NL-WAG1095131",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:13:52-03","ESALQ","ESA","33997","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn.","Meyer, F.S.",NA,"Bertani, D.F. et al.","13.0","1996","12","13",NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"ESA033997","ESA033997",NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:13:52-03","ESALQ","ESA","33992","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn.","Meyer, F.S.",NA,"Bertani, D.F. et al.","7.0","1996","12","13",NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"ESA033992","ESA033992",NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:13:52-03","ESALQ","ESA","60818","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn.","Wurdack, J.J.",NA,"Ribas, O.S. et al.","970.0","1996","01","10",NA,"Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,"ESA060818","ESA060818","1997","30514","auto",NA,NA,NA,NA,"01","01",NA
"21","2020-11-04 11:13:52-03","ESALQ","ESA","34041","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn.","Meyer, F.S.",NA,"Franciosi, E.R.N. et al.","9.0","1996","12","16",NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"ESA034041","ESA034041",NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:35:16-03","UNICAMP","UEC","176045","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn.","Meyer, FS",NA,"Funez, LA; Zermiani, AE","1636","2013","01","18",NA,"Brazil","Santa Catarina","Rodeio","Propriedade de Denis Pintarelli.","-49.401111","-26.8675","877","877",NA,"Altura: 1,5; Hábito: arbustiva; Habitat: borda da trilha; COR/FLOR: branca.; Floresta: Ombrófila Densa.","UEC081874","UEC081874","2014",NA,NA,NA,"-49.401111","-26.8675",NA,"05","22",NA
"23","2020-12-09 14:46:48-03","FURB","FURB","10510","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pleroma","dusenii","Pleroma dusenii","(Cogn.) P.J.F.Guim. & Michelang.","Oliveira, AA de",NA,"Grippa, C.R.; Souza, N.L. de & Stano, F.","591","2007","11","08",NA,"Brasil","Santa Catarina","Blumenau","Morro do Spitzkopf.","-49.1119444","-27.0077778","160","160",NA,"Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo: VIII.","FURB30649","FURB30649","2010",NA,NA,NA,"-49.1119444","-27.0077778",NA,"01","21",NA
"24","2020-12-09 14:46:48-03","FURB","FURB","20047","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pleroma","dusenii","Pleroma dusenii","(Cogn.) P.J.F.Guim. & Michelang.","Goldenberg, R",NA,"Verdi, M.; Hasckel, R.P. & Klemz, G.","3774","2009","06","30",NA,"Brasil","Santa Catarina","Botuverá","Localidade de ''.","-49.0519444","-27.2686111","874","874",NA,"Fito IFFSC 468 /S/23 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arvoreta;","FURB30648","FURB30648","2010",NA,NA,NA,"-49.0519444","-27.2686111",NA,"01","25",NA
"25","2020-12-09 14:46:48-03","FURB","FURB","2526","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pleroma","dusenii","Pleroma dusenii","(Cogn.) P.J.F.Guim. & Michelang.","Meyer, FS",NA,"Sobral, M.",NA,"2001","02","03",NA,"Brasil","Santa Catarina","Blumenau","Spitzkopf.","-49.1327778","-27.025",NA,NA,NA,NA,"FURB02308","FURB02308","2010",NA,NA,NA,"-49.1327778","-27.0250000",NA,"01","21",NA
"26","2020-12-09 14:46:48-03","FURB","FURB","45215","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pleroma","dusenii","Pleroma dusenii","(Cogn.) P.J.F.Guim. & Michelang.","Oliveira, AA de",NA,"Mayer, M.; Oliveira, A.A. de","623","2014","09","15",NA,"Brasil","Santa Catarina","Botuverá","Localidade de ''.","-49.0519444","-27.2686111","874","874",NA,"Florística Entorno IFFSC 468","FURB30635","FURB30635",NA,NA,NA,NA,"-49.0519444","-27.2686111",NA,NA,NA,NA
"27","2020-12-09 14:46:48-03","FURB","FURB","45697","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pleroma","dusenii","Pleroma dusenii","(Cogn.) P.J.F.Guim. & Michelang.","Oliveira, AA de",NA,"Oliveira, A.A. de","1101","2015","02","08",NA,"Brasil","Santa Catarina","Botuverá","Localidade de ''.","-49.0519444","-27.2686111","874","874",NA,"Fito IFFSC 468 /L/107","FURB30633","FURB30633","2015",NA,NA,NA,"-49.0519444","-27.2686111",NA,"02","08",NA
"28","2020-12-09 14:46:48-03","FURB","FURB","46495","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pleroma","dusenii","Pleroma dusenii","(Cogn.) P.J.F.Guim. & Michelang.","Seubert, RC",NA,"Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","66","2014","08","21",NA,"Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.2019444","-27.1169445","684","684",NA,"Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arbusto;","FURB30634","FURB30634","2014",NA,NA,NA,"-49.2019444","-27.1169445",NA,"08","21",NA
"29","2020-12-09 14:46:48-03","FURB","FURB","47801","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pleroma","dusenii","Pleroma dusenii","(Cogn.) P.J.F.Guim. & Michelang.","Barboza, E",NA,"Engels, M.E.; Ferneda Rocha, L.C. & Michelon, C.","2477","2013","02","20",NA,"Brasil","Paraná","Adrianópolis","estrada para Parque Estadual das Lauráceas.","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"FURB47801","FURB47801","2015","49901","auto",NA,NA,NA,NA,"04","06",NA
"30","2021-03-16 17:53:48-03","UCS","HUCS","32677","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn.","Meyer, F.S.",NA,"Ribas, O.S.","7040","2005","10","26",NA,"Brasil","Paraná","Tunas do Paraná","Fazenda Tanque - Berneck","-49.0858001708984","-24.9743995666504",NA,NA,NA,"árvore 7m, flor alva; margem da estrada",NA,NA,"2007","41885","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-12-08 16:41:18-03","UTFPR","HCF","17292","S","Plantae",NA,NA,"Melastomataceae","Pleroma","dusenii","Pleroma dusenii","(Cogn.) P.J.F.Guim. & Michelang.","E. Barboza",NA,"M.E. Engels","2477","2013","02","20",NA,"Brasil","PR","Adrianópolis","estrada para o Parque Estadual das","-48.9911003112793","-24.6571998596191",NA,NA,NA,"arbusto, ca. 2 m. Flores alvas. Floresta Ombrófila Densa. Em pequenos morros ebarrancos pedregosos, as margens da estrada.",NA,NA,"2015","49901","auto",NA,NA,NA,NA,"04","06",NA
"32","2020-12-21 16:35:06-03","MBM","MBM","319480","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","catharinensis","Tibouchina catharinensis","Brade",NA,NA,"Sobral, M.","2526","2001","02","03","Southern America","Brazil","Santa Catarina","Blumenau","Spitzkopf","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"MBM319480","MBM319480",NA,"34291","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:35:08-03","MBM","MBM","395004","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn. ex Char.","Barboza, E.",NA,"Brotto, M.L.; Prado, S.; Prado, S.","1858","2015","01","19","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas, próximo à sede","-48.717806","-24.856056","870","870",NA,"Arbusto de 4m de altura; flores de pétalas brancas, estames amarelos e outros rosados.; Floresta Ombrófila Densa, vegetação secundária.","MBM395004","MBM395004","2015",NA,NA,NA,"-48.717806","-24.856056",NA,"01","27",NA
"34","2020-12-21 16:35:08-03","MBM","MBM","427852","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn. ex Char.","Meyer, F.S.",NA,"Lozano, E.D.; Brotto, M.L.; Brotto, M.L.","3518","2017","01","17","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas, Morro da Anta","-48.716667","-24.863611",NA,NA,NA,"Árvore, 6 m, flores alvas, isolada em meio a taquaral.; Floresta Ombrófila Densa Montana.","MBM427852",NA,"2017",NA,NA,NA,"-48.716667","-24.863611",NA,NA,NA,NA
"35","2020-12-21 16:35:08-03","MBM","MBM","429131","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn. ex Char.","Meyer, F.S.",NA,"Lozano, E.D.; Brotto, M.L.; Brotto, M.L.","3470","2016","12","07","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas, crista próximo ao cume do Morro Geremias","-48.692917","-24.831444",NA,NA,NA,"Arbusto, 1,5 m, pétalas alvas, estames vermelhoe e amarelos, campo sujo.; Campo de Altitude.","MBM429131",NA,"2016",NA,NA,NA,"-48.692917","-24.831444",NA,NA,NA,NA
"36","2020-12-21 16:35:08-03","MBM","MBM","396215","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn. ex Char.","Barboza, E.",NA,"Engels, M.E.; Ferneda Rocha, L.C.; Michelon, C.; Ferneda Rocha, L.C.; Michelon, C.","2477","2013","02","20","Southern America","Brazil","Paraná","Adrianópolis","estrada para Parque Estadual das Lauráceas","-48.9911003112793","-24.6571998596191",NA,NA,NA,"Arbusto, ca. 2m. Flores alvas.; Floresta Ombrófila Densa. Em pequenos morros e barrancos pedegrosos, as margens da estrada.","MBM396215","MBM396215","2015","49901","auto",NA,NA,NA,NA,"04","06",NA
"37","2020-12-21 16:35:08-03","MBM","MBM","306791","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn. ex Char.","Meyer, F.S.",NA,"Motta, J.T.; et al.; et al.","603","1987","01","19","Southern America","Brazil","Paraná","Morretes","Cascata Dourada","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM306791","MBM306791",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:35:08-03","MBM","MBM","186881","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn. ex Char.","Wurdack, J.J.",NA,"Ribas, O.S.; Silva, J.M.; Barboza, E.; Silva, J.M.; Barboza, E.","970",NA,NA,NA,"Southern America","Brazil","Paraná","Morretes","Serra do Marumbi, Pico Facãozinho","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM186881","MBM186881",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:35:08-03","MBM","MBM","16900","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn. ex Char.","Wurdack, J.J.",NA,"Hatschbach, G.","26190",NA,NA,NA,"Southern America","Brazil","Paraná","Piraquara","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM016900","MBM016900",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:35:08-03","MBM","MBM","310678","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn. ex Char.","Meyer, F.S.",NA,"Ribas, O.S.; Silva, J.M.; Silva, J.M.","7040","2005","10","26","Southern America","Brazil","Paraná","Tunas do Paraná","Fazenda Tanque, Berneck","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,"MBM310678","MBM310678",NA,"41885","auto",NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:35:08-03","MBM","MBM","306789","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn. ex Char.","Meyer, F.S.",NA,"Motta, J.T.; et al.; et al.","607","1987","01","19","Southern America","Brazil","Paraná","Morretes","Cascata Dourada","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM306789","MBM306789",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:35:08-03","MBM","MBM","49774","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn. ex Char.","Ribas, O.S.",NA,"Hatschbach, G.","2736",NA,NA,NA,"Southern America","Brazil","Paraná","Morretes","Morro Mãe Catira","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM049774","MBM049774",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:38:41-03","UFMG","BHCB","43862","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn.",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-11 17:20:21-03","UFPR","UPCB","42757","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn.","Meyer, F.S.",NA,"Bertani, D.F.","7","1996","12","13",NA,"Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar, 23°14'22S 45°00'17W","-45.004722","-23.239444",NA,NA,NA,"Arbusto 4m, flores brancas. Floresta ombrófila densa montana, floresta secundária com ca. 15 andos de regeneração..",NA,NA,"2016",NA,NA,NA,"-45.004722","-23.239444",NA,"11",NA,NA
"45","2021-02-11 17:20:21-03","UFPR","UPCB","87570","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn.","Barboza, E.",NA,"Engels, M.E. et al.","2477","2013","02","20",NA,"Brasil","Paraná","Adrianópolis","Estrada para Parque Estadual das Lauráceas. Floresta Ombrófila Densa. Em pequenos morros e barrancos pedregosos, as margens da estrada.","-48.9911003112793","-24.6571998596191",NA,NA,NA,"Arbusto, ca. 2m. Flores alvas..",NA,NA,"2015","49901","auto",NA,NA,NA,NA,"04","06",NA
"46","2021-02-11 17:20:21-03","UFPR","UPCB","45124","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn.","Meyer, F.S., Goldenberg, R. & Guimarães, P.J.F.",NA,"Sobral, M.","8629","1998","05",NA,NA,"Brasil","Santa Catarina","Blumenau","Morro Spitzkopf","-49.0661010742188","-26.9193992614746",NA,NA,NA,"Arvoreta 4m, interior de mata. Região de mata ombrófila densa (Mata Atlântica)..",NA,NA,"2008","34291","auto",NA,NA,NA,NA,"01","01",NA
"47","2021-02-11 17:20:21-03","UFPR","UPCB","42697","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","dusenii","Tibouchina dusenii","Cogn.","Pasdiora, A.L.",NA,"Pasdiora, A.L.","82","1999","01","11",NA,"Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi, Morro Facãozinho","-48.834400177002","-25.476900100708",NA,NA,NA,"Arbusto 1,5m, flores alvas. Floresta ombrófila densa altomontana..",NA,NA,"2000","30514","auto",NA,NA,NA,NA,"03",NA,NA
"48","2020-07-07 09:29:00-03","MO","MOBOT","101203097","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pleroma","dusenii","Pleroma dusenii","(Cogn.) P.J.F. Guim. & Michelang.","fide Guimarães et al.","Holotype","Per Dusén","Dusén 3777","1904","2","13","South America","Brazil","Paraná",NA,"Serra do Mar, Marumbý in Dickichten in einer höhe von etwa 1000 m",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
