"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","recordNumber","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01198014","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","R. Riina",NA,NA,NA,"M. M. M. Lopes","2006","08","11","Brazil","Bahia",NA,"Camacã. RPPN Serra Bonita, 10 km W de Camacá na estrada para Jacarecí, 6 km SW na estrada para a RPPN e Torre de transmissão; beira do ramal que leva a torre","-39.5653","-15.3917",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1319378' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198014","NY01198014_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","1055","850","850",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1026920","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","R. S. Cowan",NA,NA,NA,"H. S. Irwin","1958","12","17","Brazil","Minas Gerais","Viçosa","State Agricultural School, Viçosa.","-42.868031","-20.7613428",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1130894' target='other'> <mi>dwc_moreinfo</mi></a>","NY01026920","NY01026920_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","2274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01095451","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","P. E. Berry",NA,NA,NA,"S. C. de Sant'Ana","2004","02","19","Brazil","Bahia","Ilhéus","Rod. Ilheus/Olivenca, ca. 10 km de Ilheus, com 3,5 km de ramal a direita","-39.0414","-14.9136",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1390633' target='other'> <mi>dwc_moreinfo</mi></a>","NY01095451","NY01095451_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","1104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","504074","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.",NA,NA,NA,NA,"R. P. Belém","1967","01","05","Brazil","Bahia","Itacaré","Rodovia Ubaitaba - Itacaré. Plantaçao de cacau","-38.9967","-14.2778",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=678124' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504074","NY00504074_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","2964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1039345","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.",NA,NA,NA,NA,"S. de V. A. Pessôa","1998","12","12","Brazil","Espírito Santo","Rio Bananal","Estrada para o PN Boaina, mata na propriedade do Sr. Venuti, acima da casa. Na cachoeira da Água Branca.","-40.3333","-19.265",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1485580' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039345","NY01039345_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","956","900","1050",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","504095","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.",NA,NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=678131' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504095","NY00504095_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","1627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1127921","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","Standley",NA,NA,NA,"Y. E. J. Mexia","1930","01","28","Brazil","Minas Gerais","Carangola","Fazenda da Gramma","-42.0294","-20.7331",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272136' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127921","NY01127921_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","4259","900","900",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","504078","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","G. L. Webster",NA,NA,NA,"J. C. Lindeman","1966","10","19","Brazil","Paraná","Quatiguá","15 km N of Tomanzina. Capoeira by road side","-49.9133","-23.5672",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=678123' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504078","NY00504078_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","3157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","504072","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","J. A. Kallunki",NA,NA,NA,"R. de Lemos Fróes","1943","02","08","Brazil","Bahia","Iramaia","Entre Brejao e Iracema, regiao da Serra de Sincorá","-40.9508","-13.2858",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=678116' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504072","NY00504072_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","20206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","504077","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","G. L. Webster",NA,NA,NA,"G. G. Hatschbach","1967","08","24","Brazil","Paraná","Cianorte","Fda. Lagoa","-52.6047","-23.6633",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=678110' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504077","NY00504077_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","16978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1127925","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","Standley",NA,NA,NA,"Y. E. J. Mexia","1930","11","13","Brazil","Minas Gerais","Vicosa","Mareco",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272144' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127925","NY01127925_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","5292","710","710",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","504091","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.",NA,NA,NA,NA,"F. R. Martins","1976","01","20","Brazil","São Paulo","Santa Rita do Passa Quatro","Sta. Rita do Passa Quatro. Pq. Estadual de Vassununga","-47.47","-21.71",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=678129' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504091","NY00504091_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01091899","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","W. Hoehne",NA,NA,NA,"W. Hoehne","1941","11","13","Brazil","São Paulo",NA,"Sao Paulo, Cidade Jardim.","-46.698324","-23.591462",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1265162' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091899","NY01091899_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","504097","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.",NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=678133' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504097","NY00504097_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","2116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01198013","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","R. Riina",NA,NA,NA,"M. M. M. Lopes","2006","08","11","Brazil","Bahia",NA,"Camacã. RPPN Serra Bonita, 10 km W de Camacá na estrada para Jacarecí, 6 km SW na estrada para a RPPN e Torre de transmissão; beira do ramal que leva a torre","-39.5653","-15.3917",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1408825' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198013","NY01198013_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","1055","850","850",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1127922","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","A. Gehrt",NA,NA,NA,"E. P. Heringer","1939","01","04","Brazil","Minas Gerais","Lavras","E.S.A.L.","-44.9994","-21.2456",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272140' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127922","NY01127922_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1026922","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","R. S. Cowan",NA,NA,NA,"H. S. Irwin","1958","11","26","Brazil","Minas Gerais","Viçosa","4 km S of Viçosa on road to Uba.","-42.8817","-20.7542",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1130904' target='other'> <mi>dwc_moreinfo</mi></a>","NY01026922","NY01026922_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","2151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","504086","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","J. A. Kallunki",NA,NA,NA,"J. E. Leite","1946","12",NA,"Brazil","Rio de Janeiro","Nova Friburgo","Nova - Friburgo","-42.5308","-22.2819",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=678120' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504086","NY00504086_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","4195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","03075390","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.",NA,NA,NA,NA,"M. Gomes","1986","11","17","Brazil","Rio de Janeiro","Rio de Janeiro","Morro Mundo Novo, Campus da Universidade Santa Úrsula.","-43.2075004577637","-22.9027996063232",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3300989' target='other'> <mi>dwc_moreinfo</mi></a>","NY03075390","NY03075390_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","71",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1127924","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.",NA,NA,NA,NA,"P. Claussen",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272143' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127924","NY01127924_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","1565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","504094","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","G. L. Webster",NA,NA,NA,"N. A. Rosa","1980","11","15","Brazil","São Paulo","Sao Paulo","Reserva do Instituto de Botanica de Sao Paulo","-46.618358","-23.646109",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=678122' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504094","NY00504094_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","3728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","02499413","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","R. Riina",NA,NA,NA,"W. W. Thomas","2001","05","18","Brazil","Bahia","Boa Nova","Fazenda Alta Mira, 8.4 km E of Boa Nova on road to Dario Meira, then 4.0 km N on fazenda road","-40.103183","-14.419392",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=468173' target='other'> <mi>dwc_moreinfo</mi></a>","NY02499413","NY02499413_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","12475","800","800",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","777935","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.",NA,NA,NA,NA,"A. G. d. Silva","2001","05","18","Brazil","Pernambuco","Bonito","Bonito. Mata do Brejao. Margem da PE 103","-35.6958","-8.4944",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=678135' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777935","NY00777935_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","432","790","790",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","504083","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","G. L. Webster",NA,NA,NA,"E. W. D. Holway","1921","11","13","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=678112' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504083","NY00504083_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","1296","213.4","213.4",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","504092","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","H. de F. Leitão Filho",NA,NA,NA,"F. R. Martins","1976","01","20","Brazil","São Paulo","Santa Rita do Passa Quatro","Sta. Rita do Passa Quatro. Pq. Estadual de Vassununga","-47.47","-21.71",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=678107' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504092","NY00504092_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","6836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1026921","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","R. S. Cowan",NA,NA,NA,"H. S. Irwin","1958","12","17","Brazil","Minas Gerais","Viçosa","State Agricultural School, Viçosa.","-42.868031","-20.7613428",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1130902' target='other'> <mi>dwc_moreinfo</mi></a>","NY01026921","NY01026921_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","2274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","504093","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.",NA,NA,NA,NA,"F. C. Hoehne","1931","11","25","Brazil","São Paulo","Sao Paulo","Jardim Botanico, S. Paulo","-46.618358","-23.646109",NA,NA,"planta viva No. 154 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=678130' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504093","NY00504093_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","28562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01095458","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","P. E. Berry",NA,NA,NA,"J. G. Jardim","2005","02","12","Brazil","Bahia","Arataca","Serra das Lontras, ca. 7 km no ramal que liga o povoado de Itatinguí a Serra das Lontras. Bordas da floresta e áreas antropizadas","-39.3417","-15.1736",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1390539' target='other'> <mi>dwc_moreinfo</mi></a>","NY01095458","NY01095458_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","4405","600","700",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","504085","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","J. A. Kallunki",NA,NA,NA,"H. M. Curran","1918","12","11","Brazil","Rio de Janeiro","Nova Friburgo","Nova Friburgo","-42.5308","-22.2819",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=678119' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504085","NY00504085_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","504089","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","G. L. Webster",NA,NA,NA,"A. C. Filho","1980","10","23","Brazil","São Paulo","Sao Paulo","Sao Paulo Parque do Estado","-46.621883","-23.654505",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=678113' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504089","NY00504089_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","504075","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","G. L. Webster",NA,NA,NA,"G. Jönsson","1914","05","21","Brazil","Paraná","Jaguariaíva","Jaguariahyva opp., in silvula","-49.713647","-24.340602",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=678109' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504075","NY00504075_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","408a","740","740",NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-11-01 12:51:00-02","NY","NYBG","504098","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus",NA,NA,NA,NA,NA,"M. Bernardi","1978","10","28","Paraguay","Canindeyú",NA,"In silva prope Guadelupe",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=678134' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504098","NY00504098_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","18254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","886241","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.",NA,NA,NA,NA,"A. M. Amorim","2006","01","24","Brazil","Bahia","Uruçuca","Parque Estadual Serra do Condurú. 7.3 km da estrada que liga Serra Grande à Itacaré.","-39.0617","-14.4231",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015089' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886241","NY00886241_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","5504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
