"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","typeStatus","previousCatalogNumber","sex"
"12","2019-11-05 16:45:14-03","UFOP","OUPR","16760","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","Nakajima, J.N.","Lemes, F.O.A.","15","2004","03","16",NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,"Meio urbano. Trepadeira volúvel",NA,NA,"16960","auto",NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-11-05 16:45:14-03","UFOP","OUPR","15008","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.",NA,"s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-11-05 16:45:14-03","UFOP","OUPR","15009","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","Badini, J.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,"Campo. Trepadeira",NA,NA,"44599","auto",NA,"1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-11-05 16:45:14-03","UFOP","OUPR","15011","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","Berry, PE (Tropic; Hokche, O.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-05 16:45:14-03","UFOP","OUPR","15006","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","Berry, PE (Tropic; Hokche, O.","Badini, J.","s.n.","1973","03","31",NA,"Brasil","Minas Gerais","Ouro Preto","Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Mata. Trepadeira. Flores pálidas",NA,NA,"44599","auto",NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-05 16:45:14-03","UFOP","OUPR","15010","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","Berry, PE (Tropic; Hokche, O.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Morro São Sebastião","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-05 16:45:14-03","UFOP","OUPR","15007","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","Berry, PE (Tropic; Hokche, O.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Rancharia","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-05 16:45:14-03","UFOP","OUPR","4069","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","Berry, PE (Tropic; Hokche, O.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Taquaral","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-01-17 11:24:33-02","PUCRS","MPUC","18253","S","Plantae",NA,"Asterales","Asteraceae","Mikania","microptera","Mikania microptera","DC.","N.I. Matzenbacher",NA,NA,"1990","09","30","South America","Brasil","RS","Guaíba","BR 116 km 307, Fazenda São Maximiano","-51.3280556","-30.1011667",NA,NA,NA,NA,NA,NA,"Magnoliopsida","1990","01","01","-51.3280556000","-30.1011667000","1",NA,NA,NA,NA,NA,NA
"21","2021-03-16 17:50:58-03","UCS","HUCS","43219","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","microptera","Mikania microptera","DC.","Ritter, M.R.","Leite, S.L.C.","s.n.","1989","09","27",NA,"Brasil","Rio Grande do Sul","Viamão","Viveiro da Prefeitura de Porto Alegre","-51.0233001708984","-30.0811004638672",NA,"Espécie ameaçada de extinção(vunerável). Doação ICN 086918.",NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-08-16 08:38:36-03","UTFPR","HCF","17071","S","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","G.A. Dettke","M.G. Caxambu","6372","2015","05","21",NA,"Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu - Trilha da","-54.469889","-25.620611",NA,"trepadeira volúvel, heliófita. Capítulos alvos.",NA,NA,NA,NA,NA,"2015",NA,NA,"54°28'11,6 W","25°37'14,2 S",NA,"184","184",NA,NA,NA,NA
"23","2019-11-25 12:11:36-03","UFSM","SMDB","3379","S","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","Ritter, M R","Leite, SL; Irgang, B","s.n.","1989","09","27",NA,"Brasil","Rio Grande do Sul","Viamão","Viveiro da Prefeitura de Poa","-51.0233001708984","-30.0811004638672",NA,NA,"SMDB003379","SMDB003379","41667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:16:40-03","MBM","MBM","166833","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.",NA,"Rimachi, M. .Y.","8537","1988","04","05","Southern America","Peru",NA,NA,NA,NA,NA,NA,NA,"MBM166833","MBM166833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:16:40-03","MBM","MBM","79311","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.",NA,"McDaniel, S.; et al.; et al.","23283","1980","03","02","Southern America","Peru",NA,NA,NA,NA,NA,NA,NA,"MBM079311","MBM079311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:16:40-03","MBM","MBM","79312","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","Holmes, W.C.","McDaniel, S.; et al.; et al.","23301","1980","03","03","Southern America","Peru",NA,NA,NA,NA,NA,NA,NA,"MBM079312","MBM079312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:16:40-03","MBM","MBM","38260","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","Holmes, W.C.","Hatschbach, G.","8295","1961","09","17","Southern America","Brazil","Paraná","Campina Grande do Sul","Rod. BR-2, Ribeirão do cedro","-49.0553016662598","-25.3055992126465",NA,NA,"MBM038260","MBM038260","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2015-09-04 05:38:29-03","MNHN","RECOLNAT_MNHN_P","P02694090","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","Holmes","Beyrich",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil. Mandioca. Brasil, América do Sul",NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02694090' target='other'> <mi>dwc_moreinfo</mi></a>","P02694090","P02694090_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2015-09-04 05:40:45-03","MNHN","RECOLNAT_MNHN_P","P02704025","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","Roque","Lalande",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02704025' target='other'> <mi>dwc_moreinfo</mi></a>","P02704025","P02704025_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-10-14 17:03:18-03","MNHN","RECOLNAT_MNHN_P","P02441240","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.",NA,"Gaudichaud, C.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb","Attaché avec P02704208 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02441240' target='other'> <mi>dwc_moreinfo</mi></a>","P02441240","P02441240_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"643",NA,NA,NA
"31","2015-09-04 05:40:45-03","MNHN","RECOLNAT_MNHN_P","P02704047","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","Holmes","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,". Brasil, América do Sul",NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02704047' target='other'> <mi>dwc_moreinfo</mi></a>","P02704047","P02704047_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"914",NA,NA,NA
"32","2015-09-04 05:41:42-03","MNHN","RECOLNAT_MNHN_P","P02704208","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","Spach","Gaudichaud, C.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb","Attaché avec P02441240 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02704208' target='other'> <mi>dwc_moreinfo</mi></a>","P02704208","P02704208_01 P02704208_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"643",NA,NA,NA
"33","2015-09-04 05:41:24-03","MNHN","RECOLNAT_MNHN_P","P02704194","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","Holmes","Spruce, R.",NA,"1850","7","1",NA,"Brasil","Pará","Santarém","Brésil. Santarém, Pará, Norte, Brasil, América do Sul","-54.7083015441895","-2.44305992126465","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02704194' target='other'> <mi>dwc_moreinfo</mi></a>","P02704194","P02704194_01","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-09-04 05:41:04-03","MNHN","RECOLNAT_MNHN_P","P02704082","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","Holmes","Spruce, R.",NA,"1850","7","1",NA,"Brasil","Pará","Santarém",". Santarém, Pará, Norte, Brasil, América do Sul","-54.7083015441895","-2.44305992126465","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02704082' target='other'> <mi>dwc_moreinfo</mi></a>","P02704082","P02704082_01","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"983",NA,NA,NA
"35","2021-02-11 17:18:07-03","UFPR","UPCB","3486","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","Ritter, M.R.","Hatschbach, G.","8295","1951","09","17",NA,"Brasil","Paraná","Campina Grande do Sul","Rod. BR 2, Ribeirão do Cedro","-49.0553016662598","-25.3055992126465",NA,"Liana, capítulos creme. Orla da mata..",NA,NA,"55154","auto",NA,"2000","08","31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-05-25 15:13:54-03","FSU","FSU","000074496","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.",NA,"Manuel Rimachi Y., Sidney McDaniel","23283",NA,NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-05-25 15:13:54-03","FSU","FSU","000074497","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.",NA,"Sidney McDaniel, Manuel Rimachi Y.","23301",NA,NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2011-07-29 14:53:00-03","MO","MOBOT","100397110","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","Foster's catalog notes file","Henry H. Rusby","Rusby 1645",NA,NA,NA,"South America","Bolivia",NA,NA,"Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1828.80000000",NA,NA,NA,NA,NA
"39","2014-04-04 05:49:00-03","MO","MOBOT","1159395","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","H. Robinson (US)","Rodolfo Vásquez|et al.","Vásquez Martínez 21336","1996","6","22","South America","Peru","Amazonas","Bagua","Distrito Imaza, camino Putuim-Shimutaz Bosque primario.","-78.33972","-5.05555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","380.00000000",NA,NA,NA,NA,NA
"40","2017-10-25 05:23:00-02","MO","MOBOT","1251386","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","H. Robinson (US)","Eric F. Rodríguez Rodríguez|P. Reyes M.","Rodríguez Rodríguez 1764","1997","7","21","South America","Peru","Cajamarca","San Ignacio","Distrito Huarango, Nuevo Mundo: Caserío Gosén. Bosque primario, arriba del márgen izquierdo de la quebrada Las Juntas.","-78.73","-5.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","1500.00000000","1600.00000000",NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","1842793","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.",NA,"Stephan G. Beck","Beck 4890","1981","10","30","South America","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2450.00000000",NA,NA,NA,NA,NA
"42","2015-08-01 05:59:00-03","MO","MOBOT","3352331","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","W. C. Holmes","F.R. Fosberg","Fosberg 28640","1947","9","9","South America","Bolivia","Santa Cruz","Florida","Bermejo valley of Rio Bermejo 30 km. e of SAMAIPATA. Occasional in sparse brush on brushy weedy river-bluff os sedimentray soil","-63.6","-18.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA
"43","2009-08-22 06:48:00-03","MO","MOBOT","3352356","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","W. C. Holmes","Sidney T. McDaniel|Manuel Rimachi Y.","McDaniel 23301","1980","3","3","South America","Peru","Loreto","Maynas","Dtto. Iquitos. Carretera de Zungaro Cocha, near Quebrada de Shushuna, over sand,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"140.00000000","160.00000000",NA,NA,NA,NA
"44","2011-06-08 11:54:00-03","MO","MOBOT","3352509","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","W. C. Holmes","José Schunke V.","Schunke Vigo 7017","2007","6","27","South America","Peru","San Martín","Mariscal Cáceres","Quebrada de Hauquisha (margen Izquierda del rio Huallaga) Tocache Nuevo. En bosquee secundario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","3352570","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","H. Robinson","Rodrigues","Rodrigues 1764","1997","7","21","South America","Peru","Cajamarca","San Ignacio","Distrito Huarango, Nuevo Mundo; Caserio Gosen. Bosque primario arriba del margen izquierdo de la quebrada Las Juntas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1500.00000000","1600.00000000",NA,NA,NA,NA
"46","2009-06-28 10:40:00-03","MO","MOBOT","3352571","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","W. C. Holmes","Sidney T. McDaniel","McDaniel 23283","1980","3","2","South America","Peru","Loreto","Maynas","Dtto. Iquitos. Rio Itaya, trocha de Sanangal, disturbed forest of restinga, sandy-silty soil,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"110.00000000",NA,NA,NA,NA,NA
"47","2010-01-29 10:08:00-02","MO","MOBOT","3467491","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.",NA,"Sidney T. McDaniel|Manuel Rimachi Y.","McDaniel 25806","1982","3","12","South America","Peru","Loreto","Maynas","Dtto. Iquitos. Quebrada de Cotillo w of Iquitos on opposite bank of Rio Amazonas, inundated margin or disturbed, alluvial soil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","90.00000000",NA,NA,NA,NA,NA
"48","2013-09-01 08:34:00-03","MO","MOBOT","575636","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","W.C. Holmes (BAYLU)","José Schunke V.","Schunke Vigo 9225","1976","6","11","South America","Peru","Ucayali",NA,"Coronel Portillo. Dtto. Padre Abod. La Divisaria, cerca a Río Chino.","-75.7922222","-9.1663889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","1400.00000000","1600.00000000","11",NA,NA,NA
"49","2012-05-15 05:10:00-03","MO","MOBOT","576999","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","H. Robinson, 1989 (US)","Fernando Hurtado|Alberto Angel Alvarado","Hurtado 973","1988","11","10","South America","Ecuador","Napo",NA,"Carretera Hollín-Loreto, km 25. Centro Challuayacu. En trocha hacia la zona del Guagua Sumaco. Bosque pluvial Premontano. Bosque primario.","-77.66666","-0.71666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1230.00000000",NA,"88-12",NA,NA,NA
"50","2008-05-27 22:02:00-03","MO","MOBOT","584746","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","H. Robinson, 1990 (US)","H. van der Werff|Edgar Gudiño","van der Werff 11146","1989","8","16","South America","Ecuador","Morona-Santiago",NA,"Along new road Mendez-Morona. Remnants of forests.","-78.16666","-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","650.00000000",NA,"37",NA,NA,NA
"51","2017-09-05 09:54:00-03","MO","MOBOT","596091","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","John Pruski","Alwyn H. Gentry","Gentry 76370","1992","3","28","South America","Peru","Loreto",NA,"Explorama Tourist Camp, Yanamono, seasonally inundated tahuampa forest.","-72.8333333","-3.4666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","120.00000000",NA,"890",NA,NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","770776","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.",NA,"Victor Huashikat","Huashikat 2300","1980","3","19","South America","Peru","Amazonas","Condorcanqui","Monte virgin, 2 km. atra|s de la comunidad de Caterpiza, banda este de la Quebrada Caterpiza, Río Santiago. Aprox. 65 km. al norte de Pinglo.","-77.66666","-3.83333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","200.00000000",NA,"92",NA,NA,NA
"53","2020-08-31 08:53:03-03","INPA","INPA","248738","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Mikania","microptera","Mikania microptera","DC.",NA,"Moraes, MD","132","1995","09","23","Southern America","Brasil","São Paulo","Ubatuba","Planície litorânea de Picinguaba. Trilha da casa de farinha.","-44.852789","-23.3525",NA,NA,"INPA0248738","INPA0248738 INPA0248738_e",NA,NA,NA,NA,NA,NA,"-44.852789","-23.3525",NA,NA,NA,NA,NA,NA,NA
