"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","previousCatalogNumber","recordNumber","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","relatedCatalogItem","fieldNumber","infraspecificEpithet","sex"
"11","2021-04-08 17:44:51-03","EAO","IAN","9480","PreservedSpecimen","Plantae","Bromeliaceae","Aregelia","bahiana","Aregelia bahiana","(Ule) Mez",NA,"Ule, EHG",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN009480","IAN009480_f","Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"9105",NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:27:36-03","UFBA","ALCB","036880","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.","Martinelli, G; Wanderley, MGL","Carvalho, AM de; Amorim, AMA; Sant'Ana, SC de; Jardim, JG; Souza, GR; Cruz, NB","1994","10","27","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.440278","-12.459722","-41.440278","-12.459722","ALCB008498","ALCB008498","Monocotyledon",NA,"1997","10",NA,NA,NA,"rupícola crescendo nas formações altas da Chapadinha. Folhas simples, pecíolo biglanduloso na base, glândulas pateliformes, sésseis; limbo papiráceo, 5-lobado a 5-partido, lobos oblongos, serrulados, mucronulados. Flores com brácteas",NA,"Southern America",NA,NA,"PCD1061","910","910",NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:27:36-03","UFBA","ALCB","039155","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.","Faria, APG de; Wendt, T; Sousa, LOF de","Harley, RM; Hind, DJN; Bautista, HP","1996","11","15","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Topo do Pico do Itobira","-41.884167","-13.368611","-41.884167","-13.368611","ALCB008499","ALCB008499 ALCB008499_1 ALCB008499_2 ALCB008499_3 ALCB008499_4 ALCB008499_5","Monocotyledon",NA,"2003","03",NA,NA,NA,"planta cilíndrica. Folhagem avermelhada, coriáceas. Flores azuis. Ocasional.",NA,"Southern America",NA,NA,"PCD4315","1800","1800",NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:27:36-03","UFBA","ALCB","041103","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.","Guedes, ML","Guedes, ML","1998","11","23","Brasil","Bahia","Palmeiras","Chapada Diamantina","-41.55","-12.516667","-41.55","-12.516667","ALCB011532","ALCB011532","Monocotyledon",NA,"1998","11",NA,NA,NA,"20 cm. Folhas membranáceas, concolores. Flores com pétalas lilases.; Crescendo sobre pedras.",NA,"Southern America",NA,NA,"s/n",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:27:36-03","UFBA","ALCB","57936","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.","Faria, APG de; Wendt, T; Sousa, LOF de","Guedes, ML; Loureiro, DM","2001","12","19","Brasil","Bahia","Mucugê","Chapada Diamantina, Campo rupestre.","-41.366667","-13","-41.366667","-13","ALCB011533","ALCB011533","Monocotyledon",NA,"2003","03","20",NA,NA,"de 0,25 m. Folhas margens espinescentes. Material estéril.",NA,"Southern America",NA,NA,"9506",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:12:17-03","NBC","NL-BOTANY","L 0041730","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.","Smith LB","Ule EHG","1906","11","01","Brazil","Bahía",NA,"BrasilienseSerra deo LincoraEstado de Bahia",NA,NA,NA,NA,"NL-L0041730","NL-L0041730",NA,"Poales","1967","05","01",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200041730 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","type","9082331204",NA,NA,NA
"17","2020-02-08 10:12:17-03","NBC","NL-BOTANY","U.1174915","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.","Gouda EJ","Harley RM","1988","11","18","Brazil",NA,NA,"Bahia. Mun.: Rio de Contas. Pico das Almas. Vertente leste. Na parte norte do vale abaixo do pico.","-41.966667","-13.533333","-41.966667","-13.533333","NL-U1174915","NL-U1174915",NA,"Poales","2017","11","01",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174915 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"18","2020-11-04 11:03:56-03","ESALQ","ESA","41163","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ulc.) L.B.Sm.","Souza, G.M.","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","1998","04","05","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"ESA041163","ESA041163","Magnoliophyta",NA,"2003","10","01","101169",NA,NA,"auto",NA,NA,NA,"20982.0",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:25:53-03","MN","R","202898","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B. Sm.","Coser, T.S.","Souza, V.C. 20982; Souza, J.P.; Capellari, L.; Elias, S.I. & Forster, W.","1998","04","05","Brasil","Minas Gerais","Diamantina",NA,"-43.674722","-18.260889","43°40'29W","18°15'39,2S","R010006573",NA,NA,NA,"2010","10","26",NA,NA,NA,NA,NA,NA,NA,NA,"1330","1330",NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:25:53-03","MN","R","227046","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B. Sm.","Coser, T.S.","Moura, R.","2008","08","13","Brasil","Minas Gerais","São Gonçalo do Rio Preto","na parte alta do parque. Parque Estadual Rio Preto","-43.3908004760742","-18.0041999816895",NA,NA,"R010006564",NA,NA,NA,"2010","10","26","26697",NA,NA,"auto",NA,NA,NA,"655",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-01-14 15:25:53-03","MN","R","233600","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B. Sm.","Kessous, I.M.","Kessous, I.M. 192; Couto, D.R. & Neves, B.","2015","03","17","Brasil","Bahia","Andaraí","Parque Nacional da Chapada Diamantina","-41.3314018249512","-12.8072004318237",NA,NA,"R010049109",NA,NA,NA,"2018","05","15","58558",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-02-02 14:37:51-02","BGBM","B","B 10 0243646","S","Plantae","Bromeliaceae","Nidularium","bahianum","Nidularium bahianum","Ule",NA,"E. H. G. Ule","1906","11",NA,"Brazil",NA,NA,"Estado de Bahia; auf Felsen der Serra do Sincorá.",NA,NA,NA,NA,"B100243646","B100243646",NA,NA,NA,NA,NA,NA,NA,"II <a href=http://herbarium.bgbm.org/object/B100243646 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"Middle and South America",NA,NA,"7105",NA,NA,NA,"type",NA,NA,NA,NA
"23","2016-02-02 14:37:51-02","BGBM","B","B 10 0243645","S","Plantae","Bromeliaceae","Nidularium","bahianum","Nidularium bahianum","Ule",NA,"E. H. G. Ule","1906","11",NA,"Brazil",NA,NA,"Estado do Bahia; auf Felsen der Serra do Sincorá.",NA,NA,NA,NA,"B100243645","B100243645",NA,NA,NA,NA,NA,NA,NA,"I <a href=http://herbarium.bgbm.org/object/B100243645 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"Middle and South America",NA,NA,"7105",NA,NA,NA,"type",NA,NA,NA,NA
"24","2020-12-20 21:16:26-03","UFV","VIC","31927","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","Ule","Ribeiro, O B C","Ribeiro, O B C","2008","09","25","Brasil","Minas Gerais","Santa Bárbara","Serra de Capanema","-43","-20","-43","-20","VIC031927","VIC031927",NA,NA,"2008","09","25",NA,NA,"Rupícola em afloramento rochoso quartzítico",NA,NA,NA,NA,"227","1641","1641",NA,NA,NA,NA,NA,NA
"25","2020-12-20 21:16:26-03","UFV","VIC","34281","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","Ule",NA,"Guarçoni, E.","2010","12","08","Brasil","Minas Gerais","Buenópolis","Serra do Cabral, Fazenda Bimbarra, 1263 m de altitude.","-44.1800003051758","-17.8733005523682",NA,NA,"VIC034281","VIC034281",NA,NA,NA,NA,NA,"42854",NA,"Campo Rupestre Quartzítico. Rupícola. Comum. Em floração; pétalas azuis, eretas, com ápice revoluto.","auto",NA,NA,NA,"1572",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-20 21:16:26-03","UFV","VIC","35279","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","Ule",NA,"Guarçoni, E.","2011","12","07","Brasil","Minas Gerais","Ouro Preto","Serra de Capanema, 1670 m de altitude","-43","-20","-43","-20","VIC035279","VIC035279",NA,NA,NA,NA,NA,NA,NA,"Campo Rupestre Quartzítico #?# afloramento rochoso; rupícola. Frequente. Pétalas azul escuro",NA,NA,NA,NA,"1727",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-05 16:46:29-03","UFOP","OUPR","13004","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.",NA,"s.col.",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22051",NA,"Material estéril.","auto",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-03-12 10:29:01-03","UFOP","OUPR","34708","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.","Pedrosa, L.G.","Pedrosa, L.G.","2019","11","20","Brasil","Minas Gerais","Ouro Preto","Botafogo","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"2019","11",NA,"44599",NA,"Erva, ca. 30cm, flores azuis-violáceas. Sobre afloramento","auto",NA,NA,NA,"2177",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:19:25-03","MBM","MBM","208197","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.","Leme, E.M.C.","Hatschbach, G.","1996","11","03","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,"MBM208197","MBM208197",NA,NA,NA,NA,NA,"37503",NA,NA,"auto","Southern America",NA,NA,"65337",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:19:25-03","MBM","MBM","160887","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.","Leme, E.M.C.","Sellfeld, A.",NA,NA,NA,"Brazil","Minas Gerais",NA,"s",NA,NA,NA,NA,"MBM160887","MBM160887",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:19:25-03","MBM","MBM","30589","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.","Smith, L.B.","Kocziaki, C.","1973","10","20","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,"MBM030589","MBM030589",NA,NA,NA,NA,NA,"22051",NA,NA,"auto","Southern America",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:19:25-03","MBM","MBM","20516","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","hatschbachii","Neoregelia hatschbachii","L.B.Sm.","Smith, L.B.","Hatschbach, G.; Pelanda, P.; Pelanda, P.","1971","11","14","Brazil","Minas Gerais","Diamantina","Guinda","-43.6002998352051","-18.2493991851807",NA,NA,"MBM020516","MBM020516",NA,NA,NA,NA,NA,"101169",NA,"Afloramentos rochosos. Planta avermelhada. Flor alvescente, ápice anilado; Planta avermelhada. Flor alvescente, ápice anilado.; Afloramentos rochosos.","auto","Southern America",NA,NA,"27945","1300","1300",NA,"ISOTYPE",NA,NA,NA,NA
"33","2015-09-03 21:20:59-03","MNHN","RECOLNAT_MNHN_P","P02176085","PreservedSpecimen",NA,"Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.",NA,"Glaziou","1893","11","20","Brasil","Minas Gerais",NA,"Serra da Piedade. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"P02176085","P02176085_01",NA,NA,NA,NA,NA,NA,NA,". . Donné par Mme Simarde, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02176085' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA
"34","2015-09-03 21:21:03-03","MNHN","RECOLNAT_MNHN_P","P02176088","PreservedSpecimen",NA,"Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.","Leme","Sellow",NA,NA,NA,"Brésil",NA,NA,"Brasilia",NA,NA,NA,NA,"P02176088","P02176088_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02176088' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"46",NA,NA
"35","2020-12-11 11:43:32-03","UFMG","BHCB","179140","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.",NA,"Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2015","10","07","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.663056","-21.6425","-43.663056","-21.6425",NA,NA,"Monocotyledon",NA,"2016","06",NA,NA,NA,"Erva rupícola; ápice das folhas rosa; brácteas avermelhadas; flores azuis.; Campo Rupestre Quartzítico",NA,"Southern America",NA,NA,"2684",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:43:32-03","UFMG","BHCB","144551","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.",NA,"Rodrigues, LC","2007","10","15","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Alto do Palácio","-43.516667","-19.25","-43.516667","-19.25",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,"erva rupícula, flor séssil, pétala branca com borda rosa escuro.",NA,"Southern America",NA,NA,"76","1400","1400",NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:43:32-03","UFMG","BHCB","176530","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.",NA,"Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","2015","05","12","Brasil","Minas Gerais","Mariana","RPPN Horto Alegria","-43.436667","-20.153611","-43.436667","-20.153611",NA,NA,"Monocotyledon",NA,"2016","06","01",NA,NA,"Erva; brácteas vermelhas; flores azuis.; Campo Rupestre Quartzitico",NA,"Southern America",NA,NA,"354",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:43:32-03","UFMG","BHCB","179247","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.",NA,"Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2015","10","20","Brasil","Minas Gerais","Ouro Preto","RPPN Capanema","-43.605","-20.197222","-43.605","-20.197222",NA,NA,"Monocotyledon",NA,"2016","06",NA,NA,NA,"Erva rupícola; ápice das folhas rosas; botões florais brancos com ápice rosa.; Campo Rupestre Quartzítico",NA,"Southern America",NA,NA,"2791",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:43:32-03","UFMG","BHCB","183910","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.",NA,"Paiva, JAM; Souza, LS; Silva, E","2016","11","21","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.663889","-20.152778","-43.663889","-20.152778",NA,NA,"Monocotyledon",NA,"2016","12","15",NA,NA,"Herbáceo, 0,3m alt. Rupícola. Botões florais rosas.; Campo Rupestre Quartizito.",NA,"Southern America",NA,NA,"1105","1307","1307",NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:43:32-03","UFMG","BHCB","42453","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:43:32-03","UFMG","BHCB","42479","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:43:32-03","UFMG","BHCB","43762","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:43:32-03","UFMG","BHCB","43763","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:43:32-03","UFMG","BHCB","8026","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.",NA,NA,"1986","12","18","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.666667","-19.816667","-43.666667","-19.816667",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,"Campo;herbáceo;",NA,"Southern America",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:43:32-03","UFMG","BHCB","22631","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.",NA,"Lombardi, JA","1993","09","29","Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,"22051",NA,NA,"auto","Southern America",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:43:32-03","UFMG","BHCB","22631","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.",NA,"Lombardi, JA","1993","09","29","Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,"22051",NA,NA,"auto","Southern America",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:43:32-03","UFMG","BHCB","6699","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.",NA,"Martinelli, G; et al.","1985","07","22","Brasil","Minas Gerais","Nova Lima","Morro do Chapéu.","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,"29211",NA,"Campo;herbáceo;rupícola;heliófila;estolonífera;inflorescência c/ brácteas primárias verdes c/ ápice vermelho;flores c/ovário alvo;sépalas vermelhas;","auto","Southern America",NA,NA,"11259",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:43:32-03","UFMG","BHCB","21919","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","(Ule) L.B.Sm.",NA,"Lucca, M","1993",NA,NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,"26557",NA,NA,"auto","Southern America",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
