"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","typeStatus"
"109","2020-11-19 10:23:23-03","CPAP","CPAP","12583","PreserverdSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","Pott, A.","1993","12","01",NA,"Brasil","RS",NA,NA,"Erva cespitosa. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Abundante. AMBIENTE: Campo natural, mal drenado. SUBSTRATO: solo hidromórfico. RELEVO: plano.",NA,NA,NA,"Sw.","I. J. Boldrini","6609","Estação Experimental Agronômica (UFRGS)","-51.216667","-30.033333","50","50",NA,"Porto Alegre","51°13' W","30°02' S","1993","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-11-19 10:23:23-03","CPAP","CPAP","22314","PreserverdSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","Pott, V. J.","2004","02","11",NA,"Brasil","MS",NA,NA,"Erva ereta 30-40cm de altura. com flores de cor branca, planta Ocasional. Campo úmido, graminoso 30-40 cm alt,. Solo: argiloso. com matéria orgânica,. Relevo: levemente inclinado.",NA,NA,NA,"Sw.",NA,"6610","Futuro condomínio Alphaville ao lado do Makro, BR.","-54.556111","-20.401667","620","620",NA,"Campo Grande","54°33'22'' W","20°24'06'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-11-19 10:23:23-03","CPAP","CPAP","22387","PreserverdSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","Pott, V. J.","2005","04","17",NA,"Brasil","MS",NA,NA,"Erva ereta, anfíbia, 30-40cm de altura. Ocorre mais na borda, no campo úmido, planta . Frequente. Campo úmido graminoso com pastagem cultivada no entorno,. Solo: hidromórfico com matéria orgânica, assoreado,. Relevo: quase plano..",NA,NA,NA,"Sw.",NA,"7670","Fazenda Panasqueira, 5 Km E da BR-163, Km 148,8 a 27 Km N de Naviraí","-54.388333","-22.938056","350","350",NA,"Naviraí","54°23'18'' W","22°56'17'' S","2009","04",NA,NA,"16",NA,NA,NA,NA,NA,NA
"112","2016-02-02 14:38:01-02","BGBM","B","B 10 0390841","S","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","Mortius",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100390841 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100390841",NA,NA,NA,NA,NA,"Prov. Bahia.",NA,NA,NA,NA,"B100390841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-02-15 11:38:53-02","IPA","IPA","7638","S","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","Black, G.A.; Pires, J.M.; Andrade-Lima; Pires, J.M.; Andrade-Lima","1954","07","06","Southern America","Brasil","Maranhão",NA,NA,NA,"IPA0007638","Plantae",NA,"Sw.","Bertels, A.","16541","campo.",NA,NA,NA,NA,NA,"Perizes",NA,NA,"1956","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-02-15 11:38:53-02","IPA","IPA","54216","S","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","Pinto, P.","1974","04",NA,"Southern America","Brasil","Bahia",NA,NA,"Em touceiras vastas, eretas, folhas macias ao tato.","IPA0054216","Plantae",NA,"Sw.","Araújo, A.C.","42262A","BR-307","-38.7667007446289","-12.3166999816895",NA,NA,NA,"Conceição do Jacuípe",NA,NA,"1997","06","24133","auto","26",NA,NA,NA,NA,NA,NA
"115","2019-02-15 11:38:53-02","IPA","IPA","81472","S","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","Maciel, J.R.; Silva, W.C. da; Silva, W.C. da","2003","11",NA,"Southern America","Brasil","Pernambuco",NA,NA,NA,"IPA0081472","Plantae",NA,"Sw.","Maciel, J.R.; Silva, W.C. da","51","Trilha nova - beira do caminho. Solo úmido.","-35.7285995483398","-8.47027969360352",NA,NA,NA,"Bonito",NA,NA,"2003","11","20932","auto",NA,NA,NA,NA,NA,NA,NA
"116","2019-02-15 11:38:53-02","IPA","IPA","7815","S","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","Falcão, J.I.A.; Egler, W.A.; Pereira, E.; Egler, W.A.; Pereira, E.","1954","09","06","Southern America","Brasil","Pernambuco",NA,NA,"Restinga.","IPA0007815","Plantae",NA,"Sw.","Bertels, A.","961","Tamandaré","-35.1585998535156","-8.66361045837402",NA,NA,NA,"Rio Formoso",NA,NA,"1956","07","21734","auto",NA,NA,NA,NA,NA,NA,NA
"117","2019-02-15 11:38:53-02","IPA","IPA","27872","S","Plantae","Cyperaceae","Scleria","lindleyana","Scleria lindleyana","Harley, R.M.","1974","03","30","Southern America","Brasil","Bahia",NA,NA,"Tufted sedge. Spikelets green.; High coastal evergreen forest on heavy loam.","IPA0027872","Plantae",NA,"C.B. Clarke","Mayo, S.","17498","coastal zone, ca. 5km of Itacaré. On side road south from the main Itacaré. On side road south from the main Itacaré-Ubaitaba road. South of the mouth of the Rio de Contas.","-39.05","-14.333333","100","100",NA,NA,"-39.05","-14.333333","1978","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-08-27 13:25:38-03","IAP","PACA-AGP","104524","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","Sehnem, A.","1956","12","03",NA,"Brasil","RS",NA,NA,"Massão. Fenofase: flor verde Hábito: erva perene","PACA104524","Magnoliophyta","Cyperales","Sw.","A. sehnem","1414","Vale Vêneto, são josé.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA
"119","2019-08-27 13:25:38-03","IAP","PACA-AGP","53814","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","Rambo, B.","1953","02","03",NA,"Brasil","RS",NA,NA,"SEM MATERIAL Habitat: in paludosis alte graminosis Fenofase: flor e fruto","PACA053814","Magnoliophyta","Cyperales","Sw.","Emrich-Rambo",NA,"Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Bom Jesus",NA,NA,"1954","07","55856","auto","25","Liliatae",NA,NA,NA,NA,NA
"120","2019-08-27 13:25:38-03","IAP","PACA-AGP","44558","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","Rambo, B.","1949","11","24",NA,"Brasil","RS",NA,NA,"SEM MATERIAL Habitat: in humidis graminosis Fenofase: flor e fruto","PACA044558","Magnoliophyta","Cyperales","Sw.","Emrich-Rambo",NA,NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,"Osório",NA,NA,"1954","07","27350","auto","25","Liliatae",NA,NA,NA,NA,NA
"121","2019-08-27 13:25:38-03","IAP","PACA-AGP","92998","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","M. S. Schönardie","2001","12","02",NA,"Brasil","RS",NA,NA,"HASU 14477.","PACA092998","Magnoliophyta","Cyperales","Sw.",NA,NA,"Lomba Grande, Fazenda Turiscampo","-51.1305999755859","-29.6783008575439",NA,NA,NA,"Novo Hamburgo",NA,NA,NA,NA,"20722","auto",NA,"Liliatae",NA,NA,NA,NA,NA
"122","2020-12-20 21:16:48-03","UFV","VIC","53427","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","Demeda, C.; et al.","2015","09","13",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"VIC053427",NA,NA,"Sw.","Demeda, C.","176",NA,"-50","-29","7","7",NA,"Osório","-50","-29","2015","11",NA,NA,"03",NA,NA,NA,NA,NA,NA
"123","2020-12-20 21:16:48-03","UFV","VIC","015855","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","Martins, M.L.L.","1996","01","17",NA,"Brasil","Espirito Santo",NA,NA,"Espigas verde avinoladas, em bordo de brejo herbáceo.","VIC015855",NA,NA,"Sw.",NA,"674","Parque Estadual de Setiba","-40.5110015869141","-20.6580009460449",NA,NA,"VIC015855","Guarapari",NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA
"124","2020-12-20 21:16:48-03","UFV","VIC","015877","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","Martins, M.L.L.","1996","03","02",NA,"Brasil","Espirito Santo",NA,NA,"Formação ante dunas.","VIC015877",NA,NA,"Sw.",NA,"727","Parque Estadual de Setiba, Formação ante-dunas.","-40.5110015869141","-20.6580009460449",NA,NA,"VIC015877","Guarapari",NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA
"125","2019-10-25 11:38:13-03","IECOS","HBRA","4553","S","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","M. J. Silva","2010","08","03","América do Sul","Brasil","Pará","exsicata",NA,NA,"HBRA0001232",NA,NA,"Sw.","L. J. C. Schneider (MG)","95","Ilha do Rodrigues, terreno elevado com solo arenoso, circundado por manguezais, aprox. 14 km ao leste de Augusto Corrêa. Bosque na porção central da ilha","-46.51222222","-1.03333333",NA,NA,"HBRA0001232","Augusto Corrêa","-46.51222222","-1.03333333","2012","02",NA,NA,"24",NA,NA,NA,NA,NA,NA
"126","2019-10-25 11:38:13-03","IECOS","HBRA","2198","S","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","E. S. Oliveira","2008","06","22","América do Sul","Brasil","Pará","exsicata",NA,"Herbácea. Frutos esbranquiçados","HBRA0001240",NA,NA,"Sw.","L. J. C. Schneider (MG)","50","Península de Ajuruteua, dunas e campos ao noroeste da vila Bonifácio. 3º cordão de dunas","-46.61916667","-0.83638889",NA,NA,"HBRA0001240","Bragança","-46.61916667","-0.83638889","2012","02",NA,NA,"24",NA,NA,NA,NA,NA,NA
"127","2019-11-21 14:34:05-03","UFJF","CESJ","16471","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","L. Krieger","1962","02","16","América do Sul","Brasil","Minas Gerais",NA,NA,"No brejo.","CESJ016471","Angiosperma",NA,"Sw.","M.Alves","CESJ16471",NA,NA,NA,NA,NA,NA,"Ressaca",NA,NA,"2000","04",NA,NA,"13",NA,NA,NA,NA,NA,NA
"128","2021-04-07 11:42:55-03","UFMS","CGMS","41980","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","V.J. Pott; A. Pott","2005","04","17",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"CGMS1071974",NA,NA,"Sw.","V.J. Pott","7670","Fazenda Panasqueira, 5 Km leste da BR-163, Km 148,8 a 27 Km norte de Naviraí.","-54.3883333","-22.9383333","350","350",NA,"Naviraí","-54,3883333","-22,9383333","2009","04",NA,NA,"16",NA,NA,NA,NA,NA,NA
"129","2021-04-07 11:42:55-03","UFMS","CGMS","45883","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","A.K.D. Salomão; V.J. Pott; A. Pott","2006","11","16",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"CGMS1075850",NA,NA,"Sw.","A. Pott","117","Reserva da Embrapa Gado de Corte.","-54.7147222","-20.4191667",NA,NA,NA,"Campo Grande","-54,7147222","-20,4191667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-04-07 11:42:55-03","UFMS","CGMS","14708","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","V.J. Pott; A.C.M. Cristaldo; A. Pott; O.A. Corsino Jr.","2004","11","11",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"CGMS1044192",NA,NA,"Sw.","V.J. Pott","7285","Fazenda Ponte Nova (Fazenda do Lageado); nascente de córrego que desagua no Córrego do Lageado.","-51.5383333","-19.8358333","430","430",NA,"Paranaíba","-51,5383333","-19,8358333","2005","08",NA,NA,"04",NA,NA,NA,NA,NA,NA
"131","2021-04-07 11:42:55-03","UFMS","CGMS","76896","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","M. Arouche; A.K.P Santos, P.F. Oliveira & V.J. Pott","2019","09","26",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"CGMS1109884",NA,NA,"Sw.","V.J. Pott","25","Estrada principal do parque próximo a ponte com a placa das aves. Parque Estadual das Varzeas do Rio Ivinhema.","-53.7022222","-22.9288889","229","229",NA,"Jateí","-53,7022222","-22,9288889","2019","09",NA,NA,"26",NA,NA,NA,NA,NA,NA
"132","2021-04-07 11:42:55-03","UFMS","CGMS","41982","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","V.J. Pott; A.L. Sanches","2004","02","11",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flor branca. Habitat: Campo úmido, graminoso 30-40 cm de altura. Solo argiloso com matéria orgânica. Relevo levemente inclinado. Habito: Erva ereta. Ocasional. 0,30-0,40m de altura.","CGMS1071976",NA,NA,"Sw.",NA,"6610","Futuro condomínio Alphaville ao lado do Makro, BR.","-54.5561111","-20.4016667","620","620",NA,"Campo Grande","-54,5561111","-20,4016667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-04-07 11:42:55-03","UFMS","CGMS","47057","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","A.C.Gomes; A.G.S. Arruda; D.J. Machate; T.C. Piva; V.J. Pott","2014","11","26",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Inflorescência branca. Infrutescência ausente. Habitat: Campo úmido. Vereda. Solo hidromórfico orgânico. Habito: Anfíbia.","CGMS1077033",NA,NA,"Sw.","V.J. Pott","18","Distrito de Piraputanga. Estancia Rancho Fundo. Rodovia MS-450.","-55.4516667","-20.4444444","172","172",NA,"Aquidauana","-55,4516667","-20,4444444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-04-07 11:42:55-03","UFMS","CGMS","13600","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","V.J. Pott; A. Pott; A.C.M. Cristaldo; S. Aragaki; D.R. Espírito Santo","2004","04","04",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"CGMS1043046",NA,NA,"Sw.","V.J. Pott","6937","Fazenda Potreiro do Sucuriú, próximo à sede.","-53.1922222","-19.0230556","530","530",NA,"Costa Rica","-53,1922222","-19,0230556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-04-07 11:42:55-03","UFMS","CGMS","71662","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","L.P. Oliveira; V.J. Pott, E.O. Souza, C. Estodutto","2018","11","05",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flor espiga, bainha fechada(contraliga reta ou antilígola), rizoma, decumbente Habitat: Campo inundável Habito: Erva anfíbia","CGMS1104465",NA,NA,"Sw.","V.J. Pott","66","Fazenda Princesinha. Próximo ao Parque Nacional da Serra da Bodoquena","-56.8338889","-21.0980555","526","526",NA,"Bonito","-56,8338889","-21,0980555","2018","11",NA,NA,"05",NA,NA,NA,NA,NA,NA
"136","2021-04-07 11:42:55-03","UFMS","CGMS","48106","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","D.J. Machate; A.C. Gomes; A.G.S. Arruda; T.C. Piva; V.J. Pott","2014","12","03",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flor amarela. Habitat: Cerrado. Solo arenoso Habito: Erva.","CGMS1078068",NA,NA,"Sw.","V.J. Pott","81","Nascente do córrego Baile. Fazenda Siriema.","-53.3616667","-22.0630556","379","379",NA,"Nova Andradina","-53,3616667","-22,0630556","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-04-07 11:42:55-03","UFMS","CGMS","25554","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","S.A. Cunha; V.J.Pott & S.R.Cieslak","2006","03","17",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Fruto branco. Habitat: Campo graminoso úmido de nascente em domínio de Cerrado Habito: Erva anfíbia 30-40cm altura","CGMS1054979",NA,NA,"Sw.","V.J.Pott","26","Embrapa Gado de Corte,Lagoão,cerca de 1km leste da sede.","-54.7044444","-20.4491666","550","550",NA,"Campo Grande","-54,7044444","-20,4491666","2006","12",NA,NA,"27",NA,NA,NA,NA,NA,NA
"138","2021-04-07 11:42:55-03","UFMS","CGMS","49858","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","V.J. Pott; L.C.P. Lima; C. Strüssmann; L. Rebellato","2003","05","07",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Fruto branco. Fruto branco. Rizoma avermelhado. Habitat: Campo úmido no sopé do morro. Solo areno-siltoso. Relevo plano. Frequente. Habito: Erva cespitosa. 0,50 - 0,60 m de altura.","CGMS1079789",NA,NA,"Sw.",NA,"6251","Reserva Acurizal, Campina do Fundão, Serra do Amolar.","-57.5552778","-17.8616667","100","100",NA,"Corumbá","-57,5552778","-17,8616667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-04-07 11:42:55-03","UFMS","CGMS","49405","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","V.J. Pott; E. Scremin-Dias; A. Pott","2005","12","08",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"CGMS1079338",NA,NA,"Sw.","V.J. Pott","8455","Fazenda Baía das Garças, divisa com Fazenda Princezinha.","-56.8416666","-21.0486111","550","550",NA,"Bonito","-56,8416666","-21,0486111","2006","07",NA,NA,"30",NA,NA,NA,NA,NA,NA
"140","2021-04-07 11:42:55-03","UFMS","CGMS","22711","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","V.J. Pott; A. Pott","2008","03","22",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"CGMS1052127",NA,NA,"Sw.","V.J. Pott","10230","Faz. Harmonia, 1,5Km Leste da sede; Buritizal próx. a Serra do Bom jardim.","-53.7044444","-18.1155556","378","378",NA,"Alcinópolis","-53,7044444","-18,1155556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-04-07 11:42:55-03","UFMS","CGMS","68772","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","V.J. Pott; A. Pott","2008","02","26",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"CGMS1101730",NA,NA,"Sw.","V.J. Pott","10059","Fazenda Recanto da Siriema, varjão do Rio Pombo, 25 Km a nordeste de Água Clara e 8,5 Km da entrada na Rodovia BR-262 (entrada a 17 Km de Água Clara).","-52.6875","-20.3686111","382","382",NA,"Água Clara","-52,6875","-20,3686111","2008","02",NA,NA,"26",NA,NA,NA,NA,NA,NA
"142","2021-04-07 11:42:55-03","UFMS","CGMS","24404","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","H.C. Vinci-Carlos; G.A. Damasceno-Junior; M.L. Bueno","2007","10","28",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Fruto branco. Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda). Solo arenoso hidromórfico. Relevo plano-ondulado. Comum. Habito: Erva. 0,40 m de altura.","CGMS1053829",NA,NA,"Sw.","V.J. Pott; H.C. Vinci-Carlos","49","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3977777","-20.585","554","554",NA,"Campo Grande","-54,3977777","-20,585","2008","07",NA,NA,"08",NA,NA,NA,NA,NA,NA
"143","2021-04-07 11:42:55-03","UFMS","CGMS","41983","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","V.J. Pott; L.C.P. Lima; A. Pott; L. Rebellato","2003","05","10",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"CGMS1071977",NA,NA,"Sw.",NA,"6305","Serra do Amolar, entre parque Nacional do Pantanal e Fazenda Mandioré.","-57.5727778","-17.9077778","650","650",NA,"Corumbá","-57,5727778","-17,9077778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-04-07 11:42:55-03","UFMS","CGMS","49404","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","V.J. Pott; E. Scremin-Dias; A. Pott","2005","12","10",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"CGMS1079337",NA,NA,"Sw.",NA,"8491","Fazenda Princezinha, no vale, cerca de 1 km da sede.","-56.8336111","-21.0863889",NA,NA,NA,"Bonito","-56,8336111","-21,0863889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-04-07 11:42:55-03","UFMS","CGMS","24498","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","H.C. Vinci-Carlos; M.L. Bueno; V.A. Assunção","2007","12","29",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Fruto branco. Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda). Solo arenoso hidromórfico. Relevo plano-ondulado. Comum. Habito: Erva. 0,40 m de altura.","CGMS1053930",NA,NA,"Sw.","V.J. Pott; H.C. Vinci-Carlos","143","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3980555","-20.5866666","551","551",NA,"Campo Grande","-54,3980555","-20,5866666","2008","07",NA,NA,"08",NA,NA,NA,NA,NA,NA
"146","2021-04-07 11:42:55-03","UFMS","CGMS","22735","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","V.J. Pott; S.N.Moreira","2008","04","01",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flor ausente. Fruto branco Habitat: Borda de Lagoa, 30cm de profund. Habito: Erva Anfíbia; ,03-0,50 m de altura","CGMS1052152",NA,NA,"Sw.",NA,"10254","Faz. Modelo (Embrapa), Varjão próx. A ferrovia.","-54.7894444","-28.5583333","505","505",NA,"Terenos","-54,7894444","-28,5583333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-04-07 11:42:55-03","UFMS","CGMS","24546","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","H.C. Vinci-Carlos; G.A. Damasceno-Junior; R.M. Chiaravalloti","2008","02","29",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Fruto branco. Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda). Solo arenoso hidromórfico. Relevo plano-ondulado. Comum. Habito: Erva. 0,70 m de altura.","CGMS1053982",NA,NA,"Sw.","V.J. Pott; H.C. Vinci-Carlos","191","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3972222","-20.5844444","554","554",NA,"Campo Grande","-54,3972222","-20,5844444","2008","07",NA,NA,"08",NA,NA,NA,NA,NA,NA
"148","2021-04-07 11:42:55-03","UFMS","CGMS","71663","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","V. Nakamura; D. Cuadrado, R. Fernandes, V.J. Pott","2018","11","01",NA,"Brasil","Mato Grosso do Sul",NA,NA,"erva anfibia; escapo triangular Habitat: Vereda sem Buritis, com presença marcante de Capim Navalha Habito: Aquático","CGMS1104466",NA,NA,"Sw.","V.J. Pott","29","Fazenda Princesinha. Próximo ao Parque Nacional da Serra da Bodoquena","-56.8336111","-21.0891666","543","543",NA,"Bonito","-56,8336111","-21,0891666","2018","11",NA,NA,"01",NA,NA,NA,NA,NA,NA
"149","2021-04-07 11:42:55-03","UFMS","CGMS","24446","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","H.C. Vinci-Carlos; G.A. Damasceno-Junior; A. Guglieri","2007","11","23",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda). Solo arenoso hidromórfico. Relevo plano-ondulado. Comum. Habito: Erva. 0,85 m de altura.","CGMS1053874",NA,NA,"Sw.","V.J. Pott; H.C. Vinci-Carlos","91","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3983333","-20.5838889","559","559",NA,"Campo Grande","-54,3983333","-20,5838889","2008","07",NA,NA,"08",NA,NA,NA,NA,NA,NA
"150","2021-04-07 11:42:55-03","UFMS","CGMS","47334","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","N.F. Silva; B.H.S. Ferreira; C.H. Simão; K.C.R. Arruda; T.F.C. Viana; V.J. Pott","2014","12","02",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flor verde. Habitat: Campo úmido antropizado. Solo arenoso. Habito: Erva aquática.","CGMS1077290",NA,NA,"Sw.","V.J. Pott","36","Margem do córrego Baile, Fazenda Laranjal. Campo úmido antropizado.","-55.3647222","-22.0752778","375","375",NA,"Nova Andradina","-55,3647222","-22,0752778","2015","04",NA,NA,"12",NA,NA,NA,NA,NA,NA
"151","2021-04-07 11:42:55-03","UFMS","CGMS","49411","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","V.J. Pott; A. Pott","2002","03","04",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flor verde. Área degradada. Habitat: Campo úmido (brejo) com Mauritia. Solo hidromórfico. Relevo vale. Frequente. Habito: Erva. 0,50 - 1,00 m de altura, rizomatosa.","CGMS1079344",NA,NA,"Sw.","A.C. Araújo","5215","Nascente de afluente de Ribeirão Barreiro, estrada MS-142, entre Areado e Camapuã, 39 km de Camapuã.","-54.1580556","-19.3058333",NA,NA,NA,"Camapuã","-54,1580556","-19,3058333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-04-07 11:42:55-03","UFMS","CGMS","18290","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","G.A. Damasceno-Junior; A. Guglieri; F.J.M. Caporal; F. Macedo-Alves; E.C. Bertazzoni","2006","12","09",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Borda do brejo Habitat: Campo inundável (área degradada). Solo arenoso. Relevo fundo de vale com curso d#?#água. Habito: Erva.","CGMS1047585",NA,NA,"Sw.","F.J.M. Caporal","4340","APA do Guariroba.","-54.3897222","-20.5047222",NA,NA,NA,"Campo Grande","-54,3897222","-20,5047222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
