"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"92","2020-11-04 10:59:15-03","ESALQ","ESA","9397","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Souza, V.C. et al.","1993","05","19",NA,"Brasil",NA,NA,NA,"ESA009397","Magnoliophyta",NA,"Mart.","Silva, R.M.","3652.0","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA009397",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA
"93","2020-11-04 10:59:15-03","ESALQ","ESA","79365","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Romão, G.O. ; Chaddad Jr., J.","2002","03","21",NA,"Brasil",NA,NA,NA,"ESA079365","Magnoliophyta",NA,"Mart.","Romão, G.O.","781.0","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,"ESA079365",NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA
"94","2020-11-04 10:59:15-03","ESALQ","ESA","102246","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Tsuji, R.","2006","03","10",NA,"Brasil",NA,NA,NA,"ESA102246","Magnoliophyta",NA,NA,"Tsuji, R.","1261.0","Minas Gerais","Couto Magalhães de Minas",NA,NA,NA,NA,NA,"ESA102246",NA,NA,"2006","03","10",NA,NA,NA,NA,NA,NA
"95","2020-11-04 10:59:15-03","ESALQ","ESA","46752","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","1997","10","10",NA,"Brasil",NA,NA,"Subarbusto, ca. 80 cm alt.; flores castanhas.","ESA046752","Magnoliophyta",NA,"Mart.","Souza, V.C.","20662.0","Mato Grosso","Nova Brasilândia","Estrada Nova Brasilândia - Planalto da Serra, ca. 22km NE (em linha reta) de Nova Brasilândia. Savana arborizada (cerrado) sobre solo pedregoso","-54.5","-14.49",NA,NA,"ESA046752","-54.5","-14.49",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-11-04 10:59:15-03","ESALQ","ESA","49363","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","1997","05","17",NA,"Brasil",NA,NA,"Árvore, ca. 4 m alt.; botões e flores passadas, castanhos.","ESA049363","Magnoliophyta",NA,"Mart.","Mello-Silva, R.","16100.0","Mato Grosso","Diamantino","39km de Diamantino em direção a Nobres. Serra do Tombador. 500 m.s.m. Savana arborizada (cerrado).","-56.14","-14.35",NA,NA,"ESA049363","-56.14","-14.35",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-11-04 10:59:15-03","ESALQ","ESA","40542","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Chung, F.; Matos, J.; Schmidt, M.; Gandara, F.; Ivanauskas, N.M.; Vanini, A.; Souza, J.P.; Souza, V.C.; Tamashiro, J.Y.; Rodrigues, R.R.","1997","12","12",NA,"Brasil",NA,NA,"Árvore de 5,5 m, casca suberosa fissurada longitudinalmente, gineceu dialicarpelar","ESA040542","Magnoliophyta",NA,"Mart.","Lopes, J.C.","63.0","São Paulo","Itararé","Estrada Itararé-Capão Bonito. Rio Verde. Cerrado/campo úmido","-491.207","-240.507",NA,NA,"ESA040542","-491,207","-240,507","2012",NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-11-04 10:59:15-03","ESALQ","ESA","111143","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Caliari, C.P.","2007","07","06",NA,"Brasil",NA,NA,NA,"ESA111143","Magnoliophyta",NA,NA,"Kuntz, J.","451.0","Mato Grosso","Barão de Melgaço",NA,"-55.9674987792969","-16.1944007873535",NA,NA,"ESA111143",NA,NA,"2008","01","08","145819","auto",NA,NA,NA,NA
"99","2020-11-04 10:59:15-03","ESALQ","ESA","34742","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Nave, A.G. et al.","1997","02","18",NA,"Brasil",NA,NA,NA,"ESA034742","Magnoliophyta",NA,"Mart.","Mello-Silva, R.","1026.0","Mato Grosso","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292",NA,NA,"ESA034742",NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA
"100","2020-11-04 10:59:15-03","ESALQ","ESA","77015","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Farah, F.T. ; Freitas, C.A.","1998","07","14",NA,"Brasil",NA,NA,NA,"ESA077015","Magnoliophyta",NA,"Mart.","Farah, F.T.","316.0","Minas Gerais","Patrocínio",NA,"-46.9925003051758","-18.9438991546631",NA,NA,"ESA077015",NA,NA,NA,NA,NA,"44638","auto",NA,NA,NA,NA
"101","2020-11-04 10:59:15-03","ESALQ","ESA","10734","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Rocha, Y.T.","1992","10","21",NA,"Brasil",NA,NA,NA,"ESA010734","Magnoliophyta",NA,"Mart.","Rodrigues, R.R.","206.0","São Paulo","Américo Brasiliense",NA,"-48.0999984741211","-21.7199993133545",NA,NA,"ESA010734",NA,NA,NA,NA,NA,"19311","auto",NA,NA,NA,NA
"102","2020-11-04 10:59:15-03","ESALQ","ESA","12196","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Souza, V.C. et al.","1993","10","30",NA,"Brasil",NA,NA,NA,"ESA012196","Magnoliophyta",NA,"Mart.","Mello-Silva, R.","4504.0","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA012196",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA
"103","2020-11-04 10:59:15-03","ESALQ","ESA","14466","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Barreto, K.D. et al.","2001","01","01",NA,"Brasil",NA,NA,NA,"ESA014466","Magnoliophyta",NA,"Mart.","Lopes, J.C.","1386.0","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,"ESA014466",NA,NA,"2012",NA,NA,"22843","auto",NA,NA,NA,NA
"104","2020-11-04 10:59:15-03","ESALQ","ESA","79364","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Romão, G.O. ; Chaddad Jr., J.","2002","03","21",NA,"Brasil",NA,NA,NA,"ESA079364","Magnoliophyta",NA,"Mart.","Romão, G.O.","833.0","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,"ESA079364",NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA
"105","2020-11-04 10:59:15-03","ESALQ","ESA","14469","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Barreto, K.D. et al.","1993","03","29",NA,"Brasil",NA,NA,NA,"ESA014469","Magnoliophyta",NA,"Mart.","Lopes, J.C.","1318.0","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,"ESA014469",NA,NA,"2012",NA,NA,"22843","auto",NA,NA,NA,NA
"106","2020-11-04 10:59:15-03","ESALQ","ESA","98158","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Godoy, S.A.P.","1998","02","09",NA,"Brasil",NA,NA,NA,"ESA098158","Magnoliophyta",NA,NA,"Mello-Silva, R.","1320.0","São Paulo","Santa Rita do Passa Quatro",NA,"-47.4700012207031","-21.7099990844727",NA,NA,"ESA098158",NA,NA,NA,NA,NA,"24893","auto",NA,NA,NA,NA
"107","2020-11-04 10:59:15-03","ESALQ","ESA","25936","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Souza, V.C.; Souza, J.P.; Sanches, I.D.; Mazine, F.F.; Isaac, M.S.; Zandoval, J.A.","1995","11","10",NA,"Brasil",NA,NA,"Arvoreta, até 4,5 m alt.; sépalas e pétalas creme.","ESA025936","Magnoliophyta",NA,"Mart.","Souza, V.C.","9339.0","São Paulo","São Carlos","Estrada entre Itirapina e a Represa do Lobo. Próximo ao pedágio municipal. Cerrado.","-47.8899993896484","-22.0100002288818",NA,NA,"ESA025936",NA,NA,"1995","11","28","45913","auto",NA,NA,NA,NA
"108","2020-11-04 10:59:15-03","ESALQ","ESA","18388","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Souza, V.C.; Souza, J.P.; Sanches, I.D.; Mazine, F.F.; Isaac, M.S.; Zandoval, J.A.","1995","11","10",NA,"Brasil",NA,NA,"Arvoreta, até 4,5 m alt.; sépalas e pétalas creme.","ESA018388","Magnoliophyta",NA,"Mart.","Souza, V.C.","9339.0","São Paulo","São Carlos","Estrada entre Itirapina e a Represa do Lobo. Próximo ao pedágio municipal. Cerrado.","-47.8899993896484","-22.0100002288818",NA,NA,"ESA018388",NA,NA,"1995","11","28","45913","auto",NA,NA,NA,NA
"109","2020-11-04 10:59:15-03","ESALQ","ESA","23240","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Barreto, K.D.; Fernandes, G.D.; Fernandes, R.D.","1994","12","15",NA,"Brasil",NA,NA,"Árvore, 6 m alt.; frutos imaturos verdes.","ESA023240","Magnoliophyta",NA,"Mart.","Lopes, J.C.","3436.0","São Paulo","Anhembi","Fazenda Santa Ângela. 22*42'24,8S, 48*18'16,7W. Área perturbada.","-48.1199989318848","-22.7800006866455",NA,NA,"ESA023240",NA,NA,"2012",NA,NA,"25656","auto",NA,NA,NA,NA
"110","2020-11-04 10:59:15-03","ESALQ","ESA","11539","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Souza, V.C. ; Sakuragui, C.M.","1993","05","02",NA,"Brasil",NA,NA,NA,"ESA011539","Magnoliophyta",NA,"Mart.","Lopes, J.C.","3413.0","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"ESA011539",NA,NA,"2012",NA,NA,"26557","auto",NA,NA,NA,NA
"111","2021-01-14 15:19:48-03","MN","R","7321","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Glaziou, A.F.M.","1892","03","04",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000007321",NA,NA,"Mart.",NA,"18844","Minas Gerais",NA,NA,NA,NA,NA,NA,"R000007321_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-01-14 15:19:48-03","MN","R","222320","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Lemos Filho, J.P.; Lovato, M.B.","2011","01","27",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","Lemos Filho, J.P.",NA,"Goiás","Alto Paraíso de Goiás",NA,"-47.5099983215332","-14.1324996948242","1332","1332",NA,"47.52422°W","14. 11410°S","2011","01","27","44724","auto",NA,NA,NA,NA
"113","2021-04-02 11:39:41-03","UFPI","TEPB","22349","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","A.F. Pontes","2002","12","03",NA,"Brasil",NA,NA,"Botões amarelo-esverdeados; fruto imaturos castanho-esverdeados. Ambiente: Campo sujo em terreno baldio",NA,NA,NA,"Mart.",NA,"566","Distrito Federal","Brasília","Vargem Bonita, na estrada de terra a caminho da Fazenda Água Limpa (Fazenda experimental da UnB) em frente á Farmacotécnica.","-47.935278","-15.918889",NA,NA,NA,"47°56'07W","15°55'08S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-04-02 11:39:41-03","UFPI","TEPB","10184","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","G. Pedralli","1990","05","29",NA,"Brasil",NA,NA,"Árvore até 5m de altura, fruto cor ferrrugem, flores velhas, furos jovens e alguns quase maduros, solo arenoso Ambiente: Cerrado",NA,NA,NA,"Mart.","R.Barneby","3363","Tocantins","Aurora do Norte","Cerrado entre taguatinga e aurora","-46.366667","-12.7","440","440",NA,"46°22'W","12°42'S","1905","06","04",NA,NA,NA,NA,NA,NA
"115","2021-03-22 17:44:30-03","UFPI","TEPB","22469","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","A. F. Pontes","2002","12","03",NA,"Brasil",NA,NA,"Árvore com cerca de 3m de altura, flor amarelo-ferrugíneas externamente e creme-rosada com base vinácea internamente, botões amarelos-ferrugíneos. Ambiente: Cerrado na entrada para a trilha do Córrego Brejinho",NA,NA,NA,"Mart.","Marco Antônio de Assis","572","Distrito Federal","Brasília","Estação Ecológica de águas emendadas a cerca de 40km de Brasília.","-47.611944","-15.5825",NA,NA,NA,"47°36'43W","15°34'57S","2004","08","07",NA,NA,NA,NA,NA,NA
"116","2021-04-02 01:59:58-03","UFPI","TEPB","8234","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","A. J. CASTRO","1985","02","01",NA,"Brasil",NA,NA,"Casca suberosa Ambiente: Cerrado <ll>dwc_commonname:</ll> Marolo da folha",NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-06-12 11:54:06-03","UFPI","TEPB","27683","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Aline Fernandes Pontes","2002","12","03",NA,"Brasil",NA,NA,"Flores cremes com base vinácea internamente e extremamente e externamente amarelo-ferrugíneas. Botões esverdeados-ferrugíneos.",NA,NA,NA,"Mart.","M. Ibrahim","569","Distrito Federal","Brasília","Canteiro da W5 norte, quadra 915, em frente á igreja S. Francisco de Assis.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA
"118","2021-03-26 15:10:22-03","UFPI","TEPB","29745","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","M. V. O. Pereira","2014","01","26",NA,"Brasil",NA,NA,"árvore de 4 a 8 m; flor laranja, fruto marrom. Solo arenoso. Usos alimenticio e medicinal Ambiente: Cerrado <ll>dwc_commonname:</ll> Araticum, marolo",NA,NA,NA,NA,"R. BARROS","1","Piauí","Barras","Limoeiro","-42.2943992614746","-4.24444007873535",NA,NA,NA,NA,NA,NA,NA,NA,"41363","auto",NA,NA,NA,NA
"119","2020-09-02 13:24:31-03","UFPI","TEPB","28437","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Lima, A.S.","2012","01","08",NA,"Brasil",NA,NA,"Fruto marro, árvore, solo arenoso . Ambiente: Cerrado <ll>dwc_commonname:</ll> Eritroxylum",NA,NA,NA,"Mart.",NA,"11","Piauí","Jerumenha","Fazenda Campeira","-43.5097007751465","-7.0877799987793",NA,NA,NA,NA,NA,NA,NA,NA,"40196","auto",NA,NA,NA,NA
"120","2020-06-12 12:02:40-03","UFPI","TEPB","28433","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Lima, A.S.","2010","11","25",NA,"Brasil",NA,NA,"Ambiente: Cerrado <ll>dwc_commonname:</ll> Brutu Verdadeiro",NA,NA,NA,"Mart.",NA,"17","Piauí","Jerumenha","Fazenda Vaca Brava","-43.5097007751465","-7.0877799987793",NA,NA,NA,NA,NA,NA,NA,NA,"40196","auto",NA,NA,NA,NA
"121","2020-11-19 10:22:31-03","CPAP","CPAP","11702","PreserverdSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Pott, A.","1993","10","12",NA,"Brasil",NA,NA,"Árvore 3-10m de altura, folha verde escura. FLOR: botão castanho claro. FRUTO: não visto. INTERESSE: Frutífera. FREQUÊNCIA: Frequente. AMBIENTE: Cerradão pouco denso, não alagável. SUBSTRATO: solo arenoso. RELEVO: plano convexo.",NA,NA,NA,"Mart.",NA,"6509","MS","Rio Verde de Mato Grosso","Retiro Vista Alegre, fazenda Sucuri, Pantanal","-55.016667","-18.8","193","193",NA,"55°01' W","18°48' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-11-19 10:22:34-03","CPAP","CPAP","11740","PreserverdSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Pott, A.","1993","10","14",NA,"Brasil",NA,NA,"Árvore 5 altura. FLOR: botão castanho. FRUTO: não visto. INTERESSE: Frutífera. FREQUÊNCIA: Esparsa. AMBIENTE: Cerradão denso com Curatella, Xylopia, Trichilia catigua, Qualea parviflora. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,"Mart.",NA,"6547","MS","Aquidauana","Fazenda São José (estrada a 15 km Sul da ponte do Rio Negro, na MS-419), Pantanal","-55.333333","-19.383333","130","130",NA,"55°20' W","19°23' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-11-19 10:22:34-03","CPAP","CPAP","23463","PreserverdSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Pott, A.","2002","10","07",NA,"Brasil",NA,NA,"Árvore 3-5m de altura. Interesse frutífera. . Frequente.. Cerrado arbóreo. Solo: latos.Solo: vermelho compactado. Relevo: encosta suave.",NA,NA,NA,"Mart.","A. Pott; V. J. Pott","10438","MS","Campo Grande","Reserva da UCDB","-54.614722","-20.916111",NA,NA,NA,"54°36'53 W","20°54'58 S","2002",NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-11-19 10:22:31-03","CPAP","CPAP","23764","PreserverdSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Pott, A.","2003","07","02",NA,"Brasil",NA,NA,"Arbusto (rebrota) a árvore, 1,5-5m de altura. FLOR: amarelada clara. FRUTO: imaturo castanho. INTERESSE: Invasora e Frutífera. FREQUÊNCIA: Frequente. AMBIENTE: Pastagem em áreas de cerrdão de Brachiaria dec.. SUBSTRATO: solo argiloso vermelho. RELEVO: on",NA,NA,NA,"Mart.","A.Pott","11246","MS","Campo Grande","Embrapa Gado de Corte","-54.676944","-20.423889","500","500",NA,"54°40'37W","20°25'26S","2003","08",NA,NA,NA,NA,NA,NA,NA
"125","2020-11-19 10:22:34-03","CPAP","CPAP","8475","PreserverdSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Salis, S. M.","1989","02","10",NA,"Brasil",NA,NA,"Arbóreo, 3,5m de altura. FLOR: não vista. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Campo cerrado. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,"Mart.",NA,"206","SP","Itirapina","Estação Experimental de Itirapina, área do Grauna","-47.866667","-22.2","640","640",NA,"47°52' W","22°12' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-11-19 10:22:34-03","CPAP","CPAP","24656","PreserverdSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Pott, A.","2006","03","01",NA,"Brasil",NA,NA,"Árvore 8m de de altura.Flor castanho amarelado. Fruto ausente..frutífera.Esparsa.. Solo: argiloso. vermelho. Relevo: topo de odulado.",NA,NA,NA,"Mart.","A. Pott","14117","MS","Campo Grande","Embrapa Gado de Corte","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA
"127","2015-07-02 14:00:14-03","JBP","HPL","433","S","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","H. Lorenzi","1993","07","17",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","H. Lorenzi","631","MS","Três Lagos","Coletada nas proximidades do município de Três Lagos; no cerrado.",NA,NA,NA,NA,NA,NA,NA,"1993","07","17",NA,NA,NA,NA,NA,NA
"128","2015-07-02 14:00:14-03","JBP","HPL","12823","S","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","A. Campos-Rocha & K. Moura","2009","01","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"A. Campos-Rocha","263","MG","Uberaba","Coletado à beira de estrada de terra (com entrada sentido Fazenda Dom Paulino); idem 255. Material prensado em álcool.","-47.9319","-19.7483",NA,NA,NA,NA,NA,"2009","01","10","73879","auto",NA,NA,NA,NA
"129","2015-07-02 14:00:14-03","JBP","HPL","6071","S","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","R. Tsuji, L.C. Bernacci & E. Franco","2006","03","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","R. Tsuji","1261","MG","Couto Magalhães de Minas","Coletado na estrada para Diamantina, em cerrado 17°57'31,9''S, 43°24'15,7''W, 997m.s.m.",NA,NA,NA,NA,NA,NA,NA,"2006","03","10",NA,NA,NA,NA,NA,NA
"130","2015-07-02 14:00:14-03","JBP","HPL","432","S","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","H. Lorenzi","1993","10","23",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","H. Lorenzi","631","MG","Prata","Em mata.","-48.9242","-19.3072",NA,NA,NA,NA,NA,"1993","10","23","56565","auto",NA,NA,NA,NA
"131","2019-02-15 11:32:45-02","IPA","IPA","17542","S","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Giulietti, A.M.","1968","10","02","Southern America","Brasil",NA,NA,"Arbusto 1,5-3 m de altura.","IPA0017542","Plantae",NA,"Mart.","Pirani, J.R.; Mello-Silva, R.","233","Goiás",NA,"Margem da estrada Jataí-Caiapônia. Cêrca de 123 km de jataí. Em frente à Serra de Caiapó.",NA,NA,NA,NA,NA,NA,NA,"2002","08",NA,NA,NA,NA,NA,NA,NA
"132","2019-02-15 11:32:45-02","IPA","IPA","17837","S","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Giulietti, A.M.","1968","10","15","Southern America","Brasil",NA,NA,"Árvore de 3-5 m de altura, botões grandes.","IPA0017837","Plantae",NA,"Mart.","Pirani, J.R.; Mello-Silva, R.","508","Goiás",NA,"Estrada Jataí-Rio Verde. Margem do Rio Verdão.",NA,NA,NA,NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-02-15 11:32:45-02","IPA","IPA","68923","S","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Almeida, A.L.S.","2003","10","16","Southern America","Brasil",NA,NA,"Arbusto com ca de 3 m de altura, fruto cor castanho.","IPA0068923","Plantae",NA,"Mart.",NA,"04","Pernambuco","Ipojuca","RPPN-Nossa Senhora do Outeiro de Maracaípe.","-35.0225","-8.525028",NA,NA,NA,"-35.0225","-8.525028",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-02-15 11:32:45-02","IPA","IPA","84820","S","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Almeida, E.B.","2002","11","01","Southern America","Brasil",NA,NA,"Arbusto ca. 2,2m de altura; folha carnosa; fruto castanho piloso.; Restinga.","IPA0084820","Plantae",NA,"Mart.",NA,"333","Pernambuco","Ipojuca","RPPN - Nossa Senhora do Outeiro de Maracaípe","-35.0225","-8.525",NA,NA,NA,"-35.0225","-8.525",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-20 21:15:23-03","UFV","VIC","46639","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Tsuji, R.; et al.","2006","03","10",NA,"Brasil",NA,NA,"Arvoreta, ca. 5 m de altura; frutos imaturos verdes.; Arvoreta, ca. 5 m de altura; frutos imaturos verdes.","VIC046639",NA,NA,"Mart.",NA,"1216","Minas Gerais","Couto de Magalhães de Minas","Estrada para Diamantina","-43.678781","-18.607947","997","997","VIC046639","-43.678781","-18.607947",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-20 21:15:24-03","UFV","VIC","9080","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Júnior, M.C.S.; Silva, A.F. da","1983","11","05",NA,"Brasil",NA,NA,"Árvore de aproximadamente 5,0 metros de altura; botões florais amarelos-ferruginosos.","VIC009080",NA,NA,"Mart.",NA,"682","Minas Gerais","Paraopeba","EFLEX","-44.4042015075684","-19.2744007110596",NA,NA,"VIC009080",NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA
"137","2020-10-21 18:50:19-03","UFJF","CESJ","2483","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","L. Roth","1955","10","16","América do Sul","Brasil",NA,NA,"Árvore do cerrado sujo, 3m, frutos grandes (em fevereiro).&nf;Nome vulgar: Araticum, cabeça de negro","CESJ002483","Angiosperma",NA,"Mart.","L. Roth","CESJ2483","Minas Gerais","Belo Horizonte","Serra do Curral, Berreiro","-43.937801361084","-19.9207992553711",NA,NA,"CESJ002483",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"138","2019-11-21 14:30:07-03","UFJF","CESJ","29116","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","F.R.G. Salimena; P.H. Nobre","1996","03","03","América do Sul","Brasil",NA,NA,"Árvore até 5m, flores com sépalas castanhas, petalas esverdeadas. Frutos maduros e botões.","CESJ029116","Angiosperma",NA,"Mart.","R. Mello-Silva","338","Minas Gerais","Diamantina","Gruta do Salite","-43.6002998352051","-18.2493991851807",NA,NA,"CESJ029116 CESJ029116_1",NA,NA,"1997","09","12","101169","auto",NA,NA,NA,NA
"139","2019-11-21 14:30:07-03","UFJF","CESJ","18464","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","L. Krieger",NA,NA,NA,"América do Sul","Brasil",NA,NA,"Fruto: múltiplo (sorose). No cerrado. Nome vulgar: pinha. Material exclusivo da carpoteca.","CESJ018464","Angiosperma",NA,"Mart.","R. Mello-Silva","CESJ18464","Minas Gerais","Três Marias",NA,"-45.24169921875","-18.2063999176025",NA,NA,NA,NA,NA,"2003","07",NA,"54667","auto",NA,NA,NA,NA
"140","2019-11-21 14:30:07-03","UFJF","CESJ","46047","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","J.L.S. Tannus; C.M Patreze; D.M. Conceição","1998","12","16","América do Sul","Brasil",NA,NA,"Campos cerrado.&nf;Árvore 2,5m, flor esvedeada.","CESJ046047","Angiosperma",NA,"Mart.","J.L.S. Tannus","318","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,"CESJ046047",NA,NA,"1998","12",NA,"22843","auto",NA,NA,NA,NA
"141","2021-04-07 11:40:44-03","UFMS","CGMS","65816","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","A. Pott; V.J. Pott","2008","03","22",NA,"Brasil",NA,NA,"Flor amarelada-clara. Fruto ausente. Flor fechada; com besouros. Habitat: Rebrota de cerrado em terreno arado. Solo arenoso. Relevo topo de serra. Habito: Arbusto (rebrota). 0,80 m de altura. Esparso.","CGMS1098777",NA,NA,"Mart.","A. Pott; V.J. Pott","15073","Mato Grosso do Sul","Alcinópolis","Parque Natural Municipal Templo dos Pilares.","-53.6780556","-18.1483333","612","612",NA,"-53,6780556","-18,1483333",NA,NA,NA,NA,NA,NA,NA,NA,NA
