"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","sex"
"46","2021-03-30 12:34:40-03","EAO","IAN","13912","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Magalhães, MG","3042","Southern America","Brasil","Valo no campo. Serra do Curral.",NA,NA,"Herbácea; flores violáceas. Muito frequente.","IAN013912","Dicotiledônea",NA,"Gardner","Barreto, M","1942","07","25","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"IAN013912 IAN013912_e","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:34:40-03","EAO","IAN","170329","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Bastos, MNC; Cordeiro, MR","1899","Southern America","Brasil","Serra das Andorinhas, margem do rio Sucupira, sobre pedras.",NA,NA,"Erva de 40cm de altura; inflorescência com flores lilás.","IAN170329","Dicotiledônea",NA,"Gardner",NA,"1995","06","13","Pará","São Geraldo do Araguaia","-48.5550003051758","-6.40055990219116",NA,NA,NA,"72333","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-29 18:02:02-03","CPAN-UFMS","COR","12119","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Damasceno-Júnior, G. A.; Ishii, I. H.; Pott, A.; Pott, V.J.; Milliken, W.; Ratter, J. A.; Yesilyurt, J.; Urquiza, M. V. & Duarte, L. C. L","3438",NA,"Brasil","Mineração Corumbaense; Mina 5",NA,NA,"Erva ereta, 50 cm de altura Habito: Erva",NA,NA,NA,"Gardner","Loeuille, B.","2005","02","21","Mato Grosso do Sul","Corumbá","-57.558611","-19.223889","656","656",NA,NA,NA,NA,"57º33'31''W","19º13'26''S",NA,NA,NA,NA,NA,NA,NA
"49","2021-03-02 16:28:39-03","CPAN-UFMS","COR","6048","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Damasceno, Jr.G.A.; Nakagima, J.; Foster, R.; Pott, V.J.; Pott, A.; Resende, U.M. e equipe do projeto Aquarap","1235",NA,"Brasil","Margem do rio do Peixe. margem do rio- Mata ciliar; arenoso; plano.",NA,NA,"B98-N-B04; Com Flor: creme arroxeada Habito: Erva de 20 cm",NA,NA,NA,"Gardner","J.Nakajima","1998","08","27","Mato Grosso do Sul","Rio Negro","-54.891944","-19.579167","231","231",NA,NA,NA,NA,"54º53'31''W","19º34'45''S",NA,NA,NA,NA,NA,NA,NA
"50","2019-10-09 11:10:25-03","UFBA","ALCB","108610","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Roque, N; Alves, M; Santana, FA; Hurbath, F; Crestani, A","3169","Southern America","Brasil","Cachoeira das Sete Quedas.",NA,NA,"ca. 50cm alt. Folhas discolores. Brácteas involucrais verde-vináceas. Flores roxas.",NA,"Dicotyledon",NA,"Gardner","Santana, FA","2011","07","14","Bahia","Licínio de Almeida","-42.510833","-14.628333","724","724",NA,NA,NA,"2011","-42.510833","-14.628333","07",NA,NA,NA,NA,NA,NA
"51","2019-10-09 11:10:25-03","UFBA","ALCB","108702","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"PROUFBA","67","Southern America","Brasil","UFBA- Campus Ondina.",NA,NA,"Folhas discolores, brácteas involucrais esverdeadas, corola alva, papus alvo.",NA,"Dicotyledon",NA,"Gardner","Moura, L","2012","07","07","Bahia","Salvador","-38.5","-12.966667",NA,NA,NA,NA,NA,"2013","-38.5","-12.966667","05",NA,NA,NA,NA,NA,NA
"52","2019-10-09 11:10:25-03","UFBA","ALCB","112270","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Alves, M; Hurbath, F; Borges, RL; Stadnik, A","146","Southern America","Brasil","Trilha ao lado da Cachoeira das Sete Quedas.",NA,NA,"até 40cm de alt. Folhas discolores. Brácteas involucrais verdes. Páleas castanhas.",NA,"Dicotyledon",NA,"Gardner","Ogasawara, HA","2013","05","22","Bahia","Licínio de Almeida","-42.533333","-14.516944","756","756",NA,NA,NA,"2013","-42.533333","-14.516944","06",NA,NA,NA,NA,NA,NA
"53","2020-05-19 10:29:38-03","UFBA","ALCB","139066","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Silva, WJ de J; Alunos de Botânica BIOC05","34","Southern America","Brasil","Campus Universitário de Ondina .",NA,NA,"Folhas basais, membranáceas. Inflorescências com capítulos compáleas cremes.","ALCB066118","Dicotyledon",NA,"Gardner","Alunos de Botânica BIOC05","2019","11","09","Bahia","Salvador","-38.504444","-13.0575",NA,NA,NA,NA,NA,"2019","-38.504444","-13.0575","12",NA,NA,NA,NA,NA,NA
"54","2019-10-09 11:10:25-03","UFBA","ALCB","59759","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Bautista, HP; Ribeiro, T; Roque, N","3312","Southern America","Brasil","Chapada Diamantina, Capão. Estrada Porteira em direção à Vereda",NA,NA,"Até 1 m alt. Folhas semi-cartácea, concolor. Flores com brácteas involucrais verdes. Flores alvas.",NA,"Dicotyledon",NA,"Gardner","Dematteis, M","2001","07","05","Bahia","Érico Cardoso","-42.1425","-13.281111","1099","1099",NA,NA,NA,"2007","-42.1425","-13.281111",NA,NA,NA,NA,NA,NA,NA
"55","2019-10-09 11:10:25-03","UFBA","ALCB","131932","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Pereira-Silva, G","11967","Southern America","Brasil","Balsa do corenel - vila Rosário, km 01, Ribeirão funil.",NA,NA,"ereta com 1m de altura.; Mata de Galeria","ALCB048609","Dicotyledon",NA,"Gardner","Bringel Júnior, JBA","2007","07","12","Tocantins","Paranã","48.133889","-11.011667","280","280","ALCB048609",NA,NA,"2008","48.133889","-11.011667","03",NA,NA,NA,NA,NA,NA
"56","2020-02-08 08:49:01-03","NBC","NL-BOTANY","U.1118731","PreservedSpecimen","Plantae","Compositae","Elephantopus","riparius","Elephantopus riparius",NA,"Prance GT; Silva NT",NA,"Southern America","Brazil","Exploration of New Brazilian Highways, Serra do Caoipo, Goias, 42 km south of Caiaponia, Beside small creek.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118731 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118731",NA,"Asterales","Gardner",NA,"1964","10","24",NA,NA,NA,NA,NA,NA,"NL-U1118731",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"57","2020-11-04 11:01:28-03","ESALQ","ESA","98843","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Krieger, L.","1362.0",NA,"Brasil",NA,NA,NA,NA,"ESA098843","Magnoliophyta",NA,NA,"G.M.B.","1949","07","27","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"ESA098843","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-04 11:01:28-03","ESALQ","ESA","73989","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.; Elias, S.I.","25738.0",NA,"Brasil","Estrada Grão Mogol - Virgem da Lapa, ca. 10 km de Grão Mogol. 16o32'14S, 42o44'39W. 680 m.s.m. Mata ciliar, com transição para cerrado.",NA,NA,"Erva; flores róseas. Entre rochas.","ESA073989","Magnoliophyta",NA,"Gardner","Semir, J.","2001","07","12","Minas Gerais","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,"ESA073989","67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-11-04 11:01:28-03","ESALQ","ESA","73496","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","25245.0",NA,"Brasil","Serra do Cipó. Base da Cachoeira da Farofa. 19o22'49S, 43o34'37W. 1010m.s.m.",NA,NA,"Erva; flores róseas. No leito do rio.","ESA073496","Magnoliophyta",NA,"Gardner","Semir, J.","2001","07","06","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328","1010","1010","ESA073496","26557","auto",NA,"-43,576,944","-19,380,278",NA,NA,NA,NA,NA,NA,NA
"60","2020-11-04 11:01:28-03","ESALQ","ESA","32791","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Scalon, V.R.","11701.0",NA,"Brasil","Arredores do Córrego Chapéu de Sol. Transição cerrado - campo rupestre com mata ciliar adjacente.",NA,NA,"Erva; flores roxo-claras.","ESA032791","Magnoliophyta",NA,"Gardner","Semir, J.","1996","07","04","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,"ESA032791","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-01-14 15:24:07-03","MN","R","15309","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Glaziou, A.F.M.",NA,NA,"Brasil",NA,NA,NA,"Plantas do Brasil Central","R000015309",NA,NA,"Gardner",NA,"1884","06","21","Minas Gerais",NA,NA,NA,NA,NA,"R000015309_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-06-12 12:02:57-03","UFPI","TEPB","17856","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Queiroz, L.P.","4894",NA,"Brasil","Ilha amarela, Parque de São Bartolomeu, próximo à estação de tratamento de água da EMBASA.",NA,NA,"Erva ereta até 40 cm, folha basais rosuladas, (raras nas plantas em floração) papiráceas, face adaxial verde-escura, abaxial verde-claracom nervura principal branca., folhas culinares progressivamente mais membrnáceas. Capitulos com filárias verdes. flore",NA,NA,NA,"Gardner.",NA,"1997","05","01","Bahia","Salvador","-38.510799407959","-12.9710998535156",NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-06-12 12:02:57-03","UFPI","TEPB","17684","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Queiroz, L.P.","4894",NA,"Brasil","Ilha amarela, Parque de São Bartolomeu, próximo à estação de tratamento de água da EMBASA.",NA,NA,"Erva ereta até 40 cm, folha basais rosuladas, (raras nas plantas em floração) papiráceas, face adaxial verde-escura, abaxial verde-claracom nervura principal branca., folhas culinares progressivamente mais membrnáceas. Capitulos com filárias verdes. flore",NA,NA,NA,"Gardner.","L.P. de Queiroz","1997","05","02","Bahia","Salvador","-38.510799407959","-12.9710998535156",NA,NA,NA,"26018","auto","1995",NA,NA,"08",NA,"01",NA,NA,NA,NA
"64","2020-06-12 11:54:26-03","UFPI","TEPB","17359","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"R.Romero","2563",NA,"Brasil","Cachoeira da Casca DAnta, PARNA Serra da Canastra, Parque Nacional da Serra da Canastra.",NA,NA,"Herbácea, ca 0,4 m. Bracteas verde. Corola púrpura.",NA,NA,NA,"Gardner.",NA,"1995","07","17","Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-11-19 10:22:50-03","CPAP","CPAP","13968","PreserverdSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Pott, V. J.","2674",NA,"Brasil","Escola Agropecuária de Salto do Céu - Salto das Nuvens, margem das Cascatas do rio Branco",NA,NA,"Erva rosulada com escapo floral ereto. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Ilhota perturbada em corredeira. SUBSTRATO: aluvial raso. RELEVO: inclinado.",NA,NA,NA,"Gardner",NA,"1995","05","10","MT","Salto do Céu","-58.125","-15.180556","370","370",NA,NA,NA,NA,"58°07'30'' W","15°10'50'' S",NA,NA,NA,NA,NA,NA,NA
"66","2020-11-19 10:22:50-03","CPAP","CPAP","23778","PreserverdSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Pott, A.","11263",NA,"Brasil","Córrego Nacente, Aldeia Limão Verde.",NA,NA,"Erva rosulada com escapo ereto. FLOR: lilás. FRUTO: castanho. INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Vegetação ripária, floresta em região de Cerrado. SUBSTRATO: Solo litólico-arenito.. RELEVO: vale profundo entre paredões..",NA,NA,NA,"Gardner","J.N.Nakajima","2003","08","16","MS","Aquidauana","-55.674833","-20.325","260","260",NA,NA,NA,"2005","55°40'29.4W","20°19'30S","02",NA,NA,NA,NA,NA,NA
"67","2020-12-20 21:15:52-03","UFV","VIC","11507","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Kinoshita-Gouvêa, L.S.; et al.","s.n.",NA,"Brasil","Serra de São José, Campo rupestre.",NA,NA,"Erva rosulada, com flores lilases.","VIC011507",NA,NA,"Gardner","Dematteis, M.","1987","06","30","Minas Gerais","Tiradentes","-44.1781005859375","-21.1103000640869",NA,NA,"VIC011507","10355","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 14:31:49-03","UFJF","CESJ","1362","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"L. Krieger; SVD","CESJ1362","América do Sul","Brasil","Serra do Curral",NA,NA,"No vale úmido do cerrado. Flores arroxeadas.","CESJ001362","Angiosperma",NA,"Gardner","G.M.Barroso","1949","07","27","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 14:31:49-03","UFJF","CESJ","26849","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"R.C. Oliveira","214","América do Sul","Brasil","Próximo a Cachoeira das Andorinhas",NA,NA,"Local constantemente úmido. Flores brancas.","CESJ026849","Angiosperma",NA,"Gardner","J.N. Nakajima","1993","07","05","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,"30417","auto","2003",NA,NA,"07",NA,NA,NA,NA,NA,NA
"70","2020-07-02 18:51:43-03","UFJF","CESJ","39237","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"L.P. Queiroz","4894","América do Sul","Brasil","Ilha Amarela - Parque de São Bartolomeu, próximo à Estação de tratamento de água da EMBASA.",NA,NA,"Área degradada em borda de mata atlântica. Erva erte até ca. 40 cm alt. Folhas rosuladas (raras nas plantas em floração) papiráceas, face adaxial verde-escura, abaxial verde-clara com nervuras principal branca. Folhas caulinares progressivamente mais mem","CESJ039237","Angiosperma",NA,"Gardner",NA,"1997","05","01","Bahia","Salvador","-38.510799407959","-12.9710998535156",NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-04-07 11:41:25-03","UFMS","CGMS","51885","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"A. Pott; V.J. Pott","11263",NA,"Brasil","Córrego Nascente, Aldeia Limão Verde.",NA,NA,"Flor lilás. Fruto castanho. Habitat: Vegetação ripária, floresta em região de cerrado. Solo litólico-arenito. Relevo vale profundo entre paredões. Frequente. Habito: Erva rosulada com escapo ereto.","CGMS004386",NA,NA,"Gardner","J.N. Nakajima","2003","08","16","Mato Grosso do Sul","Aquidauana","-55.6747223","-20.325","260","260",NA,NA,NA,NA,"-55,6747223","-20,325",NA,NA,NA,NA,NA,NA,NA
"72","2021-04-07 11:41:25-03","UFMS","CGMS","20898","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"A. Guglieri; M.C. Pereira; T.H.D. Leandro; L.A. Verão","1619",NA,"Brasil","Córrego Boa Sorte.",NA,NA,"Flores liláses.; Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PRODOC/CAPES - Coo","CGMS1050305",NA,NA,"Gardner","A. Guglieri","2007","12","16","Mato Grosso do Sul","Corguinho","-54.8293991088867","-19.8316993713379",NA,NA,NA,"56513","auto","2008",NA,NA,"06",NA,"24",NA,NA,NA,NA
"73","2021-04-07 11:41:25-03","UFMS","CGMS","20916","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"A. Guglieri; M.C. Pereira; T.H.D. Leandro; L.A. Verão","1638",NA,"Brasil","Córrego Boa Sorte.",NA,NA,NA,"CGMS1050326",NA,NA,"Gardner","V.J. Pott; A. Guglieri","2007","12","16","Mato Grosso do Sul","Corguinho","-54.8293991088867","-19.8316993713379",NA,NA,NA,"56513","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-04-07 11:41:25-03","UFMS","CGMS","20935","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"M.C. Pereira; A. Guglieri; T.H.D. Leandro; L.A.V. Martins","21",NA,"Brasil","Córrego Boa Sorte.",NA,NA,NA,"CGMS1050344",NA,NA,"Gardner","A. Guglieri","2007","12","15","Mato Grosso do Sul","Corguinho","-54.8293991088867","-19.8316993713379",NA,NA,NA,"56513","auto","2008",NA,NA,"06",NA,"24",NA,NA,NA,NA
"75","2019-11-27 13:46:17-03","UFS","ASE","7522","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,NA,"4894","Southern America","Brasil","Ilha Amarela,Parque São Bartolomeu, próximo a estação de tratamento de água da EMBASA",NA,NA,"erva ereta. 40. cm. Folhas basais rosuladas (raras bas plantas em floração) papiráceas, face adaxial verde-escura, abaxial verde-clara com nervura principal branca, folhas caulinares progressivamente mais membranáceas; capitulos com f","ASE0017538","Magnoliophyta",NA,"Gardner",NA,"1997","05","01","Bahia","Salvador","-38.510833","-12.971389",NA,NA,"ASE0017538",NA,NA,NA,"-38.510833","-12.971389",NA,NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:24:04-03","UNICAMP","UEC","199462","S","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Damasceno Junior, GA; Nakagima, J; Foster, R; Pott, VJR; Pott, A; Resende, UM","1235",NA,"Brazil","Margem do rio do peixe.",NA,NA,"Erva de 20cm ; Flor creme arroxeada.; Mata ciliar; Solo - arenoso; Relevo - plano.","UEC154992","Magnoliopsida",NA,"Gardner","Nakajima, JN","1998","08","27","Mato Grosso do Sul","Rio Negro","-54.891944","-19.579167","231","231","UEC154992",NA,NA,"1999","-54.891944","-19.579167","05",NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:24:04-03","UNICAMP","UEC","201130","S","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Damasceno Junior, GA; Ishii, IH; Pott, A; Pott, VJR; Milliken, W; Ratter, JA; et al.","3438",NA,"Brazil","Mineração corumbaense - mina 5",NA,NA,"Erva ereta de 50cm; flor; fruto; Borda da mata, solo litótico com afloramento de hematita, morro","UEC160202","Magnoliopsida",NA,"Gardner","Loeuille, B","2005","02","21","Mato Grosso do Sul","Corumbá","-57.55875","-19.223928",NA,NA,"UEC160202",NA,NA,"2014","-57.55875","-19.223928","06",NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:24:04-03","UNICAMP","UEC","39099","S","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Mendonça, RC; Ribeiro, M; Dalmácio, J","386",NA,"Brazil","Cachoeira do Tororó.",NA,NA,"Inflorescências cor de palha parecendo verlhas.; sobre rocha com musgos, no meio do córrego","UEC123027","Magnoliopsida",NA,"Gardner","Semir, J","1984","11","12","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"UEC123027","70570","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:24:04-03","UNICAMP","UEC","3001","S","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Ratter, JA; Fonseca, SG; Fonsêca Filho, J","3435",NA,"Brazil","Vargem Bonita, C. 18 km SSW of Brasília TV tower.",NA,NA,"Perennial ? &nf;conllas mauve; Growingonrocks beside a stream, in the shade a complete tree.","UEC123028","Magnoliopsida",NA,"Gardner","Jeffrey, C","1976","08","09","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"UEC123028","70570","auto","1978",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:24:04-03","UNICAMP","UEC","47435","S","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Shepherd, GJ; Kinoshita, LS; Sales, MF; Miotto, STS; Miranda, AMCG","19170",NA,"Brazil",NA,NA,NA,"Erva, 30cm alt., flores lilases.; Cerrado.","UEC123029","Magnoliopsida",NA,"Gardner","Barros, R","1987","07","02","Minas Gerais","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,"UEC123029","21143","auto","2001",NA,NA,"05",NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:24:04-03","UNICAMP","UEC","46956","S","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Semir, J; Martins, AB; Benacci, JL; Dutilh, JHA","19601",NA,"Brazil","Cachoeira da Fumaça.",NA,NA,"Subarbusto 30cm,crescendo em fendas próximo a cachoeira, flor lilás, brácteas involucrais púrpura.","UEC123031","Magnoliopsida",NA,"Gardner","Semir, J","1987","07","02","Minas Gerais","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,"UEC123031","21143","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-08-20 10:05:28-03","UNICAMP","UEC","150499","S","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Morokawa, R","234",NA,"Brazil","Complexo Claro II, Cidade de Pedra, mata ciliar",NA,NA,"Herbácea, flores roxas, beira do rio.",NA,"Magnoliopsida",NA,"Gardner",NA,"2009","08","05","Minas Gerais","Delfinópolis","-46.8539009094238","-20.343900680542",NA,NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-01 16:24:04-03","UNICAMP","UEC","150499","S","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Morokawa, R; et al.","s.n.",NA,"Brazil","Complexo Claro ll, Cidade de Pedra.",NA,NA,"Herbácea, flores roxas, beira do rio.; Mata ciliar.","UEC123026","Magnoliopsida",NA,"Gardner",NA,"2009","08","05","Minas Gerais","Delfinópolis","-46.8539009094238","-20.343900680542",NA,NA,"UEC123026","41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:24:04-03","UNICAMP","UEC","68878","S","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Stehmann, JR; Sobral, ME","1113",NA,"Brazil","Local denominado canta-galo.",NA,NA,"Herbáceo.; margem do Rio Preto.","UEC123030","Magnoliopsida",NA,"Gardner","Semir, J","1992","08","08","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708",NA,NA,"UEC123030","22479","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-19 14:04:53-03","UFRPE","PEUFR","38951","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"L.P. Queiroz","4894",NA,"Brasil","Ilha Amarela; Parque de São Bartolomeu",NA,NA,"Erva ereta até cerca de 40 cm de altura; folhas basais rosuladas (raras nas plantas em floração); papiráceas; face adaxial verde-escura; abaxial verde-clara com nervura principal branca; folhas caulinares progressivamente mais membra","PEUFR038951",NA,NA,"Gardner",NA,"1997","05","01","Bahia","Salvador","-38.510799407959","-12.9710998535156",NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-05 16:44:46-03","UFOP","OUPR","14355","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"s.col.","s.n.",NA,"Brasil","Cachoeira do Campo",NA,NA,NA,NA,NA,NA,"Gardner","Turma 1° ano",NA,NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-05 16:44:46-03","UFOP","OUPR","14358","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Lisboa, M.A.","s.n.",NA,"Brasil","Cachoeira do Campo, Sítio do Magela",NA,NA,NA,NA,NA,NA,"Gardner","Lisboa, M.A.","1975","07","23","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto","1975",NA,NA,"08",NA,"14",NA,NA,NA,NA
"88","2019-11-05 16:44:46-03","UFOP","OUPR","14357","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Badini, J.; Zurlo, M.A.","s.n.",NA,"Brasil","Chapada",NA,NA,"Beira do corrégo. Erva. Flores róseo-violáceas",NA,NA,NA,"Gardner","Badini, J.",NA,NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto","1970",NA,NA,"08",NA,"23",NA,NA,NA,NA
"89","2019-11-05 16:44:46-03","UFOP","OUPR","5631","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Lisboa, M.A.","s.n.",NA,"Brasil","Chapada",NA,NA,NA,NA,NA,NA,"Gardner","Lisboa, M.A.","1974","09","28","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto","1974",NA,NA,"11",NA,"21",NA,NA,NA,NA
"90","2020-03-12 10:29:00-03","UFOP","OUPR","34293","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Pedrosa, L.G.","1769",NA,"Brasil","Parque Estadual do Itacolomi, Carrasco.",NA,NA,"Erva, 30cm. Flores vináceas. Afloramento próximo a curso d'água.",NA,NA,NA,"Gardner","Pedrosa, L.G.","2019","07","21","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto","2019",NA,NA,"07",NA,"21",NA,NA,NA,NA
"91","2019-11-05 16:44:46-03","UFOP","OUPR","14356","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"s.col.","s.n.",NA,"Brasil","Ribeirão da Cachoeira",NA,NA,NA,NA,NA,NA,"Gardner","Lisboa, M.A.",NA,NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto","1956",NA,NA,"09",NA,"23",NA,NA,NA,NA
