"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","previousCatalogNumber","individualCount","fieldNumber","typeStatus"
"12","2021-03-15 16:37:00-03","NY","NYBG","561424","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","L. R. Landrum","R. A. Wasum",NA,"1988","10","29","Brazil","Rio Grande do Sul","Caxias do Sul","Caxias do Sul - Criuva - Ilhéus.","-51.1792","-29.1683",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=235510' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561424","NY00561424_01","800","800",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","778064","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","S. F. Smith","R. A. Wasum","242","1999","11","02","Brazil","Rio Grande do Sul","Canela","Estrada p/Linha Sao Paulo","-50.6803","-29.3856",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=235508' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778064","NY00778064_01","850","850",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","561420","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","L. R. Landrum","R. Reitz","14949","1963","04","15","Brazil","Santa Catarina","Lajes","Painel, Lajes","-50.3258","-27.8161",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=235497' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561420","NY00561420_01","950","950",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","561425","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","S. F. Smith","R. C. Molon",NA,"1997","11","22","Brazil","Rio Grande do Sul","Sao José dos Ausentes","Silveira","-50.0656","-28.7483",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=235506' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561425","NY00561425_01","1250","1250",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","561419","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret",NA,"H. S. Osorio","14135","1947","02","24","Brazil","Rio Grande do Sul",NA,"Cerro Zabatinga.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=235504' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561419","NY00561419_01",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","561422","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","S. F. Smith","R. A. Wasum","s.n.","1994","10","29","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Sao Francisco de Paula -Florestal Nacional","-50.395632","-29.433343",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=235505' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561422","NY00561422_01","850","850",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","561415","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","L. R. Landrum","L. B. Smith","7634","1956","11","16","Brazil","Santa Catarina","Bom Retiro","Riozinho.","-49.4892","-27.7972",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=235498' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561415","NY00561415_01","1000","1000",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","561413","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","L. R. Landrum","W. G. F. Herter","1883","1930","09",NA,"Uruguay","Montevideo",NA,"Miguelete",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=235500' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561413",NA,"20","20",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","561414","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","L. R. Landrum","H. de F. Leitão Filho","166","1967","10","12","Brazil","São Paulo","Campinas","Campinas. Seçao de Fumo.","-47.06","-22.9",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=235503' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561414","NY00561414_01",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00907039","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","L. R. Landrum","R. Reitz","14949","1963","04","15","Brazil","Santa Catarina","Lajes","Painel, Lajes","-50.3258","-27.8161",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983849' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907039","NY00907039_01","950","950",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","separate fruit",NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","561416","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","L. R. Landrum","L. B. Smith","12959","1964","10","25","Brazil","Santa Catarina","Joaçaba","Barra do Estreito.","-51.52","-27.17",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=235499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561416","NY00561416_01","500","550",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","561418","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","L. R. Landrum","G. G. Hatschbach","28270","1971","12","05","Brazil","Paraná","Palmas","Estr. Palmas-Ponte Serrada.","-51.9906","-26.4844",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=235501' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561418","NY00561418_01",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","561423","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","S. F. Smith","R. A. Wasum",NA,"1992","11","05","Brazil","Rio Grande do Sul","Caxias do Sul","Caxias do Sul Jardim Botânico.","-51.1792","-29.1683",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=235507' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561423","NY00561423_01","750","750",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","561421","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","L. R. Landrum","L. R. Landrum","2695","1977","11","23","Brazil","Santa Catarina","Ponte Alta","Ca 10 km north of Ponte Alta, along BR 116.","-50.33","-27.42",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=235509' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561421","NY00561421_01","900","900",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:31:34-03","UFRJ","RFA","43784","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","Valdemar Boff","Valdemar Boff",NA,NA,NA,NA,"Brasil","Santa Catarina","Santa Catarina","Fraiburgo, Taquarussu, coletada em bosque no sítio D. Lúcia.",NA,NA,NA,NA,"Arbórea terrestre.","RFA56227",NA,NA,NA,"1996","01","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-13 09:20:20-03","UFRJ","RFA","8363","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","M. Sobral","G.G. Hatschbach","15028","1966","10","19","Brasil","Paraná","Palmas",NA,"-51.9906005859375","-26.4841995239258",NA,NA,"Arbusto de flor alva, estames vermelhos","RFA27517",NA,NA,NA,"2001",NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-13 09:20:23-03","UFRJ","RFA","9674","PreservedSpecimen","Plantae","Myrtaceae","Feijoa","sellowiana","Feijoa sellowiana","(O.Berg) O.Berg",NA,NA,NA,NA,NA,NA,"Uruguai",NA,"Uruguai",NA,NA,NA,NA,NA,NA,"RFA28805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:45:43-03","EAO","IAN","46279","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","Nascimento, EAP","Black, GA","5595","1935",NA,NA,"Estados Unidos","Califórnia","Riverside",NA,NA,NA,NA,NA,NA,"IAN046279",NA,NA,NA,"2018","11","05",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-27 20:28:30-03","PUCPR","HUCP","25669","S","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg.) Burret.","Macedo, V","Macedo, V","s.n.","2019","11",NA,"Brasil","Parana","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,"HUCP00025669",NA,NA,NA,"2019","12","21","13536","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-04 15:25:29-03","PUCPR","HUCP","13790","S","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg.) Burret.","Hatschbach, GG","Hatschbach, GG","72530","2001","11","09","Brasil","Santa Catarina","Urubici","Salto do Rio Vacariano","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30102","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-26 18:08:53-03","CPAN-UFMS","COR","12580","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret",NA,"M. Sobral; et al.","9409","2001","10",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Região de transição entre Mata Atlântica e mata com araucária, entremeada com campos rupestres","-50.5835990905762","-29.4480991363525",NA,NA,"Arbusto com 3m de altura; flores róseas Habito: Arbusto",NA,NA,"700","700",NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-26 18:08:54-03","CPAN-UFMS","COR","12603","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","G. Hatschbach","G. Hatschbach; A.C.Cervi & E.Barbosa","75530","2001","11","09","Brasil","Santa Catarina","Urubici","Salto do Rio Vacariano. Margem do rio.; ;.","-49.5917015075684","-28.0149993896484",NA,NA,"Flor alva, estames vermelhos.",NA,NA,"700","700",NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:21:01-03","UFBA","ALCB","86003","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","Hatschbach, G","Syd.","16","2007","11","06",NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto, 2 m com estames vermelhos.","ALCB057370",NA,NA,NA,"2008",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:21:01-03","UFBA","ALCB","90014","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","Hatschbach, G","Silva, JM; Poliquesi, CB; Vaz, J","7151","2008","11","15","Brasil","Santa Catarina","Uribici","Cachoeira do Avencal",NA,NA,NA,NA,"ca 5m. Flor avermelhada.","ALCB057371",NA,NA,NA,"2009",NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 10:05:39-03","NBC","NL-BOTANY","U.1440563","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","Soares-Silva LH","Lindeman JC; Haas JH de",NA,"1966","12","14","Brazil","Rio Grande do Sul",NA,"Est. Rio Grande do Sul, 40 km SE of Lagoa Vermelha, on Rio Itu bank.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440563 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1440563","NL-U1440563",NA,NA,"1997","04","01",NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae","U 0250987",NA,NA,NA,NA
"37","2020-02-08 10:05:39-03","NBC","NL-BOTANY","U.1440564","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","Soares-Silva LH","Lindeman JC; Haas JH de",NA,"1966","12","28","Brazil","Rio Grande do Sul",NA,"Rio Grande do Sul, c. 10 km S of Vacaria.",NA,NA,NA,NA,"Capão, wood island in campo. Stony soil.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440564 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1440564","NL-U1440564",NA,NA,NA,NA,NA,NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae","U 0250988",NA,NA,NA,NA
"38","2020-02-08 10:05:39-03","NBC","NL-BOTANY","U.1440565","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret",NA,"Lindeman JC; Irgang BE; Valls JFM",NA,"1972","10","10","Brazil",NA,NA,"Porto alegre. Faz. 4 Meninas, do Dr. Tellini, 40 km SW de Encruzilhada, 12 km N de Pompeu Machado, Serra das Pedrosas.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440565 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1440565","NL-U1440565",NA,NA,NA,NA,NA,NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-02-08 10:05:39-03","NBC","NL-BOTANY","U.1440566","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret",NA,"Lindeman JC; et al.",NA,"1972","11","13","Brazil",NA,NA,"porto alegre. Serra do Pinto, 1½ km acima da fronteira Osorio-S. Francisco de Paula.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440566 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1440566","NL-U1440566",NA,NA,NA,NA,NA,NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"40","2020-02-08 10:05:39-03","NBC","NL-BOTANY","U.1440568","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret",NA,"Herter WG",NA,"1930","09","01","Uruguay",NA,NA,"Dep de Montevideo. Loc Dict. Miguelete.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440568 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1440568","NL-U1440568",NA,NA,NA,NA,NA,NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 10:06:36-03","NBC","NL-BOTANY","AMD.78971","PreservedSpecimen","Plantae","Myrtaceae","Feijoa","sellowiana","Feijoa sellowiana","(O.Berg) O.Berg",NA,"Herter WGF",NA,"1930","09","01","Uruguay",NA,NA,"Dep. De Montevideo, Loc. Dict. Miguelete.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.78971 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD78971","NL-AMD78971",NA,NA,NA,NA,NA,NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 10:06:37-03","NBC","NL-BOTANY","L.2525866","PreservedSpecimen","Plantae","Myrtaceae","Feijoa","sellowiana","Feijoa sellowiana","(O.Berg) O.Berg",NA,"Pedersen TM",NA,"1976","11","11","Brazil",NA,NA,"Rio Grande do Sul, mun. Pinheiro Machado: Coxilho de Madeira.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2525866 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2525866","NL-L2525866",NA,NA,NA,NA,NA,NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-02-08 10:06:37-03","NBC","NL-BOTANY","L.2525867","PreservedSpecimen","Plantae","Myrtaceae","Feijoa","sellowiana","Feijoa sellowiana","(O.Berg) O.Berg",NA,"Klein RM",NA,"1963","10","28","Brazil",NA,NA,"Plantas de SANTA CATARINA. Palmares, Campos Novos.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2525867 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2525867","NL-L2525867",NA,NA,NA,NA,NA,NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-02-08 10:06:37-03","NBC","NL-BOTANY","L.2525868","PreservedSpecimen","Plantae","Myrtaceae","Feijoa","sellowiana","Feijoa sellowiana","(O.Berg) O.Berg",NA,"Reitz R; Klein RM",NA,"1962","10","27","Brazil",NA,NA,"Plantas de SANTA CATARINA. Matos Costa. Capão do campo.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2525868 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2525868","NL-L2525868",NA,NA,NA,NA,NA,NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"45","2020-02-08 10:06:37-03","NBC","NL-BOTANY","L.2525870","PreservedSpecimen","Plantae","Myrtaceae","Feijoa","sellowiana","Feijoa sellowiana","(O.Berg) O.Berg",NA,"Smith LB; Klein RM",NA,"1957","02","05","Brazil",NA,NA,"Santa Catarina. Mun. Pôrto União: Bog, Serra da Taquara Verde, 34-36 km south of Pôrto União.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2525870 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2525870","NL-L2525870",NA,NA,NA,NA,NA,NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"46","2020-11-04 11:14:20-03","ESALQ","ESA","5414","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","Kawasaki, M.L.","Lima, P.A. de",NA,"1989","10","21","Brasil","São Paulo","Cotia",NA,"-46.9099998474121","-23.6000003814697",NA,NA,NA,"ESA005414","ESA005414",NA,NA,NA,NA,NA,"23869","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:14:20-03","ESALQ","ESA","81739","PreservedSpecimen","Plantae","Myrtaceae","Acca","sellowiana","Acca sellowiana","(O.Berg) Burret","Mazine, F.F.","Oliveira, J.E.","615.0","1941","09","27","Brasil","Minas Gerais","Ibirité",NA,"-44.0588989257812","-20.021900177002",NA,NA,NA,"ESA081739","ESA081739",NA,NA,NA,NA,NA,"7189","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
