"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","identifiedBy","county","minimumElevationInMeters","imagecode","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","eventTime","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","557871","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","G. Eiten","2260","1960","09","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479551' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557871","São Paulo","Campos das Sete Lagoas. Fazenda Campininha, just north of Rio Moji-Guaçu 10 km NNE of Padua Sales (About 27 km NW of city of Moji-Mirim)",NA,NA,NA,NA,"Magnoliophyta","Myrtales","DC.","F. F. Mazine","Moji-Guaçu","650","NY00557871_01","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00980970","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","H. S. Irwin","8811","1965","09","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097101' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980970","Distrito Federal","Vicinity of Planaltina","-47.67","-15.62",NA,NA,"Magnoliophyta","Myrtales","DC.","M. Sobral","Brasília","950","NY00980970_01","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2017-01-12 11:14:00-02","NY","NYBG","00980995","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","J. R. Pirani","CFCR11353","1987","11","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097103' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980995","Minas Gerais","Bacia do Córrego Escurona","-42.9633","-16.595",NA,NA,"Magnoliophyta","Myrtales",NA,"M. L. Kawasaki","Grão Mogol","750","NY00980995_01","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00980971","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","H. S. Irwin","5111","1964","08","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097095' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980971","Distrito Federal","near science center of University.","-47.875","-15.758",NA,NA,"Magnoliophyta","Myrtales","DC.","C. M. D. E. Legrand","Brasília","700","NY00980971_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00907517","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","W. J. Burchell","7525","1828","03","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986089' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907517","Goiás","Ribeirao dos Macácos to Olhos de Agoa (Olhos de Agua, ca. 16°, just above on AGS map and just below on Inst. Bras. map., W 48°45' on AGS map and 48°36' on Inst. Bras. map. In this move he retraces his steps also)",NA,NA,NA,NA,"Magnoliophyta","Myrtales","DC.","F. F. Mazine",NA,NA,"NY00907517_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00980975","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","H. S. Irwin","7879","1965","08","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097099' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980975","Distrito Federal","Chapada da Contagem, ca. 20 km E. of Brasília","-47.73004","-15.7833",NA,NA,"Magnoliophyta","Myrtales","DC.","M. Sobral","Brasília","1000","NY00980975_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00980974","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","H. S. Irwin","6214","1964","09","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097098' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980974","Distrito Federal","ca. 30 km. E. of Brasília, on rd. to Planaltina.","-47.73","-15.63",NA,NA,"Magnoliophyta","Myrtales","DC.","C. M. D. E. Legrand","Brasília","700","NY00980974_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00980973","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","H. S. Irwin","5860","1964","09","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097097' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980973","Distrito Federal","Universidade de Brasília.","-47.875","-15.758",NA,NA,"Magnoliophyta","Myrtales","DC.","C. M. D. E. Legrand","Brasília","700","NY00980973_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00981017","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","A. Macedo","2499","1950","09","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097110' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981017","Minas Gerais",NA,"-49.465","-18.9692",NA,NA,"Magnoliophyta","Myrtales","DC.",NA,"Ituiutaba",NA,"NY00981017_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2017-01-12 11:14:00-02","NY","NYBG","00980994","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","R. S. Santos","24307","1963","09","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097102' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980994","Minas Gerais","Entre Riacho Verde e Francisco Sá",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,"NY00980994_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2017-01-12 11:10:00-02","NY","NYBG","00907529","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","J. A. Ratter","R578","1967","09","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986022' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907529","Mato Grosso","7 km SW of Xavantina.","-52.33","-14.73",NA,NA,"Magnoliophyta","Myrtales",NA,"F. F. Mazine",NA,"500","NY00907529_01","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00907515","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","G. Eiten","8381","1968","08","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986082' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907515","Mato Grosso","City of Xavantina on the Rio das Mortes. About 2 km SSW of the city along road to airport","-52.35","-14.7",NA,NA,"Magnoliophyta","Myrtales","DC.","F. F. Mazine","Barra do Garças","450","NY00907515_01","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00981000","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","J. A. Ratter","R2424","1972","09","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097108' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981000","Goiás","Region of Fazenda Lagoa Santa, Nr Padre Bernardo. About 140 km N of Brasília.","-48.75","-15.5",NA,NA,"Magnoliophyta","Myrtales","DC.","R. McVaugh","Padre Bernardo",NA,"NY00981000_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00915536","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","G. G. Hatschbach","49623","1985","09","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1196984' target='other'> <mi>dwc_moreinfo</mi></a>","NY00915536","Minas Gerais","Engenho Bilia","-43.7406","-18.4544",NA,NA,"Magnoliophyta","Myrtales","DC.","G. G. Hatschbach","Gouveia",NA,"NY00915536_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00907397","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","R. M. Harley","10392","1968","10","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985490' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907397","Mato Grosso","C. 2,5 km SE. of base camp","-51.77","-12.82",NA,NA,"Magnoliophyta","Myrtales","DC.","F. F. Mazine",NA,NA,"NY00907397_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00980972","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","H. S. Irwin","5111","1964","08","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097096' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980972","Distrito Federal","near science center of University.","-47.875","-15.758",NA,NA,"Magnoliophyta","Myrtales","DC.","C. M. D. E. Legrand","Brasília","700","NY00980972_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00907501","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","A. Macedo","1979","1949","10","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986001' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907501","Minas Gerais","Ituiutaba, Santa Terezinha",NA,NA,NA,NA,"Magnoliophyta","Myrtales","DC.","M. Sobral",NA,NA,"NY00907501_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00980993","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","G. G. Hatschbach","43169","1980","08","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097094' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980993","Goiás","arredores","-47.9464","-18.1658",NA,NA,"Magnoliophyta","Myrtales","DC.","M. Sobral","Catalão",NA,"NY00980993_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00981016","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","J. A. Ratter","R3508","1976","08","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097109' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981016","Distrito Federal","Close to the Escola Fazendária, c. 11 km SE of the Brasília TV Tower","-47.9294","-15.7797",NA,NA,"Magnoliophyta","Myrtales","DC.",NA,"Brasília",NA,"NY00981016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00980997","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","E. P. Heringer","5243","1980","07","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097105' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980997","Distrito Federal","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"Magnoliophyta","Myrtales","DC.","B. A. S. Pereira","Brasília",NA,"NY00980997_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00907434","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","G. C. G. Argent","6711","1967","10","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985592' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907434","Mato Grosso","C. 6 km S. of Xavantina (R & A transect)","-52.23","-14.63",NA,NA,"Magnoliophyta","Myrtales","DC.",NA,NA,NA,"NY00907434_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00980996","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","J. R. Pirani","CFCR13483","1990","09","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097104' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980996","Minas Gerais","Alto do Morro do Jambeiro, flanco da descida para o Córrego Escurinhas","-42.8894","-16.5594",NA,NA,"Magnoliophyta","Myrtales","DC.","M. L. Kawasaki","Grão Mogol",NA,"NY00980996_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00980998","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","E. P. Heringer","5289","1980","08","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097106' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980998","Distrito Federal","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"Magnoliophyta","Myrtales","DC.","B. A. S. Pereira","Brasília",NA,"NY00980998_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2017-01-12 11:10:00-02","NY","NYBG","00907452","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","E. P. Heringer","1960","1979","08","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985812' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907452","Distrito Federal","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"Magnoliophyta","Myrtales",NA,"F. F. Mazine","Brasília",NA,"NY00907452_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1181650","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","M. Carniello","490","2003","08",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1386983' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181650","Mato Grosso","Porto Limão.","-57.6789","-16.0706",NA,NA,"Magnoliophyta","Myrtales","DC.","M. Carniello","Cáceres",NA,"NY01181650_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00980969","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","H. S. Irwin","8811","1965","09","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097100' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980969","Distrito Federal","Vicinity of Planaltina","-47.67","-15.62",NA,NA,"Magnoliophyta","Myrtales","DC.","C. M. D. E. Legrand","Brasília","950","NY00980969_01","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00980992","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","G. G. Hatschbach","60923","1994","06","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097093' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980992","Mato Grosso do Sul","Fazenda Ipameri","-57.6531","-19.0094",NA,NA,"Magnoliophyta","Myrtales","DC.","L. H. Soares-Silva","Corumbá",NA,"NY00980992_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00907431","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","G. C. G. Argent","6522","1967","09","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985585' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907431","Mato Grosso","Xavantina","-52.23","-14.63",NA,NA,"Magnoliophyta","Myrtales","DC.","M. Sobral",NA,NA,"NY00907431_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","558063","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","G. Eiten","2207","1960","08","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479638' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558063","São Paulo","Campos das Sete Lagoas. Fazenda Campininha, just north of Rio Moji-Guaçu. 4 km NNW of Padua Sales (about 27 km NW of city of Moji-Mirim","-47.142","-22.242",NA,NA,"Magnoliophyta","Myrtales","DC.","F. F. Mazine","Moji-Guaçu","575","NY00558063_01","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-01-28 13:11:27-03","MCN-PUC-MINAS","HPUC-MG","CARP044","S","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","Lucilia Maria de Souza Teixeira",NA,"2012","10",NA,NA,"Brasil",NA,NA,"Fruto simples - Bacóide - Bacáceo",NA,"Minas Gerais","Restaurante Engenho","-44.241667","-19.458889","44º14'30''W","19º27'32''S",NA,NA,NA,"CUNHA, J. S.","Sete Lagoas","800",NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-01-28 13:11:25-03","MCN-PUC-MINAS","HPUC-MG","SEM311","S","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","Meyer, S.T & Santos, T.C",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Frutos verdes",NA,"Minas Gerais",NA,"-46.869167","-17.203056","46°52'09''W","17°12'11''S",NA,NA,NA,NA,"Paracatu","705",NA,"705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-01-28 13:11:25-03","MCN-PUC-MINAS","HPUC-MG","ANG4603","S","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","Meyer; S.T. & Santos; J.C.",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Frutos verdes. Material doado pelo CETEC.",NA,"Minas Gerais",NA,"-46.874698638916","-17.2222003936768",NA,NA,NA,NA,NA,NA,"Paracatu",NA,NA,NA,"72344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-03-20 11:47:20-03","MCN-PUC-MINAS","HPUC-MG","ANG5419","S","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","N.D.Barros","21",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Comunidade Saco do Barreiro - Beira de estrada","-44.9352989196777","-19.2243995666504",NA,NA,NA,NA,NA,NA,"Pompéu",NA,NA,NA,"51679","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:30:14-03","UNESP-IBB","BOTU","28870","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","dysenterica","Eugenia dysenterica","Silva, E.M.","75","2000","09","13",NA,"Brasil",NA,NA,"Medicinais","BOTU028870","Tocantins","Bairro rural",NA,NA,"9999","9999",NA,NA,"(Mart.) DC.",NA,"Porto Nacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
