"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","country","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relationshipType","relatedCatalogItem"
"47","2020-12-11 11:34:45-03","UFMG","BHCB","121327","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Giacomin, LL; Amaro, BD","80","2008","04","23","Southern America","Barreiro. Distrito Industrial Jabobá B, Quadra 165. Próximo ao Parque Estadual do Rola-Moça",NA,"Plantas do Brasil. Cerrado. Corola arroxeada",NA,NA,"Meisn.",NA,"Brasil","Minas Gerais","-43.937801361084","-19.9207992553711",NA,NA,"Belo Horizonte",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:34:45-03","UFMG","BHCB","2549","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Grandi, TSM","588","1981","02","23","Southern America","Campus da UFMG. ICB.",NA,"invasora;escandente-volúvel;pelos simples e bifurcados;flores violáceas,menores q/ 3cm;",NA,NA,"Meisn.",NA,"Brasil","Minas Gerais","-43.937801361084","-19.9207992553711",NA,NA,"Belo Horizonte",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:34:45-03","UFMG","BHCB","28195","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia",NA,"s.n.",NA,NA,NA,"Southern America","Estação Ecológica da UFMG",NA,NA,NA,NA,"Meisn.",NA,"Brasil","Minas Gerais","-43.937801361084","-19.9207992553711",NA,NA,"Belo Horizonte",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:34:45-03","UFMG","BHCB","28195","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia",NA,"s.n.",NA,NA,NA,"Southern America","Estação Ecológica da UFMG",NA,NA,NA,NA,"Meisn.",NA,"Brasil","Minas Gerais","-43.937801361084","-19.9207992553711",NA,NA,"Belo Horizonte",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-11 11:34:45-03","UFMG","BHCB","18395","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Grandi, TSM","s.n.","1990","05","12","Southern America","Rodovia BH - Vespasiano, Km 25.",NA,"Escandente volúvel.; Cerrado.",NA,NA,"Meisn.",NA,"Brasil","Minas Gerais","-43.9233016967773","-19.6919002532959",NA,NA,"Vespasiano","2011","01","25","11802","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-11 11:34:45-03","UFMG","BHCB","17853","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Pedralli, G; De La Puente; Werneck, MS","2763","1987","06","27","Southern America","Terreno perto da tornearia paranaenses, sáida para Caceres.",NA,"Freuquência abundante.; Liana, flor violácea, fruto marrom. Flores pequena, folhas inteiras, sem látex, cálice rosado por fora, no interior roxo.; Vegetação secundária. Solo arenoso, relevo plano.","BHCB034522",NA,"Meisn.",NA,"Brasil","Mato Grosso","-56.1324996948242","-15.6466999053955",NA,NA,"Várzea Grande","2011","01","25","37223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-03-27 18:12:00-03","MO","MOBOT","2834503","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Amaro Macedo","Macedo 2384","1950","5","2","South America","voluvel e rueio prostrada de cultivados. Trilages",NA,NA,NA,NA,"Meisn.","DF Austin July","Brazil","Minas Gerais","-49.4650001525879","-18.968900680542",NA,NA,"Ituiutaba",NA,NA,NA,"50022","auto",NA,NA,NA,NA,NA,"1",NA,NA
"54","2008-10-11 03:33:00-03","MO","MOBOT","1151966","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Lupita Sánchez A.|E. Guzmán|L. Arias","Sánchez Acebo 415","1997","3","18","South America","Parque Nacional Noel Kempff Mercado. Campamento Los Fierros. Bosque alto, sobre el camino al arroyo y a orillas de la pista.",NA,NA,NA,NA,"Meisn.","D.F. Austin (ARIZ)","Bolivia","Santa Cruz","-60.93083","-14.55777","200.00000000",NA,"Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"55","2008-05-27 22:02:00-03","MO","MOBOT","2833929","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Chagas","Chagas 325","1980",NA,NA,"South America","Taguatinga Norte.",NA,NA,NA,NA,"Meisn.","D.F. Austin, July","Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2012-08-18 05:19:00-03","MO","MOBOT","2833973","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","João Murça Pires","Pires 58022","1964","6","20","South America","João Pinheiro, Cerrado",NA,NA,NA,NA,"Meisn.","R. Simão-Bianchini 15.x.96","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2012-04-12 14:56:00-03","MO","MOBOT","2834105","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","A.S.L. da Silva","Silva 1895","1984","3","19","South America","Marabá, Serra dos Carajás. N-4, próximo a transição para a mata. Campo rupestre, solo de canga e na mata de terra firme",NA,NA,NA,NA,"Meisn.","D.F. Austin July","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","2834196","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Per Dusén","Dusén 64a","1914",NA,NA,"South America","Tacarehy praedium, in fruticetis",NA,NA,NA,NA,"Meisn.","D.F. Austin, July","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2013-05-07 06:03:00-03","MO","MOBOT","2834564","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Ynés Mexia","Mexia 4497","1930","3","21","South America","Clay embankment west of Director's house; among tangle. Viçosa, Agricultural College lands",NA,NA,NA,NA,"Meisn.","DF Austin July","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"60","2012-04-09 12:59:00-03","MO","MOBOT","2834653","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Santiago Venturi","Venturi 5590","1927","11","10","South America","abra grande",NA,NA,NA,NA,"Meisn.","DF Austin July","Argentina","Salta",NA,NA,"750.00000000",NA,"Orán",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"61","2008-05-27 22:02:00-03","MO","MOBOT","2834806","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Ezechias P. Heringer","Heringer 18314","1981",NA,NA,"South America","(Escola Fazendária) Cipó prostrado sobe solo de cerrado",NA,NA,NA,NA,"Meisn.","DF Austin July","Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-06-22 14:19:08-03","UNESP-IBILCE","SJRP","01467","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Giorgio de Marinis",NA,NA,NA,NA,"América do Sul","Est. Exp. Zoot.",NA,"Ensaio de adubação fosfatada;",NA,NA,NA,NA,"Brasil","São Paulo","-49.3699989318848","-20.8199996948242",NA,NA,"São José do Rio Preto",NA,NA,NA,"20305","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"63","2020-08-31 08:59:42-03","INPA","INPA","59311","S","Plantae","Dicotyledon Asterids","Solanales","Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Monteiro, OP","76-855","1976","04","21","Southern America","Rio Madeira, 0",NA,NA,"INPA0059311","INPA0059311 INPA0059311_e INPA0059311_e1","Meisn.","Austin, DF","Brasil","Amazonas","-63.0208015441895","-7.50611019134521",NA,NA,"Humaitá","1980","04",NA,"202650","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-08-31 08:59:42-03","INPA","INPA","132069","S","Plantae","Dicotyledon Asterids","Solanales","Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Carreira, LMM","856","1983","05","05","Southern America","Vila Bela a Pontes e Lacerda, km 8, Km 8 da estrada Vila Bela a Pontes e Lacerda - Picada da estrada de Sararé.",NA,NA,"INPA0132069","INPA0132069 INPA0132069_e","Meisn.","Staples, GW","Brasil","Mato Grosso","-59.773222","-15.307056",NA,NA,NA,"2016","04","24",NA,NA,"-59.773222","-15.307056",NA,NA,NA,NA,NA,NA
"65","2020-08-31 08:59:42-03","INPA","INPA","199440","S","Plantae","Dicotyledon Asterids","Solanales","Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Miranda, IP de A.","446","1997","05","23","Southern America","PA-150 Marabá-Belém, km 97, Comunidade N. S. de, PA - 150 Marabá-Belém, km 97, Comunidade N. S. de Fátima, Fazenda do Sr. Fidel.",NA,NA,"INPA0199440","INPA0199440 INPA0199440_e INPA0199440_e1","Meisn.","Staples, GW","Brasil","Pará","-49","-4.5",NA,NA,"Jacundá","2016","04","24",NA,NA,"-49","-4.5",NA,NA,NA,NA,NA,NA
"66","2020-08-31 08:59:42-03","INPA","INPA","245895","S","Plantae","Dicotyledon Asterids","Solanales","Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Taxonomy Class of Universidade de Brasília","1611","2002","05","07","Southern America","Jardim Botânico de Brasília, Parque de Uso Múltiplo Olhos d'Água",NA,NA,"INPA0245895",NA,"Meisn.","Staples, GW","Brasil","Distrito Federal","-47.887778","-15.746111","1050","1050","Brasília","2016","04","24",NA,NA,"-47.887778","-15.746111",NA,NA,NA,NA,NA,NA
"67","2018-04-26 14:54:12-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Amaral Junior, A; Mendonça, JO; Barbosa, SB; Campos, CJ","40","1999","04","11","Southern America","Rio Paraná e Rio do Peixe, Margem esquerda do Rio Paraná, Rio do Peixe, faixa de terra no meio do rio.",NA,"Trepadeira. Flor lilás-rosa de fundo vinho","CONV019827",NA,"Meisn.","Staples, G","Brazil","São Paulo","-51.930414","-21.533379",NA,NA,"Panorama - Caiuá","2016","05",NA,NA,NA,"-51.930414","-21.533379",NA,NA,NA,NA,"voucher","BOTU22876"
"68","2018-04-26 15:49:17-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Guglieri, A; Caporal, FJM","133","2007","06","12","Southern America","Fazenda Nova Esperança, Fazenda Nova Esperança.",NA,"Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PR","CONV019938,20443",NA,"Meisn.","Staples, G","Brazil","Mato Grosso do Sul","-54.966667","-20.916667",NA,NA,"Sidrolândia","2016","05",NA,NA,NA,"-54.966667","-20.916667",NA,NA,NA,NA,"voucher","CGMS20443"
"69","2018-04-26 15:49:17-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Guglieri, A; Caporal, FJM","291","2009","09","17","Southern America","Fazenda Nova Esperança, Fazenda Nova Esperança. Interior da voçoroca.",NA,"Erva. Flor rosa.; Pastagem cultivada com voçorocamento.","CONV019964,26998",NA,"Meisn.","Staples, G","Brazil","Mato Grosso do Sul","-54.966667","-20.916667",NA,NA,"Sidrolândia","2016","05",NA,NA,NA,"-54.966667","-20.916667",NA,NA,NA,NA,"voucher","CGMS (26998)"
"70","2018-04-26 14:54:12-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Pott, A; Pott, VJ; Lima, LCP","1040","2002","09","19","Southern America","MS-142, aproximadamente 8 km N de Camapuã, Rodovia MS-142, aproximadamente 8 km N de Camapuã.",NA,"Projeto CNPq 520.850-99-8 & Fundect 234/00.; Erva prostrada volúvel. Espars Flor rosa.; Vegetação secundária de Cerrado em pastagem de Hyparrhenia. Solo arenoso podzólico. Relevo encosta meio íngreme.","CONV020107",NA,"Meisn.","Staples, G","Brazil","Mato Grosso do Sul","-54.041389","-19.532778",NA,NA,"Camapuã","2016","05",NA,NA,NA,"-54.041389","-19.532778",NA,NA,NA,NA,"voucher","HMS (4411)"
"71","2018-04-26 14:54:12-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Herringer, EP","18314","1977","05","04","Southern America","Escola Fazendria, Escola Fazendria; cipó postrado sobe solo de cerrado. subjected to periodic fires",NA,"not in usbgn or fuzzy","CONV008873",NA,"Meisn.","Austin, DF","Brazil","Distrito Federal",NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2018-04-26 15:49:18-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Lima, AS; Sartori, ALB","1","2010","09","19","Southern America","Reserva da UEMS, Reserva da UEMS.",NA,"Trabalho de Campo de Sistemática Vegetal II #?# Profª Ângela Sartori.; Liana. Flor roxa.","CONV019978,29969",NA,"Meisn.","Staples, G","Brazil","Mato Grosso do Sul","-55.673119","-20.454569",NA,NA,"Aquidauana","2016","04",NA,NA,NA,"-55.673119","-20.454569",NA,NA,NA,NA,"voucher","CGMS (29969)"
"73","2018-04-26 15:49:18-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Guglieri, A; Caporal, FJM; Alves, F de M","135","2007","07","19","Southern America","Fazenda Nova Esperança, Fazenda Nova Esperança.",NA,"Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PR","CONV019928,20041",NA,"Meisn.","Staples, G","Brazil","Mato Grosso do Sul","-54.966667","-20.916667",NA,NA,"Sidrolândia","2016","05",NA,NA,NA,"-54.966667","-20.916667",NA,NA,NA,NA,"voucher","CGMS (20041)"
"74","2018-04-26 14:54:12-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Mexia, Y","4497","1930","03","21","Southern America","Viçosa, Brazil: Minas Gerais. Vigosa, among tangle",NA,"usbgn","CONV008968",NA,"Meisn.","Austin, DF","Brazil","Minas Gerais","-42.53","-20.45",NA,NA,NA,"1978",NA,NA,NA,NA,"-42.53","-20.45",NA,NA,NA,NA,NA,NA
"75","2018-04-26 14:54:12-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Dusen, P","64A","1924","03","24","Southern America","Tacarehy, Tacarehy Praedium in fructices",NA,NA,"CONV008875",NA,"Meisn.","Austin, DF","Brazil","Paraná",NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2018-04-26 14:54:12-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Chagas; Silva, F","325","1976","04","19","Southern America","Brasília, Brasilia, Taguatinga Norte, arribadera de mata ciliar.",NA,"usbgn","CONV008874",NA,"Meisn.","Austin, DF","Brazil","Distrito Federal","-47.55","-15.47",NA,NA,NA,"2009",NA,NA,NA,NA,"-47.55","-15.47",NA,NA,NA,NA,NA,NA
"77","2018-04-26 14:54:12-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Tate, GHH","109","1927","09","21","Southern America","Limão, Brazil: Roraima: Limao.",NA,"usbgn","CONV008971",NA,"Meisn.","Austin, DF","Brazil","Roraima","-60.3","3.56",NA,NA,NA,"1978",NA,NA,NA,NA,"-60.3","3.56",NA,NA,NA,NA,NA,NA
"78","2018-04-26 15:49:18-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Guglieri, A; Caporal, FJM; Alves, F de M; Kufner, DCL","141","2007","07","21","Southern America","Fazenda Nova Esperança, Fazenda Nova Esperança.",NA,"Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PR","CONV019931,20076",NA,"Meisn.","Staples, G","Brazil","Mato Grosso do Sul","-54.966667","-20.916667",NA,NA,"Sidrolândia","2016","05",NA,NA,NA,"-54.966667","-20.916667",NA,NA,NA,NA,"voucher","CGMS (20076)"
"79","2018-04-26 14:54:12-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Pires, JM","58022","1964","06","19","Southern America","Rio são Francisco.",NA,"Cipozinho. Flores com centro interno roxo.; Cerrado.","CONV014443",NA,"Meisn.","Daniel, F","Brazil","Minas Gerais","-46.1725006103516","-17.7425003051758",NA,NA,"João Pinheiro","1977",NA,NA,"102029","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2018-04-26 14:54:12-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Pinto, GCP","198/84","1984","07","29","Southern America","Proj. Bebedouro",NA,NA,"CONV017967",NA,"Meisn.","Wood, JRI","Brazil","Pernambuco","-40.5008010864258","-9.39861011505127",NA,NA,"Petrolina","2014",NA,NA,"90462","auto",NA,NA,NA,NA,NA,NA,"voucher","6536"
"81","2018-04-26 14:54:12-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Santos, FDS","322","2015","05","11","Southern America","Sítio Santo Inácio",NA,"locality not found; Lat/Long for Meruoca Mcp.; Trepadeira, cálice verde claro e corola rosa com tubo escuro.","CONV020851",NA,"Meisn.","Staples, G","Brazil","Ceará","-40.466667","-3.533333",NA,NA,"Meruoca Mcp.","2016","07",NA,NA,NA,"-40.466667","-3.533333",NA,NA,NA,NA,NA,NA
"82","2018-04-26 14:54:12-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Puente, F de la","5411",NA,NA,NA,"Southern America",NA,NA,NA,"CONV008876",NA,"Meisn.","Austin, DF","Brazil",NA,NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2018-04-26 14:54:12-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Silva, ASL da; et al.","1895","1980","03","18","Southern America","Serra dos Carajás, Marabá, cerro dos Carajas, n4, proximo a transisicão para mata, campo ruprestre",NA,"usbgn; Flores lilas. Solo de canga e na mata de terra firme; cipó sobre arbusto de 1.5 m de altura","CONV008198",NA,"Meisn.","Austin, DF","Brazil","Pará","-51.2","-6",NA,NA,NA,"2009",NA,NA,NA,NA,"-51.2","-6",NA,NA,NA,NA,NA,NA
"84","2018-04-26 15:49:17-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Amaral Junior, A; Mendonça, JO; Barbosa, SB; Campos, CJ","40","1999","04","11","Southern America","Rio Paraná e Rio do Peixe, Margem esquerda do Rio Paraná, Rio do Peixe, faixa de terra no meio do rio.",NA,"Trepadeira. Flor lilás-rosa de fundo vinho","CONV019826,8588",NA,"Meisn.","Staples, G","Brazil","São Paulo","-51.930414","-21.533379",NA,NA,"Panorama - Caiuá","2016","05",NA,NA,NA,"-51.930414","-21.533379",NA,NA,NA,NA,"voucher","CGMS8588"
"85","2018-04-26 15:49:17-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Guglieri, A; Caporal, FJM","133","2007","06","12","Southern America","Fazenda Nova Esperança, Fazenda Nova Esperança.",NA,"Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PR","CONV019939,20444",NA,"Meisn.","Staples, G","Brazil","Mato Grosso do Sul","-54.966667","-20.916667",NA,NA,"Sidrolândia","2016","05",NA,NA,NA,"-54.966667","-20.916667",NA,NA,NA,NA,"voucher","CGMS20444"
"86","2018-04-26 15:49:17-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Guglieri, A; Caporal, FJM","131","2007","05","18","Southern America","Fazenda Nova Esperança, Fazenda Nova Esperança.",NA,"Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PR","CONV019940,20604",NA,"Meisn.","Staples, G","Brazil","Mato Grosso do Sul","-54.966667","-20.916667",NA,NA,"Sidrolândia","2016","05",NA,NA,NA,"-54.966667","-20.916667",NA,NA,NA,NA,"voucher","CGMS (20604)"
"87","2018-04-26 15:49:18-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Guglieri, A; Caporal, FJM; Alves, F de M; Kufner, DCL","145","2007","07","24","Southern America","Fazenda Luz da Lua, Fazenda Luz da Lua.",NA,"Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PR","CONV019933,20095",NA,"Meisn.","Staples, G","Brazil","Mato Grosso do Sul","-54.736111","-20.603611",NA,NA,"Campo Grande","2016","05",NA,NA,NA,"-54.736111","-20.603611",NA,NA,NA,NA,"voucher","CGMS20095"
"88","2018-04-26 15:49:18-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Guglieri, A; Caporal, FJM; Alves, F de M; Kufner, DCL","145","2007","07","24","Southern America","Fazenda Luz da Lua, Fazenda Luz da Lua.",NA,"Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PR","CONV019932,20093",NA,"Meisn.","Staples, G","Brazil","Mato Grosso do Sul","-54.736111","-20.603611",NA,NA,"Campo Grande","2016","05",NA,NA,NA,"-54.736111","-20.603611",NA,NA,NA,NA,"voucher","CGMS (20093)"
"89","2018-04-26 15:49:18-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Otero, IVR","16","2011","04",NA,"Southern America","Furnas do Dionísio, parcela 1, Furnas do Dionísio; Parcela 1.",NA,"Dissertação de Mestrado PPG Biologia Vegetal.; Trepadeira.; Floresta estacional decidual. Encosta de escarpa.","CONV020020,41370",NA,"Meisn.","Ferraro, A","Brazil","Mato Grosso do Sul","-54.570863","-20.152648",NA,NA,"Jaraguari","2015","05","20",NA,NA,"-54.570863","-20.152648",NA,NA,NA,NA,"voucher","CGMS (41370)"
"90","2018-04-26 15:49:18-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Pott, A; Pott, VJ; Lima, LCP","1040","2002","09","19","Southern America","MS-142, aproximadamente 8 km N de Camapuã, Rodovia MS-142, aproximadamente 8 km N de Camapuã.",NA,"Projeto CNPq 520.850-99-8 & Fundect 234/00.; Erva prostrada volúvel. Espars Flor rosa.; Vegetação secundária de Cerrado em pastagem de Hyparrhenia. Solo arenoso podzólico. Relevo encosta meio íngreme.","CONV020106,41614",NA,"Meisn.","Staples, G","Brazil","Mato Grosso do Sul","-54.041389","-19.532778",NA,NA,"Camapuã","2016","05",NA,NA,NA,"-54.041389","-19.532778",NA,NA,NA,NA,"voucher","CGMS (41614)"
"91","2018-04-26 15:49:17-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Vasconcelos, LV","500",NA,NA,NA,"Southern America","Saída para a Estrada Real, sentido",NA,"Trepadeira. Flores róseas.","CONV017553,HUEFS000013458",NA,"Meisn.",NA,"Brazil","Minas Gerais","-43.555833","-20.429444",NA,NA,"Ouro Preto",NA,NA,NA,NA,NA,"-43.555833","-20.429444",NA,NA,NA,NA,"voucher","207627"
"92","2018-04-26 14:54:12-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Mexia, Y","4497","1930","03","21","Southern America","Viçosa, Brazil: Minas Gerais. Vigosa, among tangle",NA,"usbgn","CONV008969",NA,"Meisn.","Austin, DF","Brazil","Minas Gerais","-42.53","-20.45",NA,NA,NA,"1978",NA,NA,NA,NA,"-42.53","-20.45",NA,NA,NA,NA,NA,NA
