"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","typeStatus","infraspecificEpithet","fieldNumber","individualCount","relatedCatalogItem"
"126","2015-09-05 02:45:37-03","MNHN","RECOLNAT_MNHN_P","P05140386","PreservedSpecimen",NA,NA,NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne",NA,"Pereira, E.|(3278), Pabst",NA,"1957","3","19",NA,"Brasil","Minas Gerais",NA,"Serra do Curral.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05140386' target='other'> <mi>dwc_moreinfo</mi></a>","P05140386","P05140386_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2442",NA,NA
"127","2015-09-05 02:45:37-03","MNHN","RECOLNAT_MNHN_P","P05140387","PreservedSpecimen",NA,NA,NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne",NA,"Pereira, E.|(3278), Pabst",NA,"1957","3","19",NA,"Brasil","Minas Gerais",NA,"Serra do Cural.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05140387' target='other'> <mi>dwc_moreinfo</mi></a>","P05140387","P05140387_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2442",NA,NA
"128","2015-11-07 05:38:48-02","MNHN","RECOLNAT_MNHN_P","P01901746","PreservedSpecimen",NA,NA,NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens macrocalyx","Koehne",NA,"Lund",NA,"1835","11",NA,NA,"Brésil",NA,NA,"ad Caëté, prov. Minas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901746' target='other'> <mi>dwc_moreinfo</mi></a>","P01901746","P01901746_01",NA,NA,NA,NA,NA,NA,NA,NA,"lectotype","macrocalyx",NA,NA,NA
"129","2020-10-01 14:23:27-03","JBB","HEPH","9084","S","Plantae","Dicotyledon","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne","Vieira, RF","Vieira, RF; Pereira-Silva, G","988","1991","11","12","Southern America","Brasil","Minas Gerais","Morada Nova de Minas",NA,"-45.366667","-18.583333","620","620",NA,"Frequente",NA,NA,"1991",NA,NA,NA,NA,NA,"-45.366667","-18.583333",NA,NA,NA,NA,NA
"130","2020-10-01 14:23:27-03","JBB","HEPH","28308","S","Plantae","Dicotyledon","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne","Facco, MG","Chacon, RG; Dourado, B","828","2011","10","18","Southern America","Brasil","Espírito Santo","Guarapari","Fazenda do Zé Pereira,borda da estrada a caminho de GuarÁrea de Proteção Ambientalri,ca -3km do trevo GuarÁrea de Proteção Ambientalri-Vitória","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,NA,"2019","04","05","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-10-01 14:23:27-03","JBB","HEPH","19118","S","Plantae","Dicotyledon","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne","Cavalcanti, TB","Hatschbach, G","67176","1997","11","17","Southern America","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,NA,NA,"2002",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-10-01 14:23:27-03","JBB","HEPH","19117","S","Plantae","Dicotyledon","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne","Cavalcanti, TB","Hatschbach, G","66394","1997","03","17","Southern America","Brasil","Minas Gerais","Juramento","MG 308 de Montes Claros para Itacambira na Serra do Catuni","-43.5868988037109","-16.8481006622314",NA,NA,NA,NA,NA,NA,"2002",NA,NA,"19357","auto",NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-11 11:37:18-03","UFMG","BHCB","163236","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Tameirão Neto, E; Vidal, CV","5150","2012","08","16","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.384444","-19.503056",NA,NA,NA,"Campo rupestre sobre formação ferrífera; Herbáceo",NA,NA,"2013","02",NA,NA,NA,NA,"-43.384444","-19.503056",NA,NA,NA,NA,NA
"134","2020-12-11 11:37:18-03","UFMG","BHCB","153528","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Pena, FSR","s.n.","2011","04","25","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Mina do Sapo","-43.433056","-18.904444","1500","1500",NA,"Campo Rupestre Laterítico; Capão de Canga",NA,NA,NA,NA,NA,NA,NA,NA,"-43.433056","-18.904444",NA,NA,NA,NA,NA
"135","2020-12-11 11:37:18-03","UFMG","BHCB","156335","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Pena, FSR","s.n.","2011","11",NA,"Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.431667","-18.907222","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.431667","-18.907222",NA,NA,NA,NA,NA
"136","2020-12-11 11:37:18-03","UFMG","BHCB","44279","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-11 11:37:18-03","UFMG","BHCB","156414","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Paiva, JAM","s.n.","2012","02",NA,"Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.431667","-18.907222","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.431667","-18.907222",NA,NA,NA,NA,NA
"138","2020-12-11 11:37:18-03","UFMG","BHCB","156415","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Paiva, JAM","s.n.","2012","02",NA,"Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.431667","-18.907222","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.431667","-18.907222",NA,NA,NA,NA,NA
"139","2020-12-11 11:37:18-03","UFMG","BHCB","165573","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","2218","2013","01","16","Southern America","Brasil","Minas Gerais","Nova Lima","Mina Capitão do Mato, Litotipo: Corpos de minério de hematita.","-43.954167","-20.0975","1527","1527",NA,"Arbusto em Campo Rupestre Ferruginoso Aberto, flores roxas. Projeto Lacunas do Conhecimento.",NA,NA,"2014","03",NA,NA,NA,NA,"-43.954167","-20.0975",NA,NA,NA,NA,NA
"140","2020-12-11 11:37:18-03","UFMG","BHCB","180853","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Mota, RC da; Cardoso, FF","3627","2015","12","16","Southern America","Brasil","Minas Gerais","Catas Altas","Chapada de Canga","-43.404722","-20.169167","870","870",NA,"Subarbusto terrestre; hipanto verde com manchas vináceas, lacínios da corola róseos.; Coletada em Campo Rupestre Ferruginoso","BHCB036275","BHCB036275","2015","12","20",NA,NA,NA,"-43.404722","-20.169167",NA,NA,NA,NA,NA
"141","2020-12-11 11:37:18-03","UFMG","BHCB","181299","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Siriani-Oliveira, S","44","2012","05","13","Southern America","Brasil","Minas Gerais","Jaboticatubas","Parque Nacional da Serra do Cipó, Trilha alta","-43.616806","-19.349167",NA,NA,NA,NA,"BHCB036360",NA,NA,NA,NA,NA,NA,NA,"-43.616806","-19.349167",NA,NA,NA,NA,NA
"142","2020-12-11 11:37:18-03","UFMG","BHCB","185647","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Tameirão Neto, E; Campos, RDL","5554","2014","01","23","Southern America","Brasil","Minas Gerais","Itabira",NA,"-43.319672","-19.656647",NA,NA,NA,"Arbustivo/Subarbustivo; Floração; Flor vinho, altura 1,5m; Floresta estacional semidecidual","BHCB185647",NA,NA,NA,NA,NA,NA,NA,"-43.319672","-19.656647",NA,NA,NA,NA,NA
"143","2020-12-11 11:37:18-03","UFMG","BHCB","186834","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Rocha, MJR; Oliveira, CT","1297","2017","01","26","Southern America","Brasil","Minas Gerais","Itambé do Mato Dentro",NA,"-43.2725","-19.428333",NA,NA,NA,"Subarbusto, 45 cm de altura. Flores brancas com manchas lilases","BHCB186834",NA,"2017","02","14",NA,NA,NA,"-43.2725","-19.428333",NA,NA,NA,NA,NA
"144","2021-03-19 17:58:27-03","UFMG","BHCB","196292","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Ferraz, PO; Rodrigues, JG; Ferreira, MC; Fernandes, RL","18","2019","03","23","Southern America","Brasil","Minas Gerais","Itabira","Parque Estadual da Mata do Limoeiro, Trilha principal para o complexo do paredão.","-43.437083","-19.587944","618","618",NA,"Flores rosas.; Borda de mata em Floresta Estacional Semidecidual","BHCB196292",NA,NA,NA,NA,NA,NA,NA,"-43.437083","-19.587944",NA,NA,NA,NA,NA
"145","2020-12-11 11:37:18-03","UFMG","BHCB","182058","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Vidal, CV","s.n.","2016","01","22","Southern America","Brasil","Minas Gerais","São Joaquim de Bicas","Serra Azul, Serra das Farofas","-44","-21.071761","1223","1223",NA,"Sub-Arbustivo, flores roxas; Campo Rupestre Ferruginoso","BHCB037880",NA,"2016","03","08",NA,NA,NA,"-44","-21.071761",NA,NA,NA,NA,NA
"146","2020-12-11 11:37:18-03","UFMG","BHCB","19937","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Cavalcanti, TB; et al.","164","1989","02","14","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-11 11:37:18-03","UFMG","BHCB","19938","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Cavalcanti, TB; et al.","172","1989","02","15","Southern America","Brasil","Bahia","Serro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-12-11 11:37:18-03","UFMG","BHCB","43612","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-12-11 11:37:18-03","UFMG","BHCB","44233","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-12-11 11:37:18-03","UFMG","BHCB","44787","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-12-11 11:37:18-03","UFMG","BHCB","45769","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-12-11 11:37:18-03","UFMG","BHCB","49016","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-12-11 11:37:18-03","UFMG","BHCB","49017","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-12-11 11:37:18-03","UFMG","BHCB","50936","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-12-11 11:37:18-03","UFMG","BHCB","53784","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Lombardi, JA","4066","2000","10","18","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto.","-43.340833","-18.0125",NA,NA,NA,"Cerrado. Erva, ca. 0.2 m, viscosa, hipânto verde e lilás, pétalas lilases",NA,NA,NA,NA,NA,NA,NA,NA,"-43.340833","-18.0125",NA,NA,NA,NA,NA
"156","2020-12-11 11:37:18-03","UFMG","BHCB","70187","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Milhomens, LC","40",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Garapuava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-12-11 11:37:18-03","UFMG","BHCB","8465","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Martins, RP; et al.","s.n.","1981","01","19","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Cerrado;sub-arbusto;flores róseas e brancas;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-12-11 11:37:18-03","UFMG","BHCB","19935","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Cavalcanti, TB; et al.","304","1989","02","24","Southern America","Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-12-11 11:37:18-03","UFMG","BHCB","19936","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Cavalcanti, TB; et al.","322","1989","02","25","Southern America","Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-12-11 11:37:18-03","UFMG","BHCB","19929","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Cavalcanti, TB; et al.","406","1989","03","08","Southern America","Brasil","Goiás","Cavalcante",NA,"-47.4583015441895","-13.7974996566772",NA,NA,NA,NA,NA,NA,NA,NA,NA,"92497","auto",NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-12-11 11:37:18-03","UFMG","BHCB","32912","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-12-11 11:37:18-03","UFMG","BHCB","31711","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-12-11 11:37:18-03","UFMG","BHCB","69581","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Tameirão Neto, E","3141",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Curvelo",NA,"-44.4308013916016","-18.7563991546631",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57661","auto",NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-12-11 11:37:18-03","UFMG","BHCB","54370","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Tameirão Neto, E","3141",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Curvelo",NA,"-44.4308013916016","-18.7563991546631",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57661","auto",NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-12-11 11:37:18-03","UFMG","BHCB","19940","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Cavalcanti, TB; et al.","208","1989","02","16","Southern America","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-12-11 11:37:18-03","UFMG","BHCB","21133","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Stehmann, JR","s.n.","1992","11","29","Southern America","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-12-11 11:37:18-03","UFMG","BHCB","27979","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-12-11 11:37:18-03","UFMG","BHCB","19931","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Cavalcanti, TB; et al.","258","1989","02","18","Southern America","Brasil","Minas Gerais","Gouveia",NA,"-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-12-11 11:37:18-03","UFMG","BHCB","19939","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Cavalcanti, TB; et al.","267","1989","02","18","Southern America","Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-12-11 11:37:18-03","UFMG","BHCB","19930","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Cavalcanti, TB; et al.","283","1989","02","22","Southern America","Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-12-11 11:37:18-03","UFMG","BHCB","19941","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Cavalcanti, TB; et al.","262","1989","02","18","Southern America","Brasil","Minas Gerais","Inimutaba",NA,"-44.3605995178223","-18.7292003631592",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23962","auto",NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-12-11 11:37:18-03","UFMG","BHCB","70158","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Gomes, BM","132",NA,NA,NA,"Southern America","Brasil","Minas Gerais","São Romão",NA,"-45.0694007873535","-16.3686008453369",NA,NA,NA,NA,NA,NA,NA,NA,NA,"79224","auto",NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-12-11 11:37:18-03","UFMG","BHCB","57469","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Stehmann, JR; Velten, SB; Fonseca, CC; Delgado, PCS; Goodwin, KL","2925","2001","02","14","Southern America","Brasil","Minas Gerais","Diamantina","APA Pau-de-Fruta - COPASA","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Subarbusto em campo sujo; pétalas lilás",NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-12-11 11:37:18-03","UFMG","BHCB","19933","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Cavalcanti, TB; et al.","244","1989","02","17","Southern America","Brasil","Minas Gerais","Diamantina","Datas.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-12-11 11:37:18-03","UFMG","BHCB","19932","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Cavalcanti, TB; et al.","197","1989","02","15","Southern America","Brasil","Minas Gerais","Diamantina","Datas.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-12-11 11:37:18-03","UFMG","BHCB","39034","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Januária","Distrito de Fabião.","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-12-11 11:37:18-03","UFMG","BHCB","40738","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Januária","Distrito de Fabião.","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-12-11 11:37:18-03","UFMG","BHCB","32961","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Sete Lagoas","EMBRAPA","-44.2467002868652","-19.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22227","auto",NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-12-11 11:37:18-03","UFMG","BHCB","23047","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Tameirão Neto, E","279","1990","11","21","Southern America","Brasil","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-12-11 11:37:18-03","UFMG","BHCB","23047","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Tameirão Neto, E","279","1990","11","21","Southern America","Brasil","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-12-11 11:37:18-03","UFMG","BHCB","40200","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Serro","Grota Seca. São Gonçalo do Rio das Pedras.","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-12-11 11:37:18-03","UFMG","BHCB","19934","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Cavalcanti, TB; et al.","245","1989","02","17","Southern America","Brasil","Minas Gerais","Diamantina","Inhaí.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-12-11 11:37:18-03","UFMG","BHCB","4003","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne",NA,"Grandi, TSM; et al.","1031","1982","06","02","Southern America","Brasil","Minas Gerais","Nova Lima","Morro do Chapéu","-43.8466987609863","-19.9855995178223",NA,NA,NA,"campo;herbáceo;medicinal:vias respiratórias;",NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA
