"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"161","2019-02-22 11:44:01-03","IPA","IPA","70072","S","Plantae","Plantae",NA,"Leguminosae-Caes.","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D. Dietr.","Rita Pereira; Maciel, J.R.","Rita Pereira; Ferreira, C.; Ferreira, C.","3081","2005","07","07","Southern America","Brasil","Rio Grande do Norte","Macau","Assentamento Venâncio Zacarias, local do Experimento manejo de caatinga. Solo arenoso","-36.6343994140625","-5.11499977111816",NA,"Arbusto ca. 2m; frutos imaturos verdes","IPA0070072",NA,NA,NA,"2005","08","08",NA,NA,NA,"39550","auto",NA,NA,NA,NA,NA,NA
"162","2019-07-26 11:40:07-03","IPA","IPA","26880","S","Plantae","Plantae",NA,"Leguminosae-Caes.","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D. Dietr.","Rita Pereira","Barreto, A.C.","26880","1975","01","30","Southern America","Brasil","Sergipe","Porto da Folha",NA,"-37.2783012390137","-9.91722011566162",NA,"Trepadeira?","IPA0026880",NA,NA,NA,"1982","02","11",NA,NA,NA,"57869","auto",NA,NA,NA,NA,NA,NA
"163","2019-08-27 13:29:14-03","IAP","PACA-AGP","92582","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Caesalpinaceae","Bauhinia","aff. pentandra","Bauhinia aff. pentandra","Vog.","A. C. Araújo","Ohlweiler, A. A.","25","1993","07","25",NA,"Brasil","MS","Corumbá","Fazenda Cáceres","-57.6533012390137","-19.0091991424561",NA,"60 a 90cm de altura e flores verdes. Inerme. HASU 2878. Habitat: cerrado aberto e campos","PACA092582",NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto","Magnoliatae",NA,NA,NA,NA,NA
"164","2020-12-20 21:17:09-03","UFV","VIC","4378","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Vogel ex Steud.","Cowan, R.S.","Irwin, H.S.","2538","1959","02","01",NA,"Brasil","Minas Gerais","Tupaciguara","53 Km W, estrada para Araporã, Cerrado. Solo areno-argiloso vermelho.","-48.7050018310547","-18.5921993255615",NA,"Arbusto ereto, moderadamente ramificado, c.a. de 1,50 - 2,0metros de altura. Corola e anteras bancas. Ocasional.","VIC004378","VIC004378",NA,NA,NA,NA,NA,NA,NA,NA,"41604","auto",NA,NA,NA,NA,NA,NA
"165","2020-12-20 21:17:09-03","UFV","VIC","017145","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr",NA,"Araujo Filho, O.; et al.","s.n.","1996","09","09",NA,"Brasil","Minas Gerais","Mocambinho","projeto jaíba",NA,NA,NA,"Árvore de 3 m de altura e 10 cm de CAP","VIC017145","VIC017145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-11-21 14:36:00-03","UFJF","CESJ","44401","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Vogel ex Steud.","V.C. Souza","V.C. Souza; J. Paula-Souza; A.R. Duarte; F.F. Mazine","14242","1997","03","16","América do Sul","Brasil","Mato Grosso do Sul","São Félix do Araguaia","Beira do Rio Araguaia, entre São Félix o Araguaia e o encontro com o Rio das Mortes. Praia do Gado. 130 m.s.m. 11º40'21,9S 50º40'14,3W.",NA,NA,NA,"Arbusto, até 1,6m alt. Filetes alvos. Vegetação herbácea próximo ao rio, sendo substituída por vegetação arbóreo-arbóreo-arbustiva em pontos mais distantes.","CESJ044401",NA,NA,NA,"1997","05","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-11-21 14:36:00-03","UFJF","CESJ","38607","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Vogel ex Steud.","A.M. Oliveira","A.M. Oliveira; J.R. Stehmann","13","2002","01","31","América do Sul","Brasil","Minas Gerais","Barão de Cocais","Picha do Cavalo, Mina Brucutu, CVRD 19º53'08S 43º26'10,9 W","-43.4872016906738","-19.94580078125",NA,"Arbórea com 2m de altura, em canga couraçada.","CESJ038607",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21378","auto",NA,NA,NA,NA,NA,NA
"168","2021-04-07 11:43:45-03","UFMS","CGMS","3044","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","A.M.S.F. Vaz","C.A. Conceição",NA,"1990","07","15",NA,"Brasil","Mato Grosso do Sul","Miranda","Rio Vermelho. Margem do rio, retiro da fazenda Xaraés.","-56.3783334","-20.2405555",NA,"Caesalpinioideae. Flor esverdeada e pouco vistosa. Caule escuro. Folha membranácea.","CGMS1015248",NA,"125","125",NA,NA,NA,"-56,3783334","-20,2405555",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-04-07 11:43:45-03","UFMS","CGMS","19769","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","A.L.B. Sartori; Juliano Rocha","G.M. Silva; A.L.B. Sartori;F.M. Alves","112","2007","05","10",NA,"Brasil","Mato Grosso do Sul","Mato Grosso do Sul",NA,NA,NA,NA,"Caesalpinioideae.","CGMS1049075",NA,NA,NA,"2016","12","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-04-07 11:43:45-03","UFMS","CGMS","28291","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","A. Pott; L.C.S. Magalhães","L.C.S. Magalhães; L.G. Escalante","333","2009","03","22",NA,"Brasil","Mato Grosso do Sul","Nioaque","Assentamento Andalucia.","-55.7513889","-20.7927777",NA,"Caesalpinioideae. Fruto marrom. Habitat: Floresta Estacional Decídua. Habito: Arbusto.","CGMS1057740",NA,"202","202","2012","03","19","-55,7513889","-20,7927777",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-04-07 11:43:45-03","UFMS","CGMS","28829","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","V.C. Souza","V.C. Souza; J.P. Souza; A.R. Duarte; F.F. Mazine","14242","1997","03","16",NA,"Brasil","Mato Grosso","São Félix do Araguaia","Beira do Rio Araguaia, entre São Félix do Araguaia e o encontro com o Rio das Mortes. Praia do Gado.","-50.6705556","-11.6727778",NA,"Caesalpinioideae. Filetes alvos. Habitat: Vegetação herbácea próximo ao rio, sendo substituipda por vegetação arbóreo-arbustiva em pontos mais distantes. Habito: Arbusto de até 1,60m de altura.","CGMS1058288",NA,"130","130","1997","05","29","-50,6705556","-11,6727778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-04-07 11:43:45-03","UFMS","CGMS","547","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","A.M.S.F. Vaz","C.A. Conceição","2098","1987","06","08",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Fazenda Nova Miranda.","-54.6463889","-20.4427777",NA,"Caesalpinioideae. Frutos tipo plano linear. Caule pouco ramificado.","CGMS1015251",NA,"532","532",NA,NA,NA,"-54,6463889","-20,4427777",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-04-07 11:43:45-03","UFMS","CGMS","28314","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","L.C.S.Magalhães","L.C.S. Magalhães; L.G. Escalante","356","2009","07","09",NA,"Brasil","Mato Grosso do Sul","Nioaque","Assentamento Andalucia.","-55.7513889","-20.7927777",NA,"Caesalpinioideae. Habitat: Floresta Estacional Decídua. Habito: Subarbusto.","CGMS1057763",NA,"202","202","2009","07","09","-55,7513889","-20,7927777",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-04-07 11:43:45-03","UFMS","CGMS","67881","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","D.N.S. Machado","G. Martinelli; E. Fernandez; C. Baez; T. Lima","18684","2015","05","30",NA,"Brasil","Mato Grosso","Barão de Melgaço","RPPN SESC Pantanal. Entre a margem do Rio Cuiabá e Posto Espírito Santo.","-56.2805556","-16.5886111",NA,"CaesalpinoideaeFlores com cálice verde, corola verde-claro. Frutos imaturos de cor verde. Folhas de cor verde, concolores. Estames verde-claros. Habitat: Campos arbustivos alagados e matas secas. Habito: Arbusto com ramos escandentes","CGMS1100840",NA,"130","130","2015","08","11","-56,2805556","-16,5886111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-04-07 11:43:45-03","UFMS","CGMS","7502","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","G.M. Silva","L.R.H. Bicudo; C.J. Campos; S.B. Barbosa","24","1998","10","12",NA,"Brasil","São Paulo","Castilho","Usina de Jupiá. Estrada para Estação de Piscicultura da CESP, a cerca de 300m da margem do rio Paraná.","-51.6138889","-20.7866666",NA,"Caesalpinioideae. Frutos verdes. Habitat: Brejo. Habito: 2,50m de altura.","CGMS1015246",NA,NA,NA,"2008","04","04","-51,6138889","-20,7866666",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-04-07 11:43:45-03","UFMS","CGMS","8687","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","R.S. Arruda","R.S. de Arruda",NA,"1999","08","03",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Xaraés.","-57.6533333","-19.0091667",NA,"Caesalpinioideae.","CGMS1015245",NA,"118","118","2000","04","04","-57,6533333","-19,0091667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-04-07 11:43:45-03","UFMS","CGMS","8688","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","R.S. Arruda","R.S. de Arruda",NA,"1999","05","04",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Sagrado.","-57.0402777","-19.4286111",NA,"Caesalpinioideae.","CGMS1015244",NA,NA,NA,"2000","04","05","-57,0402777","-19,4286111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-04-07 11:43:45-03","UFMS","CGMS","27208","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.",NA,"G.A. Damasceno-Junior; V.R. Maria; J. Batilani; A. Pott; J. Velasques","3757","2005","09","05",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Santa Laura - afloramento rochoso.","-56.5461111","-20.9733334",NA,"Caesalpinioideae. Habitat: Afloramento rochoso. Morro. Habito: Árvore. 3,00m de altura.","CGMS1056645",NA,"433","433",NA,NA,NA,"-56,5461111","-20,9733334",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-04-07 11:43:45-03","UFMS","CGMS","52401","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.",NA,"G.A. Damasceno-Junior; J. Batilani; J. Velasques","4213","2005","12","16",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Santa Laura.","-56.7505556","-20.7847222",NA,"Caesalpinioideae. Flor branca. Habitat: Afloramento rochoso. Relevo topo de morro. Habito: Arbusto. 4,00 m de altura.","CGMS1082375",NA,"470","470",NA,NA,NA,"-56,7505556","-20,7847222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-04-07 11:43:45-03","UFMS","CGMS","29313","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","A. Pott; L.C.S. Magalhães","L.C.S. Magalhães; L.G. Escalante","454","2009","07","22",NA,"Brasil","Mato Grosso do Sul","Nioaque","Assentamento Andalucia.","-55.7513889","-20.7927777",NA,"Caesalpinioideae. Fruto marrom. Habitat: Floresta Estacional Decídua. Habito: Arbusto. 2,30m de altura.","CGMS1058774",NA,"202","202","2012","03","19","-55,7513889","-20,7927777",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-04-07 11:43:45-03","UFMS","CGMS","28166","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","A.L.B. Sartori","L.C.S. Magalhães; T.S. Amaral","208","2009","01","09",NA,"Brasil","Mato Grosso do Sul","Nioaque","Assentamento Andalucia.","-55.7513889","-20.7927777",NA,"Caesalpinioideae. Fruto marrom Habitat: Floresta Estacional Decídua. Habito: Arbusto de 3m","CGMS1057612",NA,"202","202","2012","08","06","-55,7513889","-20,7927777",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-04-07 11:43:45-03","UFMS","CGMS","38796","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","R.H.Silva","R.H. Silva; E. Tameirão; E.L. Siqueira","913","2013","01","23",NA,"Brasil","Mato Grosso do Sul","Corumbá","Afloramento rochoso.","-57.6166667","-19.2838889",NA,"Caesalpinioideae. Flor branca. Fruto ausente. Habitat: Afloramento rochoso. Bancada laterítica. Relevo com elevações. Plano. Habito: Arbusto.","CGMS1068187",NA,"130","130","2013","01","23","-57,6166667","-19,2838889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-04-07 11:43:45-03","UFMS","CGMS","10299","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","R.S. Arruda","R.S. de Arruda",NA,"1999","07","11",NA,"Brasil","Mato Grosso do Sul","Mato Grosso do Sul","Rio Vermelho.",NA,NA,NA,"Caesalpinioideae.","CGMS1039587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-04-07 11:43:45-03","UFMS","CGMS","15860","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","A. Pott","L.E.A.M. Lescano; G.P. Nunes; D.K. Noguchi","99","2005","01","13",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Estrada 8.","-57.6475","-21.7111111",NA,"Caesalpinioideae. Fruto verde. Fruto aberto,Folhas discolores. Habitat: Beira de estrada. Habito: Arbustivo.","CGMS1045365",NA,NA,NA,NA,NA,NA,"-57,6475","-21,7111111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2021-04-07 11:43:45-03","UFMS","CGMS","11910","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","G.M. Silva","R.S. de Arruda","106","1999",NA,NA,NA,"Brasil","Mato Grosso do Sul","Corumbá","Capão 55.","-57.6533333","-19.0091667",NA,"Caesalpinioideae. Frutos presentes. Habitat: Capão. Habito: Arbusto.","CGMS1041262",NA,"118","118","2008","09","19","-57,6533333","-19,0091667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-04-07 11:43:45-03","UFMS","CGMS","57101","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","V.J. Pott","V.J. Pott; E. Scremin-Dias; A. Pott","8122","2005","09","04",NA,"Brasil","Mato Grosso do Sul","Bodoquena","Fazenda Remanso, 10Km sul da sede, Parque Nacional da Serra da Bodoquena.","-56.7497222","-20.89",NA,"Caesalpinioideae. Flor ausente. Fruto castanho. Habitat: Afloramento rochoso de calcário dolomítico, seco. Solo litólico, calcário. Relevo plano em vale. Frequente. Habito: Arbusto. 3-4m de altura.","CGMS1087019",NA,"390","390",NA,NA,NA,"-56,7497222","-20,89",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-04-07 11:43:45-03","UFMS","CGMS","4733","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","U.M. Resende","U.M. Resende","848","1993","06","10",NA,"Brasil","Mato Grosso do Sul","Corumbá","Margem da estrada Parque Abobral.","-57.6533333","-19.0091667",NA,"Caesalpinioideae. Flor branca.","CGMS1015247",NA,"118","118","1993","11","11","-57,6533333","-19,0091667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-04-07 11:43:45-03","UFMS","CGMS","11078","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.",NA,"G.A. Damasceno-Junior; J.S. Velasques; I.M. Bortolotto; R.V. Ávila","2891","2002","05","13",NA,"Brasil","Mato Grosso do Sul","Corumbá","Baía do Castelo, paredão de cactáceas.","-57.5805556","-18.8830556",NA,"Caesalpinioideae. Fruto verde. Doação COR. Expedição com o Globo Rural. Habitat: Mata decídua. Solo litólico calcáreo. Morro. Habito: Árvore. 8,00m de altura.","CGMS1040390",NA,NA,NA,NA,NA,NA,"-57,5805556","-18,8830556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-04-07 11:43:45-03","UFMS","CGMS","37049","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","F. J. F. Matos; L. Loureiro; T. S. Silva; W. A. Silva","A. R. Freitas; F. J. F. Matos; L. Loureiro; T. S. Silva; W. A. Silva","16","2012","12","15",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Fazenda Rolândia.","-55.7333333","-20.3669445",NA,"Caesalpinioideae. Flor verde. Folhas com abertura para fora. Habitat: Cerrado. Relevo: plano. Habito: Arbusto. 2,50 m de altura.","CGMS1066457",NA,NA,NA,"2013","01","18","-55,7333333","-20,3669445",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2021-04-07 11:43:45-03","UFMS","CGMS","3012","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","G.M. Silva","C.A. Conceição","2621","1990","05","22",NA,"Brasil","Mato Grosso do Sul","Corumbá","Passo do Lontra.","-56.9666667","-18.4333333",NA,"Caesalpinioideae. Flor pouco vistosa. Fruto plano linear Habitat: Área seca. Habito: Arbusto. 1,00-2,00m de altura.","CGMS1015249",NA,NA,NA,"2008","09","19","-56,9666667","-18,4333333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2021-04-07 11:43:45-03","UFMS","CGMS","30786","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","M.V. Martins","M.V. Martins; C.A. Polido; V.A. Assunção","224","2010","11","18",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Morraria, BR-173.","-57.6166667","-21.7202778",NA,"Caesalpinioideae. Fruto marrom. Habitat: Cerrado. Habito: Árvore. 3,00m de altura.","CGMS1060199",NA,NA,NA,"2010","11","18","-57,6166667","-21,7202778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-04-07 11:43:45-03","UFMS","CGMS","25189","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.",NA,"R.S. de Arruda",NA,"1999","11",NA,NA,"Brasil","Mato Grosso do Sul","Miranda","Capão 29. Torre.","-57.0011111","-19.5511111",NA,"Caesalpinioideae.","CGMS1054611",NA,NA,NA,NA,NA,NA,"-57,0011111","-19,5511111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2021-04-07 11:43:45-03","UFMS","CGMS","78572","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","V. J. Pott & A. Pott","A. Pott; O.C. de Souza","5489","1990","02","08",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Firme, aterro da estrada MS 228, Nhecolandia, Pantanal.","-57.05","-19.2333333",NA,"Caesalpiniaceae. Flor creme-amarela. Fruto castanho. CPAP - 7539. Habitat: Rudereto viario, vegetação secundaria (capoeira). Solo arenoso. Relevo plano convexo. Habito: Arbusto a arvoreta, 2-5 m de altura. Frequente.","CGMS1111583",NA,"87","87",NA,NA,NA,"-57,05","-19,2333333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2021-04-07 11:43:45-03","UFMS","CGMS","28777","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","V.J. Pott; ! R.R. Silva","V.J. Pott; L.C.P. Lima","4900","2001","09","14",NA,"Brasil","Mato Grosso","Poconé","Morro do Caracará, lado leste, Parque Nacional do Pantanal.","-57.4477777","-17.85",NA,"Caesalpinioideae. Flor esverdeada. Habitat: Campo rupestre. Solo argiloso entre afloramento rochoso. Relevo de encosta íngreme. Ocasional. Habito: Arbusto. 2,00 -3,00 m de altura.","CGMS1058235",NA,NA,NA,"2006","04","10","-57,4477777","-17,85",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2021-04-07 11:43:45-03","UFMS","CGMS","57100","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","A. Pott","A. Pott; V.J. Pott; S.N. Moreira","15988","2010","05","23",NA,"Brasil","Mato Grosso do Sul","Bonito","Retiro do Ruivo, próximo ao Córrego Taquaral, Fazenda América, bacia do Rio Formoso, Serra da Bodoquena.","-56.6002778","-21.1708334",NA,"Caesalpinioideae. Flor ausente. Habito: Arbusto. 2,50 m de altura. Esparsa.","CGMS1087018",NA,"415","415",NA,NA,NA,"-56,6002778","-21,1708334",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2021-04-07 11:43:45-03","UFMS","CGMS","2417","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","A.M.S.F. Vaz","C.A. Conceição","1562",NA,NA,NA,NA,"Brasil","Mato Grosso do Sul","Corumbá","Área aberta. Solo seco em campo. Freqüente.","-57.6533333","-19.0091667",NA,"Caesalpinioideae. Flor verde. Frutos plano deiscente. Habitat: Área aberta.Freqüente.Solo seco em campo. Habito: Arbusto. 1,00-2,00m de altura.","CGMS1015250",NA,"118","118",NA,NA,NA,"-57,6533333","-19,0091667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-04-07 11:43:45-03","UFMS","CGMS","78573","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.",NA,"V.J. Pott; N.C. Bueno & A. Arantes","1468","1990","07","09",NA,"Brasil","Mato Grosso do Sul","Corumbá","Rua 21 De Setembro, Proximo Aos Trilhos (lado para Embrapa).","-57.65","-19.0166667",NA,"Caesalpiniaceae. Flor branca. Chá das folhas para diabete. CPAP - 7910. Habitat: Ruderal - terreno baldio. Solo calcário. Relevo plano. Habito: Arbusto 2,30 m de altura. Ocasional.","CGMS1111584",NA,"140","140",NA,NA,NA,"-57,65","-19,0166667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2021-04-07 11:43:45-03","UFMS","CGMS","11073","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.",NA,"G.A. Damasceno-Junior; V.J. Pott; I.H. Ishii; E.M. Assis","2294","2001","05","04",NA,"Brasil","Mato Grosso","Poconé","Morro do Caracará (ilha fluvial). Parque Nacional do Pantanal.","-57.4480555","-17.8505556",NA,"Caesalpinioideae. Doação do COR. Habitat: Mata decídua, transição para área inundável. Solo litólico. Relevo Morro. Habito: Arvoreta.","CGMS1040385",NA,NA,NA,NA,NA,NA,"-57,4480555","-17,8505556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2021-04-07 11:43:45-03","UFMS","CGMS","25804","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","G.M. Silva","V.J. Pott; A. Pott","1259","1990","01","06",NA,"Brasil","Mato Grosso do Sul","Aquidauana","BR-262, Km 466, Serra de Maracaju_ Beira de Estrada.","-55.65","-20.5",NA,"Caesalpinioideae. Fruto marrom. Habitat: Vegetação secundaria de cerrado, solo areno-argiloso, relevo plano. Habito: Arbustivo. 2,50 m de altura. Muito frequente.","CGMS1055230",NA,"370","370","2008","10","23","-55,65","-20,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2021-04-07 11:43:45-03","UFMS","CGMS","29311","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","A.L.B. Sartori","L.C.S. Magalhães; L.G. Escalante","451","2009","07","22",NA,"Brasil","Mato Grosso do Sul","Nioaque","Assentamento Andalucia.","-55.7513889","-20.7927777",NA,"Caesalpinioideae. Flor creme. Habitat: Floresta Estacional Decídua. Habito: Arbusto. 1,30m de altura.","CGMS1058772",NA,"202","202","2012","08","06","-55,7513889","-20,7927777",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2021-04-07 11:43:45-03","UFMS","CGMS","78571","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.",NA,"A. Pott; L. Parron, R.A. Mauro, A. Amaral & W. Carvalho","4842","1989","05","23",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Vale da Esperança, Jacadigo.","-57.5333333","-19.4833333",NA,"Caesalpiniaceae. Fruto castanho. Ponto 27. CPAP - 6158. Habitat: Bosque chaqueado. cf. planossolo solódico. Relevo plano. Habito: Arbusto 1-2 m de altura. Frequente.","CGMS1111582",NA,"90","90",NA,NA,NA,"-57,5333333","-19,4833333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2021-04-07 11:43:45-03","UFMS","CGMS","30448","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","F. Matos-Alves","F. Matos-Alves; L.C.S. Magalhães","608","2010","12","14",NA,"Brasil","Mato Grosso do Sul","Nioaque","Assentamento Andalucia.","-55.7375","-20.8011111",NA,"Caesalpinioideae. Flor branca. Habitat: Área de Chaco. Savana estépica arborizada preservada. Habito: Arbusto. 1,50m de altura.","CGMS1059857",NA,NA,NA,"2010","12","16","-55,7375","-20,8011111",NA,NA,NA,NA,NA,NA,NA,NA,NA
