"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","dayIdentified","infraspecificEpithet","class","relatedCatalogItem","fieldNumber"
"110","2021-01-17 13:47:17-03","MN","R","215125","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Vianna-Filho, M.D.M.","2008","03","Carrijo, T.T. 1334; Monteiro, D.; Machado, A.F.P. & Vianna-Filho, M.D.M.","2008","03","26","Brasil","Espírito Santo","Espírito Santo","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010024935,R010024936,R010024937",NA,NA,NA,NA,"26",NA,NA,NA,NA
"111","2021-01-17 13:47:17-03","MN","R","215126","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Vianna-Filho, M.D.M.","2008","03","Carrijo, T.T. 1335; Monteiro, D.; Machado, A.F.P. & Vianna-Filho, M.D.M.","2008","03","26","Brasil","Espírito Santo","Espírito Santo","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010024966",NA,NA,NA,NA,"26",NA,NA,NA,NA
"112","2021-01-17 13:47:17-03","MN","R","215127","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Vianna-Filho, M.D.M.","2008","03","Carrijo, T.T. 1337; Monteiro, D.; Machado, A.F.P. & Vianna-Filho, M.D.M.","2008","03","26","Brasil","Espírito Santo","Espírito Santo","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010024964,R010024965",NA,NA,NA,NA,"26",NA,NA,NA,NA
"113","2021-01-17 13:47:17-03","MN","R","215128","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Vianna-Filho, M.D.M.","2008","03","Carrijo, T.T. 1336; Monteiro, D.; Machado, A.F.P. & Vianna-Filho, M.D.M.","2008","03","26","Brasil","Espírito Santo","Espírito Santo","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010024963",NA,NA,NA,NA,"26",NA,NA,NA,NA
"114","2021-01-14 15:31:51-03","MN","R","39160","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Ule, E.H.G.","1891","12","15","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-02-08 19:35:00-03","MN","R","39169","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Angel, L.Q.",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-01-14 15:31:51-03","MN","R","39219","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, J.P.P.; Vianna-Filho, M.D.M.; Pederneiras, L.C. & Machado, A.F.P","2006","06","Sampaio, A.J.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"740",NA,NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA
"117","2021-01-17 13:47:17-03","MN","R","54215","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Vianna-Filho, M.D.M.","2006","06","Palacios, M.A. 3012; Balegno, B. & Cuezo, A.R.","1948","12","05","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Herbario del Instituto Miguel Lillo. Universidad Nacional de Tucuman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-01-17 13:47:17-03","MN","R","54216","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Vianna-Filho, M.D.M.","2006","06","Palacios, M.A. 3035; Balegno, B. & Cuezo, A.R.","1948","12","05","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Herbario del Instituto Miguel Lillo. Universidad Nacional de Tucuman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-01-14 15:31:51-03","MN","R","56206","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Vianna-Filho, M.D.M.","2006","06","Galvão, F.R.","1881","02","27","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Gabinete de Botânica da Escola Polytechnica; Herb. J. de Saldanha",NA,"5523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-01-17 13:47:17-03","MN","R","56210","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Galvão, F.R. 5402; Varella","1879","10","05","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Gabinete de Botânica da Escola Polytechnica; Herb. J. de Saldanha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-02-08 19:35:00-03","MN","R","58476","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Vianna-Filho, M.D.M.","2006","06","Lima, M.",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-01-17 13:47:17-03","MN","R","215119","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Machado, A.F.P. 942 B; Carrijo, T.T. et al","2008","05",NA,"Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,"23813",NA,NA,"auto",NA,NA,NA,"R010024975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-01-14 15:31:51-03","MN","R","215120","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Machado, A.F.P.","2008","08","23","Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,"23813",NA,NA,"auto","643",NA,NA,"R010024974",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-02-08 19:35:00-03","MN","R","215130","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, J.P.P.; Machado, A.F.P. & Vianna-Filho, M.D.M.","2006","02","Araújo, L.M.","2006","01","26","Brasil","Minas Gerais","Ervália",NA,"-42.6571998596191","-20.8400001525879",NA,NA,"19783",NA,NA,"auto","s.n.",NA,NA,"R010024893",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-02-08 19:35:00-03","MN","R","215131","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, J.P.P.; Machado, A.F.P. & Vianna-Filho, M.D.M.",NA,NA,"Araújo, L.M.","2006","01","26","Brasil","Minas Gerais","Ervália",NA,"-42.6571998596191","-20.8400001525879",NA,NA,"19783",NA,NA,"auto","s.n.",NA,NA,"R010024891",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-01-17 13:47:17-03","MN","R","139546","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, J.P.P.","1977","04","Martinelli, G. 67; Byington, R.","1973","09","29","Brasil","Rio de Janeiro","Angra dos Reis",NA,"-44.3180999755859","-23.0067005157471",NA,NA,"32988",NA,NA,"auto",NA,NA,NA,NA,NA,"10","10",NA,"25",NA,NA,NA,NA
"127","2021-01-14 15:31:51-03","MN","R","39175","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Velloso, H.P.","1941","12","Sampaio, A.J.",NA,NA,NA,"Brasil","Rio de Janeiro","Cambuci",NA,"-41.9110984802246","-21.5753002166748",NA,NA,"29128",NA,NA,"auto","3303",NA,NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA
"128","2021-01-14 15:31:51-03","MN","R","171263","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Velloso, H.P.","1941","12","Sampaio, A.J.","1920","06",NA,"Brasil","Rio de Janeiro","Cambuci",NA,"-41.9110984802246","-21.5753002166748",NA,NA,"29128",NA,NA,"auto","3305",NA,NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA
"129","2021-02-08 19:35:00-03","MN","R","39218","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Schreiner",NA,NA,NA,"Brasil","Rio de Janeiro","Cantagalo",NA,"-42.3680992126465","-21.9811000823975",NA,NA,"33898",NA,NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-02-08 19:35:00-03","MN","R","58479","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Vianna-Filho, M.D.M.","2006","06","Passarelli, A.","1938","10",NA,"Brasil","Rio de Janeiro","Duque de Caxias",NA,"-43.3116989135742","-22.7856006622314",NA,NA,"34388",NA,NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-01-17 13:47:17-03","MN","R","203856","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Vieira, C.M.","1998","02","Vieira, C.M. 1197; Gurken, L.C. & d'Arc, J.","1998","01","12","Brasil","Rio de Janeiro","Magé",NA,"-43.040599822998","-22.6527996063232",NA,NA,"20531",NA,NA,"auto",NA,NA,NA,NA,NA,"100","100",NA,NA,NA,NA,NA,NA
"132","2021-01-15 14:42:19-03","MN","R","113113","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Vianna-Filho, M.D.M.","2006","06","Vidal, J.","1952","10","30","Brasil","Rio de Janeiro","Magé",NA,"-43.040599822998","-22.6527996063232",NA,NA,"20531",NA,NA,"auto","II - 4885",NA,NA,NA,NA,"720","720",NA,NA,NA,NA,NA,NA
"133","2021-01-17 13:47:17-03","MN","R","183092","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, J.P.P.","1984","11","Silva, J.G. 605; Costa, J.A.F. & Cardoso, J.","1984","09","19","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,"20726",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-01-14 15:31:51-03","MN","R","203770","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, J.P.P.",NA,NA,"Machado, A.F.P.","2004","01","30","Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,"33190",NA,NA,"auto","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-01-17 13:47:17-03","MN","R","215129","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Vieira, C.M.","1997","12","Vieira, C.M. 1147; Gurken, L.C.; Ganim, R. & Vicente","1997","12","01","Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,"36524",NA,NA,"auto",NA,NA,NA,"R010024905",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-01-17 13:47:17-03","MN","R","215118","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Vieira, C.M.","1997","12","Vieira, C.M. 1016; Gurken, L.C. & Ganim, R.","1997","11","10","Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,"36524",NA,NA,"auto",NA,NA,NA,"R010024952,R010024953",NA,"800","800",NA,NA,NA,NA,NA,NA
"137","2021-01-17 13:47:17-03","MN","R","203857","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, J.P.P.","2004",NA,"Vieira, C.M. 1017; Gurken, L.C. & Ganim, R.","1997","11","10","Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,"36524",NA,NA,"auto",NA,NA,NA,NA,NA,"800","800",NA,NA,NA,NA,NA,NA
"138","2021-01-14 15:31:51-03","MN","R","137449","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, J.P.P.","1978","04","Laclette, P.P.H.","1977","01","22","Brasil","Rio de Janeiro","Rio Bonito",NA,"-42.6096992492676","-22.7085990905762",NA,NA,"20195",NA,NA,"auto","287",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA
"139","2021-01-14 15:31:51-03","MN","R","137448","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, J.P.P.","1978","04","Laclette, P.P.H.","1977","01","22","Brasil","Rio de Janeiro","Rio Bonito",NA,"-42.6096992492676","-22.7085990905762",NA,NA,"20195",NA,NA,"auto","289",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA
"140","2021-01-14 15:31:51-03","MN","R","137447","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, J.P.P.","1978","04","Laclette, P.P.H.","1977","01","22","Brasil","Rio de Janeiro","Rio Bonito",NA,"-42.6096992492676","-22.7085990905762",NA,NA,"20195",NA,NA,"auto","288",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA
"141","2021-02-08 19:35:00-03","MN","R","39168","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"s.col.",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-01-17 13:47:17-03","MN","R","54213","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Vianna-Filho, M.D.M.","2006","06","Palacios, M.A. 2823; Balegno, B. & Cuezo, A.R.","1948","12","02","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,"Herbario del Instituto Miguel Lillo. Universidad Nacional de Tucuman","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-01-17 13:47:17-03","MN","R","215123","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Pederneiras, L.C.","2008","07","Pederneiras, L.C. 471; Vianna-Filho, M.D.M.","2008","07","14","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,"auto",NA,NA,NA,"R010024970",NA,NA,NA,NA,"14",NA,NA,NA,NA
"144","2021-01-17 13:47:17-03","MN","R","215124","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Pederneiras, L.C.","2008","07","Pederneiras, L.C. 472; Vianna-Filho, M.D.M.","2008","07","14","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,"auto",NA,NA,NA,"R010024969",NA,NA,NA,NA,"14",NA,NA,NA,NA
"145","2021-01-14 15:31:51-03","MN","R","206412","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, P.","2005","12","Pederneiras, L.C.","2005","12","20","Brasil","Rio de Janeiro","São Pedro da Aldeia",NA,"-42.1027984619141","-22.8391990661621",NA,NA,"20879",NA,NA,"auto","189",NA,NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA
"146","2021-01-14 15:31:51-03","MN","R","206411","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, P.","2005","12","Pederneiras, L.C.","2005","12","20","Brasil","Rio de Janeiro","São Pedro da Aldeia",NA,"-42.1027984619141","-22.8391990661621",NA,NA,"20879",NA,NA,"auto","188",NA,NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA
"147","2021-01-14 15:31:51-03","MN","R","206410","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, P.","2005","12","Pederneiras, L.C.","2005","12","20","Brasil","Rio de Janeiro","São Pedro da Aldeia",NA,"-42.1027984619141","-22.8391990661621",NA,NA,"20879",NA,NA,"auto","187",NA,NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA
"148","2021-01-17 13:47:17-03","MN","R","207241","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, J.P.P.","2004",NA,"Farney, C. 4436; Gomes, J.C. & Resende, G.S.Z.","2001","12","03","Brasil","Rio de Janeiro","São Pedro da Aldeia",NA,"-42.1027984619141","-22.8391990661621",NA,NA,"20879",NA,"Programa Zona Costeira","auto",NA,NA,NA,NA,NA,"280","280",NA,NA,NA,NA,NA,NA
"149","2021-01-17 13:47:17-03","MN","R","215601","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Vianna-Filho, M.D.M.","2010","08","Moura, R. 777; Santos, M.A.L.","2008","12",NA,"Brasil","Rio de Janeiro","Sapucaia",NA,"-42.9143981933594","-21.9950008392334",NA,NA,"27567",NA,NA,"auto",NA,NA,NA,"R010024889,R010024890",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-01-15 14:42:19-03","MN","R","113116","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Vianna-Filho, M.D.M.","2006",NA,"Vidal, J.","1952","12","27","Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,"38539",NA,NA,"auto","II - 5794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-01-14 15:31:51-03","MN","R","39176","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Velloso, H.P.","1941","12","Sampaio, A.J.","1917","05",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,"38539",NA,NA,"auto","2694",NA,NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA
"152","2021-01-14 15:31:51-03","MN","R","72204","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, J.P.P.","1974","08","Carauta, J.P.P.","1959","09","27","Brasil","Rio de Janeiro","Rio de Janeiro","Copacabana","-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,"Mich Neg. No. 2248","auto","95",NA,NA,NA,NA,NA,NA,NA,"03",NA,NA,NA,NA
"153","2021-01-14 15:31:51-03","MN","R","126502","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, J.P.P.","1972","05","Mello Filho, L.E.","1957","05","18","Brasil","Rio de Janeiro","Rio de Janeiro","Grajaú","-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,"auto","1316",NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA
"154","2021-01-14 15:31:51-03","MN","R","29186","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, J.P.P.","1974","08","Lutz, B.M.J.","1932","09","26","Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes","-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,"auto","820",NA,NA,NA,NA,NA,NA,NA,"03",NA,NA,NA,NA
"155","2021-01-14 15:31:51-03","MN","R","29615","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, J.P.P.","1974","08","Lutz, B.M.J.","1935","12","08","Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes","-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,"auto","555",NA,NA,NA,NA,NA,NA,NA,"03",NA,NA,NA,NA
"156","2021-01-17 13:47:17-03","MN","R","117440","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, J.P.P.","1972","05","Trinta, Z.A. 1343; Trinta, E.F.; Santos, E. & Sacco, J.","1968","02","05","Brasil","Rio de Janeiro","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA
"157","2021-01-14 15:31:51-03","MN","R","216607","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Filho, M.D.M.V.","2011",NA,"Silva, A.G.O.","2011","10","09","Brasil","Rio de Janeiro","Duque de Caxias","Taquara","-43.3116989135742","-22.7856006622314","43°13#?#34.65#?##?#W","22°32#?#20.58#?#S","34388",NA,NA,"auto","216",NA,NA,NA,NA,"264","264",NA,NA,NA,NA,NA,NA
"158","2021-02-08 19:35:00-03","MN","R","39163","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"s.col.","1886",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-01-17 13:47:17-03","MN","R","39142","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Velloso, H.P.","1941","12","Brade, A.C.",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,"auto","9",NA,NA,NA,NA,NA,NA,NA,"24",NA,NA,NA,NA
"160","2021-01-14 15:31:51-03","MN","R","126504","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, J.P.P.","1972","05","Dyer, E.","1957","06","09","Brasil","Rio de Janeiro","Rio de Janeiro","Urca","-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,"auto","8",NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA
"161","2021-01-14 15:31:51-03","MN","R","126503","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, J.P.P.","1972","05","Andrade, A.G.","1957","06","09","Brasil","Rio de Janeiro","Rio de Janeiro","Urca","-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,"auto","9",NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA
"162","2015-07-02 14:55:35-03","JBP","HPL","5232","S","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","V.C. Souza","2012","06","H. Lorenzi","2002","02","13","Brasil","MG","Piquete","Coletada na estrada entre Piquete e Itajuba.",NA,"-22.574694","45° 12,' 54,4 W","22° 34' 28,9 S",NA,NA,NA,NA,"3116",NA,NA,NA,NA,"1200","1200",NA,"18",NA,NA,NA,NA
"163","2015-07-02 14:42:44-03","JBP","HPL","5231","S","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","V.C. Souza","2012","06","H. Lorenzi","2002","02","13","Brasil","MG","Piquete","Estrada entre Piquete e Itajubá-MG a 1200m.s.m.",NA,"-22.574694","45° 12,' 54,4 W","22° 34' 28,9 S",NA,NA,NA,NA,"3115",NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA
"164","2016-02-02 14:38:37-02","BGBM","B","B 10 0299871","S","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Emrich-Rambo",NA,NA,"Pivetta","1956","01","24","Brazil",NA,NA,"RGS, Horizontina.",NA,NA,NA,NA,NA,NA,"Habitat: In silva. <a href=http://herbarium.bgbm.org/object/B100299871 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"1213","Middle and South America",NA,"B100299871","B100299871",NA,NA,NA,NA,NA,NA,NA,NA
"165","2016-02-02 14:38:37-02","BGBM","B","B 10 0299870","S","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Emrich-Rambo",NA,NA,"B. Rambo","1949","07","07","Brazil",NA,NA,"RGS, Pareci p. Montenegro. in silva primaeva.",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100299870 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,"B100299870","B100299870",NA,NA,NA,NA,NA,NA,NA,NA
"166","2016-02-02 14:38:37-02","BGBM","B","B 10 0299869","S","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100299869 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"2150","Middle and South America",NA,"B100299869","B100299869",NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-08-27 13:33:51-03","IAP","PACA-AGP","60612","PreservedSpecimen","Plantae","Magnoliophyta","Urticales","Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Emrich-Rambo","1957","05","Camargo, O. R.","1957","05","08","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,"19545",NA,"Habitat: in silva Fenofase: estéril","auto","1431",NA,NA,"PACA060612",NA,NA,NA,NA,"19",NA,"Magnoliatae",NA,NA
