"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","class","typeStatus","dayIdentified","fieldNumber","relatedCatalogItem"
"47","2020-12-11 11:42:14-03","UFMG","BHCB","152277","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs",NA,NA,NA,"Giacomin, LL; Machado, TM; Souza, FS","1242","2011","02","09","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, às margens do corrego do Calçado, acesso pelo Tecnotruta.","-41.740194","-20.465639","-41.740194","-20.465639",NA,"1150","1150",NA,"Arbusto ereto, em solo arenoso, sobre afloramento granítico. Frutos verdes.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:42:14-03","UFMG","BHCB","19593","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs",NA,NA,NA,"Leoni, LS","s.n.","1992","02","01","Brasil","Minas Gerais","Araponga","Serra da Araponga. Fazenda Neblina","-42.483333","-20.716667","-42.483333","-20.716667",NA,"1300","1300",NA,"Cresce em área perturbada, próximo à borda da mata de encosta.&nf;Subarbusto, ereto, com aproximadamente 1,5m de altura; Caule e ramos flexíveis; Frutos imaturos, do tipo baga, de coloração brancacento, com listras de cor verde.",NA,"Southern America",NA,"BHCB002625","BHCB002625",NA,NA,NA,NA,NA
"49","2020-12-11 11:42:14-03","UFMG","BHCB","170611","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs",NA,"2014",NA,"Salviani, ER","1109","2000","02","02","Brasil","Rio de Janeiro","Paraty","Caminho entre Paraty - Cunha","-44.7131004333496","-23.2178001403809",NA,NA,"34470",NA,NA,NA,"Arbusto, lenhoso, inflorescência longa e pendente. Flores sépalas brancas com pétalas violetas. Frutos verdes.","auto","Southern America",NA,"BHCB015279",NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:42:14-03","UFMG","BHCB","84898","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs",NA,NA,NA,"Leoni, LS","5222","2002","12","03","Brasil","Minas Gerais","Fervedouro","Parque Estadual do Brigadeiro","-42.2789001464844","-20.7255992889404",NA,NA,"20038","1300","1300",NA,"Subarbusto, ca. 40-60cm; corola de cor roxa quando nova e amarelada quando velha","auto","Southern America",NA,"BHCB002624","BHCB002624",NA,NA,NA,NA,NA
"51","2011-06-27 08:42:00-03","MO","MOBOT","470138","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.",NA,NA,NA,"F. Sellow","Sellow s.n.","1814",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","33797",NA,"Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","L. Bohs/VI-2012",NA,NA,"A. M. Amorim; et al","7157","2008","02","16","Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas","-40.481944","-20.3025","40W28'55","20S18'9",NA,NA,NA,NA,"Arbusto ca. 3m alt. Frutos imaturos verdes. Material prensado em álcool.",NA,NA,NA,"MBML033797",NA,NA,NA,NA,NA,NA
"53","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","38933",NA,"Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","L. Bohs/VI-2012",NA,NA,"L. Kollmann; A.M.Amorim & L.Daneu","11523","2009","04","09","Brasil","Espírito Santo","Castelo","Floresta Ombrófila Densa Montana.","-41.075","-20.5175","41W4'30","20S31'3",NA,NA,NA,NA,"Arbusto 1,5m na sombra, frutos verdes.",NA,NA,NA,"MBML038933",NA,NA,NA,NA,NA,NA
"54","2020-12-28 10:31:34-03","ICAUFMG","MCCA","1344","S","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs",NA,NA,NA,"FONSECA, R.S.","841","2010","11","29","Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541","-428586111.0","-208019444.0","13937",NA,NA,NA,NA,"auto",NA,NA,"MCCA01488","MCCA01488",NA,NA,NA,NA,NA
"55","2020-12-28 10:31:34-03","ICAUFMG","MCCA","1339","S","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs",NA,NA,NA,"FONSECA, R.S.","60","2009","03","21","Brasil","Minas Gerais","Viçosa","Estação de Pesquisas, Treinamento e Educação Ambiental Mata do Paraíso. Em área parcialmente sombreada, na Trilha da Pesquisa","-42.8819007873535","-20.7539005279541","-428586111.0","-208019444.0","13937",NA,NA,NA,NA,"auto",NA,NA,"MCCA01483","MCCA01483",NA,NA,NA,NA,NA
"56","2018-10-05 13:28:16-03","UFLA","ESAL","15477","S","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs",NA,NA,NA,"Fontes, MAL","106",NA,NA,NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,"30417","1450","1450",NA,"arbusto; 3,0; ;; floresta","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-06-10 10:11:42-03","FZB-BH","BHZB","12059","S","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum",NA,NA,NA,NA,"Ferreira Junior, C.A.",NA,"2017","10","25","Brasil","MG","Belo Horizonte","FZBBBH- Coleção Mata Atlântica JBBH 2589","-43.937801361084","-19.9207992553711",NA,NA,"17082",NA,NA,NA,"Cultivado. Folhas com cheiro forte e característico. Com duplicata. Procedente de Parque Nacional Serra da Bocaina , são Jose do Barreiro/SP","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-01 11:52:37-03","UFPE","UFP","35407","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Stehmann, JR","2010","08","Mattos, J; Mattos, N","15759","1971","12","27","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Na mata, numa picada. Arbusto com ca. de 1,2m de altura.; Na mata, numa picada. Arbusto com ca. de 1,2m de altura.",NA,NA,NA,"UFP035407",NA,NA,NA,"19",NA,NA
"59","2020-09-12 05:00:02-03","US","US","1616860","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.",NA,NA,NA,"H. Luederwaldt","1208","1909","11",NA,"Brazil","São Paulo","Cajuru","Alto da Serra","-47.2999992370605","-21.2700004577637",NA,NA,"21243",NA,NA,"1",NA,"auto","South America - Neotropics",NA,"US01935831","US01935831_01 US01935831_02","Dicotyledonae",NA,NA,NA,NA
"60","2020-09-12 05:00:02-03","US","US","1573858","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.",NA,NA,NA,"L. Riedel","s.n.","1823","2",NA,"Brazil","Rio de Janeiro","Petrópolis","Serra Estrela.","-43.1786003112793","-22.5049991607666",NA,NA,"36524",NA,NA,"1",NA,"auto","South America - Neotropics",NA,"US01935833","US01935833_01 US01935833_02","Dicotyledonae",NA,NA,NA,NA
"61","2020-09-12 05:00:02-03","US","US","1574014","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.",NA,NA,NA,"G. H. von Langsdorff","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro","Sumidouro","Sumidorio","-42.6747016906738","-22.0496997833252",NA,NA,"24384",NA,NA,"1",NA,"auto","South America - Neotropics",NA,"US01935834","US01935834_01 US01935834_02","Dicotyledonae",NA,NA,NA,NA
"62","2020-09-12 05:00:02-03","US","US","1616857","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.",NA,NA,NA,"A. Loefgren","3482","1896","12","20","Brazil","São Paulo",NA,"S. Francisco dos Campos",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"South America - Neotropics",NA,"US01935832","US01935832_01 US01935832_02","Dicotyledonae",NA,NA,NA,NA
"63","2019-11-13 11:32:08-03","USP","SPF","153419","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.","Mantovani, W","1980","04","Mantovani, W","145","1979","10","23","Brasil","São Paulo","Bananal",NA,"-44.3199996948242","-22.6800003051758",NA,NA,"26795",NA,NA,NA,NA,"auto",NA,NA,"SPF00153419",NA,NA,NA,NA,NA,NA
"64","2019-11-13 11:32:08-03","USP","SPF","122231","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.","Albuquerque, LB",NA,NA,"Albuquerque, LB","37","1996","11","12","Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar","-44.9599990844727","-23.0699996948242",NA,NA,"38855",NA,NA,NA,NA,"auto",NA,NA,"SPF00122231",NA,NA,NA,NA,NA,NA
"65","2021-03-15 18:30:14-03","USP","SPF","215771","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Stehmann, JR","2016","08","Daneu, L","491","2010","12","01","Brasil","Minas Gerais","Espera Feliz","Serra da Macieira, Área do ICMBIO. Topo da Serra.","-41.821389","-20.040833","-41.821389","-20.040833",NA,"1643","1643",NA,"Mata de Neblina.",NA,NA,NA,"SPF00215771","SPF00215771",NA,NA,"31",NA,NA
"66","2019-11-13 11:32:14-03","USP","SPF","153453","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Cordeiro, I",NA,NA,"Cordeiro, I","2753","2001","11","24","Brasil","São Paulo","Pindamonhangaba","Serra da Mantiqueira","-45.4599990844727","-22.9200000762939",NA,NA,"24176",NA,NA,NA,NA,"auto",NA,NA,"SPF00153453","SPF00153453",NA,NA,NA,NA,NA
"67","2020-07-10 11:20:41-03","UEFS","HUEFS","188564","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","J.R.Stehmann","2016","08","Daneu, L.","491","2010","12","01","Brasil","Minas Gerais","Espera Feliz","Serra da Marcieira (área do ICMBIO), Topo da Serra. Mata de Neblina.","-41.821389","-20.040833","41W49'17''","20S2'27''",NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0188564","HUEFS0188564 HUEFS0188564_e1","Asteranae",NA,NA,NA,NA
"68","2019-09-04 18:43:58-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina",NA,NA,NA,NA,"F. Sellow","112",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Dicotyledoneae","Isolectotype",NA,NA,NA
"69","2019-01-23 09:58:46-02","F","FMNH-SEEDPLANTS","V0072826F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina",NA,NA,NA,NA,"F. Sellow","112",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"V0072826F","V0072826F_01","Dicotyledoneae","Isolectotype",NA,NA,NA
"70","2015-03-07 02:50:09-03","F","FMNH-SEEDPLANTS","V0129802F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"V0129802F","V0129802F_01","Dicotyledoneae",NA,NA,NA,NA
"71","2020-04-07 16:32:49-03","IAC","IAC","29353","S","Plantae",NA,NA,"Solanaceae-8.Solanoideae","Solanum","latiflorum","Solanum latiflorum","Bohs","J.R. Stehmann","2011","09","L.S. Leoni","1740","1992","01","01","Brasil","Minas Gerais","Carangola","Serra da Araponga, Fazenda Neblina","-42.0294","-20.7331","-42.0294","-20.7331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01",NA,NA
"72","2020-04-07 16:32:49-03","IAC","IAC","43733","S","Plantae",NA,NA,"Solanaceae-8.Solanoideae","Solanum","latiflorum","Solanum latiflorum","Bohs","J.R. Stehmann & L.L. Giacomin","2011","09","M. Kuhlmann","2928","1953","11","11","Brasil","São Paulo","Pindamonhangaba","Eugenio Lefevre","-45.4617","-22.9239","-45.4617","-22.9239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA
"73","2020-04-07 16:32:49-03","IAC","IAC","54302","S","Plantae",NA,NA,"Solanaceae-8.Solanoideae","Solanum","latiflorum","Solanum latiflorum","Bohs","J.R. Stehmann","2014","01","L.C. Bernacci; A.C.O. Souza; R.M. Coelho & C.A. Joly","4812","2011","02","22","Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, trilha do Morro da Pipoca","-45.109914","-23.360372","-45.109914","-23.360372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07",NA,NA
"74","2020-04-07 16:32:49-03","IAC","IAC","5743","S","Plantae",NA,NA,"Solanaceae-8.Solanoideae","Solanum","latiflorum","Solanum latiflorum","Bohs","J.R. Stehmann","2011","09","A.P. Viégas & J. Kiehl","s/nº","1940","10","03","Brasil","São Paulo","Cunha",NA,"-44.9597","-23.0744","-44.9597","-23.0744",NA,NA,NA,NA,"Não localizado no acervo!",NA,NA,NA,NA,NA,NA,NA,"03",NA,NA
"75","2020-04-07 16:32:49-03","IAC","IAC","5864","S","Plantae",NA,NA,"Solanaceae-8.Solanoideae","Solanum","latiflorum","Solanum latiflorum","Bohs","J.R. Stehmann & L.L. Giacomin","2011","09","A.S. Lima","s/nº","1940","11","27","Brasil","São Paulo","Salesópolis","Estação Experimental de Boracéia/Estação Experimental de Quina (atual Estação Biológica de Boracéia, Museu de Zoologia/USP)","-45.889778","-23.653806","-45.889778","-23.653806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA
"76","2020-07-23 12:23:15-03","CEPLAC","CEPEC","131702","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum",NA,"J. R. Stehmann & L. Giacomin",NA,NA,"L. Kollmann","11523","2009","04","09","Brasil","Espírito Santo","castelo","Sem infromação.","-41.075","-20.5175","41W4'30","20S31'3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17/09/2013"
"77","2020-07-23 12:23:15-03","CEPLAC","CEPEC","132690","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum",NA,"J. R. Stehmann",NA,NA,"T. M. Machado","296","1988","12","01","Brasil","Minas Gerais","Alto caparaó","Parque Nacional do Caparaó. Estrada para Macieira.","-41.816667","-20.483333","41W49'","20S29'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13/12/2012"
"78","2020-11-12 17:03:38-03","UEL","FUEL","7787","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Knapp, S","1998","07","Ferreira, MR; et al.","s.n.","1989","12","04","Brasil","Paraná","Tibagi","Mata do Rio Barrinha","-50.4136009216309","-24.5093994140625",NA,NA,"56988",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,"17",NA,NA
"79","2019-05-06 12:02:35-03","UFU","HUFU","29978","S","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Cordeiro, I.",NA,NA,"Cordeiro, I.; Nicolau, S.A.","2753","2001","11","24","Brasil","São Paulo","Pindamonhangaba","Serra da Mantiqueira, Zona rural, estrada de terra próxima a Fazenda São Sebastião do Ribeirão Grande.","-45.4599990844727","-22.9200000762939",NA,NA,"24176",NA,NA,NA,"Erva, ca. 2 m. Flores odoríferas, corola roxa, anteras azuis.; Fragmento de floresta ombrófila.","auto",NA,NA,"HUFU00026203",NA,NA,NA,NA,NA,NA
"80","2021-03-04 15:46:47-03","IF","SPSF","42455","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","N.M.Ivanauskas","2018","01","R.T.Polisel & N.M.Ivanauskas & R.Esteves","892","2008","11","21","Brasil","SP","Bananal","Estação Ecológica de Bananal","-44.366111","-22.806389",NA,NA,NA,"1115","1115",NA,"COLETA: Trepadeira, botões florais cor creme.; GEOGRAFIA: Na estrada para a unidade.;",NA,"América do Sul",NA,NA,NA,"Magnoliopsida",NA,"01",NA,NA
"81","2021-03-04 15:46:47-03","IF","SPSF","21568","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","N.M.Ivanauskas","2018","01","L.B.Albuquerque et al.","37","1996","11","12","Brasil","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"38855",NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Arbusto de 2,0m de altura, cálice branco.; GEOGRAFIA: Floresta Ombrófila Densa com interferência antrópica, borda de mata trilha do Rio Bonito.;","auto","América do Sul",NA,NA,NA,"Magnoliopsida",NA,"01",NA,NA
"82","2017-09-11 17:14:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.",NA,NA,NA,"Martius, CFP","s.n.",NA,NA,NA,"Brazil",NA,NA,"in Serra da Mantiqueira",NA,NA,NA,NA,NA,NA,NA,NA,"Januario florens",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"83","2017-09-11 17:14:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.",NA,NA,NA,"Raben, FC","s.n.",NA,NA,NA,"Brazil",NA,NA,"in aliis Brasiliae partibus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-09-11 17:14:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.",NA,NA,NA,"Schott, HW","s.n.",NA,NA,NA,"Brazil",NA,NA,"Prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"85","2017-09-11 17:14:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.",NA,NA,NA,"Sellow, F","s.n.",NA,NA,NA,"Brazil",NA,NA,"in aliis Brasiliae partibus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"86","2017-09-11 16:28:47-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.",NA,NA,NA,"Pohl, JBE","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Serro","ad Itambé de Villa do Principe in prov. Minarum","-43.38","-18.61","-43.38","-18.61",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-02-06 10:41:58-03","IBt","SP","310762","S","Plantae",NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.",NA,NA,NA,"Albuquerque, LB; et al.","37","1996","11","12","Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar, Borda da mata/Trilha do Rio Bonito","-44.9599990844727","-23.0699996948242",NA,NA,"38855",NA,NA,NA,NA,"auto",NA,NA,"SP059864","SP059864",NA,NA,NA,NA,NA
"88","2020-02-06 10:42:07-03","IBt","SP","15249","S","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Mentz, LA","2006","10","Luederwaldt, H","s.n.","1909","11",NA,"Brasil","São Paulo",NA,"Alto da Serra, Parque Cajurú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP116555","SP116555",NA,NA,NA,NA,NA
"89","2020-02-06 10:42:07-03","IBt","SP","8395","S","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Mentz, LA","2006","10","Godoy, JB","s.n.","1923","05","28","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,NA,"auto",NA,NA,"SP116556","SP116556",NA,NA,NA,NA,NA
"90","2020-02-06 10:42:07-03","IBt","SP","162766","S","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Mentz, LA","2006","10","Mantovani, W","145","1979","10","23","Brasil","São Paulo","Bananal","Estrada de acesso à Reserva Florestal","-44.3199996948242","-22.6800003051758",NA,NA,"26795",NA,NA,NA,NA,"auto",NA,NA,"SP116557","SP116557",NA,NA,NA,NA,NA
"91","2020-02-06 10:42:07-03","IBt","SP","48604","S","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Mentz, LA","2006","10","Lima, AS; Silva, L","s.n.","1940","11","27","Brasil","São Paulo","Boracéia",NA,"-48.7700004577637","-22.1900005340576",NA,NA,"10241",NA,NA,NA,NA,"auto",NA,NA,"SP116550","SP116550",NA,NA,NA,NA,NA
"92","2020-02-06 10:42:07-03","IBt","SP","48593","S","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Mentz, LA","2006","10","Viégas, AP; Kiehl, J","s.n.","1940","10","03","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"38855",NA,NA,NA,NA,"auto",NA,NA,"SP116551","SP116551",NA,NA,NA,NA,NA
"93","2019-12-12 10:04:03-03","IBt","SP","205255","S","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs",NA,NA,NA,"Barros, F","1234","1985","12","14","Brasil","São Paulo","Natividade da Serra",NA,"-45.439998626709","-23.3700008392334",NA,NA,"28529",NA,NA,NA,NA,"auto",NA,NA,"SP116552","SP116552",NA,NA,NA,NA,NA
"94","2020-02-06 10:42:07-03","IBt","SP","51806","S","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Mentz, LA","2006","10","Kuhlmann, M","2928","1953","11","11","Brasil","São Paulo","Pindamonhangaba","Eugênio Lefevre","-45.4599990844727","-22.9200000762939",NA,NA,"24176",NA,NA,NA,NA,"auto",NA,NA,"SP116558","SP116558",NA,NA,NA,NA,NA
"95","2020-02-06 10:42:07-03","IBt","SP","352312","S","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Cordeiro, I",NA,NA,"Cordeiro, I; Nicolau, SA","2753","2001","11","24","Brasil","São Paulo","Pindamonhangaba","Serra da Mantiqueira, Zona Rural, estrada de terra próxima da Fazenda São Sebastião do Ribeirão Grande","-45.4599990844727","-22.9200000762939",NA,NA,"24176",NA,NA,NA,NA,"auto",NA,NA,"SP116549","SP116549",NA,NA,NA,NA,NA
"96","2019-11-21 10:19:32-03","IBt","SP","15245","S","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Morton, CV","1966","09","Loefgren, A","CGG3482","1896","12","20","Brasil","São Paulo","São Francisco","Mata, beira da estrada na subida para S.F.dos Campos.","-50.689998626709","-20.3500003814697",NA,NA,"9856",NA,NA,NA,"Arbusto sublenhoso de ramos flabelliferos, flores grandes azuis.","auto",NA,NA,"SP008554","SP008554",NA,NA,NA,NA,NA
"97","2019-11-21 10:19:32-03","IBt","SP","15240","S","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Bohs, L","1987",NA,"Loefgren, A; Edwall, G","CGG2478","1894","04","28","Brasil","São Paulo","São José do Barreiro","Mata virgem, Fazenda S.Miguel.","-44.5699996948242","-22.6399993896484",NA,NA,"30784",NA,NA,NA,"Arbust. subli.pub. fr. longe ped.","auto",NA,NA,"SP008553","SP008553",NA,NA,NA,NA,NA
"98","2020-02-06 10:42:07-03","IBt","SP","129801","S","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Mentz, LA","2006","10","Mattos, J; Mattos, N","15759","1971","12","27","Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,"41977",NA,NA,NA,NA,"auto",NA,NA,"SP116553","SP116553",NA,NA,NA,NA,NA
"99","2020-02-06 10:42:07-03","IBt","SP","153204","S","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Mentz, LA","2006","10","Taroda, N; et al.","6622","1977","09","23","Brasil","São Paulo","Vinhedo","Mata da Estação de Tratamento de Água de Valinhos","-46.9700012207031","-23.0300006866455",NA,NA,"9595",NA,NA,NA,NA,"auto",NA,NA,"SP116554","SP116554",NA,NA,NA,NA,NA
