"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","identifiedBy","stateProvince","county","coordinatePrecision","geoFlag","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","imagecode","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"22","2021-03-30 12:52:45-03","EAO","IAN","153255","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","styllomisantha","Galeandra styllomisantha",NA,"Lacerda, P; Guedes, TN","120","1969","09",NA,"Southern America","Brasil",NA,NA,"Terrestre, atinge até 50cm de altura.","IAN153255","Monocotiledônea",NA,"(Vell) Hoehne","Vila de Maracá e Salvaterra.",NA,NA,NA,"Monteiro, SHN","Pará","Marajó",NA,NA,NA,"1999","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:52:45-03","EAO","IAN","117575","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","styllomisantha","Galeandra styllomisantha",NA,"Pires, JM; Cavalcante, PB","52015","1962","07","10","Southern America","Brasil",NA,NA,"Terrestrial, ca 1 m high, flower very pale pink.","IAN117575","Monocotiledônea",NA,"(Vell) Hoehne",NA,"-52.916667","-0.916667",NA,"Pabst, GFJ","Amapá",NA,NA,NA,NA,NA,NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:52:45-03","EAO","IAN","192601","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","styllomisantha","Galeandra styllomisantha",NA,"Lobato, LCB; Ferreira, L; Chaves, PP","3610","2009","01","05","Southern America","Brasil",NA,NA,"Erva de 0,45 m de altura, flores amarelas.","IAN192601","Monocotiledônea",NA,"(Vell) Hoehne","Vegetação de cerrado.&nf;Projeto financiado pelo ZEE-PA.","-54.7383003234863","-1.94166994094849",NA,NA,"Pará","Alenquer","394828","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:52:45-03","EAO","IAN","158883","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","styllomisantha","Galeandra styllomisantha",NA,"Dantas, M; Nivaldo, S","1198","1982","04","25","Southern America","Brasil",NA,NA,NA,"IAN158883","Monocotiledônea",NA,"(Vell) Hoehne","Campo alto a margem do Rio Anabiju.","-49.2167015075684","-1.52832996845245",NA,"Monteiro, SHN","Pará","Muaná","72451","auto",NA,"2005","05",NA,NA,"19",NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:52:45-03","EAO","IAN","158883","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","styllomisantha","Galeandra styllomisantha",NA,"Dantas, M; Nivaldo, S","1198","1982","04","25","Southern America","Brasil",NA,NA,NA,"IAN158883","Monocotiledônea",NA,"(Vell) Hoehne","Campo alto a margem do Rio Anabiju.","-49.2167015075684","-1.52832996845245",NA,"Monteiro, SHN","Pará","Muaná","72451","auto",NA,"2005","05",NA,NA,"19",NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:52:45-03","EAO","IAN","158738","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","styllomisantha","Galeandra styllomisantha",NA,"Dantas, M; Nivaldo, S","1053","1982","04","22","Southern America","Brasil",NA,NA,NA,"IAN158738","Monocotiledônea",NA,"(Vell) Hoehne","Fazenda Rosário.","-49.2167015075684","-1.52832996845245",NA,"Monteiro, SHN","Pará","Muaná","72451","auto",NA,"1999","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:52:45-03","EAO","IAN","158704","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","styllomisantha","Galeandra styllomisantha",NA,"Dantas, M; Nivaldo, S","1019","1982","04","21","Southern America","Brasil",NA,NA,"Erva. Campo.","IAN158704","Monocotiledônea",NA,"(Vell) Hoehne","Rio Afuá, Fazenda Berta.","-49.2167015075684","-1.52832996845245",NA,"Monteiro, SHN","Pará","Muaná","72451","auto",NA,"2005","05",NA,NA,"19",NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:52:45-03","EAO","IAN","158704","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","styllomisantha","Galeandra styllomisantha",NA,"Dantas, M; Nivaldo, S","1019","1982","04","21","Southern America","Brasil",NA,NA,"Erva. Campo.","IAN158704","Monocotiledônea",NA,"(Vell) Hoehne","Rio Afuá, Fazenda Berta.","-49.2167015075684","-1.52832996845245",NA,"Monteiro, SHN","Pará","Muaná","72451","auto",NA,"2005","05",NA,NA,"19",NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:52:45-03","EAO","IAN","158764","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","styllomisantha","Galeandra styllomisantha",NA,"Dantas, M; Nivaldo, S","1079","1982","04","22","Southern America","Brasil",NA,NA,NA,"IAN158764","Monocotiledônea",NA,"(Vell) Hoehne","Rio Anabiju, margem esquerda, em frente a fazenda Espírito Santo.","-49.2167015075684","-1.52832996845245",NA,"Monteiro, SHN","Pará","Muaná","72451","auto",NA,"1999","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:52:45-03","EAO","IAN","70376","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","styllomisantha","Galeandra styllomisantha",NA,"Black, GA","12560","1951","08","16","Southern America","Brasil",NA,NA,"Terrestre, flor rosea com bulbo.","IAN070376","Monocotiledônea",NA,"(Vell) Hoehne","Campo de aviação.","-60.6733016967773","2.81972002983093",NA,"Monteiro, SHN","Roraima","Boa Vista","90031","auto",NA,"1999","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:28:41-03","UFBA","ALCB","113649","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","styllomisantha","Galeandra styllomisantha",NA,"Guedes, ML; Souza, IF","22016","2014","04","13","Southern America","Brasil",NA,NA,"Caule bulboso, folhas lineares. Flor salmão.","ALCB006852","Monocotyledon",NA,"(Vell.) Hoehne","Litoral Sul, Ponto 04.","-38.946667","-13.945278","17","Batista, JAN","Bahia","Camamu",NA,NA,"17","2014","05","-38.946667","-13.945278",NA,"ALCB006852",NA,NA,NA,NA,NA
"33","2020-08-11 00:16:49-03","UFBA","ALCB","024034","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","styllomisantha","Galeandra styllomisantha",NA,"Bastos, C","s/n","1989","01","10","Southern America","Brasil",NA,NA,"flores pequenas, lilases, sistema vegetativo. Se assemelha a uma gramínea que habita o mesmo local tornando-se quase impossível a sua separação entre as gramíneas quando não estrá em floração. Floração observada em fins de dezembro de","ALCB006846","Monocotyledon",NA,"(Vell.) Hoehne","Baixo Sul, Ilha de Boipeba","-39.033333","-13.483333",NA,"Monteiro, SHN","Bahia","Cairu",NA,NA,NA,"2005","05","-39.033333","-13.483333","20","ALCB006846",NA,NA,NA,NA,NA
"34","2019-10-09 11:28:41-03","UFBA","ALCB","113649","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","styllomisantha","Galeandra styllomisantha",NA,"Guedes, ML; Souza, IF","22016","2014","04","13","Southern America","Brasil",NA,NA,"Caule bulboso, folhas lineares. Flor salmão.","ALCB006852","Monocotyledon",NA,"(Vell.) Hoehne","Litoral Sul, Ponto 04.","-38.946667","-13.945278","17","Batista, JAN","Bahia","Camamu",NA,NA,"17","2014","05","-38.946667","-13.945278",NA,"ALCB006852",NA,NA,NA,NA,NA
"35","2020-08-11 00:16:49-03","UFBA","ALCB","024034","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","styllomisantha","Galeandra styllomisantha",NA,"Bastos, C","s/n","1989","01","10","Southern America","Brasil",NA,NA,"flores pequenas, lilases, sistema vegetativo. Se assemelha a uma gramínea que habita o mesmo local tornando-se quase impossível a sua separação entre as gramíneas quando não estrá em floração. Floração observada em fins de dezembro de","ALCB006846","Monocotyledon",NA,"(Vell.) Hoehne","Baixo Sul, Ilha de Boipeba","-39.033333","-13.483333",NA,"Monteiro, SHN","Bahia","Cairu",NA,NA,NA,"2005","05","-39.033333","-13.483333","20","ALCB006846",NA,NA,NA,NA,NA
"36","2020-02-08 08:46:19-03","NBC","NL-BOTANY","U.1466551","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","stylomisantha","Galeandra stylomisantha",NA,"Jansen-Jacobs MJ; et al.",NA,"1994","01","18","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1466551 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1466551",NA,"Asparagales","(Vell.) Hoehne","Rupununi Distr., N of Shea, Camp 1. Savanna.","-59.15","2.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-59.15","2.95",NA,"NL-U1466551","Magnoliopsidae","U 0218223",NA,NA,NA
"37","2020-02-08 08:46:19-03","NBC","NL-BOTANY","U.1466553","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","stylomisantha","Galeandra stylomisantha",NA,"Jansen-Jacobs MJ",NA,"1997","09","16","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1466553 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1466553",NA,"Asparagales","(Vell.) Hoehne",NA,NA,NA,NA,"Jansen-Jacobs MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1466553","Magnoliopsidae","U 0026927",NA,NA,NA
"38","2020-02-08 08:46:19-03","NBC","NL-BOTANY","U.1466561","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","stylomisantha","Galeandra stylomisantha",NA,"Lindeman JC; Haas JH de",NA,"1967","01","24","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1466561 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1466561",NA,"Asparagales","(Vell.) Hoehne","Brasiliae Australis, Est. Paraná, near Guaíra, high rock bank of Rio Paraná, just S of the waterfalls of Seta Quedas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1466561","Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 08:46:19-03","NBC","NL-BOTANY","U.1466562","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","stylomisantha","Galeandra stylomisantha",NA,"Hatschbach GG; Lindeman JC; Haas JH de",NA,"1965","12","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1466562 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1466562",NA,"Asparagales","(Vell.) Hoehne","Brasiliae Australis, Est. Paraná, near Guaíra, sete Quedas, high rock formation on bank of Rio Paraná.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1466562","Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 08:46:19-03","NBC","NL-BOTANY","U.1466563","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","stylomisantha","Galeandra stylomisantha",NA,"Hatschbach GG; Lindeman JC; Haas JH de",NA,"1965","12","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1466563 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1466563",NA,"Asparagales","(Vell.) Hoehne","Brasiliae Australis, Est. Paraná, near Guaíra, sete Quedas, high rock formation on bank of Rio Paraná.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1466563","Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 08:46:19-03","NBC","NL-BOTANY","WAG.1136415","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","stylomisantha","Galeandra stylomisantha",NA,"Hatschbach GG; Andersson WR; Barneby RC; Gates B",NA,"1975","02","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1136415 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1136415",NA,"Asparagales","(Vell.) Hoehne","BR 364. Ka 71 (mun. Cuiaha) Mato Grosso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-WAG1136415","Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 08:46:19-03","NBC","NL-BOTANY","WAG.1136416","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","stylomisantha","Galeandra stylomisantha",NA,"Hatschbach GG; Andersson WR; Barneby RC; Gates B",NA,"1975","02","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1136416 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1136416",NA,"Asparagales","(Vell.) Hoehne","BR 364. Ka 71 (mun. Cuiaha) Mato Grosso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-WAG1136416","Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 08:46:19-03","NBC","NL-BOTANY","U.1466551","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","stylomisantha","Galeandra stylomisantha",NA,"Jansen-Jacobs MJ; et al.",NA,"1994","01","18","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1466551 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1466551",NA,"Asparagales","(Vell.) Hoehne","Rupununi Distr., N of Shea, Camp 1. Savanna.","-59.15","2.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-59.15","2.95",NA,"NL-U1466551","Magnoliopsidae","U 0218223",NA,NA,NA
"44","2020-02-08 08:46:19-03","NBC","NL-BOTANY","U.1466553","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","stylomisantha","Galeandra stylomisantha",NA,"Jansen-Jacobs MJ",NA,"1997","09","16","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1466553 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1466553",NA,"Asparagales","(Vell.) Hoehne",NA,NA,NA,NA,"Jansen-Jacobs MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1466553","Magnoliopsidae","U 0026927",NA,NA,NA
"45","2020-02-08 08:46:19-03","NBC","NL-BOTANY","U.1466561","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","stylomisantha","Galeandra stylomisantha",NA,"Lindeman JC; Haas JH de",NA,"1967","01","24","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1466561 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1466561",NA,"Asparagales","(Vell.) Hoehne","Brasiliae Australis, Est. Paraná, near Guaíra, high rock bank of Rio Paraná, just S of the waterfalls of Seta Quedas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1466561","Magnoliopsidae",NA,NA,NA,NA
