"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","eventTime","fieldNumber","individualCount"
"46","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043447","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","L. R. Landrum","G. Hatschbach","17182","1967","9","13","Brazil","Parana",NA,"Mun. Guaraquecaba, Serrinha","-48.3258","-25.2983",NA,NA,"100",NA,NA,NA,NA,NA,NA,"PHOTO-MICH; Arvoreta 5 m. flor alva,","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 14:40:11-03","UFJF","CESJ","42808","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","G. Hatschbach","G. Hatschbach; et al.","73831","2002","09","25","Brasil","Paraná","Guaraqueçaba","Tagaçaba, arredores","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"CESJ042808",NA,"2002",NA,NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"48","2019-11-21 14:40:11-03","UFJF","CESJ","32127","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","G. Hatschbach","E. Barbosa; L.M. Abe","133","1998","10","15","Brasil","Paraná","Tunas do Paraná","Colônia João XXIII","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,"CESJ032127",NA,"1998",NA,NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,"41885","auto",NA,NA,NA,NA,NA,NA
"49","2021-04-07 11:46:33-03","UFMS","CGMS","66528","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand","C.D. Legrand","G. Hatschbach","9258","1962","09","29","Brasil","Paraná","Morretes","Estrada da Graciosa, Ferradura.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"CGMS1099489",NA,NA,NA,NA,"Flor alva. Coordenadas geográficas: -25.476900100708 -48.834400177002 Habitat: Mata pluvial da vertente atlântica. Habito: Árvore, 8,00 m de altura.",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"50","2021-03-01 16:36:31-03","UNICAMP","UEC","11959","S","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Hatschbach, G","Hatschbach, G","20238","1968","11","11","Brazil","Paraná","Bocaiúva do Sul","Sesmarias, Rio Capivari.","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"UEC023561","UEC023561","1974","02",NA,"Arbusto 3m, as margens de rio.","Magnoliopsida",NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:36:31-03","UNICAMP","UEC","11960","S","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Hatschbach, G","Hatschbach, G","24879","1970","10","04","Brazil","Paraná","Guaraqueçaba","BRibeirãodo Banana.","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"UEC023562","UEC023562","1974",NA,NA,"Arvoreta 8 m de alt, flor alva, margens de rio.","Magnoliopsida",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:36:31-03","UNICAMP","UEC","11958","S","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Hatschbach, G","Hatschbach, G","22456","1969","10","15","Brazil","Paraná","Guaraqueçaba","Fda. Abobreira.","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"UEC023563","UEC023563","1971","04",NA,"Arvore 15 m de alt, tronco 35 cm, diametro, flor alva. Mata Pluvial, base de Morro.","Magnoliopsida",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:36:31-03","UNICAMP","UEC","70910","S","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Hatschbach, G","Silva, JM; Cordeiro, J","1276","1993","10","29","Brazil","Paraná","Morretes","Viaduto dos Padres, BR-277.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"UEC023564","UEC023564","1993",NA,NA,"Árvore 6m de alt, flor alva. Mata Pluvial.","Magnoliopsida",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"54","2020-05-20 17:53:18-03","FURB","FURB","58987","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand","Vieira, F. C. S.","Kassner-Filho, A.","2697","2017","11","28","Brasil","Santa Catarina","Joinville",NA,"-49.05","-26.28","-49.0500000","-26.2800000",NA,NA,"FURB58987","FURB58987","2020","04","17","Habitat: interior da unidade amostral Habito: arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-10-14 10:03:31-03","FURB","FURB","63675","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand","Vieira, F.C.S","Schwirkowski, P.","3338","2019","01","23","Brasil","Santa Catarina","Schroeder","Rio do Julio. Estrada Rio do Julio.","-49.1191667","-26.3147222","-49.1191667","-26.3147222","600","600","FURB63675","FURB63675","2019","01","24","FOD. Heliófita. Frutos imaturos Habitat: Borda de mata Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-08 08:53:54-03","FURB","FURB","9822","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand","Sobral, M","Dias, E.",NA,"1999","08","10","Brasil","Santa Catarina","Joinville","Estrada da Covanca.","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,"FURB02515","FURB02515","2009","03","09",NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA
"57","2021-03-16 17:53:57-03","UCS","HUCS","1332","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","Legrand & Kausel","Hatschbach, G.","Hatschbach, G.","46825","1983","09","08","Brasil","São Paulo","Antonina","Rio Sapintanduva",NA,NA,NA,NA,NA,NA,NA,NA,"1983","11",NA,"árvore copada - 5m - flores alvas odoríferas; margens do rio","Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-16 17:53:57-03","UCS","HUCS","26566","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","Legrand & Kausel","Sobral, M.","Barbosa, E.","945","2004","01","29","Brasil","São Paulo","Barra do Turvo","Chácara Moxotó","-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,NA,NA,"2005",NA,NA,"arvoreta 3 m; Floresta Atlântica","Angiospermae","Myrtales",NA,NA,NA,"38172","auto",NA,NA,NA,NA,NA,NA
"59","2021-03-16 17:53:57-03","UCS","HUCS","10156","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","Legrand & Kausel","Hatschbach, G.","Silva, J.M.","1276","1993","10","29","Brasil","Paraná","Morretes","Viaduto dos Padres - BR 277","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,"1993",NA,NA,"árvore 6 m - flor alva; mata pluvial","Angiospermae","Myrtales",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"60","2014-10-14 15:57:00-03","BS","M","M-0136809","S","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel",NA,"Klein, R.M.",NA,"1955","09","28","Brasil",NA,NA,"Santa Catarina, Cunhas, Itajaí",NA,NA,NA,NA,NA,NA,"M0136809",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,"ISOTYPE",NA,NA,"Magnoliopsida",NA,NA,"21:00",NA,NA
"61","2019-08-16 08:40:15-03","UTFPR","HCF","18505","S","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D. Legrand","M.L. Brotto","J.M. Silva","8408","2013","10","15","Brasil","PR","Antonina","Rio Sapitanduva","-48.808889","-25.455833","48°48'32 W","25°27'21 S","19","19",NA,NA,"2013","11","21","árvore 8 m. Flor alvacenta. Floresta Ombrófila Densa (floresta atlântica).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-12-26 15:11:32-03","UFSM","SMDB","19336","S","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D. Legrand","Brotto, ML","Silva, JM; Bonaldi, RA; Roher, DA","8408","2013","10","15","Brasil","Paraná","Antonina","Rio Sapitanduva","-48.808889","-25.455833","-48.808889","-25.455833",NA,NA,"SMDB019336",NA,"2013","11","21","Árvore 8m. Flor alvacenta. Floresta Ombrófila Densa (Floresta atlântica)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:37:04-03","MBM","MBM","427254","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Vieira, F.C.S.","Schwirkowski, P.","3338","2019","01","23","Brazil","Santa Catarina","Schroeder","Rio do Julio, Estrada Rio do Julio","-49.119167","-26.314722","-49.119167","-26.314722","600","600","MBM427254",NA,"2019","01","24","Árvore, heliófita. Frutos imaturos; Floresta Ombrófila Densa. Borda da mata.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:37:04-03","MBM","MBM","386238","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Brotto, M.L.","Silva, J.M.; Bonaldi, R.A.; Roher, D.A.; Bonaldi, R.A.; Roher, D.A.","8408","2013","10","15","Brazil","Paraná","Antonina","Rio Sapitanduva","-48.808789","-25.455783","-48.808789","-25.455783","19","19","MBM386238","MBM386238","2013","11","21","Árvore 8m. Flor alvacenta.; Floresta Ombrófila Densa (floresta atlântica).",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:37:04-03","MBM","MBM","75","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Hatschbach, G.","Hatschbach, G.","12797","1965","09","17","Brazil","Paraná","Antonina","Estrada Cacatu - Serra Negra","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM000075","MBM000075",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:37:04-03","MBM","MBM","59916","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Landrum, L.R.","Hatschbach, G.","40018","1977","10","29","Brazil","Paraná","Antonina","Rio Mãe Catira","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM059916","MBM059916",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:37:04-03","MBM","MBM","138576","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel",NA,"Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","54350","1990","10","05","Brazil","Paraná","Guaraqueçaba","Murato","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM138576","MBM138576",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:37:04-03","MBM","MBM","3828","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Legrand, D.","Hatschbach, G.","17182","1967","09","13","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM003828","MBM003828",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:37:04-03","MBM","MBM","273370","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Hatschbach, G.","Hatschbach, G.; Silva, J.M.; Goldenberg, R.; Silva, J.M.; Goldenberg, R.","73831","2002","09","25","Brazil","Paraná","Guaraqueçaba","Tagaçaba, arredores","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM273370","MBM273370",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:37:04-03","MBM","MBM","35127","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Legrand, D.","Hatschbach, G.","9258",NA,NA,NA,"Brazil","Paraná","Morretes","Estrada da Graciosa, Ferradura","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM035127","MBM035127",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:37:04-03","MBM","MBM","25314","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Hatschbach, G.","Hatschbach, G.","30532","1972","10","12","Brazil","Paraná","Morretes","Rio Mãe Catira","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM025314","MBM025314",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:37:04-03","MBM","MBM","61331","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Landrum, L.R.","Landrum, L.R.","2876","1977","12","13","Brazil","Paraná","Morretes","Via Graciosa, Grota Funda","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM061331","MBM061331",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:37:04-03","MBM","MBM","35147","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel",NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","2122","1956","09","24","Brazil","Santa Catarina","Itajaí","Cunhas","-48.6618995666504","-26.9078006744385",NA,NA,"15","15","MBM035147","MBM035147",NA,NA,NA,"Orla da mata. Arbusto 3m alt. Flor branca; Arbusto 3m, flor branca.; Orla da mata.",NA,NA,"Southern America",NA,"PARATYPE","27253","auto",NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:37:04-03","MBM","MBM","293564","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Sobral, M.","Barboza, E.; Silva, J.M.; Vaz, J.; Silva, J.M.; Vaz, J.","945","2004","02","29","Brazil","São Paulo","Barra do Turvo","Chácara Moxotó","-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,"MBM293564","MBM293564",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"38172","auto",NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:37:04-03","MBM","MBM","212949","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Hatschbach, G.","Straube; et al.; et al.","2","1993","01","29","Brazil","São Paulo","Cananéia","Ariri","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"MBM212949","MBM212949",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:37:04-03","MBM","MBM","70318","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Legrand, D.","Hatschbach, G.","12797","1965","09","17","Brazil","Paraná","Antonina","Estrada Cacatu - Serra Negra, Rio Cachoeirinha","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM070318","MBM070318",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:37:04-03","MBM","MBM","8987","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Landrum, L.R.","Hatschbach, G.","20238","1968","11","11","Brazil","Paraná","Bocaiúva do Sul","Sesmarias, Rio Capivari","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"MBM008987","MBM008987",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:37:04-03","MBM","MBM","162879","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Hatschbach, G.","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","1276","1993","10","29","Brazil","Paraná","Morretes","Rod. BR-277, Viaduto dos Padres","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM162879","MBM162879",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:37:04-03","MBM","MBM","84914","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Hatschbach, G.","Kummrow, R.; et al.; et al.","2330","1983","09","30","Brazil","Santa Catarina","Garuva","Palmital","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"MBM084914","MBM084914",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:37:04-03","MBM","MBM","110675","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Hatschbach, G.","Hatschbach, G.","50791","1986","10","02","Brazil","Paraná","Antonina","Porto das Moças","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM110675","MBM110675",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:37:04-03","MBM","MBM","84911","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Hatschbach, G.","Hatschbach, G.","46825","1983","09","08","Brazil","Paraná","Antonina","Rio Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM084911","MBM084911",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:37:04-03","MBM","MBM","17341","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Hatschbach, G.","Hatschbach, G.","22456","1969","10","15","Brazil","Paraná","Guaraqueçaba","Fazenda Abobreira","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM017341","MBM017341",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:37:04-03","MBM","MBM","28576","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Hatschbach, G.","Hatschbach, G.","24879","1970","10","07","Brazil","Paraná","Guaraqueçaba","Ribeirão do Bananal","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM028576","MBM028576",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:37:04-03","MBM","MBM","34882","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Legrand, D.","Hatschbach, G.","9243","1962","09","12","Brazil","Paraná","Guaratuba","Pedra Branca de Araraquara","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM034882","MBM034882",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:37:04-03","MBM","MBM","297285","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Sobral, M.","Mazine, F.F.; et al.; et al.","952","2003","10","30","Brazil","Paraná","Morretes","Porto de Cima","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM297285","MBM297285",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:37:04-03","MBM","MBM","156521","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Sobral, M.","Silva, J.M.; Sobral, M.; Sobral, M.","1207","1993","01","14","Brazil","Paraná","Quatro Barras","Morro Sete","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM156521","MBM156521",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:37:04-03","MBM","MBM","200987","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Sobral, M.","Silva, J.M.; Sobral, M.; Sobral, M.","1207","1993","01","14","Brazil","Paraná","Quatro Barras","Rio Arraial","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM200987","MBM200987",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:37:04-03","MBM","MBM","229048","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Hatschbach, G.","Barboza, E.; Abe, L.M.; Abe, L.M.","133","1998","10","15","Brazil","Paraná","Tunas do Paraná","Colônia João XXIII","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,"MBM229048","MBM229048",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"41885","auto",NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:37:04-03","MBM","MBM","2739","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Legrand, D.","Reitz, R.; Klein, R.M.; Klein, R.M.","9973","1960","09","24","Brazil","Santa Catarina","Campo Alegre","São Miguel","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"MBM002739","MBM002739",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA
"90","2015-09-04 20:56:07-03","MNHN","RECOLNAT_MNHN_P","P05258365","PreservedSpecimen",NA,"Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel",NA,"Hatschbach, G.",NA,"1967","9","13","Brasil","Paraná","Guaraqueçaba","Serrinha.","-48.3288993835449","-25.3066997528076",NA,NA,"100",NA,"P05258365","P05258365_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258365' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"37295","auto",NA,NA,NA,NA,"17182",NA
"91","2020-10-01 14:24:09-03","JBB","HEPH","5682","S","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Hatschbach, G","Hatschbach, G","46825","1983","09","08","Brasil","Paraná","Antonina","Rio Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,"1983",NA,NA,"Arvoreta copada, flores odoriferas","Dicotyledon","Myrtales","Southern America",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"92","2020-12-11 11:39:19-03","UFMG","BHCB","75965","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand",NA,"Zipparro, V","1579",NA,NA,NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"93","2020-12-11 11:39:19-03","UFMG","BHCB","75964","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand",NA,"Zipparro, VB","1644","1997","01","12","Brasil","São Paulo","Sete Barras","Parque Intervales, Base Saibadela, Trilha do Rio, ponto 23.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"BHCB011940","BHCB011940",NA,NA,NA,"Árvore com cerca de 10m de altura, frutos imaturos verdes.","Dicotyledon",NA,"Southern America",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"94","2020-12-11 11:39:19-03","UFMG","BHCB","197819","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand",NA,"Mazine, FF; et al.","952","2003","10","30","Brasil","Paraná","Morretes","Porto de Cima","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"BHCB197819",NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"95","2021-02-11 17:20:42-03","UFPR","UPCB","46407","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Hatschbach, G.","Hatschbach, G.","73831","2002","09","25","Brasil","Paraná","Tagaçaba","Arredores",NA,NA,NA,NA,NA,NA,"UPCB0030158","UPCB0030158","2002","01","01","Árvore 5m, flor alva. Floresta da beira do rio. Alt.: 10-20m s.n.m..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-02-11 17:20:42-03","UFPR","UPCB","86065","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand","Brotto, M.L.","Silva, J.M. et al.","8408","2013","10","15","Brasil","Paraná","Antonina","Rio Sapitanduva","-48.8089","-25.4558","-48.8089","-25.4558","19","19","UPCB0030184","UPCB0030184","2013","11","21","Árvore 8m. Flor alvacenta. Floresta Ombrófila Densa (Floresta Atlântica).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-02-11 17:20:42-03","UFPR","UPCB","4331","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Legrand, C.D.","Hatschbach, G.","9258","1962","09","29","Brasil","Paraná","Morretes","Estrada da Graciosa, Ferradura","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore, 8m, flor alva. Mata pluvial da vertente atlântica..",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
