"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount"
"54","2020-12-21 16:36:38-03","MBM","MBM","306356","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Kollmann, L.; et al.; et al.","2004","04","09","Brazil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,"MBM306356","MBM306356",NA,NA,"6608","Southern America",NA,NA,"23588","auto",NA,NA,NA,NA
"55","2020-12-21 16:36:38-03","MBM","MBM","228950","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Motta, J.T.","1990","05","28","Brazil","Paraná","Curitiba","Bosque Tapajós","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM228950","MBM228950",NA,NA,"1960","Southern America",NA,NA,"25180","auto",NA,NA,NA,NA
"56","2020-12-21 16:36:38-03","MBM","MBM","2371","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","1966","09","14","Brazil","Paraná","Morretes","Cadeado","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM002371","MBM002371",NA,NA,"14710","Southern America",NA,NA,"30514","auto",NA,NA,NA,NA
"57","2020-12-21 16:36:38-03","MBM","MBM","6546","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Hatschbach, G.","1968","05","30","Brazil","Paraná","Morretes","Rio Sagrado de Cima","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM006546","MBM006546",NA,NA,"19281","Southern America",NA,NA,"30514","auto",NA,NA,NA,NA
"58","2020-12-21 16:36:38-03","MBM","MBM","130564","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Ribas, O.S.; Cordeiro, J.; Cordeiro, J.","1989","06","15","Brazil","Paraná","Quatro Barras","Estrada da Graciosa, entrada para Morro Sete","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM130564","MBM130564",NA,NA,"133","Southern America",NA,NA,"17116","auto",NA,NA,NA,NA
"59","2020-12-21 16:36:38-03","MBM","MBM","167945","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Silveira, M.; et al.; et al.","1994","05","03","Brazil","Paraná","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM167945","MBM167945",NA,NA,"11858","Southern America",NA,NA,"17116","auto",NA,NA,NA,NA
"60","2020-12-21 16:36:38-03","MBM","MBM","144952","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Sobral, M.; et al.; et al.","1990","04",NA,"Brazil","Paraná","Quatro Barras","Trilha dos Jesuítas","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM144952","MBM144952",NA,NA,"6224","Southern America",NA,NA,"17116","auto",NA,NA,NA,NA
"61","2020-12-21 16:36:38-03","MBM","MBM","59596","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Hatschbach, G.","1977","09","22","Brazil","Paraná","Tijucas do Sul","Piraí","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"MBM059596","MBM059596",NA,NA,"40191","Southern America",NA,NA,"25228","auto",NA,NA,NA,NA
"62","2020-12-21 16:36:38-03","MBM","MBM","384888","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Roher, D.","2013","07","19","Felitto, G.; Roher, D.; Daniel, V.A.; Pereira, D.L.P.; Roher, D.; Daniel, V.A.; Pereira, D.L.P.","2013","07","09","Brazil","Paraná","Tijucas do Sul","APA de Guaratuba","-49.064464","-25.803508","-49.064464","-25.803508","900","900","MBM384888","MBM384888",NA,NA,"593","Southern America",NA,"Arbusto 3m; frutos amarelo-esverdeados.; Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:36:38-03","MBM","MBM","384910","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Roher, D.","2013","07","19","Felitto, G.; Roher, D.; Daniel, V.A.; Pereira, D.L.P.; Roher, D.; Daniel, V.A.; Pereira, D.L.P.","2013","07","05","Brazil","Paraná","Tijucas do Sul","APA de Guaratuba","-49.070731","-25.796606","-49.070731","-25.796606","903","903","MBM384910","MBM384910",NA,NA,"579","Southern America",NA,"Árvore 9m; frutos imaturos verdes.; Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:36:38-03","MBM","MBM","386246","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Brotto, M.L.","2013","10","29","Silva, J.M.; Bonaldi, R.A.; Roher, D.A.; Bonaldi, R.A.; Roher, D.A.","2013","10","15","Brazil","Paraná","Morretes","Capituva","-48.82805","-25.460717","-48.82805","-25.460717","25","25","MBM386246","MBM386246",NA,NA,"8402","Southern America",NA,"Árvore 6m. Flor alvacenta.; Floresta Ombrófila Densa (floresta atlântica).",NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:36:38-03","MBM","MBM","397375","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Roher, D.",NA,NA,NA,"Roher, D.; Daniel, V.; Daniel, V.","2013","05","10","Brazil","Paraná","Tijucas do Sul","APA de Guaratuba, Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-49.087028","-25.779569","-49.087028","-25.779569",NA,NA,"MBM397375","MBM397375",NA,NA,"s.n.","Southern America",NA,"Arvoreta de 2m de altura.; Floresta Ombrófila Mista Montana.",NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:36:38-03","MBM","MBM","397377","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Daniel, V.",NA,NA,NA,"Roher, D.; Daniel, V.; Felitto, G.; Daniel, V.; Felitto, G.","2013","07","04","Brazil","Paraná","Tijucas do Sul","APA de Guaratuba, Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-49.073836","-25.793117","-49.073836","-25.793117",NA,NA,"MBM397377","MBM397377",NA,NA,"s.n.","Southern America",NA,"Árvore de 8 m de altura, 2m de PIM de 61 cm de CAP.; Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:36:38-03","MBM","MBM","397378","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Daniel, V.",NA,NA,NA,"Roher, D.; Daniel, V.; Daniel, V.","2013","07","02","Brazil","Paraná","Tijucas do Sul","APA de Guaratuba, Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-49.079642","-25.786811","-49.079642","-25.786811","907","907","MBM397378","MBM397378",NA,NA,"s.n.","Southern America",NA,"Arvoreta de 2,5m de altura, 7 cm de CAP. frutos de cor verde.; Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:36:38-03","MBM","MBM","57596","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Hatschbach, G.","1970","03","25","Brazil","Paraná","Campina Grande do Sul","Rio Tucum","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"MBM057596","MBM057596",NA,NA,"24064","Southern America",NA,NA,"55154","auto",NA,NA,NA,NA
"69","2020-12-21 16:36:38-03","MBM","MBM","53809","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Hatschbach, G.; Klein, R.M.; Klein, R.M.","1962","03","21","Brazil","Paraná","Curitiba","Pinheirinho","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM053809","MBM053809",NA,NA,"8916","Southern America",NA,NA,"25180","auto",NA,NA,NA,NA
"70","2020-12-21 16:36:38-03","MBM","MBM","101870","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Oliveira, P.I.; Cordeiro, J.; Cordeiro, J.","1985","05","30","Brazil","Paraná","Morretes","Véu de Noiva","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM101870","MBM101870",NA,NA,"913","Southern America",NA,NA,"30514","auto",NA,NA,NA,NA
"71","2020-12-21 16:36:38-03","MBM","MBM","109459","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Cordeiro, J.; Silva, J.M.; Silva, J.M.","1986","08","10","Brazil","Paraná","Morretes","Véu de Noiva","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM109459","MBM109459",NA,NA,"303","Southern America",NA,NA,"30514","auto",NA,NA,NA,NA
"72","2020-12-21 16:36:38-03","MBM","MBM","2402","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.","1993",NA,NA,"Hatschbach, G.","1966","10","10","Brazil","Paraná","São José dos Pinhais","Colônia Roseira, Col. Roseira","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM002402","MBM002402",NA,NA,"14822","Southern America",NA,"Árvore do interior do capão, fruto maduro vermelho escuro; Árvore, fruto maduro vermelho escuro.; Interior de capão.","45291","auto",NA,"PARATYPE",NA,NA
"73","2020-12-21 16:36:38-03","MBM","MBM","102619","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Oliveira, P.I.","1985","09","17","Brazil","Paraná","São José dos Pinhais","Colônia Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM102619","MBM102619",NA,NA,"922","Southern America",NA,NA,"45291","auto",NA,NA,NA,NA
"74","2020-12-21 16:36:38-03","MBM","MBM","59349","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Hatschbach, G.","1978","05","23","Brazil","Paraná","São José dos Pinhais","Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM059349","MBM059349",NA,NA,"41544","Southern America",NA,NA,"45291","auto",NA,NA,NA,NA
"75","2020-12-21 16:36:38-03","MBM","MBM","135991","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","1990","05","23","Brazil","Paraná","Tijucas do Sul","Ambrósios","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"MBM135991","MBM135991",NA,NA,"54113","Southern America",NA,NA,"25228","auto",NA,NA,NA,NA
"76","2020-12-21 16:36:38-03","MBM","MBM","82350","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Kummrow, R.","1983","04","14","Brazil","Paraná","Tijucas do Sul","Represa de Vossoroca","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"MBM082350","MBM082350",NA,NA,"2310","Southern America",NA,NA,"25228","auto",NA,NA,NA,NA
"77","2020-12-21 16:36:38-03","MBM","MBM","391743","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Cordeiro, J.","2014","08","20","Schwirkowski, P.; Bianconcini; Bianconcini","2013","10","27","Brazil","Santa Catarina","São Bento do Sul","Serra Alta","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,"MBM391743","MBM391743",NA,NA,"1B","Southern America",NA,"Floresta Ombrófila Mista.","23090","auto",NA,NA,NA,NA
"78","2015-11-07 07:06:37-02","MNHN","RECOLNAT_MNHN_P","P01902617","PreservedSpecimen",NA,"Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg",NA,NA,NA,NA,"Sello, F.",NA,NA,NA,"Brésil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"P01902617","P01902617_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902617' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"type",NA,NA
"79","2013-12-11 17:55:57-02","MNHN","RECOLNAT_MNHN_P","P01902618","PreservedSpecimen",NA,"Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg",NA,NA,NA,NA,"Sello, F.",NA,NA,NA,"Brésil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"P01902618","P01902618_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902618' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"type",NA,NA
"80","2017-07-19 09:33:28-03","MNHN","RECOLNAT_MNHN_P","P05130969","PreservedSpecimen",NA,"Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg",NA,NA,NA,NA,"Allemão, Freire",NA,NA,NA,"Brasil","Ceará",NA,"s.l.",NA,NA,NA,NA,NA,NA,"P05130969","P05130969_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05130969' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"665",NA
"81","2020-12-11 11:39:13-03","UFMG","BHCB","84458","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg",NA,"2003","02",NA,"Rodrigues, RRR; Souza, VC de; Arzolla, FARDP; Ivanauskas, NM; Souza, JP; Scalon, VC; Farah, FT","1995","09","04","Brasil","São Paulo","Eldorado","Cachoeira do Sapatu","-48.36","-24.602778","-48.36","-24.602778",NA,NA,"BHCB010507","BHCB010507","Dicotyledon",NA,"227","Southern America",NA,"Árvore 4m alt. Frutos pretos e vermelhos.",NA,NA,NA,NA,NA,NA
"82","2020-12-11 11:39:12-03","UFMG","BHCB","110069","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg",NA,"2007",NA,NA,"Sevegnani, L; Gasper, AL de","2007","03","30","Brasil","Santa Catarina","São Bento do Sul","CEPA","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,"BHCB010506","BHCB010506","Dicotyledon",NA,"s.n.","Southern America",NA,"FODM","23090","auto",NA,NA,NA,NA
"83","2021-02-11 17:20:40-03","UFPR","UPCB","51698","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Possette, R.F.S. & Cordeiro, J.","2005","06","17","Possette, R.F.S.","2005","06","01","Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,NA,NA,NA,"473",NA,NA,"Floresta ombrófila mista. Alt.: 950m s.n.m..","13536","auto",NA,NA,NA,NA
"84","2021-02-11 17:20:40-03","UFPR","UPCB","4274","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.","2000","01","01","Hatschbach, G.","1951","08","03","Brasil","Paraná","Matinhos","Caiobá","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,NA,NA,NA,NA,"2460",NA,NA,"Árvore 6m, mata higrófila..","15275","auto",NA,NA,NA,NA
"85","2021-02-11 17:20:40-03","UFPR","UPCB","30655","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.","2000","01","01","Kozera, C.","1997","04","30","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,"557",NA,NA,"Árvore ca. 7m, flores brancas com perfume. Subosque da floresta com Araucaria..","25180","auto",NA,NA,NA,NA
"86","2018-06-22 05:25:00-03","MO","MOBOT","2482837","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","floscellus","Eugenia floscellus","D. Legrand",NA,NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","1954","9","30","Brazil","Santa Catarina",NA,"Luís Alves. Braço Joaquim",NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,"Reitz 2142","South America",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-07-26 12:01:00-03","MO","MOBOT","3199228","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O. Berg","F. F. Mazine, April/",NA,NA,NA,"Gert G. Hatschbach","1970","3","25","Brazil","Paraná","Campina Grande do Sul","Rio Tucumi.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 24064","South America",NA,NA,"55154","auto",NA,NA,NA,"1"
"88","2020-07-26 11:56:00-03","MO","MOBOT","3199434","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O. Berg","F. F. Mazine, April/",NA,NA,NA,"Gert G. Hatschbach","1977","9","22","Brazil","Paraná","Tijucas do Sul","Piraí. Mata.","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 40191","South America",NA,NA,"25228","auto",NA,NA,NA,"1"
"89","2009-12-04 16:24:00-02","MO","MOBOT","3196820","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O. Berg","M. Sobral",NA,NA,NA,"Gert G. Hatschbach|J.M. Silva","1990",NA,NA,"Brazil","Paraná",NA,"Ambrosios Mun. Tijucas do Sul.",NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,"Hatschbach 54113","South America",NA,NA,NA,NA,NA,NA,NA,NA
"90","2008-05-27 22:02:00-03","MO","MOBOT","3196880","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O. Berg","M. Sobral",NA,NA,NA,"J. Cordeiro","1986",NA,NA,"Brazil","Paraná",NA,"Veu de Noiva ( mun. Morretes).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cordeiro 303","South America",NA,NA,NA,NA,NA,NA,NA,NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","3199751","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O. Berg","F. F. Mazine, April/",NA,NA,NA,"R. Kummrow","1983",NA,NA,"Brazil","Paraná",NA,"Represa de Vossoroca (mun. Tijucas do Sul). Da mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kummrow 2310","South America",NA,NA,NA,NA,NA,NA,NA,NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","3225192","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O. Berg","M. Sobral",NA,NA,NA,"P. Oliveira","1985","5","30","Brazil","Paraná",NA,"Veu de Noiva (mun Morretes).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oliveira 913","South America",NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-07-26 10:38:00-03","MO","MOBOT","3199654","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O. Berg","F. F. Mazine, April/",NA,NA,NA,"Gert G. Hatschbach","1978","5","23","Brazil","Paraná","São José dos Pinhais","Guaricana.","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 41544","South America",NA,NA,"45291","auto",NA,NA,NA,"1"
"94","2020-08-31 09:07:42-03","INPA","INPA","195514","S","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, MEG","2014",NA,NA,"Barbosa, E","1997","04","17","Brasil","Paraná","Campina Grande do Sul","Rio Capivari","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"INPA0195514","INPA0195514 INPA0195514_e","Dicotyledon Com-Clade","Myrtales","68","Southern America",NA,NA,"55154","auto",NA,NA,NA,NA
"95","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","27367",NA,"Plantae","Myrtaceae","Eugenia","cf. platysema","Eugenia cf. platysema","O.Berg","F. F. Mazine-Capelo/29-XI-2006",NA,NA,NA,"V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2006","06","07","Brasil","Espírito Santo","Águia Branca","Rochedo, propr.: Ailton Corteletti","-40.801667","-18.952778","40W48'6","18S57'10","350","350","MBML027367","MBML027367",NA,NA,"2418",NA,NA,"Arvoreta 4m, flores brancas. Interior de mata, beira de riacho.",NA,NA,NA,NA,NA,NA
"96","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","22373",NA,"Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","M. Sobral/2005",NA,NA,NA,"L. Kollmann; et al","2004","04","09","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167","41W6'2","20S31'9",NA,NA,"MBML022373","MBML022373",NA,NA,"6608",NA,NA,"Arvoreto 3m. Botões brancos.",NA,NA,NA,NA,NA,NA
"97","2020-09-12 05:00:02-03","US","US","2141624","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","floscellus","Eugenia floscellus","D. Legrand",NA,NA,NA,NA,"R. Reitz","1939","11","8","Brazil","Santa Catarina","Brusque",NA,"-48.9174995422363","-27.0981006622314",NA,NA,"50",NA,"US01898025","US01898025_01 US01898025_02",NA,"Myrtales","3139","South America - Neotropics",NA,NA,"19684","auto","Dicotyledonae",NA,NA,"1"
"98","2020-09-12 05:00:02-03","US","US","2841748","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","floscellus","Eugenia floscellus","D. Legrand",NA,NA,NA,NA,"R. Reitz & R. M. Klein","1954","9","30","Brazil","Santa Catarina",NA,"Bracojuaquim, Luis Alves.",NA,NA,NA,NA,"400","400","US00075609","US00075609_01",NA,"Myrtales","2142","South America",NA,NA,NA,NA,"Dicotyledonae","Isotype",NA,"1"
"99","2020-09-12 05:00:02-03","US","US","3311342","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O. Berg",NA,NA,NA,NA,NA,"1978","5","15","Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD. Est. Farinha-Seca, ant. 221, km 0,150, talhão 204","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"US01898425","US01898425_01 US01898425_02",NA,"Myrtales",NA,"South America - Neotropics",NA,NA,"48094","auto","Dicotyledonae",NA,NA,"1"
"100","2020-09-12 05:00:02-03","US","US","3311343","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O. Berg",NA,NA,NA,NA,"D. Folli","1983","7","29","Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD. Est. Bicuiba, ant. 162, km 1262, lado direito","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"US01898426","US01898426_01 US01898426_02",NA,"Myrtales","456","South America - Neotropics",NA,NA,"48094","auto","Dicotyledonae",NA,NA,"1"
"101","2020-09-12 05:00:02-03","US","US","2743617","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O. Berg",NA,NA,NA,NA,"G. Hatschbach","1966","10","10","Brazil","Paraná","São José dos Pinhais","Col. Roseira","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"US01898320","US01898320_01 US01898320_02",NA,"Myrtales","14822","South America - Neotropics",NA,NA,"45291","auto","Dicotyledonae",NA,NA,"1"
"102","2019-12-09 17:30:21-03","UFPR","EFC","13879","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Ribeiro, C.L.","2015","04","29","Blum, C.T.","2014","06","02","Brasil","Paraná","Curitiba","Capão do Cifloma","-49.1426","-25.2652","-49.1426","-25.2652","920","920","EFC013879",NA,NA,NA,"1664",NA,NA,"Arvoreta com 5 m. Com flroes brancas, levemente perfumadas.",NA,NA,NA,NA,NA,NA
"103","2019-12-09 17:30:22-03","UFPR","EFC","14960","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Bizarro, O.M.R.","2016","05","25","Blum, C.T.","2014","05","15","Brasil","Paraná","Curitiba","Capão do Cifloma","-49.241","-25.4487","-49.2410","-25.4487","920","920","EFC014960",NA,NA,NA,"2292",NA,NA,"Árvore; botões florais; interior de Floresta Ombrófila Mista Montana",NA,NA,NA,NA,NA,NA
"104","2020-10-15 09:53:57-03","UFPR","EFC","18834","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","DALL AGNOL, R. T.","2020","01","21","DALL AGNOL, R. T.","2020","01","21","Brasil","Paraná","Curitiba","Capão do Cifloma.","-49.241264","-25.447344","-49.241264","-25.447344","922","922","EFC018834",NA,NA,NA,"1140",NA,NA,"Arvoreta, 5 m; botões esverdeados, flores alvas. Interior de floresta em estágio médio.",NA,NA,NA,NA,NA,NA
"105","2019-12-09 17:30:21-03","UFPR","EFC","14402","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Bizarro, O.M.R.","2015","09","09","Bizarro, O.M.R.","2015","09","09","Brasil","Paraná","Curitiba","Capão do Cifloma","-49.241","-25.4477","-49.241","-25.4477","916","916","EFC014402",NA,NA,NA,"105",NA,NA,"Arvoreta 3 m alt., fruto imaturo verde e fruto maduro roxo, sub-bosque de floresta.",NA,NA,NA,NA,NA,NA
"106","2019-12-09 17:30:21-03","UFPR","EFC","11242","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.","2011","11","30","Saueressig, D.; Henke, J.M.","2011","08","28","Brasil","Paraná","Bocaiúva do Sul","Bocaiúva do Sul/PR","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"EFC011242",NA,NA,NA,"1458",NA,NA,"subosque de Mata de Araucária __COMMOM_NAME__: pitanguinha-preta","61623","auto",NA,NA,NA,NA
"107","2021-03-25 13:52:50-03","UNIVILLE","JOI","18520","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Vieira, F.C.S.","2018","10","25","Vieira, F.C.S.; Longen, F.","2018","10","20","Brasil","Santa Catarina","Joinville","Estrada Covanca. APA Dona Francisca","-49.027222","-26.156389","49º1'38''W","26º9'23''S","140","140","JOI018520",NA,NA,NA,"2886",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-25 13:52:50-03","UNIVILLE","JOI","16996","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Uller, HF","2017","09","17","Uller, H. F.","2011","08","17","Brasil","Santa Catarina","Gaspar",NA,"-48.973333","-26.926111","48º58'24''W","26º55'34''S",NA,NA,"JOI016996","JOI016996",NA,NA,"239",NA,NA,"Flor branca Habito: Arvoreta",NA,NA,NA,NA,NA,NA
