"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem","sex"
"11","2021-04-05 14:25:06-03","UNESC","CRI","12615","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","E.Morren","Peterson T. Padilha","2017","09","18","Alexandre Medeiros","2017","06","13","Brasil","Santa Catarina","Balneário Camboriú","Praia da Laranjeiras","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"Coleta 458 Habito: Epífita","CRI010829",NA,NA,"8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","645850","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","E.Morren","R. C. Tardivo",NA,NA,NA,"W. A. Rodrigues","2000","05","08","Brazil","Santa Catarina","Garuva","Estrada entre Garuva e Guaratuba, próximo da entrada para Itapoá","-48.78","-26.07",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=40906' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645850","NY00645850_01","11305",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01192942","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","E.Morren","H. E. Luther",NA,NA,NA,"R. A. X. Borges","2007","01","16","Brazil","Bahia","Barro Preto","Serra da Pedra Lascada. 13,7 km de Barro Preto, na estrada que passa pela fazenda São Miguel e sobe até o acesso a serra. Caminhada ao topo da serra.","-39.5361","-14.7703",NA,NA,"860","860","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396790' target='other'> <mi>dwc_moreinfo</mi></a>","NY01192942","NY01192942_01","501",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"14","2019-12-04 15:26:26-03","PUCPR","HUCP","9002","S","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","Morr, E.",NA,NA,NA,NA,"Roder, R","1996","05","30","Brasil","Paraná","Curitiba","Capão Raso","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"007","25180","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-04 15:26:26-03","PUCPR","HUCP","21522","S","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","Morr, E.","Kersten, RA",NA,NA,NA,"Kersten, RA","2010","06","19","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,"1453","30514","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-12-04 15:26:26-03","PUCPR","HUCP","22787","S","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","Morr, E.","Kersten, RA",NA,NA,NA,"Kersten, RA","2012","05","02","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,"1571","30514","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-04 15:26:26-03","PUCPR","HUCP","18052","S","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","Morr, E.","Kersten, RA",NA,NA,NA,"Selusniaki, M","2006","04","21","Brasil","Paraná","Morretes","Estrada da Graciosa","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,"931","30514","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-12-04 15:26:26-03","PUCPR","HUCP","21601","S","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","Morr, E.",NA,NA,NA,NA,"Keller, H","2008","11","02","Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,"037","30514","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-12-04 15:26:26-03","PUCPR","HUCP","24537","S","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","Morr, E.","Lago, GB",NA,NA,NA,"Lago, GB","2015","05","23","Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00003548","HUCP00003548","04","24916","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:26:26-03","PUCPR","HUCP","16310","S","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","Morr, E.","Cervi, AC",NA,NA,NA,"Cervi, AC","2003","04","28","Brasil","Paraná","Paranaguá","Floresta Estadual Floresta do Palmito","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UPCB Nº 46624.",NA,NA,"8402","24916","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:26:26-03","PUCPR","HUCP","18823","S","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","Morr, E.","Kersten, RA",NA,NA,NA,"Silva, C; Belik, A","1995","04","22","Brasil","Paraná","Paranaguá","Rio Caraguaçú","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,"081/049","24916","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:26:26-03","PUCPR","HUCP","8857","S","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","Morr, E.",NA,NA,NA,NA,"Branco, PF","1996","04","06","Brasil","Santa Catarina","Itapoá","Balneário Princesa do Mar","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,NA,NA,NA,"005","18121","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:26:26-03","PUCPR","HUCP","24023","S","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","Morr, E.",NA,NA,NA,NA,"Petean, M","2008","02","28","Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,NA,"s.n.","38300","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-04 15:26:26-03","PUCPR","HUCP","21661","S","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","Morr, E.","Kersten, RA",NA,NA,NA,"Kersten, RA","2007","12","10","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"HUCP00003660","HUCP00003660","1275","12577","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-27 20:28:30-03","PUCPR","HUCP","25618","S","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","Morr, E.","Lago, GB","2015","09","12","Lago, GB","2015","09","12","Brasil","Parana","Paranagua","Floresta Estadual do Palmito","-48.54638","-25.588","-48.54638","-25.588",NA,NA,"FOD- Epífita, ca. 1,5 m de altura. elevação de 15m.","HUCP00025618","HUCP00025618","32",NA,NA,"Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-12-04 15:26:26-03","PUCPR","HUCP","23951","S","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","Morr, E.","Kersten, RA",NA,NA,NA,"Kersten, RA","2015","11","10","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,"s.n.","12577","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:27:41-03","UFBA","ALCB","86961","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana",NA,NA,NA,NA,NA,"Petean, MP","2008","02","28","Brasil","Paraná","Antonina","Reserva Natural do Morro da Mina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"coletada a aproximadamente 1m de altura","ALCB010302","ALCB010302","s/n","38300","auto","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:12:35-03","NBC","NL-BOTANY","U.1174522","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","E.Morren",NA,NA,NA,NA,"Lindeman JC; Kramer KU","1966","10","03","Brazil",NA,NA,"Est. Parana. Restinga wood near Praia do leste.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174522 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1174522","NL-U1174522",NA,NA,NA,NA,"Poales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 10:12:35-03","NBC","NL-BOTANY","U.1174523","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","E.Morren",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1967","07","20","Brazil",NA,NA,"Est. Parana. Restinga wood S. of Guaratuba.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174523 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1174523","NL-U1174523",NA,NA,NA,NA,"Poales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 10:12:35-03","NBC","NL-BOTANY","WAG.1488852","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","E.Morren",NA,NA,NA,NA,"Hatschbach GG","1974","01","22","Brazil",NA,NA,"Anhaia (mun. Morretes) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1488852 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1488852","NL-WAG1488852",NA,NA,NA,NA,"Poales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-11-04 11:03:58-03","ESALQ","ESA","125353","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana",NA,"Forster, W.","2013","04","12","Cabral, F.N.","2013","03","31","Brasil","São Paulo","Miracatu","Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa","-47.34451","-24.03158","-47.34451","-24.03158",NA,NA,"Epífita a 1,5m. Com frutos amarelos/esverdeados.","ESA125353",NA,"923.0",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:03:58-03","ESALQ","ESA","93076","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","E. Morren",NA,NA,NA,NA,"Meireles, J.E. et al.","2005","03","26","Brasil","São Paulo","Ariri",NA,NA,NA,NA,NA,NA,NA,NA,"ESA093076","ESA093076","256.0",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:03:58-03","ESALQ","ESA","124033","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana",NA,"Forster, W.","2013","04","12","Kuntz, J. ; Colletta, G.D.","2013","03","26","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores.","-47.31512","-24.018979","-47.31512","-24.018979","527","527","Epífita. Eixo da inflorescência avermelado e frutos amarelos.","ESA124033","ESA124033","907.0",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:03:58-03","ESALQ","ESA","124076","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana",NA,"Forster, W.","2013","04","12","Kuntz, J. ; Colletta, G.D.","2013","03","26","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa","-47.34483","-24.03332","-47.34483","-24.03332",NA,NA,"Epífita com frutos amarelos e eixo da inflorescência avermelhado.","ESA124076","ESA124076","931.0",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:03:58-03","ESALQ","ESA","123961","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana",NA,"Forster, W.","2013","04","12","Virillo, C.B. ; Caramez, R.B.","2013","03","29","Brasil","São Paulo","Tapiraí","Reserva particular da Votorantim (CBA). Trilha do Boa Tudo. Floresta Ombrófila Densa (Tapiraí), com áreas antigas de roça em alguns trechos","-47.380699","-24.037544","-47.380699","-24.037544","415","415","Flores roxas, pedúnculo rosa, flores amarelas","ESA123961","ESA123961","92.0",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:03:58-03","ESALQ","ESA","124059","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana",NA,"Forster, W.","2013","04","12","Cabral, F.N. ; Potascheff, C.M.","2013","03","31","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa","-47.34451","-24.03158","-47.34451","-24.03158",NA,NA,"Epífita a 1,5m. Com frutos amarelos/esverdeados.","ESA124059","ESA124059","923.0",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:03:58-03","ESALQ","ESA","125457","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana",NA,"Forster, W.","2013","04","12","Kuntz, J.","2013","03","26","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores.","-47.314895","-24.025057","-47.314895","-24.025057",NA,NA,"Epífita com frutos amarelos e eixo da inflorescência avermelhado.","ESA125457",NA,"931.0",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:03:58-03","ESALQ","ESA","125268","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana",NA,"Forster, W.","2013","04","12","Virillo, C.B.","2013","03","29","Brasil","São Paulo","Tapiraí","Reserva Particulrar da Votorantim (CBA). Trilha do Boa Tudo. Floresta Ombrófila Densa (Tapiraí), com áreas antigas de roça em alguns trechos","-47.380699","-24.037544","-47.380699","-24.037544",NA,NA,"Flores roxas, pedúnculo rosa, flores amarelas.","ESA125268",NA,"92.0",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:03:58-03","ESALQ","ESA","124183","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana",NA,"Forster, W.","2013","04","12","Flores, T.B. ; Rodrigues, R.R.","2013","03","27","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). Trilha Dezembro - entre UHE Alecrim e UHE Porto Rosa. Floresta Ombrofila Densa na margem do rio Dezembro.","-47.45","-24.07","-47.45","-24.07",NA,NA,"Epífita, frutos amarelos.","ESA124183","ESA124183","1828.0",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:03:58-03","ESALQ","ESA","125436","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana",NA,"Forster, W.","2013","04","12","Kuntz, J.","2013","03","26","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores.","-47.31512","-24.018979","-47.31512","-24.018979",NA,NA,"Epífita. Eixo da inflorescência avermelado e frutos amarelos.","ESA125436",NA,"907.0",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:03:58-03","ESALQ","ESA","26703","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","E.Morren","Costa, A.",NA,NA,NA,"Rodrigues, R.R. et al.","1995","09","02","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA026703","ESA026703","134.0","38804","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:03:58-03","ESALQ","ESA","125511","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana",NA,"Forster, W.","2013","04","12","Flores, T.B.","2013","03","27","Brasil","São Paulo","Miracatu","Reserva Particular da Votorantim (CBA). Trilha do Rio Dezembro - entre UHE Alecrim e UHE Porto Rosa. Floresta Ombrofila Densa na margem do rio Dezembro.","-47.4599990844727","-24.2800006866455",NA,NA,NA,NA,"Epífitas, frutos amarelos.","ESA125511",NA,"1828.0","43974","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:03:58-03","ESALQ","ESA","37610","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana",NA,NA,NA,NA,NA,"Torezan, J.M. et al.","1997","12","18","Brasil","Paraná","Sengés",NA,"-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,NA,"ESA037610","ESA037610","755.0","55682","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:03:58-03","ESALQ","ESA","21007","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","E.Morren",NA,NA,NA,NA,"Miyagi, P.H. et al.","1994","09","08","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA021007","ESA021007","183.0","37574","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:03:58-03","ESALQ","ESA","95422","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","E. Morren","Forster, W.",NA,NA,NA,"Braidotti, J.C. et al.","2005","03","31","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA095422","ESA095422","135.0","37574","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:03:58-03","ESALQ","ESA","50269","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana",NA,NA,NA,NA,NA,"Oriani, A. et al.","2005","03","29","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA050269","ESA050269","650.0","37574","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:03:58-03","ESALQ","ESA","95425","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","E. Morren",NA,NA,NA,NA,"Meireles, J.E. et al.","2005","03","25","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA095425","ESA095425","38.0","38804","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:03:58-03","ESALQ","ESA","21026","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","E.Morren","Costa, A.",NA,NA,NA,"Miyagi, P.H. et al.","1994","09","07","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"ESA021026","ESA021026","109.0","55628","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:03:58-03","ESALQ","ESA","4518","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","E.Morr.","Catharino, E.L.M.",NA,NA,NA,"Catharino, E.L.M.","1984","04","07","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"ESA004518","ESA004518","106.0","55628","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-04 11:03:58-03","ESALQ","ESA","29161","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana","E. Morren","Moura, R.",NA,NA,NA,"Ivanauskas, N.M.","1996","03","29","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029161","ESA029161","751.0","17990","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-04 11:03:58-03","ESALQ","ESA","29466","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rodigasiana","Vriesea rodigasiana",NA,"Costa, A.","2000",NA,NA,"Ivanauskas, N.M. ; Gomes, A.","1996","05","07","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029466","ESA029466","1021.0","17990","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
