"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","individualCount","relatedCatalogItem","infraspecificEpithet"
"47","2020-07-10 09:49:13-03","MBML","MBML-HERBARIO","6138",NA,"Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","D. Zappi/Nov.-1999","L. Kollmann","62","1990","11","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove","-40.645833","-19.981944",NA,"Arvoreta, 4m de altura, fuste 2,5m X 4cm. Fruto branco. Alto de encosta.","MBML006138",NA,NA,NA,NA,NA,NA,NA,NA,"40W38'45","19S58'55",NA,NA,NA,NA,NA
"48","2020-07-10 09:49:13-03","MBML","MBML-HERBARIO","8828",NA,"Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","D. Zappi/Nov.-1999","L. Kollmann; E. Bausen & W. Pizziolo","379","1998","08","18",NA,"Brasil","Espírito Santo","Santa Leopoldina","Rio do Norte","-40.596389","-20.054167",NA,"Fundo de vale. Beira de cachoeira. Arbusto 2m. Flores brancas.","MBML008828",NA,NA,NA,NA,NA,NA,NA,NA,"40W35'47","20S3'15",NA,NA,NA,NA,NA
"49","2020-07-10 09:49:13-03","MBML","MBML-HERBARIO","9604",NA,"Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","D. Zappi/Nov.-1999","L. Kollmann; E. Bausen & W. Pizziolo","1424","1998","12","22",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arbusto 4m. Flores brancas.","MBML009604",NA,NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA
"50","2020-07-10 09:49:13-03","MBML","MBML-HERBARIO","43104",NA,"Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.",NA,"E.J. de Lírio; L. Marquardt & V.L. Aledi","147","2011","12","20",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Bonito","-40.7461013793945","-20.040599822998",NA,"Floresta Ombrófila Densa. Interior da mata. Arbusto 2m, pétalas brancas","MBML043104",NA,NA,NA,"31867","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-04 11:06:22-03","UFRB","HURB","17236","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","W.O.Fonseca","Fonseca, W.O.; Costa, G.M.; Fonseca, G.V.","547","2017","10","30",NA,"Brasil","Bahia","Boa Nova","Parque Nacional de Boa Nova; Fazenda, trilha do Traíra","-40.2075004577637","-14.3625001907349",NA,NA,"HURB000017236",NA,NA,NA,"31265","auto","2018","08","28",NA,NA,NA,NA,NA,NA,NA
"52","2020-07-15 14:43:41-03","UNESP-RC","HRCB","51276","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","M. Gomes","Prata, E. M. B.","s/n",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-06-10 10:11:37-03","FZB-BH","BHZB","2747","S","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa",NA,"D, Zappi","Ordones, J.","361","2000","10","08",NA,"Brasil","MG","Catas Altas","Caraça/ Buraco da Boiada","-43.4075012207031","-20.0746994018555",NA,"Doação para o Herbário SPFR em Julho de 2014.Anteriormente identificada como Rudgea sp. por Taylor, C.M.",NA,NA,NA,NA,"11966","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","3224230","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.",NA,"P. Laclette","108","1972","9","18","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Mun. Rio Bonito, Bracana Faz de Cadolinas",NA,NA,NA,NA,"US02743116","US02743116_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"55","2020-09-12 05:00:02-03","US","US","67200","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.",NA,"Wilkes Explor. Exped.","s.n.","1838",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Rio, Brazil",NA,NA,NA,NA,"US00756243","US00756243_01 US00756243_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"56","2020-09-12 05:00:02-03","US","US","3485380","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.",NA,"A. M. Amorim, S. C. Sant' Ana, J. G. Járdim, E. B. Santos & J. Hage","1277","1993","5","14","South America - Neotropics","Brazil","Bahia",NA,"Municipio de Una. Estrada Una-Sao Jose. Coletas efetuadas a ca. de 27 km a partir de Una. Mata Higrofila Sul Baiana",NA,NA,NA,NA,"US02743115","US02743115_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"57","2020-09-12 05:00:02-03","US","US","3091579","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.",NA,"-- Altamiro & Walter, --","129","1945","10","17","South America","Brazil",NA,NA,"Itatiara, caminho Rio Bonito [interpreted]",NA,NA,NA,NA,"US02743117","US02743117_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"58","2019-11-13 11:30:34-03","USP","SPF","196834","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Anônimo","Braga, JMA","2901","1995","10","16",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.566667","-22.25",NA,NA,"SPF00196834",NA,"900","900",NA,NA,NA,NA,NA,"-44.566667","-22.25",NA,NA,NA,NA,NA
"59","2019-11-13 11:30:34-03","USP","SPF","121761","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Anônimo","Mello-Silva, R","1340","1997","05","22",NA,"Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.494444","-20.105",NA,NA,"SPF00121761",NA,"1350","1500",NA,NA,NA,NA,NA,"-43.494444","-20.105",NA,NA,NA,NA,NA
"60","2019-11-13 11:30:34-03","USP","SPF","104439","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Zappi, DC","Kallunki, JA","729","1995","04","23",NA,"Brasil","Espírito Santo","Guaçuí",NA,"-41.683333","-20.85",NA,NA,"SPF00104439",NA,NA,NA,NA,NA,"2006",NA,NA,"-41.683333","-20.85",NA,NA,NA,NA,NA
"61","2019-11-13 11:30:34-03","USP","SPF","171571","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Zappi, DC","Fiaschi, P","1640","2003","10","02",NA,"Brasil","Bahia","Almadina","Serra do Corcovado","-39.6","-14.716667",NA,NA,"SPF00171571",NA,NA,NA,NA,NA,"2006",NA,NA,"-39.6","-14.716667",NA,NA,NA,NA,NA
"62","2019-11-13 11:30:34-03","USP","SPF","212373","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Zappi, DC","Fernandes, FM","794","2012","11","28",NA,"Brasil","Minas Gerais","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00212373",NA,NA,NA,"26557","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-13 11:30:34-03","USP","SPF","229061","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Gomes, M","Prata, EMB","s.n.","2008","02","28",NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,"SPF00229061",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-10-07 09:14:54-03","UEFS","HUEFS","186212","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","hypomalaca","Rudgea hypomalaca","Standl.",NA,"Conrado, R.","60",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Cabo Frio","Buzios, entre as praias das focas e do forno.","-42.0186004638672","-22.8794002532959",NA,NA,"HUEFS0186212","HUEFS0186212",NA,NA,"40069","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA
"65","2019-10-07 09:14:55-03","UEFS","HUEFS","108992","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","D.Zappi","Lopes, M.M.M.","518","2006","02","15",NA,"Brasil","Bahia","Arataca","Serra do Peito de Moça. Serra das Lontras. Estrada Arataca-Una, ramal 22,4 km de Arataca, assentamento Sto. Antônio. RPPN Caminho das Pedras.","-39.341667","-15.173611",NA,"Floresta Ombrófila. Densa Montana.","HUEFS0108992","HUEFS0108992","1000","1000",NA,NA,"2008","08",NA,"39W20'30''","15S10'25''","Asteranae",NA,NA,NA,NA
"66","2020-06-15 07:53:27-03","UEFS","HUEFS","161994","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.",NA,"Braga, J.M.A.","2901","1995","10","16",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Estrada para o Hotel Repouso.","-44.566667","-22.25",NA,NA,"HUEFS0161994","HUEFS0161994 HUEFS0161994_e1","900","900",NA,NA,NA,NA,NA,"44W34'0''","22S15'0''","Asteranae",NA,NA,NA,NA
"67","2019-10-07 09:14:55-03","UEFS","HUEFS","62972","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","E.B.Souza & S.F.Conceição","Jardim, J.G.","3940","2001","10","30",NA,"Brasil","Bahia","Itamaraju","Fazenda Princesa do Pajau. Rod. Br 101Texeira de Freitas/Itamaraju, entrada a ca. 17km, rodovia para o Distrito de Santo Antonio; a ca. 50km até a sede da fazenda.","-39.841667","-17.169167",NA,"Floresta higrófila perturbada.","HUEFS0062972",NA,"200","200",NA,NA,"2005","06",NA,"39W50'30''","17S10'9''","Asteranae",NA,NA,NA,NA
"68","2019-10-07 09:14:55-03","UEFS","HUEFS","193472","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.",NA,"Lucas, E.J.","671","2006","11","24",NA,"Brasil","Minas Gerais","Faria Lemos","Fazenda Fortaleza.","-42.0297012329102","-20.8083000183105",NA,NA,"HUEFS0193472","HUEFS0193472","730","730","14353","auto",NA,NA,NA,"42W7'97''","20S31'78''","Asteranae",NA,NA,NA,NA
"69","2019-01-22 20:18:57-02","F","FMNH-SEEDPLANTS","V0077897F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","hypomalaca","Rudgea hypomalaca",NA,NA,"J. Badini","3161","1937","10",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0077897F","V0077897F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Holotype",NA,NA,NA
"70","2019-09-04 19:06:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa",NA,NA,"J. E. B. Warming",NA,"1864","1","2","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA
"71","2015-04-09 13:30:28-03","F","FMNH-SEEDPLANTS","V0293841F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0293841F","V0293841F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"72","2015-04-09 13:30:29-03","F","FMNH-SEEDPLANTS","V0293842F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0293842F","V0293842F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"73","2015-04-09 13:30:30-03","F","FMNH-SEEDPLANTS","V0293843F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0293843F","V0293843F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"74","2015-04-09 13:30:31-03","F","FMNH-SEEDPLANTS","V0293844F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0293844F","V0293844F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"75","2015-04-09 13:30:32-03","F","FMNH-SEEDPLANTS","V0293845F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0293845F","V0293845F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"76","2015-04-09 13:30:33-03","F","FMNH-SEEDPLANTS","V0293846F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0293846F","V0293846F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"77","2020-02-20 14:37:26-03","IAC","IAC","29952","S","Plantae",NA,NA,"Rubiaceae-220.Rubioideae-Palicoureeae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","S.L. Jung-Mendaçolli","L.C. Bernacci","s/nº","1990","11","15",NA,"Brasil","São Paulo","Campinas","Fazenda São Vicente","-47.0608","-22.9056",NA,NA,NA,NA,NA,NA,NA,NA,"2004","10","21","-47.0608","-22.9056",NA,NA,NA,NA,NA
"78","2020-07-23 12:21:22-03","CEPLAC","CEPEC","103716","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa",NA,"D.Zappi","Fiaschi, P.","1640","2003","10","02",NA,"Brasil","Bahia","ALMADINA","Ca. 4 km da estrada Almadina/Coaraci. Entrada à esq. Fazenda São José. Serra do Corcovado.","-39.6","-14.716667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W36'0","14S43'0",NA,NA,NA,NA,NA
"79","2020-07-23 12:21:22-03","CEPLAC","CEPEC","109819","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa",NA,"Sem Informação","Lopes, M. M. M.","518","2006","02","15",NA,"Brasil","Bahia","arataca","Serra do Peito-de-Moça - Serra das Lontras. Estrada Arataca-Una, ramal 22,4 km de Arataca, assentamento Sto. Antônio. RPPN Caminho das Pedras.","-39.341667","-15.173611",NA,"Coletada na base da serra.",NA,NA,"1000","1000",NA,NA,NA,NA,NA,"39W20'30","15S10'25",NA,NA,NA,NA,NA
"80","2020-07-23 12:21:22-03","CEPLAC","CEPEC","110293","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa",NA,"Sem Informação","Amorim, A. M.","5249","2005","10","12",NA,"Brasil","Bahia","arataca","Serra do Peito-de-Moça, complexo Serra das Lontras. Estrada Arataca-Una, ramal 22,4 km de Arataca, assentamento Sto. Antônio. RPPN Caminho das Pedras. Trilha para o pico e picada à direita.","-39.341667","-15.173611",NA,"UNICATA.",NA,NA,"1000","1000",NA,NA,NA,NA,NA,"39W20'30","15S10'25",NA,NA,NA,NA,NA
"81","2020-07-23 12:21:22-03","CEPLAC","CEPEC","122301","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa",NA,"C. P. Bruniera","J. L. da Paixão","1409","2007","10","19",NA,"Brasil","Bahia","AMARGOSA","Área de Duas Barras.","-39.828889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W49'44","14S9'66",NA,NA,NA,"30/12/2011",NA
"82","2020-07-23 12:21:22-03","CEPLAC","CEPEC","145692","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa",NA,"SpeciesLink/lacunas","R. Conrado","60",NA,NA,NA,NA,"Brasil","Rio de Janeiro","cabo frio",NA,"-42.0186004638672","-22.8794002532959",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-07-23 12:21:22-03","CEPLAC","CEPEC","78658","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa",NA,"W.O. Fonseca","W.O. Fonseca","547","2017","10","30",NA,"Brasil","Bahia","BOA NOVA",NA,"-40.2075004577637","-14.3625001907349",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"31265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-11-12 17:00:12-03","UEL","FUEL","13705","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Rudgea","apoda","Rudgea apoda","Müll.Arg.",NA,"Bernacci, LC","25849","1990","11","15",NA,"Brasil","São Paulo","Campinas","Fazenda Sao Vicente","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-02-23 13:23:08-03","MN","R-TIPOS","31866","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","hypomalaca","Rudgea hypomalaca","Standl.",NA,"Badini, J.","3241","1938","10","10",NA,"Brasil","Minas Gerais","Ouro Preto","Falcão","-43.5080986022949","-20.2875003814697",NA,NA,"R000031866","R000031866_001 R000031866_002",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,"Isoparatypus",NA,NA,NA
"86","2021-02-23 13:23:08-03","MN","R-TIPOS","31866a","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","hypomalaca","Rudgea hypomalaca","Standl.",NA,"Badini, J.","3241","1938","10","10",NA,"Brasil","Minas Gerais","Ouro Preto","Falcão","-43.5080986022949","-20.2875003814697",NA,NA,"R000031866a","R000031866a_001",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,"Isoparatypus",NA,NA,NA
"87","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rudgea","apoda","Rudgea apoda","Müll.Arg.",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro ad S. Joâo (hb. Petropol., specim. unic. haud bonum)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2017-09-11 17:13:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in prov. Minas Geraës prope Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2017-09-11 17:13:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.",NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia ,,intra tropicos''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2017-09-11 17:13:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.",NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"In Brasilia intra tropicos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2017-09-11 17:13:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Lagoa Santa","Prope Lagoa Santa.","-43.8897","-19.6272",NA,NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-09-11 16:28:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa dupasquieri","Müll.Arg.",NA,"Pasquier, Du","s.n.Hb, Ne",NA,NA,NA,"Southern America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dupasquieri"
"93","2017-09-11 16:28:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa dupasquieri","Müll.Arg.",NA,"Pasquier, Du","in hb. neos.n.",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"in prov. Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dupasquieri"
"94","2017-09-11 16:28:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa dupasquieri","Müll.Arg.",NA,"Pasquier, Du","s.n.Hb, Ne",NA,NA,NA,"Southern America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dupasquieri"
"95","2017-09-11 16:28:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa dupasquieri","Müll.Arg.",NA,"Pasquier, Du","in hb. neos.n.",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"in prov. Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dupasquieri"
"96","2020-02-13 09:37:17-03","IBt","SP","363947","S","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Bruniera, CP","Thomas, WW; Carvalho, AM; Barbosa, MR; Sant'Ana, SC; Paixão, JL","12611","2001","10","25",NA,"Brasil","Bahia","Boa Nova","Fazenda São José entrance 8.8 km E of Boa Nova on road to Dario Meira","-40.08722","-14.2363",NA,NA,NA,NA,"860","900",NA,NA,"2014",NA,NA,"-40.08722","-14.2363",NA,NA,NA,NA,NA
"97","2019-11-21 10:18:36-03","IBt","SP","396602","S","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Bruniera, CP","Lombardi, JA; Salino, A; Mota, RC; Almeida, TE; Viana, PL","5752","2004","03","01",NA,"Brasil","Minas Gerais","Bandeira","Mata do Boi Rajado, ca. de 14 km da sede de Bandeira, na divisa com a Bahia","-40.514464","-15.811667",NA,NA,NA,NA,"662","777",NA,NA,"2011","07",NA,"-40.514464","-15.811667",NA,NA,NA,NA,NA
"98","2019-11-21 10:18:36-03","IBt","SP","320358","S","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Bruniera, CP","Mello-Silva, R; Kawasaki, ML; Rapini, A","1340","1997","05","22",NA,"Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça, trilha na mata de encosta (com Vanillosmopsis) em direção ao Campo de Fora","-43.494444","-20.105",NA,NA,NA,NA,"1350","1500",NA,NA,"2011","07",NA,"-43.494444","-20.105",NA,NA,NA,NA,NA
"99","2019-11-21 10:18:36-03","IBt","SP","47986","S","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Zappi, DC","Kuhlmann, M","194","1942","12","19",NA,"Brasil","São Paulo","Amparo","Monte Alegre, fazenda Ponte Alta","-46.7599983215332","-22.7000007629395",NA,NA,NA,NA,NA,NA,"18036","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
