"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","typeStatus","fieldNumber","individualCount","sex"
"50","2020-12-21 16:17:23-03","MBM","MBM","405399","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Lozano, E.D.; May, D.; Saridakis, D.P.; May, D.; Saridakis, D.P.","2891","2014","12","17","Southern America","Brazil",NA,NA,"Subarbusto, 25 cm, flor rosa claro, afloramento rochoso úmido.; Campos Gerais.","MBM405399",NA,NA,"Sch. Bip. ex Baker","Lozano, E.D.","Paraná","Lapa","Parque Estadual do Monge","-49.700444","-25.775","MBM405399",NA,NA,"2016",NA,"-49.700444","-25.775",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:17:23-03","MBM","MBM","416690","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Marinero, F.; Fiuza, F.; Fiuza, F.","654","2018","04","17","Southern America","Brazil",NA,NA,"Subarbusto 30 cm; flores lilases.; Estepe gramíneo-lenhosa","MBM416690",NA,NA,"Sch. Bip. ex Baker","Marinero, F.","Paraná","Castro","Propriedade particular","-50.148889","-24.776111",NA,"1170","1170","2019","10","-50.148889","-24.776111",NA,NA,NA,NA,"17",NA,NA,NA,NA
"52","2020-12-21 16:17:23-03","MBM","MBM","65386","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Irwin, H.S.; et al.; et al.","13532","1966","03","05","Southern America","Brazil",NA,NA,NA,"MBM065386",NA,NA,"Sch. Bip. ex Baker","Barroso, G.M.","Goiás","Cristalina","10km W of Cristalina","-47.6136016845703","-16.7686004638672","MBM065386",NA,NA,NA,NA,NA,NA,"85457","auto",NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:17:23-03","MBM","MBM","5141","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Tessmann, G.","s.n.","1951","12","28","Southern America","Brazil",NA,NA,NA,"MBM005141",NA,NA,"Sch. Bip. ex Baker",NA,"Paraná","Campo Largo","Serra São Luís a 50km a oeste de Curitiba","-49.5283012390137","-25.4585990905762","MBM005141",NA,NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:17:23-03","MBM","MBM","229752","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","1653","1997","02","09","Southern America","Brazil",NA,NA,NA,"MBM229752",NA,NA,"Sch. Bip. ex Baker","Robinson, H.","Paraná","Jaguariaíva","Fazenda Barros","-49.7057991027832","-24.2511005401611","MBM229752",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:17:23-03","MBM","MBM","53661","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Hatschbach, G.; et al.; et al.","12263","1965","01","18","Southern America","Brazil",NA,NA,NA,"MBM053661",NA,NA,"Sch. Bip. ex Baker","Nakajima, J.N.","Paraná","Jaguariaíva","Fazenda Cajuru","-49.7057991027832","-24.2511005401611","MBM053661",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:17:23-03","MBM","MBM","306198","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Barboza, E.; Costa, E.F.; Linsingen, L. von; Costa, E.F.; Linsingen, L. von","1066","2005","07","12","Southern America","Brazil",NA,NA,"Ereta, capítulo alvo. campo. Unicata","MBM306198",NA,NA,"Sch. Bip. ex Baker","Nakajima, J.","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611","MBM306198",NA,NA,"2009","09",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:17:23-03","MBM","MBM","53610","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Hatschbach, G.","11929","1964","12","03","Southern America","Brazil",NA,NA,NA,"MBM053610",NA,NA,"Sch. Bip. ex Baker","Nakajima, J.N.","Paraná","Jaguariaíva","Ribeirão Grota Funda","-49.7057991027832","-24.2511005401611","MBM053610",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:17:23-03","MBM","MBM","191203","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Dombrowski, L.T.","4575","1973","03","16","Southern America","Brazil",NA,NA,NA,"MBM191203",NA,NA,"Sch. Bip. ex Baker","Ribas, O.S.","Paraná","Lapa","Lapa","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:17:23-03","MBM","MBM","277471","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Ribas, O.S.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","4561","2002","03","07","Southern America","Brazil",NA,NA,NA,"MBM277471",NA,NA,"Sch. Bip. ex Baker","Ribas, O.S.","Paraná","Lapa","Rio Capivari, próximo a barra com o Rio Iguaçu","-49.7158012390137","-25.7696990966797","MBM277471",NA,NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:17:23-03","MBM","MBM","42520","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Hatschbach, G.","14055","1966","09","17","Southern America","Brazil",NA,NA,NA,"MBM042520",NA,NA,"Sch. Bip. ex Baker","Cabrera, A.L.","Paraná","Lapa","Rio Passa Dois","-49.7158012390137","-25.7696990966797","MBM042520",NA,NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:17:23-03","MBM","MBM","191200","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Dombrowski, L.T.","14360","1990","03","28","Southern America","Brazil",NA,NA,NA,"MBM191200",NA,NA,"Sch. Bip. ex Baker","Ribas, O.S.","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:17:23-03","MBM","MBM","191201","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Dombrowski, L.T.","13584","1981","03",NA,"Southern America","Brazil",NA,NA,NA,"MBM191201",NA,NA,"Sch. Bip. ex Baker","Ribas, O.S.","Paraná","Palmeira","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:17:23-03","MBM","MBM","191204","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Dombrowski, L.T.; et al.; et al.","10271","1979","04","10","Southern America","Brazil",NA,NA,NA,"MBM191204",NA,NA,"Sch. Bip. ex Baker","Ribas, O.S.","Paraná","Palmeira","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:17:23-03","MBM","MBM","156810","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Ribas, O.S.; Ruas, P.M.; Ruas, P.M.","503","1993","02","11","Southern America","Brazil",NA,NA,NA,"MBM156810",NA,NA,"Sch. Bip. ex Baker","Hatschbach, G.","Paraná","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564","MBM156810",NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:17:23-03","MBM","MBM","153491","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Silva, J.M.; Poliquesi, C.B.; Poliquesi, C.B.","1123","1992","05","13","Southern America","Brazil",NA,NA,NA,"MBM153491",NA,NA,"Sch. Bip. ex Baker","Hatschbach, G.","Paraná","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564","MBM153491",NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:17:23-03","MBM","MBM","277226","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Dombrowski, L.T.","2553","1967","05","08","Southern America","Brazil",NA,NA,"Ereta, capítulo alvo. Campo; afloramentos rochosos","MBM277226",NA,NA,"Sch. Bip. ex Baker","Nakajima, J.","Paraná","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564","MBM277226",NA,NA,"2009","09",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:17:23-03","MBM","MBM","191202","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Dombrowski, L.T.","4529","1973","03","11","Southern America","Brazil",NA,NA,NA,"MBM191202",NA,NA,"Sch. Bip. ex Baker","Ribas, O.S.","Paraná","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:17:23-03","MBM","MBM","254069","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Barboza, E.; Cordeiro, J.; Peres, R.H.; Cordeiro, J.; Peres, R.H.","481","2000","04","20","Southern America","Brazil",NA,NA,NA,"MBM254069",NA,NA,"Sch. Bip. ex Baker","Ribas, O.S.","Paraná","Palmeira","Rio Lajeado","-50.0064010620117","-25.4293994903564","MBM254069",NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:17:23-03","MBM","MBM","326176","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Silva, J.M.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","5529","2007","02","14","Southern America","Brazil",NA,NA,"Ereta, capítulo alvo. Encosta do paredão","MBM326176",NA,NA,"Sch. Bip. ex Baker","Nakajima, J.","Paraná","Palmeira","Rio Tibagi","-50.0064010620117","-25.4293994903564","MBM326176",NA,NA,"2009","09",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:17:23-03","MBM","MBM","42528","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Hatschbach, G.","3730","1957","03","31","Southern America","Brazil",NA,NA,NA,"MBM042528",NA,NA,"Sch. Bip. ex Baker","Nakajima, J.N.","Paraná","Piraí do Sul","Serra das Furnas","-49.948600769043","-24.5261001586914","MBM042528",NA,NA,NA,NA,NA,NA,"37171","auto",NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:17:23-03","MBM","MBM","264326","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Tessmann, G.","2862","1948","02","11","Southern America","Brazil",NA,NA,NA,"MBM264326",NA,NA,"Sch. Bip. ex Baker","Hatschbach, G.","Paraná","Ponta Grossa","Fazenda Lagoa Dourada","-50.1618995666504","-25.0949993133545","MBM264326",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:17:21-03","MBM","MBM","150982","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Silva, J.M.; Cervi, A.C.; Cervi, A.C.","1107","1992","04","14","Southern America","Brazil",NA,NA,NA,"MBM150982",NA,NA,"Sch. Bip. ex Baker","Robinson, H.","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545","MBM150982",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:17:21-03","MBM","MBM","121678","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Silva, J.M.; Hatschbach, G.; Hatschbach, G.","501","1988","03","24","Southern America","Brazil",NA,NA,NA,"MBM121678",NA,NA,"Sch. Bip. ex Baker","Nakajima, J.N.","Paraná","Balsa Nova","São Luís","-49.6356010437012","-25.5839004516602","MBM121678",NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:17:23-03","MBM","MBM","3185","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Hatschbach, G.","13504","1966","01","12","Southern America","Brazil",NA,NA,NA,"MBM003185",NA,NA,"Sch. Bip. ex Baker","Cabrera, A.L.","Paraná","Palmeira","Serra das Almas","-50.0064010620117","-25.4293994903564","MBM003185",NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:17:23-03","MBM","MBM","245291","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Ribas, O.S.","2806","1998","11","02","Southern America","Brazil",NA,NA,NA,"MBM245291",NA,NA,"Sch. Bip. ex Baker","Cordeiro, J.; Ribas, O.S.","Paraná","Piraí do Sul","Fazenda Santa Rita","-49.948600769043","-24.5261001586914","MBM245291",NA,NA,NA,NA,NA,NA,"37171","auto",NA,NA,NA,NA,NA,NA,NA
"76","2015-10-02 04:06:06-03","MNHN","RECOLNAT_MNHN_P","P00704382","PreservedSpecimen",NA,"Asteraceae","Stevia","leptophylla","Stevia leptophylla","Riedel, L.",NA,"1826","2",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00704382' target='other'> <mi>dwc_moreinfo</mi></a>","P00704382",NA,NA,"Baker",NA,NA,NA,"mont. Murungara. Prov. St. Paul",NA,NA,"P00704382_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"77","2015-10-02 04:05:54-03","MNHN","RECOLNAT_MNHN_P","P00704381","PreservedSpecimen",NA,"Asteraceae","Stevia","leptophylla","Stevia leptophylla","Riedel, L.",NA,"1826","2",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00704381' target='other'> <mi>dwc_moreinfo</mi></a>","P00704381",NA,NA,"Baker",NA,NA,NA,"mont. Murungara. Prov. St. Paul",NA,NA,"P00704381_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"78","2015-10-02 04:06:16-03","MNHN","RECOLNAT_MNHN_P","P00704383","PreservedSpecimen",NA,"Asteraceae","Stevia","leptophylla","Stevia leptophylla","Hassler, E.",NA,"1900","12",NA,NA,"Paraguay","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00704383' target='other'> <mi>dwc_moreinfo</mi></a>","P00704383",NA,NA,"Baker","Nakajima",NA,NA,"in regione cursus superioris fluminis Y-acà pr. Chololo",NA,NA,"P00704383_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6617",NA,NA
"79","2015-10-02 04:06:28-03","MNHN","RECOLNAT_MNHN_P","P00704384","PreservedSpecimen",NA,"Asteraceae","Stevia","leptophylla","Stevia leptophylla","Hassler, E.",NA,"1900","12",NA,NA,"Paraguay","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00704384' target='other'> <mi>dwc_moreinfo</mi></a>","P00704384",NA,NA,"Baker",NA,NA,NA,"in regione cursus superioris fluminis Y-acà pr. Chololo",NA,NA,"P00704384_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6617",NA,NA
"80","2015-10-02 04:06:39-03","MNHN","RECOLNAT_MNHN_P","P00704385","PreservedSpecimen",NA,"Asteraceae","Stevia","leptophylla","Stevia leptophylla","Hassler, E.",NA,"1900","12",NA,NA,"Paraguay","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00704385' target='other'> <mi>dwc_moreinfo</mi></a>","P00704385",NA,NA,"Baker",NA,NA,NA,"in regione cursus superioris fluminis Y-acà pr. Chololo",NA,NA,"P00704385_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6617",NA,NA
"81","2015-10-11 02:22:06-03","MNHN","RECOLNAT_MNHN_P","P00704386","PreservedSpecimen",NA,"Asteraceae","Stevia","leptophylla","Stevia leptophylla","Hassler, E.",NA,"1900","12",NA,NA,"Paraguay","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00704386' target='other'> <mi>dwc_moreinfo</mi></a>","P00704386",NA,NA,"Baker",NA,NA,NA,"in regione cursus superioris fluminis Y-acà pr. Chololo",NA,NA,"P00704386_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6617",NA,NA
"82","2015-09-04 05:26:32-03","MNHN","RECOLNAT_MNHN_P","P02677992","PreservedSpecimen",NA,"Asteraceae","Stevia","leptophylla","Stevia leptophylla","Riedel",NA,"1826","3","1",NA,"Brasil","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02677992' target='other'> <mi>dwc_moreinfo</mi></a>","P02677992",NA,NA,"Sch.Bip. ex Baker",NA,NA,NA,"Brasilia. Brasil, América do Sul",NA,NA,"P02677992_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1393",NA,NA
"83","2015-09-04 05:26:32-03","MNHN","RECOLNAT_MNHN_P","P02677994","PreservedSpecimen",NA,"Asteraceae","Stevia","leptophylla","Stevia leptophylla","Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brésil","hb",NA,"Voyage d' Auguste de Saint-Hilaire, de 1816 à 1821. . n° 42040 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02677994' target='other'> <mi>dwc_moreinfo</mi></a>","P02677994",NA,NA,"Sch.Bip. ex Baker",NA,"Santa Catarina",NA,"Brésil. Province de Sainte-Catherine. Santa Catarina, Sul, Brasil, América do Sul",NA,NA,"P02677994_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1409",NA,NA
"84","2015-09-04 05:26:32-03","MNHN","RECOLNAT_MNHN_P","P02677995","PreservedSpecimen",NA,"Asteraceae","Stevia","leptophylla","Stevia leptophylla","Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brésil","hb",NA,"Voyage d'August de Saint-Hilaire, de 1816 às 1821. . no 1001 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02677995' target='other'> <mi>dwc_moreinfo</mi></a>","P02677995",NA,NA,"Sch.Bip. ex Baker",NA,"São Paulo",NA,"Brésil: Province de Saint-Paul. São Paulo, Sudeste, Brasil, América do Sul",NA,NA,"P02677995_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1409",NA,NA
"85","2015-09-04 05:26:32-03","MNHN","RECOLNAT_MNHN_P","P02677996","PreservedSpecimen",NA,"Asteraceae","Stevia","leptophylla","Stevia leptophylla","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","hb",NA,"Voyage d' Auguste de Saint-Hilaire, de 1816 à 1821. . n/ 1015, [1° part] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02677996' target='other'> <mi>dwc_moreinfo</mi></a>","P02677996",NA,NA,"Sch.Bip. ex Baker",NA,"São Paulo",NA,"Brésil. Province de Saint-Paul. São Paulo, Sudeste, Brasil, América do Sul",NA,NA,"P02677996_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 15086",NA,NA
"86","2015-09-04 05:26:32-03","MNHN","RECOLNAT_MNHN_P","P02677993","PreservedSpecimen",NA,"Asteraceae","Stevia","leptophylla","Stevia leptophylla","Hatschbach, G.",NA,"1966","9","17",NA,"Brasil","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02677993' target='other'> <mi>dwc_moreinfo</mi></a>","P02677993",NA,NA,"Sch.Bip. ex Baker",NA,"Paraná","Lapa","Rio Passa Dois. Lapa, Paraná, Sul, Brasil, América do Sul","-49.7158012390137","-25.7696990966797","P02677993_01",NA,NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,"14055",NA,NA
"87","2021-04-07 14:12:27-03","JBB","HEPH","17828","S","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Silva, JM da; Poliquesi, CB","1132","1992","05","13","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Asterales","Sch.Bip. ex Baker","Robinson, HE","Paraná","Lapa","Volta Grande","-49.7158012390137","-25.7696990966797",NA,NA,NA,"1994",NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"88","2020-12-11 11:33:33-03","UFMG","BHCB","27345","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Silva, JM; Poliquesi, CB","1123","1992","05","13","Southern America","Brasil",NA,NA,"Campo; afloramentos úmidos de arenito. Capítulos alvos.",NA,"Dicotyledon",NA,"Sch.Bip. ex Baker",NA,"Paraná","Palmeira","Recanto dos Papagaios.","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"89","2021-02-11 17:18:10-03","UFPR","UPCB","30263","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Cervi, A.C.","4093","1993","04","22",NA,"Brasil",NA,NA,"Erva ereta, flor alva. Beira do rio..",NA,NA,NA,"Sch.Bip. ex Baker","Cervi, A.C.","Paraná",NA,"Rio dos Papagaios",NA,NA,NA,NA,NA,"1997","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-02-11 17:18:10-03","UFPR","UPCB","21046","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Silva, J.M.","1123","1992","05","13",NA,"Brasil",NA,NA,"Capítulo alvo. Zona de campo, afloramento úmido de arenito..",NA,NA,NA,"Sch.Bip. ex Baker","Hatschbach, G.","Paraná","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,"1992","01",NA,NA,"35166","auto",NA,NA,"01",NA,NA,NA,NA
"91","2011-03-26 10:28:00-03","MO","MOBOT","2489988","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Maria M. Arbo|et al.","Arbo 1683","1978","11","14","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Sch. Bip. ex Baker","Cabrera, A. L.","Cordillera",NA,"Salto Piraretá","-56.93333","-25.51666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2015-08-27 08:12:00-03","MO","MOBOT","2707629","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Émile Hassler","Hassler 6617",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Sch. Bip. ex Baker","R.D. Noyes",NA,NA,"Inter rupes aridos pr. Chololo in valle fluminensis Y-aca. Dec. [protologue]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"1",NA
"93","2010-10-07 15:27:00-03","MO","MOBOT","3377534","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 13532","1966","3","5","South America","Brazil",NA,NA,NA,NA,NA,NA,"Sch. Bip. ex Baker","G, M, Barroso","Goiás",NA,"Campo ca 10 km W of of Cristalina, Goias","-48.00045","-17.0006333",NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2010-05-16 08:12:00-03","MO","MOBOT","3377693","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Aurelio Schinini","Schinini Cacace 4351","1972",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Sch. Bip. ex Baker",NA,"Paraguarí",NA,"Pirareta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2012-04-06 14:30:00-03","MO","MOBOT","3378122","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Nélida Soria","Soria Rey 003184","1989","3","10","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Sch. Bip. ex Baker","H. Robinson","Cordillera",NA,"Piribebuy. Pirarteta","-56.9333333","-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"96","2012-04-27 10:48:00-03","MO","MOBOT","3377912","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Rosa Degen","Degen 1368","1989","3","10","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Sch. Bip. ex Baker","H. Robinson","Paraguarí",NA,NA,"-56.9333333","-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"97","2020-06-22 14:16:21-03","UNESP-IBILCE","SJRP","13876","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","J.M. Silva",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Zona de campo, afloramentos úmidos de arenito, capítulos alvos;",NA,"Tracheophyta","Asterales","Sch.Bip. ex Baker",NA,"Paraná","Palmeira","recanto dos papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,"35166","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"98","2015-10-22 10:02:35-02","UNIOESTE","UNOP","7889","S","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Silva, J.M.; Poliquesi, C.B.; Maranho, L.T.; Ristow, R.; Poliquesi, C.B.; Maranho, L.T.; Ristow, R.","8217","2012","03","19",NA,"Brasil",NA,NA,"Herbácea, capítulos rosados. Campo recém queimado.",NA,NA,NA,"Sch.Bip. ex Baker","Barbosa, E.; Felitto, G.","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,"2012","04",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"99","2019-12-19 11:17:27-03","UFG","UFG","23635","S","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Silva, J.M.; Poliquesi, C.B.","1132","1992","05","13",NA,"Brasil",NA,NA,NA,"UFG0023635",NA,NA,"Sch. Bip. ex Baker",NA,"Paraná","Lapa",NA,"-49.7158012390137","-25.7696990966797","UFG0023635",NA,NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
