"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","typeStatus","eventTime","fieldNumber","individualCount"
"48","2019-11-21 14:46:06-03","UFJF","CESJ","59368","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","A.A. Oliveira","A. Korte; A.Kniess","2049","2010","02","25","Brasil","Santa Catarina","Rio de Campo","-50.129167","-26.908611","-50.129167","-26.908611","CESJ059368",NA,"2010","03","19","Tamanduá, Lat.:26º54'31,00S; Lon.:50º07'45,00O; Alt.:733m.","733","733","Florística IFFSC 682 (Arbórea); Floresta Ombrófila Densa; estádio suces.: avançado. Árvore, 9m alt., em interior de fragmento. Flor verde.","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-04-07 11:48:55-03","UFMS","CGMS","41240","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","J.R. Stehmann","D.A. Estevan; et al.","1714","2004","09","10","Brasil","Paraná","Ventania","-50.3083333","-24.1430555","-50,3083333","-24,1430555","CGMS1071222",NA,"2009","07","15","Fazenda Califórnia.",NA,NA,"Frutos verdes. Doação FUEL.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-01 16:41:35-03","UNICAMP","UEC","098302","S","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Rodrigues, RR","Elias, SI; Silva, MMR; Amador, DB; Freitas, FO; Rodrigues, RR; Souza, VC","73","1997","12","11","Brazil","São Paulo","Bom Sucesso de Itararé","-49.160833","-24.274444","-49.160833","-24.274444","UEC162127","UEC162127","1997","12",NA,"Brasil, Estado de São Paulo , Bom Sucesso do Itararé.",NA,NA,"Frutos secos, brancos.; Floresta Estacional Aluvial.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:41:35-03","UNICAMP","UEC","182557","S","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Oliveira, AA","Korte, A; Kniess, A","2049","2010","02","25","Brazil","Santa Catarina","Rio do Campo","-50.129167","-26.908611","-50.129167","-26.908611","UEC065010","UEC065010","2010","03","19","Tamanduá","733","733","Arbórea, 9m de altura, flor verde.; Floresta ombrófila densa, interior de fragmento.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:41:35-03","UNICAMP","UEC","77486","S","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.",NA,"Stehmann, JR; Ippolito, A","1696","1995","12","01","Brazil","Paraná","Prudentópolis","-50.775278","-25.409167","-50.775278","-25.409167","UEC058599","UEC058599",NA,NA,NA,NA,NA,NA,"Árvore, ca. 7 m de altura; frutos paleáceos.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:41:35-03","UNICAMP","UEC","76695","S","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Stehmann, JR","Souza, VC; Sakuragui, CM; et al.","8852","1995","08","19","Brazil","São Paulo","Bom Sucesso de Itararé","-49.1399993896484","-24.3099994659424",NA,NA,"UEC058598","UEC058598",NA,NA,NA,"Estrada de Itararé. Descida da serra entre a pedreira Cobastalco e Bom Sucesso de Itararé.",NA,NA,"Árvore, 6m de altura; corola verde-clara.; Mata Perturbada.","Magnoliopsida",NA,NA,NA,"14955","auto",NA,NA,NA,NA,NA,NA,NA
"54","2020-10-14 10:06:41-03","FURB","FURB","47148","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Funez, L.A.","Funez, L.A.","4217","2015","03","18","Brasil","Santa Catarina","Rodeio","-49.3622222","-26.8625","-49.3622222","-26.8625000","FURB43922","FURB43922","2015","03","18","Abissínia.","538","538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-10-14 10:06:41-03","FURB","FURB","21039","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Oliveira, AA de","Korte, A.; Kniess, A.","2049","2010","02","25","Brasil","Santa Catarina","Rio do Campo","-50.1291667","-26.9086111","-50.1291667","-26.9086111","FURB43933","FURB43933","2010","03","19","Tamanduá.","733","733","Florística IFFSC 682 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-10-14 10:06:41-03","FURB","FURB","23332","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Oliveira, AA de","Korte, A.; Kniess, A.","2533","2010","03","30","Brasil","Santa Catarina","Rodeio","-49.4113889","-26.9102778","-49.4113889","-26.9102778","FURB43931","FURB43931","2010","04","20","São Pedro.","611","611","Fito IFFSC 690 /L/32 Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-14 10:06:41-03","FURB","FURB","23484","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Korte, A","Korte, A.; Kniess, A.","2565","2010","04","07","Brasil","Santa Catarina","Ibirama","-49.5894444","-26.9980555","-49.5894444","-26.9980555","FURB43929","FURB43929","2010","04","07","Caminho Moema.","503","503","Florística IFFSC 631 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-10-14 10:06:41-03","FURB","FURB","24153","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Oliveira, AA de","Dreveck, S.","2114","2010","04","20","Brasil","Santa Catarina","Rio dos Cedros","-49.3216667","-26.7305556","-49.3216667","-26.7305556","FURB43926","FURB43926","2010","05","05","São Bernardo.","448","448","Fito IFFSC 804 /S/50 Habitat: Floresta Ombrófila Densa; Estágio Médio; área degradada Habito: árvore; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-14 10:06:41-03","FURB","FURB","25025","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Korte, A","Korte, A.; Kniess, A.","2986","2010","04","29","Brasil","Santa Catarina","Agrolândia","-49.8622222","-27.4508333","-49.8622222","-27.4508333","FURB43924","FURB43924","2010","04","29","Vila dos Koch.","544","544","Florística IFFSC 377 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-14 10:06:41-03","FURB","FURB","25449","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Korte, A","Korte, A.; Kniess, A.","3159","2010","05","07","Brasil","Santa Catarina","Pouso Redondo","-50.0416666","-27.2705556","-50.0416666","-27.2705556","FURB43927","FURB43927","2010","05","28","Alto Pombinhas.","475","475","Florística IFFSC 457 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: arbórea; Fruto com fruto;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-14 10:06:41-03","FURB","FURB","28466","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Sobral, M","Dreveck, S.","2141","2010","04","21","Brasil","Santa Catarina","Rio dos Cedros","-49.23","-26.64","-49.2300000","-26.6400000","FURB03567","FURB03567","2010","05","15","Rio Ada.","459","459","Florística IFFSC 860 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-10-14 10:06:41-03","FURB","FURB","33232","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Gasper, AL de","Dreveck, S.","328","2010","04","21","Brasil","Santa Catarina","Rio dos Cedros","-49.23","-26.64","-49.2300000","-26.6400000","FURB43930","FURB43930","2011","01","11","Rio Ada.","459","459","Fito IFFSC 860 /S/22 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-10-14 10:06:41-03","FURB","FURB","46272","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Oliveira, AA de","Oliveira, A.A. de","1233","2015","02","27","Brasil","Santa Catarina","Ipumirim","-52.1997222","-26.9997222","-52.1997222","-26.9997222","FURB43928","FURB43928","2015","02","27","Linha Silvano.","874","874","Regeneração IFFSC 602 /L/10 Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: arbustiva;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-10-14 10:06:41-03","FURB","FURB","46399","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Oliveira, A. A.","Schwirkowski, P.","55","2014","03","08","Brasil","Santa Catarina","São Bento do Sul","-49.4608333","-26.3202778","-49.4608333","-26.3202778","FURB43851","FURB43851","2017","08","31","Sertãozinho, propriedade de Leonardo Pilz.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-10-14 10:06:41-03","FURB","FURB","48522","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Stehmann, JR","Schwirkowski, P.","1149","2015","06","04","Brasil","Santa Catarina","São Bento do Sul","-49.3113889","-26.3411111","-49.3113889","-26.3411111","FURB48522","FURB48522","2016","04","20",NA,"575","575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-10-14 10:06:41-03","FURB","FURB","49932","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Funez, L.A.","Funez, L.A.","4696","2016","04","22","Brasil","Santa Catarina","Indaial","-49.1652778","-27.0313889","-49.1652778","-27.0313889","FURB49932","FURB49932",NA,NA,NA,"Estrada para sub-sede do Parque Nacional Serra do Itajaí.","320","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-10-14 10:06:41-03","FURB","FURB","51833","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Schwirkowski, p.","Schwirkowski, P.","1727","2016","05","26","Brasil","Santa Catarina","São Bento do Sul","-49.3063889","-26.3413889","-49.3063889","-26.3413889","FURB51833","FURB51833","2016","05","26","Rio Natal. Ao longo da estrada de ferro, antes da igreja de Rio Natal.","346","346","Heliófita, arbóres, frutos esverdeados quando imaturos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-10-14 10:06:41-03","FURB","FURB","53040","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Funez, A. L.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","67","2017","03","13","Brasil","Santa Catarina","Benedito Novo","-49.5","-26.82","-49.5000000","-26.8200000","FURB53040","FURB53040","2017","03","13",NA,"690","690","flore amarela Habitat: borda de fragmento florestal Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-10-14 10:06:41-03","FURB","FURB","53185","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","110","2017","03","16","Brasil","Santa Catarina","Rodeio","-49.4108333","-26.91","-49.4108333","-26.9100000","FURB53185","FURB53185","2017","03","16",NA,"611","611","Flor esverdeada Habitat: Interior do Fragmento Habito: Arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-08 08:56:30-03","FURB","FURB","58754","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Farias, D.M.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2139","2018","02","19","Brasil","Santa Catarina","Witmarsum","-49.77","-26.91","-49.7700000","-26.9100000","FURB58754","FURB58754","2018","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-10-14 10:06:41-03","FURB","FURB","59221","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Schwirkowski,P.","Schwirkowski, P.","2720","2018","03","24","Brasil","Santa Catarina","São Bento do Sul","-49.3038889","-26.3469444","-49.3038889","-26.3469444","FURB59221","FURB59221","2018","03","24","Rio Natal. Linha férrea, próximo à igreja de Rio Natal.","450","450","Flores esverdeadas Habitat: Heliófita Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-09 14:47:26-03","FURB","FURB","61240","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Bonin Junior, P.","Oliveira, A.A. de","2218","2015","06","17","Brasil","Paraná","Cândido de Abreu","-51.3","-24.66","-51.3000000","-24.6600000","FURB61240","FURB61240","2015","08","10",NA,NA,NA,"Árvore 9,7 m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-10-14 10:06:41-03","FURB","FURB","61450","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Marinero, F.","Bach Jr., R.","131","2016","10","11","Brasil","Paraná","Cerro Azul","-49.32","-25.02","-49.3200000","-25.0200000","FURB61450","FURB61450","2017","03","20",NA,NA,NA,"Árvore 12m,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-10-14 10:06:41-03","FURB","FURB","63374","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Rau, T.G.","Caxambu, M. G.","7576","2016","09","23","Brasil","Paraná","Mato Rico","-52.2425","-24.7461111","-52.2425000","-24.7461111","FURB63374","FURB63374","2017",NA,NA,"Estação ecológica Municipal Colombo.","737","737","Árvore ca. 12m; botões florais verdes Habitat: Relevo ondulado Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-10-14 10:06:41-03","FURB","FURB","64568","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","3927","2018","11","08","Brasil","Santa Catarina","Xavantina","-52.3794445","-27.045","-52.3794445","-27.0450000","FURB64568","FURB64568","2018","11","08","Linha Guararapes.","898","898","Fruto Habitat: Floresta estacional decidual; Estágio avançado; Interior da unidade amostral Habito: Arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-10-14 10:06:41-03","FURB","FURB","9387","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Sobral, M","Gasper, A.L. de; Dreveck, S. & Brogni, E.","1706","2008","04","09","Brasil","Santa Catarina","Papanduva","-50.1319445","-26.7316667","-50.1319445","-26.7316667","FURB43925","FURB43925","2008","04","15","São João do Mirador.","790","790","IFFSC 795/O/01.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-16 17:55:10-03","UCS","HUCS","13593","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taubert","Hatschbach, G.","Hatschbach, G.","68271","1998","09","02","Brasil","Paraná","Piraí do Sul","-49.948600769043","-24.5261001586914",NA,NA,NA,NA,"1999",NA,NA,"Joaquim Murtinho",NA,NA,"Árvore de 5m, flor creme esverdeada - mata degradada.","Angiospermae","Solanales",NA,NA,"37171","auto",NA,NA,NA,NA,NA,NA,NA
"78","2014-10-14 15:57:05-03","BS","M","M-0171988","S","Plantae","Solanaceae","Cestrum","capsulare","Cestrum capsulare","Carvalho & Schnoor",NA,"Regnell, A.F.",NA,"1855","08","31","Brasil",NA,NA,NA,NA,NA,NA,"M0171988",NA,NA,NA,NA,"Minas Geraes Caldas",NA,NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"NOTATYPE","21:00",NA,NA
"79","2019-08-16 08:41:14-03","UTFPR","HCF","22769","S","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taubert","A. Korte","A. Korte","3159","2010","05","07","Brasil","SC","Pouso Redondo","-50.041667","-27.270556","50°02'30 W","27°16'14 S",NA,NA,"2010","05","28","Alto Pombinhas","475","475","arbórea. Fruto. Floresta Ombrófila densa em estágio inicial. Interior do fragmento. Florística IFFSC 457.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-08-16 08:41:14-03","UTFPR","HCF","21410","S","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taubert","R.R. Völtz","R.R. Völtz","19","2013","09","05","Brasil","PR","Curitiba","-49.25","-25.35","49°15'00 W","25°21'00 S",NA,NA,"2013","09","05",NA,"983","983","árvore 15 m alt. crescendo próximo ao córrego, em solo aluvionar, flores com pétalas verde-amareladas. Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-08-16 08:41:14-03","UTFPR","HCF","21336","S","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taubert","T.G. Rau","M.G. Caxambu","7576","2016","09","23","Brasil","PR","Mato Rico","-52.242528","-24.746083","52°14'33,1 W","24°44'45,9 S",NA,NA,"2017",NA,NA,"Estação Ecológica Municipal Colombo","737","737","árvore ca. 12 m. Botões florais verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-08-16 08:41:14-03","UTFPR","HCF","27979","S","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taubert","F. Marinero","R. Bach Júnior","131","2016","10","11","Brasil","PR","Cerro Azul","-49.32","-25.02","49°19'12 W","25°01'12 S",NA,NA,"2017","03","20",NA,NA,NA,"árvore 12 m. Conglomerado: 340 Subunidade: 4 Subparcela: 1 Árvore: 5.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-08-16 08:41:14-03","UTFPR","HCF","13463","S","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taubert","R.R. Völtz","R.R. Völtz","104","2011","12","15","Brasil","PR","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"2011","12","15",NA,NA,NA,"arvoreta 6 m alt. crescendo na borda da mata secundária. Frutos em fase final de frutificação.",NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"84","2019-08-16 08:41:14-03","UTFPR","HCF","20370","S","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taubert","J. Cordeiro & E. Barboza","E.L. Siqueira","2012","2016","08","05","Brasil","PR","Mato Rico","-52.1460990905762","-24.7052993774414",NA,NA,NA,NA,"2016",NA,NA,"Estação Ecológica Municipal Colombo",NA,NA,"árvore heliófita, ca. 8 m. Folhas discolores, pilosas. Flores e botões florais verdes.",NA,NA,NA,NA,"23941","auto",NA,NA,NA,NA,NA,NA,NA
"85","2019-08-16 08:41:14-03","UTFPR","HCF","6978","S","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taubert","K.V.L.R. de Sá","O.C. Pavão",NA,"2000","10","26","Brasil","PR","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"2001",NA,NA,"Sítio Três Minas",NA,NA,"árvore 8 m; frutos imaturos verdes. Beira da mata, perto do pasto.",NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA
"86","2013-04-01 09:19:48-03","IPT","BCTW","19750","S","Plantae",NA,"Sessea","regnellii","Sessea regnellii","Taub.","Instituto Plantarum","Lorenzi, H.","445",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:45:36-03","MBM","MBM","36704","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Marinero, F.","Bach Junior, R.","131","2016","10","11","Brazil","Paraná","Cerro Azul","-49.32","-25.02","-49.32","-25.02","MBM036704","MBM036704","2017","03","20","Conglomerado: 340; subunidade: 4; subparcela: 1; indivíduo: 5",NA,NA,"Árvore 12 m.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:45:36-03","MBM","MBM","410442","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Roher, D.","Roher, D.; Dutra, M.; Daniel, V.; Dutra, M.; Daniel, V.","228","2016","11","30","Brazil","Paraná","Lapa","-49.744833","-25.794694","-49.744833","-25.794694","MBM410442",NA,"2018","02","05","às margens da linha férrea. Censo florestal na faixa de domínio da ferrovia (RUMO)",NA,NA,"Árvore 11m de altura, 71cm de CAP, frutos passados.; Floresta Ombrofila Mista Montana, na borda de remanescente florestal.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:45:36-03","MBM","MBM","427082","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Schwirkowski, P.","Schwirkowski, P.","2720","2018","03","24","Brazil","Santa Catarina","São Bento do Sul","-49.303889","-26.346944","-49.303889","-26.346944","MBM427082",NA,"2018","03","24","Rio Natal, Linha férrea, próximo à igreja Rio Natal","450","450","Árvore, heliófita. Flores esverdeados",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:45:36-03","MBM","MBM","27311","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Hatschbach, G.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","26912",NA,NA,NA,"Brazil","Paraná","Chopinzinho","-52.5233001708984","-25.8558006286621",NA,NA,"MBM027311","MBM027311",NA,NA,NA,"Reserva Indígena",NA,NA,NA,NA,NA,"Southern America",NA,"31475","auto",NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:45:36-03","MBM","MBM","230859","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Hatschbach, G.","Hatschbach, G.; Silva, J.M.; Cruz, J.M.; Silva, J.M.; Cruz, J.M.","68271",NA,NA,NA,"Brazil","Paraná","Piraí do Sul","-49.948600769043","-24.5261001586914",NA,NA,"MBM230859","MBM230859",NA,NA,NA,"Joaquim Murtinho",NA,NA,NA,NA,NA,"Southern America",NA,"37171","auto",NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:45:36-03","MBM","MBM","338064","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Sá, K.L.V.R. de","Pavão, O.C.; et al.; et al.","s.n.","2000","10","26","Brazil","Paraná","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,"MBM338064","MBM338064","2001",NA,NA,"Sítio Três Minas",NA,NA,"Árvore 8m; frutos imaturos verdes. Beira da mata, perto do pasto",NA,NA,"Southern America",NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:45:36-03","MBM","MBM","349157","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Ribas, O.S.","Kaehler, M.","260","2008","09","22","Brazil","Paraná","Telêmaco Borba","-50.6156005859375","-24.3239002227783",NA,NA,"MBM349157","MBM349157","2009","02",NA,"Margem da estrada de acesso ao eixo da barragem",NA,NA,"Arvoreta 2m de altura. Flores com pétalas verdes",NA,NA,"Southern America",NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:45:36-03","MBM","MBM","207072","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Sobral, M.","Jarenkow, J.A.","2373",NA,NA,NA,"Brazil","Rio Grande do Sul","Marcelino Ramos","-51.9063987731934","-27.4617004394531",NA,NA,"MBM207072","MBM207072",NA,NA,NA,"Cochilha Seca",NA,NA,NA,NA,NA,"Southern America",NA,"18635","auto",NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:45:36-03","MBM","MBM","207069","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Jarenkow, J.A.","Jarenkow, J.A.","2005",NA,NA,NA,"Brazil","Rio Grande do Sul","Marcelino Ramos","-51.9063987731934","-27.4617004394531",NA,NA,"MBM207069","MBM207069",NA,NA,NA,"Marcelino Ramos",NA,NA,NA,NA,NA,"Southern America",NA,"18635","auto",NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:45:36-03","MBM","MBM","183384","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Jarenkow, J.A.","Jarenkow, J.A.","1329",NA,NA,NA,"Brazil","Rio Grande do Sul","Marcelino Ramos","-51.9063987731934","-27.4617004394531",NA,NA,"MBM183384","MBM183384",NA,NA,NA,"Mata do Sétimo Céu",NA,NA,NA,NA,NA,"Southern America",NA,"18635","auto",NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:45:36-03","MBM","MBM","42961","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Smith, L.B.","Hatschbach, G.","8248",NA,NA,NA,"Brazil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,"MBM042961","MBM042961",NA,NA,NA,"Serra de Santana",NA,NA,NA,NA,NA,"Southern America",NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:45:36-03","MBM","MBM","401168","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Bonin Junior, P.","Oliveira, A.A.","2218","2015","06","17","Brazil","Paraná","Cândido de Abreu","-51.3","-24.66","-51.3","-24.66","MBM401168","MBM401168","2015","08","10","Conglomerado: 267; subunidade: 1; subparcela: 10; indivíduo: 57",NA,NA,"Árvore 9,7 m; inflorescência imatura de cor amarelo ferrugíneo; muito exsudato aquoso incolor líquid",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
