"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","401965","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.",NA,"N. T. da Silva","58353","1964","07","11","South America","Brazil","Bahia","Itabuna","Jussari Experimental Station, near Itabuna","-39.2803","-14.7858",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478058' target='other'> <mi>dwc_moreinfo</mi></a>","NY00401965","NY00401965_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","401970","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.",NA,"T. D. Pennington","10187","1978","03","08","South America","Brazil","Bahia","Jussari","Mun. Itabun. 3.5 km NW of Jucari","-39.4953","-15.1917","200","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478066' target='other'> <mi>dwc_moreinfo</mi></a>","NY00401970","NY00401970_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","401963","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.","T. D. Pennington","W. W. Thomas","10423","1994","05","20","South America","Brazil","Bahia","Uruçuca","Uruçuca, Escola Media de Agropecuaria da RegiÔo Cacaueria Reserva Gregório Bondar","-39.2842","-14.6033",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478043' target='other'> <mi>dwc_moreinfo</mi></a>","NY00401963","NY00401963_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","401957","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.",NA,"T. D. Pennington","10185","1978","03","08","South America","Brazil","Bahia","Jussari","Mun. Itabun. 3.5 km NW of Jucari","-39.4953","-15.1917","200","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478063' target='other'> <mi>dwc_moreinfo</mi></a>","NY00401957","NY00401957_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","401961","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.",NA,"L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478060' target='other'> <mi>dwc_moreinfo</mi></a>","NY00401961","NY00401961_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","401967","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.","T. D. Pennington","J. A. Kallunki","354","1993","01","20","South America","Brazil","Espírito Santo","Linhares","BR-101, km 122, N of Linhares, Reserva Florestal CVRD, Bloco 2.20.I., Est. X-2","-40.05","-19.33",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478047' target='other'> <mi>dwc_moreinfo</mi></a>","NY00401967","NY00401967_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","401960","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.","J. A. Kallunki","R. Callejas Posada","1588","1983","10","28","South America","Brazil","Bahia","Itabuna","Km 9 da estrada Jucari-Palmeira. Fazenda Sto Antonio","-39.2803","-14.7858","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478048' target='other'> <mi>dwc_moreinfo</mi></a>","NY00401960","NY00401960_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","401962","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.",NA,"P. von Luetzelburg","195","1911",NA,NA,"South America","Brazil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.212076","-22.951842",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478064' target='other'> <mi>dwc_moreinfo</mi></a>","NY00401962","NY00401962_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","401959","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.","T. D. Pennington","A. M. V. de Carvalho","2039","1983","11","03","South America","Brazil","Bahia","Itamarajú","Faz. Pau-Brasil. Entrada no km 5 da Rod. Itamarajú/Eunápolis","-39.5676631","-16.9808834","160","160","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478042' target='other'> <mi>dwc_moreinfo</mi></a>","NY00401959","NY00401959_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","822601","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.","T. D. Pennington","P. Fiaschi","1288","2003","02","05","South America","Brazil","Bahia","Buerarema","Rodovia Buerarema - São José da Vitória (BR 101), ramal à esq., ca. 15 k de Buerarema. Entrada à direita, ca. 9.5 km da BR. Fazenda Sta. Rosa, entrada ca. 500 m à dir. Proprietário: José Elias.","-39.2888889","-15.1052778","600","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=913648' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822601","NY00822601_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","401955","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.",NA,"T. D. Pennington","10184","1978","03","08","South America","Brazil","Bahia","Jussari","Mun. Itabun. 3.5 km NW of Jucari","-39.4953","-15.1917","200","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478061' target='other'> <mi>dwc_moreinfo</mi></a>","NY00401955","NY00401955_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","408549","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.","T. D. Pennington","T. D. Pennington","10176","1978","03","04","South America","Brazil","Bahia","Barra do Choça","Road Vitoria da Conquista-Barro da Choca km 19","-40.57","-14.88","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478054' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408549","NY00408549_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00401958","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.",NA,"T. D. Pennington","10187","1978","03","08","South America","Brazil","Bahia","Jussari","Mun. Itabun. 3.5 km NW of Jucari","-39.4953","-15.1917","200","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3090551' target='other'> <mi>dwc_moreinfo</mi></a>","NY00401958","NY00401958_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","401964","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.",NA,"J. R. Pirani","3422","1994","12","06","South America","Brazil","Espírito Santo","Marilândia","Rodovia Marilândia-Rio Bananal; ca. 1 km N de Marilândia","-40.5417","-19.4131",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478065' target='other'> <mi>dwc_moreinfo</mi></a>","NY00401964","NY00401964_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","424059","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.","T. D. Pennington","A. M. Amorim","2372","1998","04","09","South America","Brazil","Bahia","Jussari","Bahia. Rod. Jussari/Palmira. Entrada ca. 7,5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso","-39.5286","-15.1581",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478044' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424059","NY00424059_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","408544","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.",NA,"T. D. Pennington","10185","1978","03","08","South America","Brazil","Bahia","Jussari","Mun. Itabun. 3.5 km NW of Jucari","-39.4953","-15.1917","200","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478067' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408544","NY00408544_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","401968","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.","T. D. Pennington","R. P. Belém","842","1965","04","13","South America","Brazil","Bahia","Mascote","50 km leste da Rodovia Camacan, Porto Seguro","-39.3025","-15.5633",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478040' target='other'> <mi>dwc_moreinfo</mi></a>","NY00401968","NY00401968_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","401956","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.",NA,"T. D. Pennington","10184","1978","03","08","South America","Brazil","Bahia","Jussari","3.5 km of Jucari.","-39.4953","-15.1917","200","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478062' target='other'> <mi>dwc_moreinfo</mi></a>","NY00401956","NY00401956_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","401954","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.","T. D. Pennington","T. D. Pennington","10182","1978","03","04","South America","Brazil","Bahia","Barra do Choça","Road Vitória da Conquista-Barro da Choca km 19","-40.57","-14.88",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478056' target='other'> <mi>dwc_moreinfo</mi></a>","NY00401954","NY00401954_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","401953","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.","T. D. Pennington","T. D. Pennington","10163","1978","02","26","South America","Brazil","Bahia","Una","Road to Una 34 km from junction with BR101","-39.0753","-15.2933","60","60","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478059' target='other'> <mi>dwc_moreinfo</mi></a>","NY00401953","NY00401953_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","572271","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.","J. R. Pirani","J. R. Pirani","4742","2000","05","19","South America","Brazil","Espírito Santo","Piúma","Rodovia de Piuma. Rodovia de Piuma para Itapemirim (ES-060), base do Morro do Aghá. Fazenda Aghá Grande","-40.77","-20.87",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478046' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572271","NY00572271_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00863150","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.",NA,"E. T. Neto","2418","1997","07","10","South America","Brazil","Minas Gerais",NA,"Itueta. UHE Aimorés. Fazenda Adolfo Shumaker",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950540' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863150","NY00863150_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00749914","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.","T. D. Pennington","W. W. Thomas","13501","2003","07","24","South America","Brazil","Bahia","Itororó","Fazenda Santa Ana, 14.4 km SW of Itaju do Colônia on road to Rio do Meio, then 2.7 km to edge of forest.","-39.8325","-15.1503","200","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=687512' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749914","NY00749914_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","822600","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.","T. D. Pennington","P. Fiaschi","1688","2003","10","15","South America","Brazil","Bahia","Buerarema","Estrada São José da Vitória-Buerarema, ramal à dir., ca. 1 km de São José. Estrada ed acesso para a Pedra Branca.","-39.32","-15.08",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=913645' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822600","NY00822600_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","408546","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.","T. D. Pennington","T. D. Pennington","10181","1978","03","04","South America","Brazil","Bahia","Barra do Choça","Road Vitoria da Conquista-Barro da Choca km 19","-40.57","-14.88",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478051' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408546","NY00408546_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","408548","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.","T. D. Pennington","T. D. Pennington","10178","1978","03","04","South America","Brazil","Bahia","Barra do Choça","Road Vitoria da Conquista-Barro da Choca km 19","-40.57","-14.88","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478053' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408548","NY00408548_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","401969","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.","T. D. Pennington","D. A. Folli","1631","1992","07","14","South America","Brazil","Espírito Santo","Linhares","Reserva Floresta da CVRD. Próximo ao Pomar de frutas Tropicais","-40.0719","-19.3911",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478038' target='other'> <mi>dwc_moreinfo</mi></a>","NY00401969","NY00401969_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","54879","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","sebastianopolitana","Trichilia sebastianopolitana","C.DC.","T. D. Pennington","P. Barboza","s.n.","1846",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=580750' target='other'> <mi>dwc_moreinfo</mi></a>","NY00054879","NY00054879_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:31:29-03","UFRJ","RFA","4990","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.",NA,"E. Pereira; P. Occhioni 1896","4218","1958","12","04",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Camunho do Pai Ricardo","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Arbusto; flores alvas","RFA45944",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 11:31:29-03","UFRJ","RFA","5931","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.","A. Piratininga","E. Pereira","4218","1958","12","04",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado. Caminho Pai Ricardo","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Arbusto; flor alva","RFA45915",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-08 17:42:49-03","EAO","IAN","21664","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis acutifolia","(A.Juss.) C.DC.",NA,"Gaudichaud","831",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN021664","IAN021664_f",NA,NA,NA,"acutifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-04-08 17:42:49-03","EAO","IAN","7808","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Meliaceae","Trichilia","riparia","Trichilia riparia","Mart.",NA,"Martius, CFP von","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN007808","IAN007808_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
