"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","stateProvince","typeStatus","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber"
"528","2021-03-16 17:54:55-03","UCS","HUCS","13544","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Hatschbach, G.","Hatschbach, G.","1998","11","01","Brasil","Tomazina","Guaviroval","-49.9496994018555","-23.778299331665",NA,NA,NA,NA,"HUCS007542",NA,"68301",NA,NA,NA,"arvoreta 4 m - flores creme esverdeadas; mata junto ao córrego","Paraná",NA,"Angiospermae","Sapindales",NA,"29630","auto","1999",NA,NA,NA,NA,NA,NA
"529","2021-03-16 17:54:55-03","UCS","HUCS","13193","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Hatschbach, G.","Silva, J.M.","1995","10","05","Brasil","Ponta Grossa","Itaiacoca","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"HUCS007451",NA,"1533",NA,NA,NA,"árvore de 5 m; araucarieto degradado","Paraná",NA,"Angiospermae","Sapindales",NA,"46557","auto","1996",NA,NA,NA,NA,NA,NA
"530","2021-03-16 17:54:55-03","UCS","HUCS","34290","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Sobral, M.","Sartori, M.","2009","04","25","Brasil","Santana do Livramento","Macaco Branco","-55.5327987670898","-30.8908004760742",NA,NA,NA,NA,"HUCS007656",NA,"374",NA,NA,NA,"borda do capão","Rio Grande do Sul",NA,"Angiospermae","Sapindales",NA,"79795","auto","2009","06","01",NA,NA,NA,NA
"531","2021-03-16 17:54:55-03","UCS","HUCS","12233","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Smith, S.F.","Wasum, R.A.","1997","12","12","Brasil","Caçapava do Sul","Minas do Camaquã","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"HUCS007438",NA,"s.n.",NA,NA,NA,"junto ao caminho","Rio Grande do Sul",NA,"Angiospermae","Sapindales",NA,"50525","auto","1998","02",NA,NA,NA,NA,NA
"532","2021-03-16 17:54:55-03","UCS","HUCS","27802","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Smith, S.F.","Wasum, R.A.","2005","11","06","Brasil","Lapa","Pedra da Gruta do Monge","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"HUCS007439",NA,"3128",NA,NA,NA,"sobre rochedos","Paraná",NA,"Angiospermae","Sapindales",NA,"49965","auto","2006","07",NA,NA,NA,NA,NA
"533","2021-03-16 17:54:55-03","UCS","HUCS","32744","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Link, O.","Wasum, R.A.","2007","10","02","Brasil","Paulo Frontin","Vicinal 9","-50.8358001708984","-26.0396995544434",NA,NA,"800","800","HUCS007630",NA,"4230a",NA,NA,NA,"em orla da mata","Paraná",NA,"Angiospermae","Sapindales",NA,"20486","auto","2015","10","07",NA,NA,NA,NA
"534","2021-04-05 11:05:52-03","UNESP-IBB","BOTUW","1949","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Campos, J.C","Sonsin, J.O & Campos J.C","2006","11","14","Brasil","Pratânia","Fazenda Palmeira da Serra","-48.523917","-23.04875","48° 31'26,1 W","23° 02' 55,5 S",NA,NA,"BOTUW001949",NA,NA,NA,NA,NA,"Foram coletados os ramos mais desenvolvidos da planta em cerradão. Árvore com 3,0 m de altura e 20 cm de CAP.","S.Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","2021-04-05 11:05:52-03","UNESP-IBB","BOTUW","1950","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Campos, J.C","Sonsin, J.O & Campos J.C","2006","11","14","Brasil","Pratânia","Fazenda Palmeira da Serra","-48.523917","-23.04875","48° 31'26,1 W","23° 02' 55,5 S",NA,NA,"BOTUW001950",NA,NA,NA,NA,NA,"Foram coletados os ramos mais desenvolvidos da planta em cerradão. Árvore com 3,0 m de altura e 20 cm de CAP.","S.Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","2021-04-05 11:05:52-03","UNESP-IBB","BOTUW","1951","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Campos, J.C","Sonsin, J.O & Campos J.C","2006","11","14","Brasil","Pratânia","Fazenda Palmeira da Serra","-48.523917","-23.04875","48° 31'26,1 W","23° 02' 55,5 S",NA,NA,"BOTUW001951",NA,NA,NA,NA,NA,"Foram coletados os ramos mais desenvolvidos da planta em cerradão. Árvore com 3,0 m de altura e 20 cm de CAP.","S.Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","2021-04-05 11:05:52-03","UNESP-IBB","BOTUW","1955","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Campos, J.C","Sonsin, J.O & Campos J.C","2008","09","10","Brasil","Pratânia","Fazenda Palmeira da Serra","-48.523917","-23.04875","48° 31'26,1 W","23° 02' 55,5 S",NA,NA,"BOTUW001955",NA,NA,NA,NA,NA,"Foram coletados os ramos mais desenvolvidos da planta em zona ripária. Árvore com 3,0 m de altura e 17 cm de CAP.","S.Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","2021-04-05 11:05:52-03","UNESP-IBB","BOTUW","1948","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Campos, J.C","Sonsin, J.O & Campos J.C","2007","03","15","Brasil","Pratânia","Fazenda Palmeira da Serra","-48.523917","-23.04875","48° 31'26,1 W","23° 02' 55,5 S",NA,NA,"BOTUW001948","BOTUW001948_w1",NA,NA,NA,NA,"Foram coletados os ramos mais desenvolvidos da planta em zona ripária. Árvore com 6,5 m de altura e 27 cm de CAP.","S.Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","2020-02-10 08:20:56-03","UTFPR","HCF","30495","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","F. Marinero","F. Marinero","2018","09","11","Brasil","Tibagi","propriedade particular","-50.538056","-24.565","50°32'17 W","24°33'54 S","902","902",NA,NA,"785",NA,NA,NA,"árvore 5 m. Flores amareladas.","PR",NA,NA,NA,NA,NA,NA,"2018","09","11",NA,NA,NA,NA
"540","2019-08-16 08:38:11-03","UTFPR","HCF","12519","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","M.G. Caxambu","M.G. Caxambu","2013","08","15","Brasil","Passos","arredores da Fazenda São José","-46.64725","-20.929333","46°38'50,1 W","20°55'45,6 S","928","928",NA,NA,"4659",NA,NA,NA,"árvore heliófita, ca. 3 m. Flores amarelas.","MG",NA,NA,NA,NA,NA,NA,"2013","09","03",NA,NA,NA,NA
"541","2020-02-10 08:20:56-03","UTFPR","HCF","30300","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","R.R. Völtz","R.R. Völtz","2018","10","09","Brasil","Tibagi","Rio Tibagi","-50.393333","-24.568611","50°23'36 W","24°34'07 S","720","720",NA,NA,"1883",NA,NA,NA,"arvoreta 5 m alt. Frutos verdes. Floresta em estágio inicial (capoeira).","PR",NA,NA,NA,NA,NA,NA,"2018","10","09",NA,NA,NA,NA
"542","2019-08-16 08:38:11-03","UTFPR","HCF","3908","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","B.A.S. Pereira","B.A.S. Pereira","2005","08","30","Brasil","Nerópolis","Parque Estadual Altamiro de Moura","-49.151111","-16.522222","49°09'04'' W","16°31'20'' S","795","795",NA,NA,"3488",NA,NA,NA,"Árvore muito esgalhada, de copa aberta; 5m altura & 10 cm DAP. Frutos jovens de coloração verde-amarelada. Em área de domínio de floresta estacional decidual em solo podzólico.","GO",NA,NA,NA,NA,NA,NA,"2005","09",NA,NA,NA,NA,NA
"543","2019-08-16 08:38:11-03","UTFPR","HCF","21017","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","M.G. Caxambu","M.G. Caxambu","2016","09","16","Brasil","Céu Azul","Parque Nacional do Iguaçu, cercanias da","-53.726083","-25.089694","53°43'33,9 W","25°05'22,9 S","698","698",NA,NA,"7506",NA,NA,NA,"árvore, 5 m, heliófita. Botões florais verdes e flores diminutas amarelas.","PR",NA,NA,NA,NA,NA,NA,"2016","09","16",NA,NA,NA,NA
"544","2019-08-16 08:38:11-03","UTFPR","HCF","9768","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","M.G. Caxambu","M.G. Caxambu","2011","10","13","Brasil","Balsa Nova","Ponte dos Arcos","-49.807333","-25.550028","49°48'26,4 W","25°33'00,1 S","834","834",NA,NA,"3518",NA,NA,NA,"arvoreta heliófita, em borda de floresta. Flores amareladas.","PR",NA,NA,NA,NA,NA,NA,"2011","12","08",NA,NA,NA,NA
"545","2019-08-16 08:38:11-03","UTFPR","HCF","22866","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","E. Barboza","J.M. Silva","2013","10","06","Brasil","Curitiba","Jardim Botânico Municipal","-49.239167","-25.440833","49°14'21 W","25°26'27 S","915","915",NA,NA,"8367",NA,NA,NA,"Árvore 4 m. Flor creme. Capão da Floresta Ombrófila Mista.","PR",NA,NA,NA,NA,NA,NA,"2013","10","07",NA,NA,NA,NA
"546","2019-08-16 08:38:11-03","UTFPR","HCF","15202","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","M.G. Caxambu","M.G. Caxambu","2014","10","24","Brasil","Tibagi","Sítio Sete Quedas","-50.25625","-24.581667","50°15'22,5 W","24°34'54 S","1059","1059",NA,NA,"5625",NA,NA,NA,"árvore ca. 8 m, heliófita. Frutos imaturos verdes. Em capão de Floresta Ombrófila Mista.","PR",NA,NA,NA,NA,NA,NA,"2014","11","06",NA,NA,NA,NA
"547","2019-08-16 08:38:11-03","UTFPR","HCF","19821","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.",NA,"R. Subilis","1983","10","16","Argentina","Córdoba - Província de Córdoba","Suburbios noroeste de la Ciudad de",NA,NA,NA,NA,NA,NA,NA,NA,"3161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","2019-08-16 08:38:11-03","UTFPR","HCF","8230","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","J. Cordeiro & E. Barboza","M.G. Caxambu","2009","10","16","Brasil","Ponta Grossa","Buraco do Padre","-49.969639","-25.174778","49°58'10,7 W","25°10'29,2 S","873","873",NA,NA,"2700",NA,NA,NA,"árvore heliófita, ca. 3,5 m. Flores alvo-esverdeadas. Orla de capão.","PR",NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA
"549","2019-08-16 08:38:11-03","UTFPR","HCF","2670","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","M.G. Caxambu","A.R. Silva","2005","08","02","Brasil","Boa Esperança","Fazenda Campo Alegre - Estrada Boa","-45.5657997131348","-21.0900001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"árvore, heliófita ca. 4m, com folhas coriáceas, em pré-floração.","MG",NA,NA,NA,NA,"37175","auto","2006","09","01",NA,NA,NA,NA
"550","2019-08-16 08:38:11-03","UTFPR","HCF","3070","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","M.G. Caxambu","F.M. Pinto","2005","10","11","Brasil","Dourados","BR-473","-54.8055992126465","-22.2210998535156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arvoreta heliófita, com flores amarelas em inflorescências axilares.","MS",NA,NA,NA,NA,"74744","auto","2005","11","29",NA,NA,NA,NA
"551","2019-08-16 08:38:11-03","UTFPR","HCF","12098","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","M.G. Caxambu","R. Balbino","2013","03","23","Brasil","Arapoti","Margens da PR-239, próximo a cachoeira","-49.8266983032227","-24.1578006744385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"árvore heliófita, rupícola, ripária, ca. 3 m. Frutos castanhos.","PR",NA,NA,NA,NA,"41852","auto","2013","05","22",NA,NA,NA,NA
"552","2019-08-16 08:38:11-03","UTFPR","HCF","539","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","M.G. Caxambu","M.G. Caxambu","2003","11","20","Brasil","Campo Mourão","Cerrado","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"199",NA,NA,NA,"Arvoreta, com 5m de altura, folhas compostas imparipinadas, com frutos e sementes pretas.","PR",NA,NA,NA,NA,"28572","auto","2003","11","27",NA,NA,NA,NA
"553","2019-08-16 08:38:11-03","UTFPR","HCF","322","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","G. Hatschbach","M.G. Caxambu","2003","09","24","Brasil","Campo Mourão","Estação Ecológica do Cerrado","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"89",NA,NA,NA,"Arvoreta com flores amarelo-esverdeados, com folhas pinadas.","PR",NA,NA,NA,NA,"28572","auto","2004","04","16",NA,NA,NA,NA
"554","2020-06-29 09:29:05-03","UFRRJ","RBR","9425","S","Plantae","Anacardiaceae","Lithrea","molleoides","Lithrea molleoides","(Vell.) Engl.",NA,"S.F. Andrade","1999","08","05","Brasil","São Jerônimo da Serra","Cerrado","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"RBR00009425","RBR00009425","26",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA
"555","2020-06-29 09:29:05-03","UFRRJ","RBR","9426","S","Plantae","Anacardiaceae","Lithrea","molleoides","Lithrea molleoides","(Vell.) Engl.",NA,"A.L. Cavalheiro; et al.","1999","11","24","Brasil","Curiúva","Fazenda São José","-50.4583015441895","-24.0324993133545",NA,NA,NA,NA,"RBR00009426","RBR00009426","156",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"23566","auto",NA,NA,NA,NA,NA,NA,NA
"556","2013-04-01 09:18:09-03","IPT","BCTW","19161","S","Plantae",NA,"Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","José Rubens Pirani","Ceccantini, G.C.T.","1995","06","19","Brasil","Patrocínio","Serra do Salitre","-46.9925","-18.9439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"Magnoliophyta",NA,NA,"44638","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA
"557","2013-04-01 09:18:09-03","IPT","BCTW","8743","S","Plantae",NA,"Lithraea","molleoides","Lithraea molleoides","Engl.",NA,NA,NA,NA,NA,"Brasil","Monte Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"558","2013-04-01 09:18:09-03","IPT","BCTW","134","S","Plantae",NA,"Lithraea","molleoides","Lithraea molleoides","Engl.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Parque Nacional das Fontes do Ipiranga (PEFI)","-46.63","-23.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,"Magnoliophyta",NA,NA,"53584","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA
"559","2013-04-01 09:18:09-03","IPT","BCTW","135","S","Plantae",NA,"Lithraea","molleoides","Lithraea molleoides","Engl.",NA,NA,NA,NA,NA,"Brasil","Guarani",NA,"-43.0469","-21.3522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"Magnoliophyta",NA,NA,"13577","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA
"560","2021-03-21 19:32:29-03","UFC","EAC","13456","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","Engl.","Sobral, M.","Sobral, M.","1984","11","14","Brasil","Uruguaiana","Arroio Coiboate, Interior de mata ciliar.","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,"EAC0013456","EAC0013456","s.n.","Southern America",NA,NA,"Arvoreta 4m altura; frutos maduros brancos.","Rio Grande do Sul",NA,"Dicotyledon",NA,NA,"93142","auto","1984",NA,NA,NA,NA,NA,NA
"561","2021-02-11 16:52:48-03","UFSM","SMDB",NA,"S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Záchia, R.A","Silva, EMA","1993","05","23","Brasil","Santa Maria","Campus UFSM","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,"37819","auto","1998","08","12",NA,NA,NA,NA
"562","2019-11-25 12:11:22-03","UFSM","SMDB","4436","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Alvarez, A.F.","Alvarez, A.F.; Cauduro, R","1989","12","09","Brasil","Caçapava do Sul",NA,"-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"SMDB004436",NA,"s.n.",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,"50525","auto","1992","07","11",NA,NA,NA,NA
"563","2019-11-25 12:11:22-03","UFSM","SMDB","4565","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Alvarez, A.F.","Alvarez, A.F.; Cauduro, R","1989","12","08","Brasil","Caçapava do Sul",NA,"-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"SMDB004565",NA,"s.n.",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,"50525","auto","1990","07","10",NA,NA,NA,NA
"564","2019-11-25 12:11:22-03","UFSM","SMDB","5995","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Alvarez, A.F.; Bortoluzzi, R.L.C.","Bortoluzzi, R.L.C.","1995","04","18","Brasil","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB005995",NA,"0s.n.0",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,"37819","auto","1995","11",NA,NA,NA,NA,NA
"565","2021-02-11 16:52:48-03","UFSM","SMDB","2133","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Záchia, R.A","Ralf.","1998","08","12","Brasil","Santa Maria","Bairro Camobi - Campus da UFSM/ Parque das Nações","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB002133",NA,"s.n.",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
"566","2021-02-11 16:52:48-03","UFSM","SMDB","5175","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Záchia, R.A","Silva, E.M.A.",NA,NA,NA,"Brasil","Santa Maria","Campus da UFSM","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB005175",NA,"s.n.",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
"567","2019-11-25 12:11:22-03","UFSM","SMDB","726","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Beltrão, R","Beltrão, R","1952","11","02","Brasil","Santa Maria","Cemitério da Conceição, Campestre de Santo Antão.","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB000726",NA,"s.n.",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
"568","2021-02-11 16:52:48-03","UFSM","SMDB","17947","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Záchia, R.A; Nunes, GB","Nunes, GB","2016","04","28","Brasil","Santa Maria","Distrito de Pains","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB017947",NA,"s.n.",NA,NA,NA,"Trabalho de conclusão de curso em Ciências Biológicas de Guilherme Baggio Nunes - Levantamento do estrato arbóreo de um fragmento florestal na fazenda Santa Tereza, distrito de Pains, Santa Maria, RS. Orientador: Renato Aquino Záchia","Rio Grande do Sul",NA,NA,NA,NA,"37819","auto","2016","04","28",NA,NA,NA,NA
"569","2021-02-11 16:52:48-03","UFSM","SMDB","10273","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Záchia, R.A","Záchia, R.A; Budke, JC; Bicca, E","2001","01","20","Brasil","Santiago",NA,"-54.8671989440918","-29.1916999816895",NA,NA,NA,NA,"SMDB010273",NA,"5300",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,"56006","auto",NA,NA,NA,NA,NA,NA,NA
"570","2021-02-11 16:52:48-03","UFSM","SMDB","16208","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Záchia, R.A","Záchia, R.A","2013","11","14","Brasil","São Borja","Estrada Arroio Butuí#?#Mirim (p. Par. João Aquino, f","-56.0043983459473","-28.6606006622314",NA,NA,NA,NA,"SMDB016208",NA,"6435",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,"75549","auto","2013",NA,NA,NA,NA,NA,NA
"571","2021-02-11 16:52:48-03","UFSM","SMDB","19240","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Záchia, R.A","Záchia, R.A","2010","10","27","Brasil","Unistalda","Serra do Iguariaçá, Sítio do Sr. Orlando Zanella","-55.1502990722656","-29.0471992492676",NA,NA,NA,NA,"SMDB019240",NA,"6181",NA,NA,NA,"árvore com frutos; borda da floresta","Rio Grande do Sul",NA,NA,NA,NA,"23166","auto","2010","10","27",NA,NA,NA,NA
"572","2019-11-25 12:11:22-03","UFSM","SMDB","7321","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Dias, MC","Dias, MC","1994","10","09","Brasil","Tibagi","Saída para Castro","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"SMDB007321",NA,"s.n.",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"56988","auto","1999",NA,NA,NA,NA,NA,NA
"573","2019-11-25 12:11:22-03","UFSM","SMDB","4497","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Alvarez, A.F.","Alvarez, A.F.; Lopes, AM","1989","10","31","Brasil","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB004497",NA,"s.n.",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,"37819","auto","1989","10","31",NA,NA,NA,NA
"574","2019-11-25 12:11:22-03","UFSM","SMDB","2147","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Ralf.","Ralf.","1981","11","05","Brasil","Santa Maria","Bairro camobi - Campus da UFSM","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB002147",NA,"s.n.",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
"575","2019-11-25 12:11:22-03","UFSM","SMDB","2114","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Ralf.","Ralf.","1981","08","28","Brasil","Santa Maria","Bairro Camobi - Campus da UFSM/ Parque das Nações","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB002114",NA,"s.n.",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,"37819","auto","1981","09","10",NA,NA,NA,NA
"576","2019-11-25 12:11:22-03","UFSM","SMDB","8708","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Eisinger, SM; Gressler, E","Gressler, E","2000","10","13","Brasil","Santa Maria","Jardim Botânico UFSM","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB008708",NA,"s.n.",NA,NA,NA,"Projeto : Fenologia do JBSM . Planta n° 500","Rio Grande do Sul",NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
"577","2021-02-11 16:52:48-03","UFSM","SMDB","19069","S","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Záchia, R.A","Záchia, R.A; Portalet, AA","2010","10","27","Brasil","Unistalda","Serra do Iguariaçá - Sítio do Sr. Orlando Zanella","-55.1502990722656","-29.0471992492676",NA,NA,NA,NA,"SMDB019069",NA,"6203",NA,NA,NA,"árvore, flores branco-amareladas; Borda da mata","Rio Grande do Sul",NA,NA,NA,NA,"23166","auto","2010","10","27",NA,NA,NA,NA
"578","2020-12-21 16:11:38-03","MBM","MBM","417874","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Guedes, M.L.","Guedes, M.L.; Borges, R.L.; Stadnik, A.; Sacramento, C.C.; Borges, R.L.; Stadnik, A.; Sacramento, C.C.","2014","10","14","Brazil","Licínio de Almeida","Estrada para o Saco da Onça","-42.5074996948242","-14.6822004318237",NA,NA,"805","805","MBM417874",NA,"#?#22448","Southern America",NA,NA,"Árvore ca. 3m de altura. Folhas com folíolos cartáceos. Inflorescência axilar. Flores cremes.; Caatinga árborea antropizada.","Bahia",NA,NA,NA,NA,"31339","auto","2014","10",NA,NA,NA,NA,NA
"579","2020-12-21 16:11:38-03","MBM","MBM","155172","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Mitchell, J.D.","Harley, R.M.","1988","12","09","Brazil","Rio de Contas","Pico das Almas","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"MBM155172","MBM155172","27079","Southern America",NA,NA,NA,"Bahia",NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA
"580","2020-12-21 16:11:38-03","MBM","MBM","93315","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","Pirani, J.R.","Hatschbach, G.","1978","07","23","Brazil","Cristalina","Cristalina","-47.6136016845703","-16.7686004638672",NA,NA,NA,NA,"MBM093315","MBM093315","41492","Southern America",NA,NA,NA,"Goiás",NA,NA,NA,NA,"85457","auto",NA,NA,NA,NA,NA,NA,NA
