"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"1277","2013-02-11 15:09:00-02","MO","MOBOT","2972715","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) A. Juss. ex Griseb.","S.M. Athiê de Souza",NA,NA,NA,"J.S. de la Cruz","1922","10","23","Guyana",NA,NA,"Waramuri Mission, Moruka River, Pomeroon District.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"de la Cruz 2517","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1278","2013-02-19 09:28:00-03","MO","MOBOT","2972918","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) A. Juss. ex Griseb.","S.M. Athiê de Souza",NA,NA,NA,"Nelson Ramírez","1982","7","24","Venezuela","Guárico",NA,"Estación Bilógica de los Llanos, Calabozo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramírez 559","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1279","2013-02-19 09:29:00-03","MO","MOBOT","2973237","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) A. Juss. ex Griseb.","S.M. Athiê de Souza",NA,NA,NA,"Andreas Gröger","1993","5","28","Venezuela","Amazonas","Atures","Carretera Pto. Ayacucho hacia El Burro: km 56; Cerro San Borja al lado occidental de la carretera; pie oriental del cerro, en la orilla del rio Orinoco.","-67.4","6.0166667",NA,NA,NA,NA,NA,NA,NA,"Gröger 925","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1280","2013-02-19 09:06:00-03","MO","MOBOT","2971919","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) A. Juss. ex Griseb.","S.M. Athiê de Souza",NA,NA,NA,"Renée Rondeau","1983","7","1","Venezuela","Guárico",NA,"Ca. 39 km south-southwest of Calabozo on Hato Masaguaral. Ca. 100 m west of baba pool.","-67.9677778","8.9333333",NA,NA,NA,NA,NA,NA,NA,"Rondeau 305","South America",NA,NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,"1",NA
"1281","2013-02-19 09:00:00-03","MO","MOBOT","2972232","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) A. Juss. ex Griseb.","S.M. Athiê de Souza",NA,NA,NA,"D. Philcox","1968","1","9","Brazil","Mato Grosso",NA,"Expedition Base Camp. Transect near Base Camp. Cerradão.","-51.7666667","-12.8166667",NA,NA,NA,NA,NA,NA,NA,"Philcox 3928","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1282","2016-12-22 08:03:00-02","MO","MOBOT","2973449","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) A. Juss. ex Griseb.","R.Liesner (MO)",NA,NA,NA,"Daniel F. Austin","1979","10","18","Brazil","Amapá",NA,"Entre km. 105 E Local Areal, 5 Km. E de Porto Grande. Posto Sop; ao Norte.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Austin 7108","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1283","2011-03-01 12:21:00-03","MO","MOBOT","3251276","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) A. Juss. ex Griseb.","J. Murillo (COL)",NA,NA,NA,"R. Romero Castañeda",NA,NA,NA,"Colombia","Antioquia","Cocorná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romero Castañeda 10096","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284","2013-02-15 13:48:00-02","MO","MOBOT","3276410","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) A. Juss. ex Griseb.","S.M. Athiê de Souza",NA,NA,NA,"Reyjane P. de Oliveira","2000","4","3","Brazil","Bahia","Formosa do Rio Preto","Fazenda Estrondo, 79 km W da cidade, perto do rio Riachão. Cerrado sobre solo arenoso avermelhado.","-45.7636111","-11.2144444",NA,NA,NA,NA,NA,NA,NA,"Oliveira 475","South America",NA,NA,NA,NA,NA,"706.00000000",NA,NA,NA,NA,NA,"1",NA
"1285","2013-02-15 13:54:00-02","MO","MOBOT","3288036","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) A. Juss. ex Griseb.","S.M. Athiê de Souza",NA,NA,NA,"Aline Raynal-Roques","1976","3","21","French Guiana",NA,NA,"Savane Sarcelle, entre la route Kourou - Mana et la mer, anv 15 km a l'E de Mana. Grand marais herbeux inondé (ay moins 1 m d'eau), en arriere do cordon sableux de la plago. Eau douco vers la route, devenant graduellement saumâtre vers la plago. Vegetation formant un radeau flottant par places.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raynal-Roques 18731","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1286","2013-02-15 14:02:00-02","MO","MOBOT","3288073","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) A. Juss. ex Griseb.","S.M. Athiê de Souza",NA,NA,NA,"Aline Raynal-Roques","1976","3","18","French Guiana",NA,NA,"Savane Matiti, env 32 km WNW du bac de Macouria, a l'W de Cayenne. Lieu-dit la Briquetterie. Grande marais sur sol limono-sableux.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raynal-Roques s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1287","2014-07-16 12:43:00-03","MO","MOBOT","3430093","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) A. Juss. ex Griseb.",NA,NA,NA,NA,"Émile Hassler","1931",NA,NA,"Paraguay",NA,NA,"[The carpin .apy].",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hassler 4673","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1288","2014-01-02 05:36:00-02","MO","MOBOT","3582494","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) A. Juss. ex Griseb.","arah Maria Athiê de Souza (PEUFR)",NA,NA,NA,"D. Villarroel","2007","12","10","Bolivia","Santa Cruz","Florida","Bella Vista, Camino del Refugio a Las Lajas, ladera ocn exposición SW, suelos húmedos en las orillas.","-63.6730556","-18.2702778",NA,NA,NA,NA,NA,NA,NA,"Villarroel Segarra 1448","South America",NA,NA,NA,NA,NA,"1354.00000000","1400.00000000",NA,NA,NA,NA,"1",NA
"1289","2013-08-19 09:40:00-03","MO","MOBOT","965084","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) A. Juss. ex Griseb.","Hajo Esser (M)",NA,NA,NA,"Fabiana Mamani M.|Antony Jardim","1994","12","12","Bolivia","Santa Cruz","Nuflo de Chavez","Area de estudio del proyecto BOLFOR, Las Trancas.","-61.8463889","-16.5202778",NA,NA,NA,NA,NA,NA,NA,"Mamani M. 403","South America",NA,NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,"6",NA
"1290","2013-08-19 09:49:00-03","MO","MOBOT","968381","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) A. Juss. ex Griseb.","Hajo Esser (M)",NA,NA,NA,"Alfredo F. Fuentes","1995","3","29","Bolivia","Santa Cruz","Nuflo de Chavez","Estancia San Miguelito, 200 km al NE de la ciudad de Santa Cruz; puesto Montana; comunidad saxícola, con Conmiphora leptophloeos y Deuterocohnia sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fuentes Claros 581","South America",NA,NA,NA,NA,NA,"260.00000000",NA,NA,NA,NA,NA,"4",NA
"1291","2016-09-14 05:18:00-03","MO","MOBOT","2969917","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) A. Juss. ex Griseb.","S.M. Athiê de Souza",NA,NA,NA,"Paul J. M. Maas|Hiltje Maas","1971","11","22","Brazil","Amazonas","Manaus","Parque 10.","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,"138090","auto","Maas 521","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1292","2015-04-21 11:03:00-03","MO","MOBOT","100810340","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) A. Juss. ex Griseb.","H.-J. Esser",NA,NA,NA,"André M. de Carvalho|Jomar G. Jardim|F.S. Juchum|A.C. Orsi","1993","2","20","Brazil","Bahia","Jacobina","Monte Tambor. Hotel Serra do Ouro.","-40.5182991027832","-11.1806001663208",NA,NA,NA,NA,NA,"62396","auto","Carvalho 4200","South America",NA,NA,NA,NA,NA,"550.00000000",NA,NA,NA,NA,NA,"1",NA
"1293","2013-02-15 14:09:00-02","MO","MOBOT","2969056","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) A. Juss. ex Griseb.","S.M. Athiê de Souza",NA,NA,NA,"Scott A. Mori","1978","11","21","Brazil","Bahia","Vitória da Conquista","Rod. BA-265, trecho Vit. da Conquista/Barra do Choca, 9 km a Leste da 1a. Regiao de Mata de Cipo. Faixa de solo arenosa.","-40.8394012451172","-14.8661003112793",NA,NA,NA,NA,NA,"70493","auto","Mori 11274","South America",NA,NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,"1",NA
"1294","2013-02-15 14:10:00-02","MO","MOBOT","2971427","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) A. Juss. ex Griseb.","S.M. Athiê de Souza",NA,NA,NA,"Gert G. Hatschbach|Maria M. Hatschbach|J.M. Silva","1994","2","12","Brazil","Tocantins","Arraias","22 km NO de Arraias.","-46.9383010864258","-12.9314002990723",NA,NA,NA,NA,NA,"66446","auto","Hatschbach 60443","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1295","2011-06-09 18:10:00-03","MO","MOBOT","1718515","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata","(Vahl) Müll. Arg.","M. Toledo",NA,NA,NA,"Bonifacio Mostacedo C.","1998","5","29","Bolivia","Santa Cruz","Nuflo de Chavez","Las Trancas, Lomerio. Las Lajas y alrededores.","-61.84805","-16.52166",NA,NA,NA,NA,NA,NA,NA,"Mostacedo C. 3686","South America",NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA
"1296","2012-04-13 09:01:00-03","MO","MOBOT","2455708","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata","(Vahl) Müll. Arg.",NA,NA,NA,NA,"Roberto M. Klein|et al.","1964","10","5","Brazil","Santa Catarina",NA,"Florianópolis. Ilha de Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klein 5835","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297","2012-05-04 05:16:00-03","MO","MOBOT","2969897","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata","(Vahl) Müll. Arg.","R.L. Liesner",NA,NA,NA,"Cyril Allen","1924","9","3","Colombia","Magdalena",NA,"Savana, dry, exposed, La Jagua, Magdalena Valley. Woody creeper on ground.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allen 520","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","2008-05-27 22:02:00-03","MO","MOBOT","936078","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata","(Vahl) Müll. Arg.","R. Guillén (USZ)",NA,NA,NA,"E. Gutiérrez|R.C. Quevedo|H. Gonzáles","1994","5","6","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Campamento Los Fierros. Camino al Tarbo, desvio a las parcelas del cerrado.","-60.85944","-14.60472",NA,NA,NA,NA,NA,NA,NA,"Gutiérrez Crespo 845","South America",NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA
"1299","2008-05-27 22:02:00-03","MO","MOBOT","940300","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata","(Vahl) Müll. Arg.","M. Toledo (USZ)",NA,NA,NA,"Bonifacio Mostacedo C.|R.C. Quevedo|E. Gutiérrez|S. Cabrera|H. Gonzáles","1994","5","3","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. 8-9 km camino a Los Fierros-aserradero El Tarbo. Vegetacion cerrado.","-60.83333","-14.6",NA,NA,NA,NA,NA,NA,NA,"Mostacedo C. 1598","South America",NA,NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA
"1300","2008-05-27 22:02:00-03","MO","MOBOT","942530","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","glandulosa","Sebastiania glandulosa","(Sw.) Müll. Arg.","R. Guillén (USZ)",NA,NA,NA,"Bonifacio Mostacedo C.|Luzmila Arroyo P.|S. Cabrera|H. Gonzáles|Juan Surubí","1994","5","12","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Meseta de Caparuch; 1,5 km S de la pista Noel Kempff M. Vegetación cerrado alto, ecotono entre bosque alto y sabana arbolada (cerrado abierto), con Duguetia furfurea, Aristida riparia, Jacaranda sp. Suelos rojizo arenoso.","-60.81277","-13.89861",NA,NA,NA,NA,NA,NA,NA,"Mostacedo C. 1762","South America",NA,NA,NA,NA,NA,"290.00000000",NA,NA,NA,NA,NA,NA,NA
"1301","2018-09-12 14:48:09-03","UNIOESTE","UNOP","1685","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Martins, S.","2014","10","03","Martins, S.; Borges, J.P.; Boff, L.; Toderke, M.L.; Zini, A.S.; Borges, J.P.; Boff, L.; Toderke, M.L.; Zini, A.S.","2014","10","03","Brasil","Paraná","Paranagua","Parque Estadual da Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"24916","auto","431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302","2018-09-12 14:48:09-03","UNIOESTE","UNOP","2875","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Zelinski, M.","2014","07","07","Zelinski, M.; Martins, S.; Viana, A.; Schinemann, D.A.; Martins, S.; Viana, A.; Schinemann, D.A.","2014","06","20","Brasil","Paraná","Paranaguá","Parque Estadual da Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,"Herbácea, psamófila-halófita, folhas membranáceas, inflorescência tipo espiga, fruto carnoso tricarpelar com espinhos. Coletada em cordões litorâneos.",NA,NA,"24916","auto","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303","2015-05-20 10:34:51-03","UFERSA","MOSS","12338","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Roque, A.A.","2008","03","10","Roque, A.A.","2008","03","01","Brasil","Rio Grande do Norte","Jucurutu","RPPN Stoessel de Britto.","-37.0203","-6.03389",NA,NA,"erva ereta; coletada na caatinga; flor branca.",NA,NA,"24072","auto","455","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304","2015-05-20 10:34:52-03","UFERSA","MOSS","718","S","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata","(Vahl) Müll. Arg.","Oliveira, O.F. de","2000","03","01","Oliveira, O.F. de","1973","10","03","Brasil","Rio Grande do Norte","Mossoró","Serra do Carmo.","-37.1","-5.233333","37W06'00","5S14'00","arbusto; coletada caatinga; solo bem drenado.",NA,NA,NA,NA,"432","América do Sul",NA,NA,NA,NA,NA,"200","200",NA,NA,NA,NA,NA,NA
"1305","2015-05-20 10:34:52-03","UFERSA","MOSS","1262","S","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata","(Vahl) Müll. Arg.","Oliveira, O.F. de","1998","03","16","Oliveira, O.F. de","1980","04","30","Brasil","Rio Grande do Norte","Patu","Serra do Lima","-37.633333","-6.15","37W38'00","6S09'00","erva não hidrófila; coletada em clareira; solo areno-argiloso; frequente; flor masculina esverdeada ou vermelha e feminina verde com cornos vermelho; fruto pardo.",NA,NA,NA,NA,"871","América do Sul",NA,NA,NA,NA,NA,"500","500",NA,NA,NA,NA,NA,NA
"1306","2015-05-20 10:34:52-03","UFERSA","MOSS","11249","S","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata","(Vahl) Müll. Arg.","Loiola, M.I.B.","2007","11","27","Loiola, M.I.B.","2007","11","27","Brasil","Rio Grande do Norte","Parnamirim","EMPARN- Mata do Jiquí. Programa de Pós-Graduação em Ciências Biológicas, Disciplina: Métodos em Morfologia e Taxonomia de Fanerógamas (11/2007)","-35.2628","-5.91556",NA,NA,"Arbusto.",NA,NA,"17237","auto","1242","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307","2015-05-20 10:34:52-03","UFERSA","MOSS","719","S","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata","(Vahl) Müll. Arg.","Oliveira, O.F. de","2000","03","01","Oliveira, O.F. de","1973","10","03","Brasil","Rio Grande do Norte","Mossoró","Serra do Carmo.","-37.1","-5.233333","37W06'00","5S14'00","arbusto; coletada caatinga; solo bem drenado.",NA,NA,NA,NA,"461","América do Sul",NA,NA,NA,NA,NA,"200","200",NA,NA,NA,NA,NA,NA
"1308","2015-05-20 10:34:52-03","UFERSA","MOSS","1256","S","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata","(Vahl) Müll. Arg.","Oliveira, O.F. de","1998","03","16","Oliveira, O.F. de","1980","04","30","Brasil","Rio Grande do Norte","Caraúbas","Fazenda Salgado","-37.588889","-5.9","37W35'20","5S54'00","erva não hidrófila; coletada na caatinga; solo arenoso; frequente; flor feminina verde e masculina amarela; fruto pardo.",NA,NA,NA,NA,"920","América do Sul",NA,NA,NA,NA,NA,"100","100",NA,NA,NA,NA,NA,NA
"1309","2015-05-20 10:34:52-03","UFERSA","MOSS","1257","S","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata","(Vahl) Müll. Arg.","Oliveira, O.F. de","1998","03","16","Oliveira, O.F. de","1980","04","30","Brasil","Rio Grande do Norte","Caraúbas","Fazenda Salgado.","-37.588889","-5.9","37W35'20","5S54'00","erva não hidrófila; coletada na caatinga; solo arenoso; frequente; flor feminina verde e masculina amarela; fruto pardo.",NA,NA,NA,NA,"918","América do Sul",NA,NA,NA,NA,NA,"100","100",NA,NA,NA,NA,NA,NA
"1310","2015-05-20 10:34:52-03","UFERSA","MOSS","1258","S","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata","(Vahl) Müll. Arg.","Oliveira, O.F. de","1998","03","16","Oliveira, O.F. de","1980","04","30","Brasil","Rio Grande do Norte","Caraúbas","Fazenda Salgado","-37.588889","-5.9","37W35'20","5S54'00","erva não hidrófila; coletada na caatinga; solo arenoso; frequente; flor feminina verde e masculina amarela; fruto pardo.",NA,NA,NA,NA,"917","América do Sul",NA,NA,NA,NA,NA,"100","100",NA,NA,NA,NA,NA,NA
"1311","2015-05-20 10:34:52-03","UFERSA","MOSS","1259","S","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata","(Vahl) Müll. Arg.","Oliveira, O.F. de","1998","03","16","Oliveira, O.F. de","1980","04","30","Brasil","Rio Grande do Norte","Caraúbas","Fazenda Salgado","-37.588889","-5.9","37W35'20","5S54'00","erva não hidrófila; coletada na caatinga; solo arenoso; frequente; flor feminina verde e masculina amarela; fruto pardo.",NA,NA,NA,NA,"919","América do Sul",NA,NA,NA,NA,NA,"100","100",NA,NA,NA,NA,NA,NA
"1312","2015-05-20 10:34:52-03","UFERSA","MOSS","1260","S","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata","(Vahl) Müll. Arg.","Oliveira, O.F. de","1998","03","16","Oliveira, O.F. de","1980","04","30","Brasil","Rio Grande do Norte","Patu","Serra do Lima.","-37.633333","-6.15","37W38'00","6S09'00","erva não hidrófila; coletada em clareira; solo areno-argiloso; frequente; flor masculina esverdeada ou vermelha e feminina verde com cornos vermelho; fruto pardo.",NA,NA,NA,NA,"872","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313","2015-05-20 10:34:52-03","UFERSA","MOSS","1261","S","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata","(Vahl) Müll. Arg.","Oliveira, O.F. de","1998","03","16","Oliveira, O.F. de","1980","04","30","Brasil","Rio Grande do Norte","Patu","Sera do Lima.","-37.633333","-6.15","37W38'00","6S09'00","erva não hidrófila; coletada em clareira; solo areno-argiloso; frequente; flor masculina esverdeada ou vermelha e feminina verde com cornos vermelho; fruto pardo.",NA,NA,NA,NA,"870","América do Sul",NA,NA,NA,NA,NA,"500","500",NA,NA,NA,NA,NA,NA
"1314","2015-05-20 10:34:52-03","UFERSA","MOSS","1263","S","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata","(Vahl) Müll. Arg.","Oliveira, O.F. de","1998","03","16","Oliveira, O.F. de","1980","04","30","Brasil","Rio Grande do Norte","Patu","Sera do Lima","-37.633333","-6.15","37W38'00","6S09'00","erva não hidrófila; coletada em clareira; solo areno-argiloso; frequente; flor masculina esverdeada ou vermelha e feminina verde com cornos vermelho; fruto pardo.",NA,NA,NA,NA,"873","América do Sul",NA,NA,NA,NA,NA,"500","500",NA,NA,NA,NA,NA,NA
"1315","2015-05-20 10:34:52-03","UFERSA","MOSS","3368","S","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata","(Vahl) Müll. Arg.","Oliveira, O.F. de","1998","03","16","Oliveira, O.F. de","1981","02","12","Brasil","Rio Grande do Norte","Serra Negra do Norte","escadinha da Serra Negra.","-37.4","-6.641667","37W24'00","6S38'30","herbácea a subarbustiva; coletada na caatinga; solo pedregoso; frequente; flor feminina verde com cornos avermelhados e anteras vermelhas.",NA,NA,NA,NA,"1605","América do Sul",NA,NA,NA,NA,NA,"250","250",NA,NA,NA,NA,NA,NA
"1316","2015-05-20 10:34:52-03","UFERSA","MOSS","3371","S","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata","(Vahl) Müll. Arg.","Oliveira, O.F. de","1998","03","16","Oliveira, O.F. de","1981","02","12","Brasil","Rio Grande do Norte","Serra Negra do Norte","escadinha da Serra Negra.","-37.4","-6.641667","37W24'00","6S38'30","herbácea a subarbustiva; coletada nas pedras; flor verde com cornos e estames vermelho.",NA,NA,NA,NA,"1613","América do Sul",NA,NA,NA,NA,NA,"250","250",NA,NA,NA,NA,NA,NA
"1317","2015-05-20 10:34:52-03","UFERSA","MOSS","3799","S","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata","(Vahl) Müll. Arg.","Oliveira, O.F. de","1998","03","16","Freitas, J.D.O. de","1986","04","17","Brasil","Rio Grande do Norte","Serra do Mel",NA,"-37.116667","-5.266667","37W07'00","5S16'00",NA,NA,NA,NA,NA,"43","América do Sul",NA,NA,NA,NA,NA,"200","200",NA,NA,NA,NA,NA,NA
"1318","2015-05-20 10:34:52-03","UFERSA","MOSS","2069","S","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata var. glabrata","Müll. Arg.",NA,NA,NA,NA,"Projeto Parque das Dunas","1980","09","23","Brasil","Rio Grande do Norte","Natal","Dunas Costeiras","-35.216667","-5.8","35W13'00","5S48'00","herbácea; coletada em dunas; n.v. milona-roxa.",NA,NA,NA,NA,"142","América do Sul",NA,NA,NA,NA,NA,NA,NA,"var. glabrata",NA,NA,NA,NA,NA
"1319","2015-05-20 10:34:52-03","UFERSA","MOSS","2069","S","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata var. glabrata","Müll. Arg.",NA,NA,NA,NA,"Projeto Parque das Dunas","1980","09","23","Brasil","Rio Grande do Norte","Natal","Dunas Costeiras","-35.216667","-5.8","35W13'00","5S48'00","herbácea; coletada em dunas; n.v. milona-roxa.",NA,NA,NA,NA,"142","América do Sul",NA,NA,NA,NA,NA,NA,NA,"var. glabrata",NA,NA,NA,NA,NA
"1320","2020-08-31 09:02:44-03","INPA","INPA","244652","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Santos, AJB dos","2011","11",NA,"Pereira-Silva, G da","2010","03","23","Brasil","Rondônia","Porto Velho","UHE Jirau, Margem esquerda do rio Madeira (área com afloramento rochoso, em frente à corredeira de Jirau).","-64.726389","-9.321389","-64.726389","-9.321389",NA,"INPA0244652",NA,NA,NA,"15138","Southern America",NA,NA,NA,"Dicotyledon Com-Clade","Malpighiales","85","85",NA,NA,NA,NA,NA,NA
"1321","2020-08-31 09:02:44-03","INPA","INPA","259131","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.",NA,NA,NA,NA,"Queiróz, LP de","1994","10","17","Brasil","Bahia","Utinga",NA,"-41.108797","-12.064661","-41.108797","-12.064661",NA,"INPA0259131",NA,NA,NA,"4221","Southern America",NA,NA,NA,"Dicotyledon Com-Clade","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA
"1322","2020-08-31 09:02:44-03","INPA","INPA","271852","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Kinupp, VF","2013","04","01","Lins, J","2012","05","25","Brasil","Amazonas","Silves","Comunidade Pontão, Quintal da Dona Duia","-58.192672","-2.832811","-58.192672","-2.832811",NA,"INPA0271852",NA,NA,NA,"261","Southern America",NA,NA,NA,"Dicotyledon Com-Clade","Malpighiales","35","35",NA,NA,NA,NA,NA,NA
"1323","2020-08-31 09:02:44-03","INPA","INPA","282854","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.",NA,"2018","12","22","Almeida, C","2018","12","16","Brasil","Amazonas","Manicoré","Estrada do Hotel de Selva, Mata na margem da estrada","-61.281111","-5.890556","-61.281111","-5.890556",NA,"INPA0282854",NA,NA,NA,"207","Southern America",NA,NA,NA,"Dicotyledon Com-Clade","Malpighiales","20","20",NA,NA,NA,NA,NA,NA
