"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","county","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"17","2020-11-04 11:01:56-03","ESALQ","ESA","33837","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Oliveira, C.T.","Árbocz, G.F. et al.","2854.0","1996","05","25",NA,"Brasil",NA,"-45.1699981689453","-22.6100006103516",NA,NA,NA,NA,"ESA033837","ESA033837","São Paulo","Piquete","13434","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:01:56-03","ESALQ","ESA","77031","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Oliveira, C.T.","Forster, W.; Atanasio, C.; Siqueira, L.P.; Sorreano, M.C.M.; Souza, S.C.; Buchianeri, V.; Scalon, V.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","273.0","2000","04","21",NA,"Brasil","Parque Estadual da Serra do Mar, Cachoeira do Sítio Urucurana, Trilha do Escorrega, às margens do Rio Una, 130m. Floresta Ombrófila Densa Submontana de Encosta - bem preservada. Interior da mata","-45.42","-23.42",NA,NA,NA,"Liana, flores creme a alvas.","ESA077031","ESA077031","São Paulo","São Sebastião",NA,NA,NA,NA,"-45.42","-23.42",NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:01:56-03","ESALQ","ESA","77030","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Oliveira, C.T.","Forster, W.; Batista, F.R.Q.; Micheletto, F.; Liesenfeld, M.V.A.; San Martin-Gajardo, I.; Peroni, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","276.0","2000","04","22",NA,"Brasil","Praia Barra do Una / Boracéia. Estrada de acesso da Fazenda Águas do Bento. 30 m.s.m. Borda de Mata de restinga na beira de Estrada/aterro","-45.46","-23.43","30","30",NA,"Liana; flores brancas; 3m","ESA077030","ESA077030","São Paulo","São Sebastião",NA,NA,NA,NA,"-45.46","-23.43",NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:01:56-03","ESALQ","ESA","110354","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Lopes, I.T.F.V.","Colletta, G.D.","196.0","2009","05","12",NA,"Brasil",NA,"-41.8683013916016","-20.4333000183105",NA,NA,NA,NA,"ESA110354","ESA110354","Minas Gerais","Alto Caparaó","21645","auto",NA,NA,NA,NA,"2018","01","23",NA,NA,NA
"21","2021-03-31 13:36:08-03","MN","R","85974","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker",NA,"Glaziou, A.F.M.","12869","1881","06","07",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000085974","R000085974_001","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-02-02 14:37:55-02","BGBM","B","B 10 0002027","S","Plantae",NA,NA,"Compositae","Mikania","chlorolepis","Mikania chlorolepis",NA,NA,"Reitz & Klein","6.669",NA,NA,NA,"Middle and South America","Brazil","Santa Catarina.",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100002027 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100002027","B100002027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-08-27 13:27:40-03","IAP","PACA-AGP","110386","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Mikania","chlorolepis","Mikania chlorolepis","Baker","M. Sobral","A.L.de Gasper","1888","2009","05","07",NA,"Brasil","Morro das Torres.","-49.86","-27.9","1432","1432",NA,"FURB 13418 Habitat: borda de mata Fenofase: flor branca Hábito: liana Ecossistema: Floresta Ombrófila Mista","PACA110386",NA,"SC","Rio Rufino",NA,NA,"Magnoliatae",NA,"49°51'36W","27°54'00S","2009","07","17",NA,NA,NA
"24","2019-08-27 13:27:40-03","IAP","PACA-AGP","86040","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Mikania","chlorolepis","Mikania chlorolepis","Baker","R.A. Wasum","R.A. Wasum","573","2000","03","26",NA,"Brasil","RS-235","-50.5835990905762","-29.4480991363525","830","830",NA,"VULNERÁVEL&nf;HUCS 15417 Habitat: sobre arbustos em beira de estrada","PACA086040",NA,"RS","São Francisco de Paula","76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0022822","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","C. L. Cristóbal","S. G. Tressens; H. Keller, V. Marunak, G. Pieszko, V. Revilla, F. Robledo, S. Valenzuela, O. Vebra","5665","1996","8","24",NA,"Argentina","Dep. Guaraní. Predio Guaraní. Tramo 1, hacia el ayo. Paraíso.","-54.2","-26.9",NA,NA,NA,"Voluble.",NA,NA,"Misiones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:24:42-03","UNICAMP","UEC","116544","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Oliveira, CT","Forster, W; Atanasio, C; Siqueira, LP; Sorreano, MCM; Souza, SC; et al.","273","2000","04","21",NA,"Brazil","Parque Estadual da Serra do Mar, Cachoeira do Sítio Urucurana, Trilha do Escorrega, às margens do Rio Una.","-45.7","-23.7","130","130",NA,"Liana, flores creme a alvas.; Floresta Ombrófila Densa Submontana de Encosta bem preservada, interior da mata.","UEC125829","UEC125829","São Paulo","São Sebastião",NA,NA,NA,NA,"-45.7","-23.7","2015","05",NA,NA,NA,NA
"27","2021-03-01 16:24:42-03","UNICAMP","UEC","116545","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Oliveira, CT","Foster, W; Batista, FRQ; Micheletto, F; Liesenfeld, MVA; et al.","276","2000","04","22",NA,"Brazil","Praia Barra do Una / Boracéia. Estrada de acesso da Fazenda Águas do Bento.","-45.766667","-23.716667","30","30",NA,"Liana, flores brancas, 3 m.; Floresta Ombrófila Densa de Terras Baixas - Restinga. Borda da mata, na beira da estrada/aterro.","UEC125830","UEC125830","São Paulo","São Sebastião",NA,NA,NA,NA,"-45.766667","-23.716667","2015","05",NA,NA,NA,NA
"28","2021-03-01 16:24:42-03","UNICAMP","UEC","133257","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Nakajima, JN","Amaral, MCE; Furlan, A; Hensold, N","CFSC8395","1982","04","22",NA,"Brazil","Ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Congonhas do Norte - Retiro do Barbado, morro a esquerda do Rio Preto.","-43.766667","-18.866667",NA,NA,NA,"Subarbusto 30 cm. Flores alvas.","UEC126320","UEC126320","Minas Gerais",NA,NA,NA,NA,NA,"-43.766667","-18.866667","2015","10",NA,NA,NA,NA
"29","2021-03-01 16:24:42-03","UNICAMP","UEC","168214","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Oliveira, CT","Batista, TA; Naves, AR","266","2011","04","01",NA,"Brazil","Hotel Casa Alpina Trilha que leva a estação 2100.","-44.817889","-22.380528","2110","2110",NA,"Cipó emaranhado. Folhas com odor forte ao serem rasgadas. Flores com sépalas verdes, pétalas e estigma diminutos de cores creme e levemente esverdeado. Caule com pelugem ferrugínea.; Ponto 32 - Floresta de montanha com altura média de","UEC091063","UEC091063","Minas Gerais","Itamonte",NA,NA,NA,NA,"-44.817889","-22.380528","2015","05",NA,NA,NA,NA
"30","2021-03-01 16:24:42-03","UNICAMP","UEC","176371","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Oliveira, CT","Garcia, RJF; Ferreira, GMP; Pimentel, CMA","772","1996","03","27",NA,"Brazil","Distrito de Marsilac, Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo.","-46.743333","-23.988889",NA,NA,NA,"Trepadeira, flores brancas com aroma forte.; Campo.","UEC125831","UEC125831","São Paulo","São Paulo",NA,NA,NA,NA,"-46.743333","-23.988889","2015","05",NA,NA,NA,NA
"31","2019-08-20 10:06:09-03","UNICAMP","UEC","91840","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Toledo, JF","Hoehne, FC","29740","1932","06","13",NA,"Brazil","Parque do Estado.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"UEC125833","UEC125833","São Paulo","São Paulo","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:24:42-03","UNICAMP","UEC","187116","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Oliveira, CT","Gonçalves, LN; Polisel, RT; Ivanauskas, NM; Assis, MC","113","2013","08","28",NA,"Brazil","Brasil, Minas Gerais, Municípiio de Passa-Quatro, Serra entre Passa-Quatro e Virgínia, Beira de estrada (WGS84, Zona 23K, 7517720S, 491232W).","-44.9667015075684","-22.3903007507324","1583","1583",NA,"Erva trepadeira em campo antrópico. Capítulos albo-amarelados.","UEC116709","UEC116709","Minas Gerais","Passa Quatro","17293","auto",NA,NA,NA,NA,"2015","05",NA,NA,NA,NA
"33","2021-03-01 16:24:42-03","UNICAMP","UEC","60145","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Ritter, MR","Vieira, AOS; Yamamoto, K","26188","1992","04","30",NA,"Brazil","Áreas das Fontes de Água Petrópolis. Próximo ao Riacho.","-43.1786003112793","-22.5049991607666",NA,NA,NA,"Caule volúvel, capítulos branco-esverdeados.; Mata úmida. Local bem úmido.","UEC125832","UEC125832","Rio de Janeiro","Petrópolis","36524","auto",NA,NA,NA,NA,"2000","09","25",NA,NA,NA
"34","2019-12-02 11:49:48-03","UNICAMP","UEC","69572","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker",NA,"Tamashiro, JY","26644","1992","06","07",NA,"Brazil","Horto Florestal, trilha do Rio Sapucaí.","-45.5900001525879","-22.7299995422363",NA,NA,NA,"Planta volúvel, capítulos creme esverdeados.","UEC162904","UEC162904","São Paulo","Campos do Jordão","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-12-12 11:15:04-03","UNICAMP","UEC","88690","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker",NA,"Sá, FN; Vasconcellos-Neto, J","s.n.","1997","04","07",NA,"Brazil","Serra do Japi, Trilha da TV Cultura.","-46.8800010681152","-23.1800003051758","1296","1296",NA,"Trepadeira, corola amarelo claro e brácteas amarelas.","UEC163128","UEC163128","São Paulo","Jundiaí","17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 09:59:14-03","FURB","FURB","13418","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Sobral, M","Gasper, A.L. de","2495","2009","05","07",NA,"Brasil","Morro das Torres.","-49.86","-27.9","1432","1432",NA,"Florística IFFSC 214(Liana) Habitat: Floresta Ombrófila Mista; Estágio Avançado; borda da mata Habito: liana; flor branca","FURB18010","FURB18010","Santa Catarina","Rio Rufino",NA,NA,NA,NA,"-49.8600000","-27.9000000","2009","07","17",NA,NA,NA
"37","2020-10-14 09:59:14-03","FURB","FURB","27686","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Oliveira, AA de","Verdi, M.; Souza, N.L. de & Klemz, G.","3995","2010","03","15",NA,"Brasil","Brusque do Sul.","-49.4119444","-28.2597222","309","309",NA,"Florística IFFSC 118 (Liana) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: liana;","FURB00853","FURB00853","Santa Catarina","Orleans",NA,NA,NA,NA,"-49.4119444","-28.2597222","2011","02","18",NA,NA,NA
"38","2020-10-14 09:59:14-03","FURB","FURB","29905","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Sobral, M","Korte, A.; Kniess, A.","2662","2010","04","09",NA,"Brasil","Santa Rita.","-49.7705556","-27.0902777","516","516",NA,"Florística IFFSC 571 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: liana; flor branca","FURB18011","FURB18011","Santa Catarina","Presidente Getúlio",NA,NA,NA,NA,"-49.7705556","-27.0902777","2010","08","15",NA,NA,NA
"39","2020-10-14 09:59:14-03","FURB","FURB","30130","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Sobral, M","Verdi, M.; Souza, N.L. de & Klemz, G.","4129","2010","03","30",NA,"Brasil","Barracão.","-49.3191667","-28.2608333","314","314",NA,"Florística IFFSC 119 (Liana) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: liana; flor branca","FURB18012","FURB18012","Santa Catarina","Orleans",NA,NA,NA,NA,"-49.3191667","-28.2608333","2010","08","15",NA,NA,NA
"40","2021-03-16 17:50:58-03","UCS","HUCS","21255","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Demmatteis, M.","Ribas, O.S.","4641","2002","04","06",NA,"Brasil","Bela Vista","-48.5046997070312","-24.7563991546631",NA,NA,NA,"Herbario MBM; Orla da mata - floresta atlântica",NA,NA,"São Paulo","Barra do Turvo","38172","auto",NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA
"41","2021-03-16 17:50:58-03","UCS","HUCS","15417","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Holes, W.","Wasum, R.A.","573","2000","03","26",NA,"Brasil","RS 235","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Sobre arbustos - beira da estrada",NA,NA,"Rio Grande do Sul","São Francisco de Paula","76715","auto",NA,NA,NA,NA,"2000","08",NA,NA,NA,NA
"42","2020-04-27 16:08:52-03","UFES","VIES","34807","S","Plantae",NA,NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","J.P.F. Zorzanelli","Zorzanelli, J.P.F.; Zanchi, K.; Teixeira, J.","1296","2015","08","14",NA,"Brasil","Serra do Valentim: Floresta do Senhor Aristides, próximo ao transecto 3 - amostragem fitossociológica.","-41.471944","-20.363889",NA,NA,NA,NA,"VIES034807","VIES034807","Espírito Santo","Iúna",NA,NA,NA,NA,"41º28'19''W","20º21'50''S","2016","04","16",NA,NA,NA
"43","2020-06-29 09:29:32-03","UFRRJ","RBR","14186","S","Plantae",NA,NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker",NA,"S.M. Carvalho; V. Pereira","74","1983","08","09",NA,"Brasil","Estação Ecológica de Piraí.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RBR00014186","RBR00014186","Rio de Janeiro","Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-25 12:11:35-03","UFSM","SMDB","3368","S","Plantae",NA,NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Ritter, MR","Brack, P.; et al.","1668","1988","09","24",NA,"Brasil","Parque do Turvo","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,"SMDB003368","SMDB003368","Rio Grande do Sul","Tenente Portela","14404","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:16:34-03","MBM","MBM","202238","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Cristóbal, C.L.","Tressens, S.G.; et al.; et al.","5665","1996","08","24","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM202238","MBM202238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:16:34-03","MBM","MBM","217551","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Cristóbal, C.L.","Tressens, S.G.; et al.; et al.","5829","1997","05","07","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM217551","MBM217551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:16:34-03","MBM","MBM","794","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","chlorolepis","Mikania chlorolepis","Baker","Holmes, W.C.","Hatschbach, G.","14317","1966","04","29","Southern America","Brazil","Fazenda Lagoa","-52.6049995422363","-23.6632995605469",NA,NA,NA,NA,"MBM000794","MBM000794","Paraná","Cianorte","32009","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
