"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","relatedCatalogItem","sex"
"11","2019-10-09 11:19:05-03","UFBA","ALCB","94828","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","Melo, E","Melo, E; França, F; Silva, B; Santos, M; Almeida, V; Barbosa, M","6731","2009","10","18","Southern America","Brasil","Bahia","Jeremoabo","Nordeste, Muro","-38.433056","-10.004167",NA,"Folhas membranáceas, discolores. Flores amarelas. Frutos verde-rosados.; Beira de rio seco.","ALCB041082",NA,NA,"439","439",NA,"-38.433056","-10.004167","2009","10",NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:19:05-03","UFBA","ALCB","63815","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","Sebastiani, R","Guedes, ML; Roque, N; Anjos, BA dos; Xavier, AB; et al.","10429","2003","04","26","Southern America","Brasil","Bahia","Contendas do Sincorá","Serra Geral, estrada para Maracás","-40.162222","-13.918611",NA,"escandente. Folhas discolores, sépalas e glândulas verdes, corola amarela.","ALCB041083",NA,NA,NA,NA,NA,"-40.162222","-13.918611","2009","10","19",NA,NA,NA,NA,NA
"13","2020-04-22 16:21:27-03","UFPB","JPB","31286","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R. Anderson","Amorim, AM","Barbosa, MR; Lima, IB; Lima, JR; Cunha, JP; Quirino, ZG","2680","2003","02","15","Southern America","Brasil","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas, Area I, trilha para casa de Comadre Florzinha. Voltando na trilha","-36.886111","-7.477778",NA,"; DESC: Trepadeira; flores amarelas; frutos jovens.",NA,NA,NA,NA,NA,NA,"-36.886111","-7.477778","2004","09",NA,NA,NA,NA,NA,NA
"14","2019-08-16 08:39:53-03","UTFPR","HCF","27568","S","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","W.R. Anderson","G. Hatschbach","75812","2003","06","28",NA,"Brasil","BA","Milagres","Morro São Cristóvão","-39.8588981628418","-12.8699998855591",NA,"Volúvel, flor amarela. Encosta do morro.",NA,NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,"24432","auto",NA,NA,NA
"15","2020-12-21 16:32:49-03","MBM","MBM","40004","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","Anderson, W.R.","Anderson, W.R.","11748","1976","03","07","Southern America","Brazil","Bahia",NA,"Trail from Lagoinha (wich is 5km southwest of Delfino) to Minas do Mimoso","-41.266667","-10.45",NA,"Herbaceous vine in shrub to 3m; calix glands green; petals carrot-yellow; fruits green and red; cleistogamus flowers bearing up to 3 samaras; caatinga; Herbaceous vine in shrubs to 3m; calyx glands green; petals carrot-yellow; fruits","MBM040004","MBM040004","HOLOTYPE","640","640",NA,"-41.266667","-10.45","1982",NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:32:49-03","MBM","MBM","285029","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","Anderson, W.R.","Hatschbach, G.; et al.; et al.","75812","2003","06","28","Southern America","Brazil","Bahia","Milagres","Morro São Cristovão","-39.8588981628418","-12.8699998855591",NA,NA,"MBM285029","MBM285029",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24432","auto",NA,NA,NA
"17","2020-12-21 16:32:49-03","MBM","MBM","283775","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","Anderson, W.R.","Hatschbach, G.; et al.; et al.","75881","2003","06","29","Southern America","Brazil","Bahia","Poções","Poções, arredores","-40.3652992248535","-14.5297002792358",NA,NA,"MBM283775","MBM283775",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31357","auto",NA,NA,NA
"18","2009-06-25 13:32:00-03","MO","MOBOT","3244388","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R. Anderson",NA,"William R. Anderson","Anderson 12514","1982","3","8","South America","Brazil","Bahia",NA,"Mun. Poçoes, 2.5 km W of Poçoes on road to Bom Jesus da Serra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-04 11:05:39-03","UFRB","HURB","4498","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","R.F. Almeida","Aona, L.Y.S.; Fonseca, W. Lucas, E.; Simões, S. Zappi, D, Almei.","1649","2012","10","06",NA,"Brasil","Bahia","Boa Nova","PN Boa Nova, setor central, Fazenda Alvorada; Lajedo dos Beija-flores","-40.208611","-14.333056",NA,NA,"HURB000004498",NA,NA,"787","787",NA,"40°12'31 W","14°19'59 S","2013","08","21",NA,NA,NA,NA,NA
"20","2021-03-04 11:05:39-03","UFRB","HURB","4780","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","R.F. Almeida","Aona, L.Y.S.; Costa, G; Fonseca, W.; Jardim, J.G.; et al","1844","2013","01","05",NA,"Brasil","Bahia","Boa Nova","P.N. de Boa Nova; Fazenda Lajedão, Setor Oeste","-40.210278","-14.331667",NA,NA,"HURB000004780",NA,NA,"813","813",NA,"40°12'37 W","14°19'54 S","2013","08","21",NA,NA,NA,NA,NA
"21","2021-01-26 13:55:49-03","IMA","MAC","32411","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","A.Amorim; R.F.Almeida","R.P.Lyra-Lemos; S.P.Gomes; G.B.Araujo","11042","2008","04","05",NA,"Brasil","Alagoas","Palmeira dos Índios","Serra das Pias, Fazenda Boa Sorte.","-35.832806","-9.543972",NA,"Trepadeira. Flores amarelas.; Mata serrana de brejo de altitude.","MAC0032411",NA,NA,NA,NA,NA,"-35.832806","-9.543972","2013",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 11:48:45-03","UFPE","UFP","11064","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","(Ilegível)","Griz, L; Lopes, A; Machado, I","22","1995","05","17",NA,"Brasil","Pernambuco","Alagoinha",NA,"-36.7757987976074","-8.46638965606689",NA,"Trepadeira, flores amarelas.","UFP011064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16004","auto",NA,NA,NA
"23","2020-09-12 05:00:02-03","US","US","3436866","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R. Anderson",NA,"W. R. Anderson","12514","1982","3","8","South America - Neotropics","Brazil","Bahia",NA,"Mun. Poções, 2.5 km W of Poções on road to Bom Jesus da Serra.",NA,NA,NA,NA,"US03326988","US03326988_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"24","2020-09-02 16:32:19-03","Cenargen","CEN","45215","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","A. M. Amorim","Efigênia de Melo","1177","1995","04","14",NA,"Brasil","BA","PLANALTO","2 km ao sul da sede do município na BR 116.","-40.4710998535156","-14.6696996688843","Exsicatas","Orla da mata. Flores com pétalas amarelas, glândulas verdes. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (19977). Feira de Santana - Bahia.","CEN00045215","CEN00045215",NA,NA,NA,NA,NA,NA,"1999","01",NA,"40189","auto","1",NA,NA
"25","2021-03-15 18:28:30-03","USP","SPF","133915","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","Anônimo","Melo, E","2104","1997","02","23",NA,"Brasil","Bahia","Iaçu","Morro da Garrafa, Morro da Garrafa. Piedmont arbustivo.","-39.856667","-12.755",NA,"Volúvel. Folhas membranáceas, discolores, face abaxial com indumento de pêlos brancos. Botões amarelados. Frutos imaturos verdes.","SPF00133915","SPF00133915",NA,"275","275",NA,"-39.856667","-12.755",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 18:28:30-03","USP","SPF","211891","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","Amorim, AMA","Pace, MR; Amorim, AMA; Lima, J; Halla Daneu, LT","391","2013","06","09",NA,"Brasil","Bahia","Boa Nova","Fazenda Bom Recreio, na região de Morro Verde, sentido Jequié-Maracás.","-40.288333","-13.7575",NA,"Liana delgada. Flores amarelas, com projeções das sépalas entre as pétalas. Pétalas com margens serreadas. Coleta de caule para estudos anatômicos. Visitadas por abelhas Trigonas.","SPF00211891","SPF00211891",NA,"718","718",NA,"-40.288333","-13.7575","2013","06","09",NA,NA,NA,NA,NA
"27","2021-03-15 18:28:30-03","USP","SPF","179497","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","Anderson, WR","Hatschbach, G","75812","2003","06","28",NA,"Brasil","Bahia","Milagres","Morro São Cristovão. Encosta do morro.","-39.8588981628418","-12.8699998855591",NA,"Volúvel, flor amarela.","SPF00179497","SPF00179497",NA,NA,NA,NA,NA,NA,"2003",NA,NA,"24432","auto",NA,NA,NA
"28","2019-10-07 09:32:02-03","UEFS","HUEFS","19977","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","A.Amorim","Melo, E.","1177","1995","04","14",NA,"Brasil","Bahia","Planalto","2 km ao Sul da sede do município na Br 116.","-40.4710998535156","-14.6696996688843",NA,"Orla da mata.","HUEFS0019977","HUEFS0019977",NA,NA,NA,"Rosanae",NA,NA,"1999","01",NA,"40189","auto",NA,NA,NA
"29","2019-10-07 09:32:02-03","UEFS","HUEFS","43313","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","P.D.Carvalho","Silva, M.M.da","287","2000","02","26",NA,"Brasil","Bahia","Maracás","Ca. de 10 km na estrada para Contendas do Sincorá.","-40.4308013916016","-13.4411001205444",NA,"Caantiga arbórea, na borda.","HUEFS0043313","HUEFS0043313",NA,NA,NA,"Rosanae",NA,NA,"2004","02",NA,"50558","auto",NA,NA,NA
"30","2019-10-07 09:32:02-03","UEFS","HUEFS","159761","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","A.M.Amorim","Melo, E.","7819","2010","02","26",NA,"Brasil","Rio Grande do Sul","São Lourenço","Ca. 4 km, caminho para Ruínas.","-54.704167","-28.423889",NA,"Mata na beira de estrada.","HUEFS0159761","HUEFS0159761",NA,NA,NA,"Rosanae","54W42'15''","28S25'26''","2012","08",NA,NA,NA,NA,NA,NA
"31","2019-10-07 09:32:02-03","UEFS","HUEFS","107497","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","W.R.Anderson","Carvalho, P.D.","309",NA,NA,NA,NA,"Brasil","Bahia","Palmeiras","Estrada Palmeiras - Guiné.","-41.575556","-12.5425",NA,NA,"HUEFS0107497","HUEFS0107497",NA,"718","718","Rosanae","41W34'32''","12S32'33''","2009","08",NA,NA,NA,NA,NA,NA
"32","2019-10-07 09:32:02-03","UEFS","HUEFS","107999","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","P.D.Carvalho","Santos, V.J.","583","2006","04","14",NA,"Brasil","Bahia","Campo Formoso","Serra dos morgados.","-40.265833","-10.242778",NA,"Vegetação de transição cerrado e caatinga-arbustiva-herbácea, solo argiloso-laranja.","HUEFS0107999","HUEFS0107999",NA,"819","819","Rosanae","40W15'57''","10S14'34''","2006","06",NA,NA,NA,NA,NA,NA
"33","2019-10-07 09:32:02-03","UEFS","HUEFS","111722","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","R.Sebastiani","Souza-Silva, R.F.","175","2006","04","13",NA,"Brasil","Bahia","Jaguarari","Encosta da Crista, na Fazenda Umburanas.","-40.229444","-10.102778",NA,NA,"HUEFS0111722","HUEFS0111722",NA,"650","650","Rosanae","40W13'46''","10S6'10''","2009","10",NA,NA,NA,NA,NA,NA
"34","2019-10-07 09:32:02-03","UEFS","HUEFS","141889","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","R.Sebastiani","Queiroz, L.P.de","13673","2008","04","17",NA,"Brasil","Bahia","Tucano","Povoado Pedra Grande. Estrada para a Serra de Pai Miguel.","-38.773056","-11.122778",NA,"Caatinga arbustiva sobre solo arenoso.","HUEFS0141889","HUEFS0141889",NA,"233","233","Rosanae","38W46'23''","11S7'22''","2009","10",NA,NA,NA,NA,NA,NA
"35","2019-10-07 09:32:02-03","UEFS","HUEFS","166440","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","A.M.Amorim","Harley, R.M.","55963","2009","04","22",NA,"Brasil","Bahia","Jussiape","8 km de Jussiape, na estrada para Capao da Volta","-41.5725","-13.450833",NA,NA,"HUEFS0166440","HUEFS0166440",NA,"659","659","Rosanae","41W34'21''","13S27'3''","2012","08",NA,NA,NA,NA,NA,NA
"36","2019-10-07 09:32:02-03","UEFS","HUEFS","198428","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","R.F.Almeida","Aona, L.Y.S.","1649","2012","10","06",NA,"Brasil","Bahia","Boa Nova","Parque Nacional de Boa Nova, setor central.,Fazenda Alvorada, Lagedo dos Beija-flores.","-40.208333","-14.330833",NA,NA,"HUEFS0198428","HUEFS0198428",NA,"787","787","Rosanae","40W12'30''","14S19'51''","2013","11",NA,NA,NA,NA,NA,NA
"37","2019-10-07 09:32:02-03","UEFS","HUEFS","203582","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","R.F.Almeida","Aona, L.Y.S.","2079","2013","03","02",NA,"Brasil","Bahia","Boa Nova","Parque Nacional de Boa Nova, setor central, Fazenda Alvorada, perto do Lagedo dos Beija-flores.","-40.208333","-14.333056",NA,"Floresta Semidecidual (mata de cipó) em solo arenoso.","HUEFS0203582","HUEFS0203582",NA,"800","800","Rosanae","40W12'30''","14S19'59''","2014","06",NA,NA,NA,NA,NA,NA
"38","2019-10-07 09:32:02-03","UEFS","HUEFS","23116","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","A.Amorim","França, F.","1614","1996","04","21",NA,"Brasil","Bahia","Itatim","Morro do Agenor.","-39.7","-12.716667",NA,NA,"HUEFS0023116","HUEFS0023116",NA,"580","580","Rosanae","39W42'","12S43'","1999","01",NA,NA,NA,NA,NA,NA
"39","2019-10-07 09:32:02-03","UEFS","HUEFS","26510","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","A.Amorim","Melo, E.","2104","1997","02","23",NA,"Brasil","Bahia","Iaçu","Morro da garrafa.","-39.856667","-12.755",NA,"Piedmont arbustivo.","HUEFS0026510","HUEFS0026510",NA,"275","275","Rosanae","39W51'24''","12S45'18''","1999","01",NA,NA,NA,NA,NA,NA
"40","2019-10-07 09:32:02-03","UEFS","HUEFS","72343","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","A.Amorim","Barbosa, M.R.","2680","2003","02","15",NA,"Brasil","Paraíba","São José dos Cordeiros","RPPN- Fazenda Almas. Área I, trilha para casa de Comadre Florzinha. Voltando na trilha","-36.886111","-7.477778",NA,"Caatinga.","HUEFS0072343","HUEFS0072343",NA,NA,NA,"Rosanae","36W53'10''","7S28'40''","2004","09",NA,NA,NA,NA,NA,NA
"41","2019-10-07 09:32:02-03","UEFS","HUEFS","147166","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson",NA,"Machado, R.F.","274","2009","04","18",NA,"Brasil","Bahia","São Gabriel","Estrada para o alto do bode.","-41.9118995666504","-11.2292003631592",NA,"Área antropizada.","HUEFS0147166","HUEFS0147166",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,"57869","auto",NA,NA,NA
"42","2019-10-07 09:32:02-03","UEFS","HUEFS","43248","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","P.D.Carvalho","Oliveira, R.P.","384","2000","02","27",NA,"Brasil","Bahia","Maracás","Fazenda Nova Esperança, 3km leste da Fazenda do Caboclo (na bifurcação).","-40.4308013916016","-13.4411001205444",NA,"Mata andropizada.","HUEFS0043248","HUEFS0043248",NA,NA,NA,"Rosanae",NA,NA,"2004","02",NA,"50558","auto",NA,NA,NA
"43","2021-03-04 11:17:23-03","UEFS","HUEFS","227170","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Janusia","schwannioides","Janusia schwannioides",NA,NA,"Almeida, R.F.","578","2013","07","01",NA,"Brasil","Bahia","Boa Nova","PARNA Boa Nova, estrada a 3 km de Boa Nova","-40.2075004577637","-14.3625001907349",NA,NA,"HUEFS0227170",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,"31265","auto",NA,NA,NA
"44","2020-07-23 12:11:38-03","CEPLAC","CEPEC","105804","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides",NA,"P. D. Carvalho","R. P. de Oliveira","384","2000","02","27",NA,"Brasil","Bahia","MARACÁS","fazenda Nova Esperança, 3Km a leste da Fazenda do Cabloco (na bifurcação).","-40.4308013916016","-13.4411001205444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50558","auto",NA,"30/12/2005",NA
"45","2020-07-23 12:11:38-03","CEPLAC","CEPEC","72818","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides",NA,"A. M. Amorim","E. de Melo","2104","1997","02","23",NA,"Brasil","Bahia","IAÇÚ","Morro da garrafa.","-38.85","-12.755",NA,NA,NA,NA,NA,NA,NA,NA,"38W51'","12S45'18",NA,NA,NA,NA,NA,NA,"30/12/1997",NA
"46","2020-07-23 12:11:38-03","CEPLAC","CEPEC","109479","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides",NA,"G. Macedo","GELMacedo","490","2004","02","28",NA,"Brasil","Bahia","JEQUIÉ","Fazenda Brejo Novo, a 10,5Km da Av. Otávio Mangabeira pela Exupéiro Miranda no Bairro do Mandacarú","-40.109167","-13.944722",NA,NA,NA,NA,NA,NA,NA,NA,"40W6'33","13S56'41",NA,NA,NA,NA,NA,NA,"30/12/2004",NA
"47","2020-07-23 12:11:38-03","CEPLAC","CEPEC","113624","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides",NA,"A. M. Amorim","P. D. Carvalho","309",NA,NA,NA,NA,"Brasil","Bahia","palmeiras","Estrada palmeiras/Guiné.","-41.575556","-12.5425",NA,NA,NA,NA,NA,NA,NA,NA,"41W34'32","12S32'33",NA,NA,NA,NA,NA,NA,"30/12/2011",NA
"48","2020-07-23 12:11:38-03","CEPLAC","CEPEC","121430","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides",NA,"A. M. Amorim","R. F. Souza-Silva","175","2006","04","13",NA,"Brasil","Bahia","JAGUARARÍ","encosta da Crista, na Fazenda Umburanas.","-40.229444","-10.102778",NA,NA,NA,NA,NA,NA,NA,NA,"40W13'46","10S6'10",NA,NA,NA,NA,NA,NA,"30/12/2011",NA
