"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","yearIdentified","monthIdentified","phylum","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","continentOcean","fieldNumber","preparationType","individualCount","dayIdentified"
"12","2021-03-01 16:23:34-03","UNICAMP","UEC","2492","S","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Joly, AB; Sendulsky, T; Pereira, SMB; Joly, AM; Martins, F","1882","1972","04","17","Brazil","Minas Gerais","Jaboticatubas","km 139 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina","-43.7449989318848","-19.513599395752","31264","subarbusto 40 a 50cm, flor amarela.","UEC029033","UEC029033","auto","Pruski, JF","1988",NA,"Magnoliopsida",NA,NA,"1290","1290","paratypus",NA,NA,NA,NA,NA
"13","2021-03-01 16:23:34-03","UNICAMP","UEC","2479","S","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Joly, AB; Sendulsky, T; Pereira, SMB; Joly, AM; Martins, F","1870","1972","04","17","Brazil","Minas Gerais","Jaboticatubas","km 139 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina","-43.7449989318848","-19.513599395752","31264","subarbusto 60-70cm, flor amarela.","UEC029034","UEC029034","auto","Pruski, JF","1988",NA,"Magnoliopsida",NA,NA,"1290","1290","paratypus",NA,NA,NA,NA,NA
"14","2021-03-01 16:23:34-03","UNICAMP","UEC","2493","S","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Joly, AB; Sendulsky, T; Pereira, SMB; Joly, AM; Martins, F","1903","1972","04","17","Brazil","Minas Gerais","Jaboticatubas","km 139 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina","-43.7449989318848","-19.513599395752","31264","subarbusto 40 a 50cm, capítulo amarelo.","UEC029031","UEC029031","auto","Pruski, JF","1988",NA,"Magnoliopsida",NA,NA,"1290","1290","paratypus",NA,NA,NA,NA,NA
"15","2021-03-01 16:23:34-03","UNICAMP","UEC","2485","S","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Joly, AB; Sendulsky, T; Pereira, SMB; Joly, AM; Martins, F","1903","1972","04","17","Brazil","Minas Gerais","Jaboticatubas","km 139 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina","-43.7449989318848","-19.513599395752","31264","subarbusto 40 a 50cm, capítulo amarelo.","UEC029032","UEC029032","auto","Pruski, JF","1988",NA,"Magnoliopsida",NA,NA,"1290","1290","paratypus",NA,NA,NA,NA,NA
"16","2021-03-01 16:23:34-03","UNICAMP","UEC","2490","S","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Joly, AB; Semir, J; Joly, AM; Martins, F","2117","1972","05","27","Brazil","Minas Gerais","Jaboticatubas","km 142 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina","-43.7449989318848","-19.513599395752","31264","capítulos amarelos. Subarbusto até 60cm","UEC029029","UEC029029","auto","Pruski, JF","1988",NA,"Magnoliopsida",NA,NA,NA,NA,"paratypus",NA,NA,NA,NA,NA
"17","2021-03-01 16:23:34-03","UNICAMP","UEC","2487","S","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Semir, J; Sazima, M","2606","1972","07","19","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, km 127 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina","-43.7449989318848","-19.513599395752","31264","capítulos amarelos, planta até 80cm.","UEC029020","UEC029020","auto","Pruski, JF","1988",NA,"Magnoliopsida",NA,NA,NA,NA,"paratypus",NA,NA,NA,NA,NA
"18","2021-03-01 16:23:34-03","UNICAMP","UEC","2480","S","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Semir, J; Joly, AB; Martins, F","2362","1972","05","28","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, km 132 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina","-43.7449989318848","-19.513599395752","31264","subarbusto 60cm, flores amarelas","UEC029021","UEC029021","auto","Pruski, JF","1988",NA,"Magnoliopsida",NA,NA,NA,NA,"paratypus",NA,NA,NA,NA,NA
"19","2021-03-01 16:23:34-03","UNICAMP","UEC","2478","S","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Semir, J; Sazima, M","2042","1972","04","30","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, km 132 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina","-43.7449989318848","-19.513599395752","31264","flor amarela","UEC029022","UEC029022","auto","Pruski, JF","1988",NA,"Magnoliopsida",NA,NA,NA,NA,"paratypus",NA,NA,NA,NA,NA
"20","2021-03-01 16:23:34-03","UNICAMP","UEC","2486","S","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Semir, J; Sazima, M","746","1972","02","08","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, km 132 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina","-43.7449989318848","-19.513599395752","31264","flor amarela (capítulos)","UEC029023","UEC029023","auto","Pruski, JF","1988",NA,"Magnoliopsida",NA,NA,NA,NA,"paratypus",NA,NA,NA,NA,NA
"21","2021-03-01 16:23:34-03","UNICAMP","UEC","27829","S","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Furlan, A; Cordeiro, I; Pirani, JR","CFCR7235","1981","04","19","Brazil","Minas Gerais","Santana do Riacho","km 116, ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328","26557","erva 55cm, caule com estrias, entre pedras.; Serra do Cipó. Mata ciliar do Córrego Indequicé; campo rupestre","UEC029018","UEC029018","auto","Pruski, JF","1988",NA,"Magnoliopsida",NA,NA,NA,NA,"paratypus",NA,NA,NA,NA,NA
"22","2020-12-21 16:15:14-03","MBM","MBM","128667","PreservedSpecimen","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Hatschbach, G.; Nicolack, V.; Nicolack, V.","52942","1989","05","19","Brazil","Minas Gerais","Conceição do Mato Dentro","Pito Aceso","-43.4249992370605","-19.0372009277344","60318",NA,"MBM128667","MBM128667","auto","Pruski, J.",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"23","2015-09-04 06:18:44-03","MNHN","RECOLNAT_MNHN_P","P02488964","PreservedSpecimen",NA,"Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Saint-Hilaire, A. de",NA,"1816","1","1","Brésil","Minas Gerais",NA,"Brésil, Province de Minas Geraes, [prés Itabira, segundo Herbário Virtual A. de Saint-Hilaire]. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,"Voyage d' Auguste de Saint-Hilaire, de 1816 à 1821. . No. 1301 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02488964' target='other'> <mi>dwc_moreinfo</mi></a>","P02488964","P02488964_01",NA,"Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 828","hb",NA,NA
"24","2015-11-10 10:57:00-02","MO","MOBOT","100875133","PreservedSpecimen","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Milton Groppo|et al.","Groppo, Jr. 1074","2002","6","9","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipo","-46.7166667","-23.55",NA,NA,NA,NA,NA,"John Pruski (MO)",NA,NA,NA,NA,NA,"1100.00000000",NA,NA,"South America",NA,NA,"1",NA
"25","2019-06-10 10:10:14-03","FZB-BH","BHZB","9076","S","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa",NA,"Fernandes, M.G.C. et al.","1538","2012","07","11","Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.706944","-19.035278",NA,"Ponto 108 636082 7894777 1312m. Anteriormente identificada como Calea reticulata Gardner por Jimi Nakajima. Ameaçada.",NA,NA,NA,"G.A.Reis -Silva","2017","08",NA,"43W 42' 25","19S 02' 07","1312","1312",NA,NA,NA,NA,NA,"19"
"26","2020-09-02 16:20:56-03","Cenargen","CEN","99558","PreservedSpecimen","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","F. Fardin","6","2014","03","10","Brasil","MG","NOVA UNIAO","Serra do Cipó, Distrito de Altamira,próximo a mata ciliar","-43.566666","-19.533333",NA,"Doação Universidade de São paulo Herbario SPF","CEN00099558","CEN00099558",NA,"F. Fardin","2014","05",NA,"-43.566666","-19.533333","1200","1200",NA,NA,NA,"Exsicatas","1",NA
"27","2019-11-13 11:16:13-03","USP","SPF","152409","PreservedSpecimen","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Groppo, M","1074","2002","06","09","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7","-19.133333",NA,NA,"SPF00152409",NA,NA,"Magenta, MAG","2002","07",NA,"-43.7","-19.133333","1100","1100",NA,NA,NA,NA,NA,NA
"28","2021-03-15 18:25:26-03","USP","SPF","211319","PreservedSpecimen","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Antar, GM; Escaramai, M; Kubo, MT; Sano, PT; Baleeiro, P","78","2012","07","05","Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Trilha para a Cachoeira da Capivara.","-43.521994","-19.226761",NA,"Subarbusto ca. 70 cm alt. Corola amarelada.; Campo rupestre. Solo arenoso próximo à afloramento rochoso.","SPF00211319",NA,NA,"Fardin, F","2014","05",NA,"-43.521994","-19.226761","1300","1300",NA,NA,NA,NA,NA,NA
"29","2021-03-15 18:25:26-03","USP","SPF","227814","PreservedSpecimen","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Fardin, F","5","2014","03","09","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira.","-43.566667","-19.533333",NA,"Erva, até 80 cm alt. Flores amarelas.; Próximo ao curso d'água. Campo rupestre.","SPF00227814",NA,NA,"Fardin, F","2014","05",NA,"-43.566667","-19.533333","1200","1200",NA,NA,NA,NA,NA,NA
"30","2021-03-15 18:25:26-03","USP","SPF","227815","PreservedSpecimen","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Fardin, F","6","2014","03","10","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira.","-43.566667","-19.533333",NA,"Erva até 1,6 m alt. Flores amarelas.; Próximo a mata ciliar. Campo rupestre.","SPF00227815",NA,NA,"Fardin, F","2014","05",NA,"-43.566667","-19.533333","1200","1200",NA,NA,NA,NA,NA,NA
"31","2019-11-13 11:16:13-03","USP","SPF","66004","PreservedSpecimen","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Pirani, JR","CFSC11330","1989","03","24","Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó","-43.7144012451172","-19.1688995361328","26557",NA,"SPF00066004",NA,"auto","Fardin, F","2014","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-13 11:16:13-03","USP","SPF","78050","PreservedSpecimen","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Roque, N","CFSC13054","1993","05","01","Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó","-43.7144012451172","-19.1688995361328","26557",NA,"SPF00078050",NA,"auto","Fardin, F","2014","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-13 11:16:13-03","USP","SPF","75240","PreservedSpecimen","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Giulietti, AM","CFSC12474","1991","07","27","Brasil","Minas Gerais","Santana do Riacho","Serra da Bandeirinha","-43.7144012451172","-19.1688995361328","26557",NA,"SPF00075240",NA,"auto","Fardin, F","2014","05",NA,NA,NA,"1400","1500",NA,NA,NA,NA,NA,NA
"34","2019-11-13 11:16:13-03","USP","SPF","131948","PreservedSpecimen","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Forzza, RC","202","1996","02","14","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328","26557",NA,"SPF00131948",NA,"auto","Fardin, F","2014","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-01 14:53:26-03","UnB","UB","123502","PreservedSpecimen","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Eiten, G","11033","1969","03","11","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó (along road from village of Almeida to city Conceição do Mato Dentro)","-43.55","-19.283333",NA,"Rays golden-yellow. Anthers yellow-buff.",NA,NA,NA,"Bringel, JBA","2012","02","Dicotyledoneae","-43.55","-19.283333",NA,NA,NA,"Southern America",NA,NA,NA,NA
"36","2020-03-16 13:43:56-03","UFU","HUFU","56649","S","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Souza, V.C.; Myiagi, P.H. & Souza, J.P.","8202","1995","03","10","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Rodovia Belo Horizonte - Conceição do Mato Dentro, cerca de 18km após Chapéu de Sol. Fazenda cachoeira da Capivara.","-43.545556","-19.25",NA,"Erva, ca. 1 m. Capítulos amarelos.; Entre rochas.","HUFU00043847","HUFU00043847",NA,"Reis-Silva, G.A.","2017","01",NA,"-43.545556","-19.25","1300","1300",NA,NA,NA,NA,NA,"17"
"37","2019-11-21 10:00:10-03","IBt","SP","143748","S","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Semir, J; Sazima, M","CFSC746","1972","02","08","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 132 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752","31264","Flor amarela (capítulos)","SP000510","SP000510","auto","Pruski, JF","1988",NA,NA,NA,NA,NA,NA,"Paratype",NA,NA,NA,NA,NA
"38","2019-11-21 10:00:10-03","IBt","SP","168018","S","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Cordeiro, I; Rossi, L; Furlan, A; Pirani, JR","CFSC6058","1980","03","30","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 136 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina. Capão, restos de mata (local seco)","-43.7449989318848","-19.513599395752","31264","Erva ereta 40 cm. Flores amarelas, botões amarelo-esverdeados","SP000509","SP000509","auto","Pruski, JF","1988",NA,NA,NA,NA,NA,NA,"Paratype",NA,NA,NA,NA,NA
"39","2019-11-21 10:00:10-03","IBt","SP","341413","S","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Hashimoto, G","20992","1989","03","25","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó","-43.3763999938965","-19.2155990600586","18539",NA,"SP032729","SP032729","auto","Fardin, F","2014","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 10:00:10-03","IBt","SP","179375","S","Plantae","Asteraceae","Calea","heteropappa","Calea heteropappa","Pruski & Urbatsch","Furlan, A; Cordeiro, I; Pirani, JR","CFSC7235","1981","04","19","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 116 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Mata ciliar do Córrego Indequicé. Campo rupestre","-43.7144012451172","-19.1688995361328","26557","Erva 55 cm, entre pedras. Caule com estrias castanhas e capítulos amarelos","SP000508","SP000508","auto","Pruski, JF","1988",NA,NA,NA,NA,NA,NA,"Paratype",NA,NA,NA,NA,NA
