"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"141","2020-11-19 10:25:36-03","CPAP","CPAP","16771","PreserverdSpecimen","Plantae","Verbenaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Hatschbach, G.","62151","1995","05","02",NA,"Brasil",NA,NA,"Trepadeira lenhosa. FLOR: . FRUTO: alaranjado. INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado, orla de capão.. SUBSTRATO: . RELEVO: .",NA,NA,NA,"Walp.","F. Franca","MS","Anastácio","Rodovia BR-262, 10-15Km O do trevo para Anastácio","-55.8069000244141","-20.4836006164551",NA,NA,NA,NA,"80799","auto",NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2015-07-02 14:02:25-03","JBP","HPL","8098","S","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","A. Amaral Jr, J.O. Mendonça et al.","346","1999","04","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Walp.","V.C. Souza","SP","Panorama","Coletado nas proximidades da Rodovia SP-563 (Panorama-Caiuá), na margem do Rio do Peixe, próximo à ponte. S 21° 44' 31,5; W 52° 04' 52,0.","-51.86","-21.35",NA,NA,NA,NA,"25925","auto",NA,"2012","07","04",NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-02-15 11:40:34-02","IPA","IPA","69709","S","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Falcão, B.P.S.; Pinheiro, A.I.L.; Pinheiro, A.I.L.","26","2003","11","07","Southern America","Brasil",NA,NA,"Trepadeira. Frutos imaturos verdes.; Mata Atlântica, borda da mata.","IPA0069709","Plantae",NA,"Klotzsch ex Walp.","Santos, J.S.","Alagoas","Murici","Serra do Ouro, Estação Ecológica de Murici.","-35.9432983398438","-9.30667018890381",NA,NA,NA,NA,"22851","auto",NA,"2012","05","31",NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-02-15 11:40:34-02","IPA","IPA","7916","S","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Falcão, J.I.A.; Egler, W.A.; Pereira, E.; Egler, W.A.; Pereira, E.","889","1954","09","02","Southern America","Brasil",NA,NA,"Corola persistente.","IPA0007916","Plantae",NA,"Klotzsch ex Walp.","França, F.","Pernambuco",NA,"Saltinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-02-15 11:40:34-02","IPA","IPA","92660","S","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Mota, M.C.S.; Chagas, E.C.O.; Chagas, E.C.O.","11692","2012","06","22","Southern America","Brasil",NA,NA,"Arbusto escandente. Frutos alaranjados.; Mata Atlântica.","IPA0092660","Plantae",NA,"Klotzsch ex Walp.","Mota, M.C.S.","Alagoas","Coruripe","Usina Coruripe., Barro Vermelho","-36.1755981445312","-10.125599861145",NA,NA,NA,NA,"31269","auto",NA,"2012","06","22",NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-02-15 11:40:34-02","IPA","IPA","64071","S","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Martii, J.","1041",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IPA0064071","Plantae",NA,"Klotzsch ex Walp.",NA,"Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-02-21 12:07:30-03","IPA","IPA","53643","S","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Rita Pereira; Bocage, A.; Bocage, A.","53643","1990","08","20","Southern America","Brasil",NA,NA,"Arbusto. Flores esverdeadas; frutos marrons. Frequência alta.","IPA0053643","Plantae",NA,"Klotzsch ex Walp.","Rita Pereira; Cano, O.","Pernambuco","Bonito","mata na subida para a cidade.","-35.7285995483398","-8.47027969360352",NA,NA,NA,NA,"20932","auto",NA,"2005","02","22",NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-02-15 11:40:34-02","IPA","IPA","18330","S","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Lira, O.C.","68 -202","1968","05","07","Southern America","Brasil",NA,NA,"Arbusto de flores amarelas.","IPA0018330","Plantae",NA,"Klotzsch ex Walp.",NA,"Pernambuco","Cabo de Santo Agostinho","Gurjaú","-35.0349998474121","-8.28666973114014",NA,NA,NA,NA,"25282","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-02-21 12:07:30-03","IPA","IPA","56926","S","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Rita Pereira","56926","1994","11","29","Southern America","Brasil",NA,NA,NA,"IPA0056926","Plantae",NA,"Klotzsch ex Walp.","Rita Pereira; Cano, O.","Pernambuco","Recife","Curado","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"18865","auto",NA,"2005","02","22",NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-02-15 11:40:34-02","IPA","IPA","5257","S","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Ducke, A.; Andrade-Lima; Andrade-Lima","114","1952","05","30","Southern America","Brasil",NA,NA,"Cipó sobre árvore; flores amarelo-esverdeado.","IPA0005257","Plantae",NA,"Klotzsch ex Walp.",NA,"Pernambuco","Recife","Dois Irmãos, mata alta.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-02-15 11:40:34-02","IPA","IPA","30642","S","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Andrade-Lima","74 -7733","1974","05","03","Southern America","Brasil",NA,NA,NA,"IPA0030642","Plantae",NA,"Klotzsch ex Walp.","Bocage, A.","Pernambuco","São Lourenço da Mata","São Bento. Toró.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"21764","auto",NA,"1983","02","17",NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-02-15 11:40:34-02","IPA","IPA","4784","S","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Pickel, B.","1084","1927","04",NA,"Southern America","Brasil",NA,NA,"Arb. com flôres amarelas.","IPA0004784","Plantae",NA,"Klotzsch ex Walp.","Moldenke, H.N.","Pernambuco","São Lourenço da Mata","(S. Bento) Capoeira.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"21764","auto",NA,"1931","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-02-15 11:40:34-02","IPA","IPA","6994","S","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Pickel, B.","1084","1927","05",NA,"Southern America","Brasil",NA,NA,"Cipó; flores amarelas.","IPA0006994","Plantae",NA,"Klotzsch ex Walp.",NA,"Pernambuco","São Lourenço da Mata","Tapera, Escola; açude.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-12-20 21:19:40-03","UFV","VIC","025009","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Amaral Jr, A.; et al.","369","1999","04","08",NA,"Brasil",NA,NA,"Trepadeira de flores amarelo esverdeada e frutos vermelhos","VIC025009",NA,NA,"Walp.",NA,"Mato Grosso do Sul","Três Lagoas","Bairro de Jupiá, Margem direita do rio Paraná,subbosque na beira de rio.","-51.6782989501953","-20.7511005401611","VIC025009",NA,NA,NA,"150618","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-12-20 21:19:40-03","UFV","VIC","48573","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Filardi, F.L.R.; et al.","481","2004","03","08",NA,"Brasil",NA,NA,"Frutos; Liana; Mata Ciliar","VIC048573",NA,NA,"Walp.",NA,"Minas Gerais","Volta Grande","Psicultura-Restaurante","-42.5388984680176","-21.7705993652344","VIC048573",NA,NA,NA,"11543","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-12-20 21:19:40-03","UFV","VIC","48572","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Filardi, F.L.R.; et al.","424","2003","12","10",NA,"Brasil",NA,NA,"Flores; Liana; Mata Ciliar","VIC048572",NA,NA,"Walp.",NA,"Minas Gerais","Volta Grande","Rod. São Paulo","-42.5388984680176","-21.7705993652344","VIC048572",NA,NA,NA,"11543","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-12-20 21:19:40-03","UFV","VIC","48571","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Filardi, F.L.R.; et al.","190","2003","01","30",NA,"Brasil",NA,NA,"Frutos; Liana; Mata Ciliar","VIC048571",NA,NA,"Walp.",NA,"Minas Gerais","Volta Grande","Rod. São Paulo","-42.5388984680176","-21.7705993652344","VIC048571",NA,NA,NA,"11543","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-03-24 17:09:15-03","UFES","SAMES","9536","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Pereira, O.J.; Lemes, B.X.; Penha, J.S.","8913","2019","01","24",NA,"Brasil",NA,NA,"Planta escandente, base do caule com aproximadamente 5cm. Fruto jovem esverdeado","SAMES09536",NA,NA,"Walp.",NA,"Espírito Santo","Aracruz",NA,"-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA,"-399322223.0","-196972222.0",NA,NA,NA,NA,NA,NA
"159","2021-03-24 17:09:15-03","UFES","SAMES","9631","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Pereira,O.J.; Lemes,B.X.;Penha,J.S.; Firmino, A.","9226","2019","08","22",NA,"Brasil",NA,NA,"Planta com 3m de altura. Cálice presente no fruto verde.","SAMES09631",NA,NA,"Walp.",NA,"Espírito Santo","Aracruz",NA,"-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA,"-397408333.0","-196980555.0",NA,NA,NA,NA,NA,NA
"160","2021-03-24 17:09:16-03","UFES","SAMES","9757","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Pereira, O.J.; Lemes, B.X.; Penha, J.S.","8950","2019","02","21",NA,"Brasil",NA,NA,"Planta com 3m de altura. Fruto verde","SAMES09757",NA,NA,"Walp.",NA,"Espírito Santo","Linhares","Distrito Regência. Reserva Biológica Comboios","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,"-398880555.0","-196686111.0",NA,NA,NA,NA,NA,NA
"161","2021-04-07 11:45:07-03","UFMS","CGMS","74485","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","chrysantha","Aegiphila chrysantha","A. Pott","1817","1985","05","22",NA,"Brasil",NA,NA,"Flor esverdeada. Fruto vermelho. Entre curral e roça. CPAP - 1128. Habitat: Cordilheira (paleodique), não alagável. Solo arenoso. Relevo plano. Habito: Escandente. Ocasional.","CGMS1107351",NA,NA,"Hayek","G. Hatschbach","Mato Grosso do Sul","Corumbá","Fazenda Nhumirim, sub-região da Nhecolândia, Pantanal.","-56.65","-18.9833333",NA,NA,"90","90",NA,NA,NA,"1995","01","20","-56,65","-18,9833333",NA,NA,NA,NA,NA,NA
"162","2021-04-07 11:45:07-03","UFMS","CGMS","71256","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","A. Pott; V.J. Pott, A.L.B. Sartori & L.C.P. Lima","9706","2002","04","21",NA,"Brasil",NA,NA,"Flor ausente; Fruto laranja. Habitat: Brejo ou vegetação ripária herbáceo-arbustiva; Solo hidromórfico; Relevo planície de inundação. Habito: Arbusto escandente. Frequente.","CGMS1104032",NA,NA,"Walp.","Reflora 2020, nome valido","Mato Grosso do Sul","Bataiporã","Rio Samambaia, rodovia MS-134, entre Bataiporã e Porto Primavera.","-53.1555556","-22.4794445",NA,NA,NA,NA,NA,NA,NA,"2020","03","10","-53,1555556","-22,4794445",NA,NA,NA,NA,NA,NA
"163","2021-04-07 11:45:07-03","UFMS","CGMS","8508","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","A. Amaral-Júnior; J.O. Mendonça; S.B. Barbosa; C.J. Campos","346","1999","04","10",NA,"Brasil",NA,NA,"Botões amarelos. Frutos vermelhos.","CGMS1015262",NA,NA,"Walp.","Reflora 2020, nome valido","São Paulo","São Paulo","Panorama-Caiuá, Rodovia SP-563, margem do Rio do Peixe, próximo à ponte.","-52.0811111","-21.7422222",NA,NA,NA,NA,NA,NA,NA,"2020","03","10","-52,0811111","-21,7422222",NA,NA,NA,NA,NA,NA
"164","2021-04-07 11:45:07-03","UFMS","CGMS","74522","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","S.M. Salis; A.L.A. Feitosa","358","1991","02","27",NA,"Brasil",NA,NA,"Flor amarela. CPAP - 8565. Habitat: Caapão. Solo arenoso. Relevo plano. Habito: Liana. Pouco Freqüente.","CGMS1107388",NA,NA,"Walp.",NA,"Mato Grosso do Sul","Corumbá","Fazenda Nhumirim, Pantanal da Nhecolândia, invernada 1.","-56.65","-18.9833333",NA,NA,"90","90",NA,NA,NA,"2020",NA,NA,"-56,65","-18,9833333",NA,NA,NA,NA,NA,NA
"165","2021-04-07 11:45:07-03","UFMS","CGMS","23314","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","W.M. Ramos; A. L. B. Sartori","478","2007","10","23",NA,"Brasil",NA,NA,NA,"CGMS1052721",NA,NA,"Walp.","Reflora 2020, nome valido","Mato Grosso do Sul","Aquidauana","Acampamento Batista, Distrito de Piraputanga.","-55.4902777","-20.4608333",NA,NA,NA,NA,NA,NA,NA,"2020","03","10","-55,4902777","-20,4608333",NA,NA,NA,NA,NA,NA
"166","2021-04-07 11:45:07-03","UFMS","CGMS","8507","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","A. Amaral-Júnior; J.O. Mendonça; S.B. Barbosa; C.J. Campos","369","1999","04","08",NA,"Brasil",NA,NA,"Flores amarelo-esverdeadas. Frutos vermelhos.","CGMS1015263",NA,NA,"Walp.","Reflora 2020, nome valido","Mato Grosso do Sul","Três Lagoas","Bairro de Jupiá. Margem direita do Rio Paraná. Subosque na beira do rio.","-51.8733334","-21.1286111",NA,NA,NA,NA,NA,NA,NA,"2020","03","10","-51,8733334","-21,1286111",NA,NA,NA,NA,NA,NA
"167","2021-04-07 11:45:07-03","UFMS","CGMS","9355","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","A. Sciamarelli; M.I.B. de Oliveira; C.M. Ishimi","1334","2002","01","24",NA,"Brasil",NA,NA,"Frutos vermelhos-alaranjados e vermelho sangue. Coordenadas 21K 0754787 UTM 7571585","CGMS1015261",NA,NA,"Walp.","Reflora 2020, nome valido","Mato Grosso do Sul","Mato Grosso do Sul","Estrada BR-163, Dourados - Rio Brilhante.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","03","10",NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-04-07 11:45:07-03","UFMS","CGMS","74484","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","A. Pott; V.J. Pott & M.L. Gasparini","1785","1985","02","27",NA,"Brasil",NA,NA,"Próximo à roça velha. CPAP - 1070. Habitat: Campo secundário em cordilheira (paleodique) pouco alagável. Solo arenoso (podzol hidromórfico). Relevo plano. Habito: Trepadeira.","CGMS1107350",NA,NA,"Walp.","Reflora 2020, nome valido","Mato Grosso do Sul","Corumbá","Fazenda Nhumirim, Nhecolândia, Pantanal.","-56.65","-19.9833333",NA,NA,"90","90",NA,NA,NA,"2020","03","10","-56,65","-19,9833333",NA,NA,NA,NA,NA,NA
"169","2021-04-07 11:45:07-03","UFMS","CGMS","9359","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","A. Sciamarelli; M.I.B. de Oliveira; C.M. Ishimi","1489","2002","01","25",NA,"Brasil",NA,NA,"Flor alaranjada. Frutos laranja e verde. Coordenadas 21K 0703878 UTM 7597625.","CGMS1015260",NA,NA,"Walp.","Reflora 2020, nome valido","Mato Grosso do Sul","Mato Grosso do Sul","Estrada BR-267, Sidrolândia - Maracaju.",NA,NA,NA,NA,"388","388",NA,NA,NA,"2020","03","10",NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-04-07 11:45:07-03","UFMS","CGMS","70731","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","A. Pott; V.J. Pott","13914","2006","02","07",NA,"Brasil",NA,NA,"Flor amarelada e fruto não observado. Habitat: Floresta ripária perturbada ou secundária; Solo aluvial areno-argiloso; Relevo plano. Habito: Arbusto escandente. Esparsa.","CGMS1103353",NA,NA,"Walp.","Reflora 2020, nome valido","Mato Grosso do Sul","Aquidauana","Próximo a ponte do rio Taboco (rodovia MS) e da sede da Fazenda Taboco, sub-região de Aquidauna, Pantanal.","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,"212961","auto",NA,"2020","03","10",NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-04-07 11:45:07-03","UFMS","CGMS","12136","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","S. Aragaki; G.A. Amador; G.P. Nunes; R. Benites; L.H.M. Farias","909","2002","01","19",NA,"Brasil",NA,NA,"Flor com pétalas e sépalas amarelas. Habitat: Heliófito. Habito: Árvore, escandente.","CGMS1104389",NA,NA,"Walp.","V.J. Pott","Mato Grosso do Sul","Bonito","Estrada Bonito-Bodoquena.","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,"71352","auto",NA,"2019","09","03",NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-04-07 11:45:07-03","UFMS","CGMS","10534","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","G.A. Damasceno-Junior; R.R. Silva; P. Costa e Silva; M.M. Garcia","1855","2000","02","24",NA,"Brasil",NA,NA,"Fruto verde. Habitat: Mata semidecídua. Relevo suavemente ondulado. Habito: Arbusto.","CGMS1039829",NA,NA,"Walp.","Reflora 2020, nome valido","Mato Grosso do Sul","Bonito","Estrada Bonito - Gruta do Lago Azul.","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,"71352","auto",NA,"2020","03","10",NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-04-07 11:45:07-03","UFMS","CGMS","9648","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","G.A. Damasceno-Junior; R.R. Silva; P. Costa e Silva; M.M. Garcia","1855","2000","02","24",NA,"Brasil",NA,NA,"Fruto verde. Habitat: Mata semidecídua. Relevo ondulado. Habito: Arbusto.","CGMS1015259",NA,NA,"Walp.","Reflora 2020, nome valido","Mato Grosso do Sul","Bonito","Estrada Bonito - Gruta do Lago Azul.","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,"71352","auto",NA,"2020","03","10",NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-04-07 11:45:07-03","UFMS","CGMS","7585","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","R.S. Arruda","193","1999",NA,NA,NA,"Brasil",NA,NA,NA,"CGMS1015264",NA,NA,"Walp.","Reflora 2020, nome valido","Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"295160","auto",NA,"2020","03","10",NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-04-07 11:45:07-03","UFMS","CGMS","10404","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","R.S. de Arruda","45","1996","10","12",NA,"Brasil",NA,NA,NA,"CGMS1039694",NA,NA,"Walp.","Reflora 2020, nome valido","Mato Grosso do Sul","Corumbá","Capão 06. Pantanal de Miranda/Abobral.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"295160","auto",NA,"2020","03","10",NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-04-07 11:45:07-03","UFMS","CGMS","34212","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","A.C. Araújo; R.S. Arruda","1214","2000","04","17",NA,"Brasil",NA,NA,"Capão 52 - interior. 21K 0501028 UTM 7835306 Habitat: Capão. Habito: Arbusto.","CGMS1063607",NA,NA,"Walp.","Reflora 2020, nome valido","Mato Grosso do Sul","Corumbá","Fazenda São Bento, próximo a Torre do INPE, Pantanal.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"295160","auto",NA,"2020","03","10",NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-04-07 11:45:07-03","UFMS","CGMS","34243","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","A.C. Araújo; R.S. Arruda","1189","2000","04","16",NA,"Brasil",NA,NA,"Flor laranja. Capão 51 - interior. 21K 0506613 UTM 7831485 Habitat: Capão. Habito: Liana.","CGMS1063638",NA,NA,"Walp.","Reflora 2020, nome valido","Mato Grosso do Sul","Corumbá","Rio Vermelho, Pantanal.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"295160","auto",NA,"2020","03","10",NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-11-27 13:49:40-03","UFS","ASE","10905","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Prata, AP; Lemos, IC; M. Ibrahim; Costa, SM; Araujo, GB","1230","2006","07","18","Southern America","Brasil",NA,NA,"Restinga.","ASE0019304","Magnoliophyta",NA,"Walpers","França, F","Alagoas","Pilar","Mata do Lamarão","-35.956667","-9.5975","ASE0019304",NA,NA,NA,NA,NA,NA,"2016","04","28","-35.956667","-9.5975",NA,NA,NA,NA,NA,NA
"179","2019-11-27 13:49:40-03","UFS","ASE","26267","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Gomes, LA; Déda, RM; Santos, E","736","2012","09","20","Southern America","Brasil",NA,NA,"Arbusto. Com frutos vermelhos a alaranjados quando maduros. UTM 0698627S8805806","ASE0031674","Magnoliophyta",NA,"Walpers","França, F","Sergipe","Laranjeiras","Gruta do Faleiro, Vila do Faleiro.","-37.169722","-10.806389","ASE0031674",NA,NA,NA,NA,NA,NA,"2016","04","28","-37.169722","-10.806389",NA,NA,NA,NA,NA,NA
"180","2019-11-27 13:49:40-03","UFS","ASE","26268","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Gomes, LA; Déda, RM; Santos, E","784","2012","09","20","Southern America","Brasil",NA,NA,"Arbusto. Com frutos vermelhos a alaranjados quando maduros.","ASE0031675","Magnoliophyta",NA,"Walpers","França, F","Sergipe","Laranjeiras","Caverna do Tramandaí, Povoado Machado.","-37.169722","-10.806389","ASE0031675",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-37.169722","-10.806389",NA,NA,NA,NA,NA,NA
"181","2019-11-27 13:49:40-03","UFS","ASE","28014","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Gomes, LA; Freire, GS; Foncesa, AR; Maciel, BSB; Santos, E","1093","2013","05","22","Southern America","Brasil",NA,NA,"Arbusto escandente. Bráctea verde. Flores amarelas com estames alvos.; Mata Atlântica","ASE0032163","Magnoliophyta",NA,"Walpers","França, F","Sergipe","Maruim","Mata do Caititu, Borda de mata. Solo argiloso.","-37.127139","-10.716778","ASE0032163",NA,NA,NA,NA,NA,NA,"2016","04","28","-37.127139","-10.716778",NA,NA,NA,NA,NA,NA
"182","2019-11-27 13:49:40-03","UFS","ASE","28217","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Silva, TR; Santos, JPS","132","2012","10","12","Southern America","Brasil",NA,NA,"Subarbusto 2m. Inflorescência amarela.; Mata Atlântica","ASE0032367","Magnoliophyta",NA,"Walpers","França, F","Sergipe","Nossa Senhora do Socorro","Floresta Nacional do Ibura","-37.143","-10.842778","ASE0032367",NA,NA,NA,NA,NA,NA,"2016","04","28","-37.143","-10.842778",NA,NA,NA,NA,NA,NA
"183","2019-11-27 13:49:40-03","UFS","ASE","30729","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Santana, JP; Silva, TR","151","2014","02","14","Southern America","Brasil",NA,NA,"Subarbusto, 3m, frutos imaturos verdes e maduros vermelhos com cálice presente. Fruto tipo baga, com síndrome de dispersão zoocórica.; Mata Atlântica","ASE0002196","Magnoliophyta",NA,"Walpers","França, F","Sergipe","Nossa Senhora do Socorro","Floresta Nacional do Ibura","-37.134222","-10.8386","ASE0002196",NA,NA,NA,NA,NA,NA,"2016","04","28","-37.134222","-10.8386",NA,NA,NA,NA,NA,NA
"184","2019-11-27 13:49:40-03","UFS","ASE","8614","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Lyra-Lemos, RP de; Cavalcante; F.; Tributino; L.; Souza; S.","8160","2003","11","23","Southern America","Brasil",NA,NA,"Trepadeira. Frutos alaranjados.; Trepadeira. Frutos alaranjados.; Mata atlântica.Borda da mata","ASE0018142","Magnoliophyta",NA,"Walpers","França, F","Alagoas","Passo de Camaragibe","Fazenda Santa Justina, Mata do Pilão","-35.490114","-9.201389","ASE0018142",NA,NA,NA,NA,NA,NA,"2016","04","28","-35.490114","-9.201389",NA,NA,NA,NA,NA,NA
"185","2019-11-27 13:49:40-03","UFS","ASE","37910","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Prata, AP; Barbosa, P; Santos, E","3358","2012","08","29","Southern America","Brasil",NA,NA,"Arbusto com frutos imaturos verdes e maduros alaranjados.","ASE0039047","Magnoliophyta",NA,"Walpers","Freire, GS","Sergipe","Carmópolis","Próximo a estação Oiterinhos.","-36.5919","-10.3854",NA,NA,NA,NA,NA,NA,NA,"2016","10","27","-36.5919","-10.3854",NA,NA,NA,NA,NA,NA
