"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","typeStatus","maximumElevationInMeters","minimumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","592279","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","A. Löfgren","1887","11","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592279","s/n°","Magnoliophyta","Lamiales","Cham.",NA,"São Paulo","Itapetininga","Itapetiniga","-48.0497","-23.5903","NY00592279_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00956798","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","B. Maguire","1963","10","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081877' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956798","57114","Magnoliophyta","Lamiales","Cham.",NA,"Distrito Federal","Brasília","Parque do Gama","-48.0638","-16.01719","NY00956798_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","592283","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","J. Cuatrecasas","1962","11","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592283","26639","Magnoliophyta","Lamiales","Cham.","H. N. Moldenke","Rio de Janeiro","Rio de Janeiro","Rio de Janeiro: Restinga de Jacarepaguá","-43.397161","-23.010952","NY00592283_01",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01871257","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","Collector unspecified",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125178' target='other'> <mi>dwc_moreinfo</mi></a>","NY01871257","s.n.","Magnoliophyta","Lamiales","Cham.",NA,NA,NA,NA,NA,NA,"NY01871257_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","592277","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","F. C. Hoehne","1936","11","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273565' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592277","s/n¦","Magnoliophyta","Lamiales","Cham.","A. Gehrt","São Paulo","Jarinu","Campo Largo","-46.72","-23.1003","NY00592277_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1019427","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","S. de V. A. Pessôa","1993","11","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1282314' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019427","673","Magnoliophyta","Lamiales","Cham.",NA,"Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, Area entre a BR-101 e rio Pau-Preto.","-42.3917","-22.6508","NY01019427_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","592274","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","N. A. Rosa","1980","11","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273575' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592274","3749","Magnoliophyta","Lamiales","Cham.","N. A. Rosa","São Paulo","Sao Paulo","Reserva do Instituto de Botânica de Sao Paulo","-46.63","-23.5403","NY00592274_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00956817","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","M. C. de Assis","1987","11","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081977' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956817","CFCR11455","Magnoliophyta","Lamiales","Cham.","F. Salimena-Pires","Minas Gerais","Grão Mogol","Montanha à esquerda do riacho Ribeirao. Trilha da Tropa.","-42.92","-16.5417","NY00956817_01",NA,NA,"1150","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00956820","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","L. O. Williams","1945","04","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081983' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956820","6732","Magnoliophyta","Lamiales","Cham.",NA,"Minas Gerais","Nova Lima","Vargem de Ouro Podre, Serra da Mutuca","-43.8467","-19.9858","NY00956820_01",NA,NA,"1500","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1871261","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","J. F. Widgren","1845",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125183' target='other'> <mi>dwc_moreinfo</mi></a>","NY01871261","s.n.","Magnoliophyta","Lamiales","Cham.",NA,"Minas Gerais",NA,NA,NA,NA,"NY01871261_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01871263","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama bakeri","Collector unspecified",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125187' target='other'> <mi>dwc_moreinfo</mi></a>","NY01871263","s.n.","Magnoliophyta","Lamiales","Moldenke",NA,"Pará",NA,NA,NA,NA,"NY01871263_01","bakeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00956829","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama bakeri","R. M. Harley","1968","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082010' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956829","10841","Magnoliophyta","Lamiales","Moldenke","H. N. Moldenke","Mato Grosso",NA,"Expedition Base Camp.","-51.77","-12.82","NY00956829_01","bakeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00956828","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","E. P. Heringer","1937","01",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082008' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956828","51","Magnoliophyta","Lamiales","Cham.","A. Gehrt","Minas Gerais",NA,"Lavras",NA,NA,"NY00956828_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","592267","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","F. C. Hoehne","1931","11","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273588' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592267","s.n.","Magnoliophyta","Lamiales","Cham.",NA,"São Paulo","Sao Paulo","Capital, Sao Paulo. Nativa no Parque do Estado e Jardim Botânico","-46.621883","-23.654505","NY00592267_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00956823","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","H. L. de M. Barreto","1935","12","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081996' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956823","8113","Magnoliophyta","Lamiales","Cham.","H. L. de M. Barreto","Minas Gerais","Pará de Minas","Florestal.","-44.6081","-19.8606","NY00956823_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","592268","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","S. Pedroni",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273580' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592268","s.n.","Magnoliophyta","Lamiales","Cham.","F. C. Hoehne","São Paulo","Araras","Loreto","-47.38","-22.3503","NY00592268_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","686959","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","R. M. Harley","1992","01","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=846458' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686959","51239","Magnoliophyta","Lamiales","Cham.","S. Atkins","Bahia","Abaíra","Catolés de Cima.","-41.88","-13.27","NY00686959_01",NA,NA,"1250","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","592284","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","G. Martinelli","1973","01","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273567' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592284","127","Magnoliophyta","Lamiales","Cham.","H. C. de Lima","Rio de Janeiro","Petrópolis","Vale das Videiras, Morro do Cuca","-43.1783","-22.505","NY00592284_01",NA,NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","592291","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","G. G. Hatschbach","1978","10","28","South America","Brazil","sheet",NA,"Xiloteca <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273582' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592291","41705","Magnoliophyta","Lamiales","Cham.","G. G. Hatschbach","Paraná","Arapoti","Arapoti, arredores","-49.8267","-24.1581","NY00592291_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","593394","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","K. C. Costa","1999","12","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273586' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593394","210","Magnoliophyta","Lamiales","Cham.","E. S. Silva","Pernambuco","Sao Lourenço da Mata","Sao Lourenço da Mata. Estaçâo Ecológica do Tapacurá","-34.95027778","-8.0127778","NY00593394_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02360624","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama hirsuta","C. Persson",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2538646' target='other'> <mi>dwc_moreinfo</mi></a>","NY02360624",NA,"Magnoliophyta","Lamiales","Schauer",NA,NA,NA,NA,NA,NA,"NY02360624_01","hirsuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","593393","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","M. Kirizawa","1977","10","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273561' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593393","300","Magnoliophyta","Lamiales","Cham.","C. S. Zickel; J. Y. Tamashiro","São Paulo","Sao Paulo","Capital, Parque Estadual das Fontes do Ipiranga, Jardim Botânico. Area 6","-46.621883","-23.654505","NY00593393_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00956822","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","H. L. de M. Barreto","1935","12","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081992' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956822","8113","Magnoliophyta","Lamiales","Cham.","H. L. de M. Barreto","Minas Gerais","Pará de Minas","Florestal.","-44.6081","-19.8606","NY00956822_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","592280","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","F. C. Hoehne","1918","10","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273581' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592280","s.n.","Magnoliophyta","Lamiales","Cham.","F. C. Hoehne","São Paulo","Sao Paulo","Araçá, Capital","-46.63","-23.5403","NY00592280_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00593495","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama glaziovii","H. S. Irwin","1970","03","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315643' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593495","27322","Magnoliophyta","Lamiales","Moldenke","H. N. Moldenke","Minas Gerais",NA,"Serra do Cabral. Ca. 3km E. of Cantoni",NA,NA,"NY00593495_01","glaziovii",NA,"610","610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01871256","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","Collector unspecified",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125153' target='other'> <mi>dwc_moreinfo</mi></a>","NY01871256","s.n.","Magnoliophyta","Lamiales","Cham.",NA,"São Paulo",NA,NA,NA,NA,"NY01871256_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","592289","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","A. C. Cervi","1992","11","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273576' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592289","3837","Magnoliophyta","Lamiales","Cham.","A. C. Cervi","Paraná","Jaguariaíva",NA,"-49.68","-24.23","NY00592289_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","138395","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama hirsuta","J. B. E. Pohl",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=653131' target='other'> <mi>dwc_moreinfo</mi></a>","NY00138395","6148","Magnoliophyta","Lamiales","Schauer",NA,NA,NA,"Brasilia",NA,NA,"NY00138395_01","hirsuta","type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00956816","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","J. A. Ratter","1976","11","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081973' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956816","R3962","Magnoliophyta","Lamiales","Cham.",NA,"Mato Grosso","Barra do Garças","By the path to the Cachoeira.","-52.2567","-15.8903","NY00956816_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00592413","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","H. L. de M. Barreto","1936","01","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=345018' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592413","8115","Magnoliophyta","Lamiales","Cham.",NA,"Minas Gerais","Tombos","Fazenda da Cachoeira.","-42.0228","-20.9047","NY00592413_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","592287","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","B. M. J. Lutz","1938","10","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273584' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592287","142","Magnoliophyta","Lamiales","Cham.","H. N. Moldenke","Rio de Janeiro","Rio de Janeiro","Restinga de Itapeba near Recreio dos Bandeirantes","-43.39678","-23.000764","NY00592287_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","592293","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","J. B. E. Pohl",NA,NA,NA,"South America","Brazil","sheet",NA,"Fragment ex herb. Vienna <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273591' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592293","s.n.","Magnoliophyta","Lamiales","Cham.",NA,NA,NA,"Brasilia",NA,NA,"NY00592293_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00956813","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama glaziovii","H. S. Irwin","1970","03","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081950' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956813","28145","Magnoliophyta","Lamiales","Moldenke","H. N. Moldenke","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 15 km N. of São João da Chapada","-43.68125","-17.99895","NY00956813_01","glaziovii",NA,"975","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00956797","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama","H. A. Weddell",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081876' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956797","s.n.","Magnoliophyta","Lamiales","Cham.",NA,"Minas Gerais",NA,"Brésil. Minas Geraes",NA,NA,"NY00956797_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","593494","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama glaziovii","J. C. Lindeman","1965","11","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315644' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593494","45","Magnoliophyta","Lamiales","Moldenke","H. N. Moldenke","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.274528","-22.95583","NY00593494_01","glaziovii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
