"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","class","dayIdentified","typeStatus","fieldNumber","individualCount","previousCatalogNumber","sex"
"46","2019-11-27 13:51:19-03","UFS","ASE","4091","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Costa-Lima, JL","2012","Figueiredo, MA","1985","11","14","Brasil","Sergipe","Nossa Senhora das Dores",NA,"-37.193056","-10.491944","-37.193056","-10.491944","ASE0011441","ASE0011441","Magnoliophyta",NA,"36","Southern America",NA,"Erva. 50. cm. Flores amarelas.; Erva. 50. cm. Flores amarelas.; Bordo de mata subperenifólia.",NA,NA,NA,NA,"07",NA,"23",NA,NA,NA,NA,NA
"47","2019-11-27 13:51:19-03","UFS","ASE","39809","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Silva, FO","2018","Silva, FO; Fabricante, JR","2017","12","13","Brasil","Sergipe","Areia Branca","PARNA Serra de Itabaiana, Ambiente em fase inicial SE, solos orgânicos e alta luminosidade.","-37.1928","-10.4405","-37.1928","-10.4405","ASE0041325",NA,"Magnoliophyta",NA,"203","Southern America",NA,"Erva - aprox. 50 cm de altura. Flores amarelas do tipo rosacea. Folhas verdes nas duas faces ternifoliadas pilosas e alternas, margem inteira. Caule herbaceo pilosos de coloração verde.; Mata Atlântica",NA,NA,NA,NA,"01",NA,"25",NA,NA,NA,NA,NA
"48","2019-11-27 13:51:19-03","UFS","ASE","25789","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Gomes, LA","2013","Melo, LMS; Santana, TTS; Farias, MCV; Déda, RM","2012","08","31","Brasil","Sergipe","Capela","Refúgio da Vida Silvestre Mata do Junco, Solo Argiloso.","-37.319","-10.3212","-37.319","-10.3212","ASE0011445","ASE0011445","Magnoliophyta",NA,"29","Southern America",NA,"Herbácea com cerca de 30 cm. Flores amarelas, com centro alaranjado.; Mata Atlântica.",NA,NA,NA,NA,"02",NA,"01",NA,NA,NA,NA,NA
"49","2019-11-27 13:51:19-03","UFS","ASE","22055","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Costa","2012","Gomes, LA; Santos, LAS; Silva, RN; Santos, E","2011","11","04","Brasil","Sergipe","Capela","RVS Mata do Junco, Borda de mata","-37.084722","-10.964444","-37.084722","-10.964444","ASE0011443","ASE0011443","Magnoliophyta",NA,"280","Southern America",NA,"Erva terrestre. Flores amarelas. Frutos imaturos verde.; Erva terrestre. Flores amarelas. Frutos imaturos verde.; Mata Atlântica.",NA,NA,NA,NA,"07",NA,"23",NA,NA,NA,NA,NA
"50","2019-11-27 13:51:19-03","UFS","ASE","28189","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"Costa-Lima, JL; Amorim, BS; Lourenço, AR; Chagas, MA; Gomes, LA; Santos, E","2012","04","17","Brasil","Sergipe","Capela","RVS Mata do Junco, Proximidade da sede.","-37.541667","-10.536667","-37.541667","-10.536667","ASE0011447","ASE0011447","Magnoliophyta",NA,"649","Southern America",NA,"Herbáceo erto, ca. 50 cm. alt. Folíolos membranáceos, discolares, face superior verde-escura, inferior verde-clara. Frutos imaturos verdes.; Floresta Estacional Semidecidual","118","118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-27 13:51:19-03","UFS","ASE","21382","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Costa-Lima, JL","2012","Prata, AP; Rossi, L; Gomes, LA; Santos, LAS; Matos, AG; Santos, E","2011","05","24","Brasil","Sergipe","Capela","RVS Mata do Junco, Trilha no interior da Mata. Solo arenoso","-37.084583","-10.964444","-37.084583","-10.964444","ASE0011442","ASE0011442","Magnoliophyta",NA,"2597","Southern America",NA,"Erva, ca. 30cm de altura. Flores amarelas.; Erva, ca. 30cm de altura. Flores amarelas.; Mata Atlântica.",NA,NA,NA,NA,"07",NA,"23",NA,NA,NA,NA,NA
"52","2021-03-01 16:37:31-03","UNICAMP","UEC","163029","S","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Slusarski, SR","2003","Slusarski, SR","2003","02","28","Brazil","Paraná","Londrina","Fazenda Figueira -Paiquerê","-50.975556","-23.540833","-50.975556","-23.540833","UEC019546","UEC019546","Magnoliopsida",NA,"242",NA,NA,"Arbusto 0,5m; botão floral verde e flor amarela. Fragmento 1.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-04-22 16:22:46-03","UFPB","JPB","IFNPBLAFV69","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cearensis","Oxalis cearensis","Turcz.","Silva, FO","2017","Vieira, LAF","2017","06","19","Brasil","Paraíba","Santa Rita",NA,"-34.920001","-6.997504","-34.920001","-6.997504","IFNPBLAFV000069",NA,"Angiosperma","Dicotyledon","69","Southern America",NA,"; DESC: Árvore. Conglomerado IFN-PB-49-P41. Subunidade 2. Subparcela 8. Indivíduo 52.",NA,NA,NA,NA,"09",NA,"29",NA,NA,NA,NA,NA
"54","2020-04-22 16:22:47-03","UFPB","JPB","43833","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Kosovsky, O","2013","Thomas, WW; Barbosa, MR; Lyra Lemos, RP de; Melo, AV de","2010","02","27","Brasil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, Trail from reserve base (sede) to the top of Pedra Talhada.","-36.460444","-9.255139","-36.460444","-9.255139",NA,NA,"Angiosperma","Dicotyledon","15196","Southern America",NA,"; HABITAT: Moist submontane tropical forest. On roch outcrop. 9°15'33 S, 36°25'49 W to; DESC: Herb along trail in shade; corolla yellow.","488","773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-04-22 16:22:47-03","UFPB","JPB","44469","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Costa-Lima, J.L.","2013","Melo, AV de; Gomes-Costa, GA; Chagas, MA; Santos, SO","2010","10","05","Brasil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, Trilha próxima do alojamento.","-36.43","-9.258889","-36.43","-9.258889",NA,NA,"Angiosperma","Dicotyledon","531","Southern America",NA,"; DESC: Erva com flores solitárias amarelas.","588","588",NA,NA,"10",NA,"10",NA,NA,NA,NA,NA
"56","2020-04-22 16:22:47-03","UFPB","JPB","49511","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Costa-Lima, J.L.","2013","Amorim, BS; Araújo, DA; Chagas, MA","2011","10","25","Brasil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, Mata caminho para Pedra Talhada, borda da mata","-36.428056","-9.251111","-36.428056","-9.251111","JPB0049511",NA,"Angiosperma","Dicotyledon","1162","Southern America",NA,"; HABITAT: Floresta Atlântica; DESC: Subarbusto 1m alt., flores amarelas. Material tratado com álcool 90%.","744","744",NA,NA,"10",NA,"10",NA,NA,NA,NA,NA
"57","2020-04-22 16:22:47-03","UFPB","JPB","50399","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Costa-Lima, J.L.","2013","Gomes, LA; Santos, LAS; Silva, RN; Santos, E","2011","11","04","Brasil","Sergipe","Capela","RVS Mata do Junco, Borda de mata","-37.084722","-10.964444","-37.084722","-10.964444","JPB0050399",NA,"Angiosperma","Dicotyledon","280","Southern America",NA,"; HABITAT: Mata Atlântica.; DESC: Erva terrestre. Flores amarelas. Frutos imaturos verde.",NA,NA,NA,NA,"10",NA,"10",NA,NA,NA,NA,NA
"58","2020-04-22 16:22:47-03","UFPB","JPB","49238","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Costa-Lima, J.L.","2013","Prata, AP; Rossi, L; Gomes, LA; Santos, LAS; Matos, AG; Santos, E","2011","05","24","Brasil","Sergipe","Capela","RVS Mata do Junco, Trilha no interior da Mata. Solo arenoso","-37.084583","-10.964444","-37.084583","-10.964444","JPB0049238",NA,"Angiosperma","Dicotyledon","2597","Southern America",NA,"; HABITAT: Mata Atlântica.; DESC: Erva, ca. 30cm de altura. Flores amarelas.",NA,NA,NA,NA,"10",NA,"10",NA,NA,NA,NA,NA
"59","2014-10-14 15:57:03-03","BS","M","M-0121065","S","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"M0121065",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA,NA
"60","2014-10-14 15:57:03-03","BS","M","M-0172287","S","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"M0172287",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA,NA
"61","2021-03-21 19:37:53-03","UFC","EAC","52114","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Pohl ex Progel","Magalhães, F.A.L.","2012","Loiola, M.I.B.; Soares Neto, R.L.; Nogueira, C.","2012","04","26","Brasil","Ceará","Tianguá","em um barranco","-40.899667","-3.915889","-40.899667","-3.915889","EAC0052114",NA,"Dicotyledon",NA,"1559","Southern America",NA,"Erva, +/- 0,15m; pétalas amarelas, cálice verde.",NA,NA,NA,NA,"08",NA,"29",NA,NA,NA,NA,NA
"62","2021-03-21 19:37:53-03","UFC","EAC","24700","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Pohl ex Progel","Fernandes, A.; Nunes, E.","1997","Fernandes, A.","1997","03","10","Brasil","Ceará",NA,"Belmonte, Encosta da Chapada do Araripe",NA,NA,NA,NA,"EAC0024700",NA,"Dicotyledon",NA,"EAC24700","Southern America",NA,"Subarbustiva, flor amarela.; Cerradão",NA,NA,NA,NA,"03",NA,"17",NA,NA,NA,NA,NA
"63","2021-03-21 19:37:53-03","UFC","EAC","60008","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Pohl ex Progel","Loiola, M.I.B.","2016","Sobczak, JCMSM","2016","07","17","Brasil","Ceará","Pacoti","Sítio São Luís, Santana, mata, solo argiloso com bastante serrapilheira.","-38.889","-4.226806","-38.889","-4.226806","EAC0060008",NA,"Dicotyledon",NA,"241","Southern America",NA,"Subarbusto, raro, 76 cm de alt., DAS 5,7 mm; folha composta, herbácea, membranácea, pilosa; cálice verde, corola amarela.; Mata atlântica.","715","715",NA,NA,"09",NA,"19",NA,NA,NA,NA,NA
"64","2021-03-21 19:37:53-03","UFC","EAC","34903","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Pohl ex Progel","Loiola, M.I.B.; Tabosa, F.R.S.","2014","Marques, V.B.","2005","04","03","Brasil","Ceará","Caucaia","Praia da Tabuba","-38.6530990600586","-3.73610997200012",NA,NA,"EAC0034903",NA,"Dicotyledon",NA,"s.n.","Southern America",NA,"Flor de cor amarela.",NA,NA,"40484","auto","10",NA,"20",NA,NA,NA,NA,NA
"65","2021-03-21 19:37:53-03","UFC","EAC","8109","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Pohl ex Progel","Fernandes, A.; Nunes, E.","1995","Martins, P.","1980","02","27","Brasil","Ceará","Crato","Chapada do Araripe","-39.4094009399414","-7.23416996002197",NA,NA,"EAC0008109",NA,"Dicotyledon",NA,"s.n.","Southern America",NA,"Erva, flor amarela.; Mata",NA,NA,"30071","auto","06",NA,"10",NA,NA,NA,NA,NA
"66","2021-03-21 19:37:53-03","UFC","EAC","19072","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Pohl ex Progel","Fernandes, A.; Nunes, E.","1995","Félix, L.P.","1992","09","17","Brasil","Ceará","Crato","Chapada do Araripe, Substrato terrestre.","-39.4094009399414","-7.23416996002197",NA,NA,"EAC0019072",NA,"Dicotyledon",NA,"s.n.","Southern America",NA,"Erva, flor amarela, frequente no interior da mata de encosta.",NA,NA,"30071","auto","06",NA,"10",NA,NA,NA,NA,NA
"67","2021-03-21 19:37:53-03","UFC","EAC","29944","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Pohl ex Progel","Magalhães, F.A.L.","2013","Souza, E.B.; et al.","2000","03","28","Brasil","Ceará","Crato","Sítio Guaribas - Ch. Araripe","-39.4094009399414","-7.23416996002197",NA,NA,"EAC0029944",NA,"Dicotyledon",NA,"s.n.","Southern America",NA,"Subarbusto ereto.; Floresta úmida de encosta",NA,NA,"30071","auto","07",NA,"12",NA,NA,NA,NA,NA
"68","2020-12-21 16:39:02-03","MBM","MBM","57986","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedyssarifolia","Oxalis hedyssarifolia","Raddi","Lourteig, A.",NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Minas Gerais","Grão Mogol","Grão Mogol, rodovia para Cristalina","-42.8897018432617","-16.5594005584717",NA,NA,"MBM057986","MBM057986",NA,NA,"41392","Southern America",NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:39:02-03","MBM","MBM","136089","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedyssarifolia","Oxalis hedyssarifolia","Raddi","Lourteig, A.",NA,"Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.",NA,NA,NA,"Brazil","Minas Gerais","Cristalina","Rio Santa Clara",NA,NA,NA,NA,"MBM136089","MBM136089",NA,NA,"54243","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:39:02-03","MBM","MBM","16401","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedyssarifolia","Oxalis hedyssarifolia","Raddi","Lourteig, A.",NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Mato Grosso","Rio Brilhante","Rod. BR-267, Entroncamento",NA,NA,NA,NA,"MBM016401","MBM016401",NA,NA,"25070","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:39:02-03","MBM","MBM","170642","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedyssarifolia","Oxalis hedyssarifolia","Raddi","Lourteig, A.",NA,"Krapovickas, A.; et al.; et al.",NA,NA,NA,"Brazil","Santa Catarina",NA,"Camino Santo Amara da Imperatriz, Fazenda Jomar",NA,NA,NA,NA,"MBM170642","MBM170642",NA,NA,"44823","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:39:02-03","MBM","MBM","33875","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedyssarifolia","Oxalis hedyssarifolia","Raddi","Lourteig, A.",NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Mato Grosso","Rio Verde","Serra da Pimenteira",NA,NA,NA,NA,"MBM033875","MBM033875",NA,NA,"33975","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:39:02-03","MBM","MBM","63473","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedyssarifolia","Oxalis hedyssarifolia","Raddi","Lourteig, A.",NA,"Hatschbach, G.; et al.; et al.",NA,NA,NA,"Brazil","Goiás","Flores de Goiás","Rio Paraím","-47.0503005981445","-14.4485998153687",NA,NA,"MBM063473","MBM063473",NA,NA,"42261","Southern America",NA,NA,NA,NA,"86423","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:39:02-03","MBM","MBM","172689","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedyssarifolia","Oxalis hedyssarifolia","Raddi","Lourteig, A.",NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Mato Grosso do Sul","Aquidauana","Piraputanga","-55.7872009277344","-20.4710998535156",NA,NA,"MBM172689","MBM172689",NA,NA,"29449B","Southern America",NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2015-09-05 10:23:46-03","MNHN","RECOLNAT_MNHN_P","P05578889","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"Glaziou, A.",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P05578889","P05578889_01",NA,NA,NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05578889' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"12519",NA,NA,NA
"76","2015-09-05 10:23:49-03","MNHN","RECOLNAT_MNHN_P","P05578945","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"Trinta, Z.A.|Fromm, E.","1964","12","8","Brasil","Rio de Janeiro",NA,"Entre Campos e Morro do Côco",NA,NA,NA,NA,"P05578945","P05578945_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05578945' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"1044",NA,NA,NA
"77","2015-09-05 10:23:56-03","MNHN","RECOLNAT_MNHN_P","P05578946","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"Weddell, H.A.","1843","1","1","Brasil",NA,NA,"Brésil; Environs de Rio de Janeiro",NA,NA,NA,NA,"P05578946","P05578946_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05578946' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"314",NA,NA,NA
"78","2015-09-05 09:58:41-03","MNHN","RECOLNAT_MNHN_P","P05578958","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"Segadas-Vianna","1965","7","27","Brésil",NA,NA,"Brasil. Rio de Janeiro, Cabo Frio. Praia do Pero. Promontorio Sul",NA,NA,NA,NA,"P05578958","P05578958_01 P05578958_02",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05578958' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"4327",NA,NA,NA
"79","2015-09-05 09:58:41-03","MNHN","RECOLNAT_MNHN_P","P05578959","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"Silva, N.T.","1978","8","8","Brasil","Pará",NA,"Rio Araguaia. Ilha dos Leprosos, entre Conceição e Redenção",NA,NA,NA,NA,"P05578959","P05578959_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05578959' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"4769",NA,NA,NA
"80","2015-09-05 09:58:41-03","MNHN","RECOLNAT_MNHN_P","P05578961","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"Sucre, D.","1967","1","17","Brasil","Rio de Janeiro",NA,"Morro ao lado do Canal de Cabo Frio.",NA,NA,NA,NA,"P05578961","P05578961_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05578961' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"1359",NA,NA,NA
"81","2015-09-05 09:58:41-03","MNHN","RECOLNAT_MNHN_P","P05578965","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"Prance, G.T.|Forero, E.|Ramos, J.F.|Wrigley, B.L.|Faria, L.G.","1968","8","3","Brasil","Rondônia",NA,"Bassin of Rio Madeira, rio Pacaas, 4 km above mouth",NA,NA,NA,NA,"P05578965","P05578965_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05578965' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"6756",NA,NA,NA
"82","2015-09-05 09:58:42-03","MNHN","RECOLNAT_MNHN_P","P05578967","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"Sampaio, A.","1926","5","1","Brasil","Rio de Janeiro",NA,"Campo Bello.",NA,NA,NA,NA,"P05578967","P05578967_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05578967' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"4653",NA,NA,NA
"83","2015-09-05 09:58:42-03","MNHN","RECOLNAT_MNHN_P","P05578969","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"Sampaio, A.","1939","10","1","Brasil","Rio de Janeiro",NA,"Campos, a beira do caminho",NA,NA,NA,NA,"P05578969","P05578969_01",NA,NA,NA,NA,"hb","Nome vulgar: Trevo <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05578969' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"8591",NA,NA,NA
"84","2015-09-05 09:58:42-03","MNHN","RECOLNAT_MNHN_P","P05578971","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"Klein|Occhioni|Bresolin","1968","11","19","Brasil","Santa Catarina",NA,"Pântano do Sul",NA,NA,NA,NA,"P05578971","P05578971_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05578971' target='other'> <mi>dwc_moreinfo</mi></a>","10",NA,NA,NA,NA,NA,NA,NA,"7899",NA,NA,NA
"85","2015-09-05 10:27:51-03","MNHN","RECOLNAT_MNHN_P","P00507099","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Lourteig",NA,"Gardner, G.","1838","9",NA,"Brésil",NA,NA,"Province de Ceara, Araripe",NA,NA,NA,NA,"P00507099","P00507099_01 P00507099_02",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00507099' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"1507",NA,NA,NA
"86","2015-09-05 10:27:51-03","MNHN","RECOLNAT_MNHN_P","P00507100","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Lourteig",NA,"Gardner, G.","1838","9",NA,"Brésil",NA,NA,"Province de Ceara, Araripe",NA,NA,NA,NA,"P00507100","P00507100_01 P00507100_02",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00507100' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"1507",NA,NA,NA
"87","2015-11-06 23:19:11-02","MNHN","RECOLNAT_MNHN_P","P00507101","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Lourteig",NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes. Pâturages près Contendas",NA,NA,NA,NA,"P00507101","P00507101_01 P00507101_02",NA,NA,NA,NA,"hb","dedit Aug. DE St. HILLAIRE <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00507101' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2015-09-04 12:36:31-03","MNHN","RECOLNAT_MNHN_P","P00507102","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Lourteig",NA,"Gardner, G.","1838","9",NA,"Brésil",NA,NA,"Province de Ceara, Araripe",NA,NA,NA,NA,"P00507102","P00507102_01 P00507102_02",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00507102' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"1507",NA,NA,NA
"89","2015-09-05 10:27:51-03","MNHN","RECOLNAT_MNHN_P","P00507103","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Lourteig",NA,"Gardner, G.","1838","9",NA,"Brésil",NA,NA,"Province de Ceara, Araripe",NA,NA,NA,NA,"P00507103","P00507103_01 P00507103_02",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00507103' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"1507",NA,NA,NA
"90","2015-11-07 06:09:16-02","MNHN","RECOLNAT_MNHN_P","P00507104","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Lourteig",NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes. Pâturages près Contendas",NA,NA,NA,NA,"P00507104","P00507104_01 P00507104_02",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00507104' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2015-09-05 10:23:46-03","MNHN","RECOLNAT_MNHN_P","P05578881","PreservedSpecimen",NA,"Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"Hagelund","1973","7","24","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P05578881","P05578881_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05578881' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"6735",NA,NA,NA
