"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","typeStatus","individualCount","previousCatalogNumber"
"127","2019-08-20 10:14:08-03","UNICAMP","UEC","103455","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","Mendonça Filho, CV","Dias, MC; et al.",NA,"1995","05","26",NA,"Brazil","Paraná","Fazenda Doralice",NA,NA,NA,"Árvore 7-8m de altura; samaros c. base verde e ala amarronzada; a 20m do Rio Tibagi.","UEC170540","UEC170540","Ibiporã","-51.0480995178223","-23.2691993713379","20625","auto",NA,NA,"2001","09","18",NA,NA,NA,NA,NA,NA,NA
"128","2021-03-01 16:30:50-03","UNICAMP","UEC","53508","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","Mantovani, W","Dias, MC; et al.","s.n.","1989","07","17",NA,"Brazil","Paraná","Fazenda Doralice, Margem do Rio Tabagi.",NA,NA,NA,"Árvore 9m, frutos com alo amarronzados com núcleo seminífero verde.","UEC170535","UEC170535","Ibiporã","-51.0480995178223","-23.2691993713379","20625","auto",NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-08-20 10:14:08-03","UNICAMP","UEC","92952","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","Sartori, A","Camargo, PFA; Christianini, SR","506","1997","11","25",NA,"Brazil","São Paulo","Fazenda Santa Rita, Borda da mata - topo.",NA,NA,NA,"Árvore 6m, caule descamante, folhas cartáceas. Botões florais verde musgo.","UEC170530","UEC170530","Agudos","-48.9799995422363","-22.4599990844727","52219","auto",NA,NA,"1997","12",NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-01 16:30:50-03","UNICAMP","UEC","154077","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","Santos, K; et al.","Santos, K","3605","2000","11","03",NA,"Brazil","São Paulo","Campinas/Itatiba, Mata Espírito Santo",NA,NA,NA,"árvore decídua; anemocórica. altura total:6m;altura do fuste: 4m;PAP: 31cm. Casca lisa;madeira pesada;nomepopular:caviuna","UEC170541","UEC170541","Campinas","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-01 16:30:50-03","UNICAMP","UEC","8619","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,"Leitão Filho, HF","6056","1977","10","17",NA,"Brazil","São Paulo","Instituto Agronômico",NA,NA,NA,"Árvore até 12m. Flores vinosas com áreas exteriores mais duras, rosa brancacentas; cálice ferruginoso.","UEC170527","UEC170527","Campinas","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-08-20 10:14:08-03","UNICAMP","UEC","85079","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,"Lorenzi, H","28788","1992","07","30",NA,"Brazil","São Paulo","Estrada Corumbataí a Rio Claro, próximo de Ferras.",NA,NA,NA,"Árvore 6-8m de altura (rebroto).","UEC170524","UEC170524","Corumbataí","-47.6199989318848","-22.2199993133545","14989","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-01 16:30:50-03","UNICAMP","UEC","186799","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","Colletta, GD","Colletta, GD; Ferreira, MAP; Kuntz, J","1302","2013","12","09",NA,"Brazil","São Paulo","Brasil, SP, Piracicaba, Campus da Esalq, próximo ao departamento de solos.",NA,NA,NA,"Árvore, 8m, frutos maduros amarronzados.","UEC117468","UEC117468","Piracicaba","-47.6399993896484","-22.7199993133545","44778","auto",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:30:50-03","UNICAMP","UEC","68726","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon gardneri","(Benth.) Rudd","Mendonça Filho, CV","Santos, FS","25708","1991","05","26",NA,"Brazil","São Paulo","Morro do Japuí",NA,NA,NA,"Árvore alta (ca. 8-10m de altura), flores arroxeadas, frutos na pré-maturação vermelho.",NA,NA,"São Vicente","-46.3899993896484","-23.9599990844727","25482","auto",NA,NA,"2002","05",NA,NA,NA,"gardneri",NA,NA,NA,NA
"135","2021-03-01 16:30:50-03","UNICAMP","UEC","131574","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","scleroxylum","Machaerium scleroxylum","Tul.","Dias, MC","Pavão, OC; et al.","s.n.","2000","05","19",NA,"Brazil","Paraná","Fazenda Ingá",NA,NA,NA,"Árvore 12 m; frutos imaturos verdes. Meio do pasto.","UEC170542","UEC170542","Alvorada do Sul","-51.2310981750488","-22.7803001403809","20708","auto",NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:30:50-03","UNICAMP","UEC","131575","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","scleroxylum","Machaerium scleroxylum","Tul.","Dias, MC","Pavão, OC; et al.","s.n.","1999","11","18",NA,"Brazil","Paraná","Fazenda Santa Cecília do Bom Jesus",NA,NA,NA,"Árvore 12 m; flores marrom esverdeado. Borda da mata.","UEC170534","UEC170534","Santo Antônio do Paraíso","-50.6455993652344","-23.4936008453369","24994","auto",NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:30:50-03","UNICAMP","UEC","130873","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","scleroxylum","Machaerium scleroxylum","Tul.","Dias, MC","Ferreira, JA; et al.","s.n.","2000","06","29",NA,"Brazil","Paraná",NA,NA,NA,NA,"Árvore 5m; frutos imaturos verdes e secos. Borda da mata.; Borda da mata.","UEC070900","UEC070900","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273","30511","auto",NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-08-20 10:14:08-03","UNICAMP","UEC","202829","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","scleroxylum","Machaerium scleroxylum","Tul.","Cielo-Filho, R","Cielo-Filho, R","171","2000","07","11",NA,"Brazil","São Paulo","Distrito de Sousas, Mata Ribeirão Cachoeira (Condomínio Colinas do Atibaia)",NA,NA,NA,"Árvore de aproximadamente 8 m de altura, casca lisa esfoliante, fruto maduro marrom. Borda da mata.","UEC170533","UEC170533","Campinas","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-08-20 10:14:08-03","UNICAMP","UEC","114940","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","scleroxylum","Machaerium scleroxylum","Tul.","Cielo-Filho, R","Cielo-Filho, R","149","2000","04","06",NA,"Brazil","São Paulo","Distrito de Sousas, Mata Ribeirão Cachoeira (Condomínio Colinas do Atibaia)",NA,NA,NA,"Árvore de aproximadamente 6 m de altura, casca esfoliante.","UEC170525","UEC170525","Campinas","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-10-14 10:01:40-03","FURB","FURB","49003","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","Kranz, WM","Kranz, W.M.; Cassiano, J.","794","2002","03","25",NA,"Brasil","Paraná","pastagem.",NA,NA,NA,NA,"FURB49003","FURB49003","Iretama","-52.1058006286621","-24.423900604248","27581","auto",NA,NA,"2002","03","25",NA,NA,NA,NA,NA,NA,NA
"141","2020-10-14 10:01:40-03","FURB","FURB","10062","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,"Gonçalves, O.M.; et al.",NA,"1998","05","18",NA,"Brasil","Paraná","Água Três Barras.",NA,NA,NA,NA,"FURB25236","FURB25236","Nova América da Colina","-50.7174987792969","-23.3306007385254","12486","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-16 17:52:11-03","UCS","HUCS","11981","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Machaerium","scleroxylum","Machaerium scleroxylum","Tul.","Rudd, V.E.","Hatschbach, G.","61460","1994","11","07",NA,"Brasil","Paraná","Cabeceira do Ribeirão do Tigre","800","800",NA,"árvore, 15m, flor creme com nervuras bordô.; Mata pluvial",NA,NA,"Dr Ulysses",NA,NA,NA,NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-16 17:52:11-03","UCS","HUCS","49471","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Machaerium","scleroxylum","Machaerium scleroxylum","Tul.","Caxambu, M.G.","Siqueira, E.L.","2281","2017","07","19",NA,"Brasil","Paraná","Estação Ecológica Municipal Juquiri","747","747",NA,"Doação HCF 23122&nf;Relevo ondulado &nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;; Árvore armada com espinhos. Frutos maduros verdes, com manchas marrons",NA,NA,"Mato Rico","-52.125861","-24.770167",NA,NA,"-52.125861","-24.770167","2017","08","01",NA,NA,NA,NA,NA,NA,NA
"144","2020-09-25 10:57:40-03","UFPE","UFP-CARPOTECA","123","S","Plantae",NA,NA,"Leguminosae-Pap.","Machaerium","pedicellatum","Machaerium pedicellatum","Vogel",NA,"Locotalli, E; Medeiros, P","s.n.","1999","04",NA,NA,"Brasil","Pernambuco","Brejo dos cavalos, Mata de altitude",NA,NA,NA,NA,NA,NA,"Canindé do São Francisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-04-27 16:09:57-03","UFES","VIES","6594","S","Plantae",NA,NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","Gomes, J.M.L.","Gomes, J.M.L.","1854","1993","05","22",NA,"Brasil","Espírito Santo","Panelas.",NA,NA,NA,NA,"VIES006594","VIES006594","Domingos Martins","-40.6591987609863","-20.3633003234863","48150","auto",NA,NA,"1993","05","22",NA,NA,NA,NA,NA,NA,NA
"146","2020-04-27 16:09:57-03","UFES","VIES","10422","S","Plantae",NA,NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","Lovato, M.C.","Francisco, E.M.; et al.","238","2004","01","15",NA,"Brasil","Paraná","Fazenda Doralice.",NA,NA,NA,NA,"VIES010422","VIES010422","Londrina","-51.05","-23.266667",NA,NA,"51º3'W","23º16'S","2004","01","01",NA,NA,NA,NA,NA,NA,NA
"147","2021-04-05 11:06:06-03","UNESP-IBB","BOTUW","2331","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Fab","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,"Ceccantini, G.C.T.","433","1994","08","21",NA,"Brasil","Minas Gerais","Mata dos carvões, Serra do Salitre","1050","1050",NA,NA,"BOTUW002331",NA,"Patrocínio","-46.993611","-18.944722",NA,NA,"46º 59' 37'' W","18º 56' 41'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-08-16 08:39:27-03","UTFPR","HCF","23122","S","Plantae",NA,NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","M.G. Caxambu","E.L. Siqueira","2281","2017","07","19",NA,"Brasil","PR","Estação Ecológica Municipal Juquiri","747","747",NA,"árvore armada com espinhos. Frutos maduros verdes, com manchas marrons.",NA,NA,"Mato Rico","-52.125861","-24.770167",NA,NA,"52°07'33,1 W","24°46'12,6 S","2017","08","01",NA,NA,NA,NA,NA,NA,NA
"149","2020-06-29 09:30:28-03","UFRRJ","RBR","46080","S","Plantae",NA,NA,"Fabaceae","Machaerium","pedicellatum","Machaerium pedicellatum","Vogel","F.L.R. Filardi","A.S.C. Junqueira","s/n","2013","09","26",NA,"Brasil","Rio de Janeiro",NA,"21","21",NA,NA,"RBR00046080",NA,"São Pedro da Aldeia","-42.187222","-22.724722",NA,NA,"42º11'14''W","22º43'29''S","2018","05","11",NA,NA,NA,NA,NA,NA,NA
"150","2013-04-01 09:18:15-03","IPT","BCTW","9334","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","pedicellatum","Machaerium pedicellatum","Vogel",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"151","2013-04-01 09:18:15-03","IPT","BCTW","2568","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","pedicellatum","Machaerium pedicellatum","Vogel",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Horto Florestal",NA,NA,NA,NA,NA,NA,"Rio de Janeiro","-43.2075","-22.9028","57442","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"152","2013-04-01 09:18:15-03","IPT","BCTW","6352","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","pedicellatum","Machaerium pedicellatum","Vogel",NA,"Kuhlmann, M.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Horto Florestal",NA,NA,NA,NA,NA,NA,"Rio de Janeiro","-43.2075","-22.9028","57442","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"153","2013-04-01 09:18:15-03","IPT","BCTW","9342","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","pedicellatum","Machaerium pedicellatum","Vogel",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"154","2013-04-01 09:18:15-03","IPT","BCTW","11813","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","pedicellatum","Machaerium pedicellatum","Vogel",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Estação de Rocha Leão",NA,NA,NA,NA,NA,NA,"Rio das Ostras","-41.945","-22.5269","17620","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"155","2013-04-01 09:18:15-03","IPT","BCTW","11547","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","pedicellatum","Machaerium pedicellatum","Vogel",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Jardim Botânico",NA,NA,NA,"SBG 1353",NA,NA,"Rio de Janeiro","-43.2075","-22.9028","57442","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"156","2013-04-01 09:18:15-03","IPT","BCTW","2768","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","pedicellatum","Machaerium pedicellatum","Vogel",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Coronel Pacheco","-43.2656","-21.5878","10350","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"157","2013-04-01 09:18:15-03","IPT","BCTW","1471","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","pedicellatum","Machaerium pedicellatum","Vogel",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"São Gonçalo","-43.0539","-22.8269","16990","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"158","2013-04-01 09:18:15-03","IPT","BCTW","2594","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","pedicellatum","Machaerium pedicellatum","Vogel",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"159","2013-04-01 09:18:15-03","IPT","BCTW","4599","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","pedicellatum","Machaerium pedicellatum","Vogel","IPT",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"160","2013-04-01 09:18:16-03","IPT","BCTW","9009","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"161","2013-04-01 09:18:15-03","IPT","BCTW","1463","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"162","2013-04-01 09:18:15-03","IPT","BCTW","1450","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"163","2013-04-01 09:18:16-03","IPT","BCTW","9859","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"164","2013-04-01 09:18:15-03","IPT","BCTW","1452","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"165","2013-04-01 09:18:16-03","IPT","BCTW","8396","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná",NA,NA,NA,NA,"campo de apodrecimento - 1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"166","2013-04-01 09:18:15-03","IPT","BCTW","1462","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"167","2013-04-01 09:18:15-03","IPT","BCTW","7656","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Castro","-50.0119","-24.7911","50779","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"168","2013-04-01 09:18:16-03","IPT","BCTW","4856","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","IPT",NA,NA,NA,NA,NA,NA,"Bolívia","Cochabamba","Estrada de Todos Santos, a 15 km",NA,NA,NA,NA,NA,NA,"Chapare",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"169","2013-04-01 09:18:15-03","IPT","BCTW","3776","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","IPT",NA,NA,NA,NA,NA,NA,"Bolívia",NA,NA,NA,NA,NA,"RE 916693-203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"170","2013-04-01 09:18:16-03","IPT","BCTW","8703","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná",NA,NA,NA,NA,"classificação original: Dalbergia villosa",NA,NA,"Monte Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"171","2013-04-01 09:18:16-03","IPT","BCTW","11887","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"172","2013-04-01 09:18:15-03","IPT","BCTW","5763","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"173","2013-04-01 09:18:16-03","IPT","BCTW","5813","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"174","2013-04-01 09:18:16-03","IPT","BCTW","8273","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Vale do Rio Doce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"175","2013-04-01 09:18:15-03","IPT","BCTW","5933","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","IPT",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"176","2013-04-01 09:18:16-03","IPT","BCTW","11785","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,"Brasília","-47.9297","-15.7797","70570","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"177","2013-04-01 09:18:16-03","IPT","BCTW","9341","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Andirá","-50.2289","-23.0506","15685","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"178","2013-04-01 09:18:15-03","IPT","BCTW","5536","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","IPT",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Piracicaba","-47.64","-22.72","44778","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"179","2013-04-01 09:18:16-03","IPT","BCTW","8998","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Estação Experimental de Ibiti",NA,NA,NA,NA,NA,NA,"Monte Alegre do Sul","-46.68","-22.68","11114","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"180","2013-04-01 09:18:16-03","IPT","BCTW","11787","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,"Brasília","-47.9297","-15.7797","70570","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"181","2013-04-01 09:18:15-03","IPT","BCTW","5425","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","IPT",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Estação Experimental de Ibití",NA,NA,NA,NA,NA,NA,"Monte Alegre do Sul","-46.68","-22.68","11114","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"182","2013-04-01 09:18:15-03","IPT","BCTW","3252","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Estação Experimental de Ibiti",NA,NA,NA,NA,NA,NA,"Monte Alegre do Sul","-46.68","-22.68","11114","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"183","2013-04-01 09:18:16-03","IPT","BCTW","9239","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Arapongas","-51.4244","-23.4194","18630","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"184","2013-04-01 09:18:15-03","IPT","BCTW","5803","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"185","2013-04-01 09:18:16-03","IPT","BCTW","14860","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Paracatu","-46.8747","-17.2222","72344","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
