"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"217","2017-01-23 10:53:01-02","MNHN","RECOLNAT_MNHN_P","P02753037","PreservedSpecimen",NA,NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Riedel, L.",NA,NA,"Brésil",NA,NA,"In camp. viccis Ytu",NA,NA,"hb","Reçu le 8 octobre 1892 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02753037' target='other'> <mi>dwc_moreinfo</mi></a>","P02753037","P02753037_01",NA,"1834","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2048",NA,NA
"218","2017-01-23 10:53:01-02","MNHN","RECOLNAT_MNHN_P","P02753040","PreservedSpecimen",NA,NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Warming, E.",NA,NA,"Brésil",NA,NA,"Lagoa Santa",NA,NA,"hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02753040' target='other'> <mi>dwc_moreinfo</mi></a>","P02753040","P02753040_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2017-01-23 10:53:01-02","MNHN","RECOLNAT_MNHN_P","P02753046","PreservedSpecimen",NA,NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Smith, L.B.|Silva, S.L.O.|Augusto, J.",NA,NA,"Brasil","Minas Gerais","Lagoa Santa","Minas Gerais, Mun. Lagoa Santa","-43.91667","-19.66667","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02753046' target='other'> <mi>dwc_moreinfo</mi></a>","P02753046","P02753046_01",NA,"1952","4","30",NA,"835",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6728",NA,NA
"220","2017-01-23 10:53:01-02","MNHN","RECOLNAT_MNHN_P","P02753047","PreservedSpecimen",NA,NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Sellow, F.",NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,"hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02753047' target='other'> <mi>dwc_moreinfo</mi></a>","P02753047","P02753047_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5480",NA,NA
"221","2017-01-23 10:53:01-02","MNHN","RECOLNAT_MNHN_P","P02753048","PreservedSpecimen",NA,NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Gardner, G.",NA,NA,"Brésil","Goiás",NA,"Goyaz",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02753048' target='other'> <mi>dwc_moreinfo</mi></a>","P02753048","P02753048_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3665",NA,NA
"222","2017-01-23 10:53:01-02","MNHN","RECOLNAT_MNHN_P","P02753049","PreservedSpecimen",NA,NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Claussen, P.",NA,NA,"Brésil","Minas Gerais",NA,"Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02753049' target='other'> <mi>dwc_moreinfo</mi></a>","P02753049","P02753049_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2017-01-23 10:53:01-02","MNHN","RECOLNAT_MNHN_P","P02753050","PreservedSpecimen",NA,NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Claussen, P.",NA,NA,"Brésil","Minas Gerais",NA,"Minas Geraës",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02753050' target='other'> <mi>dwc_moreinfo</mi></a>","P02753050","P02753050_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2017-01-23 10:53:01-02","MNHN","RECOLNAT_MNHN_P","P02753051","PreservedSpecimen",NA,NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Glaziou, A.",NA,NA,"Brésil",NA,NA,"(Goyaz) Serra dos Pyreneus",NA,NA,"hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02753051' target='other'> <mi>dwc_moreinfo</mi></a>","P02753051","P02753051_01",NA,"1894","9","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20926",NA,NA
"225","2017-01-23 10:53:01-02","MNHN","RECOLNAT_MNHN_P","P02753052","PreservedSpecimen",NA,NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Glaziou, A.",NA,NA,"Brésil",NA,NA,"Près Ipanema, dans les pastos",NA,NA,"hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02753052' target='other'> <mi>dwc_moreinfo</mi></a>","P02753052","P02753052_01",NA,"1881","4","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2015-09-04 02:09:51-03","MNHN","RECOLNAT_MNHN_P","P02753053","PreservedSpecimen",NA,NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"s.c.",NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,"hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02753053' target='other'> <mi>dwc_moreinfo</mi></a>","P02753053","P02753053_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2017-01-23 10:53:01-02","MNHN","RECOLNAT_MNHN_P","P02753039","PreservedSpecimen",NA,NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Mexia, Y.",NA,NA,"Brasil","Minas Gerais","Corinto","Fazenda do Diamante; pasture north of buildings.","-44.4564018249512","-18.3808002471924","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02753039' target='other'> <mi>dwc_moreinfo</mi></a>","P02753039","P02753039_01",NA,"1931","4","7",NA,NA,NA,"49021","auto",NA,NA,NA,NA,NA,NA,"5557",NA,NA
"228","2020-10-01 14:20:11-03","JBB","HEPH","33439","S","Plantae","Dicotyledon","Fabales","Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Chacon, RG; Rivaroli, GV; Tinti, BV","1726","Southern America","Brasil","Goiás","Pirenópolis","Mosteiro Zen Horyu-Zan Eisho-Ji, Caminho da nascente do Córrego Chapadão para 8ª cachoeira","-48.952222","-15.713333",NA,NA,NA,NA,"Simon, MF","2018","01","15","1066","1066",NA,NA,NA,"2018","08","-48.952222","-15.713333",NA,NA,NA,NA,NA
"229","2020-10-01 14:20:11-03","JBB","HEPH","33479","S","Plantae","Dicotyledon","Fabales","Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Chacon, RG; Rivaroli, GV; Braga, VC","1766","Southern America","Brasil","Goiás","Pirenópolis","Mosteiro Zen Horyu-Zan Eisho-Ji, Caminho para 7ª cachoeira","-48.960556","-15.708306",NA,NA,NA,NA,"Simon, MF","2018","01","16","979","979",NA,NA,NA,"2018","08","-48.960556","-15.708306",NA,NA,NA,NA,NA
"230","2020-10-01 14:20:11-03","JBB","HEPH","33590","S","Plantae","Dicotyledon","Fabales","Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Paiva, VF; Soares, ACA; Tinti, BV; Oliveira, EBL de","1023","Southern America","Brasil","Goiás","Pirenópolis","Mosteiro Zen Horyu-Zan Eisho-Ji, Subida para a pedreira","-48.951111","-15.714167",NA,NA,NA,NA,"Simon, MF","2018","03","05","1090","1090",NA,NA,NA,"2018","08","-48.951111","-15.714167",NA,NA,NA,NA,NA
"231","2020-10-01 14:20:11-03","JBB","HEPH","156","S","Plantae","Dicotyledon","Fabales","Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Heringer, EP","9242","Southern America","Brasil","Goiás","Anápolis","BR 060 sentido Anápolis","-48.9528007507324","-16.3267002105713",NA,NA,NA,NA,"Ceolin, GB","1963","03","26",NA,NA,NA,"31830","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-10-01 14:20:11-03","JBB","HEPH","6735","S","Plantae","Dicotyledon","Fabales","Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Salles, AEH","1413","Southern America","Brasil","Minas Gerais","Paracatu","80km de Paracatu - MG, Reserva da Campo","-46.874698638916","-17.2222003936768",NA,NA,NA,NA,"Ceolin, GB","1989","09","21",NA,NA,NA,"72344","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-12-11 11:36:01-03","UFMG","BHCB","66272","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Magalhães, GM","1788","Southern America","Brasil","Minas Gerais","Pirapora",NA,"-44.9418983459473","-17.3449993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25004","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-12-11 11:36:01-03","UFMG","BHCB","967","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Oliveira, JA de","s.n.","Southern America","Brasil","Minas Gerais","Belo Horizonte","Campus da UFMG. ICEX.","-43.937801361084","-19.9207992553711",NA,"terrestre;arbusto;Galactia glaucescens HBK=Coullea glaucescens benth",NA,NA,NA,"1978","10",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2009-08-05 16:35:00-03","MO","MOBOT","3197886","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Erich Werdermann","Werdermann 2414","South America","Bolivia","Beni",NA,"Trinidad-Missiones Guarayos.","-63.19","-15.89",NA,NA,NA,NA,"R. Fortunato","1926",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2008-05-27 22:02:00-03","MO","MOBOT","3201181","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"* SCHUECK","SCHUECK 148","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ronald Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2010-03-02 15:42:00-03","MO","MOBOT","100257332","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"T. Herzog","Herzog 1366","South America","Bolivia",NA,NA,"west of Rio Pirai at St. Cruz",NA,NA,NA,NA,NA,NA,"Foster's catalog notes file","1911","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"238","2011-09-07 14:48:00-03","MO","MOBOT","100408686","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"José Steinbach","Steinbach G. 2809","South America","Bolivia","Santa Cruz","Sara","Buenavista",NA,NA,NA,NA,NA,NA,"Foster Catalogue Note File",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"239","2012-07-04 18:59:00-03","MO","MOBOT","100443190","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"G.A. Parada|Y. Inturias|M. Betancur","Parada-Gutierrez 3852","South America","Bolivia","Santa Cruz","Vallegrande","Entre Las Vueltas y Corosito.","-63.9575","-18.8694445",NA,NA,NA,NA,"G. A. Parada (USZ) 2012","2011","11","28","1388.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11-75","1",NA
"240","2008-05-27 22:02:00-03","MO","MOBOT","104452","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Ramón A. Palacios","Palacios 1912","South America","Paraguay","Concepción",NA,"Estancia San Luis de la Sierra, 12 km al oeste del casco. Monte cerrado al costado de la represa.",NA,NA,NA,NA,NA,NA,"R.H. Fortunato (BAB)","1990","2","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","2",NA
"241","2008-05-27 22:02:00-03","MO","MOBOT","110514","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Luz Mila Quiñones","Quiñones 1456","South America","Colombia","Meta","Cumaral","Vereda Veracruz.","-73.216689","4.233472",NA,NA,NA,NA,"Ronald Liesner","1988","5","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","3",NA
"242","2013-01-28 05:13:00-02","MO","MOBOT","1155803","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"René Guillén V.|Lazo","Guillén Villarroel 4349","South America","Bolivia","Santa Cruz","Velasco","San José de Campamento, a 3 km. sobre el camino hacia San Roque. Pampa termitero anegada temporalmente, suelos arenosos.","-60.9913889","-15.1555556",NA,NA,NA,NA,"T. German Ramirez","1996","5","9","230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"243","2008-05-27 22:02:00-03","MO","MOBOT","1523807","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Michael H. Nee","Nee 35528","South America","Bolivia","Santa Cruz",NA,"Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-63.95","-18.10833",NA,NA,NA,NA,"R. Barneby",NA,NA,NA,"1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2008-05-27 22:02:00-03","MO","MOBOT","1534449","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Michael H. Nee","Nee 41469","South America","Bolivia","Santa Cruz",NA,"Probably Depto. Santa Cruz","-61","-13.6",NA,NA,NA,NA,"R. Barneby",NA,NA,NA,"190.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2016-04-29 08:58:00-03","MO","MOBOT","1921558","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Alfredo F. Fuentes|Narel Paniagua Zambrana|L. Cayola|Susan Whitehead|Ramiro Cuevas","Fuentes Claros 5600","South America","Bolivia","La Paz","Franz Tamayo","Área Natural de Manejo Integrado Madidi,entre Pata y Virgen del Rosario.","-68.6827778","-14.6152778",NA,NA,NA,NA,"A. Fuentes (LPB), 2009","2003","11","5","1220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-03","4",NA
"246","2020-08-24 06:29:00-03","MO","MOBOT","2158750","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"L. Cayola|A. Antezana|F. Miranda|C. Cuevas|D. Cuevas","Cayola Pérez 981","South America","Bolivia","La Paz","Franz Tamayo","Apolo. Sabanas con Melastomataceae spp.","-68.4194445","-14.7166667",NA,NA,NA,NA,"A. Fuentes (LPB), 2009","2004","9","5","976.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04-04","1",NA
"247","2019-04-25 10:03:00-03","MO","MOBOT","2765718","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Alfredo F. Fuentes|Evert Cuevas|Ramiro Cuevas|Tatiana B. Miranda|Juana Colque","Fuentes Claros 9187","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, entre Carjata y cementerio antiguo de Mojos. Plantas alcoholizadas.","-68.8686111","-14.5633333",NA,NA,NA,NA,"A. Fuentes (LPB), 2009","2005","7","1","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-87","2",NA
"248","2020-07-17 00:27:00-03","MO","MOBOT","2880959","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Alejandro Araujo M.|A. T. Fernández C.|S. Paredes|Evert Cuevas|C. Cuevas","Araujo Murakami 2631","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, rio Tuichi, arroyo Pintata. Bosque andino semideciduo chaparro con Tabebuia aurea, Astronium urundeuva, Anadenanthera colubrina, Trichilia elegans, Jacaranda cuspidifolia. Plantas secadas en campo.","-68.5797223","-14.4427777",NA,NA,NA,NA,"A. Fuentes (LPB)","2005","12","4","1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-20","4",NA
"249","2014-08-23 05:36:00-03","MO","MOBOT","3196888","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 23266","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Sandy outcrops. Cerrado slopes with outcrops, ca. 50km N.E. of Francisco Sá, road to Salinas.",NA,NA,NA,NA,NA,NA,"R. Barneby & J. Grimes","1969","2","13","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2010-10-07 15:19:00-03","MO","MOBOT","3197118","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Howard S. Irwin|R. Souza|J.W. Grear, Jr.|R. Reis dos Santos","Irwin 17545","South America","Brazil","Goiás",NA,"Drainage of the upper Rio Araguaia. Cerrado, ca 87 km. S.E. of Aragarças.",NA,NA,NA,NA,NA,NA,"R. Barneby & J. Grimes","1966","6","21","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2014-10-24 17:49:00-02","MO","MOBOT","3197314","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"M.G. Silva|A. Pinheiro","Silva 4146","South America","Brazil","Rondônia",NA,"Vilhena arredores do Aeroporto.",NA,NA,NA,NA,NA,NA,"R. Barneby","1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2010-10-07 15:19:00-03","MO","MOBOT","3197522","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Howard S. Irwin|R. Souza|J.W. Grear, Jr.|R. Reis dos Santos","Irwin 16704","South America","Brazil","Mato Grosso",NA,"Drainage of the upper Rio Araguaia. Cerrado, soil cascalho. ca. 2 km. N.E. of Xavantina.",NA,NA,NA,NA,NA,NA,"Barneby & Grimes","1966","6","7","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2008-05-27 22:02:00-03","MO","MOBOT","3197629","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Reinilda Duré","Duré Rodas 462","South America","Paraguay","Chaco",NA,"Chaco. Parque Nacional Defensores del Chaco. Cerro León. Zona pelada. Vegetación tipo cerrado, con predominancia de gramíneas y ejemplares aislados de Tabebuia caraiba.",NA,NA,NA,NA,NA,NA,"R. Fortunato","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2010-10-07 15:27:00-03","MO","MOBOT","3198151","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 16430","South America","Brazil","Mato Grosso",NA,"Serra do Roncador. Wet campo between gallery and cerrado, ca. 84 km. N. of Xavantina.",NA,NA,NA,NA,NA,NA,"R. Barneby & J. Grimes","1966","6","1","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2013-05-07 06:03:00-03","MO","MOBOT","3198358","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Ynés Mexia","Mexia 5557","South America","Brazil","Minas Gerais",NA,"Corinto. Fazenda do Diamante; pasture north of buildings grassy hillside.",NA,NA,NA,NA,NA,NA,"Malme","1931","4","7","590.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2015-08-13 05:50:00-03","MO","MOBOT","3198505","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Howard S. Irwin|R.M. Harley|Gary L. Smith","Irwin 31591","South America","Brazil","Bahia",NA,"Valley of the Rio das Ondas. Cerrado. Cerrado and gallery on clay, lower slopes of Espigão Mestre, ca. 4km N. of Barreiras, raod to Santa Rita da Cássia.",NA,NA,NA,NA,NA,NA,"A. Burkart","1971","3","5","550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2020-03-27 10:00:00-03","MO","MOBOT","3198610","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Otto Kuntze","Kuntze 541","South America","Bolivia",NA,NA,"On Velasco.",NA,NA,NA,NA,NA,NA,"H. Harms","892","7",NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"258","2010-10-07 15:27:00-03","MO","MOBOT","3198624","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 16598","South America","Brazil","Mato Grosso",NA,"Serra do Roncador. Cerrado, ca. 86 km. N. of Xavantina.",NA,NA,NA,NA,NA,NA,"R. Barneby & J. Grimes","1966","6","4","550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2011-09-15 14:49:00-03","MO","MOBOT","3198831","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"José Steinbach","Steinbach G. 6480","South America","Bolivia","Santa Cruz","Sara","Terreno: Campos - (Tamparmonte). Lugar: Buenavista.",NA,NA,NA,NA,NA,NA,"Foster Catalogue Note File","1924","9","27","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"260","2010-01-26 09:47:00-02","MO","MOBOT","3198985","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Miguel Bang","Bang 2084","South America","Bolivia",NA,NA,"Grows on dry, gravelly hillsides. Coripata.",NA,NA,NA,NA,NA,NA,NA,"1894","3","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"261","2010-10-07 15:19:00-03","MO","MOBOT","3199042","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Howard S. Irwin|R. Souza|J.W. Grear, Jr.|R. Reis dos Santos","Irwin 15264","South America","Brazil","Goiás",NA,"Serra do Morcêgo. Wooded valley, Côrrego Estrema, ca. 35 km. N.E. of Formosa.",NA,NA,NA,NA,NA,NA,"R. Barneby & J. Grimes","1966","4","22","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2016-11-15 05:15:00-02","MO","MOBOT","3199142","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Antonio C. Krapovickas|Aurelio Schinini","Krapovickas 36306","South America","Bolivia","Santa Cruz",NA,"Prov. Sandoval, río Curiche. San Matías.",NA,NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2013-08-23 04:12:00-03","MO","MOBOT","3199289","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Baltasar Trujillo","Trujillo 7239","South America","Venezuela","Portuguesa",NA,"Salida de Guanare hacia Barinas.",NA,NA,NA,NA,NA,NA,"G. Aymard","1965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2010-10-07 15:19:00-03","MO","MOBOT","3199324","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Howard S. Irwin|R. Souza|J.W. Grear, Jr.|R. Reis dos Santos","Irwin 15028","South America","Brazil","Goiás",NA,"Serra do Morcêgo. Slope forest, Côrrego Estrema, ca. 35 km. N.E. of Formosa.",NA,NA,NA,NA,NA,NA,"R. Barneby & J. Grimes","1966","4","19","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2009-07-31 17:16:00-03","MO","MOBOT","3199456","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 21341","South America","Brazil","Goiás",NA,"Gallery forest and adjacent cerrado, 10km S. of Guará.",NA,NA,NA,NA,NA,NA,"R. Barneby & J. Grimes","1968","3","18","550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2015-07-26 05:59:00-03","MO","MOBOT","3199532","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"F.J. Breteler","Breteler 4210","South America","Venezuela",NA,NA,"6 km from Barinas along road to Barinitas. Roadside.",NA,NA,NA,NA,NA,NA,"G.J.H. Amshoff","1964",NA,NA,"220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2010-10-07 15:19:00-03","MO","MOBOT","3199837","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Howard S. Irwin|R. Souza|J.W. Grear, Jr.|R. Reis dos Santos","Irwin 16753","South America","Brazil","Mato Grosso",NA,"Drainage of the upper Rio Araguaia. Rocky slopes, cascalho soil, Xavantina.",NA,NA,NA,NA,NA,NA,"R. Barneby & J. Grimes","1966","6","8","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
