"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","fieldNumber","class","individualCount","decimalLongitude","decimalLatitude"
"1","2021-03-15 16:37:00-03","NY","NYBG","415509","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Mollia","macrophylla","Mollia macrophylla","Killip & Cuatrec.","isotype","E. G. Holt","532","1930","12","10","South America","Brazil","Amazonas","Rio Maturacá, elow Salto de Huá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403468' target='other'> <mi>dwc_moreinfo</mi></a>","NY00415509","NY00415509_01",NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","02210752","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Mollia","macrophylla","Mollia macrophylla","Killip & Cuatrec.",NA,"N. T. da Silva","60985","1966","02","05","South America","Brazil","Amazonas","Along margin of Rio Cauaburi, between Cachoeira Manajos and Cachoeira Tomaz.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2342847' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210752","NY02210752_01",NA,NA,NA,NA,NA,NA
"3","2015-09-05 07:47:27-03","MNHN","RECOLNAT_MNHN_P","P00648216","PreservedSpecimen",NA,NA,NA,"Malvaceae","Mollia","macrophylla","Mollia macrophylla","Kkillip & Cuatrec.","isotype","Holt, E.G.|Blake, E.R.",NA,"1930","12","10",NA,"Brésil",NA,"State of Amazonas Rio Maturaca, below Salto de Hua","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648216' target='other'> <mi>dwc_moreinfo</mi></a>","P00648216","P00648216_01","Dorr","532",NA,NA,NA,NA
"4","2011-02-10 09:16:00-02","MO","MOBOT","3039764","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Mollia","macrophylla","Mollia macrophylla","Killip & Cuatrec.",NA,"Nilo T. Silva|Umbelino Brazão","Silva 60985","1966","2","5","South America","Brazil",NA,"Rio Negro, Rio Cauaburí, Rio Maturacá. Along margin of Rio Cauaburí, forest on terra firma, between Cachoeira Manajos and Cachoeira Tomaz.",NA,NA,NA,NA,"W. Meijer",NA,NA,NA,NA,NA
"5","2020-09-12 05:00:02-03","US","US","3097180","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Mollia","macrophylla","Mollia macrophylla","Killip & Cuatrec.",NA,"N. T. Silva & U. Brazão","60985","1966","2","5","South America - Neotropics","Brazil","Amazonas","Along margin of Rio Cauaburí, between Cachoeira Manajos and Cachoeira Tomaz",NA,NA,NA,NA,"Meijer, W.",NA,"Dicotyledonae","1",NA,NA
"6","2020-09-12 05:00:02-03","US","US","1804272","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Mollia","macrophylla","Mollia macrophylla","Killip & Cuatrec.","Isotype","E. Holt & E. R. Blake","532","1930","12","10","South America - Neotropics","Brazil","Amazonas","Rio Maturaca, below Salto de Hua.",NA,NA,"US00131230","US00131230_01",NA,NA,"Dicotyledonae","1",NA,NA
"7","2020-09-12 05:00:02-03","US","US","1517915","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Mollia","macrophylla","Mollia macrophylla","Killip & Cuatrec.","Holotype","E. Holt & E. R. Blake","532","1930","12","10","South America - Neotropics","Brazil","Amazonas","Rio Maturaca, below Salto de Hua.",NA,NA,"US00098644","US00098644_01",NA,NA,"Dicotyledonae","1",NA,NA
"8","2019-09-04 19:14:43-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Tiliaceae","Mollia","macrophylla","Mollia macrophylla",NA,"Type [status unknown]","E. G. Holt & E. R. Blake","532","1930","12","10","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"-52.8731","-10.8339"
"9","2019-09-04 19:14:57-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Tiliaceae","Mollia","macrophylla","Mollia macrophylla",NA,"Type [status unknown]","E. G. Holt & E. R. Blake","532","1930","12","10","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"-52.8731","-10.8339"
