"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","verbatimLongitude","verbatimLatitude","relationshipType","fieldNumber","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","626266","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","K. S. Edwards","P. K. H. Dusén","11984","1911","07","28","South America","Brazil","Paraná","Volta Grande.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485749' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626266","NY00626266_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","626269","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","K. S. Edwards","A. C. Brade","14908","1935","06","29","South America","Brazil","Rio de Janeiro",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485750' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626269","NY00626269_01","Angra dos Reis","-44.3181","-23.0069","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","626264","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","K. S. Edwards","P. K. H. Dusén","5019","1904","06","25","South America","Brazil","Rio de Janeiro","Tijuca.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485748' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626264","NY00626264_01",NA,"-43.274528","-22.95583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","626265","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","K. S. Edwards","G. G. Hatschbach","HH-18185","1967","12","27","South America","Brazil","Paraná","Sitio do Belizrio.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485751' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626265","NY00626265_01","Campina Grande do Sul","-49.0553","-25.3058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","626267","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","K. S. Edwards","G. G. Hatschbach","20199","1968","11","05","South America","Brazil","Paraná","Col. Floresta.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626267","NY00626267_01","Morretes","-48.8342","-25.4769","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","02674919","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","D. Piotto","D. Piotto","2324","2010","06","10","South America","Brazil","Bahia","Parque Est. Serra do Conduru","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3671239' target='other'> <mi>dwc_moreinfo</mi></a>","NY02674919","NY02674919_01","Uruçuca","-39.08","-14.42","120","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","626263","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","K. S. Edwards","L. B. Smith","7388","1956","11","08","South America","Brazil","Santa Catarina","Lower slopes of Morro Iquererim.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485747' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626263","NY00626263_01","Campo Alegre","-49.2656","-26.1925","1000","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","626268","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","K. S. Edwards","A. P. Duarte","9876","1961","09","06","South America","Brazil","Rio de Janeiro","Guanabara, Bom Retiro, Tijuca.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626268","NY00626268_01",NA,"-43.286923","-22.958882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","626262","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez",NA,"G. Martinelli","12256","1987","10","05","South America","Brazil","Rio de Janeiro","Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485754' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626262","NY00626262_01","Nova Friburgo","-42.05","-22","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2020-11-13 09:20:46-03","UFRJ","RFA","8769","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","H. Sleumer","G.G. Hatschbach","18185","1967","12","27",NA,"Brasil","Paraná","Sítio do Belizário",NA,"Árvore de 10m","RFA27726",NA,"Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2020-11-13 09:20:46-03","UFRJ","RFA","9704","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","H. Sleumer","G.G. Hatschbach","20199","1968","11","05",NA,"Brasil","Paraná","Col. Floresta",NA,"Árvore 20 m, tronco 35 cm diâmetro, flor creme, perfumada","RFA47977",NA,"Morretes","-48.834400177002","-25.476900100708","100","100","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-12-04 15:25:43-03","PUCPR","HUCP","3306","S","Plantae","Eudicotiledonea",NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","Silva, SM","Souza, WS","1296",NA,NA,NA,NA,"Brasil","Paraná","Ilha do Mel, Morro Bento Alves.",NA,NA,"HUCP00017865","HUCP00017865","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"24916","auto","1988","05","27",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:23:13-03","UFBA","ALCB","00486","PreservedSpecimen","Plantae","Dicotyledon",NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez ex Taub.","Silva, MS","Costa, AL","136","1951","07",NA,"Southern America","Brasil","Tocantins","Margens do Rio Manoel Alves",NA,"Flores alvas amareladas.","ALCB021221","ALCB021221","Dianópolis","-46.8205986022949","-11.627799987793",NA,NA,"77760","auto","2015","03","04",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:21:26-03","NBC","NL-BOTANY","L 0039653","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez",NA,"Glaziou AFM",NA,NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Brasil: Rio de Janeiro: Tijuca",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200039653 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0039653","NL-L0039653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","isotype","960218754",NA,NA,NA,NA,NA
"15","2020-02-08 10:21:26-03","NBC","NL-BOTANY","L.1650899","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez",NA,"Hatschbach GG",NA,"1972","12","06","Southern America","Brazil",NA,"Rio Vermelho (mun. Guaraqueçaba) Paraná.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1650899 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1650899","NL-L1650899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:21:26-03","NBC","NL-BOTANY","L.1650900","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez",NA,"Duarte AP",NA,"1961","09","06","Southern America","Brazil",NA,"Guanabara, Bom Retiro, Tijuca.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1650900 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1650900","NL-L1650900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:21:26-03","NBC","NL-BOTANY","L.1650901","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez",NA,"Hatschbach GG",NA,"1969","09","03","Southern America","Brazil",NA,"Col. Floresta (Mun. Morretes) Paraná.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1650901 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1650901","NL-L1650901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:21:26-03","NBC","NL-BOTANY","L.1650902","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez",NA,"Hatschbach GG",NA,"1962","12","13","Southern America","Brazil",NA,"Parana, Guaratuba, Pedra Branca de Araraquara.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1650902 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1650902","NL-L1650902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:21:26-03","NBC","NL-BOTANY","L.1650903","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez",NA,"Hatschbach GG",NA,"1968","11","05","Southern America","Brazil",NA,"Paraná, Morrates, Col. Floresta.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1650903 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1650903","NL-L1650903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:21:26-03","NBC","NL-BOTANY","L.1650904","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez",NA,"Hatschbach GG",NA,"1967","12","27","Southern America","Brazil",NA,"Paraná, Campina Grande Sul, Sitio do Belizario.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1650904 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1650904","NL-L1650904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:21:26-03","NBC","NL-BOTANY","L.1650905","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez",NA,"Duarte AP",NA,"1959","06","23","Southern America","Brazil",NA,"Rio de Janeiro, Guanabara, Bom Retiro.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1650905 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1650905","NL-L1650905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:21:26-03","NBC","NL-BOTANY","L.1650906","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez",NA,"Klein RM",NA,"1959","11","20","Southern America","Brazil",NA,"Plantas de Santa Catarina. Morro Spitzkopf, Blumenau, Mata.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1650906 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1650906","NL-L1650906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:21:26-03","NBC","NL-BOTANY","L.1650907","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez",NA,"Reitz R; Klein RM",NA,"1959","10","23","Southern America","Brazil",NA,"Plantas de Santa Catarina. Morro Spitzkopf, Blumenau, Mata.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1650907 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1650907","NL-L1650907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:21:26-03","NBC","NL-BOTANY","L.1650908","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez",NA,"Hatschbach GG",NA,"1948","11","21","Southern America","Brazil",NA,"Estado do Paraná: Município Piraquara.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1650908 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1650908","NL-L1650908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:21:26-03","NBC","NL-BOTANY","L.1650909","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez",NA,"Glaziou AFM",NA,"1878","01","28","Southern America","Brazil",NA,"Rio de Janeiro: Tijuca, loc. class.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1650909 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1650909","NL-L1650909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:21:26-03","NBC","NL-BOTANY","L.1650910","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez",NA,"Reitz R; Klein RM",NA,"1957","11","07","Southern America","Brazil",NA,"Plantas de Santa Catarina. Três Barras, Garuva, S. Francisco do Sul. Mata.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1650910 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1650910","NL-L1650910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:21:26-03","NBC","NL-BOTANY","L.4188023","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez",NA,"Martinelli G; et al.",NA,"1987","10","05","Southern America","Brazil",NA,"Flora de Macaé de Cima-Area 1, Rio de Janairo, Mun. Nova Friburgo, Reserva Ecologica Muncipal de macaé de Cima, Nascente do Rio das Flores.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4188023 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4188023","NL-L4188023",NA,"-42.05","-22",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"-42.05","-22.0",NA,NA,NA
"28","2020-02-08 10:21:26-03","NBC","NL-BOTANY","L.4188024","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez",NA,"Martinelli G; et al.",NA,"1987","10","05","Southern America","Brazil",NA,"Flora de Macaé de Cima-Area 1, Rio de Janairo, Mun. Nova Friburgo, Reserva Ecologica Muncipal de macaé de Cima, Nascente do Rio das Flores.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4188024 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4188024","NL-L4188024",NA,"-42.05","-22",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"-42.05","-22.0",NA,NA,NA
"29","2020-02-08 10:21:26-03","NBC","NL-BOTANY","L.4188025","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez",NA,"Martinelli G; et al.",NA,"1987","10","05","Southern America","Brazil",NA,"Flora de Macaé de Cima-Area 1, Rio de Janairo, Mun. Nova Friburgo, Reserva Ecologica Muncipal de macaé de Cima, Nascente do Rio das Flores.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4188025 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4188025","NL-L4188025",NA,"-42.05","-22",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"-42.05","-22.0",NA,NA,NA
"30","2016-02-02 14:39:06-02","BGBM","B","B 10 0250329","S","Plantae",NA,NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez",NA,"A. F. M. Glaziou","4944","1871","10","07","Middle and South America","Brazil",NA,"Tijuca prope Rio de Janeiro.",NA,"<a href=http://herbarium.bgbm.org/object/B100250329 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250329","B100250329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA,NA,NA,NA,NA
"31","2019-12-19 08:15:29-03","FPS","FPS","1284","MachineObservation","Plantae",NA,NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez ex Taub.","Larocca, P.","Schwirkowski, P. & Bianconcini, J.","40B","2013","12","24",NA,"Brasil","Santa Catarina","Estrada Rio Vermelho - Campo Alegre",NA,"<ll>dwc_commonname:</ll> Carvalho-do-Brasil","FPS01284,MBM391822","FPS01284_v01 FPS01284_v02 FPS01284_v03 FPS01284_v04 FPS01284_v05 MBM391822","São Bento do Sul","-49.306574","-26.260239",NA,NA,NA,NA,"2014","08","20",NA,NA,"MBM 391822","-49.306574","-26.260239","voucher",NA,NA
"32","2019-08-27 13:32:00-03","IAP","PACA-AGP","50890.1","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","H. Sleumer","Hatschbach, G.","1078","1948","11","21",NA,"Brasil","PR","Florestal",NA,"Altura 18 m, em mata de araucária. Botões e flores exterior amarelo-alaranjado, interior branco. Habitat: In araucarieto Fenofase: flor Hábito: árvore","PACA050890-1",NA,"Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto","1950",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"33","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0064933","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","G. Hatschbach","J. M. Silva; G. Hatschbach","749","1989","12","12",NA,"Brazil","Parana","Estrada da Graciosa, proximo a Grota Funda (Mun. Morretes).",NA,"Arvore 6 m, flores alvescentes.",NA,NA,NA,"-48.826652","-25.417767","400","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:23:42-03","UNICAMP","UEC","151270","S","Plantae","Magnoliopsida",NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","Torres, RB","Torres, RB; Figueiredo, N; Oliveira, AR","1","1986","09","09",NA,"Brazil","São Paulo","Estação Ecológica de Angatuba. Mata Secundária.",NA,"Árvore, 6 m. Flores cremes e perfumadas. Ovário piloso, bordô. Frutos jovens verdes. Fr lisos, com manchas brancas no sentido horizontal","UEC171414","UEC171414","Angatuba","-48.584917","-23.710806",NA,NA,NA,NA,"1988",NA,NA,NA,NA,NA,"-48.584917","-23.710806",NA,NA,NA
"35","2021-03-01 16:38:38-03","UNICAMP","UEC","166682","S","Plantae","Magnoliopsida",NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","Padgurschi, MCG","Padgurschi, MCG; Tamashiro, JY; Belinello, R","71","2008",NA,NA,NA,"Brazil","São Paulo","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.",NA,"K0077 Árvore, ca. 10 m, sem flores ou frutos. Abundância: 1 ind.ha-1.","UEC039964","UEC039964","São Luiz do Paraitinga","-45.068333","-23.325","1072","1093",NA,NA,"2009",NA,NA,NA,NA,NA,"-45.068333","-23.325",NA,NA,NA
"36","2021-03-16 17:54:43-03","UCS","HUCS","12283","PreservedSpecimen","Plantae","Angiospermae","Proteales","Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","Hatschbach, G.","Ribas, O.S.","958","1996","01","10",NA,"Brasil","Paraná","Serra Marumbi, Pico Rochedinho",NA,"árvore 5m, flores com pétalas marrom. ovário creme - Herbário MBM; cume do pico",NA,NA,"Morretes","-48.834400177002","-25.476900100708","625","625","30514","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:42:07-03","MBM","MBM","7302","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","Sleumer, H.","Hatschbach, G.","18185","1967","12","27","Southern America","Brazil","Paraná","Sítio do Belizário",NA,NA,"MBM007302","MBM007302","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:42:07-03","MBM","MBM","122264","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","Rodriguez, F.J.C.","Roderjan, C.V.","328",NA,NA,NA,"Southern America","Brazil","Paraná","Cabeceiras do Rio Pederneiras",NA,NA,"MBM122264","MBM122264","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:42:07-03","MBM","MBM","31787","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","Sleumer, H.","Hatschbach, G.","30926","1972","12","06","Southern America","Brazil","Paraná","Rio Vermelho",NA,NA,"MBM031787","MBM031787","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:42:07-03","MBM","MBM","29155","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","Sleumer, H.","Hatschbach, G.","9680","1962","12","13","Southern America","Brazil","Paraná","Pedra Branca de Araraquara",NA,NA,"MBM029155","MBM029155","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:42:07-03","MBM","MBM","14485","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","Sleumer, H.","Hatschbach, G.","22131","1969","09","03","Southern America","Brazil","Paraná","Colônia Floresta",NA,NA,"MBM014485","MBM014485","Morretes","-48.834400177002","-25.476900100708",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:42:07-03","MBM","MBM","134067","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","Hatschbach, G.","Silva, J.M.; Hatschbach, G.; Hatschbach, G.","749","1989","12","12","Southern America","Brazil","Paraná","Estrada da Graciosa, próximo a Grota Funda",NA,NA,"MBM134067","MBM134067","Morretes","-48.834400177002","-25.476900100708",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:42:07-03","MBM","MBM","191686","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","Hatschbach, G.","Ribas, O.S.; Silva, J.M.; Barboza, E.; Silva, J.M.; Barboza, E.","958",NA,NA,NA,"Southern America","Brazil","Paraná","Serra Marumbi, Pico Rochedinho",NA,NA,"MBM191686","MBM191686","Morretes","-48.834400177002","-25.476900100708",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:42:07-03","MBM","MBM","245698","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","Silva, S.M.","Silva, S.M.; et al.; et al.","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","Ilha do Mel",NA,NA,"MBM245698",NA,"Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:42:07-03","MBM","MBM","78188","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","Hatschbach, G.","Oliveira, P.I.","670","1982","08","25","Southern America","Brazil","Paraná","Rio Taquari",NA,NA,"MBM078188","MBM078188","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:42:07-03","MBM","MBM","145028","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","Cortéz, F.","Poliquesi, C.B.; Cordeiro, J.; Cordeiro, J.","35",NA,NA,NA,"Southern America","Brazil","Paraná","Ambrósios",NA,NA,"MBM145028","MBM145028","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:42:07-03","MBM","MBM","182958","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","Cotlez, F.","Reitz, R.; Klein, R.M.; Klein, R.M.","5631",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Três Barras",NA,NA,"MBM182958","MBM182958","Garuva","-48.8549995422363","-26.0266990661621",NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:42:07-03","MBM","MBM","41984","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","Hatschbach, G.","Hatschbach, G.","34309","1974","04","03","Southern America","Brazil","Paraná","Rio do Pinhal",NA,NA,"MBM041984","MBM041984","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:42:07-03","MBM","MBM","10291","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","consimilis","Roupala consimilis","Mez","Sleumer, H.","Hatschbach, G.","20199","1968","11","05","Southern America","Brazil","Paraná","Colônia Floresta",NA,NA,"MBM010291","MBM010291","Morretes","-48.834400177002","-25.476900100708",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
