"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","recordNumber","imagecode","locality","infraspecificEpithet","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","fieldNumber","individualCount","sex"
"149","2020-11-12 16:59:12-03","UEL","FUEL","39560","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Estevan, DA; et al.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Ericales","(Pierre) T.D.Penn.",NA,"1053",NA,"Campo de Fora",NA,"Estevan, DA","Paraná","Ventania","-50.2428016662598","-24.2458000183105",NA,NA,"2006","32424","auto",NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-11-01 15:10:43-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","soboliferum","Chrysophyllum soboliferum","Mendes, ICA","1995","10","08","Southern America","Brasil",NA,NA,"Flores roxas muito pequenas logo abaixo da inserção de um tufo de folhas; Cerrado",NA,"Dicotyledoneae",NA,"Rizzini",NA,"158",NA,"Chácara LAgo Oeste em frente a Reserva do IBMA",NA,"Proença, CEB","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"1995","70570","auto",NA,NA,NA,"10","10",NA,NA,NA
"151","2019-11-01 15:10:43-03","UnB","UB","113896","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","soboliferum","Chrysophyllum soboliferum","Nascimento, EA; Catharina, B","1986","02","20","Southern America","Brasil",NA,NA,"Folhas saindo do xilopódio, fruto.; Cerrado perturbado.",NA,"Dicotyledoneae",NA,"Rizzini",NA,"57",NA,"SQN 208",NA,"Proença, CEB","Distrito Federal","Brasília","-45.883333","-15.75",NA,NA,NA,NA,NA,"-45.883333","-15.75",NA,NA,NA,NA,NA,NA
"152","2019-11-01 15:10:43-03","UnB","UB","113891","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","soboliferum","Chrysophyllum soboliferum","Taxonomy Class of Universidade de Brasília","1977","11","16","Southern America","Brasil",NA,NA,"Acaulescent shrub; Cerrado.",NA,"Dicotyledoneae",NA,"Rizzini",NA,"570",NA,"South side of Campus of Universidade de Brasília",NA,"Eiten, G","Distrito Federal","Brasília","-47.85","-15.75",NA,NA,NA,NA,NA,"-47.85","-15.75",NA,NA,NA,NA,NA,NA
"153","2019-11-01 15:10:43-03","UnB","UB","153956","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","soboliferum","Chrysophyllum soboliferum","Kirkbride Junior, JH","1981","02","19","Southern America","Brasil",NA,NA,"Erva sem caule, folhas e frutos no chão; frutos laranjas; Campo cerrado aberto e pertubado",NA,"Dicotyledoneae",NA,"Rizzini",NA,"3883",NA,"Na região de Barra Alta, leste de córrego São Gonçalo",NA,"Proença, CEB","Distrito Federal","Brasília","-47.516667","-15.8",NA,NA,"1992",NA,NA,"-47.516667","-15.8",NA,NA,NA,NA,NA,NA
"154","2019-11-01 15:10:43-03","UnB","UB","153978","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","soboliferum","Chrysophyllum soboliferum","Kirkbride Junior, JH","1981","02","19","Southern America","Brasil",NA,NA,"Erva sem caule, folhas e frutos no chão; frutos laranjas; Campo cerrado aberto e pertubado",NA,"Dicotyledoneae",NA,"Rizzini",NA,"3883",NA,"Na região de Barra Alta, leste de Córrego São Gonçalo",NA,NA,"Distrito Federal","Brasília","-47.516667","-15.8",NA,NA,NA,NA,NA,"-47.516667","-15.8",NA,NA,NA,NA,NA,NA
"155","2019-11-01 15:10:43-03","UnB","UB","4110","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","soboliferum","Chrysophyllum soboliferum","Ramos, PCM","1990","12","14","Southern America","Brasil",NA,NA,"Folhas coriáceas discolores com látex; frutos comestíveis doces agrupados em torno do caule subterrâneo, fixos por haste.; Erva acaule 0,2m; Faixa de aceiro do fogo.",NA,"Dicotyledoneae",NA,"Rizzini",NA,"437",NA,"Parque Nacional de Brasília, portão para Matoso",NA,"Proença, CEB","Distrito Federal","Brasília","-47.933333","-15.883333",NA,NA,NA,NA,NA,"-47.933333","-15.883333",NA,NA,NA,NA,NA,NA
"156","2019-11-01 15:10:43-03","UnB","UB","89578","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","soboliferum","Chrysophyllum soboliferum","Heringer, EP","1979","10","11","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"Rizzini",NA,"2482",NA,"Teresina de Goiás, Estrada Alto Paraíso",NA,"Incógnito","Goiás","Teresina de Goiás","-47.2647","-13.7764",NA,NA,NA,NA,NA,"-47.2647","-13.7764",NA,NA,NA,NA,NA,NA
"157","2019-11-01 15:10:43-03","UnB","UB","89580","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","soboliferum","Chrysophyllum soboliferum","Ratter, JA","1993","11","12","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"Rizzini",NA,"7139",NA,"Caiapônia, Fazenda Maracanã",NA,"Incógnito","Goiás","Caiapônia","-51.816667","-16.95",NA,NA,NA,NA,NA,"-51.816667","-16.95",NA,NA,NA,NA,NA,NA
"158","2019-11-01 15:10:43-03","UnB","UB","2775","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","soboliferum","Chrysophyllum soboliferum","Silva, AP","1993","09","24","Southern America","Brasil",NA,NA,"Ramos saindo do sobole. Cálice, botões, estames e estilete verdes; anteras creme. Odor de bacupari. Visitada por moscas.; 0,6m. Flor vinácea; Campo cerrado. Solo: Latossolo vermelho.",NA,"Dicotyledoneae",NA,"Rizzini",NA,"35",NA,"Parque Nacional das Emas, próximo Fazenda Quero-Quero",NA,"Silva, AP","Goiás","Mineiros","-52.75","-18.316667","900","900",NA,NA,NA,"-52.75","-18.316667",NA,NA,NA,NA,NA,NA
"159","2019-11-01 15:10:43-03","UnB","UB","114184","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","soboliferum","Chrysophyllum soboliferum","Gentry, AH","1978","01","25","Southern America","Brasil",NA,NA,"Suffrutescent with stem completely bellow ground, fruits yellow, edible.; Open cerrado.",NA,"Dicotyledoneae",NA,"Rizzini",NA,"21454",NA,"Chapada da Contagem near Brasília",NA,"Eiten, G","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","1100","1100",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-11-01 15:10:43-03","UnB","UB","114177","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","soboliferum","Chrysophyllum soboliferum","Heringer, EP","1976","09","21","Southern America","Brasil",NA,NA,"Planta com ramos enterrados, flores nas axilas das folhas ao nível do solo.; Cerrado seco. Solo: Solo vermelho.",NA,"Dicotyledoneae",NA,"Rizzini",NA,"16566",NA,"Futura sede do IBDF",NA,NA,"Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-11-01 15:10:52-03","UnB","UB","109087","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Irwin, HS; Grear Junior, JW; Souza, R; Santos, RR","1966","04","13","Southern America","Brasil",NA,NA,"Corolla yellow-green.; Shrub 1m; .",NA,"Dicotyledoneae",NA,"(Pierre) T.D. Penn.",NA,"14714",NA,"Campinas, ca. 10km S of Rio Piau, ca. 150km SW of Barreiras",NA,"Martins, DS","Bahia",NA,NA,NA,"850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2019-11-01 15:10:52-03","UnB","UB","111816","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Carvalho, PS; Proença, CEB","2008","11","13","Southern America","Brasil",NA,NA,"Caule subterrâneo. Estéril. Látex abundante.&nf;Material testemunha do trabalho de Carvalho, S.F. et al., florística da Matinha do CO; Erva; Cerrado sensu stricto levemente perturbado.",NA,"Dicotyledoneae",NA,"(Pierre) T.D. Penn.",NA,"506",NA,"Reserva do Centro Olímpico",NA,"Proença, CEB","Distrito Federal","Brasília","-47.866667","-15.883333",NA,NA,NA,NA,NA,"-47.866667","-15.883333",NA,NA,NA,NA,NA,NA
"163","2019-11-01 15:10:52-03","UnB","UB","166949","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Irwin, HS; et al.","1970","01","29","Southern America","Brasil",NA,NA,"Sessile subshrub. Fruit gerrugineous-green. Common in cerrado, but mostly sterile.; Cerrado and gallery margin.",NA,"Dicotyledoneae",NA,"(Pierre) T.D. Penn.",NA,"25675",NA,"Morro das Pedras. Ca.30km NE of Patrocínio.",NA,"Pennigton, TD","Minas Gerais",NA,NA,NA,"1000","1000","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-11-01 15:10:52-03","UnB","UB","179539","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Bringel, JBA","2012","02","02","Southern America","Brasil",NA,NA,"Planta com rizomas e desprovida de caule aéreo. Folhas formando rosetas. Frutos amarelos a alaranjados com 1-2 semente, polpa alaranjada, adocicada.; Cerrado ralo. Relevo plano em latossolo.",NA,"Dicotyledoneae",NA,"(Pierre) T.D. Penn.",NA,"922",NA,"Rodovia DF-250, ca. 17 km do trevo com a DF-020",NA,"Bringel, JBA","Distrito Federal",NA,"-47.540278","-15.699167","1159","1159","2012",NA,NA,"-47.540278","-15.699167",NA,"02",NA,NA,NA,NA
"165","2019-11-01 15:10:52-03","UnB","UB","89678","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Ratter, JA","1996","09","26","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"(Pierre) T.D. Penn.",NA,"7545",NA,"5 Km W do rio Caracol entre a Fazenda Margarida e Porto Murtinho",NA,"Incógnito","Mato Grosso do Sul",NA,"-56.8","-21.683333",NA,NA,NA,NA,NA,"-56.8","-21.683333",NA,NA,NA,NA,NA,NA
"166","2019-11-01 15:10:52-03","UnB","UB","89679","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Ratter, JA","1966","11","10","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"(Pierre) T.D. Penn.",NA,"7663",NA,"65Km de Maracajú para Sidrolândia",NA,"Incógnito","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-11-01 15:10:52-03","UnB","UB","89680","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Irwin, HS","1970","01","24","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"(Pierre) T.D. Penn.",NA,"25258",NA,NA,NA,"Pennigton, TD",NA,NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-11-01 15:10:52-03","UnB","UB","114173","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Gribel, BB","1980","09","30","Southern America","Brasil",NA,NA,"Latescente.; Arbusto acaule. Flor vinho-escuro; Cerrado perturbado.",NA,"Dicotyledoneae",NA,"(Pierre) T.D. Penn.",NA,"2",NA,"Campus da Universidade de Brasília",NA,"Pennington, TD","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-11-01 15:10:52-03","UnB","UB","114158","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Taxonomy Class of Universidade de Brasília","1972","01","22","Southern America","Brasil",NA,NA,"Remnant cerrado.",NA,"Dicotyledoneae",NA,"(Pierre) T.D. Penn.",NA,"734",NA,"Campus of the Univerdidade de Brasília",NA,"Alves-Araújo, A","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"2018","70570","auto",NA,NA,NA,"12","20",NA,NA,NA
"170","2019-11-01 15:10:52-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Ratter, JA; et al.","1972","10","02","Southern America","Brasil",NA,NA,"Subshrub; In campo sujo",NA,"Dicotyledoneae",NA,"(Pierre) T.D. Penn.",NA,"2531",NA,"Parque Nacional de Brasília",NA,"Pennington, TD","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"1986","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-11-01 15:10:52-03","UnB","UB","114172","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Barros, MAG","1981","09","01","Southern America","Brasil",NA,NA,"Herbácea 0,3m; Cerrado. Solo: Latossolo vermelho-amarelo.",NA,"Dicotyledoneae",NA,"(Pierre) T.D. Penn.",NA,"155",NA,"Setor de Mansões Parque Way",NA,"Proença, CEB","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-05-06 12:02:29-03","UFU","HUFU","76183","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Bisewski, G.C.A.; Machado, R.G.P. & Westphal, T.","2017","10","03",NA,"Brasil",NA,NA,"Indivíduo parcialmente subterrâneo. Flores com pétalas vermelhas e estames brancos.","HUFU00074084",NA,NA,"(Pierre) T.D.Penn.",NA,"13","HUFU00074084","Parque Estadual do Cerrado, Borda da trilha.",NA,"Machado, R.G.P.","Paraná","Jaguariaíva","-50.118056","-24.288889",NA,NA,"2017",NA,NA,"-50.118056","-24.288889",NA,"11",NA,NA,NA,NA
"173","2019-05-06 12:02:29-03","UFU","HUFU","7190","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Nakajima, J.N.; Romero, R.","1994","12","11",NA,"Brasil",NA,NA,"Arbusto, prostrada, caule subterrâneo. Folhas aéreas, frutos marrons com latéx.; Cerrado.","HUFU00035361",NA,NA,"(Pierre) T.D.Penn.",NA,"788","HUFU00035361","Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento. Próximo a guarita de Sacramento.",NA,"Pennington, T.D.","Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"1995","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-05-06 12:02:29-03","UFU","HUFU","1170","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Schiavini, I.; Araújo, G.M. & Barbosa, A.A.A.","1987","10","02",NA,"Brasil",NA,NA,"Herbáceo, com látex, flores com cheiro agradável.; Borda de cerrado cortado.","HUFU00023330",NA,NA,"(Pierre) T.D.Penn.",NA,"142","HUFU00023330","Estação Ecológica do Panga",NA,"Oliveira, R.S.","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"2010","58223","auto",NA,NA,NA,"02","05",NA,NA,NA
"175","2019-05-06 12:02:29-03","UFU","HUFU","1722","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Araújo, G.M.; Barbosa, A.A.A.","1988","10","07",NA,"Brasil",NA,NA,"Subarbusto com flores de pétalas vináceas.; Cerrado.","HUFU00023331",NA,NA,"(Pierre) T.D.Penn.",NA,"s.n.","HUFU00023331","Estação Ecológica do Panga",NA,"Pennington, T.D.","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"1997","58223","auto",NA,NA,NA,"05",NA,NA,NA,NA
"176","2019-05-06 12:02:29-03","UFU","HUFU","41243","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Oliveira, A.P.A.","2004","01","09",NA,"Brasil",NA,NA,"Cerrado sentido restrito.","HUFU00023326",NA,NA,"(Pierre) T.D.Penn.",NA,"24","HUFU00023326","Reserva do Clube Caça e Pesca Itororó",NA,"Alves, A.A.","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"2012","58223","auto",NA,NA,NA,"07","27",NA,NA,NA
"177","2019-05-06 12:02:29-03","UFU","HUFU","11850","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Leenza, E.O.; Barbosa, A.A.A.","1995","11","07",NA,"Brasil",NA,NA,"Erva, ca. 7 cm. Flore roxa.; Cerrado s.s.","HUFU00023328",NA,NA,"(Pierre) T.D.Penn.",NA,"144","HUFU00023328","Reserva do Clube Caça e Pesca Itororó",NA,NA,"Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-05-06 12:02:29-03","UFU","HUFU","41242","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Oliveira, A.P.A.","2004","01","09",NA,"Brasil",NA,NA,"Cerrado sentido restrito.","HUFU00023325",NA,NA,"(Pierre) T.D.Penn.",NA,"23","HUFU00023325","Reserva do Clube Caça e Pesca Itororó",NA,"Alves, A.A.","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"2012","58223","auto",NA,NA,NA,"07","26",NA,NA,NA
"179","2019-05-06 12:02:29-03","UFU","HUFU","1266","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Barbosa, A.A.A.","1987","11","14",NA,"Brasil",NA,NA,"Planta com sistema subterrâneo desenvolvido e frutos a nível do solo.","HUFU00023327",NA,NA,"(Pierre) T.D.Penn.",NA,"164","HUFU00023327","Universidade Federal de Uberlândia, Recém cortado em terreno nas imediações do Campus Umuarama.",NA,"Penington, T.D.","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"1997","58223","auto",NA,NA,NA,"05",NA,NA,NA,NA
"180","2020-08-04 12:49:08-03","UFU","HUFU","37710","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Assis, M.A.; Furlan, A.; Rampin, V.T.; Carneiro, C.E. & Arantes, A.A.A.","1996","10",NA,NA,"Brasil",NA,NA,"Sobolífera. Flores vinho-escuro com perfume doce, corola com lobos abertos semelhante à estrela.; Campo - cerrado.","HUFU00023329",NA,NA,"(Pierre) T.D.Penn.",NA,"857","HUFU00023329",NA,NA,"Carneiro, C.E.","São Paulo","Itirapina","-47.8199996948242","-22.25",NA,NA,"1996","22843","auto",NA,NA,NA,"10",NA,NA,NA,NA
"181","2020-05-22 17:52:56-03","UFMT","UFMT","11205","S","Plantae","Sapotaceae","Chrysophyllum","soboliferum","Chrysophyllum soboliferum","Rizzini, C.T.","1961","11","07",NA,"Brasil",NA,NA,"Subarbusto 20cm altura, campo sujo","UFMT00011205",NA,NA,"Rizzini","Isotype","s.n.",NA,"Convênio Florestal.",NA,"Rizzini, C.T.","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"1961","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"182","2018-07-27 21:53:06-03","UFMT","UFMT","43696","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Bisewski, G.C.A.; Machado, R.G.P.; Westphal, T.","2017","10","03",NA,"Brasil",NA,NA,"Indivíduo parcialmente subterrâneo, flores com pétalas vermelhas e estames brancos.",NA,NA,NA,"(Pierre) T.D.Penn.",NA,"13",NA,"Parque Estadual do Cerrado, borda da trilha.",NA,"Machado, R.G.P.","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"2017","44368","auto",NA,NA,NA,"11",NA,NA,NA,NA
"183","2021-03-04 15:42:59-03","IF","SPSF","05643","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","C.T.Carvalho","1977","03","07","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,"SP","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859",NA,NA,NA,"18363","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"184","2021-03-04 15:42:59-03","IF","SPSF","41119","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","C.R.Lima & J.B.Baitello & R.Cielo-Filho","2008","10","29","América do Sul","Brasil",NA,NA,"COLETA: Planta enterrada, flor vinácea.; GEOGRAFIA: Início da trilha 2.;",NA,"Magnoliophyta","Ericales","(Pierre) T.D.Penn.",NA,"118",NA,"Estação Ecológica",NA,"R.Cielo-Filho","SP","Itapeva","-49.078611","-24.076667","750","750","2008",NA,NA,NA,NA,"Magnoliopsida","12","30",NA,NA,NA
"185","2021-03-04 15:42:59-03","IF","SPSF","42989","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","N.Guerin & G.Durigan & E.Furlan","2008","09","24","América do Sul","Brasil",NA,NA,"COLETA: Floresta paludícola.&nf;Subarbusto 20cm;",NA,"Magnoliophyta","Ericales","(Pierre) T.D.Penn.",NA,"198",NA,"Estação Ecológica Águas de Sta.Bárbara",NA,"G.Durigan","SP","Águas de Santa Bárbara","-49.229444","-22.835833",NA,NA,"2008",NA,NA,NA,NA,"Magnoliopsida","09","24",NA,NA,NA
"186","2021-03-04 15:42:59-03","IF","SPSF","53839","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","G. Durigan et al.","1999","12","01","América do Sul","Brasil",NA,NA,NA,NA,"Magnoliophyta","Ericales","((Pierre)) T.D.Penn.",NA,"s/n",NA,NA,NA,"G.A.D.C.Franco","SP","Bauru","-49.012222","-22.331111",NA,NA,"2001",NA,NA,NA,NA,"Magnoliopsida","07","31",NA,NA,NA
"187","2020-03-04 16:04:14-03","UNESP-IS","HISA","4796","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Caliente,A.D et al","1993","10","19",NA,"Brasil",NA,NA,"Cerrado.Subarbusto, rasteiro, caule 1cm, flores maravilhas, odor suave, frequente, com látex.",NA,"Magnoliophyta","Ericales","(Pierre)Pennington.",NA,"1264",NA,"Horto Palmito",NA,"Noronha,M.R.P","Mato Grosso do Sul","Três Lagoas","-51.6782989501953","-20.7511005401611",NA,NA,"1995","150618","auto",NA,NA,"Magnoliopsida","06","08",NA,NA,NA
"188","2019-11-21 10:19:13-03","IBt","SP","238626","S","Plantae","Sapotaceae","Chrysophyllum","soboliferum","Chrysophyllum soboliferum","Alvarenga, D; Oliveira, FCA","1989","01","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Rizzini",NA,"516",NA,NA,NA,NA,"Distrito Federal","Brasília","-47.898611","-15.965",NA,NA,NA,NA,NA,"-47.898611","-15.965",NA,NA,NA,NA,NA,NA
"189","2020-11-26 10:01:03-03","IBt","SP","364654","S","Plantae","Sapotaceae","Chrysophyllum","soboliferum","Chrysophyllum soboliferum","Fonseca, ML","2002","12","04",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Rizzini",NA,"3895",NA,"APA Gama - Cabeça de Veado",NA,NA,"Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-11-26 10:01:03-03","IBt","SP","364622","S","Plantae","Sapotaceae","Chrysophyllum","soboliferum","Chrysophyllum soboliferum","Fonseca, ML","2002","10","07",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Rizzini",NA,"3571",NA,"APA Gama - Cabeça de Veado",NA,NA,"Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"191","2019-11-21 10:19:13-03","IBt","SP","246279","S","Plantae","Sapotaceae","Chrysophyllum","soboliferum","Chrysophyllum soboliferum","Heringer, EP; et al.","1979","10","11",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Rizzini",NA,"2482",NA,NA,NA,NA,"Goiás","Teresina de Goiás","-47.2647018432617","-13.7763996124268",NA,NA,NA,"42211","auto",NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-02-04 09:02:38-03","IBt","SP","157874","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Grotta, AS",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Pierre) T.D.Penn.",NA,"s.n.",NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2021-02-04 09:02:38-03","IBt","SP","43166","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Toledo, JF",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Pierre) T.D.Penn.",NA,"s.n.",NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2021-02-04 09:02:38-03","IBt","SP","79145","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Kuhlmann, M",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Pierre) T.D.Penn.",NA,"3502",NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-08-13 18:02:59-03","IBt","SP","295888","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Grotta, AS","1954","01","05",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Pierre) T.D.Penn.",NA,"s.n.",NA,NA,NA,NA,"São Paulo","Indaiatuba","-47.2099990844727","-23.0900001525879",NA,NA,NA,"17640","auto",NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-08-27 12:20:23-03","IBt","SP","311055","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Tamashiro, JY","1994","09","26",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Pierre) T.D.Penn.",NA,"635",NA,NA,NA,NA,"São Paulo","Itatinga","-48.6100006103516","-23.1000003814697",NA,NA,NA,"28219","auto",NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-03-03 13:40:39-03","IBt","SP","202697","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Jung, SL","1974","09","06",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Pierre) T.D.Penn.",NA,"583",NA,NA,NA,NA,"São Paulo","Pirassununga","-47.4199981689453","-21.9899997711182",NA,NA,NA,"24621","auto",NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-08-13 18:02:59-03","IBt","SP","299234A","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Batalha, M","1995","02","02",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Pierre) T.D.Penn.",NA,"341",NA,NA,NA,NA,"São Paulo","Pirassununga","-47.4199981689453","-21.9899997711182",NA,NA,NA,"24621","auto",NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-08-13 18:02:59-03","IBt","SP","299235A","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Aragaki, S","1995","01","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Pierre) T.D.Penn.",NA,"261",NA,NA,NA,NA,"São Paulo","Pirassununga","-47.4199981689453","-21.9899997711182",NA,NA,NA,"24621","auto",NA,NA,NA,NA,NA,NA,NA,NA
