"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","infraspecificEpithet","typeStatus","relatedCatalogItem","sex"
"45","2019-11-21 14:41:57-03","UFJF","CESJ","49822","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","D. Monteiro","2009","01",NA,"F.R.G. Salimena; P.H. Nobre; J.A. Oliveira","2610","2008","02","22","Brasil","Minas Gerais","Lima Duarte","Fazenda Serra Negra, Caminho para a cachoeira.","-43.838972","-21.944083",NA,"Arbusto, ca. 1,5m alt., espigas castanhas. Interior de mata.",NA,"América do Sul","953","953",NA,"CESJ049822",NA,"-43.838972","-21.944083",NA,NA,NA,NA,NA,NA,NA
"46","2019-11-21 14:41:57-03","UFJF","CESJ","48604","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"E.A. Feliciano; L. Menini Neto; A.S.M. Valente","10","2006","11","25","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck","-43.3502998352051","-21.7642002105713","36144","Subarbusto, ca. 2m alt., no interior da mata.","auto","América do Sul",NA,NA,NA,"CESJ048604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 14:41:57-03","UFJF","CESJ","47610","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","D. Monteiro","2008","08",NA,"T. Mota; F.S. Souza; et al.","28","2006","06","15","Brasil","Minas Gerais","Juiz de Fora","Pirapetinga","-43.3502998352051","-21.7642002105713","36144","Sub bosque, aprox. 3m.","auto","América do Sul",NA,NA,NA,"CESJ047610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-21 14:41:57-03","UFJF","CESJ","47117","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","D. Monteiro","2010","07",NA,"P.O. Garcia","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica de Santa Cândida","-43.3502998352051","-21.7642002105713","36144","Arbusto ca. 2,5m alt., próximo ao curso d'água, na parcela 1 da fitossociologia do ambiente de interior","auto","América do Sul",NA,NA,NA,"CESJ047117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-21 14:41:57-03","UFJF","CESJ","20586","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","D. Monteiro","2008","08",NA,"F.R.G. Salimena; et al.","51","1985","04","26","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta","-43.3502998352051","-21.7642002105713","36144","Arbusto com inflorescências solitárias. à beira do aceiro.","auto","América do Sul",NA,NA,NA,"CESJ020586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:41:57-03","UFJF","CESJ","52373","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","D. Monteiro","2008","10","27","D. Monteiro; J.H.C. Ribeiro; A.C. Mezzonato; F.S. Souza; J.A. Oliveira","403","2008","10","27","Brasil","Minas Gerais","Lima Duarte","Serra Negra, RPPN Serra Negra","-43.793098449707","-21.8425006866455","30417","Interior de mata próximo ao córrego, local úmido. Ca. 3,5 m altura, espigas eretas.","auto","América do Sul",NA,NA,NA,"CESJ052373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-21 14:41:57-03","UFJF","CESJ","52367","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","D. Monteiro","2008","10","27","D. Monteiro; J.H.C. Ribeiro; A.C. Mezzonato; F.S. Souza; J.A. Oliveira","397","2008","10","27","Brasil","Minas Gerais","Lima Duarte","Serra Negra, RPPN Serra Negra","-43.793098449707","-21.8425006866455","30417","Árvore, 3,5 m altura. Interior de mata. Espigas eretas, lâmina discolor branco amareladas.","auto","América do Sul",NA,NA,NA,"CESJ052367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-21 14:41:57-03","UFJF","CESJ","41575","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","E.F.Guimarães","2004","11","05","K. Antunes; C.N. Matozinhos; A.S.M. Valente; F.R.G. Salimena; L.C.S. Assis","14","2004","02",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, Fazenda da Tiririca.","-43.8278007507324","-22.0891990661621","20815","Arbusto, 1m alt., borda de mata. Inflorescência creme-amarronzadas. Prensada em alcool.","auto","América do Sul",NA,NA,NA,"CESJ041575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-21 14:41:57-03","UFJF","CESJ","49233","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","D. Monteiro","2009","01",NA,"F.R.G. Salimena; P.H. Nobre","2461","2007","06","30","Brasil","Minas Gerais","Rio Preto","Serra Negra, Fazenda Santa Luzia","-43.875194","-21.977972",NA,"Arbusto, ca. 1m alt., inflorescências jovens creme, em borda de mata úmida.",NA,"América do Sul",NA,NA,NA,"CESJ049233",NA,"-43.875194","-21.977972",NA,NA,NA,NA,NA,NA,NA
"54","2019-11-21 14:41:57-03","UFJF","CESJ","69352","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","G.B. Oliveira","2017","07",NA,"G.B. Oliveira; F.R.G. Salimena; P.H. Nobre; M.A. Manhães; A. Cabral","356","2017","02","17","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta Nebular, Gruta das Bromélias, 15-20m da entrada da gruta","-43.899444","-21.709167",NA,"Arbusto ca. 2,5 m, espiga esverdeada",NA,"América do Sul","1450","1450",NA,"CESJ069352",NA,"-43.899444","-21.709167",NA,NA,NA,NA,NA,NA,NA
"55","2019-11-21 14:41:57-03","UFJF","CESJ","53491","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","DMonteiro","2012","03","15","V.B.F. Araújo; V.F.Souza; B. Paixão-Souza","15","2009","04","11","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF, Interior de mata.","-43.3502998352051","-21.7642002105713","36144","Interior de mata, ca. de 3m de alt., inflorescência longa de cor parda.","auto","América do Sul",NA,NA,NA,"CESJ053491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 14:41:57-03","UFJF","CESJ","57704","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","D. Monteiro","2012","03","15","F.R.G. Salimena; C. Neves; M.S. Machado; P.H. Nobre","3266","2011","03","26","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF - Mata do Krambeck, Ca.850m altitude.","-43.3502998352051","-21.7642002105713","36144","Arbusto ca 2m, inflorescências verdes. Divisa com o Sítio de propriedade do Sr. Vicente.","auto","América do Sul",NA,NA,NA,"CESJ057704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 14:41:57-03","UFJF","CESJ","54977","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Kenia/JR","2003","10","22","C.A.A. Nascimento; et al.","06","2003","04","12","Brasil","Minas Gerais","Juiz de Fora","Mata do Biotério da UFJF","-43.3502998352051","-21.7642002105713","36144","Arvoreta, ca. 2m, no interior de mata, material sem flor, com infrutescência em espiga, verde.","auto","América do Sul",NA,NA,NA,"CESJ054977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-21 14:41:57-03","UFJF","CESJ","50163","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"A.S.M. Valente; L. Menini Neto; P.O. Garcia","428","2006","11","25","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck","-43.3502998352051","-21.7642002105713","36144","Arbusto ca. 3m alt., folhas discolores verdes. Inflorescência creme.","auto","América do Sul",NA,NA,NA,"CESJ050163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 14:41:57-03","UFJF","CESJ","50070","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"L. Menini Neto; S.A. Roman, FSSouza, F","492","2008","03","25","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck, Sítio Malícia.","-43.3502998352051","-21.7642002105713","36144","Arvoreta, ca. 2,5m alt., no interior da mata, inflorescência verde-escura.","auto","América do Sul",NA,NA,NA,"CESJ050070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 14:41:57-03","UFJF","CESJ","33099","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","E.F.Guimarães","2003",NA,NA,"D.S. Pifano; M.O. Afonso; R.M. Castro; F.R.G. Salimena","18","2001","05","05","Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713","36144","Arbusto ca. 2,5m, inflorescência creme local sombreado na beira da mata.","auto","América do Sul",NA,NA,NA,"CESJ033099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 14:41:57-03","UFJF","CESJ","36165","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","E.F.Guimarães","2003",NA,NA,"D.S. Pifano; A.S.M. Valente","261","2002","01","11","Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713","36144","Erva ca. 2m. no interior da mata em local de meia-luz. Espigas verdes e cremes.","auto","América do Sul",NA,NA,NA,"CESJ036165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 14:41:57-03","UFJF","CESJ","23896","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","D. Monteiro","2008",NA,NA,"B.B.S. Coelho","s.n.","1987","01","15","Brasil","Minas Gerais","Juiz de Fora","Museu Mariano Procópio","-43.3502998352051","-21.7642002105713","36144",NA,"auto","América do Sul",NA,NA,NA,"CESJ023896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 14:41:57-03","UFJF","CESJ","42559","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"F.R.G. Salimena; V.F.Braga; O.J. Bastos Neto","1262","2004","03","26","Brasil","Minas Gerais","Juiz de Fora","Parque da Lajinha - Mata do CEDAM","-43.3502998352051","-21.7642002105713","36144","Arbusto, 2,5m de altura, no interior da mata, inflorescências verdes.","auto","América do Sul",NA,NA,NA,"CESJ042559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 14:41:57-03","UFJF","CESJ","55567","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","D. Monteiro","2010","07",NA,"F.M.F. Viana","82","2005","05","18","Brasil","Minas Gerais","Juiz de Fora","Parque Municipal da Lajinha","-43.3502998352051","-21.7642002105713","36144","Arvoreta, com ca. de 3 metros de altura. Flores em espiga com frutos imaturos verdes. Resquícios do androceu. Próxima às margens do riacho.","auto","América do Sul",NA,NA,NA,"CESJ055567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 14:41:57-03","UFJF","CESJ","31873","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","D. Monteiro","2010","07",NA,"R.M. Castro","41","2001","01","16","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica de Santa Cândida","-43.3502998352051","-21.7642002105713","36144","Arvoreta, em trilha numa pequena área de clareira. Espiga de cor verde.","auto","América do Sul",NA,NA,NA,"CESJ031873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 14:41:57-03","UFJF","CESJ","29734","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","E.F.Guimarães","1997","04","10","R.C. Almeida-Lafetá","248","1997","03","04","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica Santa Cândida","-43.3502998352051","-21.7642002105713","36144","Arbusto, na orla da mata, próximo ao lago.","auto","América do Sul",NA,NA,NA,"CESJ029734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 14:41:57-03","UFJF","CESJ","34162","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","D. Monteiro","2008","08",NA,"R.M. Castro; F.R.G. Salimena; P.H. Nobre","380","2001","05","20","Brasil","Minas Gerais","Lima Duarte","Arraial de Conceição do Ibitipoca, Parque Estadual do Ibitipoca e Pedra do Gavião","-43.793098449707","-21.8425006866455","30417","Arvoreta na borda da mata próximo ao curso d'água, em local sombreado. Espigas imaturas verdes.","auto","América do Sul",NA,NA,NA,"CESJ034162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 14:41:57-03","UFJF","CESJ","52354","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","D. Monteiro","2009","01",NA,"D. Monteiro; J.A. Oliveira; F.S. Souza; A.C. Mezzonato; J.H.C. Ribeiro","384","2008","10","25","Brasil","Minas Gerais","Lima Duarte","Serra Negra, RPPN Fazenda Serra Negra.","-43.793098449707","-21.8425006866455","30417","Arbusto, ca 2,5m, em mata ciliar. Inflorescências eretas branco-esverdeadas, lâmina discolor nitida na face adaxial.","auto","América do Sul",NA,NA,NA,"CESJ052354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 14:41:57-03","UFJF","CESJ","46264","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","E.F.Guimarães","2006","12","08","K. Antunes; C.N. Matozinhos; N.L. Abreu; F.S. Souza; P.L. Viana","189","2005","11",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, Cânion próximo a Gruta do Funil","-43.8278007507324","-22.0891990661621","20815","Arvoreta ca. 3m de alt, mata ciliar. Inflorescência creme-esverdeadas.","auto","América do Sul",NA,NA,NA,"CESJ046264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-21 14:41:57-03","UFJF","CESJ","49102","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","D. Monteiro","2009","01",NA,"F.R.G. Salimena; P.H. Nobre","2419","2007","02","15","Brasil","Minas Gerais","Rio Preto","Serra Negra, Fazenda Cachoeira Alta. 21º57'57,1S, 43º50'29,2W, 1089 m.s.m.","-43.8278007507324","-22.0891990661621","20815","Arbusto, ca. 1m alt., inflorescências verdes, em mata de encosta.","auto","América do Sul",NA,NA,NA,"CESJ049102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 14:41:57-03","UFJF","CESJ","50950","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","D. Monteiro","2009","01",NA,"I.A. Costa; P.H. Nobre","39","2008","05","10","Brasil","Minas Gerais","Rio Preto","Serra Negra, Fazenda Tiririca.","-43.8278007507324","-22.0891990661621","20815","Arvoreta 2,5m em interior de mata proximo a curso d'agua.","auto","América do Sul",NA,NA,NA,"CESJ050950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 14:41:57-03","UFJF","CESJ","65688","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","D. Monteiro","2016",NA,NA,"J.H.C. Ribeiro; F.R.G. Salimena; P.H. Nobre; L.L. Justino; M.C.A. Mota","406","2014","11","23","Brasil","Minas Gerais","Rio Preto","Serra Negra, Terras do Sr. Nenê Roque, trilha para a antena.","-43.8278007507324","-22.0891990661621","20815","Espigas amarelas. no interior de mata.","auto","América do Sul",NA,NA,NA,"CESJ065688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 14:41:57-03","UFJF","CESJ","53357","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","D. Monteiro","2009","05",NA,"D. Monteiro; N.L. Abreu; K.B.L. Baldini; A.C. Mezzonato; J.A. Oliveira","518","2009","02","04","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para a cachoeira do Marciano.","-43.8278007507324","-22.0891990661621","20815","Arbusto ca. 2m alt. Espigas eretas verde amarronzadas, lâmina nitida.","auto","América do Sul",NA,NA,NA,"CESJ053357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-03-12 10:29:28-03","UFOP","OUPR","22743","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Monteiro, D.","2012","02",NA,"Filho, W.H.; Coelho, L.A. & Teixeira, R.N.C.","1634","2008","11","12","Brasil","Minas Gerais","Barão de Cocais","Mina de Baú","-43.4872016906738","-19.94580078125","21378","Arbusto. Sub-bosque. Floresta Estacional Semidecidual em estágio avançado de regeneração.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-03-12 10:29:28-03","UFOP","OUPR","20301","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Monteiro, D.","2012","02",NA,"Messias, M.C.T.B.","1103","2006","02","03","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi, Margens do Belchior.","-43.4160995483398","-20.377799987793","33524","Arbusto aprox. 2m. Flores verdes. Mata ripária.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-03-12 10:29:28-03","UFOP","OUPR","1310","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Monteiro, D.","2012","02",NA,"Silva, J.L.; Roschel, M.B.","s.n.","1993","11","27","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Transecto 3.","-43.5080986022949","-20.2875003814697","44599","Arbusto 1,2m. Flores esverdeadas. Floresta estacional semidecidual.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-03-12 10:29:28-03","UFOP","OUPR","9519","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Monteiro, D.","2012","02",NA,"Nogueira, R.E.","126","1999","02","28","Brasil","Minas Gerais","Ouro Preto","São Bartolomeu, Trilha do gramado.","-43.5080986022949","-20.2875003814697","44599","Arbusto. Flores brancas. Sub-bosque de mata.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-10-14 10:04:49-03","FURB","FURB","42984","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Carvalho-Silva, M","2006",NA,NA,"Fonseca, M.L.; Oliveira, E.C.L.; Beltrão, L.; Singh, V.L. & Alvarenga, D.","3714","2002","10","16","Brasil","Distrito Federal","Brasília","APA Gama-Cabeça de Veado. Região Administrativa do Núcleo Bandeirante. SMPW - Q. 17 Conj. 17.","-47.9605556","-15.9322223",NA,"comum; folhas discolores, membranáceas; Solo: argiloso, bem drenado; Relevo: ondulado; Habitat: mata de galeria perturbada do Córrego Mato Seco Habito: arbusto semiciófito; flor botões verdes, inflorescência alva",NA,NA,"1040","1040",NA,"FURB04589","FURB04589","-47.9605556","-15.9322223",NA,NA,NA,NA,NA,NA,NA
"79","2021-03-16 17:54:13-03","UCS","HUCS","25188","PreservedSpecimen","Plantae","Angiospermae","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Silva, M.C.","2003",NA,NA,"Hatschbach, G.","55882","1991","11","07","Brasil","Goiás","Água Fria","Córrego Libório",NA,NA,NA,"arbusto 3m, espiga pendente, alvacenta; mata de galeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2015-09-03 18:47:29-03","MNHN","RECOLNAT_MNHN_P","P02024972","PreservedSpecimen",NA,NA,NA,"Piperaceae","Piper","estrellense","Piper estrellense","C.DC.",NA,NA,NA,NA,"Glaziou, A.|Jobert|Wittig",NA,"1876","11","22","Brasil","Rio de Janeiro",NA,"Serra do Coelho.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02024972' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb","P02024972","P02024972_01",NA,NA,NA,"8949",NA,NA,NA,NA,NA
"81","2015-09-03 18:47:49-03","MNHN","RECOLNAT_MNHN_P","P02024973","PreservedSpecimen",NA,NA,NA,"Piperaceae","Piper","estrellense","Piper estrellense","C.DC.",NA,NA,NA,NA,"Glaziou, A.",NA,"1876","11","22","Brasil","Rio de Janeiro",NA,"Serra do Coelho.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02024973' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb","P02024973","P02024973_01",NA,NA,NA,"8949",NA,NA,NA,NA,NA
"82","2015-09-03 18:47:49-03","MNHN","RECOLNAT_MNHN_P","P02024974","PreservedSpecimen",NA,NA,NA,"Piperaceae","Piper","estrellense","Piper estrellense","C.DC.",NA,NA,NA,NA,"Glaziou, A.",NA,"1876","11","22","Brasil","Rio de Janeiro",NA,"Serra do Coelho.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02024974' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb","P02024974","P02024974_01",NA,NA,NA,"8949",NA,NA,NA,NA,NA
"83","2015-09-03 18:47:29-03","MNHN","RECOLNAT_MNHN_P","P02024971","PreservedSpecimen",NA,NA,NA,"Piperaceae","Piper","estrellense","Piper estrellense","C.DC.",NA,NA,NA,NA,"Claussen",NA,"1842","11","1","Brasil","Rio de Janeiro","Nova Friburgo","Brésil. Province d e Rio de Janeiro.","-42.5311012268066","-22.2819004058838","33190","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02024971' target='other'> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,NA,"hb","P02024971","P02024971_01",NA,NA,NA,"3",NA,NA,NA,NA,NA
"84","2015-09-03 18:47:49-03","MNHN","RECOLNAT_MNHN_P","P02024975","PreservedSpecimen",NA,NA,NA,"Piperaceae","Piper","estrellense","Piper estrellense","C.DC.",NA,NA,NA,NA,"Mexia, Y.",NA,"1930","12","18","Brasil","Minas Gerais","Viçosa","Fazenda do deserto.","-42.8819007873535","-20.7539005279541","13937","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02024975' target='other'> <mi>dwc_moreinfo</mi></a>","auto",NA,"720",NA,"hb","P02024975","P02024975_01",NA,NA,NA,"5419",NA,NA,NA,NA,NA
"85","2016-03-09 17:11:52-03","MNHN","RECOLNAT_MNHN_P","P00806898","PreservedSpecimen",NA,NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","(Kunth) Steud.",NA,NA,NA,NA,"Assis, M.C.|Silva, R.M.|Lughadha, E.N.",NA,"1999","2","25","Brasil","Minas Gerais","Rio Preto","Carrascal em quartzito na Fazenda da Cachoeira Alta","-43.81667","-21.96667",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00806898' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"940","hb","P00806898","P00806898_01",NA,NA,NA,"601",NA,NA,NA,NA,NA
"86","2020-10-01 14:25:44-03","JBB","HEPH","14242","S","Plantae","Magnoliid","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Nóbrega, MGG","1998","07",NA,"Nóbrega, MGG","939","1998","07","10","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667",NA,"Frequente",NA,"Southern America","1025","1150",NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA
"87","2020-10-01 14:25:44-03","JBB","HEPH","15676","S","Plantae","Magnoliid","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Taxonomy Class of Universidade de Brasília","1999",NA,NA,"Taxonomy Class of Universidade de Brasília","1394","1999","11","22","Brasil","Distrito Federal","Gama","Parque do Gama",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-10-01 14:25:44-03","JBB","HEPH","19847","S","Plantae","Magnoliid","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Guimarães, EF","2008","02",NA,"Milhomens, LC; Nóbrega, MGG","299","2003","10","22","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667",NA,NA,NA,"Southern America","1025","1150",NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA
"89","2020-10-01 14:25:44-03","JBB","HEPH","25378","S","Plantae","Magnoliid","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Queiroz, GA","2018","05","14","Carvalho-Silva, M; et al.","632","2009","06","12","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Jaboticatubas. Na entrada do Juquinha","-43.551944","-19.253333",NA,"Exsicata. Taxonomico",NA,"Southern America","1341","1341",NA,NA,NA,"-43.551944","-19.253333",NA,NA,NA,NA,NA,NA,NA
"90","2020-10-01 14:25:44-03","JBB","HEPH","25379","S","Plantae","Magnoliid","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Carvalho-Silva, M","2010","09",NA,"Carvalho-Silva, M; et al.","633","2009","06","12","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Jaboticatubas, na entrada do Juquinha","-43.551944","-19.253333",NA,"Exsicata, taxonômico",NA,"Southern America","1341","1341",NA,NA,NA,"-43.551944","-19.253333",NA,NA,NA,NA,NA,NA,NA
