"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01067895","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora","M. Aparecida da Silva","1999","03","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1217357' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067895","Magnoliophyta","Gentianales",NA,"Aubl.","P. G. Delprete","4175","Tocantins","Pium","Ilha do Bananal. Parque Nacional do Araguaia. Base Física do Rio Javaés. Antigo Acampamento do Projeto Quelônios do Amazônia.","NY01067895_01","-50.1192","-9.9825","195","195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01198528","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora","W. W. Thomas","1986","07","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1416645' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198528","Magnoliophyta","Gentianales",NA,"Aubl.","C. M. Taylor","5434","Amazonas",NA,"Presidente Figuereido: Represa de Balbina along Rio Utaumã: 0-1 hour S of confluence with Rio Pitinga","NY01198528_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01063459","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora","C. A. Cid Ferreira","1980","07","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268012' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063459","Magnoliophyta","Gentianales",NA,"Aubl.","J. H. Kirkbride Jr.","1302","Pará","Oriximiná","Rio Trombetas, margem esquerda em frente a Mineração Santa Patricia. Mata de beira de rio, solo argiloso.","NY01063459_01","-56.4489985","-1.6942627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01067602","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora","P. G. Delprete","1998","08","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=297478' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067602","Magnoliophyta","Gentianales",NA,"Aubl.","P. G. Delprete","6548","Tocantins","Lagoa da Confusão","Fazenda Formosa do Jovaés","NY01067602_01","-49.85","-10.65","210","210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02728922","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora","C. Davidson","1980","06","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3020867' target='other'> <mi>dwc_moreinfo</mi></a>","NY02728922","Magnoliophyta","Gentianales",NA,"Aubl.",NA,"10298","Pará","Oriximiná","Banks of Rio Trombetas, upriver from Oriximina.","NY02728922_01","-57.0284843","-1.1004856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02692171","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora","D. Cárdenas-López","2006","07","26","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2351939' target='other'> <mi>dwc_moreinfo</mi></a>","NY02692171","Magnoliophyta","Gentianales",NA,"Aubl.","C. Bello","18857","Vaupés","Mitú","Gran Resguardo Indígena del Vaupés. Caño Cuduyarí, sector entre comunidad indígena de Wacuraba y comunidad de Pacú.","NY02692171_01","-70.95","1.416666667","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01067896","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora","M. Aparecida da Silva","1999","03","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1217358' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067896","Magnoliophyta","Gentianales",NA,"Aubl.","P. G. Delprete","4175","Tocantins","Pium","Ilha do Bananal. Parque Nacional do Araguaia. Base Física do Rio Javaés. Antigo Acampamento do Projeto Quelônios do Amazônia.","NY01067896_01","-50.1192","-9.9825","195","195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02728927","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora","G. Martinelli","1980","06","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3020874' target='other'> <mi>dwc_moreinfo</mi></a>","NY02728927","Magnoliophyta","Gentianales",NA,"Aubl.",NA,"6974","Pará","Oriximiná","Rio Trombetas, Ilha Jacitara, 4 km SE de Oriximina","NY02728927_01","-55.8661","-1.76556","60","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-27 02:44:00-03","NY","NYBG","398042","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora","O. Poncy","1992","03","11","South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=300012' target='other'> <mi>dwc_moreinfo</mi></a>","NY00398042","Magnoliophyta","Gentianales",NA,NA,NA,"865","Cayenne",NA,"Approuague-Kaw. Station des Nouragues - Bassin de l'Approuague. Haute foret, zone quadrillee (quadrat L 11)",NA,"-52.7","4.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02728923","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora","B. V. Rabelo","1984","05","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3020869' target='other'> <mi>dwc_moreinfo</mi></a>","NY02728923","Magnoliophyta","Gentianales",NA,"Aubl.",NA,"2692","Amapá","Mazagão","Rio Maracá.","NY02728923_01","-51.2894","-0.115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01063456","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora","M. J. P. Pires-O'Brien","1986","01","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268010' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063456","Magnoliophyta","Gentianales",NA,"Aubl.",NA,"771","Pará","Almeirim","Monte Dourado, área 37. Mata de várzea do rio Jarí.","NY01063456_01","-52.539719","-0.8678545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01067894","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora","R. C. de Mendonça","1999","03","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1217356' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067894","Magnoliophyta","Gentianales",NA,"Aubl.","P. G. Delprete","4054","Tocantins","Pium","Ilha do Bananal; Parque Nacional do Araguaia; ponta da ilha; Base fixa do Projeto Quelônios; margem do Rio Javaés; próximo à barra do Rio Riozinho","NY01067894_01","-50.12","-9.9997","145","145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","503433","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora","A. M. Amorim","1992","12","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=300010' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503433","Magnoliophyta","Gentianales",NA,"Aubl.","P. G. Delprete","953","Bahia","Itacaré","Entre a praia do Farol e a praia da Ribeira","NY00503433_01","-38.9858437","-14.2814249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01063458","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora","J. M. Pires",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270729' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063458","Magnoliophyta","Gentianales",NA,"Aubl.",NA,"771","Pará",NA,NA,"NY01063458_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01067784","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora","P. G. Delprete","1998","08","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=297479' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067784","Magnoliophyta","Gentianales",NA,"Aubl.","P. G. Delprete","6566","Tocantins","Couto de Magalhães","Ao sul do ponte para Conceiçao do Araguaia","NY01067784_01","-49.27","-8.37","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02689970","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora grandiflora","M. L. Alencar","1979","07","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2964011' target='other'> <mi>dwc_moreinfo</mi></a>","NY02689970","Magnoliophyta","Gentianales","grandiflora","(H.Karst.) L.Macias",NA,"431","Amazonas",NA,"Ilha Acaburu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01063469","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora grandiflora","H. S. Irwin",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270746' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063469","Magnoliophyta","Gentianales","grandiflora","(H.Karst.) L.Macias",NA,"47477","Amapá",NA,NA,"NY01063469_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01063463","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora grandiflora","G. T. Prance","1971","10","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270740' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063463","Magnoliophyta","Gentianales","grandiflora","(H.Karst.) L.Macias",NA,"15251","Amazonas",NA,"Rio Negro between Ilha Uabetuba & Ilha da Silva.","NY01063463_01","-64","-0.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01063465","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora grandiflora","M. L. Alencar","1979","07","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270742' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063465","Magnoliophyta","Gentianales","grandiflora","(H.Karst.) L.Macias",NA,"731","Amazonas",NA,"Above São Gabriel, near Rio Uaupes","NY01063465_01","-67.17","-0.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01063450","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora grandiflora","M. G. da Silva",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270713' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063450","Magnoliophyta","Gentianales","grandiflora","(H.Karst.) L.Macias",NA,"851","Amazonas",NA,NA,"NY01063450_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01063453","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora grandiflora","M. L. Alencar","1979","07","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270716' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063453","Magnoliophyta","Gentianales","grandiflora","(H.Karst.) L.Macias",NA,"290","Amazonas",NA,"Vicinity of Tapuruquara","NY01063453_01","-65","-0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01063474","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora longiflora","M. L. Alencar","1979","06","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270749' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063474","Magnoliophyta","Gentianales","longiflora",NA,NA,"61","Amazonas",NA,"Between Parana da Floresta and the mouth of the Rio Branco","NY01063474_01","-61.08","-1.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01063473","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora longiflora","W. A. Ducke",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270748' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063473","Magnoliophyta","Gentianales","longiflora",NA,NA,"868","Amazonas",NA,NA,"NY01063473_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02728928","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora","S. A. Mori","1992","06","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3020876' target='other'> <mi>dwc_moreinfo</mi></a>","NY02728928","Magnoliophyta","Gentianales",NA,"Aubl.",NA,"22482","Amazonas",NA,"Rio Negro. Mouth of Rio Jauaperi","NY02728928_01","-61.583333","-1.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01063471","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora","C. A. Cid Ferreira","1979","08","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268028' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063471","Magnoliophyta","Gentianales",NA,"Aubl.","L. Macias","700","Amazonas","Itapiranga","Rio Pitinga, margem direita. Mata ciliar; solo argiloso.","NY01063471_01","-59.520344","-0.944722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01067603","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora","P. G. Delprete","1998","08","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=297477' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067603","Magnoliophyta","Gentianales",NA,"Aubl.","P. G. Delprete","6547","Tocantins","Lagoa da Confusão","Fazenda Formosa do Jovaés","NY01067603_01","-49.85","-10.65","210","210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01198527","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora","W. W. Thomas","1986","07","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1330798' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198527","Magnoliophyta","Gentianales",NA,"Aubl.","C. M. Taylor","5434","Amazonas",NA,"Presidente Figuereido: Represa de Balbina along Rio Utaumã: 0-1 hour S of confluence with Rio Pitinga","NY01198527_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","398045","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora grandiflora","J. M. Idrobo","1950","12","30","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=425460' target='other'> <mi>dwc_moreinfo</mi></a>","NY00398045","Magnoliophyta","Gentianales","grandiflora","(H.Karst.) L.Macias","L. Macias","909","Meta",NA,"Sierra de la Macarena (extremo nordeste), macizo Renjifo, faldas orientales",NA,NA,NA,"600","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","398040","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora grandiflora","S. A. Mori","1979","12","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=425462' target='other'> <mi>dwc_moreinfo</mi></a>","NY00398040","Magnoliophyta","Gentianales","grandiflora","(H.Karst.) L.Macias","L. Macias","13074","Bahia","Itacaré","A 3 km ao S de Itacaré","NY00398040_01","-38.9833","-14.2833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01063452","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora grandiflora","B. A. Krukoff",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270715' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063452","Magnoliophyta","Gentianales","grandiflora","(H.Karst.) L.Macias",NA,"4721","Amazonas",NA,NA,"NY01063452_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01874517","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora","L. Nusbaumer","2014","05","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2512306' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874517","Magnoliophyta","Gentianales",NA,"Aubl.",NA,"4118","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, localité de Quebrangulo.","NY01874517_01","-36.42166","-9.235116","830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01063475","PreservedSpecimen","Plantae","Rubiaceae","Posoqueria","longiflora","Posoqueria longiflora longiflora","H. S. Irwin",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270750' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063475","Magnoliophyta","Gentianales","longiflora",NA,NA,"47265","Amapá",NA,NA,"NY01063475_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
