"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","class","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","typeStatus","relatedCatalogItem"
"16","2019-02-15 11:45:27-02","IPA","IPA","86296","S","Plantae","Plantae",NA,"Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S. Suárez","Pessoa, L.M.; Souza, T.M.S.; Medeiros, D.P.W.; Souza, T.M.S.; Medeiros, D.P.W.","366","2007","06","19","Southern America","Brasil","Pernambuco","Estação Ecológica de Caetés","-34.875278","-7.970833",NA,"Erva com ca. de 70cm; planta em plena floração; flores com corola alva; sem fruto.; Vegetação Arbórea-arbustiva. Mata Atlântica. Interior da área. Frequente.","IPA0086296",NA,"Paulista",NA,"Saka, M.N.",NA,NA,"2013","06",NA,"-34.875278","-7.970833",NA,NA,NA,NA,NA
"17","2020-10-20 14:17:44-03","UFOPA","HSTM","13984","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S.Suárez","Rodrigues, D.B.; Sousa, G.R.S.","45","2018","11","24",NA,"Brasil","Pará",NA,"-54.876389","-3.940556",NA,NA,"HSTM013984",NA,"Rurópolis",NA,"André, T.",NA,NA,"1905","07","10","54º52'35''W","3º56'26''S",NA,NA,NA,NA,NA
"18","2021-03-24 17:09:24-03","UFES","SAMES","3234","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Calathea","widgrenii","Calathea widgrenii","Körn.","Folli,D.A.","2949","1997","03","04",NA,"Brasil","Espírito Santo","Reserva Natural Vale. Ao lado da Torre, floresta de mussununga, estrada louro, 6900 metros.","-40.0722007751465","-19.3910999298096",NA,"Planta de porte herbáceo, terrestre, corbotão branco, cor da flor branco, cor exsudação incolor e exsudação seiva.","SAMES03234",NA,"Linhares",NA,"Braga,J.M.A.","48094","auto","1999","07","12",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-24 17:09:24-03","UFES","SAMES","3232","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Calathea","widgrenii","Calathea widgrenii","Körn.","Folli,D.A.","2083","1993","11","17",NA,"Brasil","Espírito Santo","Reserva Natural Vale. Mata de Tabuleiro, estrada Caingá, 1000 metros.","-40.0722007751465","-19.3910999298096",NA,"Herbácea, terrestre, cor botão roxo, cor flor branco, exsudação seiva e incolor.","SAMES03232",NA,"Linhares",NA,"Braga,J.M.A.","48094","auto","1999","07","12",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-24 17:09:24-03","UFES","SAMES","3231","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Calathea","widgrenii","Calathea widgrenii","Körn.","Folli,D.A.","1341","1991","04","16",NA,"Brasil","Espírito Santo","Reserva Natural Vale. Mata de Tabuleiro, localizada na beira da estrada, estrada Farinha Seca, 4140 m.","-40.0722007751465","-19.3910999298096",NA,"Herbáceo, terrestre, cor botão amarelo claro, cor flor branco.","SAMES03231",NA,"Linhares",NA,"Folli,D.A.","48094","auto","1991","04","16",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-24 17:09:24-03","UFES","SAMES","3233","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Calathea","widgrenii","Calathea widgrenii","Körn.","Braga,J.M.A.","7312","2003","12","03",NA,"Brasil","Espírito Santo","Reserva Natural Vale. Trilha do tatu canastra, mussununga, estrada do Flamengo, 7000 metros.","-40.0722007751465","-19.3910999298096",NA,"Herbácea, terrestre, flor alva, exsudação seiva.","SAMES03233",NA,"Linhares",NA,"Braga,J.M.A.","48094","auto","2003","12","03",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-24 17:09:24-03","UFES","SAMES","6721","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S.Suárez","Ribeiro,M.; Rocha,T.L.","521","2011","05","22",NA,"Brasil","Espírito Santo","Floresta Nacional do Rio Preto. Mata ciliar, antes de chegar a sede da flona.","-39.7322006225586","-18.5932998657227",NA,"Erva terrestre, flor branca.","SAMES06721",NA,"Conceição da Barra",NA,"Saka,M.N.","41644","auto",NA,NA,NA,"-398461111.0","-183858333.0",NA,NA,NA,NA,NA
"23","2021-03-24 17:09:24-03","UFES","SAMES","6720","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S.Suárez","Ribeiro,M.; Lobão,A.Q.;Giaretta,A.O.;Gusson,M.F.F.;Lopes,L.C.M..;Cruz,F.M.","71","2010","01","19",NA,"Brasil","Espírito Santo","Reserva Biológica de Sooretama. Porção oeste, trilha do rio sul. Floresta de Tabuleiro.","-40.0978012084961","-19.1968994140625",NA,"Erva com flores brancas.","SAMES06720",NA,"Sooretama",NA,"Saka,M.N.","33715","auto",NA,NA,NA,"-400066667.0","-190038889.0",NA,NA,NA,NA,NA
"24","2019-11-27 13:50:28-03","UFS","ASE","21929","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S.Suárez","Oliveira, M; Grillo, AA","909","2002","04","23","Southern America","Brasil","Alagoas","Coimbra, Grota do Varjão. Vegetação arbustivo-arbórea, solo argiloso. Interior da mata.","-35.939444","-8.9725",NA,"Erva de folhas ovais. Flores alvas. Frequente.; Erva de folhas ovais. Flores alvas. Frequente.","ASE0028232","ASE0028232","Ibateguara",NA,"Saka, MN",NA,NA,"2006","03",NA,"-35.939444","-8.9725",NA,NA,NA,NA,NA
"25","2019-11-19 14:08:20-03","UFRPE","PEUFR","2169","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S. Suárez","I. Pontual","589","1967","08","04",NA,"Brasil","Pernambuco","Engenho Conceição","-35.2235984802246","-8.35916996002197",NA,"Planta no máximo com 40cm de altura; folhas largas, mais ou menos 25cm de comprimento e 20 de largura; flores alvas com mais ou menos 2 e meio cm de comprimento.","PEUFR002169",NA,"Escada",NA,"N. K. Luna","16695","auto","2017","03","08",NA,NA,NA,NA,NA,NA,NA
"26","2020-04-22 16:26:32-03","UFPB","JPB","48381","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S.Suárez","Mendonça, ED; Amorim, BS; Correia, DS; Maciel, JR; Chagas, MA; Setubal, RB","19","2011","08","18","Southern America","Brasil","Pernambuco","Jardim Botânico do Recife, Borda da mata","-34.970375","-8.740028",NA,"; HABITAT: Mata Atlântica; DESC: Erva, com flor branca próxima ao solo.","JPB0048381",NA,"Recife",NA,"Luna, NKM",NA,NA,"2017","08","09","-34.970375","-8.740028",NA,NA,NA,NA,NA
"27","2020-04-22 16:26:32-03","UFPB","JPB","61331","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S.Suárez","Nusbaumer, L; et al.","4636","2015","10","17","Southern America","Brasil","Alagoas","Serra de Murici, Localité de Flexeiras. Serra de Poço verde.","-35.790345","-9.24451",NA,"; HABITAT: Forêt ombrophile submontagnarde de plateau; DESC: herbacée, 0.5 m; fl. en tube blanc à la base des feuilles, div. à bases jaunes, style jaune-brun-orange; récolte photogr. in situ; relevé de végétation 0.25 ha VD167; récolt","JPB0061331",NA,"Flexeiras",NA,"Saka, MN",NA,NA,"2015","12","03","-35.790345","-9.24451","430","430",NA,NA,NA
"28","2020-04-22 16:26:32-03","UFPB","JPB","57481","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S.Suárez","Buril, MT; Melo, AV de; Louzada, RB; Silva, FO; Chagas, MA","644","2013","09","05","Southern America","Brasil","Pernambuco","RPPN Frei Caneca","-35.7933006286621","-8.72667026519775",NA,"; DESC: Flores brancas com guias amarelados.","JPB0057481",NA,"Jaqueira",NA,"Luna, NKM","11830","auto","2017","08","09",NA,NA,NA,NA,NA,NA,NA
"29","2020-04-27 16:10:29-03","UFES","VIES","35679","S","Plantae",NA,NA,"Marantaceae","Calathea","widgrenii","Calathea widgrenii","Körn.","Carrijo, T.T.; Luber, J.; Martins, K.G.G.; Hollunder, R.K. & Garbin, M.L.","1546","2012","12","17",NA,"Brasil","Espírito Santo","Parque Estadual de Mata das Flores.","-41.184700012207","-20.6035995483398",NA,NA,"VIES035679","VIES035679","Castelo",NA,"Luber, J.","23588","auto","2013","03","05",NA,NA,NA,NA,NA,NA,NA
"30","2015-12-03 18:01:08-02","MNHN","RECOLNAT_MNHN_P","P02199155","PreservedSpecimen",NA,NA,NA,"Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S.Suárez","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,"Prov. de Rio Janeiro",NA,NA,"hb","Reçu le 27 mai 1896 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02199155' target='other'> <mi>dwc_moreinfo</mi></a>","P02199155","P02199155_01 P02199155_02",NA,NA,"Saka",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8977",NA,NA
"31","2016-01-13 16:38:56-02","MNHN","RECOLNAT_MNHN_P","P02199156","PreservedSpecimen",NA,NA,NA,"Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S.Suárez","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,"Prov. de Rio Janeiro",NA,NA,"hb","Reçu le 29 avril 1890 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02199156' target='other'> <mi>dwc_moreinfo</mi></a>","P02199156","P02199156_01 P02199156_02",NA,NA,"Saka",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8977",NA,NA
"32","2015-12-03 18:01:06-02","MNHN","RECOLNAT_MNHN_P","P02199157","PreservedSpecimen",NA,NA,NA,"Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S.Suárez","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02199157' target='other'> <mi>dwc_moreinfo</mi></a>","P02199157","P02199157_01",NA,NA,"Saka",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18546",NA,NA
"33","2016-01-13 16:38:55-02","MNHN","RECOLNAT_MNHN_P","P02199158","PreservedSpecimen",NA,NA,NA,"Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S.Suárez","Glaziou, A.",NA,"1877","2","20",NA,"Brésil",NA,"Prov. de Rio Janeiro : Serra dos Orgaos, dans la forêt humide",NA,NA,"hb","Reçu le 27 mai 1896 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02199158' target='other'> <mi>dwc_moreinfo</mi></a>","P02199158","P02199158_01 P02199158_02",NA,NA,"Saka",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8973",NA,NA
"34","2015-09-03 20:49:02-03","MNHN","RECOLNAT_MNHN_P","P02199159","PreservedSpecimen",NA,NA,NA,"Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S.Suárez","Glaziou, A.",NA,"1890","12","7",NA,"Brasil","Rio de Janeiro","Larangeiras, au Cosme Velho","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02199159' target='other'> <mi>dwc_moreinfo</mi></a>","P02199159","P02199159_01","Rio de Janeiro",NA,"Saka","57442","auto",NA,NA,NA,NA,NA,NA,NA,"18546",NA,NA
"35","2020-12-11 11:44:15-03","UFMG","BHCB","7578","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Goeppertia","hirta","Goeppertia hirta","(Ravenna) Borchs. & S.Suárez","Andrade, PM de; Lopes, MA","512","1984","09","20","Southern America","Brasil","Minas Gerais","Est. Biol. De Caratinga","-42.1391983032227","-19.7896995544434",NA,"(Holótipo de Calathea hirta); Herbáceo, flores brancas; Mata Atlântica","BHCB046061","BHCB046061","Caratinga",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Holotypus",NA
"36","2020-12-11 11:44:15-03","UFMG","BHCB","112122","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S.Suárez","Stehmann, JR","4709","2007","02","07","Southern America","Brasil","Espírito Santo","Reserva Florestal de Linhares, Nativo","-39.962783","-19.209189",NA,"Erva, flor creme.; Mata de tabuleiro","BHCB011540",NA,"Linhares",NA,NA,NA,NA,"2015","01",NA,"-39.962783","-19.209189","22","22",NA,NA,NA
"37","2020-12-11 11:44:15-03","UFMG","BHCB","200301","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S.Suárez","Luna, NK; Silva, FP; Cordula, E","283","2016","05","19","Southern America","Brasil","Pernambuco","Mata Gindaí, Após Barragem","-35.199722","-8.627333",NA,"Erva com 0,3m de altura, flores brancas; Mata Atlântica, borda","BHCB200301","BHCB200301","Sirinhaém",NA,NA,NA,NA,"2016",NA,NA,"-35.199722","-8.627333",NA,NA,NA,NA,NA
"38","2020-12-11 11:44:15-03","UFMG","BHCB","12043","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S.Suárez","Costa, LVC; et al.","188","1987","11","27","Southern America","Brasil","Minas Gerais","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,"Erva, coloração amarela; Mata Atlântica","BHCB011522",NA,"Caratinga",NA,NA,"49886","auto","2015","01",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:44:15-03","UFMG","BHCB","7660","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S.Suárez","Andrade, PM de; Lopes, MA","527","1984","11","21","Southern America","Brasil","Minas Gerais","Estação Biológica de Caratinga. Matão.","-42.1391983032227","-19.7896995544434",NA,"Erva, flores brancas; Mata atlântica","BHCB010752",NA,"Caratinga",NA,NA,"49886","auto","2015","01",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:44:15-03","UFMG","BHCB","17705","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S.Suárez","Costa, LVC","344","1989","11","20","Southern America","Brasil","Minas Gerais","Estação Biológica de Caratinga, Trilha Ml","-42.1391983032227","-19.7896995544434",NA,"Erva; Mata Atlântica","BHCB011521",NA,"Caratinga",NA,NA,"49886","auto","2015","01",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:44:15-03","UFMG","BHCB","17739","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S.Suárez","Costa, LVC; et al.","398","1989","11","21","Southern America","Brasil","Minas Gerais","Estação Biológica de Caratinga, Trilha Ml","-42.1391983032227","-19.7896995544434",NA,"Erva; Mata atlântica, local sombreado","BHCB010753",NA,"Caratinga",NA,NA,"49886","auto","2015","01",NA,NA,NA,NA,NA,NA,NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","3072989","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Calathea","taeniosa","Calathea taeniosa","Joriss.","Michael T. Madison","Madison 5697","1978","11","2","South America","Brazil","Amazonas","Rio Negro Igarapé do Tarumá, near Manaus.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2009-07-27 09:32:00-03","MO","MOBOT","3069820","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Calathea","widgrenii","Calathea widgrenii","Körn.","Auguste F.M. Glaziou","Glaziou 8977","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-08-31 09:22:12-03","INPA","INPA","254613","S","Plantae","Monocotyledon","Zingiberales","Marantaceae","Calathea","taeniosa","Calathea taeniosa","Joriss.","Melo, LNT","6","2011","03","21","Southern America","Brasil","Amazonas","RPPN Sítio Bons Amigos, trilha localzada em mata contínua","-60.074556","-2.840444",NA,NA,"INPA0254613","INPA0254613 INPA0254613_e","Manaus",NA,"Costa, FRC da",NA,NA,"2011","02","07","-60.074556","-2.840444",NA,NA,NA,NA,NA
"45","2020-08-31 09:22:12-03","INPA","INPA","257167","S","Plantae","Monocotyledon","Zingiberales","Marantaceae","Calathea","taeniosa","Calathea taeniosa","Joriss.","Figueiredo, FOG de","397","2009","05","13","Southern America","Brasil","Pará","Comunidade Fortaleza, Ramal da Cemex","-54.57439","-3.48943",NA,NA,"INPA0257167",NA,"Placas",NA,NA,NA,NA,NA,NA,NA,"-54.57439","-3.48943",NA,NA,NA,NA,NA
"46","2020-08-31 09:22:12-03","INPA","INPA","257220","S","Plantae","Monocotyledon","Zingiberales","Marantaceae","Calathea","taeniosa","Calathea taeniosa","Joriss.","Figueiredo, FOG de","564","2009","09","20","Southern America","Brasil","Pará","Flona do Trairão","-55.50068","-4.60753",NA,NA,"INPA0257220",NA,"Rurópolis",NA,NA,NA,NA,NA,NA,NA,"-55.50068","-4.60753",NA,NA,NA,NA,NA
"47","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","13945",NA,"Plantae",NA,NA,"Marantaceae","Goeppertia","widgrenii","Goeppertia widgrenii","(Körn.) Borchs. & S.Suárez","L. Kollmann; et al","3338","2000","11","21",NA,"Brasil","Espírito Santo","Parque Municipal Sombra da Tarde","-40.890833","-18.738333",NA,"Planta 30cm na luz forte. Flores brancas amareladas.","MBML013945","MBML013945","Barra de São Francisco",NA,"M.N. Saka/IX-2014",NA,NA,NA,NA,NA,"40W53'27","18S44'18",NA,NA,NA,NA,NA
