"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","typeStatus","relationshipType","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"196","2021-03-01 16:36:28-03","UNICAMP","UEC","11945","S","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(A.DC.) Landrum","Semir, J","Semir, J; Sazima, M","4951","1974","02","10","Brazil","Minas Gerais","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"Árvore +ou - 3m de alt, flores alvas.","UEC023618","UEC023618","1984","05","30","Km 126 ao longo da rodoviaLagoa Santa-- Conceição do Mato Dentro - Diamantina.","Magnoliopsida",NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"197","2020-02-10 17:55:49-03","UNICAMP","UEC","138259","S","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(A.DC.) Landrum","Meireles, LD","Costa, IR; Verola, CF; Urbanetz, C","597","2005","07","22","Brazil","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,"2019","2019","arbusto de até 2m, grande população, frutos imaturos e flores senescentes",NA,NA,"2013",NA,NA,"Pico da Caledônia, no topo do Pico da Caledônea. Marco geográfico do IBGE. Campos de altitude","Magnoliopsida",NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA
"198","2020-02-10 17:55:49-03","UNICAMP","UEC","139749","S","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(A.DC.) Landrum","Meireles, LD","Costa, IR; Verola, CF; Urbanetz, C","597","2005","07","22","Brazil","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,"2019","2019","arbusto de até 2m, grande população, frutos imaturos e flores senescentes","UEC037722","UEC037722","2013",NA,NA,"Pico da Caledônia, no topo do Pico da Caledônea. Marco geográfico do IBGE. Campos de altitude","Magnoliopsida",NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA
"199","2021-03-01 16:36:28-03","UNICAMP","UEC","160666","S","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(A.DC.) Landrum","Meireles, LD","Romão, GO; Dantas, APT","1421","2006","07","15","Brazil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"Subarbusto 1,5 m alt.; copa globosa; frutos castanho-esverdeados.; Campo de altitude, com afloramento rochoso, substrato seco e arenoso-pedregoso, com predomínio de gramíneas.","UEC017102","UEC017102","2013",NA,NA,"Parque Nacional da Serra dos Orgãos, Trilha para a Pedra do Sino, ca. 2km antes do Abrigo 4 - Pedra do Sino - Pedra da Baleia.","Magnoliopsida",NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"200","2021-03-01 16:36:28-03","UNICAMP","UEC","100605","S","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(A.DC.) Landrum","Meireles, LD","Shepherd, GJ; Goldenberg, R; Belinello, R; Galvão, JC; Santos, MV","9776","1997","02","18","Brazil","São Paulo","Queluz","-44.7700004577637","-22.5300006866455",NA,NA,"2500","2660","Arbusto 1,5m, flores brancas.&nf;; Vegetação subarbustiva e herbácea sobre pedras.","UEC040069","UEC040069","2009",NA,NA,"Crista da montanha vizinha à Pedra da Mina. Entre 22°25'53 S e 22°26'08 S e entre 44°50'03 W e 44°50'05 W.","Magnoliopsida",NA,NA,NA,NA,"14382","auto",NA,NA,NA,NA,NA,NA,NA
"201","2019-12-18 15:50:53-03","UFOP","OUPR","26002","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Silva, T.C.","Silva, T.C. da; Cardoso, R.C.","89","2012","03","22","Brasil","Minas Gerais","Ouro Preto","-43.517","-20.365056","-43.517","-20.365056","1586","1586","Arbusto, ca.2m, flores brancas. Campo rupestre, ferruginoso, de alta incidência de luz.",NA,NA,NA,NA,NA,"Serra da Brígida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2019-11-06 09:56:39-03","UFOP","OUPR","26353","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Cardoso, R.C.","Cardoso, R.C.; Da Silva, T.C.","137","2012","07","12","Brasil","Minas Gerais","Ouro Preto","-43.520556","-20.363889","-43.520556","-20.363889",NA,NA,"Arbusto, frutos secos, cerca de 1,5m de altura",NA,NA,"2012","07","26","Serra de Ouro Preto, Campo rupestre quartzítico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2019-12-18 15:50:53-03","UFOP","OUPR","33237","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Bünger, M.O.","Bünger, M.O.; Cândido, E.S. & Scalon, V.R.","116","2009","12","09","Brasil","Minas Gerais","Ouro Preto","-43.490833","-20.337275","-43.490833","-20.337275","1322","1322","Arbóreo ca.3,5m, frutos pruinosos pretos, caule acinzentado e não escamante.",NA,NA,"2009","12","09","Parque Estadual do Itacolomi, Trilha do Tesoureiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2019-11-06 09:56:39-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Kawasaki, M.L.","s.col.","s.n.","1894","02","10","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2019-11-06 09:56:39-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Kawasaki, M.L.","s.col.","s.n.","1893","02","10","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2019-11-06 09:56:39-03","UFOP","OUPR","25623","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Antônio-Silva, L.","Antônio-Silva, L.; Cardoso, R.C. & Messias, M.C.T.B.","316","2011","06","09","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"1476","1476","Arbusto aprox. 1,5m de altura, com frutos imaturos, cálice persistente nos frutos, ramos jovens ferrugíneos. Canga encouraçada",NA,NA,"2011","10","30","APA Estadual Cachoeira das Andorinhas, Serra da Brígida, Fazenda Serra da Brígida",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"207","2019-11-06 09:56:39-03","UFOP","OUPR","22803","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Bünger, M.O.","Magalhães-Gomes, C.T.","s.n.","1893","08",NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Ex Herb. Magalhães Gomes n. 1068",NA,NA,"2011","03",NA,"Base do Itacolomy",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"208","2019-11-06 09:56:39-03","UFOP","OUPR","22802","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Bünger, M.O.","Magalhães-Gomes, C.T.","s.n.","1894","08","08","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Frutex, cor alba. Ex Herb. Magalhães Gomes n. 2425",NA,NA,"2011","03",NA,"Itacolomy",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"209","2019-11-06 09:56:39-03","UFOP","OUPR","21703","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Sobral, M.","Pedreira, G.","647","2008","03","04","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Árvore. Floresta Paludosa de Altitude.",NA,NA,"2008","04","01","Parque Estadual do Itacolomi",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"210","2019-11-06 09:56:39-03","UFOP","OUPR","21153","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Sobral, M.","Bünger, M.O.; Scalon, V.R. & Silva, J.L.","49","2008","01","14","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto de cerca de 1,20m, fruto pruinoso preto, ramos jovens ferruginosos, caule acinzentado",NA,NA,"2008",NA,NA,"Parque Estadual do Itacolomi, Calais, campo rupestre quartzítico",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"211","2019-11-06 09:56:39-03","UFOP","OUPR","21152","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Sobral, M.","Bünger, M.O.; Scalon, V.R. & Silva, J.L.","46","2008","01","14","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto de aprox. 1,0m, ramos jovens ferruginosos, botões florais com cálice ferruginoso e corola creme, caule acinzentado",NA,NA,"2008",NA,NA,"Parque Estadual do Itacolomi, Campo rupestre quartzítico",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"212","2019-11-06 09:56:39-03","UFOP","OUPR","21151","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Sobral, M.","Bünger, M.O.; Scalon, V.R. & Silva, J.L.","28","2007","11","12","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Estames castanhos, inflorescências axilares com duas a três flores",NA,NA,"2008",NA,NA,"Parque Estadual do Itacolomi, Estrada de Calais, campo rupestre quartzítico",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"213","2019-11-06 09:56:39-03","UFOP","OUPR","21667","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum",NA,"Bünger, M.O.; Scalon, V.R. & Silva, J.L.","52","2008","04","09","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Lanuginosa",NA,NA,NA,NA,NA,"Parque Estadual do Itacolomi, Início da trilha da Lagoa Seca, 14,95m, campo rupestre quartzítico",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"214","2019-11-06 09:56:39-03","UFOP","OUPR","19394","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Sobral, M.","Bünger, M.O.; Scalon, V.R. & Silva, J.L.","03","2007","10","29","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto, 1,0m, face inferior da folha esbranquiçada e lanuginosa",NA,NA,"2008",NA,NA,"Parque Estadual do Itacolomi, Morro do Cachorro, campo rupestre quartzítico",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"215","2019-11-06 09:56:39-03","UFOP","OUPR","31411","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Pedrosa, L.G.","Pedrosa, L.G.","470","2018","06","20","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto, 2m. Flores alvas. Campo rupestre.",NA,NA,"2018","06","20","Parque Estadual do Itacolomi, Serra do Baú.",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"216","2019-11-06 09:56:39-03","UFOP","OUPR","21672","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum",NA,"Bünger, M.O.; Scalon, V.R. & Silva, J.L.","58","2008","04","09","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto laxo, 1,5m. Frutos pretos pruinosos. Botões florais com indumento ferruginoso claro. Campo rupestre quartzítico.",NA,NA,NA,NA,NA,"Parque Estadual do Itacolomi, Trilha para Lagoa Seca, perto de afloramento com uma população grande de Myrcia obovata.",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"217","2020-12-04 13:19:29-03","UDESC","LUSC","5486","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum",NA,"F.F.Mazine; W.Forster & L.S.Leoni","155","1999","08","17","Brasil","Minas Gerais","Alto Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,NA,NA,";;Imaturo;Frutos esbranquiçados.","LUSC004801","LUSC004801",NA,NA,NA,"Parque Nacional do Caparaó, Lado direito da trilha, subindo o barranco, saindo da trilha para o Vale Encantado (lodo direito de quem vai para o vale).",NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA
"218","2020-12-04 13:19:29-03","UDESC","LUSC","7163","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","F.F.Mazine","E.J. Lucas; et al.","503","2006","11","19","Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"LUSC004911","LUSC004911",NA,NA,NA,"Parque Nacional da Serra dos Órgãos, trilha para a Pedra do Sino, arredores da cachoeira grande. Floresta Ombrófila Densa Alto - montana, na beira da trilha.",NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"219","2019-11-08 08:53:51-03","FURB","FURB","3997","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Uhlmann, A","Pozzobon, M.",NA,"2004","06","01","Brasil","Santa Catarina","Indaial","-49.2036111","-26.8833333","-49.2036111","-26.8833333","59","59",NA,"FURB32936","FURB32936","2005","08","12","PCH.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-10-14 10:03:27-03","FURB","FURB","13271","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Sobral, M","Verdi, M.; Gasper, A.L. de","2073","2009","04","27","Brasil","Santa Catarina","Urubici","-49.5911111","-28.0825","-49.5911111","-28.0825000","1407","1407","Florística IFFSC 165(Arbórea) Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; entorno da mata Habito: arbórea;","FURB32938","FURB32938","2009","07","17","Xaxim.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-10-14 10:03:27-03","FURB","FURB","13527","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Sobral, M","Verdi, M.; Hasckel, R.P. & Klemz, G.","1938","2009","04","03","Brasil","Santa Catarina","Urubici","-49.4122222","-27.9922222","-49.4122222","-27.9922222","1482","1482","Fito IFFSC 192/S/77 Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: arbórea;","FURB32939","FURB32939","2009","07","17","Campo dos Padres.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2020-10-14 10:03:27-03","FURB","FURB","33737","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Sobral, M","Verdi, M.; Dreveck, S.","5723","2010","10","13","Brasil","Santa Catarina","São Bento do Sul","-49.2238889","-26.2819445","-49.2238889","-26.2819445","995","995","Plano de Manejo APA do Rio Vermelho/Humbold Habitat: Floresta Ombrófila Mista; Estágio Médio Habito: arvoreta;","FURB32947","FURB32947","2015","07","10","Minas de Caulin - APA Rio Vermelho/Humbold.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-10-14 10:03:27-03","FURB","FURB","34979","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Sobral, M","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","5916","2010","06","15","Brasil","Santa Catarina","São Martinho","-48.87","-28.08","-48.8700000","-28.0800000","517","517","Voucher estéril IFFSC 173 (Fitossociologia) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea;","FURB32943","FURB32943","2010",NA,NA,"Hoepers/Vargem do Cedro/Parque Estadual da Serra do Tabuleiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-10-14 10:03:27-03","FURB","FURB","36154","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Gasper, AL de","Gasper, A.L. de; Oliveira-Filho, A.T.; Bueno, M.L.; Leal, B.S.S. & Rezende, V.L.","2781","2011","03","21","Brasil","Minas Gerais","Delfim Moreira","-45.3147222","-22.5925","-45.3147222","-22.5925000","1641","1641",NA,"FURB32942","FURB32942","2011","03","31","Trilha dos Romeiros - próximo a Mata do Barão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-11-08 08:53:51-03","FURB","FURB","39802","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Sobral, M","Gasper, A.L. de; Carneiro, F.E.","3068","2012","12","11","Brasil","Santa Catarina","Campo Alegre","-49.2583333","-26.2133333","-49.2583333","-26.2133333","958","958",NA,"FURB32946","FURB32946","2015","07","10","Estrada para as Minas de Caulin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-10-14 10:03:27-03","FURB","FURB","42598","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Sobral, M","Uhlmann, A.; et al.","420","2011","09","01","Brasil","Rio de Janeiro","Nova Friburgo","-42.5869444","-22.3536111","-42.5869444","-22.3536111","2200","2200","em escrube altomontana Habitat: Floresta Ombrófila Densa Alto Montana; Habito: arbustiva;","FURB32940","FURB32940","2012","07",NA,"Pico da Caledônia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-10-14 10:03:27-03","FURB","FURB","49629","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Vieira, F. C. S.","Schwirkowski, P.","1561","2016","02","07","Brasil","Santa Catarina","São Bento do Sul","-49.2213889","-26.2847222","-49.2213889","-26.2847222","1000","1000","Habitat: Campo de altitude com fragmentos de FOM Habito: Arbusto 2 m alt. Flores amareladas, frutos avermelhados quando maduros","FURB49629","FURB49629","2020","04","17","Minas de caulin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-10-14 10:03:27-03","FURB","FURB","54359","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Vieira, F. C. S.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","692","2017","07","12","Brasil","Santa Catarina","Rio Negrinho","-49.5905555","-26.4597222","-49.5905555","-26.4597222","865","865","fruto imaturo Habitat: borda da U.A. Habito: árvore","FURB54359","FURB54359","2020","04","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2021-03-24 16:38:37-03","FURB","FURB","54395","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Vieira, F.C.S","Santos, E.P.; Brotto, M.L. & Dornelles, R.","1170","2007","01","25","Brasil","Paraná","São José dos Pinhais","-49.05","-25.75","-49.0500000","-25.7500000","1350","1350","Flores alvas Habitat: Floresta Ombrófila Densa Altomontana Habito: Árvore","FURB54395","FURB54395","2021","03","01","Serra de Araçatuba, Morro dos Perdidos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-10-14 10:03:27-03","FURB","FURB","62650","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Kassner-Filho, A.","Kassner-Filho, A.","4676","2019","02","09","Brasil","Santa Catarina","Bom Retiro","-49.5905555","-27.9005556","-49.5905555","-27.9005556",NA,NA,"Arbórea;6m;flor branca Habitat: Interior de Unidade Amostral. Floresta Ombrófila Mista; Estágio Inicial a Médio. Habito: Arbórea","FURB62650","FURB62650","2019","02","09","Serra do Panelão. Serra do Panelão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-12-09 14:47:01-03","FURB","FURB","64275","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Kassner-Filho, A","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","5072","2019","04","10","Brasil","Santa Catarina","São José do Cerrito","-50.5786111","-27.6319445","-50.5786111","-27.6319445","1051","1051","Fruto imaturo Habitat: Interior de Unidade Amostral;Floresta Ombrófila Mista; Estágio Avançado a Médio Habito: Arbórea","FURB64275","FURB64275","2019","04","10","Faxinal dos Ferreiras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-10-14 10:03:27-03","FURB","FURB","64294","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Funez, L.A.","Funez, L.A.; Costa-Rezende, D.H., Ribeiro-Nardes, W., Kossmann, T., Kassner-Filho, A., Bones, F.L.V.","8699","2019","01","25","Brasil","Santa Catarina","Urubici","-49.6133333","-28.1461111","-49.6133333","-28.1461111","1300","1300","Botões florais brancos Habitat: Floresta Ombrófila Mista Habito: Árvore","FURB64294","FURB64294","2019","01","25","Parcela TNR-1300 (PELD-PPBio). Parque Nacional de São Joaquim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-10-14 10:03:27-03","FURB","FURB","64546","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","4711","2019","02","12","Brasil","Santa Catarina","Urubici","-49.4122222","-27.9922222","-49.4122222","-27.9922222","1482","1482","Flor branca Habitat: Floresta Ombrófila Mista;Estágio Médio/Avançado; Interior da unidade amostral Habito: Arbórea","FURB64546","FURB64546","2019","02","12","Campo dos padres.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-10-14 10:03:27-03","FURB","FURB","65117","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Kassner-Filho, A.","Funez, L.A.; Ribeiro-Nardes, W., Costa-Rezende, D.H., Kassner-Filho, A., Bones, F., Kossmann, T.","8711","2019","01","25","Brasil","Santa Catarina","Urubici","-49.6133333","-28.1461111","-49.6133333","-28.1461111","1300","1300","Flores brancas Habitat: Margem do rio Habito: Árvore","FURB65117","FURB65117","2019","02","28","Santa Bárbara, Parcela TNR-1300 do Peld-PPBio. Parque Nacional de São Joaquim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-10-14 10:03:27-03","FURB","FURB","66012","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Vieira, F.S.","Schwirkowski, P.","3821","2019","12","28","Brasil","Santa Catarina","São Bento do Sul","-49.2733334","-26.2733334","-49.2733334","-26.2733334","1050","1050","FOM Habitat: Heliófita, cálice verde, corola branca Habito: Árvore","FURB66012","FURB66012","2019","12","28","Bairro Rio Vermelho. Propriedade de Carlos Rodolfo Hantschel.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-12-09 14:47:01-03","FURB","FURB","66465","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Kassner-Filho, A.","Kassner-Filho, A.","5595","2020","02","24","Brasil","Santa Catarina","Rio dos Cedros","-49.3719445","-26.5597222","-49.3719445","-26.5597222","750","750","flor braca Habitat: borda do fragmento Habito: arbórea","FURB66465","FURB66465","2020","02","24","Cachoeira Formosa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2020-10-14 10:03:27-03","FURB","FURB","8895","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Sobral, M","Verdi, M.; Carneiro, F.E.","501","2008","03","26","Brasil","Santa Catarina","São José do Cerrito","-50.5786111","-27.6319445","-50.5786111","-27.6319445","1051","1051","Florística IFFSC 297. Habitat: Floresta Ombrófila Mista; Habito: flor botão floral","FURB32937","FURB32937","2008","04","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2020-10-14 10:03:27-03","FURB","FURB","2227","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Wagner, M.A.","Roderjan, C.V.",NA,"1992","03","16","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"1350","1350","Pouco frequente na floresta alto montana. Habitat: floresta Habito: arbórea; flor alva","FURB27878","FURB27878","2015","11","12","Morro Anhangava.",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"239","2020-10-14 10:03:27-03","FURB","FURB","10059","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Sobral, M","Kinupp, V.F.","250","1997","02","10","Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Folha com cobertura pilosa.","FURB32935","FURB32935","2000",NA,NA,"Canyon Guartelá.",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"240","2020-10-14 10:03:27-03","FURB","FURB","3250","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Sevegnani, L","Sevegnani, L.",NA,"1997","05","01","Brasil","Rio Grande do Sul","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,NA,"FURB32934","FURB32934","1997","05","01",NA,NA,NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA
