"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","imagecode","geoFlag","fieldNumber","phylum","class","order","individualCount","typeStatus"
"1","2020-09-23 10:37:33-03","E","E","207052","PreservedSpecimen","Plantae","Compositae","Chrysolaena","hatschbachii","Chrysolaena hatschbachii","Ratter, J.A.; Bridgewater, S.; Filho, J. Fonsêca; Ribeiro, J.F. & Proença, C.","1799","1997","11","11","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:217944","<a href=http://data.rbge.org.uk/herb/E00207052 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00207052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-12-21 16:15:33-03","MBM","MBM","329693","PreservedSpecimen","Plantae","Asteraceae","Chrysolaena","dusenii","Chrysolaena dusenii","Silva, J.M.; Barboza, E.; Barboza, E.","5582","2007","03","21","Southern America","Brazil",NA,NA,"Cultivada; flor lilás","MBM329693","(Malme) Dematt.","Nakajima, J.","2009","09","Paraná","Piraí do Sul","Serra das Furnas","-49.948600769043","-24.5261001586914","37171","MBM329693","auto",NA,NA,NA,NA,NA,NA
"3","2020-12-21 16:15:33-03","MBM","MBM","196752","PreservedSpecimen","Plantae","Asteraceae","Chrysolaena","hatschbachii","Chrysolaena hatschbachii","Souza, V.C.; et al.; et al.","2247","1993","02","13","Southern America","Brazil",NA,NA,NA,"MBM196752","H. Rob.","Leitão f.; H.F.",NA,NA,"São Paulo","Itararé","Estrada Itararé - Bonsucesso","-49.3400001525879","-24.1100006103516","27729","MBM196752","auto",NA,NA,NA,NA,NA,NA
"4","2018-01-18 12:16:25-02","MNHN","RECOLNAT_MNHN_P","P04374827","PreservedSpecimen",NA,"Asteraceae","Vernonia","dusenii","Vernonia dusenii","Muller",NA,"1880","1","8",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04374827' target='other'> <mi>dwc_moreinfo</mi></a>","P04374827","Malme","Nakajima",NA,NA,NA,NA,"Brésil. São Bento, Rincão das Pedras.",NA,NA,NA,"P04374827_01",NA,"115",NA,NA,NA,NA,NA
"5","2020-12-11 11:32:42-03","UFMG","BHCB","97378","PreservedSpecimen","Plantae","Asteraceae","Chrysolaena","hatschbachii","Chrysolaena hatschbachii","Linsingen; Sonehara","139","2000","06","03","Southern America","Brasil",NA,NA,"Campo cerrado. Alterado. Arbusto. Flores roxas.",NA,"H.Rob.",NA,NA,NA,"Paraná","Jaguariaíva","Lago Azul.","-49.7057991027832","-24.2511005401611","44368",NA,"auto",NA,"Dicotyledon",NA,NA,NA,NA
"6","2020-09-12 05:00:02-03","US","US","3353696","PreservedSpecimen","Plantae","Asteraceae","Chrysolaena","hatschbachii","Chrysolaena hatschbachii","O. S. Ribas & L. B. Pereira","1655","1997","2","9","South America","Brazil",NA,NA,NA,"US01633184","H. Rob.",NA,NA,NA,"Paraná",NA,"Fazenda Barros (Mun. Jaguariaiva) Parana",NA,NA,NA,"US01633184_01",NA,NA,NA,"Dicotyledonae","Asterales","1",NA
"7","2020-09-12 05:00:02-03","US","US","3215730","PreservedSpecimen","Plantae","Asteraceae","Chrysolaena","hatschbachii","Chrysolaena hatschbachii","G. Hatschbach, M. M. Hatschbach & V. Nicolack","53574","1989","11","19","South America","Brazil",NA,NA,NA,"US00409563","H. Rob.",NA,NA,NA,"Paraná","Piraí do Sul","Estrada do Cerne, Serra das Furnas.","-49.948600769043","-24.5261001586914","37171","US00409563_01","auto",NA,NA,"Dicotyledonae","Asterales","1","Isotype"
