"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","year","month","day","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"207","2020-02-10 17:51:51-03","UNICAMP","UEC","147751","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Campos, MCR; Belinello, R; Assis, MA; Guaraldo, A","Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,NA,NA,NA,NA,NA,"Campos, MCR","2007","09",NA,"2006","05","06","indivíduo E0384, altura 10m","278",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2021-03-01 16:27:58-03","UNICAMP","UEC","148860","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Aranha, BA","Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J.","-45.144908","-23.617747","-45.144908","-23.617747","380","380","UEC059847","UEC059847","Aranha, BA","2008","10",NA,"2007","01","10","Indivíduo regenerante no sobosque.","495",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-02-10 17:51:51-03","UNICAMP","UEC","150243","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Bertoncello, R; Pansonato, M","Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Morro do Cuscuzeiro.","-44.789167","-23.2975","-44.789167","-23.2975","970","970","UEC059849","UEC059849","Bertoncello, R","2008",NA,NA,"2007","06","10",NA,"644",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-03-01 16:27:58-03","UNICAMP","UEC","151139","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Torres, RB; Figueiredo, N; Oliveira, AR","Brazil","São Paulo","Angatuba","Estação Ecológica de Angatuba.","-48.350556","-23.423889","-48.350556","-23.423889","624","624","UEC059833","UEC059833","Torres, RB","1988",NA,NA,"1987","11","13","Árvore 20m. Beira da mata secundária. Inflorescências ferrugíneas. Flores perfumadas com pétalas brancas. Filetes branco arroxeados nos extremos.; Mata Secundária.","318",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-03-01 16:27:58-03","UNICAMP","UEC","154004","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Santos, K","Brazil","São Paulo","Campinas","Campinas/Itatiba.","-47","-22.783333","-47","-22.783333",NA,NA,"UEC059852","UEC059852","Santos, K","2001",NA,NA,"1999","10","11","Árvore perenifólia; zoocórica. Altura total: 10m; altura do fuste: 7m. PAP: 58 cm. Casca rugosa; madeira moderadamente pesada.; Mata Furnas.","664",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2021-03-01 16:27:58-03","UNICAMP","UEC","159870","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Miashike, RL; Ivanauskas, NM; Silva, JB; Machado, SD","Brazil","São Paulo","Iporanga","Parque Estadual Turístico do Alto Ribeira, Núcleo Caboclos, Trilha Casa de Pedra.","-48.6","-24.452778","-48.6","-24.452778","530","530","UEC017919","UEC017919","Franco, GADC","2010","01","29","2009","12","06","Arvoreta. Flores com cálice verde, pétalas brancas e estames lilases.; Floresta Ombrófila Densa Montana (SAD69, Zona 22J).","39",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-03-01 16:27:58-03","UNICAMP","UEC","161064","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Stefani, EJF; Belinello, R; Galvão, JC","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar.","-45.525556","-23.620833","-45.525556","-23.620833","50","90","UEC059924","UEC059924","Stefani, EJF","2010","12",NA,"2010","05","29","Árvore com 11m.; Mata Atlântica.","59",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2021-03-01 16:27:58-03","UNICAMP","UEC","166946","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Stefani, EJF; Belinello, R; Galvão, JC","Brazil","São Paulo","Paraibuna","Parque Estadual da Serra do Mar.","-45.556667","-23.599444","-45.556667","-23.599444","800","900","UEC059923","UEC059923","Stefani, EJF","2011","10",NA,"2011","06","30","Árvore com 12m.; Mata Atlântica.","249",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-03-01 16:27:58-03","UNICAMP","UEC","167504","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Santos, K; Belinello, R","Brazil","São Paulo","Campinas","Mata Ribeirão Cachoeira (Área C3); área total: 224,9 ha., Floresta estacional semidecidual.","-46.916667","-22.816667","-46.916667","-22.816667","756","756","UEC035897","UEC035897","Santos, K",NA,NA,NA,"1999","08","18","Árvore perenifólia, zoocórica; córtex rugoso, madeira moderadamente pesada; altura total: 9 m; altura do fuste: 4 m; PAP: 33 cm.","409",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-03-01 16:27:58-03","UNICAMP","UEC","167511","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Santos, K; Belinello, R","Brazil","São Paulo","Campinas","Mata da fazenda Capoeira Grande (Fragmento M1); área total: 19,9 ha., Floresta estacional semidecidual.","-46.9","-22.866667","-46.9","-22.866667","885","885","UEC091353","UEC091353","Santos, K",NA,NA,NA,"2000","08","16","Árvore perenifólia, zoocórica; córtex rugoso, madeira moderadamente pesada; altura total: 8 m; altura do fuste: 5 m; PAP: 34 cm. 26-50 % da copa infestada por lianas.","3007",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-03-01 16:27:58-03","UNICAMP","UEC","167512","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Santos, K; Belinello, R","Brazil","São Paulo","Campinas","Mata da Fazenda Santa Helena (Fragmento P1); área total: 12,4 ha., Floresta estacional semidecidual.","-46.9","-22.9","-46.9","-22.9","887","887","UEC091356","UEC091356","Santos, K",NA,NA,NA,"2000","06","21","Árvore perenifólia, zoocórica; córtex rugoso, madeira moderadamente pesada; altura total: 12 m; altura do fuste: 4 m; PAP: 47 cm.","2289",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-03-01 16:27:58-03","UNICAMP","UEC","167515","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Santos, K; Belinello, R","Brazil","São Paulo","Campinas","Mata Ribeirão Cachoeira (Área C1); área total: 224,9 ha., Floresta estacional semidecidual.","-46.916667","-22.816667","-46.916667","-22.816667","653","653","UEC091384","UEC091384","Santos, K",NA,NA,NA,"2000","02","03","Árvore perenifólia, zoocórica; córtex rugoso, madeira moderadamente pesada; altura total: 6 m; altura do fuste: 2 m; PAP: 52 cm.&nf;76-100 % da copa infestada por lianas.","1015",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-03-01 16:27:58-03","UNICAMP","UEC","167528","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Santos, K; Belinello, R","Brazil","São Paulo","Campinas","Mata da Fazenda Santana do Atalaia (Fragmento M4); área total: 25,2 ha. Floresta estacional semidecídual.","-46.883333","-22.8","-46.883333","-22.8","733","733","UEC091355","UEC091355","Santos, K",NA,NA,NA,"2000","06","10","Árvore perinifólia, zoocórica; córtex rugoso, madeira moderadamente pesada; altura total : 12 m; altura do fuste: 8 m; PAP: 83 cm. 51-75 % da copa infestada por lianas.","1871",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-03-01 16:27:58-03","UNICAMP","UEC","174181","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Sanchez, M; Pedroni, F","Brazil","São Paulo","Ubatuba","Picinguaba.","-44.8","-23.366667","-44.8","-23.366667",NA,NA,"UEC089108","UEC089108","Sanchez, M",NA,NA,NA,"1997","01","18","Árvore número s. número com m de altura, com flores com pétalas brancas e filetes lilases.; Mata Atlântica de Encosta, Margens do Rio da Fazenda.","2359",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-03-01 16:27:58-03","UNICAMP","UEC","182210","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Cadorin, TJ; Clemes, SM; Oliveira, CPL","Brazil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.235589","-26.365003","-49.235589","-26.365003","417","417","UEC078281","UEC078281","Cadorin, TJ","2009","11","21","2009","11","21","Arbórea, flor branca com estames lilás.; Ecótono Floresta ombrófila densa, interior do fragmento.","330",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-03-01 16:27:58-03","UNICAMP","UEC","182556","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Stival-Santos, A; Legal, E; Silveira, A","Brazil","Santa Catarina","Itajaí","Brilhante.","-48.780278","-26.999722","-48.780278","-26.999722","72","72","UEC065008","UEC065008","Stival-Santos, A","2009","11","20","2009","11","20","Arbórea, 6 m de altura, flores brancas com estames lilás.; Floresta ombrófila densa.","1271",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2021-03-01 16:27:58-03","UNICAMP","UEC","188857","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Silva, BG; Castello, ACD; Kataoka, EY; Vidal Junior, JD","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9725","-24.064722","-47.9725","-24.064722","800","800","UEC119455","UEC119455",NA,NA,NA,NA,"2015","02","12","Árvore, 5 m de altura e 4,5 cm de DAP; Floresta Ombrófila Densa","293",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2021-03-01 16:27:58-03","UNICAMP","UEC","192545","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Castello, ACD; Koch, I; Gonçalves, BS; Vidal Junior, JD","Brazil","São Paulo","São Miguel Arcanjo","borda da estrada interna do parque, Parque Estadual Carlos Botelho","-47.97","-24.066111","-47.97","-24.066111",NA,NA,"UEC155882","UEC155882",NA,NA,NA,NA,"2015","01","08","Arvoreta, pétalas brancas, estamos roxos; Floresta Ombrófila Densa","78",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2021-03-01 16:27:58-03","UNICAMP","UEC","200705","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Pereira, LS; Belinello, R; Gomes, JAMA; Rosado, BHP; Cavalin, PO","Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","990","1045","UEC158098",NA,"Tamashiro, JY; Pereira, LS","2008",NA,NA,"2008","12","07","Parcela N - Projeto Biota-FAPESP. Árvore com 10 metros de altura. Frequência da espécie na parcela: n=8; Mata Atlântica","N715",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2021-03-01 16:27:58-03","UNICAMP","UEC","35625","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Weyland Vieira, MC","Brazil","Rio de Janeiro",NA,"Floresta da Tijuca.",NA,NA,NA,NA,NA,NA,"UEC059919","UEC059919",NA,NA,NA,NA,"1982","01","13","Árvore - Flores com pétalas brancas e estames violeta (Sépalas verdes). Pequeno perfume.","234",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2021-03-01 16:27:58-03","UNICAMP","UEC","39943","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Leitão Filho, HF; Tamashiro, JY","Brazil","São Paulo",NA,"Ilha do Cardoso. Nativo em restinga.",NA,NA,NA,NA,NA,NA,"UEC059918","UEC059918","Jung-Mendaçolli, SL","1997","05","13","1985","12","05","Arbusto até 4m; flores lilas-claro; filetes arroxeados.","18036",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2021-03-01 16:27:58-03","UNICAMP","UEC","40219","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Tamashiro, JY; Leitão Filho, HF","Brazil","São Paulo",NA,"Ilha do Cardoso.",NA,NA,NA,NA,NA,NA,"UEC059915","UEC059915","Jung-Mendaçolli, SL","1997","05","13","1985","12","03","Árvore até 20m; flores com cálice pardacento; pétalas branco-lilases e filetes lilases.; Mata restinga.","17988",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2021-03-01 16:27:58-03","UNICAMP","UEC","82298","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Leitão Filho, HF; Rodrigues, RR; Santin, DA; Nave, AG; Sanchez, M; Mansano, VF; Seoane, CE","Brazil","São Paulo","Ubatuba","Estrada à esquerda da entrada de Laranjeiras.","-44.681389","-23.328889","-44.681389","-23.328889",NA,NA,"UEC059836","UEC059836","Santin, DA",NA,NA,NA,"1996","01","31","Árvore com 20m de altura, flores de borda lilas.; Encosta atlântica.","34740",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2021-03-01 16:27:58-03","UNICAMP","UEC","79618","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Rodrigues, RR; et al.","Brazil","São Paulo","Cananéia","Estrada Pariquera-Açu, 4Km estrada de terra.","-47.510278","-24.524722","-47.510278","-24.524722",NA,NA,"UEC059840","UEC059840",NA,NA,NA,NA,"1995","02","07","Árvore 8m, frutos imaturos esverdeados e maduros vináceos.; Transição mata de encosta restinga.","32621",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2021-03-01 16:27:58-03","UNICAMP","UEC","80524","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Cardoso-Leite, E; Oliveira, A","Brazil","São Paulo","São Roque","Mata da Câmara.","-47.1125","-23.523889","-47.1125","-23.523889",NA,NA,"UEC059815","UEC059815","Cardoso-Leite, E",NA,NA,NA,"1993","07","27","10m de altura.; Mata mesófila semidecídua.","154",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2021-03-01 16:27:58-03","UNICAMP","UEC","61788","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Bernacci, LC","Brazil","São Paulo",NA,"Fazenda São Vicente, mata.",NA,NA,NA,NA,NA,NA,"UEC059844","UEC059844",NA,NA,NA,NA,"1989","12","06","Árvore ca. 1,20m de altura; flores róseo-azuladas. Interior da mata.","24443",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2021-03-01 16:27:58-03","UNICAMP","UEC","91969","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Ivanauskas, NM","Brazil","São Paulo","Pariquera-Açu","Propriedade de Antônio Povinski.","-47.876944","-24.675833","-47.876944","-24.675833",NA,NA,"UEC059821","UEC059821","Ivanauskas, NM","1996","04","08","1995","11","08","Árvore de 4m. Flores em botão.; Floresta Atlântica.","531",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2021-03-01 16:27:58-03","UNICAMP","UEC","91970","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Ivanauskas, NM","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico.","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"UEC059822","UEC059822","Ivanauskas, NM","1996","04","08","1995","12","16","Árvore de 7m. Casca creme, fissurada longitudinalmente. Flores brancas, estames lilases.; Floresta Atlântica.","612",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2021-03-01 16:27:58-03","UNICAMP","UEC","91978","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Ivanauskas, NM","Brazil","São Paulo","Pariquera-Açu","Propriedade de Antônio Povinski.","-47.876944","-24.675833","-47.876944","-24.675833",NA,NA,"UEC059816","UEC059816","Ivanauskas, NM","1996","04","08","1995","12","18","Árvore de 5m. Flores brancas com estames lilases. Frutos.; Floresta Atlântica.","639",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2021-03-01 16:27:58-03","UNICAMP","UEC","124107","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Forzza, RC; Meireles, LD","Brazil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama.","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"UEC059827","UEC059827","Meireles, LD","2001","10",NA,"2000","11","25","Árvore ca. 5m, interior de mata em local plano. Cálice verde e corola alva com ápice rosado e estames róseos.","1684",NA,NA,NA,"Magnoliopsida",NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA
"237","2021-03-01 16:27:58-03","UNICAMP","UEC","21469","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Hatschbach, G; Kasper, A","Brazil","Paraná","Paranaguá","Col. Pereira.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC059825","UEC059825","Hatschbach, G","1978","12",NA,"1978","11","10","Árvore 6m; flor alvecente, estames ápice lilás.; Mata pluvial, planícei litorânea.","41713",NA,NA,NA,"Magnoliopsida",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"238","2021-03-01 16:27:58-03","UNICAMP","UEC","60642","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Britez, RM","Brazil","Paraná","Paranaguá","Ilha do Mel. Morro Bento Alves.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC059920","UEC059920",NA,NA,NA,NA,"1987","11","07","Árvore de 12m com botões, frequente em floresta de encosta.","24638",NA,NA,NA,"Magnoliopsida",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"239","2021-03-01 16:27:58-03","UNICAMP","UEC","60641","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Melo, E; Souza, WS","Brazil","Paraná","Paranaguá","Ilha do Mel. Morro do Meio.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC059843","UEC059843",NA,NA,NA,NA,"1987","03","21","Árvore de 7m, CAP= 40+30cm; flores esverdeadas.; Em floresta de encosta.","24639",NA,NA,NA,"Magnoliopsida",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"240","2021-03-01 16:27:58-03","UNICAMP","UEC","55675","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Meira Neto, JAA; Bernacci, LC; Grombone-Guaratini, MT; Leitão Filho, HF; Tamashiro, JY","Brazil","São Paulo","Atibaia","Faz. Grota Funda.","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"UEC059914","UEC059914",NA,NA,NA,NA,"1987","11","16","Árvore com 7m; flores com cálice ferrugíneo; estames com filetes vermelhos; ovário amarelado. Dentro da mata. Pétalas brancas.","21328",NA,NA,NA,"Magnoliopsida",NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA
"241","2021-03-01 16:27:58-03","UNICAMP","UEC","56100","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Grombone-Guaratini, MT","Brazil","São Paulo","Campinas","Bosque dos Italianos.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC059922","UEC059922","Sanchez, M","1996","05",NA,"1989","11","08","Arvoreta com 3m de altura; cor bispo (corola), estames numerosos.","22417",NA,NA,NA,"Magnoliopsida",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"242","2021-03-01 16:27:58-03","UNICAMP","UEC","57991","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Franceschinelli, EV","Brazil","São Paulo","Campinas","Bosque dos Italianos.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC059921","UEC059921","Sanchez, M","1996","05",NA,"1989","11","14","Árvore de 8m de altura; flores com cálice esverdeado; corola alaranjada e filetes arroxeados.","22534A",NA,NA,NA,"Magnoliopsida",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"243","2021-03-01 16:27:58-03","UNICAMP","UEC","55047","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Siqueira, MF","Brazil","São Paulo","Campinas","Bosque dos Italianos.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC059911","UEC059911","Sanchez, M","1996","05",NA,"1989","10","31","Arbóreas; flores brancas e botões.","22014",NA,NA,NA,"Magnoliopsida",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"244","2021-03-01 16:27:58-03","UNICAMP","UEC","58040","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Castro, MMS","Brazil","São Paulo","Campinas","Bosque dos Italianos.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC059817","UEC059817","Sanches, M","1996","05",NA,"1989","11","03","Arbustivo, presença de botões, flores brancas com estames azulados.","22047",NA,NA,NA,"Magnoliopsida",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"245","2021-03-01 16:27:58-03","UNICAMP","UEC","070832","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Santin, DA; Fernandes, MA","Brazil","São Paulo","Campinas","Bosque São José.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC059824","UEC059824","Santin, DA",NA,NA,NA,"1993","11","04","Árvore de aprox. 9m.","33573",NA,NA,NA,"Magnoliopsida",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"246","2021-03-01 16:27:58-03","UNICAMP","UEC","118341","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Cielo-Filho, R","Brazil","São Paulo","Campinas","Distrito de Sousas, Mata Ribeirão Cachoeira (Condomínio Colinas do Atibaia).","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC073531","UEC073531","Cielo-Filho, R",NA,NA,NA,"2000","10","20","Árvore de aproximadamente 13m de altura, casca lisa, flores brancas de odor agradável.","269",NA,NA,NA,"Magnoliopsida",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"247","2021-03-01 16:27:58-03","UNICAMP","UEC","96269","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Penha, AS","Brazil","São Paulo","Campinas","Fazenda Santa Elisa.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC059835","UEC059835",NA,NA,NA,NA,"1997","11","19","Arvoreta 2,5m de altura, flores brancas.","s.n.",NA,NA,NA,"Magnoliopsida",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"248","2020-02-10 17:51:52-03","UNICAMP","UEC","21076","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Ruschi, A","Brazil","São Paulo","Campinas","Faz. Sta. Genebra.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC059823","UEC059823",NA,NA,NA,NA,"1978","11","27",NA,"10903",NA,NA,NA,"Magnoliopsida",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"249","2020-02-10 17:51:52-03","UNICAMP","UEC","86482","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Santin, DA","Brazil","São Paulo","Campinas","Mata Santa Terezinha.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC059850","UEC059850",NA,NA,NA,NA,"1993","03","11",NA,"30484",NA,NA,NA,"Magnoliopsida",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"250","2021-03-01 16:27:58-03","UNICAMP","UEC","1397","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Mathes, LAF","Brazil","São Paulo","Campinas","Nativo no bosque São José.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC059917","UEC059917",NA,NA,NA,NA,"1979","08","31","Árvore até 6m; flores lilases.","9499",NA,NA,NA,"Magnoliopsida",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"251","2020-02-10 17:51:52-03","UNICAMP","UEC","60930","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Tamashiro, JY; Rodrigues, RR; Haddad, CFB","Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC106177","UEC106177",NA,NA,NA,NA,"1984",NA,NA,NA,"3521",NA,NA,NA,"Magnoliopsida",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"252","2021-03-01 16:27:58-03","UNICAMP","UEC","136979","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","Santos, K","Brazil","São Paulo","Campinas","Sub-distrito de Sousas.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC059832","UEC059832","Santos, K",NA,NA,NA,"1996","10","29","Árvore, 16m de altura, PAP 78cm. Com flores brancas, filetes arroxeados.; Floresta estacional semidecidual.","140",NA,NA,NA,"Magnoliopsida",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
