"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"46","2019-11-19 14:05:10-03","UFRPE","PEUFR","15534","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","spongiosa","Tabebuia spongiosa","Rizzini","A. P. Duarte","16","1974","04","02",NA,"Brasil","Bahia","Campo Alegre de Lourdes",NA,"-43.011100769043","-9.51556015014648",NA,NA,NA,"Madeira mais ou menos dura com casca soltando facilmente.","PEUFR015534",NA,"E. Tavares","1977","08","04",NA,NA,NA,"61688","auto",NA,NA,NA,NA,NA
"47","2019-11-19 14:05:10-03","UFRPE","PEUFR","4159","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","spongiosa","Tabebuia spongiosa","Rizzini","D. de A. Lima; F. de A. Carvalho; P. F. de Araújo",NA,"1971","12","05",NA,"Brasil","Piauí","São Raimundo Nonato","Na estrada para Bom Jardim","-42.6994018554688","-9.01527976989746",NA,NA,NA,"Árvore 6-7m, frutos velhos.","PEUFR004159",NA,NA,NA,NA,NA,NA,NA,NA,"45407","auto",NA,NA,NA,NA,NA
"48","2021-03-21 19:33:11-03","UFC","EAC","31293","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.Grose","Castro, A.S.F.","1132","2001","12","09","Southern America","Brasil","Piauí","Sao Miguel do Tapuio","Mendes","-41.323299407959","-5.50361013412476",NA,NA,NA,"Àrvore, flor amarela.","EAC0031293","EAC0031293","Araújo, R.S.","2018","04","04",NA,NA,NA,"93464","auto",NA,NA,NA,NA,NA
"49","2021-03-21 19:33:11-03","UFC","EAC","5150","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.Grose","Fernandes, A.; Bezerra, P.; Matos, F.J.A.","EAC5150","1978","12","18","Southern America","Brasil","Piauí","São Raimundo Nonato","Barreirinha.","-42.6994018554688","-9.01527976989746",NA,NA,NA,"Àrvore de aprox. 6m.","EAC0005150","EAC0005150","Araújo, R.S.","2018","04","04",NA,NA,NA,"45407","auto",NA,NA,NA,NA,NA
"50","2015-09-04 11:51:22-03","MNHN","RECOLNAT_MNHN_P","P03506875","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Tabebuia","spongiosa","Tabebuia spongiosa","Rizzini","Emperaire, L.",NA,"1984","1","22",NA,"Brasil","Piauí","São Raimundo Nonato",NA,"-42.6994018554688","-9.01527976989746",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03506875' target='other'> <mi>dwc_moreinfo</mi></a>","P03506875","P03506875_01",NA,NA,NA,NA,NA,NA,NA,"45407","auto",NA,"2083 a",NA,NA,NA
"51","2020-12-11 11:33:59-03","UFMG","BHCB","12053","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.Grose","Lima, GC","s.n.","1984","07","12","Southern America","Brasil","Minas Gerais","Quiricuri","Fazenda Barrinha.",NA,NA,NA,NA,NA,NA,"BHCB048438",NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-11 11:33:59-03","UFMG","BHCB","21716","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.Grose","Pequeno, PHA","s.n.","1990","10","27","Southern America","Brasil","Minas Gerais","Manga",NA,"-43.932201385498","-14.7558002471924",NA,NA,NA,"Arbórea, flores amarelas, cálice marrom piloso; Caatinga","BHCB048430",NA,NA,"2011",NA,NA,NA,NA,NA,"51351","auto",NA,NA,NA,NA,NA
"53","2020-12-11 11:33:59-03","UFMG","BHCB","21723","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.Grose","Horta, MB","s.n.","1990","10","26","Southern America","Brasil","Minas Gerais","Manga",NA,"-43.932201385498","-14.7558002471924",NA,NA,NA,"Arborea, cálice com pelos marrons, corola amarela; Caatinga","BHCB048431",NA,NA,"2011",NA,NA,NA,NA,NA,"51351","auto",NA,NA,NA,NA,NA
"54","2020-12-11 11:33:59-03","UFMG","BHCB","39084","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.Grose","Lombardi, JA","2081","1997","10","25","Southern America","Brasil","Minas Gerais","Januária","Distrito de Fabião.","-44.3616981506348","-15.4881000518799",NA,NA,NA,"Árvore, ca. de 15m, folhas novas, cálice marrom, corola amarela, internamente com riscas vermelhas.; Mata Seca","BHCB048436",NA,NA,"2011",NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA
"55","2017-06-13 15:11:00-03","MO","MOBOT","1042225","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O. Grose","Andrade-Lima","Andrade-Lima 56-2622","1956","11","8","South America","Brazil","Pernambuco",NA,"Petrolina, abundente em toda a area.",NA,NA,"350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"56","2017-06-13 15:10:00-03","MO","MOBOT","1042232","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O. Grose","Andrade-Lima|Magalhaes","Andrade-Lima 52-1058","1952","6","21","South America","Brazil","Bahia",NA,"Entre Rojada & Lago, Pernambuco border.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"57","2017-06-13 15:11:00-03","MO","MOBOT","1045040","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O. Grose","Andrade-Lima","Andrade-Lima 59-4242","1959","11","25","South America","Brazil","Pernambuco",NA,"Ouricuri.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"58","2017-06-13 15:10:00-03","MO","MOBOT","1048363","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O. Grose","L. Coradín|et al.","Coradín 5968","1983","6","23","South America","Brazil","Pernambuco",NA,"Petrolina, Banco Ativo de Germoplasma de Plantas Forrageiras do Cpatsa/Embrapa","-40.3","-9.0666667","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"59","2017-06-13 15:12:00-03","MO","MOBOT","1049346","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O. Grose","Steven Ginzbarg|et al.","Ginzbarg 804","1988","3","22","South America","Brazil","Bahia",NA,"Mpio. de Iacu. Rodovia Iacu/Milagris, km. 13. Area de pastaria abandonada.","-40.1666667","-12.8166667","240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"60","2017-06-13 15:09:00-03","MO","MOBOT","1272913","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O. Grose","Acad. Bras. Cienc.","Acad. Bras. Cienc. 1199","1971","12","5","South America","Brazil",NA,NA,"31 km de Sao Raimundo Nonato, na estrada para Bom Jardim. Caatinga arborea, solo pedregoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"61","2020-10-24 04:40:00-03","MO","MOBOT","3287326","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O. Grose","L. P. de Queiroz","Queiroz 9154","2004","2","9","South America","Brazil","Bahia",NA,"Casa Nova: Ca 17 km W de Casa Nova na Estrada para Remanso. Caatinga degrada.","-41.1119444","-9.2355555","450.00000000",NA,NA,NA,NA,NA,"A. Zuntini (SPF)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"62","2020-10-24 04:40:00-03","MO","MOBOT","3393478","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O. Grose","L. P. de Queiroz|N.S. Nascimento","Queiroz 3892","1994","4","28","South America","Brazil","Bahia",NA,"Municipio de Itaperaba; Fazenda Palmerila, ca 4 km da variante partindo da BR-242, esta a ca 3 km W de Itaberada. Mata estacional decidual",NA,NA,NA,NA,NA,NA,NA,NA,"A. Zuntini (SPF)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"63","2016-05-19 11:20:00-03","MO","MOBOT","3394173","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O. Grose","A. A. de S. Conceição|J.G.A. Nascimento","Conceição 1593","2005","11","10","South America","Brazil","Bahia",NA,"Jaguarari: Afloramento arenito-quatzito. Morro do Flamengo.","-40.2166667","-10.0333333",NA,NA,NA,NA,NA,NA,"A. Zuntini (SPF)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"64","2014-03-01 17:46:00-03","MO","MOBOT","1040793","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","spongiosa","Tabebuia spongiosa","Rizzini","D.A. Lima","Lima 13247",NA,NA,NA,"South America","Brazil","Piauí",NA,"Mpio. S. Joao do Piaui.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2015-11-29 17:26:00-02","MO","MOBOT","1042569","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","spongiosa","Tabebuia spongiosa","Rizzini","D.A. Lima|et al.","Lima 1199","1971","12","5","South America","Brazil","Piauí",NA,"31 km de Sao Raimundo Nonato, estrada pan Bom Jardin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2008-05-27 22:02:00-03","MO","MOBOT","1043018","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","spongiosa","Tabebuia spongiosa","Rizzini","Angelica Fernandes|et al.","Fernandes s.n.(EAC5150)","1978","12","18","South America","Brazil","Piauí",NA,"S. Raimundo Nonato, Barreirinha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-08-31 08:58:44-03","INPA","INPA","259110","S","Plantae","Dicotyledon Asterids","Lamiales","Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.Grose","Lima, JLS de","2116","1996","06","11","Southern America","Brasil","Pernambuco","Petrolina","CPATSA.","-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,"INPA0259110",NA,NA,NA,NA,NA,NA,NA,NA,"90462","auto",NA,NA,NA,NA,NA
"68","2020-08-31 08:58:44-03","INPA","INPA","259081","S","Plantae","Dicotyledon Asterids","Lamiales","Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.Grose","Lima, JLS de","212a","1985","12","15","Southern America","Brasil","Pernambuco","Petrolina",NA,"-40.877006","-9.218211",NA,NA,NA,NA,"INPA0259081",NA,NA,NA,NA,NA,"-40.877006","-9.218211",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-08-31 08:58:44-03","INPA","INPA","250478","S","Plantae","Dicotyledon Asterids","Lamiales","Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.Grose","Dias Martins, CTV de","164c","2011","08","05","Southern America","Brasil","Pernambuco","Petrolina","Área Experimental da Caatinda - EMBRAPA.","-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,"INPA0250478","INPA0250478 INPA0250478_e",NA,NA,NA,NA,NA,NA,NA,"90462","auto",NA,NA,NA,NA,NA
"70","2020-08-31 08:58:44-03","INPA","INPA","259052","S","Plantae","Dicotyledon Asterids","Lamiales","Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.Grose","Dias Martins, CTV de","164","2011","08","05","Southern America","Brasil","Pernambuco","Petrolina","Área Experimental da Caatinga-EMBRAPA","-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,"INPA0259052",NA,NA,NA,NA,NA,NA,NA,NA,"90462","auto",NA,NA,NA,NA,NA
"71","2019-12-23 08:17:44-03","ICAUFMG","MCCA","2780","S","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.Grose","XAVIER, M.V.B.; ARRUDA, D.M.",NA,"2018","03","30",NA,"Brasil","Bahia","Aracatu",NA,"-41.4618988037109","-14.4274997711182",NA,NA,NA,NA,"MCCA02908","MCCA02908","XAVIER, M.V.B.",NA,NA,NA,NA,NA,NA,"40920","auto",NA,NA,NA,NA,NA
"72","2021-03-04 11:04:34-03","UFRB","HURB","10565","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.Grose","Aona, L.Y.S.; Costa, G.; Marinho, L.","3922","2015","02","07",NA,"Brasil","Bahia","Contendas do Sincorá","Serra do Voador;","-41.048889","-13.781667","315","315",NA,NA,"HURB000010565",NA,"C.D.P.Vitório","2018",NA,NA,"41º02'56W","13°46'54S",NA,NA,NA,NA,NA,NA,NA,NA
"73","2017-11-24 14:10:14-02","UFLA","ESAL","22827","S","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Santos, R M; F. A. Vieira; outros","s.n.",NA,NA,NA,NA,"Brasil","Bahia","Canudos",NA,"-39.0264015197754","-9.8966703414917",NA,NA,NA,"árvore; 5, m; botões florais acastanhados;; caatinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,"79120","auto",NA,NA,NA,NA,NA
"74","2017-11-24 14:10:14-02","UFLA","ESAL","22504","S","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Santos, R M; F. A. Vieira","s.n.",NA,NA,NA,NA,"Brasil","Bahia","São Desidério","BR 135","-44.9733009338379","-12.3633003234863",NA,NA,NA,"árvore; 8, m; ;; caatinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,"175149","auto",NA,NA,NA,NA,NA
"75","2018-08-31 12:41:38-03","UFLA","ESAL","22329","S","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Conceição, AA; R.Harley; R.M.Santos; D.S.B.R.","s.n.",NA,NA,NA,NA,"Brasil","Bahia","Paramirim",NA,"-42.239167","-13.443056",NA,NA,NA,"árvore; 6, M; ;; caatinga",NA,NA,NA,NA,NA,NA,"-42.239167","-13.443056",NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-01-26 11:46:57-03","IMA","MAC","5331","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.Grose","R.P.Orlandi; S.Jordy-Filho","732","1985","03","23",NA,"Brasil","Bahia","Euclides da Cunha","A 16 km Estrada Formosa/Cocorobo.","-39.027147","-10.857839",NA,NA,NA,"Árvore de 6,0 m de altura e 0,20m de diâmetro, botões marrons e frutos marrons-escuros.; Caatinga.","MAC0005331","MAC0005331","M.C.S.Mota","2011","08","05","-39.027147","-10.857839",NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-01-26 11:46:57-03","IMA","MAC","1502","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.Grose","D.Andrade-Lima; F.A.Carvalho; P.F.Araújo","1199","1971","12","05",NA,"Brasil","Piauí","São Raimundo Nonato","Estrada para Bom Jardim.","-42.691917","-9.010556",NA,NA,NA,"Árvore com 6-7m. Frutos velhos.; Caatinga arbórea. Solo pedregoso.","MAC0001502","MAC0001502","M.C.S.Mota","2011","02","14","-42.691917","-9.010556",NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-01-26 13:52:42-03","IMA","MAC","48052","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","spongiosa","Tabebuia spongiosa","Rizzini.","R.D.S Silva; J.S.S. Dantas; M.G. Silva; J.L.B. Santos","18","2007","06","03",NA,"Brasil","Pernanbuco","Afrânio","Povoado de Caboclo.","-40.9525","-8.482333",NA,NA,NA,"Árvore. Caule com ritidomas que se desprende em lâminas longitudinais. Folhas compostas, trifoliadas, pilosas na superfície abaxial. Botões florais pilosos, amarronzados. Conhecidas popularmente como cascudo.; Caatinga arbustivo-arbór","MAC0048052","MAC0048052","J.A. Siqueira-Filho","2007","06","03","-40.9525","-8.482333",NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-01-26 13:52:42-03","IMA","MAC","48072","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","spongiosa","Tabebuia spongiosa","Rizzini.","F.S.E. Santo; J.A. Siqueira-Filho, R Fazollo","94","2007","11","28",NA,"Brasil","Pernambuco","Petrolina","BR 428, Sentido Embrapa.","-40.540044","-9.120722",NA,NA,NA,"Árvore com ca. de 5m de alt., desprovida de folhas durante a floração. Caule com ritidoma que se desprende em lâminas longitudinais. Floração explosiva. Inflorescências terminais. Flores bissexuadas, amarelas, vistosas, melitófilas.;","MAC0048072","MAC0048072","F.S.E. Santo","2007","11","28","-40.540044","-9.120722",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-02-04 10:26:39-03","UFRPE","HST","3080","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","J.S.Sobrinho","413","1968","06","22",NA,"Brasil","Pernambuco","Boa Vista","Fazenda Barra Santa Maria",NA,NA,NA,NA,NA,NA,"HST003080",NA,"F.S.Espirito-Santo","2011","04","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-02-04 10:26:39-03","UFRPE","HST","3079","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","J.S.Sobrinho","412","1968","06","22",NA,"Brasil","Pernambuco","Boa Vista","Fazenda Barra Santa Maria",NA,NA,NA,NA,NA,"Árvore ca. 3 m alt. e 12 cm de diâmetro.","HST003079",NA,"F.S.Espirito-Santo","2011","04","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-02-04 10:26:39-03","UFRPE","HST","3321","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","M.T.Monteiro","23184","1970","03","04",NA,"Brasil","Bahia","Jaguarari","Fazenda Conceição","-40.19580078125","-10.2638998031616",NA,NA,NA,NA,"HST003321",NA,"F.S.Espirito-Santo","2011","04","27",NA,NA,NA,"60045","auto",NA,NA,NA,NA,NA
"83","2021-02-04 10:26:39-03","UFRPE","HST","11880","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","A.M.Miranda; et al.","4338","2003","12","06",NA,"Brasil","Bahia","Pindobaçu",NA,"-40.3608016967773","-10.7417001724243",NA,NA,NA,"Arbusto ca. 2 m alt.; caule marrom-acinzentado; folhas jovens membranáceas; frutos maduros deiscentes marrons; sementes aladas cremes.","HST011880",NA,"F.S.Espirito-Santo","2011","04","27",NA,NA,NA,"20730","auto",NA,NA,NA,NA,NA
"84","2021-02-04 10:26:39-03","UFRPE","HST","4404","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","M.T.Monteiro","23705","1973","07","31",NA,"Brasil","Bahia","Remanso","Fazenda Xique-Xique","-42.0814018249512","-9.62166976928711",NA,NA,NA,"Flores amarelas, perfume agradável.","HST004404",NA,"F.S.Espirito-Santo","2011","04","27",NA,NA,NA,"75033","auto",NA,NA,NA,NA,NA
"85","2021-02-04 10:26:39-03","UFRPE","HST","3083","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","J.S.Sobrinho","416","1968","06","23",NA,"Brasil","Pernambuco","Cedro","Fazenda Pirapora","-39.238899230957","-7.72167015075684",NA,NA,NA,NA,"HST003083",NA,"F.S.Espirito-Santo","2011","04","27",NA,NA,NA,"15409","auto",NA,NA,NA,NA,NA
"86","2021-02-04 10:26:39-03","UFRPE","HST","3084","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","J.S.Sobrinho","417","1968","06","23",NA,"Brasil","Pernambuco","Cedro","Fazenda Pirapora","-39.238899230957","-7.72167015075684",NA,NA,NA,NA,"HST003084",NA,"F.S.Espirito-Santo","2011","04","27",NA,NA,NA,"15409","auto",NA,NA,NA,NA,NA
"87","2021-02-04 10:26:39-03","UFRPE","HST","2767","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","G.H.Carvalho","85","1968","10","18",NA,"Brasil","Pernambuco","Ouricuri","estrada entre Araripina e Ouricuri","-40.0816993713379","-7.88250017166138",NA,NA,NA,"Árvore ca. 8 m alt. e 10 cm de diâmetro; flor amarela, grande, ornamental, internamente possui pelos brancos e macios.","HST002767",NA,"F.S.Espirito-Santo","2011","04","27",NA,NA,NA,"56078","auto",NA,NA,NA,NA,NA
"88","2021-02-04 10:26:39-03","UFRPE","HST","3082","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","J.S.Sobrinho","415","1968","06","22",NA,"Brasil","Pernambuco","Ouricuri","Fazenda Caraiba","-40.0816993713379","-7.88250017166138",NA,NA,NA,NA,"HST003082",NA,"F.S.Espirito-Santo","2011","04","27",NA,NA,NA,"56078","auto",NA,NA,NA,NA,NA
"89","2021-02-04 10:26:39-03","UFRPE","HST","3081","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","J.S.Sobrinho","414","1968","06","22",NA,"Brasil","Pernambuco","Ouricuri","Fazenda Caraiba","-40.0816993713379","-7.88250017166138",NA,NA,NA,NA,"HST003081",NA,"F.S.Espirito-Santo","2011","04","27",NA,NA,NA,"56078","auto",NA,NA,NA,NA,NA
"90","2021-02-04 10:26:39-03","UFRPE","HST","2726","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","G.H.Carvalho","42","1968","09","01",NA,"Brasil","Pernambuco","Ouricuri","Fazenda Caraíbas","-40.0816993713379","-7.88250017166138",NA,NA,NA,"Com folhas.","HST002726",NA,"F.S.Espirito-Santo","2011","04","27",NA,NA,NA,"56078","auto",NA,NA,NA,NA,NA
"91","2021-02-04 10:26:39-03","UFRPE","HST","2766","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","G.H.Carvalho","84","1968","10","17",NA,"Brasil","Pernambuco","Ouricuri","Fazenda Milho Novo","-40.0816993713379","-7.88250017166138",NA,NA,NA,"Árvore ca. 5 m alt.; flores amarelas ornamentais, grandes, a parte interna com ramificações cor de vinho, perfume agradável.","HST002766",NA,"F.S.Espirito-Santo","2011","04","27",NA,NA,NA,"56078","auto",NA,NA,NA,NA,NA
"92","2021-02-04 10:26:39-03","UFRPE","HST","4260","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","F.B.Ramalho","292","1973","11","21",NA,"Brasil","Pernambuco","Petrolina","4 Km do povoado de Pau Ferro","-40.5008010864258","-9.39861011505127",NA,NA,NA,"Árvore ca. 6 m alt.; com algumas vagens secas.","HST004260",NA,"F.S.Espirito-Santo","2011","04","27",NA,NA,NA,"90462","auto",NA,NA,NA,NA,NA
"93","2021-02-04 10:26:43-03","UFRPE","HST","4305","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","spongiosa","Tabebuia spongiosa","Rizzini","D.P.Lima","13247","1973","10","03",NA,"Brasil","Piauí","São João do Piauí","Fazenda Lagoa de Baixo","-42.2467002868652","-8.35805988311768",NA,NA,NA,"Árvore ca. 8 m alt. e 20 cm de diâmetro, não tem látex nem resina; flores amarelas com uns raios vermelhos pela parte interna, perfume agradável.","HST004305",NA,"C.T.Rizzini","1974","09","25",NA,NA,NA,"40155","auto",NA,NA,NA,"ISOTYPUS",NA
"94","2021-03-01 11:54:36-03","UFPE","UFP","38373","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini)","Rocha, SKR","s.n.","2003","11","08",NA,"Brasil","Pernambuco","Ouricuri",NA,"-40.0816993713379","-7.88250017166138",NA,NA,NA,"Árvore.","UFP038373",NA,"Espírito-Santo, FS","2017","04","25",NA,NA,NA,"56078","auto",NA,NA,NA,NA,NA
"95","2019-08-02 10:21:10-03","CPATSA","HTSA","1426","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S. O. Grose","Lima, J.L.S.","212a","1985","12","15",NA,"Brasil","Pernambuco","Petrolina",NA,"-40.519722","-9.130556",NA,NA,NA,"Árvore. Flor amarela.; Tipo de vegetação: Caatinga.",NA,NA,NA,NA,NA,NA,"-40.519722","-9.130556",NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-08-02 10:21:10-03","CPATSA","HTSA","81","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S. O. Grose","Fotius, G.","3592 a","1983","01","11",NA,"Brasil","Pernambuco","Petrolina","Área do CPATSA.","-40.519722","-9.130556",NA,NA,NA,"Arv. Alt. 3 a 6 m. Folhas jovens verde claras com pilosidade ferruginosa, Fr 2.; Caatinga - solo arenoso amarelo.",NA,NA,"Espírito-Santo, F.S.","2010","11","11","-40.519722","-9.130556",NA,NA,NA,NA,NA,NA,NA,NA
