"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","locality","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet"
"321","2009-07-10 17:57:00-03","MO","MOBOT","3213938","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","O. Berg","M. Sobral","Troels M. Pedersen","1956",NA,NA,"Argentina","Corrientes","Mburucuyá",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedersen 3994","South America",NA,NA,NA,NA,"Estancia Santa teresa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2009-11-05 09:46:00-02","MO","MOBOT","100225772","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(DC.) Kausel","J. de Egea","J. de Egea Juvinel","2005","11","6","Paraguay","Ñeembucú",NA,"-58.0036111","-26.55",NA,NA,NA,NA,NA,NA,NA,"de Egea Juvinel 788","South America",NA,NA,NA,NA,"Estancia Redondo.",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"323","2018-08-07 05:22:00-03","MO","MOBOT","101061497","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(DC.) Kausel",NA,"David A. Neill","2018","8","4","Ecuador","Pichincha","Quito","-78.8913889","0.2186111",NA,NA,NA,NA,"520.00000000",NA,NA,"Neill 18558","South America",NA,NA,NA,NA,"Reserva Río Guaycuyacu, on the south bank of the Río Guayllabamba, adjacent to the Manduriacu hidroelectric reservoir. Jim West's farm with fruit trees planted on 9 hectares since 1987. Mostly sterile voucher collections of the fruit trees. Flat alluvial river terrace. With Jim West, and Universidad Estatal Amazónica silviculture students, Doris Lescano and Horacio Claudio.",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA
"324","2009-08-07 05:34:00-03","MO","MOBOT","3214295","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","M. Sobral","Thomas Morong",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morong 614","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2015-07-06 09:32:00-03","MO","MOBOT","1847486","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel",NA,"Isabel Basualdo","1988","7","27","Paraguay","Paraguarí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basualdo 1628","South America",NA,NA,NA,NA,"Mbatovi, Cerro Mbatovi. Bosque",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"326","2018-06-22 05:25:00-03","MO","MOBOT","2477961","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel",NA,"Pe. Raulino Reitz",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reitz 3089","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2009-08-21 07:03:00-03","MO","MOBOT","2518180","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel",NA,"Émile Hassler",NA,NA,NA,"Paraguay","Paraguarí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hassler 804","South America",NA,NA,NA,NA,"en selva, Cordillera de Altos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2008-05-27 22:02:00-03","MO","MOBOT","308598","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","B.K. Holst (MO)","Elsa M. Zardini|R. Velázquez","1990","7","21","Paraguay","Cordillera",NA,"-57.2","-25.13333",NA,NA,NA,NA,NA,NA,NA,"Zardini 22038","South America",NA,NA,NA,NA,"14 km W of Arroyos y Esteros. Gallery forest along small creek.",NA,NA,NA,NA,NA,NA,NA,NA,"4","384",NA
"329","2008-05-27 22:02:00-03","MO","MOBOT","308983","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","B.K. Holst (MO)","Elsa M. Zardini","1990","5","19","Paraguay","Cordillera",NA,"-57.25","-25.13333",NA,NA,NA,NA,NA,NA,NA,"Zardini 20085","South America",NA,NA,NA,NA,"Eastern side of Río Piribebuy basin, 17 km W of Arroyos y Esteros. Cerrado forest.",NA,NA,NA,NA,NA,NA,NA,NA,"4","314",NA
"330","2008-05-27 22:02:00-03","MO","MOBOT","310293","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","B.K. Holst (MO)","Elsa M. Zardini|E. Velázquez","1990","8","3","Paraguay","Central",NA,"-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,"Zardini 22555","South America",NA,NA,NA,NA,"San Antonio, on Río Paraguay. Gallery forest.",NA,NA,NA,NA,NA,NA,NA,NA,"4","405",NA
"331","2008-05-27 22:02:00-03","MO","MOBOT","311830","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","B.K. Holst (MO)","Elsa M. Zardini|M. Velázquez","1990","6","9","Paraguay","Cordillera",NA,"-57.21666","-25.16666",NA,NA,NA,NA,NA,NA,NA,"Zardini 20970","South America",NA,NA,NA,NA,"1 km E of Nueva Colombia on road to Atyra. On a plain, along a creek. Cerrado forest.",NA,NA,NA,NA,NA,NA,NA,NA,"5","346",NA
"332","2015-03-19 09:02:00-03","MO","MOBOT","312101","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","B.K. Holst (MO)","Blas Pérez","1991","9",NA,"Paraguay","Central",NA,"-57.4666667","-25.3333333",NA,NA,NA,NA,NA,NA,NA,"Pérez Maricerich 1153","South America",NA,NA,NA,NA,"Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.",NA,NA,NA,NA,NA,NA,NA,NA,"3","5",NA
"333","2016-01-21 12:56:00-02","MO","MOBOT","312155","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","B.K. Holst (MO)","Blas Pérez","1991","3",NA,"Paraguay","Central",NA,"-57.4666667","-25.3333333",NA,NA,NA,NA,NA,NA,NA,"Pérez Maricerich 796","South America",NA,NA,NA,NA,"Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.",NA,NA,NA,NA,NA,NA,NA,NA,"3","3",NA
"334","2008-05-27 22:02:00-03","MO","MOBOT","313677","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","B.K. Holst (MO)","Elsa M. Zardini","1988","8","27","Paraguay","Cordillera",NA,"-57.25","-25.16666",NA,NA,NA,NA,NA,NA,NA,"Zardini 6847","South America",NA,NA,NA,NA,"Emboscada. In patch of forest.",NA,NA,NA,NA,NA,NA,NA,NA,"4","88-81",NA
"335","2008-05-27 22:02:00-03","MO","MOBOT","313875","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","B.K. Holst (MO)","Elsa M. Zardini|P. Aquino","1992","8","21","Paraguay","Central",NA,"-57.43333","-25.66666",NA,NA,NA,NA,NA,NA,NA,"Zardini 33102","South America",NA,NA,NA,NA,"Estero del Ypoá. South of Nueva Italia. Cerro Pé. Forest on rocky slopes.",NA,NA,NA,NA,NA,NA,NA,NA,"4","769",NA
"336","2015-07-06 09:31:00-03","MO","MOBOT","3210825","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel",NA,"Leslie R. Landrum","1995","7","20","Paraguay","Cordillera",NA,"-57.25","-25.0833333",NA,NA,NA,NA,"100.00000000",NA,NA,"Landrum 8596","South America",NA,NA,NA,NA,"Road from Limpio to Arroyos y Esteros At Rio Piribebuy. Semideciduous low forest.",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"337","2011-03-02 14:22:00-03","MO","MOBOT","3213601","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","B.K.Holst","BERTONI","1985","1","24","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BERTONI 2244","South America",NA,NA,NA,NA,"Yva. Puru.Foret, Pto Bertoni.",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"338","2012-05-02 07:58:00-03","MO","MOBOT","3213770","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","B.K.Holst","F. Javier Fernández Casas|J. Molero","1980","9","16","Paraguay","Paraguarí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernández Casas 3680","South America",NA,NA,NA,NA,"Misiones; Isla de Ltebicuary cerca de Villa florida, en un bosquete seco.",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"339","2011-02-28 19:33:00-03","MO","MOBOT","3214419","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","M. Sobral","João Geraldo Kuhlmann","1926",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kuhlmann 152701","South America",NA,NA,NA,NA,"Estado da Guanabara, Horto Flroestal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2020-07-31 16:50:44-03","UNESP-IBILCE","SJRP","29328","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","M. Sobral","Ranga, N. & Roldão, E.F. & Beijo, L.",NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","-49.4","-20.883333","-49.4","-20.883333",NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Tracheophyta","Myrtales","Mata dos Macacos","2010",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"341","2020-06-22 14:18:54-03","UNESP-IBILCE","SJRP","33615","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel",NA,"Almeida Neto, A. & Ranga, N. T.","2009","11","19","Brasil","São Paulo","São João de Iracema (G5)","-50.29333333","-20.47361111","-50.29333333","-20.47361111",NA,NA,NA,NA,"Árvore, P-E 82, I-729. Biota","361.0","América do Sul",NA,NA,"Tracheophyta","Myrtales","Fazenda São Francisco",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"342","2020-07-31 16:50:44-03","UNESP-IBILCE","SJRP","29329","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","M. Sobral","Ranga, N. & Roldão, E.F. & Tomasetto, F.",NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","-49.4","-20.883333","-49.4","-20.883333",NA,NA,NA,NA,"Tronco liso.;",NA,"América do Sul",NA,NA,"Tracheophyta","Myrtales","Mata dos Macacos","2010",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"343","2019-03-29 10:41:35-03","UFSM","HDCF","7228","S","Plantae","Myrtaceae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Figueira, M.","Quatrin, A.; Carvalho, J. F.","2015","08","19","Brasil","Rio Grande do Sul","São Vicente do Sul","-54.698308","-29.709136","-54.698308","-29.709136",NA,NA,NA,NA,"Indivíduo de 23 anos",NA,"América",NA,NA,NA,NA,NA,"2016","03","14",NA,NA,NA,NA,NA,NA,NA,NA
"344","2016-09-05 16:03:13-03","UFSM","HDCF","3141","S","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","Marchiori, J. N. C.","Marchiori, J. N. C.","1987","04","02","Brasil","Rio Grande do Sul","Jaguari","-54.689998626709","-29.4974994659424",NA,NA,NA,NA,NA,NA,"Árvore com culifloria. Madeira coletada. Espécie cultivada","767","América",NA,NA,NA,NA,NA,"1987","04","02","27649","auto",NA,NA,NA,NA,NA,NA
"345","2016-09-05 16:03:13-03","UFSM","HDCF","3053","S","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","Marchiori, J. N. C.","Marchiori, J. N. C.","1986","11","12","Brasil","Rio Grande do Sul","Tenente Portela","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,NA,NA,NA,"673","América",NA,NA,NA,NA,"Parque Estadual do Turvo","1986","11","12","14404","auto",NA,NA,NA,NA,NA,NA
"346","2018-04-19 15:15:13-03","UNIOESTE","UNOP","4363","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel",NA,"Marciel, A.D.; Machado, F.R.; Machado, F.R.","2007","09","14","Brasil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"Árvore de mais ou menos 2 metros de altura, folha cartacea, lâmina foliar discolor e gema marrom avermelhada.","3",NA,NA,NA,NA,NA,"Rua Orlando Vascocelos, 1593, Vila Dione, fundo do quintal.",NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA
"347","2018-04-19 15:15:13-03","UNIOESTE","UNOP","3001","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Temponi, L.G.","Tedesco, L.","2016","04","14","Brasil","Paraná","Francisco Beltrão","-53.0550003051758","-26.0811004638672",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Travessa Hilário Picinini, nº 98, Bairro: Vila Nova.","2016","05","04","32165","auto",NA,NA,NA,NA,NA,NA
"348","2018-04-19 15:15:13-03","UNIOESTE","UNOP","6882","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Temponi, L.G.","Bona, E.A.M. de","2011","02","05","Brasil","Paraná","Medianeira","-54.0938987731934","-25.2952995300293",NA,NA,NA,NA,NA,NA,"Arbusta com cerca de 3,5 m de alt., estéril.","4",NA,NA,NA,NA,NA,"Linha Sta Rita ,propriedade Paulo Alberton.","2011","06",NA,"17581","auto",NA,NA,NA,NA,NA,NA
"349","2018-04-19 15:15:13-03","UNIOESTE","UNOP","368","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Zini, A. .S.; Temponi, L. .G.","Adamczuk, R.S.S.","2014","10","07","Brasil","Paraná","Ouro Verde do Oeste","-53.9016990661621","-24.7738990783691",NA,NA,NA,NA,NA,NA,NA,"01",NA,NA,NA,NA,NA,NA,"2014","11","18","15532","auto",NA,NA,NA,NA,NA,NA
"350","2019-10-02 11:58:53-03","UNIOESTE","UNOP","10395","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Conceição, L.H.S.M.","Kegler, T.D.","2019","09","15","Brasil","Paraná","Toledo","-53.7430992126465","-24.7136001586914",NA,NA,NA,NA,NA,NA,"Arbórea, 4 m. Flores alvas, frutos negros.","1",NA,NA,NA,NA,NA,"Jardim Gisela","2019","09","30","31095","auto",NA,NA,NA,NA,NA,NA
"351","2018-09-12 14:48:21-03","UNIOESTE","UNOP","8827","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Temponi, L.G.","Coelho, J.","2017","03","24","Brasil","Paraná","Toledo","-54.234167","-25.225278","-54.234167","-25.225278",NA,NA,NA,NA,"flores brancas, frutos globosos e comestíveis de cor roxa escura","1",NA,NA,NA,NA,NA,"Propriedade Particular","2017","05","26",NA,NA,NA,NA,NA,NA,NA,NA
"352","2018-09-12 14:48:21-03","UNIOESTE","UNOP","4563","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel",NA,"Villwock, K.J.","2008","04","15","Brasil","Paraná","Cascavel","-53.489861","-24.970733","-53.489861","-24.970733",NA,NA,NA,NA,"Arvoreta 2,5-3 m alt. Casca de cor clara, fina, lisa. Folhas simples e pequenas. Frutos arredondados, pequenos, de casca escura e polpa branca com uma única semente que se dispõem pelo tronco e pelos ramos. Flores brancas e pequenas, unidas em grupos","1",NA,NA,NA,NA,NA,"Bairro Neva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2018-04-19 15:15:13-03","UNIOESTE","UNOP","6891","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Temponi, L.G.","Fruet, T.K.","2010","04","20","Brasil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"Arbórea de 1,5 m de altura, tem tronco claro manchado e liso. As folhas são simples, frutos de casca negra e polpa branca aderida a semente.","5",NA,NA,NA,NA,NA,"Rua Dom Avelar Brandão Vilela, Bairro Vale do Sol.","2010","10",NA,"47841","auto",NA,NA,NA,NA,NA,NA
"354","2018-04-19 15:15:13-03","UNIOESTE","UNOP","5882","S","Plantae","Myrtaceae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Cordeiro, J.; Barbosa, E.","Almeida, K.C.; Almeida, K.C.; Amâncio, A.M.D.; Silva, V.L.; Almeida, K.C.; Amâncio, A.M.D.; Silva, V.L.","2008","08","07","Brasil","Paraná","Querência do Norte","-53.4844017028809","-23.0835990905762",NA,NA,NA,NA,NA,NA,"Árvore, 10 m, inerme, glabra, flores de coloração branca, adoríferos, borda da trilha B.","107",NA,NA,NA,NA,NA,"Caiua Ilha Gande;RPPN fazenda da mata.","2009",NA,NA,"31834","auto",NA,NA,NA,NA,NA,NA
"355","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","11661",NA,"Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O.Berg) Kausel","M. Sobral/2001","V. Demuner; et al","1999","12","09","Brasil","Espírito Santo","Santa Teresa","-40.683333","-19.931111","40W41'0","19S55'52","MBML011661","MBML011661",NA,NA,"Árvore 18m, DAP 35cm, fuste 6m, frutos jovens cor verde.","318",NA,NA,NA,NA,NA,"Mata Fria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","7698",NA,"Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O.Berg) Kausel","M. Sobral/Dez.2002","L. Kollmann; E. Bausen & W. Pizziolo","1998","08","18","Brasil","Espírito Santo","Santa Leopoldina","-40.596389","-20.054167","40W35'47","20S3'15","MBML007698","MBML007698",NA,NA,"Mata de encosta. Árvore 15m. Flores brancas.","397",NA,NA,NA,NA,NA,"Rio do Norte. Ribeirão Timbuí.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2021-01-09 21:48:44-03","UNICENTRO","HUCO","6507","S","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora","(Mart.) O. Berg","Galvan, C. .F.","Galvan, C. .F.","2014","10","12","Brasil","Paraná","Mangueirinha","-52.1755981445312","-25.9410991668701",NA,NA,NA,NA,NA,NA,"Arbóreo; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo","s.n.",NA,NA,NA,NA,NA,NA,"2014",NA,NA,"42783","auto",NA,NA,NA,NA,NA,NA
"358","2021-01-09 21:48:44-03","UNICENTRO","HUCO","6506","S","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora","(Mart.) O. Berg","Galvan, C. .F.","Galvan, C. .F.","2014","10","12","Brasil","Paraná","Mangueirinha","-52.1755981445312","-25.9410991668701",NA,NA,NA,NA,NA,NA,"Arbóreo; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo","s.n.",NA,NA,NA,NA,NA,NA,"2014",NA,NA,"42783","auto",NA,NA,NA,NA,NA,NA
"359","2021-01-09 21:48:44-03","UNICENTRO","HUCO","6508","S","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora","(Mart.) O. Berg","Galvan, C. .F.","Galvan, C. .F.","2014","10","12","Brasil","Paraná","Mangueirinha","-52.1755981445312","-25.9410991668701",NA,NA,NA,NA,NA,NA,"Arbóreo; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo","s.n.",NA,NA,NA,NA,NA,NA,"2014",NA,NA,"42783","auto",NA,NA,NA,NA,NA,NA
"360","2021-01-09 21:48:44-03","UNICENTRO","HUCO","4914","S","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","O. Berg","Lopes, G.L.","Chiquetto, A.; et al.; et al.","2009","09","02","Brasil","Paraná","Fernandes Pinheiro","-50.5475006103516","-25.4132995605469",NA,NA,"HUCO004914",NA,NA,NA,"Bloco 7, Parcela 2, Faixa 2, 25 hectáres; FOM; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: FOM","170",NA,NA,NA,NA,NA,"Flona","2011",NA,NA,"27771","auto",NA,NA,NA,NA,NA,NA
"361","2021-01-09 21:48:44-03","UNICENTRO","HUCO","4911","S","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","O. Berg","Lopes, G.L.","Chiquetto, A.; et al.; et al.","2009","05","06","Brasil","Paraná","Fernandes Pinheiro","-50.5475006103516","-25.4132995605469",NA,NA,"HUCO004911",NA,NA,NA,"Bloco 2, Parcela 1, Faixa 5, 25 hectáres; FOM; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: FOM","664",NA,NA,NA,NA,NA,"Flona","2011",NA,NA,"27771","auto",NA,NA,NA,NA,NA,NA
"362","2021-01-09 21:48:44-03","UNICENTRO","HUCO","4913","S","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","O. Berg","Lopes, G.L.","Chiquetto, A.; et al.; et al.","2009","08","27","Brasil","Paraná","Fernandes Pinheiro","-50.5475006103516","-25.4132995605469",NA,NA,"HUCO004913",NA,NA,NA,"Bloco 22, Parcela 1, Faixa 3, 25 hectáres; FOM; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: FOM","93",NA,NA,NA,NA,NA,"Flona","2011",NA,NA,"27771","auto",NA,NA,NA,NA,NA,NA
"363","2021-01-09 21:48:44-03","UNICENTRO","HUCO","4899","S","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","O. Berg","Lopes, G.L.","Chiquetto, A.; et al.; et al.","2009","08","26","Brasil","Paraná","Fernandes Pinheiro","-50.5475006103516","-25.4132995605469",NA,NA,"HUCO004899",NA,NA,NA,"Bloco 5, Parcela 1, Faixa 5, 25 hectáres; FOM; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: FOM","113",NA,NA,NA,NA,NA,"Flona","2011",NA,NA,"27771","auto",NA,NA,NA,NA,NA,NA
"364","2021-01-09 21:48:44-03","UNICENTRO","HUCO","4912","S","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","O. Berg","Lopes, G.L.","Chiquetto, A.; et al.; et al.","2009","08","27","Brasil","Paraná","Fernandes Pinheiro","-50.5475006103516","-25.4132995605469",NA,NA,"HUCO004912",NA,NA,NA,"Bloco 23, Parcela 8, Faixa 5, 25 hectáres; FOM; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: FOM","510",NA,NA,NA,NA,NA,"Flona","2011",NA,NA,"27771","auto",NA,NA,NA,NA,NA,NA
"365","2021-01-09 21:48:44-03","UNICENTRO","HUCO","4915","S","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","O. Berg","Lopes, G.L.","Chiquetto, A.; et al.; et al.","2009","09","17","Brasil","Paraná","Fernandes Pinheiro","-50.5475006103516","-25.4132995605469",NA,NA,"HUCO004915",NA,NA,NA,"Bloco 15, Parcela 2, Faixa 5, 25 hectáres; FOM; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: FOM","261",NA,NA,NA,NA,NA,"Flona","2011",NA,NA,"27771","auto",NA,NA,NA,NA,NA,NA
"366","2021-01-09 21:48:44-03","UNICENTRO","HUCO","5845","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(DC.) Kausel","Berg","Igor Josef Klein da Cunha","2012","11","07","Brasil","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"2012","11","07","53832","auto",NA,NA,NA,NA,NA,NA
"367","2021-01-09 21:48:44-03","UNICENTRO","HUCO","6095","S","Plantae","Myrtaceae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Saueressig, D.","Albuquerque, J. .M.; et al.","2014","08","04","Brasil","Paraná","Rebouças","-50.692798614502","-25.6205997467041",NA,NA,NA,NA,NA,NA,"FOM; HABITAT: FOM","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23614","auto",NA,NA,NA,NA,NA,NA
"368","2021-01-09 21:48:44-03","UNICENTRO","HUCO","0127","S","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel",NA,"Rocca, L.","1998","10",NA,"Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO000127",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA
"369","2021-01-09 21:48:44-03","UNICENTRO","HUCO","1008","S","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","Medeiros, R.P.","Fink, A.L.; Julkowski, E.; Julkowski, E.","2009","07",NA,"Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001008",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Bairro Alto da Glória","2009","07","17","47271","auto",NA,NA,NA,NA,NA,NA
"370","2021-03-09 10:46:57-03","ICAUFMG","MCCA","4062","S","Plantae","Myrtaceae","Plinia","jaboticaba","Plinia jaboticaba","(Vell.) Kausel","Sobral, M.","Durães, M.C.O.; Miranda-Melo, A.A.","2009","02","01","Brasil","Minas Gerais","Montes Claros","-43.8616981506348","-16.7350006103516","-439411111.0","-167083333.0","MCCA04415","MCCA04415",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parque Estadual da Lapa Grande, Mata Ciliar do Córrego dos Bois, próximo a gruta do Boqueirão as Nascente. Parque Estadual da Lapa Grande",NA,NA,NA,"72568","auto",NA,NA,NA,NA,NA,NA
"371","2021-03-09 10:46:57-03","ICAUFMG","MCCA","4107","S","Plantae","Myrtaceae","Plinia","jaboticaba","Plinia jaboticaba","(Vell.) Kausel","Sobral, M.","Durães, M.C.O.; Miranda-Melo, A.A.","2009","02","01","Brasil","Minas Gerais","Montes Claros","-43.8616981506348","-16.7350006103516","-439411111.0","-167083333.0","MCCA04414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parque Estadual da Lapa Grande, Mata Ciliar do Córrego dos Bois, próximo a gruta do Boqueirão as Nascente. Parque Estadual da Lapa Grande",NA,NA,NA,"72568","auto",NA,NA,NA,NA,NA,NA
