"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","phylum","class","order","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","imagecode","typeStatus"
"1","2019-11-13 11:21:51-03","USP","SPF","136119","PreservedSpecimen","Plantae","Leguminosae","Chamaecrista","catolesensis","Chamaecrista catolesensis","Conc., L.P.Queiroz & G.P.Lewis","Conceição, AS","2003","04","Forzza, RC","1195","1999","04","10","Brasil","Bahia","Rio de Contas","-41.8114013671875","-13.5789003372192","49773","SPF00136119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-05-08 11:09:19-03","UEFS","HUEFS","224339","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","catolesensis","Chamaecrista catolesensis","Conc. et al.","M.Cota","2016","12","Santos, J.M.F.","10","2014","08","05","Brasil","Bahia","Rio de Contas","-41.829167","-13.450833",NA,"HUEFS0224339",NA,"Angiospermae","Rosanae","Fabales","Subida para o Bittencourt ao lado do morro São José, na beira da estrada.","41W49'45''","13S27'3''","1496","1496","Região de Campos Gerais.","HUEFS0224339",NA
"3","2020-05-08 11:09:19-03","UEFS","HUEFS","17106","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","catolesensis","Chamaecrista catolesensis","Conc. et al.","A.S.Conceição","2008","09","Ganev, W.","3064","1994","04","11","Brasil","Bahia","Abaíra","-41.883333","-13.333333",NA,"HUEFS0017106",NA,"Angiospermae","Rosanae","Fabales",NA,"41W53'","13S20'","1600","1700",NA,"HUEFS0017106","Holótipo"
"4","2021-03-04 11:16:34-03","UEFS","HUEFS","74410","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","catolesensis","Chamaecrista catolesensis","Conc., L.P.Queiroz & G.P.Lewis",NA,NA,NA,"Conceição, A.S.","598","2003","05","31","Brasil","Bahia","Abaíra","-41.85","-13.316667",NA,"HUEFS0074410",NA,"Angiospermae","Rosanae","Fabales","Catolés, Campo do Virassaia","41W51'","13S19'",NA,NA,"Campo rupestre.","HUEFS0074410",NA
"5","2020-05-08 11:09:19-03","UEFS","HUEFS","74479","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","catolesensis","Chamaecrista catolesensis","Conc. et al.",NA,NA,NA,"Conceição, A.S.","667","2003","07","22","Brasil","Bahia","Abaíra","-41.849444","-13.306389",NA,"HUEFS0074479",NA,"Angiospermae","Rosanae","Fabales","Campo do Bicota.","41W50'58''","13S18'23''","1475","1475","Campo rupestre.","HUEFS0074479",NA
"6","2021-03-04 11:16:34-03","UEFS","HUEFS","41208","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","catolesensis","Chamaecrista catolesensis","Conc., L.P.Queiroz & G.P.Lewis","A.S.Conceição","2003","11","Conceição, A.S.","423","1999","10","23","Brasil","Bahia","Abaíra","-41.6636009216309","-13.2496995925903","26531","HUEFS0041208","auto","Angiospermae","Rosanae","Fabales","Catolés-Campo dos Frios.",NA,NA,"1850","1850","Campo rupestre. Solo argiloso com poucas rochas.","HUEFS0041208 HUEFS0041208_01 HUEFS0041208_02","Parátipo"
"7","2020-07-23 12:01:42-03","CEPLAC","CEPEC","139908","PreservedSpecimen","Plantae","Caesalpiniaceae","Chamaecrista","catolesensis","Chamaecrista catolesensis",NA,"A. S. Conceição",NA,NA,"A. S. Conceição","423","1999","10","23","Brasil","Bahia","ABAÍRA","-41.6636009216309","-13.2496995925903","26531",NA,"auto",NA,NA,NA,"Catolés-Campo dos Frios.",NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,"Paratipo"
