"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","stateProvince","typeStatus","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","sex"
"87","2020-02-08 09:24:30-03","NBC","NL-BOTANY","U.1561761","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.",NA,"Widgren JF","1845","01","01","Brazil",NA,"Prov. Minas Geraes.",NA,NA,NA,NA,NA,NA,"NL-U1561761","NL-U1561761",NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1561761 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"88","2020-02-08 09:24:30-03","NBC","NL-BOTANY","U.1561763","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Cabral EL","Pedersen TM","1956","10","16","Paraguay",NA,"Puerto Casado, km 39. Dep. Alto Paraguay.",NA,NA,NA,NA,NA,NA,"NL-U1561763","NL-U1561763",NA,"Alto Paraguay",NA,"Southern America",NA,NA,"Dense woodland, in the undergrowth.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1561763 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0251774",NA,NA,NA,NA,NA
"89","2020-02-08 09:24:30-03","NBC","NL-BOTANY","U.1561764","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.",NA,"Lindeman JC; Irgang BE; Valls JFM","1971","11","02","Brazil",NA,"Depto. Bot. da U.F.R.G.S. - Pôrto Alegre, banhado 25 km N de Santo Angelo.",NA,NA,NA,NA,NA,NA,"NL-U1561764","NL-U1561764",NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1561764 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"90","2020-02-08 09:24:31-03","NBC","NL-BOTANY","WAG.1264495","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.",NA,"Pedersen TM","1977","11","05","Argentina",NA,"Bewteen San Javier and Puerto Rosario. Dept. San Javier",NA,NA,NA,NA,NA,NA,"NL-WAG1264495","NL-WAG1264495",NA,"Misiones",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1264495 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"91","2020-02-08 09:24:31-03","NBC","NL-BOTANY","WAG.1964962","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Sobral M","Butzke A","2008","01","08","Brazil",NA,"Lagoa Barros - Solidão.",NA,NA,NA,NA,NA,NA,"NL-WAG1964962","NL-WAG1964962",NA,"Rio Grande do Sul",NA,"Southern America",NA,NA,"Interior da mata.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1964962 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,"2008","05","09","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"92","2020-02-08 09:24:31-03","NBC","NL-BOTANY","AMD.115895","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","urugüensis","Guettarda urugüensis","Cham. & Schltdl.",NA,"Herter WG","1927","11","27","Uruguay",NA,"Plantae Uruguayenses. Dep. de. Artigas. Sta. Rosa d. Cuareim.",NA,NA,NA,NA,NA,NA,"NL-AMD115895","NL-AMD115895",NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.115895 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"93","2020-02-08 09:24:31-03","NBC","NL-BOTANY","U.1561740","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","urugüensis","Guettarda urugüensis","Cham. & Schltdl.",NA,"Rosengurtt B","1942","11","15","Uruguay",NA,"Paysandú, Chapicuy, Orillas del río Uruguay, Sta. Sofia.",NA,NA,NA,NA,NA,NA,"NL-U1561740","NL-U1561740",NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1561740 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"94","2020-02-08 09:24:31-03","NBC","NL-BOTANY","U.1561741","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","urugüensis","Guettarda urugüensis","Cham. & Schltdl.",NA,"Herter WG","1927","11","27","Uruguay",NA,"Plantae Uruguayenses. Dep. de. Artigas. Sta. Rosa d. Cuareim.",NA,NA,NA,NA,NA,NA,"NL-U1561741","NL-U1561741",NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1561741 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gentianales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"95","2020-11-04 11:18:26-03","ESALQ","ESA","14507","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis",NA,NA,"Mathes, L.A.F. et al.","1981","01","12","Brasil","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"ESA014507","ESA014507","668.0","Minas Gerais",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-11-04 12:15:58-03","ESALQ","ESA","136958","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","R.M. Salas","L.M. Miguel","2013","02","26","Argentina","Alvear",NA,NA,NA,NA,NA,NA,NA,"ESA136958",NA,"39.0","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-11-04 12:15:58-03","ESALQ","ESA","135528","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. &Schltdl.","V.S. Moreno","V.S. Moreno","2013","08","09","Brasil","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"ESA135528",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"23696","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-11-04 11:18:26-03","ESALQ","ESA","52226","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Cordeiro, J.","Cordeiro, J.","2002","11","11","Brasil","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"ESA052226","ESA052226","2226.0","Paraná",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"25180","auto","2005","01","01",NA,NA,NA,NA,NA,NA,NA
"99","2020-11-04 12:15:58-03","ESALQ","ESA","136381","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schlecht.","S.M. Silva","E. Melo","1986","11","20","Brasil","São Mateus do Sul",NA,"-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"ESA136381",NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-11-04 11:18:26-03","ESALQ","ESA","20351","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis",NA,NA,"Jarenkow, J.A.","1986","11","23","Brasil","Capão do Leão",NA,"-52.4838981628418","-31.7632999420166",NA,NA,NA,NA,"ESA020351","ESA020351","523.0","Rio Grande do Sul",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"28605","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-11-04 11:18:26-03","ESALQ","ESA","13162","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis",NA,NA,"Bernacci, L.C. et al.","1989","10","11","Brasil","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA013162","ESA013162","24517.0","São Paulo",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-11-04 11:18:26-03","ESALQ","ESA","114868","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis",NA,"Souza, V.C.","Moreira, C.","2002","07","05","Brasil","Pedra Bela",NA,"-46.439998626709","-22.7900009155273",NA,NA,NA,NA,"ESA114868","ESA114868",NA,"São Paulo",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"10848","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-11-04 11:18:26-03","ESALQ","ESA","94823","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Souza, V.C.","Viani, R.A.G. et al.",NA,NA,NA,"Brasil","Barra do Ribeiro","Área da Riocell. Floresta Estacional.","-51.3011016845703","-30.2910995483398",NA,NA,NA,NA,"ESA094823","ESA094823",NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"31686","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-31 13:41:32-03","MN","R","216131","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Mario Gomes","Sá, I.M.","2005","11","13","Brasil","Bocaina de Minas","Santo Antonio do Rio Grande","-44.3946990966797","-22.1674995422363",NA,NA,NA,NA,NA,NA,"234","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"35110","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2015-07-02 14:03:59-03","JBP","HPL","6578","S","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis",NA,"H. Lorenzi","H. Lorenzi","2001","03","20","Brasil","São Pedro do Sul","Coletado no campo, em borda de bosque.","-54.1789","-29.6206",NA,NA,NA,NA,NA,NA,"2616","RS",NA,NA,NA,NA,NA,NA,NA,NA,"32227","auto","2001","03","20",NA,NA,NA,NA,NA,NA,NA
"106","2019-02-15 11:49:34-02","IPA","IPA","44257","S","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Hatschbach, G.","Hatschbach, G.","1983","11","24","Brasil","Curitiba","Parque Iguaçu","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"IPA0044257",NA,"47600","Paraná",NA,"Southern America",NA,NA,"Árvore 4m; flor rosada, interna alvecente.","Plantae",NA,NA,"25180","auto","1984","02",NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-02-15 11:49:34-02","IPA","IPA","44227","S","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Hatschbach, G.","Kummrow, R.","1985","01","29","Brasil","Ponta Grossa","Lagoa Dourada","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"IPA0044227",NA,"2571","Paraná",NA,"Southern America",NA,NA,"Árvoreta; flor alvescente, levemente rosada; frutos maduros.; Mata de Galeria.","Plantae",NA,NA,"46557","auto","1985","03",NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-08-27 13:32:23-03","IAP","PACA-AGP","48116","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Asplund","Hatschbach, G.","1948","12","14","Brasil","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"PACA048116",NA,NA,"PR",NA,NA,NA,NA,"Habitat: In silvula riparia Fenofase: flor","Magnoliophyta","Rubiales",NA,"25180","auto","1954","09","13","Magnoliatae",NA,NA,NA,NA,NA,NA
"109","2019-08-27 13:32:23-03","IAP","PACA-AGP","105409","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Sobral, M.","Jagmin, N.","1999","01","21","Brasil","Aratiba",NA,"-52.3003005981445","-27.3941993713379",NA,NA,NA,NA,"PACA105409",NA,NA,"RS",NA,NA,NA,NA,"Xiloteca nº 965&nf;Altura: 4,20m; Circunferência: 13cm; Fuste: 1,60m.","Magnoliophyta","Rubiales",NA,"18075","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"110","2019-08-27 13:32:23-03","IAP","PACA-AGP","96098","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","C. Mondin","Mondin, C.","1998","10","29","Brasil","Camaquã","Pacheca, Reserva Indígena","-51.812198638916","-30.8511009216309",NA,NA,NA,NA,"PACA096098",NA,"1549","RS",NA,NA,NA,NA,"HASU 6966.&nf;C/ ca. 2,5 m. Habitat: Na margem da mata Hábito: arbusto","Magnoliophyta","Rubiales",NA,"49429","auto","1998","10",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"111","2019-08-27 13:32:23-03","IAP","PACA-AGP","96100","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.",NA,"A. Ohlweiler","1999","10","15","Brasil","Canoas","Capão do Corvo","-51.1836013793945","-29.9178009033203",NA,NA,NA,NA,"PACA096100",NA,NA,"RS",NA,NA,NA,NA,"HASU 8675.&nf;Arbusto com cerca de 2m de altura. Hábito: arbusto","Magnoliophyta","Rubiales",NA,"8037","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"112","2019-08-27 13:32:23-03","IAP","PACA-AGP","8424","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.","1942","01","08","Brasil","Charqueadas","Perto de São Jerônimo","-51.625301361084","-29.9547004699707",NA,NA,NA,NA,"PACA008424",NA,NA,"RS",NA,NA,NA,NA,"Habitat: In silvula campestri Fenofase: flor","Magnoliophyta","Rubiales",NA,"17690","auto","1954","09","13","Magnoliatae",NA,NA,NA,NA,NA,NA
"113","2019-08-27 13:32:23-03","IAP","PACA-AGP","82052","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.",NA,"Sehnem, A.","1964","01","19","Brasil","Guaiba","Inst. Agron. da URGS","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"PACA082052",NA,"8291","RS",NA,NA,NA,NA,"Habitat: arbustum ad silvulam campestrem","Magnoliophyta","Rubiales",NA,"28343","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"114","2019-08-27 13:32:23-03","IAP","PACA-AGP","7718","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.","1941","02","16","Brasil","Marcelino Ramos","Estreito","-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,"PACA007718",NA,NA,"RS",NA,NA,NA,NA,"Habitat: In silva riparia Fenofase: estéril","Magnoliophyta","Rubiales",NA,"18635","auto","1954","09","13","Magnoliatae",NA,NA,NA,NA,NA,NA
"115","2019-08-27 13:32:23-03","IAP","PACA-AGP","114265","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","B. Rambo","Sehnem, A.","1959","10","30","Brasil","Novo Hamburgo","São João do Deserto.","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"PACA114265",NA,"7565","RS",NA,NA,NA,NA,"Habitat: arbustum in silva","Magnoliophyta","Rubiales",NA,"20722","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"116","2019-08-27 13:32:23-03","IAP","PACA-AGP","87003","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","J. Mauhs","Mauhs, J.","2003","05","19","Brasil","Palmares do Sul","Lagoa Branca.","-50.5097007751465","-30.2577991485596",NA,NA,NA,NA,"PACA087003",NA,NA,"RS",NA,NA,NA,NA,"Habitat: Arbustiva na borda de restinga.","Magnoliophyta","Rubiales",NA,"31350","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"117","2019-08-27 13:32:23-03","IAP","PACA-AGP","84811","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","M.S. Marchioretto","L. Nogueira","1996","10",NA,"Brasil","Palmares do Sul","Potreirinho","-50.5097007751465","-30.2577991485596",NA,NA,NA,NA,"PACA084811",NA,NA,"RS",NA,NA,NA,NA,"Veludinha","Magnoliophyta","Rubiales",NA,"31350","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"118","2019-08-27 13:32:23-03","IAP","PACA-AGP","61264","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Emrich-Rambo","Sacco","1957","11","21","Brasil","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"PACA061264",NA,"696","RS",NA,NA,NA,NA,"Habitat: In silva Fenofase: flor","Magnoliophyta","Rubiales",NA,"51462","auto","1958","10","01","Magnoliatae",NA,NA,NA,NA,NA,NA
"119","2019-08-27 13:32:23-03","IAP","PACA-AGP","63757","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Emrich-Rambo","Sacco","1958","03","10","Brasil","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"PACA063757",NA,"954","RS",NA,NA,NA,NA,"Habitat: In silvula Fenofase: flor e fruto","Magnoliophyta","Rubiales",NA,"51462","auto","1958","09","16","Magnoliatae",NA,NA,NA,NA,NA,NA
"120","2019-08-27 13:32:23-03","IAP","PACA-AGP","44303","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.","1949","11","08","Brasil","Porto Alegre","Esteio","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA044303",NA,NA,"RS",NA,NA,NA,NA,"Habitat: In silva campestri Fenofase: flor","Magnoliophyta","Rubiales",NA,"29946","auto","1954","09","13","Magnoliatae",NA,NA,NA,NA,NA,NA
"121","2019-08-27 13:32:23-03","IAP","PACA-AGP","38301.1","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.","1948","11","24","Brasil","Porto Alegre","Esteio","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA038301-1",NA,NA,"RS",NA,NA,NA,NA,"Habitat: In silvula campestri Fenofase: flor","Magnoliophyta","Rubiales",NA,"29946","auto","1954","09","13","Magnoliatae",NA,NA,NA,NA,NA,NA
"122","2019-08-27 13:32:23-03","IAP","PACA-AGP","44347","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.","1949","11","11","Brasil","Porto Alegre","Gravataí","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA044347",NA,NA,"RS",NA,NA,NA,NA,"Habitat: In silvula riparia Fenofase: flor","Magnoliophyta","Rubiales",NA,"29946","auto","1954","09","13","Magnoliatae",NA,NA,NA,NA,NA,NA
"123","2019-08-27 13:32:23-03","IAP","PACA-AGP","41180","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.","1949","04","22","Brasil","Porto Alegre","Ilha das Flores","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA041180",NA,NA,"RS",NA,NA,NA,NA,"Habitat: In silvula subpaludosa Fenofase: flor","Magnoliophyta","Rubiales",NA,"29946","auto","1954","09","13","Magnoliatae",NA,NA,NA,NA,NA,NA
"124","2019-08-27 13:32:23-03","IAP","PACA-AGP","46696","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.","1950","04","10","Brasil","Porto Alegre","Viamão","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA046696",NA,NA,"RS",NA,NA,NA,NA,"Habitat: In silvula campestri Fenofase: flor","Magnoliophyta","Rubiales",NA,"29946","auto","1954","09","13","Magnoliatae",NA,NA,NA,NA,NA,NA
"125","2019-08-27 13:32:23-03","IAP","PACA-AGP","96097","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","C. Mondin","Mondin, C.","1998","01","07","Brasil","Santana da Boa Vista","Lajeado Vermelho, Passo da Campina, Arroio Vargas","-53.1152992248535","-30.8719005584717",NA,NA,NA,NA,"PACA096097",NA,"1268","RS",NA,NA,NA,NA,"HASU 6391.&nf;C/ ca. 5m alt. Habitat: Mata ciliar. Hábito: arvoreta","Magnoliophyta","Rubiales",NA,"47489","auto","1998","01",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"126","2019-08-27 13:32:23-03","IAP","PACA-AGP","96102","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","T. C. de Marchi","T. C. de Marchi","2001","10","10","Brasil","Santo Antônio da Patrulha","Distr. Campestre","-50.5196990966797","-29.8174991607666",NA,NA,NA,NA,"PACA096102",NA,"60","RS",NA,NA,NA,NA,"HASU 13614. Habitat: Em beira de mata. Hábito: arbustiva","Magnoliophyta","Rubiales",NA,"29157","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"127","2019-08-27 13:32:23-03","IAP","PACA-AGP","73108","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Stephen F. Smith","R. Wasum","1986","05","05","Brasil","São Gabriel","BR 290 - Km 287","-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,"PACA073108",NA,NA,"RS",NA,NA,NA,NA,"Habitat: Arvore na mata","Magnoliophyta","Rubiales",NA,"56206","auto","1986","06",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"128","2019-08-27 13:32:23-03","IAP","PACA-AGP","25285","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Emrich-Rambo","F. Theissen SJ","1907",NA,NA,"Brasil","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA025285",NA,NA,"RS",NA,NA,NA,NA,"Habitat: In silva campestri Fenofase: flor","Magnoliophyta","Rubiales",NA,"10287","auto","1954","09","13","Magnoliatae",NA,NA,NA,NA,NA,NA
"129","2019-08-27 13:32:23-03","IAP","PACA-AGP","96101","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Clemente","Clemente","1988","12","16","Brasil","São Leopoldo","Mata do Cristo Rei","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA096101",NA,NA,"RS",NA,NA,NA,NA,"HASU 252.&nf;Arvoreta com cerca de 3m de altura, flor com corola rosa e aroma agradável. Habitat: Na beira da mata. Fenofase: flor Hábito: arvoreta","Magnoliophyta","Rubiales",NA,"10287","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"130","2019-08-27 13:32:23-03","IAP","PACA-AGP","82053","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.",NA,"Sehnem, A.","1965","12","10","Brasil","São Lourenço do Sul","Faz. Crisanto Soares","-51.9782981872559","-31.3652992248535",NA,NA,NA,NA,"PACA082053",NA,"8541","RS",NA,NA,NA,NA,"Habitat: arbustum in silva campestri","Magnoliophyta","Rubiales",NA,"48842","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"131","2019-08-27 13:32:23-03","IAP","PACA-AGP","49757","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.","1951","01","18","Brasil","Torres","Lagoa dos Quadros","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"PACA049757",NA,NA,"RS",NA,NA,NA,NA,"Habitat: In silvula riparia Fenofase: flor","Magnoliophyta","Rubiales",NA,"20837","auto","1954","09","13","Magnoliatae",NA,NA,NA,NA,NA,NA
"132","2019-08-27 13:32:23-03","IAP","PACA-AGP","10020","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.","1942","01","30","Brasil","Tupanciretan","Ijuisinho",NA,NA,NA,NA,NA,NA,"PACA010020",NA,NA,"RS",NA,NA,NA,NA,"Habitat: In silvula campestri Fenofase: estéril","Magnoliophyta","Rubiales",NA,NA,NA,"1954","09","13","Magnoliatae",NA,NA,NA,NA,NA,NA
"133","2019-08-27 13:32:23-03","IAP","PACA-AGP","39412","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.","1948","01","03","Brasil","Itapoã","Lamí",NA,NA,NA,NA,NA,NA,"PACA039412",NA,NA,"RS",NA,NA,NA,NA,"Habitat: In silvula campestri Fenofase: flor e fruto","Magnoliophyta","Rubiales",NA,NA,NA,"1954","09","13","Magnoliatae",NA,NA,NA,NA,NA,NA
"134","2019-08-27 13:32:23-03","IAP","PACA-AGP","105920","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","M. Sobral","S. Dreveck et al","2007","11","26","Brasil","Itaiopolis","Distrito de Itaió","-49.85843","-26.459578","-49,85843","-26,459578","932","932","PACA105920",NA,"51","SC",NA,NA,NA,NA,"Florística IFFSC 496. FOM estágio médio de regeneração. [Coord.Orig.UTM: 613802, 7072914]","Magnoliophyta","Rubiales",NA,NA,NA,"2008","06","21","Magnoliatae",NA,NA,NA,NA,NA,NA
