"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount","typeStatus","fieldNumber","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","442802","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","G. G. Hatschbach","11667","1964","10","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=215025' target='other'> <mi>dwc_moreinfo</mi></a>","NY00442802","Magnoliophyta","Fabales","Benth.","R. C. Barneby","Paraná","Castro","Carambei, Rio S. Joao","-50.152803","-24.908517","NY00442802_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","442800","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","G. G. Hatschbach","11667","1964","10","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=215024' target='other'> <mi>dwc_moreinfo</mi></a>","NY00442800","Magnoliophyta","Fabales","Benth.","R. C. Barneby","Paraná","Castro","Carambei, Rio S. Joao","-50.152803","-24.908517","NY00442800_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","442808","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","L. B. Smith","14506","1965","01","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=215026' target='other'> <mi>dwc_moreinfo</mi></a>","NY00442808","Magnoliophyta","Fabales","Benth.","R. C. Barneby","Paraná","Castro","Carambei by Rio Sao Joao","-50.03","-24.5","NY00442808_01","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:29:45-03","UNESP-IBB","BOTU","11033","PreservedSpecimen","Plantae","Fabaceae","Mimosa","botucatuana","Mimosa botucatuana","Gottsberger, I.S.","25171","1971","01","25",NA,"Brasil",NA,NA,"Brejo. Arbusto.; Coleção: Cerrado Estação 13 de Maio","BOTU011033",NA,NA,"Hoehne","Gottsberger, I.S.","São Paulo","Botucatu","Município de Pardinho, ao longo do rio pardo, na estrada para itatinga.",NA,NA,NA,NA,NA,"1976","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-18 09:29:45-03","UNESP-IBB","BOTU","25387","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Iwazaki, M.C.","4","2006","04","18",NA,"Brasil",NA,NA,"Planta arbustiva de grande porte","BOTU025387",NA,NA,"Benth.","Iwazaki, M.C.","São Paulo","Botucatu",NA,NA,NA,NA,NA,NA,"2007","9999","9999","12","20",NA,NA,NA,NA,NA,NA,NA
"16","2021-02-18 09:29:45-03","UNESP-IBB","BOTU","1558","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Amaral Jr., A.","1703","1974","02","12",NA,"Brasil",NA,NA,"Arbusto de até 3 m de altura, inflorescência lilases","BOTU001558",NA,NA,"Benth.","Iwazaki, M.C.","São Paulo","Botucatu",NA,NA,NA,NA,NA,NA,"2007","9999","9999","12","20",NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:16:36-03","UFBA","ALCB","035102","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Souza, VC; Sakuragui, CM; Miyagi, PH; Levensteinas, B; Bérgamo, P; Cardoso, WP","4233","1993","09","06","Southern America","Brasil",NA,NA,"1,6 m. Inflorescência com botões verdes.; ao lado da estrada.","ALCB023905","Dicotyledon",NA,"Benth.","Scaramuzza, CAM de","São Paulo","Itararé","Fazenda Ibiti (RIPASA)","-49.266667",NA,"ALCB023905","1200","1200","1995","-49.266667",NA,"02",NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:16:36-03","UFBA","ALCB","73013","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Hatschbach, G; Silva, JM","51871","1987","11","24","Southern America","Brasil",NA,NA,"3 m., levemente ramoso. Estames rosados.","ALCB023906","Dicotyledon",NA,"Benth.","Barneby","Paraná","Arapoti","Colônia de Holandeses","-49.8266983032227","-24.1578006744385","ALCB023906",NA,NA,"1988",NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA
"19","2020-02-08 09:10:12-03","NBC","NL-BOTANY","L.2041229","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","botucatuana","Mimosa botucatuana","Hatschbach GG",NA,"1968","03","23","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2041229 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2041229",NA,"Fabales","Hoehne",NA,NA,NA,"Paraná, Mun. Wencesaau Braz, Calógeras.",NA,NA,"NL-L2041229",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"20","2020-02-08 09:10:19-03","NBC","NL-BOTANY","L.2041727","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","orthacantha","Mimosa orthacantha","Hatschbach GG",NA,"1952","09","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2041727 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2041727",NA,"Fabales","Benth.",NA,NA,NA,"Est paran. Mun Tibagi, Fda, Monte Alegre; Harmonia.",NA,NA,"NL-L2041727",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"21","2020-02-08 09:10:19-03","NBC","NL-BOTANY","L.2041725","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","orthacantha","Mimosa orthacantha","Herzog T",NA,"1911","04","01","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2041725 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2041725",NA,"Fabales","Benth.",NA,NA,NA,"Plantae in itinere secundo, per Boliviam lectae, Kl. Frauh in des Dormbusichikppe Ginn Palo.",NA,NA,"NL-L2041725",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"22","2020-02-08 09:10:19-03","NBC","NL-BOTANY","L.2041726","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","orthacantha","Mimosa orthacantha","Hatschbach GG",NA,"1959","01","30","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2041726 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2041726",NA,"Fabales","Benth.",NA,NA,NA,"Est Parana. Mun Tibagi. Estr. Castro-Tibagi, Fda Palmito.",NA,NA,"NL-L2041726",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"23","2020-11-04 11:10:00-03","ESALQ","ESA","11925","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Souza, V.C. et al.","4233.0","1993","09","06",NA,"Brasil",NA,NA,NA,"ESA011925","Magnoliophyta",NA,"Benth.",NA,"São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA011925",NA,NA,"1995",NA,NA,"02","13","27729","auto",NA,NA,NA,NA,NA
"24","2020-11-04 11:10:00-03","ESALQ","ESA","85442","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Paula-Souza, J.; Souza, V.C.; Mazine, F.F.; Lucas, E.; Romão, G.O.","3654.0","2003","11","13",NA,"Brasil",NA,NA,"Arbusto, 2,5m alt. Flores róseas","ESA085442","Magnoliophyta",NA,"Benth.","Souza, V.C.","São Paulo","Itararé","17km de Itararé para Bom Sucesso de Itararé. Floresta ombrófila mista","-49.3400001525879","-24.1100006103516","ESA085442","1060","1060","2017","-49,266,667","-24,233,333","07","01","27729","auto",NA,NA,NA,NA,NA
"25","2020-11-04 11:10:00-03","ESALQ","ESA","22538","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Souza, V.C. et al.","7134.0","1994","11","13",NA,"Brasil",NA,NA,NA,"ESA022538","Magnoliophyta",NA,"Benth.",NA,"São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA022538",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"26","2020-11-04 11:10:00-03","ESALQ","ESA","37110","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Silva, J.M. et al.","1820.0","1996","12","13",NA,"Brasil",NA,NA,NA,"ESA037110","Magnoliophyta",NA,"Benth.",NA,"Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625","ESA037110",NA,NA,"1997",NA,NA,"01","01","56988","auto",NA,NA,NA,NA,NA
"27","2020-11-04 11:10:00-03","ESALQ","ESA","12408","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Souza, V.C. et al.","4672.0","1994","11","26",NA,"Brasil",NA,NA,NA,"ESA012408","Magnoliophyta",NA,"Benth.","Scaramuzza, C.A.M.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA012408",NA,NA,"1994",NA,NA,"02","13","27729","auto",NA,NA,NA,NA,NA
"28","2019-07-26 11:40:21-03","IPA","IPA","28515","S","Plantae","Leguminosae-Mim.","Mimosa","orthacantha","Mimosa orthacantha","Hoehne, W.","28515","1944","11","30","Southern America","Brasil",NA,NA,NA,"IPA0028515","Plantae",NA,"Benth.","Gomes-Silva, A.","São Paulo",NA,"Parque do Estado de São Paulo",NA,NA,NA,NA,NA,"2009",NA,NA,"02","16",NA,NA,NA,NA,NA,NA,NA
"29","2020-12-20 21:17:36-03","UFV","VIC","18695","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Iwazaki, M.C. de; Clemente","01","2006","04","18",NA,"Brasil",NA,NA,"Planta arbustiva, folíolos pequenos. Fruto de tipo craspédio.","VIC018695",NA,NA,"Benth.","Dutra, V.F.","São Paulo","Botucatu","Rodovia Gastão das Darra, Km 6, Cerrado.","-48.439998626709","-22.8799991607666","VIC018695",NA,NA,"2006",NA,NA,"11","20","40412","auto",NA,NA,NA,NA,NA
"30","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0024376","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","G. Hatschbach; E. Barbosa","58198","1992","11","10",NA,"Brazil",NA,NA,"Arbusto pouco ramificado, 2 m, flor lilás.",NA,"Magnoliophyta","Fabales","Benth.","R. Barneby","Parana",NA,"Guartela, Canyon Rio lapo, Lajeado do Pedregulho (mun. Tibagi).","-50.4","-24.5",NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0024377","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","G. Hatschbach; J. M. Silva","51871","1987","11","24",NA,"Brazil",NA,NA,"Arbusto 3m, levemente ramoso, estames rosados. Capoeira.",NA,"Magnoliophyta","Fabales","Benth.","R. Barneby","Parana",NA,"Capoeira.Col de Holandeses (mun. Arapoti).","-49.6667","-24.1667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-21 14:36:55-03","UFJF","CESJ","65103","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","E. Barbosa; J.M. Silva; G. Felitto","3115","2011","08","27","América do Sul","Brasil",NA,NA,"Arbusto, 1,8m; frutos maduros. Campo graminoso.","CESJ065103","Angiosperma",NA,"Benth.","G. Felitto; E. Barboza","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,"2011",NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"33","2021-04-07 11:44:30-03","UFMS","CGMS","23237","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","M.E. Buim; et al.",NA,"1994","11","04",NA,"Brasil",NA,NA,"Mimosoideae. Flor lilás. Com espinhos.","CGMS1052644",NA,NA,"Benth.","J.Y. Tamashiro","Paraná","Tibagi","Cânion do Guartela.","-50.4136009216309","-24.5093994140625",NA,NA,NA,"1999",NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"34","2021-04-07 11:44:30-03","UFMS","CGMS","63914","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","J.M. Silva; A.C. Cervi; E. Lucas; F.F. Mazine","3836","2003","11","03",NA,"Brasil",NA,NA,"Mimosoideae. Flor rosada. Habitat: Campo limpo, próximo a capão. Habito: Arbusto. 2 m de altura.","CGMS1096882",NA,NA,"Benth.","O.S. Ribas","Paraná","Tibagi","Parque Estadual do Guartelá.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"35","2019-08-20 10:14:25-03","UNICAMP","UEC","77837","S","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Souza, VC; Souza, JP; Miyagi, PH; Nakagomi, MY","7134","1994","11","13",NA,"Brazil",NA,NA,"Arbusto, ca. 1,5m, Filetes róseos.",NA,"Magnoliopsida",NA,"Benth.","Tamashiro, JY","São Paulo","Bom Sucesso de Itararé","Estrada Itararé - Bom Sucesso do Itararé, Mata de Araucáuria.","-50.575","-16.466667",NA,NA,NA,"1997","-50.575","-16.466667","11",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:30:58-03","UNICAMP","UEC","184014","S","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Souza, VC; Sakuragui, CM; Miyagi, PH","4233","1993","09","06",NA,"Brazil",NA,NA,"Arbusto, ca. 1,6 m alt., botões verdes. Beira de mata.; Mata com Araucária","UEC108679","Magnoliopsida",NA,"Benth.","Scaramuzza, CAMR","São Paulo","Itararé","Fazenda Ibiti","-49.271722","-24.241333","UEC108679","1200","1200","1995","-49.271722","-24.241333","02","13",NA,NA,NA,NA,NA,NA,NA
"37","2019-08-20 10:14:25-03","UNICAMP","UEC","183993","S","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Souza, VC; Souza, JP; Miyagi, PH; Nakagomi, MY","7134","1994","11","13",NA,"Brazil",NA,NA,"Arbusto, ca. 1,5m, Filetes róseos.","UEC107817","Magnoliopsida",NA,"Benth.","Tamashiro, JY","São Paulo","Bom Sucesso de Itararé","Estrada Itararé - Bom Sucesso do Itararé, Mata de Araucáuria.","-50.575","-16.466667","UEC107817",NA,NA,"1997","-50.575","-16.466667","11",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:30:58-03","UNICAMP","UEC","189237","S","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Paiva, MRC; et al.","FUEL26820","2000","05","03",NA,"Brazil",NA,NA,"Erva ereta, 2,5 - 3 m; flor rósea fruto maduro e imaturo [craspédio].","UEC126680","Magnoliopsida",NA,"Benth.","Ribas, OS","Paraná","Tibagi","Caetano Mendes.","-50.4136009216309","-24.5093994140625","UEC126680",NA,NA,"2011",NA,NA,"09","21","56988","auto",NA,NA,NA,NA,NA
"39","2019-08-20 10:14:25-03","UNICAMP","UEC","145107","S","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Berg, GA","FUEL20226","1996","09","13",NA,"Brazil",NA,NA,"Arbustivo, 2,5 m.; flor lilás com cálice roxo; caule com espinhos; escassa.",NA,"Magnoliopsida",NA,"Benth.","Tamashiro, JY","Paraná","Tibagi","Canyon Guartelá, Campo.","-50.4136009216309","-24.5093994140625",NA,NA,NA,"1999",NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"40","2021-03-01 16:30:58-03","UNICAMP","UEC","183996","S","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Souza, VC; Yamamoto, K; Stehmann, JR; Dutilh, JHA","4672","1993","11","26",NA,"Brazil",NA,NA,"Arbusto, 2-3 m alt. Filetes róseos.; Beira de estrada.","UEC104774","Magnoliopsida",NA,"Benth.","Scaramuzza, CAMR","São Paulo","Itararé","Estrada Itararé-Bonsucesso, ca. 15 km de Itaraé. Fazenda Ibiti (Ripasa).","-49.3400001525879","-24.1100006103516","UEC104774",NA,NA,"1994",NA,NA,"02","13","27729","auto",NA,NA,NA,NA,NA
"41","2019-08-20 10:14:25-03","UNICAMP","UEC","31020","S","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Leitão Filho, HF; Semir, J; Gibbs, PE","1747","1976","02","10",NA,"Brazil",NA,NA,"Subarbusto até 1,2m. Flores rosa-avermelhadas. Espinhos muito abundantes.","UEC071871","Magnoliopsida",NA,"Benth.","Tamashiro, JY","São Paulo","Itararé","Rodovia do Horto Florestal. Campo Rupestre, com aflorações rochosas.","-49.3400001525879","-24.1100006103516","UEC071871",NA,NA,"1997",NA,NA,"11",NA,"27729","auto",NA,NA,NA,NA,NA
"42","2019-08-20 10:14:25-03","UNICAMP","UEC","6965","S","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Leitão Filho, HF; Semir, J; Gibbs, PE","1747","1976","02","10",NA,"Brazil",NA,NA,"Subarbusto até 1,2m. Flores rosa-avermelhadas. Espinhos muito abundantes.",NA,"Magnoliopsida",NA,"Benth.","Tamashiro, JY","São Paulo","Itararé","Rodovia do Horto Florestal. Campo Rupestre, com aflorações rochosas.","-49.3400001525879","-24.1100006103516",NA,NA,NA,"1997",NA,NA,"11",NA,"27729","auto",NA,NA,NA,NA,NA
"43","2020-03-02 09:10:59-03","UFRPE","PEUFR","53444","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","orthacantha","Mimosa orthacantha","M. R. C. Paiva",NA,"2000","05","03",NA,"Brasil",NA,NA,"Erva ereta 2,5-3m; flor rósea; fruto maduro e imaturo (craspédio).","PEUFR053444",NA,NA,"Benth.","O. S. Ribas","Paraná","Tibagi","Caetano Mendes","-50.4136009216309","-24.5093994140625",NA,NA,NA,"2011",NA,NA,"09","21","56988","auto",NA,NA,NA,NA,NA
"44","2021-03-16 17:52:12-03","UCS","HUCS","7009","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Hatschbach, G.","51871","1987","11","24",NA,"Brasil",NA,NA,"Arbusto, 3m, levemente ramoso, estames rochosos.",NA,"Angiospermae","Fabales","Benth.","Barneby, R.C.","Paraná","Arapoti",NA,"-49.8266983032227","-24.1578006744385",NA,NA,NA,"1988",NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA
"45","2021-03-16 17:52:12-03","UCS","HUCS","10633","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Hatschbach, G.","58198","1992","11","10",NA,"Brasil",NA,NA,"orlda de capão á borda de canyon",NA,"Angiospermae","Fabales","Benth.","Barneby, R.C.","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625",NA,NA,NA,"1993",NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"46","2021-03-16 17:52:12-03","UCS","HUCS","16776","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Cordeiro, J.","1541","1999","07","01",NA,"Brasil",NA,NA,"arbusto, 1.2m, frutos secos.; campo de altitude",NA,"Angiospermae","Fabales","Benth.","Barneby, R.C.","Paraná","Campina Grande do Sul","Morro Camaquã","-49.0553016662598","-25.3055992126465",NA,NA,NA,"1999",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"47","2021-03-16 17:52:12-03","UCS","HUCS","40396","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Barbosa, E.","3115","2011","08","27",NA,"Brasil",NA,NA,"Arbusto, 1.8, frutos maduros.; Campo graminoso",NA,"Angiospermae","Fabales","Benth.","Barbosa, E.; Felitto, G.","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,"2011",NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"48","2021-03-16 17:52:12-03","UCS","HUCS","27095","PreservedSpecimen","Plantae","Fabaceae","Mimosa","orthacantha","Mimosa orthacantha","Silva, J.M.","3836","2003","11","03",NA,"Brasil",NA,NA,"arbusto, 2m, flor rosada.; Campo limpo, próximo a capão",NA,"Angiospermae","Fabales","Benth.","Ribas, O.S.","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
