"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","occurrenceRemarks","recordNumber","phylum","order","continentOcean","locality","preparationType","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount","fieldNumber"
"11","2019-08-27 13:28:46-03","IAP","PACA-AGP","48207","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","A. Oliveira-Paes Coelho","Emrich, K.","1949","11",NA,"Brasil","RS","Iraí","-53.2505989074707","-27.1935997009277",NA,NA,NA,NA,"PACA048207",NA,"2008","Habitat: Ad silvam Fenofase: estéril",NA,"Magnoliophyta","Caryophyllales",NA,"Ad fl. Uruguay",NA,"08","20","18820","auto","Magnoliatae",NA,NA
"12","2021-04-07 11:48:00-03","UFMS","CGMS","38883","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","R.H.Silva","R.H. Silva; J.P. Souza; G. Guimarães; E.L. Siqueira","2013","01","27","Brasil","Mato Grosso do Sul","Corumbá","-57.55","-19.1633333","-57,55","-19,1633333","183","183","CGMS1068276",NA,"2013","Flor rosa. Fruto ausente. Estames amarelos evidentes. Habitat: Afloramento rochoso. Bancada laterítica. Relevo com elevações. Plano. Habito: Erva.","969",NA,NA,NA,"Afloramento rochoso.",NA,"01","27",NA,NA,NA,NA,NA
"13","2021-04-07 11:48:00-03","UFMS","CGMS","35256","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.",NA,"T.G Freitas; C.S. Souza","2011","02","24","Brasil","Mato Grosso do Sul","Porto Murtinho","-57.885","-21.7011111","-57,885","-21,7011111",NA,NA,"CGMS1064653",NA,"2020","Flor rosada. Fruto verde. Habitat: Savana Estépica Arborizada (Chaco). Habito: Erva.","42",NA,NA,NA,"Fazenda Retiro Conceição.",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-07 11:48:00-03","UFMS","CGMS","35435","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.",NA,"C.S. Souza; W.S. Covre; C. Aoki; M.R. Sigrist; T.G. Freitas;","2009","11","22","Brasil","Mato Grosso do Sul","Porto Murtinho","-57.885","-21.7011111","-57,885","-21,7011111",NA,NA,"CGMS1064774",NA,"2020","Flor rosa. Habitat: Savana Estépica Arborizada (Chaco). Habito: Erva.","18",NA,NA,NA,"Fazenda Retiro Conceição.",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:38:25-03","UNICAMP","UEC","38324","S","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Oliveira, A","Yamamoto, K","1984","10","23","Brazil","Mato Grosso do Sul","Selvíria","-51.4188995361328","-20.3672008514404",NA,NA,NA,NA,"UEC157189","UEC157189","2008","Erva, flores púrpuras.","16755","Magnoliopsida",NA,NA,"Faz. Cacildo Arantes.",NA,"08","19","74358","auto",NA,NA,NA
"16","2020-04-22 16:23:19-03","UFPB","JPB","15868","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","striata","Portulaca striata","Poellnitz",NA,"Miranda, CAB de; Z.M.D. de Medeiros, Z","1977","09","21","Brasil","Paraíba","Caaporã","-34.908056","-7.515833","-34.908056","-7.515833","29","29",NA,NA,NA,NA,"JPB15868","Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-01-17 11:25:06-02","PUCRS","MPUC","19660","S","Plantae","Portulacaceae","Portulaca","striata","Portulaca striata","Poelln.",NA,NA,"1993","03","04","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caryophyllales","South America","Campus da PUCRS, próximo ao estacionamento do Champgnat",NA,NA,NA,"29946","auto","Magnoliopsida","1",NA
"18","2019-11-08 08:55:33-03","FURB","FURB","39398","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Funez, L.A.","Funez, L.A.","2012","10","28","Brasil","Santa Catarina","Rodeio","-49.37","-26.9286111","-49.3700000","-26.9286111","86","86","FURB03981","FURB03981","2012",NA,"1134",NA,NA,NA,"centro.",NA,"10","28",NA,NA,NA,NA,NA
"19","2019-08-16 08:40:46-03","UTFPR","HCF","24992","S","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","G.A. Dettke","M.G. Caxambu","2018","02","08","Brasil","PR","Foz do Iguaçu","-52.434861","-25.682694","52°26'05,5 W","25°40'57,7 S","225","225",NA,NA,"2018","erva heliófita, psamófila, ca. 0,10 m. Formando agrupamentos em campo de futebol abandonado.","8054",NA,NA,NA,"Parque Nacional do Iguaçu, trilha do",NA,"07","02",NA,NA,NA,NA,NA
"20","2020-12-21 16:41:54-03","MBM","MBM","17166","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Rodrigues, M.I.A.","Hatschbach, G.",NA,NA,NA,"Brazil","Mato Grosso do Sul","Aquidauana","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,"MBM017166","MBM017166",NA,NA,"23777",NA,NA,"Southern America","Piraputanga",NA,NA,NA,"212961","auto",NA,NA,NA
"21","2020-12-21 16:41:54-03","MBM","MBM","245531","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.",NA,"Krapovickas, A.; et al.; et al.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM245531","MBM245531",NA,NA,"15688",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:41:54-03","MBM","MBM","245673","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Vieira, T.","Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","1985","03","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM245673","MBM245673","2019",NA,"49172A",NA,NA,NA,NA,NA,"08","26",NA,NA,NA,NA,NA
"23","2020-12-21 16:41:54-03","MBM","MBM","284673","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Vieira, T.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","2002","11","14","Brazil","Mato Grosso do Sul","Porto Murtinho","-56.878056","-21.034444","-56.878056","-21.034444",NA,NA,"MBM284673","MBM284673","2019","Ereta, flor purpúrea.; Campo cerrado, solo rochoso.","74230",NA,NA,"Southern America","Rio Aquidabã, Rodovia Bonito-Campo dos Índios",NA,"08","26",NA,NA,NA,NA,NA
"24","2020-12-21 16:41:54-03","MBM","MBM","344455","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Vieira, T.","Toledo, C.S.; Nelson Joaquin, J.; Nelson Joaquin, J.","1992","01","22","Bolivia","Cordillera",NA,NA,NA,NA,NA,NA,NA,"MBM344455","MBM344455","2019","Flores rojas, pequeñas.","10293",NA,NA,"Southern America","9km al Norte de Camiri (Santa Cruz - Cordillera)",NA,"08","26",NA,NA,NA,NA,NA
"25","2020-12-21 16:41:56-03","MBM","MBM","130623","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","striata","Portulaca striata","Poelln.","Mattos, J.R.","Klein, R.; et al.; et al.",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM130623","MBM130623",NA,NA,"6911",NA,NA,"Southern America","Rio Vermelho, Ilha de Santa Catarina",NA,NA,NA,"27000","auto",NA,NA,NA
"26","2020-12-21 16:41:56-03","MBM","MBM","130621","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","striata","Portulaca striata","Poelln.","Mattos, J.R.","Klein, R.; et al.; et al.",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM130621","MBM130621",NA,NA,"6682",NA,NA,"Southern America","Rio Vermelho, Ilha de Santa Catarina",NA,NA,NA,"27000","auto",NA,NA,NA
"27","2016-01-21 14:41:07-02","MNHN","RECOLNAT_MNHN_P","P01903331","PreservedSpecimen",NA,"Portulacaceae","Portulaca","striata","Portulaca striata","Poelln.",NA,"Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"P01903331","P01903331_01",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01903331' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Province de Saint-Paul","hb",NA,NA,NA,NA,NA,NA,"1013"
"28","2016-02-23 12:48:57-03","MNHN","RECOLNAT_MNHN_P","P01903332","PreservedSpecimen",NA,"Portulacaceae","Portulaca","striata","Portulaca striata","Poelln.",NA,"Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"P01903332","P01903332_01",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01903332' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Province de Saint-Paul","hb",NA,NA,NA,NA,NA,NA,"1013"
"29","2015-07-20 16:07:36-03","MNHN","RECOLNAT_MNHN_P","P01903333","PreservedSpecimen",NA,"Portulacaceae","Portulaca","striata","Portulaca striata","Poelln.","Oliviera-Paes Coelho","Glaziou, A.","1876","10","19","Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"P01903333","P01903333_01",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01903333' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"(Rio Janeiro) Maxambomba","hb",NA,NA,NA,NA,NA,NA,"8723"
"30","2014-04-29 05:39:00-03","MO","MOBOT","2425601","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Fortunato, R. H.","Renée H. Fortunato|A. D'Agostini|J.A. Greppi|A. Martínez","2000","3","5","Argentina","Chaco","General Güemes","-61.66666","-24.43333",NA,NA,NA,NA,NA,NA,NA,NA,"Fortunato 6597",NA,NA,"South America","Camino de acceso a Sauzalito desde la ruta al Sauzal, cerca del Cementerio.",NA,NA,NA,NA,NA,NA,NA,NA
"31","2010-04-14 18:02:00-03","MO","MOBOT","3418111","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.",NA,"Thomas Morong",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morong 59",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2013-02-28 11:06:00-03","MO","MOBOT","2119352","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","D.A.S. de Cullen","Stephan G. Beck","1979","10","2","Bolivia","Beni","Gral. Ballivian",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,"Beck 2620",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA
"33","2018-05-17 05:28:00-03","MO","MOBOT","2231744","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Belgrano, M. J.","Osvaldo Morrone|Norma B. Deginani|María E. Múlgura","1997","4","20","Argentina","Misiones","San Ignacio","-55.56666","-27.25",NA,NA,NA,NA,NA,NA,NA,NA,"Morrone 1908",NA,NA,"South America","Puerto Nuevo San Ignacio, 6 km de San Ignacio, margen sobre el río Paraná",NA,NA,NA,NA,NA,NA,NA,NA
"34","2014-04-29 05:39:00-03","MO","MOBOT","2425565","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Fortunato, R. H.","Renée H. Fortunato|A. D'Agostini|J.A. Greppi|A. Martínez","2000","3","2","Argentina","Chaco","General Güemes","-61.81666","-24.73333",NA,NA,NA,NA,NA,NA,NA,NA,"Fortunato 6537",NA,NA,"South America","4 km al N de Campo Grande en direcc. a Sauzalito.",NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-01-12 11:48:00-02","MO","MOBOT","2425576","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","G.Ocampo (CAS)","Renée H. Fortunato|A. D'Agostini|J.A. Greppi|A. Martínez","2000","3","3","Argentina","Chaco","General Güemes","-61.8","-24.45",NA,NA,NA,NA,NA,NA,NA,NA,"Fortunato 6563",NA,NA,"South America","12 km de Sauzalito en direcc. a Santa Rita.",NA,NA,NA,NA,NA,NA,"1",NA
"36","2012-04-19 10:36:00-03","MO","MOBOT","2456083","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.",NA,"E.L. Holmberg",NA,NA,NA,"Argentina","Misiones","Capital","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,"Holmberg s.n.1",NA,NA,"South America","Posadas",NA,NA,NA,NA,NA,NA,NA,NA
"37","2010-04-30 10:27:00-03","MO","MOBOT","2456099","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.",NA,"C.L. Spegazzini",NA,NA,NA,"Argentina","Misiones","Capital","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,"Spegazzini s.n.27",NA,NA,"South America","Posadas",NA,NA,NA,NA,NA,NA,NA,NA
"38","2012-04-19 10:36:00-03","MO","MOBOT","2456140","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Legrand, C. M. D. H., XI-","E.L. Holmberg","1900","2","24","Argentina","Misiones","Capital","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,"Holmberg s.n.2",NA,NA,"South America","Posadas",NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-04-16 21:45:00-03","MO","MOBOT","2456155","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.",NA,"Burmeister, Hermann Carl Conrad",NA,NA,NA,"Argentina","Misiones","San Javier","-55.13333","-27.88333",NA,NA,NA,NA,NA,NA,NA,NA,"Burmeister s.n.",NA,NA,"South America","San Javier",NA,NA,NA,NA,NA,NA,NA,NA
"40","2015-01-12 11:49:00-02","MO","MOBOT","2517822","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","G.Ocampo (CAS)","Ricardo O. Vanni|Anita Radovancich|Aurelio Schinini","1991","2","25","Paraguay","Boquerón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vanni 2180",NA,NA,"South America","9 Km S de Loma Plata. Propiedad de Ebenfeld.",NA,NA,NA,NA,NA,NA,"1",NA
"41","2008-08-14 03:33:00-03","MO","MOBOT","2518119","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Bacigalupo, N. M.","A.L. Woolston","1955","1","17","Paraguay","Alto Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Woolston 431",NA,NA,"South America","Primavera.",NA,NA,NA,NA,NA,NA,NA,NA
"42","2015-08-10 05:49:00-03","MO","MOBOT","3413456","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","G.Ocampo (CAS)","Amaro Macedo","1950","10","28","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Macedo 2719",NA,NA,"South America","Mpio. Rio Verde. Campestre. Vermelhas. Cachoeira Alta.",NA,NA,NA,NA,NA,NA,"1",NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","3418145","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.",NA,"Aurelio Schinini","1976","1","16","Argentina","Corrientes","Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schinini Cacace 12451",NA,NA,"South America","Escuela de Agricultura.",NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-07-01 03:33:00-03","MO","MOBOT","3465498","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","A. Schinini","Troels M. Pedersen","1989","3","23","Argentina","Catamarca","Tinogasta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedersen 15322",NA,NA,"South America","Andaluca. Very loose sand, forming low dunes, with scant vegetation.",NA,NA,NA,NA,NA,NA,NA,NA
"45","2009-10-14 20:08:00-03","MO","MOBOT","1980485","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","striata","Portulaca striata","Poelln.",NA,"Rosa Degen","1988","1","28","Paraguay","Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Degen 648",NA,NA,"South America","Cordillera Tobati. Cerro Ybytu silla. 2 km al sur de la ciudad de Tobati",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-01-09 11:37:24-03","UNIOESTE","UNOP","10305","S","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Temponi, L.G.; Zabotti, K.","Rauber, C.R.; Hentz Junior, E.J.; Hammes, J.K.; Benatti, V.M.N.; Hentz Junior, E.J.; Hammes, J.K.; Benatti, V.M.N.","2019","01","17","Brasil","Paraná","Foz do Iguaçu","-54.439639","-25.675278","-54.439639","-25.675278",NA,NA,NA,NA,"2019","Erva, caule vináceo a verde, folha verde discolor suculenta, cálice verde, corola salmão","284",NA,NA,NA,"Parque Nacional do Iguaçu, Rodovia das Cataratas",NA,"07","16",NA,NA,NA,NA,NA
"47","2020-01-09 11:37:24-03","UNIOESTE","UNOP","10306","S","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Temponi, L.G.; Zabotti, K.","Rauber, C.R.; Hentz Junior, E.J.; Hammes, J.K.; Benatti, V.M.N.; Hentz Junior, E.J.; Hammes, J.K.; Benatti, V.M.N.","2019","01","17","Brasil","Paraná","Foz do Iguaçu","-54.439472","-25.676167","-54.439472","-25.676167",NA,NA,NA,NA,"2019","Erva, caule vináceo, folha verde suculenta, cálice verde corola rosa","290",NA,NA,NA,"Parque Nacional do Iguaçu, Rodovia das Cataratas",NA,"07","16",NA,NA,NA,NA,NA
"48","2019-11-13 11:29:24-03","USP","SPF","66898","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Oliveira, A","Vieira, LL","1965","12","28","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00066898",NA,"2008",NA,"s.n.",NA,NA,NA,"Cidade Universitária Armando de Salles Oliveira",NA,"08","04","53584","auto",NA,NA,NA
"49","2021-03-25 13:53:20-03","UNIVILLE","JOI","54","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","striata","Portulaca striata","Poelln.","Daniel B. Falkenberg","Hering-Rinnert, C.","2000",NA,NA,"Brasil","Santa Catarina","Balneário Camboriú","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"JOI000054",NA,"1905","Habitat: Heliófila/Psamófila Habito: herbácea","100",NA,NA,NA,"Taquaras.",NA,"06","22","8793","auto",NA,NA,NA
"50","2021-03-25 13:53:20-03","UNIVILLE","JOI","55","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","striata","Portulaca striata","Poelln.","Daniel B. Falkenberg","Hering-Rinnert, C.","2000",NA,NA,"Brasil","Santa Catarina","Balneário Camboriú","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"JOI000055",NA,"1905","Habitat: Heliófila/Psamófila Habito: herbácea","101",NA,NA,NA,"Taquaras.",NA,"06","22","8793","auto",NA,NA,NA
"51","2019-10-07 09:19:17-03","UEFS","HUEFS","77230","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","A.O.Paes-Coelho","Hatschbach, G.","2002","11","14","Brasil","Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783",NA,NA,NA,NA,"HUEFS0077230","HUEFS0077230","2004","Campo cerrado; solo rochoso.","74230","Angiospermae","Caryophyllales",NA,"Rodovia - Campo dos Índios, Rio Aquidaban.",NA,"10",NA,"185577","auto","Caryophyllanae",NA,NA
"52","2019-10-07 09:19:17-03","UEFS","HUEFS","149269","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","T.Vieira","Pereira, R.","2008","06","18","Brasil","Pernambuco","Buíque","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,"HUEFS0149269","HUEFS0149269 HUEFS0149269_e1","2019",NA,"2753","Angiospermae","Caryophyllales",NA,"Vale do Catimbau, Trilha Das Torres.",NA,"02",NA,"38964","auto","Caryophyllanae",NA,NA
"53","2019-10-07 09:19:17-03","UEFS","HUEFS","152753","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","A.O.Paes-Coelho","Takahasi, A.","2005","11","30","Brasil","Mato Grosso do Sul","Corumbá","-57.578333","-19.149167","57W34'42''","19S8'57''","85","85","HUEFS0152753","HUEFS0152753","2010",NA,"1128","Angiospermae","Caryophyllales",NA,"Fazenda banda Alta.",NA,"06",NA,NA,NA,"Caryophyllanae",NA,NA
"54","2019-10-07 09:19:17-03","UEFS","HUEFS","179346","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","T.Vieira","Harley, R.M.","2012","01","29","Brasil","Maranhão","Carolina","-47.423056","-7.186944","47W25'23''","7S11'13''","296","350","HUEFS0179346","HUEFS0179346 HUEFS0179346_e1","2019","Área de cerrado e paredões de arenito.","56569","Angiospermae","Caryophyllales",NA,"20 km da cidade na estrada para Estreito. Portal da Chapada.",NA,"02",NA,NA,NA,"Caryophyllanae",NA,NA
