"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","phylum","order","scientificNameAuthorship","identifiedBy","decimalLongitude","decimalLatitude","county","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","typeStatus","sex"
"12","2021-03-15 16:37:00-03","NY","NYBG","382572","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","D. Clarke","1781","1996","05","28","South America","Guyana",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701728' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382572","U. Takutu-U. Essequibo. Sand Creek to Shea Village.","Magnoliophyta","Sapindales","Lam.","J. A. Kallunki","-59.52","2.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01132024","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","R. D. Ribeiro","930","2007","08","18","South America","Brazil","Rio de Janeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1287064' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132024","Fazenda Ponte Alta.","Magnoliophyta","Sapindales","Lam.","J. R. Pirani",NA,NA,"Barra do Priaí","NY01132024_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","929325","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","J. A. Ratter","R5101",NA,NA,NA,"South America","Brazil","Mato Grosso do Sul","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034840' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929325","Fazenda Nhumirim (Pantanal subregion of Nhecolândia), c. 100 km of Corumbá, near Salina Grande.","Magnoliophyta","Sapindales","Lam.",NA,"-57.02","-19.23",NA,"NY00929325_01","89","89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","382575","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","W. A. Palacios","2905","1988","09","06","South America","Ecuador","Napo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382575","Estación Biológica JATUN SACHA.","Magnoliophyta","Sapindales","Lam.","C. R. Reynel","-77.62","-1.07",NA,NA,"450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01141925","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","M. G. da Silva","3605","1978","05","16","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507466' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141925","Rio Tocantins, Jacunda, rio Cajazeiras","Magnoliophyta","Sapindales","Lam.","C. R. Reynel","-49.1638157","-4.6120185",NA,"NY01141925_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","382565","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","J. R. Pirani","2899","1993","05","16","South America","Brazil","Rio de Janeiro","sheet",NA,"Material fixado em FAA 50. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701729' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382565","Estrada Resende-Formoso, ca. 14 km de Resende.","Magnoliophyta","Sapindales","Lam.",NA,"-44.4467","-22.4692","Resende","NY00382565_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","382569","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","L. Riedel","102",NA,NA,NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701732' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382569","Brasilia","Magnoliophyta","Sapindales","Lam.","C. R. Reynel",NA,NA,NA,"NY00382569_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-12-15 14:59:00-02","NY","NYBG","01157739","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","B. C. Bennett","4483","1990","08","12","South America","Ecuador","Napo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701726' target='other'> <mi>dwc_moreinfo</mi></a>","NY01157739","Misahualli, along Rio Misahualli","Magnoliophyta","Sapindales",NA,"C. R. Reynel","-77.67","-1.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","884784","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","J. C. Lindeman","5375","1967","05","20","South America","Brazil","Paraná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967138' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884784","Near Rio Tricolor, ca. 15 km S of Cava Funda","Magnoliophyta","Sapindales","Lam.","J. A. Kallunki",NA,NA,NA,"NY00884784_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","382568","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","G. G. Hatschbach","16566","1967","06","17","South America","Brazil","Paraná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701734' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382568","Céu Azul. Mata pluvial de bacia do Paraná.","Magnoliophyta","Sapindales","Lam.","C. R. Reynel","-53.9964","-25.2408","Matelândia","NY00382568_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","382567","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","H. de F. Leitão Filho","10403","1979","09","10","South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701731' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382567","Nativo em área da mata a 15 km da Cidade junto à Cachoeira dos Pretos","Magnoliophyta","Sapindales","Lam.","C. R. Reynel","-46.27","-22.9303","Joanópolis","NY00382567_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-29 17:34:00-03","NY","NYBG","382573","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","F. Mereles","3809","1990","02","15","South America","Paraguay","Presidente Hayes","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701733' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382573","Ruta Trans Chaco Km 120","Magnoliophyta","Sapindales",NA,"C. R. Reynel","-59.27","-23.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01141923","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","G. T. Prance","9486","1969","01","28","South America","Brazil","Roraima","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507462' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141923","Vicinity of Dormida, foothills of Serra da Lua","Magnoliophyta","Sapindales","Lam.","C. R. Reynel","-60.208","2.45",NA,"NY01141923_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01141922","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","G. A. Black","51-13777","1951","10","04","South America","Brazil","Acre","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507456' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141922","Beira do Rio Branco, ca. 5 km ao Norte de Boa Vista.","Magnoliophyta","Sapindales","Lam.","C. R. Reynel","-67.81","-9.97472","Rio Branco","NY01141922_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01141924","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","G. T. Prance","1822","1965","10","30","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507463' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141924","Road BR 22, Capanema to Maranhão. Vicinity of Cachoeira, km. 96.","Magnoliophyta","Sapindales","Lam.","C. R. Reynel","-46.537506","-1.765546",NA,"NY01141924_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","382574","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","M. H. Nee","35818","1987","08","29","South America","Bolivia","Santa Cruz","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701736' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382574","1 km N of Terevinto. Flat, fine sandy, near Rio Besa.","Magnoliophyta","Sapindales","Lam.","C. R. Reynel","-63.38","-17.7","Andrés Ibáñez",NA,"410","410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","382566","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","J. R. Pirani","2899","1993","05","16","South America","Brazil","Rio de Janeiro","sheet",NA,"Material fixado em FAA 50. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701730' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382566","Estrada Resende-Formoso, ca. 14 km de Resende.","Magnoliophyta","Sapindales","Lam.",NA,"-44.4467","-22.4692","Resende","NY00382566_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-18 09:30:41-03","UNESP-IBB","BOTU","2980","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","Assis Camargo, P.F.","401","1997","08","21",NA,"Brasil","São Paulo",NA,NA,"Árvore, 12 m de altura, caule rugoso com acúleos, folhas cartáceas. Botões florais verdes. Planta com forte odor.","BOTU002980",NA,NA,NA,"Lam.","Pirani, J.R.",NA,NA,"Agudos",NA,NA,NA,"1998","06","26","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:30:41-03","UNESP-IBB","BOTU","30327","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","Blagitz, M.","62","2014","02","27",NA,"Brasil","São Paulo",NA,NA,"28 cm de circunferência do tronco a altura do peito.","BOTU030327",NA,NA,NA,"Lam.",NA,NA,NA,"Gália",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-08 11:10:08-03","UNESP-IBB","BOTU","30328","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","Blagitz, M.","61","2014","02","27",NA,"Brasil","São Paulo",NA,NA,"Árvore; 8 m de altura, 80 cm de circunferência do tronco a altura do peito.","BOTU030328",NA,NA,NA,"Lam.",NA,"-49.679167","-22.3825","Gália",NA,NA,NA,NA,NA,NA,"49°40'45w","22°22'57s",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:30:41-03","UNESP-IBB","BOTU","18729","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","Gabriel, J.L.C.",NA,"1992","07","13",NA,"Brasil","São Paulo",NA,NA,"Árvore. Cerradão.","BOTU018729",NA,NA,NA,"Lam.","Gabriel, J.L.C.",NA,NA,"Anhembí",NA,NA,NA,"1992","07","13","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:30:41-03","UNESP-IBB","BOTU","18612","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","Gabriel, J.L.C.",NA,"1992","07","13",NA,"Brasil","São Paulo",NA,NA,"Cerradão.","BOTU018612",NA,NA,NA,"Lam.","Gabriel, J.L.C.",NA,NA,"Anhembí",NA,NA,NA,"1992","07","13","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-24 17:11:02-03","UTFPR","DVPR","4553","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","Silva, EM","s.n.","2007","08","18",NA,"Brasil","Paraná",NA,NA,"árvore ca. 12 m, frutos imaturos verdes.; Relevo: suave-ondulado - Vegetação: Floresta Estacional Semidecidual Submontana.","DVPR004553","Parque Municipal Antônio Sestak.","Magnoliophyta",NA,"Lam.","Caxambu, MG","-53.0275001525879","-24.184700012207","Goioerê",NA,NA,NA,"2011","09","20",NA,NA,"22997","auto",NA,NA,NA,NA,NA,NA,NA
"35","2021-04-08 17:43:40-03","EAO","IAN","56845","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","Triana, JJ","s.n.",NA,NA,NA,NA,"Colômbia",NA,NA,NA,NA,"IAN056845",NA,"Dicotiledônea",NA,"Lam.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:48:32-03","EAO","IAN","117304","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","Prance, GT; Pennington, TD","1822","1965","10","30","Southern America","Brasil","Pará",NA,NA,"Tree 10m x 12cm diameter. Trunk spinous.","IAN117304","Vicinity of Cachoeira, km 96. Capoeira.","Dicotiledônea",NA,"Lam.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:48:32-03","EAO","IAN","36404","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","Fróes, RL","23130","1948","03","23","Southern America","Brasil","Roraima",NA,NA,"Tree, 6 meters, stoong odor, spiny white hard wood.","IAN036404","Rio Amajary.","Dicotiledônea",NA,"Lam.",NA,NA,NA,"Porto Alegre","IAN036404 IAN036404_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:48:32-03","EAO","IAN","43425","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","Ducke, A","s.n.","1943","09","19","Southern America","Brasil","Acre",NA,NA,"Árvore pequena e tortuosa; flor verde.","IAN043425","Boa Vista; Ilha de mato seco no campo alto além de calungá do Padre.","Dicotiledônea",NA,"Lam.","Pirani, JR","-67.8099975585938","-9.9747200012207","Rio Branco",NA,NA,NA,"2003","07","19",NA,NA,"178770","auto",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:48:32-03","EAO","IAN","155977","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","Silva, MG da; Bahia, RP","3605","1978","05","16","Southern America","Brasil","Pará",NA,NA,"Árvore de 25m de altura, 80cm de di6ametro; flor em botão jovem.","IAN155977","Rio Cajazeiras. Mata de terra firme. Solo areno-argiloso.","Dicotiledônea",NA,"Lam.",NA,"-49.1164016723633","-4.45082998275757","Jacundá",NA,NA,NA,NA,NA,NA,NA,NA,"46473","auto",NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:24:15-03","UFBA","ALCB","021981","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","Almeida, MZ de","s/n","1989","09",NA,"Southern America","Brasil","Bahia",NA,NA,NA,"ALCB063522","Região Metropolitana Salvador, Dependências da EPABA. Campus de Ondina-UFBA","Dicotyledon",NA,"H.J.Lam.","Pirani, JR","-38.5","-12.966667","Salvador",NA,NA,NA,"1995",NA,NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:24:15-03","UFBA","ALCB","85391","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","Ramos, C.H.A.; Alves, L. de J.; Santos, CE","330","2008","09","15","Southern America","Brasil","Bahia",NA,NA,"de ca 8 m de altura. Tronco com espinhos. Folhas com folíolos levemente cartáceos, discolores, face adaxial verde mais intenso. Inflorescência panícula. Frutos secos passados marrons.",NA,"Litoral Sul, Fazenda Campo Verde","Dicotyledon",NA,"H.J.Lam.","Pirani, JR","-39","-14","Itagibá",NA,NA,NA,"2008","12",NA,"-39","-14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:24:15-03","UFBA","ALCB","71044","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","Carvalho, G","60","2006","02","16","Southern America","Brasil","Bahia",NA,NA,"Ca. 4m alt.; Tronco ereto, espinhento.",NA,"Região Metropolitana Salvador, Campus da Federação UFBA, jardim ornamental interno do CPD","Dicotyledon",NA,"H.J.Lam.","Roque, N; Carvalho, G","-38.5","-12.966667","Salvador",NA,NA,NA,"2006","02",NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:24:15-03","UFBA","ALCB","86774","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","Ramos, C.H.A.; Alves, L. de J.; et al.","330","2008","09","15","Southern America","Brasil","Bahia",NA,NA,"de ca 8 m de altura. Folhas com folíolos cartáceos. Botoes verdes. Frutos secos marrons.",NA,"Litoral Sul, Mata da Antena","Dicotyledon",NA,"H.J.Lam.","Pirani, JR","-39.722222","-14.167222","Itacaré",NA,NA,NA,"2008","10",NA,"-39.722222","-14.167222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:24:15-03","UFBA","ALCB","82176","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","Machado, MABL","513","2004","10","28","Southern America","Brasil","Alagoas",NA,NA,"ca. 7 m alt. Botões verdes, espinho no caule.; tabuleiro","ALCB063521","usina Coruripe - Mata do Riachão","Dicotyledon",NA,"H.J.Lam.","Groppo Jr., M","-36.1755981445312","-10.125599861145","Coruripe",NA,NA,NA,"2009","07",NA,NA,NA,"31269","auto",NA,NA,NA,NA,NA,NA,NA
"45","2019-10-09 11:24:15-03","UFBA","ALCB","71044","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","caribaeum","Zanthoxylum caribaeum","Carvalho, G","60","2006","02","16","Southern America","Brasil","Bahia",NA,NA,"ca. 4m alt.; Tronco ereto, espinnhento.","ALCB063523","Região Metropolitana Salvador, Jardim ornamental interno do CPD","Dicotyledon",NA,"H.J.Lam.","Roque, N; Carvalho, G","-38.510799407959","-12.9710998535156","Salvador",NA,NA,NA,"2006","02",NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-02-08 10:31:24-03","NBC","NL-BOTANY","L 0705693","PreservedSpecimen","Plantae","Rutaceae","Fagara","caribaea","Fagara caribaea","Forest Department (Guyana)",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200705693 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0705693",NA,NA,"Sapindales","Krug & Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
