"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","infraspecificEpithet","class","individualCount","relatedCatalogItem"
"98","2019-10-07 09:36:32-03","UEFS","HUEFS","143211","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Popovkin, A.V.","236","2008","04",NA,NA,"Brasil","Bahia","Entre Rios","Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.","-37.95","-12.883333",NA,NA,NA,"HUEFS0143211","HUEFS0143211",NA,NA,NA,NA,"37W57'","12S53'",NA,"153","153",NA,NA,NA,"Rosanae",NA,NA
"99","2019-10-07 09:36:32-03","UEFS","HUEFS","162033","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Popovkin, A.V.","694","2010","05","05",NA,"Brasil","Bahia","Entre Rios","Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.","-38.033333","-12.016667",NA,NA,NA,"HUEFS0162033","HUEFS0162033",NA,NA,NA,NA,"38W2'","12S1'",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"100","2019-10-07 09:36:32-03","UEFS","HUEFS","178640","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Popovkin, A.V.","998","2011","12","07",NA,"Brasil","Bahia","Entre Rios","Imbé.","-38","-12.05",NA,NA,"Atlantic forest.","HUEFS0178640","HUEFS0178640",NA,NA,NA,NA,"38W0'","12S3'",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"101","2019-10-07 09:36:32-03","UEFS","HUEFS","240810","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Fernandes, M.F.","452",NA,NA,NA,NA,"Brasil","Bahia","Maraú","Comunidade Santo Amaro.","-39.023889","-14.262222",NA,NA,"Floresta","HUEFS0240810",NA,NA,NA,NA,NA,"39W1'26''","14S15'44''",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"102","2019-10-07 09:36:32-03","UEFS","HUEFS","198722","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Popovkin, A.V.","1492","2013","07","24",NA,"Brasil","Bahia","Entre Rios","Algodão.","-37.966667","-12.166667",NA,NA,"Atlantic Forest.","HUEFS0198722","HUEFS0198722",NA,NA,NA,NA,"37W58'","12S10'",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"103","2019-10-07 09:36:32-03","UEFS","HUEFS","35329","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Melo, E.","2533","1998","11","13",NA,"Brasil","São Paulo","Santos","Caeté, SP-55, Km 239,","-46.224167","-23.888056",NA,NA,"Mata Atlântica alterada.","HUEFS0035329","HUEFS0035329",NA,"R.M.de Castro","2005","10","46W13'27''","23S53'17''",NA,NA,"100",NA,NA,NA,"Rosanae",NA,NA
"104","2019-10-07 09:36:32-03","UEFS","HUEFS","51883","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Silva, B.M.","141","2001","06","02",NA,"Brasil","Bahia","Alagoinhas",NA,"-38.3","-12.05",NA,NA,NA,"HUEFS0051883","HUEFS0051883",NA,"R.M.de Castro","2005","10","38W18'","12S3'",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"105","2019-10-07 09:36:32-03","UEFS","HUEFS","72044","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Oliveira, R.P.","937","2003","05","29",NA,"Brasil","Bahia","Santa Terezinha","Pedra Branca, Serra da Jibóia, Morro da Pioneira.","-39.466667","-12.85",NA,NA,"Mata de Altitude.","HUEFS0072044","HUEFS0072044",NA,"R.M.de Castro","2005","10","39W28'","12S51'",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"106","2019-10-07 09:36:32-03","UEFS","HUEFS","84673","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Carvalho-Sobrinho, J.G.de","279","2004","07","22",NA,"Brasil","Bahia","Salvador","Estrada CIA","-38.373611","-12.860833",NA,NA,"Mata Higrófila. Solo arenoso.","HUEFS0084673","HUEFS0084673",NA,"R.M.de Castro","2005","10","38W22'25''","12S51'39''",NA,"80","80",NA,NA,NA,"Rosanae",NA,NA
"107","2019-10-07 09:36:32-03","UEFS","HUEFS","90963","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Castro, R.M.","1043","2004","12","08",NA,"Brasil","Bahia","Camacan","Beira da estrada que vai a Serra Bonita.","-39.55","-15.383333",NA,NA,"Mata atlântica.Floresta ombrofila montana. Substrato argiloso sobre rocha granítica.","HUEFS0090963","HUEFS0090963",NA,NA,NA,NA,"39W33'","15S23'",NA,"600","900",NA,NA,NA,"Rosanae",NA,NA
"108","2019-10-07 09:36:32-03","UEFS","HUEFS","90971","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Castro, R.M.","1051","2004","12","12",NA,"Brasil","Bahia","Itacaré","Parque Estadual de Condurú.","-39.066667","-14.366667",NA,NA,"Mata atlântica, Cabruca(plantação de cacau sob mata raleada).","HUEFS0090971","HUEFS0090971 HUEFS0090971_01",NA,NA,NA,NA,"39W4'","14S22'",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"109","2019-10-07 09:36:32-03","UEFS","HUEFS","90972","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Castro, R.M.","1052","2004","12","12",NA,"Brasil","Bahia","Itacaré","Parque Estadual de Condurú.","-39.066667","-14.366667",NA,NA,"Mata atlântica, Cabruca(plantação de cacau sob mata raleada).","HUEFS0090972","HUEFS0090972",NA,NA,NA,NA,"39W4'","14S22'",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"110","2019-10-07 09:36:32-03","UEFS","HUEFS","93705","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Melo, E.","3753","2005","02","26",NA,"Brasil","Bahia","Alagoinhas","Campus da UNEB","-38.433333","-12.166667",NA,NA,"Vegetação sobre tabuleiro.","HUEFS0093705","HUEFS0093705",NA,"R.M.de Castro","2005","10","38W26'","12S10'",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"111","2019-10-07 09:36:32-03","UEFS","HUEFS","228542","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Fazza, L.F.A","14","2001","09","19",NA,"Brasil","Minas Gerais","Coronel Pacheco","Fazenda do Continente.","-43.2655982971191","-21.5877990722656","10350",NA,"Interior de mata.","HUEFS0228542","HUEFS0228542","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"112","2019-10-07 09:36:32-03","UEFS","HUEFS","183828","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Machado, A.F.P.","1078","2011","12","20",NA,"Brasil","Rio de Janeiro","Rio de Janeiro.","Floresta da Tijuca.Parque Lage - Corcovado.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"HUEFS0183828","HUEFS0183828","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"113","2019-10-07 09:36:32-03","UEFS","HUEFS","228547","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Krieger, L.","CESJ11912","1972","11","04",NA,"Brasil","Espírito Santo","Marataízes","Na restinga (mata).","-40.8244018554688","-21.0433006286621","19311",NA,"Na restinga (mata).","HUEFS0228547","HUEFS0228547","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"114","2019-09-04 18:10:20-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"C. Gaudichaud","1090bis","1835",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"Dicotyledoneae",NA,NA
"115","2019-09-04 18:22:15-03","F","FMNH-SEEDPLANTS","V0064604F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"C. Gaudichaud","1090bis","1833",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0064604F","V0064604F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"Dicotyledoneae",NA,NA
"116","2015-03-07 09:11:53-03","F","FMNH-SEEDPLANTS","V0226638F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0226638F","V0226638F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"117","2015-03-07 09:11:53-03","F","FMNH-SEEDPLANTS","V0226639F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0226639F","V0226639F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"118","2020-07-23 12:15:14-03","CEPLAC","CEPEC","113423","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"A. M. Amorim","4560","2007","12","21",NA,"Brasil","Bahia","Barro Preto","Serra da Pedra Lascada. 13,7Km de Barro Preto, na estrada que passa pela Faz. São Miguel em direção à serra.","-39.202778","-14.770278",NA,NA,NA,NA,NA,NA,"M. M. M. Lopes",NA,NA,"39W12'10","14S46'13",NA,NA,NA,NA,NA,NA,NA,NA,"30/04/2007"
"119","2020-07-23 12:15:14-03","CEPLAC","CEPEC","100537","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"P. Fiaschi","2047","2004","03","18",NA,"Brasil","Bahia","URUÇUCA","Estrda de Serra Grande/Uruçuca. Área do Inventário do plano de manejo. Mata da torre do celular.","-39.115","-14.499722",NA,NA,NA,NA,NA,NA,"R. M. de Castro",NA,NA,"39W6'54","14S29'59",NA,NA,NA,NA,NA,NA,NA,NA,"30/05/2005"
"120","2020-07-23 12:15:14-03","CEPLAC","CEPEC","106694","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"Reginato, M","208","2005","02","04",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 9,7 km de Camacã na estrada para Jacarecí. Daí 6 km SW na estrada para a RPPN e torre.","-39.565278","-15.391667",NA,NA,NA,NA,NA,NA,"Sem Informação",NA,NA,"39W33'55","15S23'30",NA,"835","835",NA,NA,NA,NA,NA,NA
"121","2020-07-23 12:15:14-03","CEPLAC","CEPEC","107906","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"Castro, R.M.","1042","2004","12","08",NA,"Brasil","Bahia","CAMACAN","Área perturbada, próximo a um curso d#?#água (nascente).","-39.55","-15.383333",NA,NA,"DNA. Fotografia.",NA,NA,NA,"Sem Informação",NA,NA,"39W33'","15S23'",NA,"600","600",NA,NA,NA,NA,NA,NA
"122","2020-07-23 12:15:14-03","CEPLAC","CEPEC","107937","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"Castro, R.M.","1056","2004","12","10",NA,"Brasil","Bahia","ILHÉUS","CEPLACCEPEC. Quadra D. Parque Zoo-Botânico.","-39.083333","-14.9",NA,NA,"Frequente. Curculionídeo (coleoptera) e gastropodos sobre a planta, além de larvas (inseto de ordem não determinada) pupas no material em deterioração. DNA. Alcool. Fotografia.",NA,NA,NA,"Sem Informação",NA,NA,"39W5'","14S54'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-07-23 12:15:14-03","CEPLAC","CEPEC","110417","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"Amorim, A. M.","5373","2005","10","28",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 9,7 km W Camacã na estrada para Jacarecí, daí 6 km SW para a RPPN. Trilha da caixa d'água, na estrada para a Torre. Remanescentes com perturbação antrópica.","-39.565278","-15.391667",NA,NA,NA,NA,NA,NA,"Sem Informação",NA,NA,"39W33'55","15S23'30",NA,"835","835",NA,NA,NA,NA,NA,NA
"124","2020-07-23 12:15:14-03","CEPLAC","CEPEC","128607","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"Liuth, H.S.","35","2010","03","29",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita, trilha entre os transectos da fenologia","-39.566111","-15.395833",NA,NA,"Látex cor creme",NA,NA,NA,"H. Liuth",NA,NA,"39W33'58","15S23'45",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-07-23 12:15:14-03","CEPLAC","CEPEC","135363","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"Liuth, H.S.","193","2011","01","21",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita, interior da mata na trilha da bapeba","-39.566111","-15.395833",NA,NA,"Indivíduo P07-H06 da fenologia",NA,NA,NA,"H. Liuth",NA,NA,"39W33'58","15S23'45",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-07-23 12:15:14-03","CEPLAC","CEPEC","135548","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"M.M. Coelho","750","2012","06","07",NA,"Brasil","Bahia","ALMADINA","Serra do Corcovado, acesso pela Estação da EMBASA. Nova trilha próximo ao sítio do seu Domingos. Entrada à esquerda da primeira cachoeira.","-39.603889","-14.7025",NA,NA,"(Unicata). Material prensado com álcool.",NA,NA,NA,"Sem Informação",NA,NA,"39W36'14","14S42'9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-07-23 12:15:14-03","CEPLAC","CEPEC","59722","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"A. M. Amorim","1454","1993","11","10",NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão. Entr. KM 46 BA-001 Ilheus/Una. Picada da Bandeira.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,"R. M. de Castro",NA,NA,"39W5'0","15S9'0",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2004"
"128","2020-07-23 12:15:14-03","CEPLAC","CEPEC","69008","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"W. W. Thomas","10857",NA,NA,NA,NA,"Brasil","Bahia","JUSSARÍ","Ca. 9Km ao N cidade, a E Rod. p/ Palmira.","-39.532778","-15.116111",NA,NA,NA,NA,NA,NA,"R. M. de Castro",NA,NA,"39W31'58","15S6'58",NA,NA,NA,NA,NA,NA,NA,NA,"30/10/2005"
"129","2020-07-23 12:15:14-03","CEPLAC","CEPEC","69097","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"W. W. Thomas","10817","1995","05","08",NA,"Brasil","Bahia","URUÇUCA","7.4Km ao N de Serra Grande na Rod. Para Itacaré. Faz. Lagoa do Conj. Sta. Cruz.","-39.060556","-14.423333",NA,NA,NA,NA,NA,NA,"A. F. P. Machado",NA,NA,"39W3'38","14S25'24",NA,NA,NA,NA,NA,NA,NA,NA,"30/01/2012"
"130","2020-07-23 12:15:14-03","CEPLAC","CEPEC","71126","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"A. M. Amorim","2005","1996","09","26",NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão. Entrada Km 46 BA-001 Ilheus/Una, estr. p/ Faz. Jaquieral.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,"R. M. de Castro",NA,NA,"39W5'","15S9'",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2004"
"131","2020-07-23 12:15:14-03","CEPLAC","CEPEC","87095","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"J. G. Jardim","2959","2000","04","20",NA,"Brasil","Bahia","URUÇUCA","Parque Estadual Serra do Condurú, ao N. Entrada a 7,6Km de Serra do Grande, Rod. Ilheus/Itacaré. Viscinal para o talhão 6 do Plano de Manejo Sustentável. Margem do Rio Tijuípe ca. 7Km da entrada.","-39.084167","-14.429167",NA,NA,NA,NA,NA,NA,"A. F. P. Machado",NA,NA,"39W5'3","14S25'45",NA,NA,NA,NA,NA,NA,NA,NA,"30/01/2012"
"132","2020-07-23 12:15:14-03","CEPLAC","CEPEC","37431","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"J. L. Hage","1782","1985","09","24",NA,"Brasil","Bahia","ILHÉUS","Área do CEPEC. Quadra D. Parque Zoobotânico.","-39.0494003295898","-14.7889003753662","61245",NA,NA,NA,NA,"auto","R. M. de Castro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2006"
"133","2020-07-23 12:15:14-03","CEPLAC","CEPEC","25515","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"J. L. Hage","1501","1981","10","27",NA,"Brasil","Bahia","ILHÉUS","Qudra I' do CEPEC.","-39.0494003295898","-14.7889003753662","61245",NA,"<ll>dwc_commonname:</ll> Amora-branca",NA,NA,"auto","R. M. de Castro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2006"
"134","2020-07-23 12:15:14-03","CEPLAC","CEPEC","16571","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"S. A. Mori","12015","1979","06","15",NA,"Brasil","Bahia","ITACARÉ","25Km SE Ubaitaba, estrada torre EMRATEL/BR-101/Itacaré, 5,8Km da entrada.","-38.9967002868652","-14.2775001525879","41230",NA,NA,NA,NA,"auto","L. C. Pederneira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18/07/2008"
"135","2020-07-23 12:15:14-03","CEPLAC","CEPEC","15780","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"S. A. Mori","11344","1992","01","06",NA,"Brasil","Bahia","MARAÚ","Rod. BR-030, trecho Ubaitaba/Marau, Km 15.","-39.0147018432617","-14.103099822998","47076",NA,NA,NA,NA,"auto","A. F. P. Machado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/01/2012"
"136","2020-07-23 12:15:14-03","CEPLAC","CEPEC","7970","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"L. E. de M. Filho","3007","1970","11","28",NA,"Brasil","Bahia","PORTO SEGURO","Junto ao banheiro público da cidade.","-39.0647010803223","-16.4496994018555","68835",NA,NA,NA,NA,"auto","R. M. de Castro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2006"
"137","2020-07-23 12:15:14-03","CEPLAC","CEPEC","62931","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"G. Hatschbach","46898","1983","10","16",NA,"Brasil","Espírito Santo","LINHARES","20Km ao S de Linhares, BR-101.","-40.0722007751465","-19.3910999298096","48094",NA,NA,NA,NA,"auto","R. M. de Castro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/10/2005"
"138","2020-07-23 12:15:14-03","CEPLAC","CEPEC","9026","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"R. S. Pinheiro","2031","1972","10","20",NA,"Brasil","Bahia","ITAPÉ","A 2Km do entroncamento p/ cidade, Faz. Estreito D'agua.","-39.4211006164551","-14.8983001708984","29131",NA,NA,NA,NA,"auto","R. M. de Castro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2006"
"139","2020-07-23 12:15:14-03","CEPLAC","CEPEC","52384","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"A. M. Amorim","438","1991","11","20",NA,"Brasil","Bahia","ubaitaba","Ramal a esq. estr. p/ Itacaré, a 4Km do loteamento da Marambaia.","-39.323299407959","-14.3125","27575",NA,NA,NA,NA,"auto","R. M. de Castro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2006"
"140","2020-07-23 12:15:14-03","CEPLAC","CEPEC","61537","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa grandifolia",NA,"A. M. Amorim","1645","1994","05","10",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão. Entr. KM 46 BA-001 Ilheus/Una. Picada da Bandeira.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,"R. M. de Castro",NA,NA,"39W5'0","15S9'0",NA,NA,NA,NA,NA,"grandifolia",NA,NA,"30/09/2005"
"141","2020-07-23 12:15:14-03","CEPLAC","CEPEC","62071","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa grandifolia",NA,"J. G. Jardim","544","1994","07","28",NA,"Brasil","Bahia","UNA","Reserva Biologica do mico-leão. Picada paralela ao Rio Maruim.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,"J. G. Jardim",NA,NA,"39W5'","15S9'",NA,NA,NA,NA,NA,"grandifolia",NA,NA,"30/03/2001"
"142","2020-07-23 12:15:14-03","CEPLAC","CEPEC","13277","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"S. A. Mori","9389","1986","09","03",NA,"Brasil","Bahia","ITAIMBÉ","Rod. BA-265, Km 8 trecho BR-415 (cruzamento)/Caatiba, 15Km NW Itapetinga, prox. Faz. São João.",NA,NA,NA,NA,NA,NA,NA,NA,"R. M. de Castro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2006"
"143","2020-07-23 12:15:14-03","CEPLAC","CEPEC","59327","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"A. M. Amorim","1298","1993","06","24",NA,"Brasil","Bahia","URUÇUCA","Distrito de Serra Grande. 7,3Km na estrada Serra Grande/Itacaré. Faz. Lagoa do Conj. Sta. Cruz.","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,"A. F. P. Machado",NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,NA,NA,NA,"30/01/2012"
"144","2020-07-23 12:15:14-03","CEPLAC","CEPEC","59421","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"J. G. Jardim","285","1993","09","15",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão. Entr. Km 46 BA-001 Ilheus/Una. Entrada a direita Km 10,4 BA-001 Una/Ilheus.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,"R. M. de Castro",NA,NA,"39W5'0","15S9'0",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2004"
"145","2020-07-23 12:15:14-03","CEPLAC","CEPEC","86034","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"G. Sousa","342","2000","06","13",NA,"Brasil","Bahia","MATA DE SÃO JOÃO","RPPN da Mata de Camurujipe.","-38.026111","-12.503056",NA,NA,NA,NA,NA,NA,"A. F. P. Machado",NA,NA,"38W1'34","12S30'11",NA,NA,NA,NA,NA,NA,NA,NA,"30/01/2012"
"146","2020-07-23 12:15:14-03","CEPLAC","CEPEC","23781","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"J. L. Hage","557","1981","03","17",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662","61245",NA,"<ll>dwc_commonname:</ll> Amora-branca",NA,NA,"auto","R. M. de Castro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2006"
"147","2020-07-23 12:15:14-03","CEPLAC","CEPEC","54433","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"S. C. de Sant'Ana","202","1992","02","18",NA,"Brasil","Bahia","ILHÉUS","Quadra H do CEPEC.","-39.0494003295898","-14.7889003753662","61245",NA,NA,NA,NA,"auto","J. P. P. Carauta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"148","2020-07-23 12:15:14-03","CEPLAC","CEPEC","26323","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"J. L. Hage","1570","1981","12","16",NA,"Brasil","Bahia","ILHÉUS","Quadra I' do CEPEC.","-39.0494003295898","-14.7889003753662","61245",NA,NA,NA,NA,"auto","R. M. de Castro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2006"
"149","2020-07-23 12:15:14-03","CEPLAC","CEPEC","106079","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"P. Fiaschi","2554","2004","09","01",NA,"Brasil","Bahia","ILHÉUS","RPPN Apepique. Rod. Ilhéus/Itacaré, na altura do Km 20 (Ponta da Tulha), entrada a esq. Rumo ao Retiro. Estrada de acesso à RPPN.","-39.0494003295898","-14.7889003753662","61245",NA,NA,NA,NA,"auto","A. F. P. Machado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/10/2012"
