"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"11","2020-02-08 09:37:24-03","NBC","NL-BOTANY","U.1052627","PreservedSpecimen","Plantae",NA,"Liliales","Liliaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart.",NA,"Anderson WR; Stieber M; Kirkbride Jr JH",NA,"1972","03","08","Southern America","Brazil",NA,NA,"Plants of the Planalto do Brasil. Estado de Bahia. Espigão Mestre. Ca. 100 km WSW of Barreiras.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1052627 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1052627","NL-U1052627",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-07 17:00:39-03","MN","R","50332","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart.","Assis, M.C.","Ule, E.G.H.",NA,"1895","12",NA,NA,"Brasil","Rio de Janeiro","Itaiaia",NA,NA,NA,NA,NA,NA,NA,NA,"2600","2600",NA,"2001",NA,"10",NA,NA,NA,NA,NA,NA,NA
"13","2021-01-14 15:19:08-03","MN","R","7007","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart.",NA,"Barboza, H.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-01-14 15:19:08-03","MN","R","209629","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart.","Costa, J.A.F.","Lutz, B.M.J.",NA,"1954","02","12",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"19648",NA,NA,"auto","1968",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-01-14 15:19:08-03","MN","R","112906","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart.","Smith, L.B.","Segadas-Vianna, F.; Dau, L.; Ormond, W.T.; Machline, G.C. & Lorêdo JR, J.",NA,"1953",NA,NA,NA,"Brasil","Rio de Janeiro","Resende",NA,"-44.4467010498047","-22.468900680542",NA,NA,NA,NA,"36089",NA,NA,"auto","1961",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-01-14 15:19:08-03","MN","R","120150","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart.",NA,"Lutz, A. 1604; Lutz, B.M.J.",NA,"1921","02","12",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"21048",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:19:08-03","MN","R","50325","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart.",NA,"Lutz, B.M.J.",NA,"1921","02","12",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"21048",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2015-07-02 14:00:08-03","JBP","HPL","253","S","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa",NA,"G.F. Arbocz","G.F. Arbocz","2534","2002","02","19",NA,"Brasil","SP","Delfim Moreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002",NA,"02","19",NA,NA,NA,NA,NA,NA
"19","2015-07-02 14:00:08-03","JBP","HPL","257","S","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa",NA,"M. C. Assis","H. Lorenzi","2927","2001","10","07",NA,"Brasil","SP","Biritiba-Ussú","Pedra do Garrafão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014",NA,"03","13",NA,NA,NA,NA,NA,NA
"20","2019-02-15 11:32:19-02","IPA","IPA","14604","S","Plantae","Plantae",NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart.","Assis, M.C.","Pontual, I.","440","1967","02","02","Southern America","Brasil","Rio de Janeiro",NA,"Planalto do Parque Nacional do Itatiaia, Agulhas Negras, próximo ao Abrigo Rebouças.",NA,NA,NA,"Erva com 60cm de altura; flores mais ou menos 3cm de comprimento, amarelo-vivo","IPA0014604",NA,NA,NA,NA,NA,"2000",NA,"12",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-20 21:15:20-03","UFV","VIC","002034","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart. ex Schult.f.",NA,"Kulhmann, J.G.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Serra do Itacolomi",NA,NA,NA,NA,"VIC002034","VIC002034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-21 14:29:54-03","UFJF","CESJ","63365","PreservedSpecimen","Plantae","Angiosperma",NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart. ex Schult. & Schult.f.","D.S. Santiago","L. Menini Neto; S.G. Furtado","1117","2013","02","10","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Campo de Altitude, próximo ao Chapadão. Entre 1800 e 2000 m.s.m.","-44.8899993896484","-21.9589004516602",NA,"Erva terrícola, no interior e borda de capões de floresta ombrófila mista e densa, entremeados ao campo de altitude, ambiente úmido. Folhas discolores, flores amarelas ou vermelhas estriadas de amarelo.","CESJ063365",NA,"29865","1800","2000","auto","2013",NA,"09",NA,NA,NA,NA,NA,NA,NA
"23","2019-08-20 09:58:52-03","UNICAMP","UEC","59618","S","Plantae","Liliopsida",NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart.","Assis, MC","Buzato, S; Sazima, M","28015","1993","01","28",NA,"Brazil","São Paulo","Campos do Jordão","Horto Florestal de Campos do Jordão","-47.55","-22.566667",NA,"flor, Herbácea 1m de altura, flores amarelo-alaranjadas de bordo avermelhado.","UEC090521","UEC090521",NA,NA,NA,NA,"1994",NA,NA,NA,"-47.55","-22.566667",NA,NA,NA,NA
"24","2019-08-20 09:58:52-03","UNICAMP","UEC","15960","S","Plantae","Liliopsida",NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart.","Assis, MC","Cruz, ND; Shepherd, GJ","6335","1977","11","18",NA,"Brazil","Minas Gerais",NA,"Serra do Caraça, 70km sudeste de Belo Horizonte",NA,NA,NA,"flor, Herbácea, até 70cm. Flores vermelhas, com frutos. Beira de mata e campo aberto.","UEC090524","UEC090524",NA,NA,NA,NA,"2001",NA,"09",NA,NA,NA,NA,NA,NA,NA
"25","2019-08-20 09:58:52-03","UNICAMP","UEC","59983","S","Plantae","Liliopsida",NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart.","Assis, MC","Torres, RB; Tombolato, AFC; Azevedo, C","23141","1989","12","19",NA,"Brazil","Rio de Janeiro","Agulhas Negras","Parque Nacional do Itatiaia",NA,NA,NA,"flor, Erva, 60cm de altura, flores com tépalas amarelas, as 3 internas com estrias marrons; local aberto, solo orgânico, sobre pedras.","UEC090525","UEC090525",NA,NA,NA,NA,"2001",NA,"09",NA,NA,NA,NA,NA,NA,NA
"26","2019-08-20 09:58:52-03","UNICAMP","UEC","60013","S","Plantae","Liliopsida",NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart.","Assis, MC","Torres, RB; Tombolato, AFC; Azevedo, C","23143","1989","12","19",NA,"Brazil","Rio de Janeiro","Agulhas Negras","Parque Nacional do Itatiaia",NA,NA,NA,"flor, Erva, 60cm de altura; flores com tépalas amarelo-ouro, as interiores com estrias marrons. Local aberto. Solo orgânico, próximo à nascente (prateleiras).","UEC090523","UEC090523",NA,NA,NA,NA,"2001",NA,"09",NA,NA,NA,NA,NA,NA,NA
"27","2019-08-20 09:58:52-03","UNICAMP","UEC","84190","S","Plantae","Liliopsida",NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart.","Assis, MC","Shepherd, GJ; Goldenberg, R","9548","1995","04","04",NA,"Brazil","Minas Gerais","Passa Quatro","Campo do Muro","-44.9125","-22.408889",NA,"flor, Vegetação do campo de altitude; erva com 40cm, flores amarelas.","UEC090526","UEC090526",NA,"2100","2100",NA,"2001",NA,"09",NA,"-44.9125","-22.408889",NA,NA,NA,NA
"28","2019-08-20 09:58:52-03","UNICAMP","UEC","87719","S","Plantae","Liliopsida",NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart.","Assis, MC","Shepherd, GJ; Belinello, R; Galvão, JC; Santos, MV; Goldenberg, R","9717","1997","02","17",NA,"Brazil","São Paulo","Queluz","Vale do Ruah","-44.846389","-22.408333",NA,"Campo de altitude, sbre turfeira. Herbácea 50cm, flores com tépalas amarelas, as internas cada uma com 3 ridcos marrons longitudinais.","UEC090318","UEC090318",NA,"2400","2400",NA,"2000",NA,"12",NA,"-44.846389","-22.408333",NA,NA,NA,NA
"29","2019-08-20 09:58:52-03","UNICAMP","UEC","86581","S","Plantae","Liliopsida",NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart.","Assis, MC","Sazima, M; Sazima, I","35328","1995","02","02",NA,"Brazil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão","-47.55","-22.566667",NA,"flor, Erva ca. 60cm, flores alaranjadas com manchas acastanhadas.","UEC090522","UEC090522",NA,NA,NA,NA,"2001",NA,"09",NA,"-47.55","-22.566667",NA,NA,NA,NA
"30","2019-08-20 09:58:52-03","UNICAMP","UEC","86534","S","Plantae","Liliopsida",NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart.","Assis, MC","Sazima, M; Sazima, I","32317","1995","02","02",NA,"Brazil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão","-47.55","-22.566667",NA,"flor, Erva, ca. 60cm, flores alaranjadas com manchas acastanhadas.","UEC090519","UEC090519",NA,NA,NA,NA,"2001",NA,"09",NA,"-47.55","-22.566667",NA,NA,NA,NA
"31","2021-03-01 16:18:46-03","UNICAMP","UEC","205423","S","Plantae","Liliopsida",NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart.","Streher, NS","Streher, NS; Bergamo, PJ; Mesquita, AT","NS22","2017","01","19",NA,"Brazil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia. Trilha para o abrigo Rebouças, parte alta do parque.","-44.8699989318848","-22.283899307251",NA,"Campos de Altitude","UEC166951","UEC166951","26914",NA,NA,"auto","2017",NA,"01","19",NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:18:46-03","UNICAMP","UEC","59751","S","Plantae","Liliopsida",NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart.","Assis, MC","Torres, RB; Tombolato, AFC; Azevedo, C","23140","1989","12","22",NA,"Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Agulhas Negras. Local aberto. Próximo à nascente (Prateleiras). Solo orgânico.","-44.5633010864258","-22.4960994720459",NA,"Erva de 60 cm de altura. Flores com tépalas amarelo-ouro, as interiores com três estrias marrons.","UEC090210","UEC090210","19648",NA,NA,"auto","2001",NA,"09",NA,NA,NA,NA,NA,NA,NA
"33","2019-11-05 16:32:31-03","UFOP","OUPR","33065","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart. ex Schult. & Schult.f.","Pedrosa, L.G.","Pedrosa, L.G.","1310","2019","02","10",NA,"Brasil","Minas Gerais","Ouro Preto/ Mariana","Parque Estadual do Itacolomi",NA,NA,NA,"Erva, 60cm. Flores alaranjadas. Campo rupestre.",NA,NA,NA,NA,NA,NA,"2019",NA,"02","10",NA,NA,NA,NA,NA,NA
"34","2019-11-05 16:32:31-03","UFOP","OUPR","586","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart. ex Schult. & Schult.f.","Badini, J.","Badini, J.","s.n.","1943",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto/Mariana","Itacolomi",NA,NA,NA,"Herva. Flor amarella. Campo.",NA,NA,NA,NA,NA,NA,"1943",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-05 16:32:31-03","UFOP","OUPR","613","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart. ex Schult. & Schult.f.","Damazio, L.B.","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto/Mariana","Alto do Itacolomi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-05 16:32:31-03","UFOP","OUPR","617","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart. ex Schult. & Schult.f.","Badini, J.","Badini, J.","s.n.","1975","05","27",NA,"Brasil","Minas Gerais","Ouro Preto/Mariana","Serra do Itacolomi",NA,NA,NA,"Erva. Flores vermelhas. Entre itacolomitos.",NA,NA,NA,NA,NA,NA,"1975",NA,"05","27",NA,NA,NA,NA,NA,NA
"37","2019-11-05 16:32:31-03","UFOP","OUPR","618","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart. ex Schult. & Schult.f.","Schwacke, C.A.W.","Schwacke, C.A.W.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto/Mariana","Serra do Itacolomi",NA,NA,NA,"Herva. Flor amarelo manchado. Terreno pedregoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-05 16:32:31-03","UFOP","OUPR","4619","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart. ex Schult. & Schult.f.","Badini, J.","Badini, J.; Kassis, A. & Silva, J.L.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Serra da Moeda, Área da MBR.","-43.937801361084","-19.9207992553711",NA,"Erva. Flores amarelas e vermelhas. Campo ferruginoso.",NA,NA,"17082",NA,NA,"auto","1986",NA,"04","08",NA,NA,NA,NA,NA,NA
"39","2019-11-05 16:32:31-03","UFOP","OUPR","585","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart. ex Schult. & Schult.f.","Badini, J.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,"Erva. Flores vermelho-alaranjadas. Campo.",NA,NA,"22051",NA,NA,"auto","1973",NA,"12","28",NA,NA,NA,NA,NA,NA
"40","2019-11-05 16:32:31-03","UFOP","OUPR","4637","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart. ex Schult. & Schult.f.",NA,"Kassis, A.; Zurlo, M.A.; Silva, J.L. & Peron, M.V.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Nova Lima","Lagoa dos Ingleses","-43.8466987609863","-19.9855995178223",NA,"Flores vermelho-alaranjadas. Campo.",NA,NA,"29211",NA,NA,"auto","1986",NA,"07","10",NA,NA,NA,NA,NA,NA
"41","2019-11-05 16:32:31-03","UFOP","OUPR","30832","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart. ex Schult. & Schult.f.","Assis, M.C.","Pedrosa, L.G.","33","2018","03","06",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Flores laranja.",NA,NA,"44599",NA,NA,"auto","2018",NA,"03",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-05 16:32:31-03","UFOP","OUPR","31071","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart. ex Schult. & Schult.f.","Assis, M.","Pedrosa, L.G.","173","2018","04","11",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Erva, 30-70cm. Flores alaranjadas. Raízes com reserva de água. Associada a canela-de-ema. Solo muito raso (menos de 20cm de profundidade). Campo rupestre.",NA,NA,"44599",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-23 12:17:40-03","UFOP","OUPR","35112","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart. ex Schult. & Schult.f.","Pedrosa, L.G.","Pedrosa, L.G.","2564","2020","02","04",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Erva, ca. 60cm, flores alaranjadas. Campo rupestre",NA,NA,"44599",NA,NA,"auto","2020",NA,"02",NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:11:18-03","MBM","MBM","65220","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart. ex Schult & Schult f.","Assis, M.C.","Anderson, W.R.","7619","1973","03","21","Southern America","Brazil","Goiás",NA,"Ca. 4km S da rodovia para São João da Aliança",NA,NA,NA,NA,"MBM065220","MBM065220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:11:18-03","MBM","MBM","11496","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart. ex Schult & Schult f.","Assis, M.C.","Lindeman, J.; Haas, H.; Haas, H.","5214","1967","04","16","Southern America","Brazil","Rio de Janeiro","Itatiaia","Parque Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"MBM011496","MBM011496","19648",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:11:18-03","MBM","MBM","11498","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart. ex Schult & Schult f.","Assis, M.C.","Lindeman, J.; Haas, H.; Haas, H.","4123","1967","02","01","Southern America","Brazil","Rio de Janeiro","Itatiaia","Parque Itatiaia, Brejo da Lapa","-44.5633010864258","-22.4960994720459",NA,NA,"MBM011498","MBM011498","19648",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:11:18-03","MBM","MBM","60173","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart. ex Schult & Schult f.","Assis, M.C.","Occhioni, P.","8058","1977","01","17","Southern America","Brazil","São Paulo","Campos do Jordão","Pico Itapeva","-45.5900001525879","-22.7299995422363",NA,NA,"MBM060173","MBM060173","21048",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-01 15:27:43-03","PUC-RIO","FCAB","3709","PreservedSpecimen","Plantae",NA,"Angiospermae","Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart. ex Schult. & Schult.f.",NA,"P. Maciel; F. Maísa; T.S.M. Grandi","1715","1985","04","28",NA,"Brasil","Minas Gerais","Serra da Piedade","Caeté",NA,NA,NA,"Herbáceo&nf;Lat.: 19°49'S / Long.: 43°40'W&nf;Flor vermelha, Estações de coleta 2 e 3, 1650 e 1720m de altitude.&nf;N do exemplar 5880","003709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2017-04-24 11:09:48-03","MNHN","RECOLNAT_MNHN_P","P01800283","PreservedSpecimen",NA,NA,NA,"Alstroemeriaceae","Alstroemeria","foliosa","Alstroemeria foliosa","Mart.",NA,"Glaziou, A.",NA,"1884","2","9",NA,"Brasil","Minas Gerais",NA,"Haut de l´Itacolumy",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01800283' target='other'> <mi>dwc_moreinfo</mi></a>","P01800283","P01800283_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15499",NA,NA,NA
