"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","recordNumber","continentOcean","preparationType","barcode","imagecode","class"
"11","2020-12-11 11:34:14-03","UFMG","BHCB","116374","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,"2017","01","26","Carmo, FF; Cotta, L","2008","01","09","Brasil","Minas Gerais","Iguarapé","Pico Itatiaiaçu, C1","-44.362167","-20.121389",NA,NA,"Coletado em fendas e depressões na rocha. Afloramento de canga.",NA,"-44.362167","-20.121389","1340","1340","1600","Southern America",NA,"BHCB040091",NA,NA
"12","2020-12-11 11:34:14-03","UFMG","BHCB","116376","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,"2017","01","25","Carmo, FF; Cotta, L","2008","01","15","Brasil","Minas Gerais","Iguarapé","Pico Itatiaiaçu, C2","-44.340972","-20.12",NA,NA,"Coletado em fendas e depressões na rocha. Afloramento de canga.",NA,"-44.340972","-20.12","1361","1361","1849","Southern America",NA,"BHCB040092",NA,NA
"13","2020-12-11 11:34:14-03","UFMG","BHCB","112827","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,"2007",NA,NA,"Cheib, A","2007","02","21","Brasil","Minas Gerais","Caeté","Serra da Piedade","-44.578611","-19.684444",NA,NA,"Pétalas brancas, sépalas vermelhas. Flor aberta a noite.",NA,"-44.578611","-19.684444","887","887","1","Southern America",NA,"BHCB006113",NA,NA
"14","2020-12-11 11:34:14-03","UFMG","BHCB","165558","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,"2014","04",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","01","16","Brasil","Minas Gerais","Nova Lima","Mina Capitão do Mato, Litotipo: Corpos de minério de hematita.","-43.954167","-20.0975",NA,NA,"Terrestre em Campo Rupestre Ferruginoso Aberto, frutos arroxeados. Projeto Lacunas do Conhecimento.",NA,"-43.954167","-20.0975","1527","1527","2203","Southern America",NA,NA,NA,NA
"15","2020-12-11 11:34:14-03","UFMG","BHCB","165696","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,"2013","01",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","01","08","Brasil","Minas Gerais","Nova Lima","Retiro das Pedras, Litotipo: Itabirito.","-43.991389","-20.077222",NA,NA,"Terrestre, frutos roxos. Projeto Lacunas do Conhecimento.",NA,"-43.991389","-20.077222","1423","1423","1775","Southern America",NA,NA,NA,NA
"16","2020-12-11 11:34:14-03","UFMG","BHCB","168175","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,"2014","04",NA,"Miranda, E; Tomich, S; Machado, TM; Souza, FS","2013","01","16","Brasil","Minas Gerais","Nova Lima","Mina Capitão do Mato, Litotipo: Itabirito com lentes de hematita compacta e pulverulenta.","-43.960556","-20.09",NA,NA,"Herbácea em Campo Rupestre Ferruginoso Aberto. Projeto Lacunas do Conhecimento.",NA,"-43.960556","-20.09","1404","1404","1274","Southern America",NA,NA,NA,NA
"17","2020-12-11 11:34:14-03","UFMG","BHCB","190738","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,"2017","11",NA,"Souza, JAM; Correia, DR; Silva, SHA","2017","11","07","Brasil","Minas Gerais","Brumadinho","Serra da Moeda","-43.988056","-20.123056",NA,NA,"Arvoreta, 0,15 m. Flor branca. Sépalas externas avermelhadas, haste floral com tricomas e pêlos.; Campo Rupestre Quartzítico",NA,"-43.988056","-20.123056","1470","1470","147","Southern America",NA,"BHCB190738",NA,NA
"18","2020-12-11 11:34:14-03","UFMG","BHCB","190764","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,"2017","11",NA,"Souza, JAM; Correia, DR; Silva, SHA","2017","11","28","Brasil","Minas Gerais","Congonhas","RPPN Poço Fundo","-43.899722","-20.434444",NA,NA,"Subarbusto, 0,07 m. Flor creme/branca. Afloramento Quartzítico sobre matriz de canga.; Campo Rupestre Quartzítico",NA,"-43.899722","-20.434444","1442","1442","175","Southern America",NA,"BHCB190764",NA,NA
"19","2020-12-11 11:34:14-03","UFMG","BHCB","190772","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,"2017","11",NA,"Paiva, JAM; Silva, E; Rodrigues, GS","2017","11","28","Brasil","Minas Gerais","Congonhas","RPPN Faria","-43.86","-20.445833",NA,NA,"Erva, 0,15 m. Flor passada castanha. Fruto vináceo. Em Afloramento Quartzítico em contato com Itabirito.; Campo Rupestre Quartzítico",NA,"-43.86","-20.445833","1206","1206","1569","Southern America",NA,"BHCB190772",NA,NA
"20","2020-12-11 11:34:14-03","UFMG","BHCB","196142","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,"2017","12","11","Lopes, ADC","2017","12","05","Brasil","Minas Gerais","Belo Horizonte","Parque da Serra do Curral, Trilha ecológica na crista da Serra","-43.91","-19.960278",NA,NA,"Subarbusto, ca. 30 cm de altura. Rupícola. Flores brancas.; Canga",NA,"-43.91","-19.960278","1465","1465","136","Southern America",NA,"BHCB196142","BHCB196142",NA
"21","2020-12-11 11:34:14-03","UFMG","BHCB","196181","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,"2018","02","23","Lopes, ADC; Abel, FLAS","2018","02","23","Brasil","Minas Gerais","Belo Horizonte","Parque da Serra do Curral, Trilha ecológica na crista da Serra","-43.906944","-19.956944",NA,NA,"Subarbusto, ca. 35 cm de altura. Rupícola. Flores brancas.; Canga",NA,"-43.906944","-19.956944","1419","1419","176","Southern America",NA,"BHCB196181","BHCB196181",NA
"22","2020-12-11 11:34:14-03","UFMG","BHCB","182043","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,"2016","03","08","Vidal, CV","2016","01","21","Brasil","Minas Gerais","São Joaquim de Bicas","Serra Azul, Serra das Farofas","-44","-21.074856",NA,NA,"Herbáceo, flores brancas; Campo Rupestre Ferruginoso",NA,"-44","-21.074856","1241","1241","s.n.","Southern America",NA,"BHCB037841",NA,NA
"23","2020-12-11 11:34:14-03","UFMG","BHCB","43459","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA
"24","2020-12-11 11:34:14-03","UFMG","BHCB","60485","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,NA,NA,NA,"Pimentel, M; Madsen, V; Barros, AM; Almeida, L; Viana, MC; Raposeiras, R","2001","03","13","Brasil","Minas Gerais","Nova Lima","Capão Xavier.","-43.978611","-20.048611",NA,NA,NA,NA,"-43.978611","-20.048611","1474","1474","82","Southern America",NA,NA,NA,NA
"25","2020-12-11 11:34:14-03","UFMG","BHCB","7152","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,"2015","05","11","Braga, MMN","1986","01","17","Brasil","Minas Gerais","Caeté","Serra da Piedade.","-43.666667","-19.816667",NA,NA,"Erva; Campo rupestre",NA,"-43.666667","-19.816667",NA,NA,"s.n.","Southern America",NA,"BHCB023978",NA,NA
"26","2020-12-11 11:34:14-03","UFMG","BHCB","75538","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,NA,NA,NA,"Viana, PL","2001","11","06","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras","-43.983611","-20.093056",NA,NA,"Erva crescendo em canga couraçada. Flores rosas",NA,"-43.983611","-20.093056","1400","1400","370","Southern America",NA,NA,NA,NA
"27","2020-12-11 11:34:14-03","UFMG","BHCB","20964","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,"2015","05","11","Taylor, NP; Zappi, DC","1990","12","12","Brasil","Minas Gerais","Caeté","Estrada para o Santuário da Piedade","-43.6697006225586","-19.8799991607666","22051",NA,"Ramos prostrados, até 40cm. Flores 10-15x6.5-8.5 cm. Noturnas, inteiramente alvas, segmentos externos do perianto rosa-escuros a acastanhados, estilete exserto, estigma 7-12-lobados, alvo; Campo rupestre, sobre solo de canga","auto",NA,NA,"1500","1500","750","Southern America",NA,"BHCB024099",NA,NA
"28","2020-12-11 11:34:14-03","UFMG","BHCB","107323","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,NA,NA,NA,"Mendes, MS; Brina, AE",NA,NA,NA,"Brasil","Minas Gerais","Congonhas","Mineração Casa de Pedra, Corpo Norte - CSN","-43.8577995300293","-20.4997005462646","16368",NA,"Hábito: herbáceo","auto",NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA
"29","2020-12-11 11:34:14-03","UFMG","BHCB","24108","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348","20553",NA,NA,"auto",NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA
"30","2020-12-11 11:34:14-03","UFMG","BHCB","24108","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348","20553",NA,NA,"auto",NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA
"31","2020-12-11 11:34:14-03","UFMG","BHCB","13349","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,"2015","05","11","Braga, MMN","1988","03","12","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051",NA,"Heliófila, com frutos; Campo rupestre, sobre rocha","auto",NA,NA,NA,NA,"172","Southern America",NA,"BHCB022970",NA,NA
"32","2020-12-11 11:34:14-03","UFMG","BHCB","37421","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(Schum.) N.P.Taylor & Zappi",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711","17082",NA,NA,"auto",NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA
"33","2018-06-26 16:09:00-03","MO","MOBOT","3157869","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(K. Schum.) N.P. Taylor & Zappi","N.P. Taylor (K), 20 Sep",NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,"Brasilia. [ex Herb. Reg. Berolinense]",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"Sellow 1000","South America",NA,NA,NA,NA
"34","2020-06-15 15:29:43-03","UNESP-RC","HRCB","13469","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(K. Schum.) N.P. Taylor & Zappi","Zappi, D.C.","1991","05",NA,"Taylor, N. P.","1990","12","12","Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"ramos prostrados, até 40cm. Flores 10-15x6,5-8,5 cm , noturnas, inernamente alvas, segmentos externos do perianto, rosa-escuros a acastanhados, estilete exserto, estigma 7-12-lobados, alvo.","auto",NA,NA,"1500","1500","750",NA,NA,NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","2987489","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(K. Schum.) N.P. Taylor & Zappi","Taylor, N. P.; Zappi, D. C.",NA,NA,NA,"Collector unknown",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"s.n.","South America - Neotropics",NA,"US00174427","US00174427_01","Dicotyledonae"
"36","2020-09-12 05:00:02-03","US","US","3045334","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(K. Schum.) N.P. Taylor & Zappi","Taylor, N. P.; Zappi, D. C.",NA,NA,NA,"P. Campos Porto","1917",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"3","South America - Neotropics",NA,"US00174428","US00174428_01","Dicotyledonae"
"37","2020-09-12 05:00:02-03","US","US","3045335","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(K. Schum.) N.P. Taylor & Zappi","Taylor, N. P.; Zappi, D. C.",NA,NA,NA,"P. Campos Porto","1917",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"2","South America - Neotropics",NA,"US00174429","US00174429_01","Dicotyledonae"
"38","2019-11-13 11:17:17-03","USP","SPF","80807","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(K.Schum.) N.P.Taylor & Zappi","Anônimo",NA,NA,NA,"Harley, RM","1988","11","03","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.566667","-19.916667",NA,NA,NA,NA,"-43.566667","-19.916667","1700","1700","25500",NA,NA,"SPF00080807",NA,NA
"39","2019-11-13 11:17:17-03","USP","SPF","87261","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(K.Schum.) N.P.Taylor & Zappi","Martens, LA",NA,NA,NA,"Martens, LA","1990","09","28","Brasil","Minas Gerais","Brumadinho","Serra da Calçada","-44.216667","-20.133333",NA,NA,NA,NA,"-44.216667","-20.133333","1400","1400","498",NA,NA,"SPF00087261",NA,NA
"40","2019-11-13 11:17:17-03","USP","SPF","87262","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(K.Schum.) N.P.Taylor & Zappi","Zappi, DC","1989",NA,NA,"Martens, LA","1988","12","12","Brasil","Minas Gerais","Brumadinho","Serra da Calçada","-44.216667","-20.133333",NA,NA,NA,NA,"-44.216667","-20.133333","1400","1400","104",NA,NA,"SPF00087262",NA,NA
"41","2019-11-01 14:55:53-03","UnB","UB","118972","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(K. Schum.) N.P. Taylor & Zappi","Zappi, DC; Taylor, NP",NA,NA,NA,"Irwin, HS","1971","01","19","Brasil","Minas Gerais",NA,"Ca. 5km N of Caeté",NA,NA,NA,NA,"Fruit purplish green.; Stems ascending 0,2m.",NA,NA,NA,NA,NA,"28758","Southern America",NA,NA,NA,NA
"42","2017-09-11 17:09:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Cactaceae","Cereus","glaziovii","Cereus glaziovii","K.Schum.",NA,NA,NA,NA,"?",NA,NA,NA,"Brazil","Minas Gerais",NA,"Ad Pico d'Itabira do Campo.",NA,NA,NA,NA,"Floret Decembri.",NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA
