"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","recordNumber","continentOcean","preparationType","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","previousCatalogNumber"
"13","2021-02-11 16:53:23-03","UFSM","SMDB","6628","S","Plantae","Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi","Záchia, R.A","2014","12","18","Záchia, R.A; Oliveira, A","1997","02","18","Brasil","Rio Grande do Sul","Rolante",NA,"-50.5758018493652","-29.6506004333496",NA,NA,NA,"SMDB006628",NA,NA,"025510",NA,NA,NA,NA,NA,NA,NA,NA,"18269","auto",NA,NA,NA
"14","2020-12-21 16:42:36-03","MBM","MBM","189810","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi","Lima, R.",NA,NA,NA,"Jarenkow, J.A.",NA,NA,NA,"Brazil","Rio Grande do Sul","Torres","Colônia São Pedro","-49.7268981933594","-29.3353004455566",NA,NA,NA,"MBM189810",NA,NA,"1814","Southern America",NA,"MBM189810",NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA
"15","2019-11-01 15:28:38-03","PUC-RIO","FCAB","4084","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi","Rita Lima","1996","07","25","6° Pedra do Cavalo","1980","09",NA,"Brasil","Bahia","Cachoeira","Estrada Pedra do Cavalo - Vale dos rios Paraguaçú","-38.9557991027832","-12.6183004379272",NA,NA,"Trepadeira com gavinhas; flores esverdeadas dispostas em cachos axiliares; frutos alados.","004084",NA,"Angiospermae","711",NA,NA,NA,NA,NA,NA,NA,NA,"26884","auto",NA,NA,NA
"16","2019-11-01 15:28:38-03","PUC-RIO","FCAB","2272","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi","Rita Lima","1996","07","25","P. Capell S.J.","1954","01","28","Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,"Escandescente e reptante.","002272",NA,"Angiospermae","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA
"17","2019-11-01 15:28:38-03","PUC-RIO","FCAB","2273","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi","Rita Lima","1996","07","25","P. Capell S.J.","1953","04",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,"Trepadeira e vigorosa.","002273",NA,"Angiospermae","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA
"18","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788135","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Rio de Janeiro.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788135' target='other'> <mi>dwc_moreinfo</mi></a>","P06788135",NA,NA,NA,NA,"hb","P06788135_01",NA,NA,NA,NA,NA,NA,NA,"863",NA,NA
"19","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788136","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Claussen","1838","1","1","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788136' target='other'> <mi>dwc_moreinfo</mi></a>","P06788136",NA,NA,NA,NA,"hb","P06788136_01",NA,NA,NA,NA,NA,NA,NA,"239",NA,NA
"20","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788137","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Martius",NA,NA,NA,"Brasil",NA,NA,"Brasil austr",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788137' target='other'> <mi>dwc_moreinfo</mi></a>","P06788137",NA,NA,NA,NA,"hb","P06788137_01",NA,NA,NA,NA,NA,NA,NA,"1063",NA,NA
"21","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788160","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Glaziou, A.","1871","12","28","Brasil","Rio de Janeiro",NA,"Piratininga",NA,NA,NA,NA,"donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788160' target='other'> <mi>dwc_moreinfo</mi></a>","P06788160",NA,NA,NA,NA,"hb","P06788160_01",NA,NA,NA,NA,NA,NA,NA,"5803",NA,NA
"22","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788140","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Sacramento, L.","1819","1","1","Brasil",NA,NA,"Brésil",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788140' target='other'> <mi>dwc_moreinfo</mi></a>","P06788140",NA,NA,NA,NA,"hb","P06788140_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788141","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Blanchet",NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788141' target='other'> <mi>dwc_moreinfo</mi></a>","P06788141",NA,NA,NA,NA,"hb","P06788141_01",NA,NA,NA,NA,NA,NA,NA,"2377",NA,NA
"24","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788142","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Endlicher",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788142' target='other'> <mi>dwc_moreinfo</mi></a>","P06788142",NA,NA,NA,NA,"hb","P06788142_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788147","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Riedel",NA,NA,NA,"Brasil",NA,NA,"Brésil",NA,NA,NA,NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788147' target='other'> <mi>dwc_moreinfo</mi></a>","P06788147",NA,NA,NA,NA,"hb","P06788147_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788149","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Gaudichaud","1831","1","1","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788149' target='other'> <mi>dwc_moreinfo</mi></a>","P06788149",NA,NA,NA,NA,"hb","P06788149_01",NA,NA,NA,NA,NA,NA,NA,"863",NA,NA
"27","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788150","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Claussen","1838","1","1","Brasil","Minas Gerais",NA,"Brésil. (Minas Geraes)",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788150' target='other'> <mi>dwc_moreinfo</mi></a>","P06788150",NA,NA,NA,NA,"hb","P06788150_01",NA,NA,NA,NA,NA,NA,NA,"239",NA,NA
"28","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788151","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Blanchet",NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788151' target='other'> <mi>dwc_moreinfo</mi></a>","P06788151",NA,NA,NA,NA,"hb","P06788151_01",NA,NA,NA,NA,NA,NA,NA,"2377",NA,NA
"29","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788154","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Rio Janeiro.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788154' target='other'> <mi>dwc_moreinfo</mi></a>","P06788154",NA,NA,NA,NA,"hb","P06788154_01",NA,NA,NA,NA,NA,NA,NA,"863",NA,NA
"30","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788155","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788155' target='other'> <mi>dwc_moreinfo</mi></a>","P06788155",NA,NA,NA,NA,"hb","P06788155_01",NA,NA,NA,NA,NA,NA,NA,"863",NA,NA
"31","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788156","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Glaziou, A.",NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Brésil (Rio Jan.)",NA,NA,NA,NA,"Herbier de A. Glaziou donné par Mme. Simard, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788156' target='other'> <mi>dwc_moreinfo</mi></a>","P06788156",NA,NA,NA,NA,"hb","P06788156_01",NA,NA,NA,NA,NA,NA,NA,"10477",NA,NA
"32","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788157","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Bahia",NA,"Bahia",NA,NA,NA,NA,"Moricand herb. no. 2096 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788157' target='other'> <mi>dwc_moreinfo</mi></a>","P06788157",NA,NA,NA,NA,"hb","P06788157_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788162","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Guillemin","1839","1","1","Brasil",NA,NA,"Méridional",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788162' target='other'> <mi>dwc_moreinfo</mi></a>","P06788162",NA,NA,NA,NA,"hb","P06788162_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788163","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Gaudichaud","1834","1","1","Brasil","Rio de Janeiro",NA,"Brésil, Rio de J.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788163' target='other'> <mi>dwc_moreinfo</mi></a>","P06788163",NA,NA,NA,NA,"hb","P06788163_01",NA,NA,NA,NA,NA,NA,NA,"863",NA,NA
"35","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788164","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Guillemin","1839","2","1","Brasil","São Paulo",NA,"Brésil Méridional. St. Paul",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788164' target='other'> <mi>dwc_moreinfo</mi></a>","P06788164",NA,NA,NA,NA,"hb","P06788164_01",NA,NA,NA,NA,NA,NA,NA,"672",NA,NA
"36","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788165","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Riedel",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Reçu le 16 Avril 1830 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788165' target='other'> <mi>dwc_moreinfo</mi></a>","P06788165",NA,NA,NA,NA,"hb","P06788165_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788166","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Guillemin","1839","1","1","Brasil","Rio de Janeiro",NA,"Rio de Janeiro.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788166' target='other'> <mi>dwc_moreinfo</mi></a>","P06788166",NA,NA,NA,NA,"hb","P06788166_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2015-09-05 12:06:09-03","MNHN","RECOLNAT_MNHN_P","P06788167","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Vauthier","1836","1","1","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788167' target='other'> <mi>dwc_moreinfo</mi></a>","P06788167",NA,NA,NA,NA,"hb","P06788167_01",NA,NA,NA,NA,NA,NA,NA,"66",NA,NA
"39","2015-09-05 12:06:09-03","MNHN","RECOLNAT_MNHN_P","P06788168","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Saint-Hilaire, A.","1816","1","1","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788168' target='other'> <mi>dwc_moreinfo</mi></a>","P06788168",NA,NA,NA,NA,"hb","P06788168_01",NA,NA,NA,NA,NA,NA,NA,"B2 3 2 part",NA,NA
"40","2015-09-05 12:06:09-03","MNHN","RECOLNAT_MNHN_P","P06788169","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Vauthier, M.","1833",NA,NA,"Brésil",NA,NA,"s.loc.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788169' target='other'> <mi>dwc_moreinfo</mi></a>","P06788169",NA,NA,NA,NA,"hb","P06788169_01 P06788169_02",NA,NA,NA,NA,NA,NA,NA,"517",NA,NA
"41","2015-09-05 12:06:09-03","MNHN","RECOLNAT_MNHN_P","P06788170","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788170' target='other'> <mi>dwc_moreinfo</mi></a>","P06788170",NA,NA,NA,NA,"hb","P06788170_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2015-09-05 12:06:09-03","MNHN","RECOLNAT_MNHN_P","P06788171","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Rio Janeiro.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788171' target='other'> <mi>dwc_moreinfo</mi></a>","P06788171",NA,NA,NA,NA,"hb","P06788171_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2015-09-05 12:06:09-03","MNHN","RECOLNAT_MNHN_P","P06788172","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Vauthier",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788172' target='other'> <mi>dwc_moreinfo</mi></a>","P06788172",NA,NA,NA,NA,"hb","P06788172_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788148","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Guillemin",NA,"4","1","Brasil","Rio de Janeiro","Rio de Janeiro","Brésil. Sta. Thereza.","-43.2075004577637","-22.9027996063232",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788148' target='other'> <mi>dwc_moreinfo</mi></a>","P06788148",NA,NA,NA,NA,"hb","P06788148_01",NA,NA,NA,NA,NA,"57442","auto","672",NA,NA
"45","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788139","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Regnell",NA,NA,NA,"Brasil","Minas Gerais","Caldas","Caldas, Minas Geraes.","-46.386100769043","-21.9235992431641",NA,NA,"Herbier de A. Glaziou donné par Mme. Simard, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788139' target='other'> <mi>dwc_moreinfo</mi></a>","P06788139",NA,NA,NA,NA,"hb","P06788139_01",NA,NA,NA,NA,NA,"25710","auto","I 409",NA,NA
"46","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788138","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Glaziou, A.","1871","12","28","Brasil","Rio de Janeiro","Niterói","Piratininga","-43.1035995483398","-22.88330078125",NA,NA,"donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788138' target='other'> <mi>dwc_moreinfo</mi></a>","P06788138",NA,NA,NA,NA,"hb","P06788138_01",NA,NA,NA,NA,NA,"14785","auto","5803",NA,NA
"47","2015-09-05 12:06:08-03","MNHN","RECOLNAT_MNHN_P","P06788161","PreservedSpecimen",NA,"Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Glaziou","1871","12","28","Brasil","Rio de Janeiro","Niterói","Piratininga","-43.1035995483398","-22.88330078125",NA,NA,"Donné par Mme Simard sa file, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788161' target='other'> <mi>dwc_moreinfo</mi></a>","P06788161",NA,NA,NA,NA,"hb","P06788161_01",NA,NA,NA,NA,NA,"14785","auto","5803",NA,NA
"48","2015-09-05 12:12:20-03","MNHN","RECOLNAT_MNHN_P","P06782564","PreservedSpecimen",NA,"Rhamnaceae","Gouania","petiolaris","Gouania petiolaris","Reissek",NA,NA,NA,NA,"Saint-Hilaire, A.","1816","1","1","Brasil","Minas Gerais",NA,"Brésil. Province de Minas Geraes",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06782564' target='other'> <mi>dwc_moreinfo</mi></a>","P06782564",NA,NA,NA,NA,"hb","P06782564_01",NA,NA,NA,NA,NA,NA,NA,"D 174",NA,NA
