"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","63061","PreservedSpecimen","Plantae","Rubiaceae","Alibertia","triloba","Alibertia triloba","isotype","S. S. Tillett","South America","Guyana",NA,"Upper Mazaruni River Basin: Mt. Ayanganna","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=233158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00063061","1960","08","07","Magnoliophyta","Gentianales",NA,"Steyerm.",NA,"45180",NA,NA,NA,"900","1100","NY00063061_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01060858","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"G. T. Prance","South America","Brazil","Pará","Foothills of Alter do Chão, Rio Tapajós","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268900' target='other'> <mi>dwc_moreinfo</mi></a>","NY01060858","1983","11","12","Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.",NA,"28524",NA,"-54.93","-2.48",NA,NA,"NY01060858_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01060860","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"D. F. Austin","South America","Brazil","Amapá","Curiau de Dentro, ca 12 km NE de Macapá","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268902' target='other'> <mi>dwc_moreinfo</mi></a>","NY01060860","1979","11","14","Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.",NA,"7393",NA,"-51.0475","0.1364",NA,NA,"NY01060860_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01060874","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"G. T. Prance","South America","Brazil","Rondônia","Basin of rio Madeira, km 217-219 Madeira-Mamoré railroad, 2-4 km, east of Abunã.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269061' target='other'> <mi>dwc_moreinfo</mi></a>","NY01060874","1968","11","18","Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.",NA,"8604",NA,"-65.2800938","-9.798918",NA,NA,"NY01060874_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01060877","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"B. V. Rabelo","South America","Brazil","Amapá",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269064' target='other'> <mi>dwc_moreinfo</mi></a>","NY01060877",NA,NA,NA,"Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.",NA,"228",NA,NA,NA,NA,NA,"NY01060877_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01060861","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"B. V. Rabelo","South America","Brazil","Amapá",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268903' target='other'> <mi>dwc_moreinfo</mi></a>","NY01060861",NA,NA,NA,"Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.",NA,"228",NA,NA,NA,NA,NA,"NY01060861_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","131141","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia","isotype","R. Spruce","South America","Brazil","Pará","In vicinibus Santarem.","sheet",NA,"The number 978 is ink-written on th esheet. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=230089' target='other'> <mi>dwc_moreinfo</mi></a>","NY00131141","1850","09",NA,"Magnoliophyta","Gentianales",NA,"(K.Schum.) Perss. & Delprete",NA,"978",NA,"-54.740486","-2.449614",NA,NA,"NY00131141_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","229864","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"P. G. Delprete","South America","Brazil","Ceará","Chapada do Araripe, plateaux, Sítio Lama Podre, propriedade do José Ulises Peixoto",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446621' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229864","1998","11","19","Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.","C. Persson; P. G. Delprete","6947","Crato","-39.57","-7.18","880","880","NY00229864_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","949393","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"L. C. de S. Assis","South America","Brazil","Minas Gerais","Barroso. Mata do Baú.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949393","2001","10","08","Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.",NA,"299","Barroso","-43.9756","-21.1869",NA,NA,"NY00949393_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","949379","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"H. S. Irwin","South America","Brazil","Mato Grosso","Ca. 45 km. N. of Barra do Garças, on rd. to Xavantina.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026300' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949379","1964","10","15","Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.","C. Persson; P. G. Delprete","6909",NA,"-52.22","-15.47","300","400","NY00949379_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","803953","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia peruviana","isotype","F. Encarnación","South America","Peru","Loreto","Central Forestal Jenaro Herrera, margen derecha del Río Voayali. Bosque de Colima.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=819542' target='other'> <mi>dwc_moreinfo</mi></a>","NY00803953","1982","06","01","Magnoliophyta","Gentianales","peruviana","C.Perss. & Delprete","P. G. Delprete","26189","Requena",NA,NA,NA,NA,"NY00803953_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01060869","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"F. E. L. de Miranda","South America","Brazil","Pará",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269056' target='other'> <mi>dwc_moreinfo</mi></a>","NY01060869",NA,NA,NA,"Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.",NA,"433",NA,NA,NA,NA,NA,"NY01060869_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","949392","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"S. L. M. Moore","South America","Brazil","Mato Grosso",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026395' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949392","1891",NA,NA,"Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.","C. Persson; P. G. Delprete","53",NA,NA,NA,NA,NA,"NY00949392_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01060848","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"P. A. C. L. Assunção","South America","Brazil","Amazonas",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269126' target='other'> <mi>dwc_moreinfo</mi></a>","NY01060848",NA,NA,NA,"Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.",NA,"242",NA,NA,NA,NA,NA,"NY01060848_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01060862","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"R. Vilhena","South America","Brazil","Pará",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268904' target='other'> <mi>dwc_moreinfo</mi></a>","NY01060862",NA,NA,NA,"Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.",NA,"315",NA,NA,NA,NA,NA,"NY01060862_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","949226","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"J. Ramos","South America","Brazil","Mato Grosso","Collected near the base camp of the expedition (c. 270 km N of Xavantina).","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024824' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949226",NA,NA,NA,"Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.","C. Persson; P. G. Delprete","R. & S.13",NA,"-51.87","-12.9",NA,NA,"NY00949226_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","229858","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"P. G. Delprete","South America","Brazil","Ceará","Chapada do Araripe, Subida do Belmonte",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446618' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229858","1998","11","18","Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.","C. Persson; P. G. Delprete","6940","Crato","-39.45","-7.27","700","700","NY00229858_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01060866","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"M. G. Vieira","South America","Brazil","Rondônia","Estrada Vilhena - Pimenta Bueno, entre os Kms 640 e 645","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269053' target='other'> <mi>dwc_moreinfo</mi></a>","NY01060866","1979","11","07","Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.",NA,"993","Vilhena","-60.166667","-12.75",NA,NA,"NY01060866_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","949224","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"G. Gardner","South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024822' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949224","1836",NA,NA,"Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.","C. Persson; P. G. Delprete","1689",NA,NA,NA,NA,NA,"NY00949224_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1040463","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia",NA,"FEEP","South America","Brazil","Minas Gerais","Estação Ecológica do Panga, Uberlândia.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1506754' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040463","1992","11","20","Magnoliophyta","Gentianales",NA,"(K.Schum.) Perss. & Delprete","P. G. Delprete","404","Uberlândia","-48.2769","-18.9186",NA,NA,"NY01040463_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","493176","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia",NA,"S. A. Mori","South America","French Guiana",NA,"Pic Matécho, ca. 22.5 km NE of Les Eaux Claires.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=27964' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493176","2000","09","08","Magnoliophyta","Gentianales",NA,"(K.Schum.) Perss. & Delprete",NA,"25068",NA,"-53.03","3.75","515","515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01060852","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"C. S. Rosário","South America","Brazil","Pará",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269127' target='other'> <mi>dwc_moreinfo</mi></a>","NY01060852",NA,NA,NA,"Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.",NA,"120",NA,NA,NA,NA,NA,"NY01060852_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01060845","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"B. A. Krukoff","South America","Brazil","Amazonas",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268895' target='other'> <mi>dwc_moreinfo</mi></a>","NY01060845",NA,NA,NA,"Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.",NA,"7186",NA,NA,NA,NA,NA,"NY01060845_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","778954","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia",NA,"M. R. de V. Barbosa","South America","Brazil","Paraíba","Rio Tinto, Mata do Oiteiro.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800349' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778954","2003","03","03","Magnoliophyta","Gentianales",NA,"(K.Schum.) Perss. & Delprete",NA,"2777","Rio Tinto","-34.9216667","-6.8380556","53","53","NY00778954_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","674986","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"P. G. Delprete","South America","Brazil","Goiás","Sao Jorge. Chapada dos Veadeiros, Vale do Rio Preto.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381888' target='other'> <mi>dwc_moreinfo</mi></a>","NY00674986","1998","09","21","Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.","C. Persson; P. G. Delprete","6734","Alto Paraíso de Goiás","-47.83","-14.33","830","830","NY00674986_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01060843","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"B. V. Rabelo","South America","Brazil","Amapá",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268893' target='other'> <mi>dwc_moreinfo</mi></a>","NY01060843",NA,NA,NA,"Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.",NA,"2485",NA,NA,NA,NA,NA,"NY01060843_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01060885","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"G. T. Prance","South America","Brazil","Pará","Serra do Cachimbo, BR 163, Cuiabá-Santarém Highway, Cachoeira de Curuá; north slope of Serra Cachimbo.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268842' target='other'> <mi>dwc_moreinfo</mi></a>","NY01060885","1977","11","04","Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.",NA,"P24760",NA,"-54.9644","-8.7367","300",NA,"NY01060885_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","949385","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"G. C. G. Argent","South America","Brazil","Mato Grosso","c. 6 km S. of Xavantina (R & A transect)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026320' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949385","1967","10","11","Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.","C. Persson; P. G. Delprete","6723",NA,"-52.23","-14.63",NA,NA,"NY00949385_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","949391","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"B. Maguire","South America","Brazil","Mato Grosso","Rio Juruena, Brasilia-Acre Highway.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026392' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949391","1963","09","01","Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.","C. Persson; P. G. Delprete","56482",NA,"-59.035335","-13.551734","700","700","NY00949391_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","949386","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"G. C. G. Argent","South America","Brazil","Mato Grosso","c. 1 km. W. of Base Camp.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026322' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949386","1967","10","06","Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.","C. Persson; P. G. Delprete","6669",NA,"-51.77","-12.82",NA,NA,"NY00949386_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01060855","PreservedSpecimen","Plantae","Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia myrciifolia",NA,"U. N. Maciel","South America","Brazil","Pará",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269130' target='other'> <mi>dwc_moreinfo</mi></a>","NY01060855",NA,NA,NA,"Magnoliophyta","Gentianales","myrciifolia","Spruce ex K.Schum.",NA,"350",NA,NA,NA,NA,NA,"NY01060855_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
