"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","continentOcean","minimumElevationInMeters","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","occurrenceRemarks","imagecode","class","order","individualCount","phylum","typeStatus"
"1","2020-06-29 09:29:43-03","UFRRJ","RBR","33394","S","Plantae","Begoniaceae","Begonia","organensis","Begonia organensis","Brade","E.L. Jacques","2008","05","29","L.S. Sylvestre","2139","2007","09","13","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Campo das Antas.","-42.9655990600586","-22.4122009277344","38539","RBR00033394","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-06-29 09:29:43-03","UFRRJ","RBR","35855","S","Plantae","Begoniaceae","Begonia","organensis","Begonia organensis","Brade","E.L. Jacques, R.A. Engelmann","2011","11","10","R.A. Engelmann","770","2010","07","13","Brasil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Órgãos, Trilha do São Pedro. 22° 27#?# 40' S, 43° 01#?# 31' W. Elev.: 2100 m.","-42.9818992614746","-22.5372009277344","21463","RBR00035855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2008-05-27 22:02:00-03","MO","MOBOT","3148122","PreservedSpecimen","Plantae","Begoniaceae","Begonia","organensis","Begonia organensis","Brade","Chubet",NA,NA,NA,"SUCRE","SUCRE 3005","1968",NA,NA,"Brazil","Rio de Janeiro",NA,"Brasil, Estado de Sao paulo, Reserva Florestal da Bocaina, mais oumenos. Posses.",NA,NA,NA,NA,NA,"South America","1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","41946",NA,"Plantae","Begoniaceae","Begonia","organensis","Begonia organensis","Brade","L. Kollmann/04-08-2011",NA,NA,NA,"J. A. Lombardi; Taxonomia de Campo","8344","2011","04","12","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha para o Alojamento 4 e a Pedra do Sino","-42.995472","-22.425556",NA,"MBML041946",NA,NA,"1190","42W59'43,7","22S25'32","1190","Mata de encosta. Erva em barranco, carnosa, pecíolo e nervuras na face abaxial vermelhos, brácteas avermelhadas, frutos imaturos vermelhos","MBML041946",NA,NA,NA,NA,NA
"5","2020-06-15 15:29:00-03","UNESP-RC","HRCB","55299","PreservedSpecimen","Plantae","Begoniaceae","Begonia","organensis","Begonia organensis","Brade","Kollmann, L.","2011","08",NA,"Lombardi","8344","2011","04","12","Brasil","Rio de Janeiro","Teresópolis","Trilha para o Alojamento 04 e a Pedra do Sino.","-42.983333","-22.416667",NA,NA,NA,NA,"1190","42º59'W","22º25'S","1190","Erva em barranco, carnosa, pecíolo e nervuras na face abaxial vermelhos, brácteas avermelhadas, frutos imaturos vermelhos.0",NA,NA,NA,NA,NA,NA
"6","2020-09-12 05:00:02-03","US","US","2283973","PreservedSpecimen","Plantae","Begoniaceae","Begonia","organensis","Begonia organensis",NA,NA,NA,NA,NA,"F. Segadas-Vianna","2625a","1951","3",NA,"Brazil","São Paulo","Barreiro","Serra da bocaina, boqueirao do inferno",NA,NA,NA,"US00314301",NA,"South America - Neotropics",NA,NA,NA,NA,NA,"US00314301_01","Dicotyledonae","Violales","1",NA,NA
"7","2019-10-07 09:24:04-03","UEFS","HUEFS","192773","PreservedSpecimen","Plantae","Begoniaceae","Begonia","organensis","Begonia organensis","Brade",NA,NA,NA,NA,"Sylvestre, L.S.","2139","2007","09","13","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional de Serra dos Ógãos, área do campo das antas, crescendo sobre rochas em alto declive.","-42.9655990600586","-22.4122009277344","38539","HUEFS0192773","auto",NA,NA,NA,NA,NA,NA,"HUEFS0192773","Rosanae","Cucurbitales",NA,"Angiospermae",NA
"8","2021-02-23 13:21:57-03","MN","R-TIPOS","37125","PreservedSpecimen","Plantae","Begoniaceae","Begonia","organensis","Begonia organensis","Brade","Brade, A.C.","1943",NA,NA,"Brade, A.C.","12487","1933","02","27","Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos","-43.2075004577637","-22.9027996063232","57442","R000037125","auto",NA,"1900",NA,NA,"1900",NA,"R000037125_001",NA,NA,NA,NA,"Holotypus"
"9","2021-02-23 13:21:57-03","MN","R-TIPOS","37125a","PreservedSpecimen","Plantae","Begoniaceae","Begonia","organensis","Begonia organensis","Brade","Brade, A.C.","1943",NA,NA,"Brade, A.C.","12487","1933","02","27","Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos","-43.2075004577637","-22.9027996063232","57442","R000037125a","auto",NA,"1900",NA,NA,"1900",NA,"R000037125a_001",NA,NA,NA,NA,"Isotypus"
