"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","county","decimalLongitude","decimalLatitude","infraspecificEpithet","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"216","2019-12-06 19:29:49-03","UFES","VIES","34753","S","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Araújo, E.A.",NA,"Brasil",NA,NA,NA,"VIES034753",NA,NA,"Kosterm.","J. Baitello","388","2014","12",NA,"Espírito Santo","Santa Marta. Parcela 06, indivíduo 28. Parque Nacional do Caparaó",NA,NA,"Ibitirama","-41.7575","-20.491389",NA,"VIES034753",NA,NA,"2016","41º45'27''W","20º29'29''S",NA,NA,NA,NA,NA,NA
"217","2019-12-06 19:29:49-03","UFES","VIES","34763","S","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Araújo, E.A.",NA,"Brasil",NA,NA,NA,"VIES034763",NA,NA,"Kosterm.","J. Baitello","379","2015","11",NA,"Espírito Santo","Santa Marta. Parcela 06, indivíduo 122. Parque Nacional do Caparaó",NA,NA,"Ibitirama","-41.7575","-20.491389",NA,"VIES034763",NA,NA,"2016","41º45'27''W","20º29'29''S",NA,NA,NA,NA,NA,NA
"218","2019-12-06 19:29:49-03","UFES","VIES","40428","S","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"R.T. Valadares; D. Koski",NA,"Brasil",NA,NA,NA,"VIES040428",NA,NA,"Kosterm.","R.T. Valadares","1342","2015","04","26","Espírito Santo","Alagados do Vale, Vale Encantado.",NA,NA,"Vila Velha","-40.350278","-20.386667",NA,"VIES040428",NA,NA,"2015","40º21'1''W","20º23'12''S",NA,NA,NA,NA,NA,NA
"219","2020-04-27 16:10:14-03","UFES","VIES","30188","S","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Zorzanelli, J.P.F.; Silva, A.E.",NA,"Brasil",NA,NA,NA,"VIES030188",NA,NA,"Kosterm.","Zorzanelli, J.P.F.; Lage, C.","505","2011","12",NA,"Espírito Santo","Serra do Valentim.","1328","1328","Iúna","-41.5358009338379","-20.3458003997803",NA,"VIES030188","32198","auto","2012",NA,NA,"07",NA,NA,NA,NA,NA
"220","2021-02-12 18:12:10-03","UFES","VIES","11733","S","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Pavão, O.C.; et al.",NA,"Brasil",NA,NA,NA,"VIES011733",NA,NA,"Kosterm.","Moraes, P.L.R.","s.n.","1999","02","23","Paraná","Sítio Pinheiro.",NA,NA,"Ventania","-50.2428016662598","-24.2458000183105",NA,"VIES011733","32424","auto","2009",NA,NA,"05","11",NA,NA,NA,NA
"221","2019-08-16 08:39:46-03","UTFPR","HCF","21116","S","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"M.L. Brotto",NA,"Brasil",NA,NA,"árvore com 16 m de altura, CAP=133 cm; folhas discolores, face adaxial verde clara e abaxial glauscecente; inflorescência e flores castanhas, flores internamente amareladas.",NA,NA,NA,"Kosterm.","M.L. Brotto","2263","2016","03","14","PR","Parque Estadual das Lauráceas","1000","1000","Adrianópolis","-48.715556","-24.861667",NA,NA,NA,NA,"2016","48°42'56 W","24°51'42 S","03","30",NA,NA,NA,NA
"222","2019-08-16 08:39:46-03","UTFPR","HCF","27346","S","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"M.L. Brotto",NA,"Brasil",NA,NA,"árvore com 10 m de altura. Botões florais. Floresta Ombrófila Mista.",NA,NA,NA,"Kosterm.","M.L. Brotto","2542","2017","12","04","PR","próximo a Serra da Bocaina","1007","1007","Bocaiúva do Sul","-49.065556","-25.074444",NA,NA,NA,NA,"2017","49°03'56 W","25°04'28 S","12","18",NA,NA,NA,NA
"223","2019-11-15 20:23:39-03","UTFPR","HCF","29647","S","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"M.L. Brotto",NA,"Brasil",NA,NA,"árvore com 10 m de altura. Flor castanho-amarelada. Em remanescente degradado de Savana.",NA,NA,NA,"Kosterm.","M.L. Brotto","3122","2018","11","19","PR","Rodovia PR-151, na margem","955","955","Sengés","-49.574722","-24.152778",NA,NA,NA,NA,"2019","49°34'29 W","24°09'10 S","01","23",NA,NA,NA,NA
"224","2019-08-16 08:39:46-03","UTFPR","HCF","12422","S","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"R.A. Bonaldi",NA,"Brasil",NA,NA,"(Resgate de Flora UHE Mauá).",NA,NA,NA,"Kosterm.","M. Selusniaki","462","2011","12","13","PR",NA,NA,NA,"Ortigueira","-50.9494018554688","-24.2082996368408",NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-08-16 08:39:46-03","UTFPR","HCF","19555","S","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"M. Selusniaki",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Kosterm.",NA,"3513","2011","12","07","PR",NA,NA,NA,"Ortigueira","-50.9494018554688","-24.2082996368408",NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-03-01 12:47:40-03","UTFPR","HCF","30674","S","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"R. Bonaldi",NA,"Brasil",NA,NA,"árvore, 12 m de altura.",NA,NA,NA,"Kosterm.","M. Selusniaki","490","2011","12","19","PR",NA,NA,NA,"Telêmaco Borba","-50.6156005859375","-24.3239002227783",NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-08-16 08:39:46-03","UTFPR","HCF","6998","S","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"D.A. Estevan",NA,"Brasil",NA,NA,"árvore 7 m, frutos maduro roxo, imaturo verde.",NA,NA,NA,"Kosterm.","M.G. Caxambu","370","2004","04","20","PR","Sítio Pinheiro",NA,NA,"Ventania","-50.2428016662598","-24.2458000183105",NA,NA,"32424","auto","2010",NA,NA,"06","30",NA,NA,NA,NA
"228","2020-06-29 09:30:38-03","UFRRJ","RBR","44511","S","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"R.B. Torres; N. Figueiredo, A.R. Oliveira",NA,"Brasil",NA,NA,NA,"RBR00044511",NA,NA,"Kosterm.","J.B. Baitello","94","1986","11","11","São Paulo","Estação Ecológica de Angatuba. Próxima ao alojamento.","624","624","Angatuba","-48.412778","-23.489722",NA,NA,NA,NA,"1988","48º24'46''W","23º29'23''S","11",NA,NA,NA,NA,NA
"229","2020-06-29 09:30:38-03","UFRRJ","RBR","45900","S","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"G.T.R. Alves",NA,"Brasil",NA,NA,NA,"RBR00045900",NA,NA,"Kosterm.","M. Gomes","s/n","2014","04","24","Rio de Janeiro","Parque Estadual do Desengano. solo de textura media, substrato denso.","1100","1100","Santa Maria Madalena","-41.94","-21.959722",NA,NA,NA,NA,"2018","41º56'24''W","21º57'35''S","02","28",NA,NA,NA,NA
"230","2020-06-29 09:30:38-03","UFRRJ","RBR","45902","S","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"D. Hottz",NA,"Brasil",NA,NA,NA,"RBR00045902",NA,NA,"Kosterm.","M. Gomes","s/n","2014","04","18","Rio de Janeiro","Solo argiloso.","788","788","Duas Barras","-42.435","-22.049722",NA,NA,NA,NA,"2018","42º26'6''W","22º2'59''S","02","28",NA,NA,NA,NA
"231","2020-06-29 09:30:38-03","UFRRJ","RBR","45903","S","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"J.O. Mendonça-Junior",NA,"Brasil",NA,NA,NA,"RBR00045903",NA,NA,"Kosterm.","M. Gomes","s/n","2015","10","21","Rio de Janeiro","Vegetação secundária em encosta íngreme. APA Guandu","585","585","Piraí","-43.829722","-22.77",NA,NA,NA,NA,"2018","43º49'47''W","22º46'12''S","02","28",NA,NA,NA,NA
"232","2020-06-29 09:30:38-03","UFRRJ","RBR","18036","S","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"P.R.C. Farag",NA,"Brasil",NA,NA,NA,"RBR00018036",NA,NA,"Kosterm.","A. Quinet","197","1995","12","06","Rio de Janeiro","REBIO do Tinguá, Área entre as represas Barrelão e Reunião. Reserva Biológica do Tinguá",NA,NA,"Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,"RBR00018036","25743","auto","2015",NA,NA,"10","20",NA,NA,NA,NA
"233","2020-06-29 09:30:38-03","UFRRJ","RBR","45901","S","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"D.P. Leonarczyk",NA,"Brasil",NA,NA,NA,"RBR00045901",NA,NA,"Kosterm.","M. Gomes","s/n","2015","10","15","Rio de Janeiro","Fazenda Santa Rita. Solo rochoso, de cor escura e em substrato superior da paisagem.","981","981","Teresópolis","-43.019722","-22.319722",NA,NA,NA,NA,"2018","43º1'11''W","22º19'11''S","02","28",NA,NA,NA,NA
"234","2013-04-01 09:19:08-03","IPT","BCTW","19165","S","Plantae",NA,"Persea","pyrifolia","Persea pyrifolia",NA,"Ceccantini, G.C.T. e outros",NA,"Brasil",NA,NA,NA,NA,"Magnoliophyta",NA,"(D. Don) Spreng.",NA,NA,"1995","06","19","Minas Gerais",NA,NA,NA,"Araxá","-46.9406","-19.5933",NA,NA,"29994","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"235","2013-04-01 09:19:08-03","IPT","BCTW","10919","S","Plantae",NA,"Persea","pyrifolia","Persea pyrifolia",NA,NA,NA,"Brasil",NA,NA,NA,NA,"Magnoliophyta",NA,"(D. Don) Spreng.",NA,NA,NA,NA,NA,"São Paulo","Serra do Bananal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"236","2020-12-14 16:07:35-03","UFC","EAC","57076","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Douglas Francisco","Southern America","Brasil",NA,NA,"Árvore nativa; coletada na área da Centroflora.; Mata Atlântica e Cerrado.","EAC0057076","Dicotyledon",NA,"Kosterm.","Andrade, I.M.","s.n.","2014","03","23","São Paulo",NA,NA,NA,"Botucatu","-48.524722","-22.96",NA,"EAC0057076",NA,NA,"2014","-48.524722","-22.96","09","09",NA,NA,NA,NA
"237","2021-01-20 11:43:49-03","UFSM","SMDB","19557","S","Plantae","Lauraceae","Persea","pyrifolia","Persea pyrifolia",NA,"Chagas; Silva, F; Soares-Silva, LH",NA,"Brasil",NA,NA,"Árvore 15m, botões florais alaranjados. FUEL 17835","SMDB019557",NA,NA,"Nees","Baitello, JB","1885","1995","12","08","Paraná","Arredores de São Jeronimo da Serra",NA,NA,"São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,"30511","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA
"238","2020-12-21 16:31:25-03","MBM","MBM","296745","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Linsingen, L. von","Southern America","Brazil",NA,NA,"Árvore, 25m. Floresta de galeria. Próximo de afloramento de arenito","MBM296745",NA,NA,"Kosterm.","Alves, F.M.","s.n.","2003","03","20","Paraná","Lajeado Butiá",NA,NA,"Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,"MBM296745","44368","auto","2009",NA,NA,"11","11",NA,NA,NA,NA
"239","2020-12-21 16:31:25-03","MBM","MBM","283048","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Müller, C.; et al.; et al.","Southern America","Brazil",NA,NA,"Árvore 5-6 m; botões florais ferrugíneos, flores creme","MBM283048",NA,NA,"Kosterm.","Moraes, P.","s.n.","1988","12","05","Paraná","Saída para Sengés",NA,NA,"Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,"MBM283048","44368","auto","2009",NA,NA,"05","07",NA,NA,NA,NA
"240","2020-12-21 16:31:25-03","MBM","MBM","239647","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Francisco, E.M.; et al.; et al.","Southern America","Brazil",NA,NA,"Árvore 10m alt.; botões florais e flores amarelos","MBM239647",NA,NA,"Kosterm.","Moraes, P.","s.n.",NA,NA,NA,"Paraná","Sítio Pinheiros",NA,NA,"Ventania","-50.2428016662598","-24.2458000183105",NA,"MBM239647","32424","auto","2009",NA,NA,"05","07",NA,NA,NA,NA
"241","2020-12-21 16:31:25-03","MBM","MBM","215853","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Goes, M.; et al.; et al.","Southern America","Brazil",NA,NA,"Área 6. planta 41v. Árvore mais ou menos 10,0m de altuta. Pétalas amarelas. Folhas com galhas verde claras.","MBM215853",NA,NA,"Kosterm.","Moraes, P.","s.n.",NA,NA,NA,"São Paulo","Parque Estadual das Fontes do Ipiranga. Jardim Botânico",NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,"MBM215853","53584","auto","2009",NA,NA,"05","07",NA,NA,NA,NA
"242","2020-12-21 16:31:25-03","MBM","MBM","186752","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Oliveira, A.A.","Southern America","Brazil",NA,NA,"Árvore 14,1 m; frutos verdes.","MBM186752",NA,NA,"Kosterm.","Brotto, M.L.","4089","2016","11","21","Paraná","Conglomerado: 448; subunidade: 3; subparcela: 8; indivíduo: 39",NA,NA,"Morretes","-48.96","-25.56",NA,"MBM186752",NA,NA,"2016","-48.96","-25.56","12","14",NA,NA,NA,NA
"243","2020-12-21 16:31:25-03","MBM","MBM","277089","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Confucio, U.","Southern America","Brazil",NA,NA,"Árvore pequena (4m), na mata de galeria. Com frutos desenvolvidos","MBM277089",NA,NA,"Kosterm.","Moraes, P.","9360","1979","09","29","Minas Gerais","Serra do Ibitipoca",NA,NA,NA,NA,NA,NA,"MBM277089",NA,NA,"2009",NA,NA,"05","07",NA,NA,NA,NA
"244","2020-12-21 16:31:25-03","MBM","MBM","350525","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Saavedra, M.M.","Southern America","Brazil",NA,NA,"Campo rupestre de solo quartzolito compacto com afloramentos rochosos, predomínio de vegetação herbácea com arbustos espaçados. Presença de grande encosta onde se encontram vários afloramentos e regiões encharcadas de solo profundo.","MBM350525",NA,NA,"Kosterm.","Brotto, M.L.","305","2006","05","18","Minas Gerais","Parque Estadual do Ibitipoca","1100","1700","Lima Duarte","-43.883333","-21.716667",NA,"MBM350525",NA,NA,"2020","-43.883333","-21.716667","08","04",NA,NA,NA,NA
"245","2020-12-21 16:31:25-03","MBM","MBM","389756","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Bonaldi, R.A.","Southern America","Brazil",NA,NA,"Árvore, 12m.","MBM389756",NA,NA,"Kosterm.","Selusniaki, M.","490","2011","12","19","Paraná","UHE Mauá","520","750","Telêmaco Borba","-50.706944","-24.100556",NA,NA,NA,NA,"2011","-50.706944","-24.100556","12","19",NA,NA,NA,NA
"246","2020-12-21 16:31:25-03","MBM","MBM","389779","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Bonaldi, R.A.","Southern America","Brazil",NA,NA,"Árvore, 10m.","MBM389779",NA,NA,"Kosterm.","Selusniaki, M.","462","2011","12","13","Paraná","UHE Mauá","520","750","Ortigueira","-50.723333","-24.111389",NA,NA,NA,NA,"2011","-50.723333","-24.111389","12","13",NA,NA,NA,NA
"247","2020-12-21 16:31:25-03","MBM","MBM","392139","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Brotto, M.L.; Völtz, R.R.; Vieira, R.S.; Völtz, R.R.; Vieira, R.S.","Southern America","Brazil",NA,NA,"Árvore de 7m; frutos imaturos verdes.; Floresta Ombrófila Densa Altomontana.","MBM392139",NA,NA,"Kosterm.","Brotto, M.L.","1743","2014","08","24","Paraná","Serra do Ibitiraquire, Camapuã","1680","1680","Campina Grande do Sul","-48.85615","-25.256175",NA,"MBM392139",NA,NA,"2014","-48.85615","-25.256175","09","09",NA,NA,NA,NA
"248","2020-12-21 16:31:25-03","MBM","MBM","394079","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Selusniaki, M.","Southern America","Brazil",NA,NA,NA,"MBM394079",NA,NA,"Kosterm.","Selusniaki, M.","3513","2011","12","07","Paraná","UHE Mauá","520","750","Ortigueira","-50.723333","-24.111389",NA,"MBM394079",NA,NA,"2011","-50.723333","-24.111389","12","07",NA,NA,NA,NA
"249","2020-12-21 16:31:25-03","MBM","MBM","395136","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","Southern America","Brazil",NA,NA,"Árvore de 18m de altura; frutos imaturos verdes com a cúpula começando a ficar avermelhada.; Floresta Ombrófila Densa Montana.","MBM395136",NA,NA,"Kosterm.","Brotto, M.L.","1878","2015","02","02","Paraná","Parque Estadual das Lauráceas","888","888","Adrianópolis","-48.712236","-24.853819",NA,"MBM395136",NA,NA,"2015","-48.712236","-24.853819","02","09",NA,NA,NA,NA
"250","2020-12-21 16:31:25-03","MBM","MBM","402516","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Brotto, M.L.; Marinero, F.; Marinero, F.","Southern America","Brazil",NA,NA,"Árvore com 13m de altura; folhas discolores, face adaxial verde claro e abaxial glaucescente; inflorescência e flores castanhas, flores internamente amareladas.; Floresta Ombrófila Densa Montana.","MBM402516",NA,NA,"Kosterm.","Brotto, M.L.","2262","2016","03","14","Paraná","Estrada para o Parque Estadual das Lauráceas","980","980","Tunas do Paraná","-48.784444","-24.896111",NA,"MBM402516",NA,NA,"2016","-48.784444","-24.896111","03","30",NA,NA,NA,NA
"251","2020-12-21 16:31:25-03","MBM","MBM","402517","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Brotto, M.L.; Marinero, F.; Marinero, F.","Southern America","Brazil",NA,NA,"Árvore com 16m de altura, CAP = 133cm; folhas discolores, face adaxial verde claro e abaxial glaucescente; inflorescência e flores castanhas, flores internamente amareladas.; Floresta Ombrófila Densa Montana.","MBM402517",NA,NA,"Kosterm.","Brotto, M.L.","2263","2016","03","14","Paraná","Parque Estadual das Lauráceas","1000","1000","Adrianópolis","-48.715592","-24.86175",NA,"MBM402517",NA,NA,"2016","-48.715592","-24.86175","03","30",NA,NA,NA,NA
"252","2020-12-21 16:31:25-03","MBM","MBM","407318","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Brotto, M.L.; Lozano, E.D.; Lozano, E.D.","Southern America","Brazil",NA,NA,"Árvore com 9 m de altura; flores amarelo-acastanhadas.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM407318",NA,NA,"Kosterm.","Brotto, M.L.","2366","2016","12","07","Paraná","Colônia João XXIII","818","818","Tunas do Paraná","-48.829722","-25.008611",NA,"MBM407318",NA,NA,"2016","-48.829722","-25.008611","12","13",NA,NA,NA,NA
"253","2020-12-21 16:31:25-03","MBM","MBM","407584","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Brotto, M.L.; Lozano, E.D.; Lozano, E.D.","Southern America","Brazil",NA,NA,"Árvore com 8 m de altura; flores castanho-amareladas.; Floresta Ombrófila Densa Altomontana.","MBM407584",NA,NA,"Kosterm.","Brotto, M.L.","2376","2017","01","17","Paraná","Parque Estadual das Lauráceas","1018","1018","Adrianópolis","-48.716944","-24.863889",NA,"MBM407584",NA,NA,"2017","-48.716944","-24.863889","01","19",NA,NA,NA,NA
"254","2020-12-21 16:31:25-03","MBM","MBM","409691","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Völtz, R.R.; Brotto, M.L.; Pajewski, F.F.; Brotto, M.L.; Pajewski, F.F.","Southern America","Brazil",NA,NA,"Árvore 30 m alt.; frutos verdes; dossel de floresta de topo de morro.; Floresta Ombrófila Densa Submontana.","MBM409691",NA,NA,"Kosterm.","Brotto, M.L.","1273","2017","04","07","Paraná","RPPN Salto Morato","300","300","Guaraqueçaba","-48.292778","-25.157222",NA,"MBM409691",NA,NA,"2017","-48.292778","-25.157222","04","07",NA,NA,NA,NA
"255","2020-12-21 16:31:25-03","MBM","MBM","409904","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","Southern America","Brazil",NA,NA,"Árvore com 10 metros de altura; botões florais.; Floresta Ombrófila Mista.","MBM409904",NA,NA,"Kosterm.","Brotto, M.L.","2542","2017","12","04","Paraná","próximo à Serra da Bocaina","1007","1007","Bocaiúva do Sul","-49.065417","-25.074333",NA,"MBM409904",NA,NA,"2017","-49.065417","-25.074333","12","18",NA,NA,NA,NA
"256","2020-12-21 16:31:25-03","MBM","MBM","416464","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","Southern America","Brazil",NA,NA,"árvore com 10 m de altura; flor castanho-amarelada.; Em remanescente degradado de Savana (Cerrado sensu stricto).","MBM416464",NA,NA,"Kosterm.","Brotto, M.L.","3122","2018","11","19","Paraná","Rodovia PR-151, na margem","955","955","Sengés","-49.574722","-24.152778",NA,NA,NA,NA,"2019","-49.574722","-24.152778","01","23",NA,NA,NA,NA
"257","2020-12-21 16:31:25-03","MBM","MBM","417509","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Brotto, M.L.","Southern America","Brazil",NA,NA,"Árvore com 10 m de altura; frutos quase maduros.; Floresta Ombrófila Mista Montana.","MBM417509",NA,NA,"Kosterm.","Brotto, M.L.","3243","2019","02","21","Paraná","Barreirinha","970","970","Curitiba","-49.256111","-25.372222",NA,NA,NA,NA,"2019","-49.256111","-25.372222","03","01",NA,NA,NA,NA
"258","2020-12-21 16:31:25-03","MBM","MBM","426972","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Verdi, M.; Hasckel, R.P.; Klemz, G.; Hasckel, R.P.; Klemz, G.","Southern America","Brazil",NA,NA,"Árvore, com 8 metros de altura, fruto imaturo verde; Floresta Ombrófila Mista.","MBM426972",NA,NA,"Kosterm.","Brotto, M.L.","s.n.","2009","04","07","Santa Catarina",NA,"1055","1055","Urubici","-49.491944","-28.013056",NA,NA,NA,NA,"2020","-49.491944","-28.013056","04","23",NA,NA,NA,NA
"259","2020-12-21 16:31:25-03","MBM","MBM","132860","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Silva, J.M.; Cordeiro, J.; Cordeiro, J.","Southern America","Brazil",NA,NA,"Árvore 6m, frutos esverdeados. Mata nebular.","MBM132860",NA,NA,"Kosterm.","Moraes, P.","696","1989","12","04","Paraná","Serra do Capivari","1300","1300","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,"MBM132860","55154","auto","2009",NA,NA,"05","07",NA,NA,NA,NA
"260","2020-12-21 16:31:25-03","MBM","MBM","397333","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Roderjan, C.V.","Southern America","Brazil",NA,NA,"Floresta Ombrófila Densa das Terras Baixas.","MBM397333",NA,NA,"Kosterm.","Brotto, M.L.","82","1980","03","22","Paraná","Banestado, lote 4",NA,NA,"Paranaguá","-48.5092010498047","-25.5200004577637",NA,"MBM397333","24916","auto","2015",NA,NA,"06","10",NA,NA,NA,NA
"261","2020-12-21 16:31:25-03","MBM","MBM","62999","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Martins, F.R.","Southern America","Brazil",NA,NA,"Árvore 30m, flores verdes odoríferas. Isolada","MBM062999",NA,NA,"Kosterm.","Moraes, P.","10049",NA,NA,NA,"São Paulo","Pirassununga, estrada da Cantareira",NA,NA,"Pirassununga","-47.4199981689453","-21.9899997711182",NA,"MBM062999","24621","auto","2009",NA,NA,"05","07",NA,NA,NA,NA
"262","2020-12-21 16:31:25-03","MBM","MBM","223727","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Hoehne, W.","Southern America","Brazil",NA,NA,NA,"MBM223727",NA,NA,"Kosterm.","Moraes, P.","s.n.",NA,NA,NA,"São Paulo","São Paulo",NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,"MBM223727","53584","auto","2009",NA,NA,"05","07",NA,NA,NA,NA
"263","2020-12-21 16:31:25-03","MBM","MBM","409532","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Assis, L.C.S.; Monguilhott, L.M.; Santos, M.S.; Trovó, M.L.O.; Monguilhott, L.M.; Santos, M.S.; Trovó, M.L.O.","Southern America","Brazil",NA,NA,"Árvore ca. 2,5 m alt. Folhas discolores. Pedicelo e peças do perianto castanhos. Frutos verdes, imaturos. Material em sílica gel.; Na borda da floresta.","MBM409532",NA,NA,"Kosterm.","Brotto, M.L.","1106","2005","07","14","Minas Gerais","Parque Estadual da Serra da Ibitipoca, Trilha Monjolinho - Pico do Peão, borda da floresta com destino à gruta do Pico do Peão",NA,NA,"Lima Duarte","-43.793098449707","-21.8425006866455",NA,"MBM409532","30417","auto","2017",NA,NA,"06","06",NA,NA,NA,NA
"264","2020-12-21 16:31:25-03","MBM","MBM","23273","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,"Árvore do capáo, flor creme","MBM023273",NA,NA,"Kosterm.","Moraes, P.","6562",NA,NA,NA,"Paraná","Fazenda do Tigre",NA,NA,"Arapoti","-49.8266983032227","-24.1578006744385",NA,"MBM023273","41852","auto","2009",NA,NA,"04","07",NA,NA,NA,NA
"265","2020-12-21 16:31:25-03","MBM","MBM","226636","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Silva, J.M.; Barboza, E.; Abe, L.M.; Barboza, E.; Abe, L.M.","Southern America","Brazil",NA,NA,NA,"MBM226636",NA,NA,"Kosterm.","Werff, H. van der","2291",NA,NA,NA,"Paraná","Estrada para o Parque das Lauráceas",NA,NA,"Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,"MBM226636","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2020-12-21 16:31:25-03","MBM","MBM","135975","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Ribas, O.S.","Southern America","Brazil",NA,NA,"Árvore 5m, frutos imaturos, orla da mata","MBM135975",NA,NA,"Kosterm.","Moraes, P.","272",NA,NA,NA,"Paraná","Taquara",NA,NA,"Campo Largo","-49.5283012390137","-25.4585990905762",NA,"MBM135975","53742","auto","2009",NA,NA,"05","07",NA,NA,NA,NA
