"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"49","2020-09-12 05:00:02-03","US","US","2564522","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.",NA,NA,"G. Hatschbach & H. Haas","14009","1966","1","4","South America","Brazil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,NA,"US00503420","US00503420_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"44368","auto",NA,"1",NA
"50","2019-10-07 09:19:50-03","UEFS","HUEFS","86453","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Bulbophyllum","jaguariahyvae","Bulbophyllum jaguariahyvae","Kraenzl.",NA,NA,"Lindeman, J.C.","14009","1966","03","04",NA,"Brasil","Paraná","Jaguariaíva","Fazenda Cajurú.","-49.7057991027832","-24.2511005401611",NA,NA,"HUEFS0086453",NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,"44368","auto",NA,NA,NA
"51","2020-06-15 07:53:29-03","UEFS","HUEFS","128435","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","E.C.Smidt",NA,"Kinupp, V.F.","252","1997","02","10",NA,"Brasil","Paraná","Tibagi","Canyon Guartelá.","-50.4136009216309","-24.5093994140625",NA,NA,"HUEFS0128435","HUEFS0128435 HUEFS0128435_e1",NA,NA,"2010","04",NA,NA,NA,"Lilianae",NA,"56988","auto",NA,NA,NA
"52","2019-07-09 12:42:14-03","F","FMNH-SEEDPLANTS","V0063347F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Bulbophyllum","jaguariahyvae","Bulbophyllum jaguariahyvae",NA,NA,"Isotype","P. Dusén","11721","1911","4","17","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0063347F","V0063347F_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA
"53","2019-07-09 12:42:51-03","F","FMNH-SEEDPLANTS","V0435773F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum",NA,"RRC ID Flag",NA,"G. G. Hatschbach","14009","1966","3","4","South America","Brazil","Paraná",NA,NA,"-51","-24",NA,NA,"V0435773F","V0435773F_01 V0435773F_02",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,"14009",NA,NA
"54","2019-11-13 16:04:56-03","UNISANTA","HUSC","11494","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Eduardo L. Borba",NA,"Andrade, V.","s.n.","2015",NA,NA,NA,"Brasil","Minas Gerais","São Thomé das Letras",NA,"-44.9852981567383","-21.7222003936768",NA,"fotografada",NA,NA,NA,NA,"2015",NA,NA,NA,NA,NA,NA,"16076","auto",NA,NA,NA
"55","2020-11-04 17:30:10-03","UEM","HUEM","22255","S","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Milaneze-Gutierre, MA",NA,"Milaneze-Gutierre, MA; colaboradores","s.n.","2012","02","02",NA,"Brasil","Paraná","Telêmaco Borba","Área de alagamento da UHE Mauá","-50.583333","-24.35",NA,"Herbácea; cerca de 15cm de altura; flores de coloração amarela.","HUEM000014350","HUEM000014350",NA,NA,"2012",NA,NA,"-50.583333","-24.35",NA,NA,NA,NA,NA,NA,NA
"56","2020-11-04 17:30:10-03","UEM","HUEM","19114","S","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","! Fábio de Barros",NA,"Milaneze-Gutierre, MA","s.n.","2011","04","29",NA,"Brasil","Paraná","Telêmaco Borba","Área de alagamento da UHE Mauá","-50.6156005859375","-24.3239002227783",NA,NA,"HUEM000011486","HUEM000011486",NA,NA,"2013","05","15",NA,NA,NA,NA,"35037","auto",NA,NA,NA
"57","2021-02-12 15:02:21-03","UFSCar","SPSC","7319","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","A.W.C. Ferreira",NA,"A.W.C. Ferreira",NA,"2007","03","17",NA,"Brasil","São Paulo","Dourado","Rio Jacaré-pepira.",NA,NA,NA,"Floresta estacional.",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"58","2020-11-12 16:58:07-03","UEL","FUEL","31830","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Smidt, EC",NA,"Ferrarezi, E","27","2001","02","16",NA,"Brasil","Paraná","Londrina","Campus Universitário da UEL, Orquidário do CCA, orquidário do CCA","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,"2007","08",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA
"59","2020-11-12 16:58:07-03","UEL","FUEL","17937","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Engels, ME",NA,"Francisco, EM; et al.","404","2000","04","27",NA,"Brasil","Paraná","São Jerônimo da Serra","Estrada para Vila Nova, cerrado, beira da estrada","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,NA,NA,"2013","03","25",NA,NA,NA,NA,"30511","auto",NA,NA,NA
"60","2020-11-12 16:58:07-03","UEL","FUEL","29177","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Smidt, EC; Mancinelli, WS",NA,"Kinupp, VF","252","1997","02","10",NA,"Brasil","Paraná","Tibagi","Canyon Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"FUEL012229",NA,NA,NA,"2010","04","09",NA,NA,NA,NA,"56988","auto",NA,NA,NA
"61","2019-11-01 15:15:14-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Smidt, EC",NA,"Irwin, HS; et al.","20182A","1968","02","15","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte)",NA,NA,NA,"Inflorescences 0,25m. Perianth yellow-green, the bases and entire labellum spotted violet; Campo. Steep sandy slopes with sandstones outcrops at summit","UB0015717","UB0015717","1300","1300","2007","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-04 15:42:04-03","IF","SPSF","38489","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","R.B.Singer",NA,"T.B.Breier & J.Breier","0865","2003","02","11","América do Sul","Brasil","SP","Gália","Estação Ecológica de Caetetus","-49.5499992370605","-22.2900009155273",NA,"COLETA: Sobre jatobá ao lado do alojamento a 20m do solo.; GEOGRAFIA: Na base do Instituto.;",NA,NA,NA,NA,"2003","03","31",NA,NA,"Liliopsida",NA,"23314","auto",NA,NA,NA
"63","2014-10-09 13:58:27-03","UHH","HBG","501374","S","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","jaguariahyvae","Bulbophyllum jaguariahyvae","Kraenzl.","Kränzlin, F.","Isotype","Dusén, P.","11721","1911","04","17","South America","Brazil",NA,NA,"Paraná, Jaguariahyva in silvula ad ramos arborum",NA,NA,NA,"ex Herb. Kränzlin NEOTROP; Herbarium Hamburgense evacuated and inaccessible 1943-1992","HBG501374","HBG501374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2017-09-11 17:11:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.",NA,NA,"Descourtilz, ME","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"Habitat in arboribus prov. S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2017-09-11 17:11:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.",NA,NA,"Descourtilz, ME","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"Habitat in arboribus prov. S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:12:56-03","IBt","SP","53570","S","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Smidt, EC",NA,"Rojas, T","5198","1927","05",NA,NA,"Paraguai","Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 10:12:56-03","IBt","SP","45306","S","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Smidt, EC",NA,"Heringer, EP","491","1941","03","24",NA,"Brasil","Minas Gerais","Coronel Pacheco",NA,"-43.2655982971191","-21.5877990722656",NA,NA,NA,NA,NA,NA,"2007","08",NA,NA,NA,NA,NA,"10350","auto",NA,NA,NA
"68","2021-02-12 15:38:53-03","IBt","SP","5262B","S","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Smidt, EC",NA,"Gehrt, A","s.n.","1921","02","07",NA,"Brasil","São Paulo","São Paulo","Bairro Butantã","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2007","08",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"69","2019-11-21 10:12:56-03","IBt","SP","42289","S","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Smidt, EC",NA,"Handro, O","s.n.","1940","03","16",NA,"Brasil","São Paulo","Tietê",NA,"-47.7099990844727","-23.1000003814697",NA,NA,NA,NA,NA,NA,"2007","08",NA,NA,NA,NA,NA,"26682","auto",NA,NA,NA
"70","2010-08-16 16:41:40-03","AMES","HU-HERB","AMES 00000494","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","jaguariahyvae","Bulbophyllum jaguariahyvae","Kraenzlin",NA,"Isotype","P. K. H. Dusén","11721","1911","4","17","South America","Brazil","Paraná",NA,"Jaguariahyva",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11721",NA,"undetermined"
"71","2010-08-16 16:38:25-03","AMES","HU-HERB","AMES 00271855","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","jaguariahyvae","Bulbophyllum jaguariahyvae","Kraenzlin",NA,"Isotype","P. K. H. Dusén","11721","1911","4","17","South America","Brazil","Paraná",NA,"Jaguariahyua",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11721",NA,"undetermined"
"72","2010-08-16 16:39:10-03","AMES","HU-HERB","AMES 00106009","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","rojasii","Bulbophyllum rojasii","L. O. Williams",NA,"Holotype","T. Rojas","5198","1927","5",NA,"South America","Paraguay",NA,NA,"Monte Coaguazu",NA,NA,"Other,Sheet",NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5198",NA,"undetermined"
"73","2010-08-16 16:41:31-03","AMES","HU-HERB","AMES 00106046","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindley",NA,"Drawing of type","Descourtilz",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
