"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","locality","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","1552277","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll.Arg.","P. C. Stouffer","2206.91205","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1940163' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552277","NY01552277_01","M. H. Nee","1991",NA,NA,"Ca. 80 km N de Manaus, Distrito Agropecuário da SUFRAMA, Rdovoia BR 174, km 72, depois 6 oeste da BR, Fazenda Dimona. Reserva 2206.","-60.0917441","-2.326638","Manaus","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01063698","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll.Arg.","M. A. S. Costa","189","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267644' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063698","NY01063698_01","C. M. Taylor","1995","04","09","Solo argiloso.","-59.9666669","-2.8833331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01063693","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll.Arg.","C. A. Cid Ferreira","3714","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267693' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063693","NY01063693_01","B. M. Boom","1982","11","19","Novo Japurá. Fronteira de Brasil e Colômbia, confluência dos rios Traira e Apapóris, próximo a Cachoeira Urumutum. Mata de terra firme, solo argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01063692","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll.Arg.","J. F. Ramos","P20134","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270251' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063692","NY01063692_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01063685","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll.Arg.",NA,"2","South America","Brazil","Pará","sheet","Collector as D'aro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270202' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063685","NY01063685_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01063683","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll.Arg.","J. M. Pires","52008","South America","Brazil","Amapá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270200' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063683","NY01063683_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01063682","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll.Arg.","E. G. Holt","610","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270199' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063682","NY01063682_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01063697","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll.Arg.","M. T. V. do A. Campos","493","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267696' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063697","NY01063697_01","C. M. Taylor; M. T. V. do A. Campos","1996","02","15","Reserva Florestal Ducke, Manaus-Itacoatiara, Km 26. Floresta de Platô. Solo argiloso","-59.97","-2.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01063684","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll.Arg.","B. V. Rabelo","1505","South America","Brazil","Amapá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270201' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063684","NY01063684_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1033967","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll.Arg.","P. G. Delprete","6785","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=220481' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033967","NY01033967_01","P. G. Delprete","1998","10","02","Parque Nacional das Emas. Rio Jacuba","-52.97","-17.9","Mineiros","815","815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01063691","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll.Arg.","E. P. Killip","30445","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270206' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063691","NY01063691_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01063694","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll.Arg.","T. C. Plowman","9474","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270252' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063694","NY01063694_01",NA,"1980","03","02","Belém-Brasília highway (BR 010) 17 km. south of Ligação do Pará, near kilometer marker 1509","-47.53","-4.28","Paragominas","250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1005252","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll.Arg.","W. L. Balée","589","South America","Brazil","Maranhão","sheet","Inventory voucher #1112 (Fertile) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078735' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005252","NY01005252_01","C. M. Taylor","1985","02","11","Basin of the Rio Turiaçu; Ka'apor Indian Reserve; 4 km NW of settlement of Urutawy.","-45.9635328","-3.1404534","Monção",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02692338","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","gracilenta","Psychotria gracilenta","Müll.Arg.","D. Cárdenas-López","18706","South America","Colombia","Vaupés","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2351888' target='other'> <mi>dwc_moreinfo</mi></a>","NY02692338","NY02692338_01","Z. Cordero P.","2006","05","16","Cabeceras de caño Cuduyarí, comunidad de Wacuraba, margen derecha caño. Camino que conduce de la comunidad a la sabana de Yapoboda,","-70.90833333","1.373055556","Mitú","200","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-27 12:56:00-03","NY","NYBG","01481836","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","gracilenta","Psychotria gracilenta",NA,"J. D. Boeke","1285","South America","Peru","San Martín","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1708773' target='other'> <mi>dwc_moreinfo</mi></a>","NY01481836",NA,"C. M. Taylor","1977","03","15","Prov. Caceres. Madre Mía.",NA,NA,NA,"760","880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","885457","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","gracilenta","Psychotria gracilenta","Müll.Arg.","W. W. Thomas","13319","South America","Brazil","Bahia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412042' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885457","NY00885457_01","C. M. Taylor","2003","03","15","Fazenda Serra do Teimoso, Reserva Serra do Teimoso. Near top of mountain, in area near source of the Riberao da Bica.","-39.5425","-15.0956","Jussari","750","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1551446","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","gracilenta","Psychotria gracilenta","Müll.Arg.","L. O. A. Teixeira","125","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1159148' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551446","NY01551446_01","C. M. Taylor","1982","05","01","Estrada Humaitá-Porto Velho km 60","-63.3258","-7.9244","Humaitá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01107840","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","gracilenta","Psychotria gracilenta","Müll.Arg.","C. A. Cid Ferreira","4083","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268015' target='other'> <mi>dwc_moreinfo</mi></a>","NY01107840","NY01107840_01","C. M. Taylor","1983","07","06","Rio Abacaxis, Vila Uaxiní. Mata alterada de terra firme, solo argilo-arenoso.","-58.6833331","-4.1666669","Borba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01107841","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","gracilenta","Psychotria gracilenta","Müll.Arg.","L. O. A. Teixeira","942","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268016' target='other'> <mi>dwc_moreinfo</mi></a>","NY01107841","NY01107841_01","C. M. Taylor","1982","06","05","Estrada Humaitá-Lábrea, Km 63. Mata alta de terra firme.","-63.5506296","-7.4925582","Humaitá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3107297","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","gracilenta","Psychotria gracilenta","Müll.Arg.","J. L. Clark","9508","South America","Ecuador","Napo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2909106' target='other'> <mi>dwc_moreinfo</mi></a>","NY03107297","NY03107297_01",NA,"2006","06","25","Yasuni Biosphere Reserve. Tiputini Biodiversity Station (owned by the Universidad San Francisco, Quito). Sendero Harpi to Los Puentes.","-76.1493611","-0.6363053",NA,"200","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01107839","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","gracilenta","Psychotria gracilenta","Müll.Arg.","C. A. Cid Ferreira","4137","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268014' target='other'> <mi>dwc_moreinfo</mi></a>","NY01107839","NY01107839_01","C. M. Taylor","1983","07","14","Rio Parauarí, margem direita, próximo ao lugar chamado Água Mineral. Capoeira de terra firme, solo argilo-arenoso.","-57.9166669","-4.6666669","Maués",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01922501","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","gracilenta","Psychotria gracilenta","Müll.Arg.","C. A. Cid Ferreira","5427","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1451684' target='other'> <mi>dwc_moreinfo</mi></a>","NY01922501","NY01922501_01","C. M. Taylor","1985","04","12","BR-230, Rodovia Transamazônica a 126 Km de Humaitá, reserva indígena dos Tenharim","-62.0333331","-7.9666669","Humaitá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-08 11:10:05-03","UNESP-IBB","BOTU","15903","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","gracilenta","Psychotria gracilenta","Müll. Arg.","Janssen, A.","491",NA,"Brasil","Amazonas",NA,NA,"BOTU015903",NA,NA,"1980","06","19","Fazenda Flávio Neri, ao sul da BR 319 km 658.","-63.166667","-7.516667","Humaitá",NA,NA,"63º10'w","07°31's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:48:09-03","EAO","IAN","149479","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll.Arg.","Schunke-Vigo, J","5373","Southern America","Peru",NA,NA,"Arbusto de 2-2.50m. Frutos inmature de color verde amarillenta. Las hojas son brillosas de color verde intenso.","IAN149479",NA,"Simpson, DR","1972","04","11","Em bosque alto, terreno sombrío y húmedo.&nf;Fundo Shica, Carretera a Moyobamba.",NA,NA,NA,"900","900",NA,NA,"1975","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:48:09-03","EAO","IAN","64039","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll.Arg.","Fróes, RL","27012","Southern America","Brasil","Pará",NA,"Arbusto de 1m de altura.","IAN064039",NA,"Steyermark, JA","1951","04","28","Rio Vermelho; Gruta Verde, região do Tocantins, terra firme, alta, floresta alta.",NA,NA,NA,NA,NA,NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:48:09-03","EAO","IAN","70606","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll.Arg.","Black, GA","12800","Southern America","Brasil","Roraima",NA,"Fruto escuro.","IAN070606",NA,"Steyermark, JA","1951","08","22","Rio Mucajaí; estrada Boa Vista-Caracaraí.",NA,NA,NA,NA,NA,NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:48:12-03","EAO","IAN","171077","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Psychotria","gracilenta","Psychotria gracilenta","Müll.Arg.","Campos, MTV A; Pereira, EC","552","Southern America","Brasil","Amazonas",NA,"Arbusto de 1,5m de altura; folhas lustrosas, quebradiças. Brácteas e cálice claros. Corola, estilete e estames cremes.","IAN171077",NA,"Taylor, CM","1996","03","18","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Floresta de Vertente.","-59.966667","-2.883333","Manaus",NA,NA,"-59.966667","-2.883333","1996","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2013-07-03 11:24:29-03","EBDA","BAH","6495","S","Plantae",NA,NA,"Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll. Arg.","L. D. Gómez","19669",NA,"Costa Rica","Purtarenas",NA,"Shrub to 3m. Flws wi th 3 bracts on one side, yellow. Fruit ribbed.",NA,NA,"J. Dwyer","1983","01",NA,"Esquinas Ridge, Osa Península, 150-250m",NA,NA,NA,NA,NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:23:56-03","UFBA","ALCB","70817","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria","gracilenta","Psychotria gracilenta","Müll.Arg.","Guedes, ML; Ramalho, M; Valadão, RM; et al.","11952","Southern America","Brasil","Bahia",NA,"de folhas cartáceas, discolores. Flores axilares. frutos imaturos verdes. Ocasional.; Arbóreo",NA,NA,"Taylor, CM","2005","11","29","Litoral Sul, Pancada Grande","-39.133333","-13.716667","Ituberá",NA,NA,"-39.133333","-13.716667","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:26:45-03","NBC","NL-BOTANY","U 0082242","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll.Arg.","Granville J-J de",NA,"Southern America","French Guiana","Bassin de la Mana",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200082242 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0082242",NA,"Crozier F; Delprete PG","1997","03","13",NA,"-53.35","4.583333",NA,NA,NA,"-53.35","4.583333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:26:45-03","NBC","NL-BOTANY","WAG.1291593","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll.Arg.","Breteler FJ",NA,"Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1291593 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1291593","NL-WAG1291593",NA,"1965","11","22","Fed. Terr. of Amazonas Orinoco R. Southern part of Isla del Raton.","-67.766667","5.033333",NA,NA,NA,"-67.766667","5.033333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:26:45-03","NBC","NL-BOTANY","U.1576142","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll.Arg.","Schunke Vigo J",NA,"Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1576142 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1576142","NL-U1576142",NA,"1978","03","02","San Martin, Prov.: Mariscal Caceres; distrito: Tocache Nuevo, Camino a Pushurumbo, 3km.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:26:45-03","NBC","NL-BOTANY","L.2105668","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","brachybotrya","Psychotria brachybotrya","Müll.Arg.","Oldeman RAA",NA,"Southern America","French Guiana",NA,NA,"Forêt.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2105668 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2105668","NL-L2105668","Granville J-J de","1966","08","11","Forêt près de Saut Grand Franconie; Rivière Iracoubo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
