"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","class","order","individualCount","coordinatePrecision","geoFlag","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","relatedCatalogItem","fieldNumber","typeStatus","previousCatalogNumber","infraspecificEpithet","sex"
"25","2020-02-08 08:46:31-03","NBC","NL-BOTANY","L.1518689","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","marginata","Maxillaria marginata","Fenzl",NA,NA,NA,NA,"Hatschbach GG","1966","10","17","Brazil",NA,NA,"Rio Iguaçu, Salto Grande (mun. Rituruna Paraná.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1518689 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1518689","NL-L1518689",NA,"Magnoliopsidae","Asparagales",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 08:46:31-03","NBC","NL-BOTANY","WAG.1138005","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","marginata","Maxillaria marginata","Fenzl",NA,NA,NA,NA,"Haas H de; Lindeman JC","1966","01","19","Brazil",NA,NA,"Parana Mun. Antonina Estr.Cacatu-Serra Negra.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1138005 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1138005","NL-WAG1138005",NA,"Magnoliopsidae","Asparagales",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 12:17:23-03","ESALQ","ESA","123031","PreservedSpecimen","Plantae","Orchidaceae","Brasiliorchis","consanguinea","Brasiliorchis consanguinea",NA,"Campacci, M.A.",NA,NA,NA,"Campacci, M.A. ; Novello, M.","2012","08","03","Brasil","São Paulo","Taubaté",NA,"-45.5499992370605","-23.0200004577637",NA,NA,NA,"ESA123031","ESA123031","Magnoliophyta",NA,NA,NA,"25704","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 12:15:40-03","ESALQ","ESA","56024","PreservedSpecimen","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata",NA,"Silva-Filho, A.A.","2016","04","27","Tameirão-Neto, E.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"ESA056024","ESA056024",NA,NA,NA,NA,"19086","auto","3149.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 12:17:23-03","ESALQ","ESA","123020","PreservedSpecimen","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata",NA,"Pontes, J.","2013",NA,NA,"Novello, M. ; Dr. Gurgel","2013","02","19","Brasil","São Paulo","Piracicaba","Orquidário da ESALQ - USP (origem de Juçari - BA)","-47.6399993896484","-22.7199993133545",NA,NA,NA,"ESA123020","ESA123020","Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 12:17:38-03","ESALQ","ESA","31737","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","marginata","Maxillaria marginata","(Lindl.) Fenzl.","Waechter, J.L.",NA,NA,NA,"Jarenkow, J.A.",NA,NA,NA,"Brasil","Rio Grande do Sul","Marcelino Ramos",NA,"-51.9063987731934","-27.4617004394531",NA,NA,NA,"ESA031737",NA,"Magnoliophyta",NA,NA,NA,"18635","auto","1350.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 12:17:38-03","ESALQ","ESA","102062","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","marginata","Maxillaria marginata",NA,"Forster, W.",NA,NA,NA,"Braidotti, J.C.","2005","03","25","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,"ESA102062","ESA102062","Magnoliophyta",NA,NA,NA,"38804","auto","55.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-31 13:41:08-03","MN","R","221575","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","pantherina","Maxillaria pantherina","Hoffmanns.","Garay, L.A.",NA,NA,NA,"Asplund, E.","1939","09","11","Equador","Sierra","Pichincha","Saloya",NA,NA,NA,NA,"Iter Regnell. Quartum. Flora aequatoriensis",NA,NA,NA,NA,NA,NA,NA,NA,"8666",NA,"2500","2500",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-31 13:41:08-03","MN","R","221576","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","pantherina","Maxillaria pantherina","Hoffmanns.","Asplund, E.",NA,NA,NA,"Asplund, E.","1955","10","28","Equador","Sierra","Pichincha",NA,NA,NA,NA,NA,"Iter Regnellianum sextum. Flora aequatoriensis",NA,NA,NA,NA,NA,NA,NA,NA,"18222",NA,"2000","2000",NA,NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:26:31-03","IAP","PACA-AGP","1945","PreservedSpecimen","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Fenzl) R. Singer, S. Koehler & Carnevali",NA,NA,NA,NA,"Rambo, B.","1936","09","09","Brasil","RS","São Leopoldo","Quilombo","-51.1472015380859","-29.7602996826172",NA,NA,"Habitat: In silva Fenofase: flor","PACA001945",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"10287","auto","1945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:26:31-03","IAP","PACA-AGP","71116","PreservedSpecimen","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Fenzl) R. Singer, S. Koehler & Carnevali","R. Singer","2007","07","27","V. F. Nunes et al.","1990","12","09","Brasil","RS","Sapiranga","Recanto da Cascata, Picada Verão","-51.0069007873535","-29.6380996704102",NA,NA,"Rizoma longo; flores amarelas com orla frontal do labelo escura. Habitat: Epífita ou rupícola, higrótita, luz difusa Fenofase: flor","PACA071116",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"11711","auto","1222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-20 21:18:43-03","UFV","VIC","041948","PreservedSpecimen","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) R.B.Singer et al",NA,NA,NA,NA,"Siqueira, L.C.; Marcolino, F.","2012","12","16","Brasil","Minas Gerais","Araponga","PESB, Próximo a casa do fabricio Marcolino.","-42.5208015441895","-20.6667003631592",NA,NA,"Flor de coloração amarelo claro, borda de pétala vinho aroxeada.","VIC041948","VIC041948",NA,NA,NA,NA,"16385","auto","780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-20 21:18:46-03","UFV","VIC","016101","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","consanguinea","Maxillaria consanguinea","Kl.",NA,NA,NA,NA,"de Paula, C.C.","1995","01","12","Brasil","Minas Gerais","Araponga","PESB, Rupícola, heliófila, crescendo em uma rocha em área desmatada.","-42.5208015441895","-20.6667003631592",NA,NA,"Rupícola, heliófla, crescendo em área desmatada.","VIC016101","VIC016101",NA,NA,NA,NA,"16385","auto","965s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-20 21:18:46-03","UFV","VIC","004312","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","marginata","Maxillaria marginata","Fenzl",NA,NA,NA,NA,"Pabst","1962","06","08","Brasil","Minas Gerais","Viçosa","Esa","-42.8819007873535","-20.7539005279541",NA,NA,"Cultivada em placas de xaxim, H 19, perianto amarelo e bordos carnivoros,labelo com bordos vermelho escuro, flor verde.","VIC004312","VIC004312",NA,NA,NA,NA,"13937","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-07-05 11:14:14-03","FFCLRP","LBMBP","1167","S","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) R.B.Singer, S.Koehler & Carnevali","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-07-05 11:14:14-03","FFCLRP","LBMBP","310","S","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) R.B. Singer, S. Koehler & Carnevali","E.R. Pansarin",NA,NA,NA,"E.R. Pansarin",NA,NA,NA,"Brasil","São Paulo","Santa Rita do Passa Quatro",NA,"-47.466667","-21.7","47°28'W","21°42'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 14:40:53-03","UFJF","CESJ","60885","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","consanguinea","Maxillaria consanguinea","Klotzsch","L. Menini Neto","2011","02","25","L. Menini Neto","2011","02","25","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta","-43.318333","-21.748056","-43.318333","-21.748056","Epífita. Sépalas e pétalas creme, matizadas de castanho, labelo creme, estriado e maculado de vináceo. Floresceu em cultivo em II.2011.","CESJ060885",NA,"Angiosperma",NA,NA,NA,NA,NA,"1067","América do Sul","850","850",NA,NA,NA,NA,NA,NA,NA
"42","2020-07-02 18:55:42-03","UFJF","CESJ","60737","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","consanguinea","Maxillaria consanguinea","Klotzsch","L. Menini Neto","2012","02",NA,"D.E.F. Barbosa; L. Menini Neto","2012","01","19","Brasil","Minas Gerais","Chácara","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água.","-43.182222","-21.655833","-43.182222","-21.655833","Interior de floresta, próximo ao curso d'água. Flores com sépalas e pétalas amareladas internamente, ápice matizado de vináceo, ápice creme externamente, pintalgado de vináceo, labelo alvo, estriado de vináceo, coluna vinácea, Floresceu em cultivo em II.","CESJ060737",NA,"Angiosperma",NA,NA,NA,NA,NA,"49","América do Sul","750","800",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:20:02-03","UNICAMP","UEC","204002","S","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) R. Singer, S. Koehler & Carnevali",NA,NA,NA,NA,"Polizelli Ricci, NA","2019","04","11","Brazil","Minas Gerais","Camanducaia","Arredores da Vila Monte Verde","-39.516667","-17.05","-39.516667","-17.05","Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183066","UEC183066","Liliopsida",NA,NA,NA,NA,NA,"NAPR186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:20:02-03","UNICAMP","UEC","203981","S","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) R. Singer, S. Koehler & Carnevali",NA,NA,NA,NA,"Polizelli Ricci, NA","2018","07","30","Brazil","Paraná","Guaíra","Parque Nacional de Sete Quedas","-54.246972","-24.071944","-54.246972","-24.071944","Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183068","UEC183068","Liliopsida",NA,NA,NA,NA,NA,"NAPR126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-25 09:27:02-03","UNICAMP","UEC","205934","S","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) R. Singer, S. Koehler & Carnevali",NA,NA,NA,NA,"Polizelli Ricci, NA","2018","07","18","Brazil","Santa Catarina","Orleans","Propriedade Rio Novo, do Sr. Waldemar Mattos","-49.495833","-28.172222","-49.495833","-28.172222","Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183072","UEC183072","Liliopsida",NA,NA,NA,NA,NA,"NAPR90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:20:02-03","UNICAMP","UEC","204003","S","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) R. Singer, S. Koehler & Carnevali",NA,NA,NA,NA,"Polizelli Ricci, NA","2019","04","11","Brazil","Bahia","Itamarajú","Bairro do Pau Brasil (10 Km do município)","-39.5311012268066","-17.0391998291016",NA,NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183067","UEC183067","Liliopsida",NA,NA,NA,"55932","auto","NAPR185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:20:02-03","UNICAMP","UEC","203071","S","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) R. Singer, S. Koehler & Carnevali",NA,NA,NA,NA,"Polizelli Ricci, NA","2018","07","30","Brazil","Mato Grosso do Sul","Dourados","Entre Naviraí e Porto Caiuá","-54.8055992126465","-22.2210998535156",NA,NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183065","UEC183065","Liliopsida",NA,NA,NA,"74744","auto","NAPR124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-01 16:20:02-03","UNICAMP","UEC","203069","S","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) R. Singer, S. Koehler & Carnevali",NA,NA,NA,NA,"Polizelli Ricci, NA","2018","06","11","Brazil","Minas Gerais","Camanducaia","Arredores de Vila Monte Verde","-46.1446990966797","-22.7553005218506",NA,NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira","UEC183063","UEC183063","Liliopsida",NA,NA,NA,"22140","auto","NAPR76",NA,"80","1200",NA,NA,NA,NA,NA,NA,NA
