"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","class","order","individualCount","coordinatePrecision","geoFlag","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","relatedCatalogItem","fieldNumber","typeStatus","previousCatalogNumber","infraspecificEpithet","sex"
"1","2021-04-05 14:33:50-03","UNESC","CRI","12353","PreservedSpecimen","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) R.B.Singer et al.","Alexandre Medeiros","2017","06","08","Alexandre Medeiros","2017","04","22","Brasil","Santa Catarina","Balneário Camboriú","Laranjeiras. (Teleférico)","-48.593333","-27.006944","48º35'36''W","27º0'25''S","Coleta 164","CRI010560","CRI010560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:25:43-03","UNESC","CRI","14750","PreservedSpecimen","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) R.B.Singer et al.","Jorge L. Waechter","1998","12","22","Claudio Ricken","1998","05",NA,"Brasil","Santa Catarina","Forquilhinha",NA,"-49.472778","-28.748056","49º28'22''W","28º44'53''S","Habito: Epífita","CRI014075","CRI014075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-06-10 10:10:58-03","FZB-BH","CVJBFZB","2052","S","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) R.B.Singer et al.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,"Magnoliophyta","Equisetopsida","Asparagales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-06-10 10:10:58-03","FZB-BH","CVJBFZB","2018","S","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) R.B.Singer et al.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"254",NA,NA,"Magnoliophyta","Equisetopsida","Asparagales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-06-10 10:10:58-03","FZB-BH","CVJBFZB","2026","S","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) R.B.Singer et al.",NA,NA,NA,NA,"Leda Martins;",NA,NA,NA,"Brasil","Minas Gerais","Brumadinho","Serra da Calçada","-44.1996994018555","-20.1432991027832",NA,NA,"254",NA,NA,"Magnoliophyta","Equisetopsida","Asparagales","1","26639","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-06-10 10:10:58-03","FZB-BH","CVJBFZB","2134","S","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) R.B.Singer et al.",NA,NA,NA,NA,"Eugenio Tameirão;",NA,NA,NA,"Brasil","Minas Gerais","Joanesia","Usina Porto Estrela","-42.6786003112793","-19.1721992492676",NA,NA,"254",NA,NA,"Magnoliophyta","Equisetopsida","Asparagales","1","21197","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-06-10 10:10:58-03","FZB-BH","CVJBFZB","2149","S","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) R.B.Singer et al.",NA,NA,NA,NA,"Eugenio Tameirão;",NA,NA,NA,"Brasil","Minas Gerais","Joanesia","Usina Porto Estrela","-42.6786003112793","-19.1721992492676",NA,NA,"254",NA,NA,"Magnoliophyta","Equisetopsida","Asparagales","2","21197","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-06-10 10:10:58-03","FZB-BH","CVJBFZB","2070","S","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) R.B.Singer et al.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","São Jose do Rio Preto",NA,"-49.3699989318848","-20.8199996948242",NA,NA,"254",NA,NA,"Magnoliophyta","Equisetopsida","Asparagales","1","20305","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","1032161","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","marginata","Maxillaria marginata","Fenzl","E. A. Christenson",NA,NA,NA,"R. Reitz","1965","12","13","Brazil","Paraná",NA,"Arenitos, Vila Velha, Ponta Grossa","-50.001697","-25.25301",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191244' target='other'> <mi>dwc_moreinfo</mi></a>","NY01032161","NY01032161_01","Magnoliophyta",NA,"Asparagales",NA,NA,NA,"17536","South America","900","900","sheet",NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","1032160","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","marginata","Maxillaria marginata","Fenzl","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1972","09","14","Brazil","Paraná","Dois Vizinhos","Foz do Chopim","-53.0569","-25.7336",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191243' target='other'> <mi>dwc_moreinfo</mi></a>","NY01032160","NY01032160_01","Magnoliophyta",NA,"Asparagales",NA,NA,NA,"30311","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","1032158","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","marginata","Maxillaria marginata","Fenzl","E. A. Christenson",NA,NA,NA,"G. G. Hatschbach","1966","01","19","Brazil","Paraná","Antonina","Estr. Cacatu-Serra Negra","-48.7117","-25.4286",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191241' target='other'> <mi>dwc_moreinfo</mi></a>","NY01032158","NY01032158_01","Magnoliophyta",NA,"Asparagales",NA,NA,NA,"13544","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1032159","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","marginata","Maxillaria marginata","Fenzl","G. F. J. Pabst",NA,NA,NA,"G. G. Hatschbach","1968","09","22","Brazil","Paraná","Laranjeiras do Sul","Barra rio Perdido","-52.4158","-25.4081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191242' target='other'> <mi>dwc_moreinfo</mi></a>","NY01032159","NY01032159_01","Magnoliophyta",NA,"Asparagales",NA,NA,NA,"19814","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","04104551","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","pantherina","Maxillaria pantherina","Hoffmanns.",NA,NA,NA,NA,"E. Asplund","1955","10","28","Ecuador","Pichincha",NA,"between Chiriboga and Guarumal",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4425031' target='other'> <mi>dwc_moreinfo</mi></a>","NY04104551",NA,"Magnoliophyta",NA,"Asparagales",NA,NA,NA,"18222","South America","2000",NA,"sheet",NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","6626","PreservedSpecimen","Plantae","Orchidaceae","Brasiliorchis","consanguinea","Brasiliorchis consanguinea","(Klotzsch) R.B.Singer et al.",NA,NA,NA,NA,"Amaral Jr., A.","1972","12","29","Brasil","São Paulo","São Manuel","Pavuna, próximo ao limite do município de Botucatu com São Manuel, pela Rodovia Marechal Rondon",NA,NA,"9999","9999",NA,"BOTU006626",NA,NA,NA,NA,NA,NA,NA,"1333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:31:46-03","UFRJ","RFA","43768","PreservedSpecimen","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) R.B.Singer et al.","J.L. Waechter","1998","12","22","C. Ricken","1998","05",NA,"Brasil","Santa Catarina","Forquilhinha",NA,"-49.472778","-28.748056","49º28'22''W","28º44'53''S","Epífita","RFA56208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:20:35-03","UFRJ","RFA","9530","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","marginata","Maxillaria marginata","(Lindl.) Fenzl","G.F.J. Pabst","1970",NA,NA,"G.G. Hatschbach","1968","09","22","Brasil","Paraná","Laranjeiras do Sul","Barra Rio Perdido","-52.4160995483398","-25.4078006744385",NA,NA,"Epífita, flor amarela, margens das pétalas e sépalas purpúreas","RFA31735",NA,NA,NA,NA,NA,"28404","auto","19814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-13 09:20:35-03","UFRJ","RFA","14408","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","marginata","Maxillaria marginata","(Lindl.) Fenzl","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","1972","09","14","Brasil","Paraná","Dois Vizinhos","Foz do Chopim","-53.057201385498","-25.7336006164551",NA,NA,"Epífita, flor amarela com margem vinosa","RFA31738",NA,NA,NA,NA,NA,"19637","auto","30311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-13 09:20:35-03","UFRJ","RFA","8453","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","marginata","Maxillaria marginata","(Lindl.) Fenzl","G.F.J. Pabst","1966",NA,NA,"G.G. Hatschbach","1966","01","19","Brasil","Paraná","Antonina","Estrada. Cacatu - Serra Negra","-48.7118988037109","-25.4286003112793",NA,NA,"Epífita, flor creme com ápice do labelo vinoso","RFA31730",NA,NA,NA,NA,NA,"38300","auto","13544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-24 17:10:56-03","UTFPR","DVPR","4504","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","punctulata","Maxillaria punctulata","Klotzsch","Caxambu, MG","2007","10","17","Silva, AR; Caxambu, MG","2007","09","28","Brasil","Paraná","Campo Mourão","Parque Estadual do Lago Azul (PELA) . Em frente a sede do parque","-52.19305","-24.06169","-52.19305","-24.06169","Erva epífita, semi-ciófila; Relevo: suave-ondulado. Em tronco podre a 1m do solo","DVPR004504",NA,"Magnoliophyta",NA,NA,NA,NA,NA,"448",NA,"604","604",NA,NA,NA,NA,NA,NA,NA
"20","2016-10-18 16:27:06-02","UNEMAT","TANG","2059","S","Plantae","Orchidaceae","Maxillaria","marginata","Maxillaria marginata","Fenzl.","Kersten, R","2002",NA,NA,"Carvalho, PB","1987","09","29","Brasil","Paraná","Sapopema","Material vindo do Herbário FUEL.","-50.5802993774414","-23.9108009338379",NA,NA,"Epifita, 25cm, flores amarelas, frequente.","TANG000002059",NA,NA,NA,NA,NA,"21990","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-08 17:44:59-03","EAO","IAN","19406","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","pantherina","Maxillaria pantherina","Rchb.f.",NA,NA,NA,NA,"Jameson",NA,NA,NA,"Equador",NA,NA,NA,NA,NA,NA,NA,NA,"IAN019406",NA,"Monocotiledônea",NA,NA,NA,NA,NA,"761","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:26:31-03","PUCPR","HUCP","24764","S","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) Szlach.","Kersten, RA","2016","10","05","Kersten, RA","2016","10","05","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,"Originária da ilha do mel, mas cultivada em Curitiba. Epífita flores creme com bordo das pétalas vinoso. 850m s.n.m.","HUCP00024764","HUCP00024764","Monocotiledonea",NA,NA,NA,"25180","auto","1655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:26:31-03","PUCPR","HUCP","21168","S","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) Szlach.","Lemos, JV",NA,NA,NA,"Lemos, JV","2007","11","30","Brasil","Paraná","Pontal do Paraná","Rio Guaraguaçu","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,NA,"Monocotiledonea",NA,NA,NA,"19508","auto","028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 08:46:01-03","NBC","NL-BOTANY","U.1457844","PreservedSpecimen","Plantae","Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata","(Lindl.) Singer, S.Koehler & Carnevali",NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Haas JH de","1966","01","19","Brazil","Paraná",NA,"Est. Paraná. Along road Cacatu - Serra Negra, c. 20 km N of Antonina.",NA,NA,NA,NA,"In rainforest on atlantic slope of serra.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1457844 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1457844","NL-U1457844",NA,"Magnoliopsidae","Asparagales",NA,NA,NA,NA,"Southern America",NA,NA,NA,"U 0249063",NA,NA,NA,NA,NA
