"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","relationshipType","infraspecificEpithet","individualCount","fieldNumber","previousCatalogNumber"
"14","2021-03-15 16:37:00-03","NY","NYBG","615779","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","M. L. Kawasaki","J. M. Silva","2360","1998","05","05","Brazil","Paraná","Bocaiúva do Sul","Estrada para o Parque das Lauráceas, Rio Capivari","-49.115","-25.2061",NA,NA,NA,NA,"NY00615779","NY00615779_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635661' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","615771","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","B. K. Holst","Y. E. J. Mexia","4257","1930","01","28","Brazil","Minas Gerais","Carangola","Districto Carangola. Fazenda da Gramma","-42.0294","-20.7331",NA,NA,"900","900","NY00615771","NY00615771_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635679' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","615764","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","L. R. Landrum","L. R. Landrum","2946","1977","12","26","Brazil","Rio Grande do Sul","Sao Francisco de Paula","5 km along road to Porto Alegre","-50.25","-29.5",NA,NA,"1000","1000","NY00615764","NY00615764_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635668' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","615759","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","L. R. Landrum","L. R. Landrum","2978a","1977","12","27","Brazil","Rio Grande do Sul",NA,"Fortaleza near Cambará on the eastern edge of the Plan Alto","-50","-29",NA,NA,"1100","1100","NY00615759","NY00615759_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635664' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","615776","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","L. R. Landrum","G. G. Hatschbach","14997","1966","10","18","Brazil","Paraná","General Carneiro","Rio Iratim","-51.3156","-26.4275",NA,NA,NA,NA,"NY00615776","NY00615776_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635671' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00907478","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","J. E. Q. de Faria","M. M. M. Lopes","813","2006","06","06","Brazil","Bahia","Camacan","RPPN Serra Bonita, 9,7 km W de Camacá na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel. Trilha do mirante, até a Torre","-39.55","-15.38",NA,NA,"850","850","NY00907478","NY00907478_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985840' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","615768","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","M. Sobral","A. C. Cervi","3111","1990","05","29","Brazil","Paraná","Curitiba","Capao do ciclodromo","-49.22","-25.37",NA,NA,NA,NA,"NY00615768","NY00615768_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635659' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02913122","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel",NA,"J. Braga","4737","1998","01","22","Brazil","Rio de Janeiro","Rio de Janeiro","Estrada da Vista Chinesa, proximidades da Vista Chinesa.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"NY02913122","NY02913122_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3228123' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","615762","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel",NA,"L. R. Landrum","2235","1977","10","31","Brazil","Paraná","Piraquara","Pinhais, ca. 10 km east of Curitiba","-49.17","-25.42",NA,NA,"1000","1000","NY00615762","NY00615762_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635681' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01198714","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","M. Sobral","R. A. X. Borges","548","2007","01","16","Brazil","Bahia","Almadina","Serra do Corcovado, 13,8 km ao SW de Coaraci, na estrada para Almadina. Fazenda São José. Proprietário Senhor Francisco.","-39.6033","-14.7058",NA,NA,"650","900","NY01198714","NY01198714_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1447832' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","615774","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel",NA,"L. R. Landrum","4194","1982","01","27","Brazil","Rio de Janeiro","Teresópolis","Teresópolis, Parque Nacional Serra do Orgaos, near main entrance","-42.9656","-22.4122",NA,NA,NA,NA,"NY00615774","NY00615774_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635682' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","615770","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","L. R. Landrum","R. Kummrow","2904","1987","05","14","Brazil","Paraná","Quatro Barras","Estrada da Graciosa, próx. ao Rio do Corvo","-49.0767","-25.3658",NA,NA,NA,NA,"NY00615770","NY00615770_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635675' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","615778","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","L. R. Landrum","G. G. Hatschbach","41547","1978","05","23","Brazil","Paraná","Sao José dos Pinhais","Guaricana","-49.2064","-25.5347",NA,NA,NA,NA,"NY00615778","NY00615778_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635673' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01198008","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","L. R. Landrum","M. M. M. Lopes","992","2006","08","05","Brazil","Bahia","Arataca","RPPN Caminho das Pedras, em trilha de acesso ao Peito-de-Moça. Coletas efetuadas na trilha após a residência do Sr. Mormaço","-39.3417","-15.1736",NA,NA,"1000","1000","NY01198008","NY01198008_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1316624' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","615766","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","L. R. Landrum","J. C. Lindeman","1892","1966","07","21","Brazil","Paraná",NA,"Fazendas Joao da Fiat Lux Cia. W of Sao Joao do Triunfo",NA,NA,NA,NA,"840","840","NY00615766","NY00615766_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635680' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","615761","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","L. R. Landrum","L. R. Landrum","2930","1977","12","15","Brazil","Paraná","Sao José dos Pinhais","Road to Guaricana, low area here the electricity wires come near road","-49","-25.67",NA,NA,"900","100","NY00615761","NY00615761_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635666' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","615767","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","C. M. D. E. Legrand","R. Reitz","6645","1958","04","07","Brazil","Santa Catarina","Vidal Ramos","Sabiá, Vidal Ramos","-49.3556","-27.3919",NA,NA,"750","750","NY00615767","NY00615767_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635677' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","615780","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","L. R. Landrum","R. Kummrow","1957","1982","06","03","Brazil","Paraná","Morretes","Rio dos Padres","-48.8342","-25.4769",NA,NA,NA,NA,"NY00615780","NY00615780_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635676' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00749718","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","M. Sobral","P. Fiaschi","2872","2005","03","18","Brazil","Bahia","Camacan","RPPN Serra Bonita, 9,7 km W de Camaca na estrada para Jacareci, ramal para a RPPN, ca. 6 km da entrada","-39.5652778","-15.3916667",NA,NA,"850","850","NY00749718","NY00749718_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=907963' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","615777","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","L. R. Landrum","G. G. Hatschbach","37011","1975","05","20","Brazil","Paraná","Sao José dos Pinhais","Rio Capivari","-49.2064","-25.5347",NA,NA,NA,NA,"NY00615777","NY00615777_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635672' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01196000","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel",NA,"P. Fiaschi","2837","2005","03","17","Brazil","Bahia","Arataca","Serra das Lontras, ca. de 7 km no ramal que liga o povoado de Itatinguí à Serra das Lontras","-39.4081","-15.2028",NA,NA,"600","700","NY01196000","NY01196000_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105252' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","615769","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","M. Sobral","I. Rauscher","1.1.6.","1990","03","21","Brazil","Paraná","Irati","Floresta Nacional de Iratí","-50.67","-25.5",NA,NA,"812","812","NY00615769","NY00615769_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635660' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","615758","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","L. R. Landrum","L. R. Landrum","2949","1977","12","26","Brazil","Rio Grande do Sul","Sao Francisco de Paula","5 km along road to Porto Alegre","-50.25","-26.5",NA,NA,"1000","1000","NY00615758","NY00615758_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635663' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1552038","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","E. J. Lucas; A. C. Araújo","R. Affonso","170","2011","01","07","Brazil","Santa Catarina","Lages","BR 116, km 282 Estrada Lages - Vacaria.","-50.5686","-28.0553",NA,NA,NA,NA,"NY01552038","NY01552038_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1434191' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","615763","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","L. R. Landrum","L. R. Landrum","2635","1977","11","21","Brazil","Santa Catarina","Lajes","Ca. 15 km east of Otacilio Costa, that is ca. 2 km. west of the crest of the Serra Geral","-50","-27.42",NA,NA,"1000","1000","NY00615763","NY00615763_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635667' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","823242","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","M. L. Kawasaki","P. Fiaschi","1371","2003","02","25","Brazil","Bahia","Santa Teresinha","Estrada de Santa Teresinha para Elísio Medrado, ca. 10.2 km à esq., estrada para o alto da serra.","-39.47","-12.83",NA,NA,NA,NA,"NY00823242","NY00823242_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938192' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 11:31:39-03","UFRJ","RFA","16005","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","M. Sobral","P. Occhioni","7035","1975","03","12","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, estrada registro - Planalto, km 5","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"RFA13769",NA,"2001",NA,NA,"Arbusto 4 a 5 m de altura; flores alvas perfumadas",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-13 09:20:24-03","UFRJ","RFA","8666","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","D. Legrand","G.G. Hatschbach","14593","1966","08","12","Brasil","Paraná","São José dos Pinhais","Col. S. Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"RFA27671",NA,NA,NA,NA,"Arvoreta de fruto vinoso",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
