"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","month","day","stateProvince","county","decimalLongitude","decimalLatitude","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","typeStatus","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"23","2016-02-02 14:37:48-02","BGBM","B","B 10 0243016","S","Plantae",NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.",NA,"F. Sellow","L 450/B 566",NA,"Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100243016 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100243016","B100243016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA
"24","2016-02-02 14:37:48-02","BGBM","B","B 10 0243018","S","Plantae",NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.",NA,"F. Sellow","450/566",NA,"Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100243018 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100243018","B100243018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA
"25","2016-02-02 14:37:48-02","BGBM","B","B 10 0243019","S","Plantae",NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.",NA,"F. Sellow",NA,NA,"Middle and South America","Brazil","Rio.",NA,"<a href=http://herbarium.bgbm.org/object/B100243019 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100243019","B100243019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA
"26","2021-03-01 16:26:18-03","UNICAMP","UEC","116299","S","Plantae","Magnoliopsida",NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.","Souza, JP","Foster, W; Mazine, FF; Paranaguá, PA; Moura, C; Oliveira, RC; Silveira, ER","259","2000",NA,"Brazil","Parque Estadual da Serra do Mar - Estrada da Intermediária - km 30/ 570m.",NA,"Liana. Frutos secos castanhos. Beira de estrada.; Floresta Ombrófila Densa Submontana de Encosta.","UEC042000","UEC042000","04","18","São Paulo","Caraguatatuba","-45.616667","-23.683333",NA,NA,NA,"2000","04",NA,NA,NA,"-45.616667","-23.683333",NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:26:18-03","UNICAMP","UEC","60137","S","Plantae","Magnoliopsida",NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.","Jacques, EL","Vieira, AOS; Yamamoto, K","26267","1992",NA,"Brazil","Subida para Pico da Coledônia, próximo à entrada do DAE. Mata de encosta perturbada.",NA,"Epífita sobre rochas e árvores, frequente e abundante. Flores brancas, pecíolo avermelhado.","UEC041999","UEC041999","05","04","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,NA,"1994","08","09","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:26:18-03","UNICAMP","UEC","74424","S","Plantae","Magnoliopsida",NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.","Jacques, EL","Proença, SL; Sugiyama, M; Catharino, ELM; Kiyama, CY","53","1995",NA,"Brazil","Sede da Pró-Bocaina.",NA,"Epífita, folhas discolores, pecíolos e nervuras da face abaxial levemente avermelhadas. Mancha avermelhada na base das tépalas, flores alvas, estames e estígmas amarelo-claro.","UEC041997","UEC041997","05","11","São Paulo","Bananal","-44.3199996948242","-22.6800003051758",NA,NA,NA,"1997","11","11","26795","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:26:18-03","UNICAMP","UEC","85859","S","Plantae","Magnoliopsida",NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.","Jacques, EL","Kiyama, CY; Simão-Bianchini, R; Rossi, L; Shirasuna, RT","63","1994",NA,"Brazil","Estrada de manutenção da PETROBRÁS.",NA,"Epífita em árvore em mata alterada. Escandente, folhas verdes escuro na face adaxial, flores vermelhas, ovário com centro alvo, flores estaminadas com pétalas internas alvas e estames e estigmas amarelos.","UEC041998","UEC041998","09","06","São Paulo","Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,NA,"1998",NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2014-10-14 15:56:29-03","BS","M","M-0145695","S","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.",NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil","Habitat in udis prope S.Pauli; Provinciae S. Pauli.",NA,NA,"M0145695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOTATYPE","Magnoliopsida",NA,NA,NA,NA
"31","2020-04-27 16:08:55-03","UFES","VIES","33023","S","Plantae",NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.","Zorzanelli, J.P.F.","Zorzanelli, J.P.F.; Bacci, L.","735","2013",NA,"Brasil","Santa Marta.",NA,NA,"VIES033023","VIES033023","06","15","Espírito Santo","Ibitirama","-41.6671981811523","-20.5414009094238",NA,"1366","1366","2013","06","16","22282","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-04-27 16:08:55-03","UFES","VIES","21808","S","Plantae",NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.","Kollmann, L.J.C.","Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","56","2011",NA,"Brasil","Serra do Valentim.",NA,NA,"VIES021808","VIES021808","08","13","Espírito Santo","Iúna","-41.5358009338379","-20.3458003997803",NA,NA,NA,"2012","09","05","32198","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-06 19:29:18-03","UFES","VIES","36343","S","Plantae",NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.",NA,"Assis, A.M.; Cribari, R.S.; Santos, R.","4727","2018",NA,"Brasil",NA,NA,NA,"VIES036343","VIES036343","10","01","Espírito Santo","Vargem Alta","-41.005556","-20.495833",NA,"1110","1110",NA,NA,NA,NA,NA,"41º0'20''W","20º29'45''S",NA,NA,NA,NA,NA,NA
"34","2019-08-16 08:38:43-03","UTFPR","HCF","16357","S","Plantae",NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.","L. Kollmann","L. Kollmann","11513","2009",NA,"Brasil",NA,NA,"planta escandente, frutos secos.",NA,NA,"04","09","ES","Castelo","-41.075","-20.5175",NA,"1107","1107",NA,NA,NA,NA,NA,"41°04'30 W","20°31'03 S",NA,NA,NA,NA,NA,NA
"35","2020-06-29 09:29:42-03","UFRRJ","RBR","44102","S","Plantae",NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.","A.V.S. Couto","A.V.S. Couto","70","2009",NA,"Brasil","Estrada do Ouro",NA,NA,"RBR00044102",NA,"01","06","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 09:29:42-03","UFRRJ","RBR","35731","S","Plantae",NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.","E.L. Jacques, R.A. Engelmann","R.A. Engelmann; O. Thier","541","2010",NA,"Brasil","Parque Nacional da Serra dos Órgãos, 22° 33#?# 33.6' S, 43° 09#?# 07.7' W. 500 m de altitude.",NA,NA,"RBR00035731",NA,"02","06","Rio de Janeiro","Magé","-43.040599822998","-22.6527996063232",NA,NA,NA,"2011","11","10","20531","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 09:29:42-03","UFRRJ","RBR","35730","S","Plantae",NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.","E.L. Jacques, R.A. Engelmann","R.A. Engelmann; O. Thier","526","2010",NA,"Brasil","Parque Nacional da Serra dos Órgãos, 22° 33#?# 36,6' S, 43° 09#?# 07.8' W. 500 m de altitude.",NA,NA,"RBR00035730",NA,"02","05","Rio de Janeiro","Magé","-43.040599822998","-22.6527996063232",NA,NA,NA,"2011","11","10","20531","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 09:29:42-03","UFRRJ","RBR","33391","S","Plantae",NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.","E.L. Jacques","L.S. Sylvestre","2142","2007",NA,"Brasil","Parque Nacional da Serra dos Órgãos, Trilha para o Abrigo 4 e Pedra do Sino.",NA,NA,"RBR00033391",NA,"09","14","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,NA,"2008","05","29","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 09:29:42-03","UFRRJ","RBR","33074","S","Plantae",NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.","E.L. Jacques","G.V. Somner","1052","2002",NA,"Brasil","REBIO do Tinguá, Estrada do Ouro, virada da serra, avistando a Serra do Conto. Reserva Biológica do Tinguá",NA,NA,"RBR00033074","RBR00033074","09","30","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,"2011","10","20","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 09:29:42-03","UFRRJ","RBR","42551","S","Plantae",NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.","E.L. Jacques, A.V.S. Couto","A.V.S. Couto; N.B. Gonçalves","93","2010",NA,"Brasil",NA,NA,NA,"RBR00042551",NA,"02","07","Rio de Janeiro","Cachoeiras de Macacu","-42.741667","-22.408611",NA,NA,NA,NA,NA,NA,NA,NA,"42º44'30''W","22º24'31''S",NA,NA,NA,NA,NA,NA
"41","2020-06-29 09:29:42-03","UFRRJ","RBR","44887","S","Plantae",NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.","E.L. Jacques","P. Germano-Filho","99","1995",NA,"Brasil","REBIO do Tinguá, planalto da vertente oeste da serra.",NA,NA,"RBR00044887",NA,"08","23","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,"1997","09","14","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 09:29:42-03","UFRRJ","RBR","35457","S","Plantae",NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.","E.L. Jacques","E.L. Jacques","1842","2012",NA,"Brasil","Salesópolis-Caraguatatuba, 23° 38#?# 39,5' S, 45° 41#?# 10,8' W, 1056 m altitude.",NA,NA,"RBR00035457",NA,"08","14","São Paulo","Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,NA,"2012","08","14","18032","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:18:01-03","MBM","MBM","410036","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.","Jacques, E.L.","Lima, H.C.; Silva Neto, S.J.; Sylvestre, L.; Silva, W. da; Silva Neto, S.J.; Sylvestre, L.; Silva, W. da","5943","2001","Southern America","Brazil","Reserva Biológica do Tinguá, Tinguá, Estrada de Ouro, trilha para o Rancho dos Bobos, Mato Escuro, Vale entre as Serras do Tinguá e do Coito.",NA,"Trepadeira com ramos roliços, entrenós vinosos. Flores alvas, anteras esverdeadas e frutos acastanhados. Frequente.","MBM410036","MBM410036","11","14","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,"2002","12",NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:18:01-03","MBM","MBM","392619","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.",NA,"Kollmann, L.; Amorim, A.M.A.; Daneu, L.; Amorim, A.M.A.; Daneu, L.","11513","2009","Southern America","Brazil",NA,NA,"Planta escandente, frutos secos.; Floresta Ombrófila Densa Montana.","MBM392619","MBM392619","04","09","Espírito Santo","Castelo","-41.075","-20.5175",NA,"1107","1107",NA,NA,NA,NA,NA,"-41.075","-20.5175",NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:18:01-03","MBM","MBM","106899","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.","Hatschbach, G.","Hatschbach, G.; et al.; et al.","49864","1985","Southern America","Brazil","Venda Nova",NA,NA,"MBM106899","MBM106899","10","16","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529",NA,NA,NA,NA,NA,NA,"17824","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:18:01-03","MBM","MBM","25979","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.","Smith, S.F.","Hatschbach, G.; Ahumada, L.Z.; Ahumada, L.Z.","31346","1973","Southern America","Brazil","Iúna",NA,NA,"MBM025979","MBM025979","02","07","Espírito Santo","Iúna","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"32198","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2015-09-04 08:36:25-03","MNHN","RECOLNAT_MNHN_P","P016988","PreservedSpecimen",NA,NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.","Jacques","Pignal, M.|Lechat, F.",NA,"1993",NA,"Brésil","Près de Riberao do Meio (Fazenda M. Frey)","hb","Projet Pau brasil <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p016988' target='other'> <mi>dwc_moreinfo</mi></a>","P016988","P016988_01","7","31","espirito santo","Riberão do Meio","-41","-20.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H 351",NA,NA,NA
"48","2015-09-05 11:13:07-03","MNHN","RECOLNAT_MNHN_P","P05587680","PreservedSpecimen",NA,NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","Spreng.",NA,"Riedel",NA,NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05587680' target='other'> <mi>dwc_moreinfo</mi></a>","P05587680","P05587680_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
