"record_id","modified","institutionCode","collectionCode","catalogNumber","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","typeStatus","coordinatePrecision","geoFlag","basisOfRecord","phylum","class","order"
"1","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","22795","Plantae","Orchidaceae","Bulbophyllum","boudetianum","Bulbophyllum boudetianum","Fraga","Eric C. Smidt/VIII-2007","A. P. Fontana; et al","750","2004","02","28","Brasil","Espírito Santo","São Roque do Canaã","Pedra do Pionte (São Bento)","-40.6875","-19.757222","40W41'15","19S45'26","Epífita, fruto verde, flores com sépalas dorsal verde amarelada com 3 linhas marrons, sépalas laterais marrom esverdeada. Labelo verde, pseudobulbos verdes amarelados e folhas verdes.","MBML022795","MBML022795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","23859","Plantae","Orchidaceae","Bulbophyllum","boudetianum","Bulbophyllum boudetianum","Fraga","Eric C. Smidt/VIII-2007","A. P. Fontana; et al","947","2004","10","16","Brasil","Espírito Santo","São Roque do Canaã","São Bento, Pedra do Pionte","-40.6875","-19.757222","40W41'15","19S45'26","Epífita sobre paineira, frutos secos.","MBML023859","MBML023859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","29390","Plantae","Orchidaceae","Bulbophyllum","boudetianum","Bulbophyllum boudetianum","Fraga","R. R. Vervloet/10-03-2008","V. Demuner; T. Cruz, M. Belizário, Elias Bausen e J. Rossini","3189","2007","03","14","Brasil","Espírito Santo","Santa Leopoldina","Colina Verde (Morro do Agudo), propr.: Israel Elias Ramos (paredão das bananeiras).","-40.435","-20.106389","40W26'6","20S6'23","Epífita pétalas externas verdes e pontos vináceos internamente, labelo verde com listas vináceas. Topo do morro.","MBML029390","MBML029390","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","29497","Plantae","Orchidaceae","Bulbophyllum","boudetianum","Bulbophyllum boudetianum","Fraga","V. Demuner,22/03/2007","V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3401","2007","03","22","Brasil","Espírito Santo","Marilândia","Liberdade, propr.: Deoclécio Lorenccini","-40.514167","-19.351944","40W30'51","19S21'7","Epífita 3m frutos verdes. Afloramento rochoso com muito substrato.","MBML029497","MBML029497","150","150","2007","03","22",NA,NA,NA,NA,NA,NA,NA
"5","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","31532","Plantae","Orchidaceae","Bulbophyllum","boudetianum","Bulbophyllum boudetianum","Fraga","V. Demuner & R. Vervloet/17-10-2007","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3349","2007","08","29","Brasil","Espírito Santo","Santa Leopoldina","Colina Verde, Morro do Agudo","-40.434861","-20.106111","40W26'5,5","20S6'22","Epífita, flores com sépalas de cor amarela, pétalas de cor amarela, dorsal com lista vinácea, labelo de cor amarelo com pontos vinhos.","MBML031532","MBML031532","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","13901","Plantae","Orchidaceae","Bulbophyllum","boudetianum","Bulbophyllum boudetianum","Fraga","C. N. Fraga/31-VII-2002","C. N. de Fraga","636","2000","07","11","Brasil","Espírito Santo","Serra","Pedra Branca","-40.3078002929688","-20.1285991668701",NA,NA,"Floresta Atlântica de Encosta, vegetação arbustiva rupestre. Epífita, inflorescência pendente, multiflora, com flores abrindo sucessivamente. Pétalas amarelas, sépalas castanho sobre fundo amarelo, labelo amarelo, coluna branca.","MBML013901","MBML013901",NA,NA,NA,NA,NA,"HOLOTIPO","16451","auto",NA,NA,NA,NA
"7","2019-10-07 09:19:50-03","UEFS","HUEFS","89647","Plantae","Orchidaceae","Bulbophyllum","boudetianum","Bulbophyllum boudetianum","Fraga",NA,"Fraga, C.N.","636","2000","07","11","Brasil","Espírito Santo","Serra","Pedra Branca, próximidades do Posto da Polícia Rodoviária Federal","-40.3078002929688","-20.1285991668701",NA,NA,NA,"HUEFS0089647",NA,NA,NA,NA,NA,NA,"Isótipo","16451","auto","PreservedSpecimen","Angiospermae","Lilianae","Asparagales"
