"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","individualCount","fieldNumber","class"
"12","2021-04-07 11:48:54-03","UFMS","CGMS","50029","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","R. Stehmann","V.J. Pott; A. Pott","7765","2005","04","22",NA,"Brasil","Mato Grosso do Sul","Água Clara","Fazenda São Lourenço, 27 km de Água Clara para Inocência.","-52.7344444","-20.2563889","420","420",NA,"Flor branca. Fruto ausente. Habitat: Campo úmido graminoso ralo com veios d#?#água e surgências, entre ex-cerrado e mata de galeria. Solo arenoso, hidromórfico. Relevo levemente inclinado. Ocasional. Habito: Subarbusto anfíbio. 1,00 m","CGMS1080014",NA,"2005","10",NA,NA,"13","-52,7344444","-20,2563889",NA,NA,NA,NA
"13","2019-08-20 10:26:30-03","UNICAMP","UEC","112969","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","Stehmann, JR","Ferreira, MCC; Pansarin, ER; Faria, AD; Gonçalves, RS; Anderson, LO","154","2000","03","22",NA,"Brazil","São Paulo","Casa Branca",NA,"-47.0800018310547","-21.7700004577637",NA,NA,NA,NA,"UEC049499","UEC049499","2011","09","27086","auto","13",NA,NA,NA,NA,NA,NA
"14","2019-11-06 09:57:40-03","UFOP","OUPR","25723","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendt.",NA,"Heiner, A.; Magalhães-Gomes, F.","s.n.","1904","06",NA,NA,"Brasil","São Paulo","Próximo à Campinas",NA,NA,NA,NA,NA,NA,"Frutesc. Fl. albovirides. In capueiras ad Campinas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-11-06 09:57:40-03","UFOP","OUPR","25721","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendt.",NA,"Magalhães-Gomes","s.n.","1904",NA,NA,NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,"Arbusto. Flores pálidas",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"16","2019-11-06 09:57:40-03","UFOP","OUPR","25720","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendt.","Badini, J.","Badini, J.","s.n.","1981","06","11",NA,"Brasil","Minas Gerais","Ouro Preto","Morro São Sebastião","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto. Flores amarelo-esverdeadas",NA,NA,"1981","09","44599","auto","09",NA,NA,NA,NA,NA,NA
"17","2019-11-06 09:57:40-03","UFOP","OUPR","25722","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendt.","Badini, J.","Badini, J.","s.n.","1982","09","20",NA,"Brasil","Minas Gerais","Ouro Preto","Morro São Sebastião","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto. Flor branca internamente e escura (vermelho-marrom) externamente",NA,NA,"1982","09","44599","auto","20",NA,NA,NA,NA,NA,NA
"18","2020-10-01 14:25:14-03","JBB","HEPH","2966","S","Plantae","Dicotyledon","Solanales","Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","Vignoli-Silva, M","Ramos, AE","163","1982","12","10","Southern America","Brasil","Distrito Federal","Planaltina","Estação Ecológica de Águas Emendadas Próximo ao Córrego Vereda Grande","-47.5625","-15.4375","1000","1000",NA,NA,NA,NA,"1982",NA,NA,NA,NA,"-47.5625","-15.4375",NA,NA,NA,NA
"19","2020-12-11 11:41:51-03","UFMG","BHCB","32565","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Photo Negative Number: 28371","BHCB035137",NA,"1846",NA,NA,NA,NA,NA,NA,"Typus",NA,NA,NA
"20","2008-05-27 22:02:00-03","MO","MOBOT","469770","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","rojasianum","Cestrum rojasianum","Hassl.",NA,"Émile Hassler","Hassler 10033",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"21","2009-10-14 14:56:00-03","MO","MOBOT","1201178","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","D. Canal (COL)","César E. Barbosa|Santiago Madriñán","Barbosa 8430","1993","4","12","South America","Colombia","Guainía",NA,"Maimachi, Serranía del Naquén. Maimachi y alrededores de mina vieja. Vegetación en bosque y áreas perturbadas. Suelos de arena blanca.","-68.2333333","2.15","115.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"22","2011-02-22 15:59:00-03","MO","MOBOT","2933131","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","W.G. D'Arcy","Bassett Maguire|Louis Politi","Maguire 28282","1949","1","10","South America","Venezuela",NA,NA,"In Caño Profundo.",NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2010-01-01 17:51:00-02","MO","MOBOT","2933682","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","W.G. D'Arcy & C. Benitez","Bassett Maguire|Celia K. Maguire","Maguire 35094","1953","2","8","South America","Guyana",NA,NA,"About Camp Yutaje.",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2009-08-25 00:00:00-03","MO","MOBOT","2933977","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","M.Nee","Howard S. Irwin|Thomas R. Soderstrom","Irwin 6462","1964","9","30","South America","Brazil",NA,NA,"Swampy creek broder, disturbed area, Garapú.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2012-12-02 20:13:00-02","MO","MOBOT","2934656","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","C.E. Benitez","Basil Stergios|F. Molina|Alberto Vicentini","Stergios 19587","2002","3",NA,"South America","Venezuela","Amazonas",NA,"Cerro Moriche del Medio Ventuari Sabanas y arboladas y matorrales al pie del cerro. 793662 E, 525856N.",NA,NA,"140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2014-03-29 16:24:00-03","MO","MOBOT","2937432","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","M.Nee","M.N. Silva","Silva 153","1983","4","28","South America","Brazil","Pará",NA,"Estrada Santarém-Cuiaba (BR 163) km-816 de Cuiaba, Mun . de Itaituba. Campina, solo arenoso.","-54.9","-9.36666","430.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","464608","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","W.G.D'Arcy & C.Benitez","Bruce K. Holst|Ronald L. Liesner","Holst 3173A","1987","2","25","South America","Venezuela","Amazonas",NA,"ATURES: Río Coro-Coro, W of Serrania de Yutaje, 8.5 km N of settlement of Yutaje. Small tributary, E of river. Semi-exposed creek running over igneous fault borded by sandstone. Vegetation low, 2-5 m.","-66.13333","5.7","650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","87-14",NA
"28","2018-03-22 11:55:00-03","MO","MOBOT","464689","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","W.G. D'Arcy & C. Benitez","Bruce K. Holst|Ronald L. Liesner","Holst 3346","1987","3","6","South America","Venezuela","Amazonas","Atures","Valley of Río Coro-Coro, W of Serrania de Yutaje. Sandstone plateau W of river valley.","-66.1583333","5.7","1250.00000000","1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","87-39",NA
"29","2020-08-31 08:59:51-03","INPA","INPA","113274","S","Plantae","Dicotyledon Asterids","Solanales","Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","Vignoli-Silva, M","Silva, MN da","153","1983","04","28","Southern America","Brasil","Pará","Itaituba","Estrada Santarém-Cuiabá (BR-163) km-816 de Cuiabá. Campina, solo arenoso.","-54.9","-9.366667","430","430",NA,NA,"INPA0113274","INPA0113274 INPA0113274_e INPA0113274_e1","2009","03",NA,NA,NA,"-54.9","-9.366667",NA,NA,NA,NA
"30","2019-06-10 10:11:42-03","FZB-BH","BHZB","6029","S","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum",NA,"L, Giacomin","Rezende, S.G.","593","2003","02","20",NA,"Brasil","MG","Santana do Jacaré","Tuneco Alta","-45.1307983398438","-20.8978004455566",NA,NA,NA,"tubulosum ou schlechtendahlii (tenho que ver a exsicata).",NA,NA,"2016","04","13378","auto","06",NA,NA,NA,NA,NA,NA
"31","2019-08-02 10:21:50-03","CPATSA","HTSA","685","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendt.","Fotius, G.; Pereira, R.C.A. de","Fotius, G.; Sá, I.B.","3771","1984","02","15",NA,"Brasil","Pernambuco","Ipubi","Km 3 estrada Serrolândia - Crato, Chapada do Araripe.","-40.439722","-7.745556",NA,NA,NA,"Arb., Fl 2., Fr 2., Alt.: 0,7 a 1,5 m. Folha verde, casca do cinza claro ao creme, flor amarelo esverdeada. Fruto maduro preto.; Capoeira na beira da estrada.",NA,NA,NA,NA,NA,NA,NA,"-40.439722","-7.745556",NA,NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US","1952107","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.",NA,"R. Jaramillo M., D. Mesa, J. M. Idrobo & A. Fernández","436","1946","8","1","South America - Neotropics","Colombia","Meta",NA,"Intendencia del Meta: Acacías.",NA,NA,"450",NA,NA,NA,"US02845388","US02845388_01",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"33","2020-09-12 05:00:02-03","US","US","1952097","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.",NA,"R. Jaramillo M., D. Mesa, J. M. Idrobo & A. Fernández","364","1946","7","24","South America - Neotropics","Colombia","Meta",NA,"Intendencia del Meta: Llanos orientales; alrededores de Villavicencio, caño de Peralonso.",NA,NA,"450",NA,NA,NA,"US02845389","US02845389_01",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"34","2020-09-12 05:00:02-03","US","US","2968584","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","D'Arcy, W. G.; Benítez, C. E.","B. Maguire & L. Politi","28282","1949","1","10","South America - Neotropics","Venezuela","Amazonas",NA,"Cerro Sipapo (Paráque), Caño Profundo","-67.4","4.95","1500",NA,NA,NA,"US00776903","US00776903_01",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"35","2020-09-12 05:00:02-03","US","US","3444074","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","Canal, Duban, (COL)","P. Acevedo-Rodriguez, G. A. Aymard, P. E. Berry & R. Schargel","10431","1998","2","25","South America - Neotropics","Venezuela","Amazonas","Guainía","Along road from Maroa to Yavita, ca. 7 km from Maroa","-67.4486","2.9117",NA,NA,NA,NA,"US00743965",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"36","2020-09-12 05:00:02-03","US","US","2968586","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","D'Arcy, W. G.; Benítez, C. E.","B. Maguire & C. K. Maguire","35094","1953","2","8","South America - Neotropics","Venezuela","Amazonas",NA,"Serranía Yutajé, Cerro Yutajé, Camp Yutajé, Río Manapiare",NA,NA,"1300",NA,NA,NA,"US00776902","US00776902_01",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"37","2020-09-12 05:00:02-03","US","US","2199499","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.",NA,"A. Fernández","2070","1953","2","3","South America - Neotropics","Colombia","Vaupés",NA,"Comisaría del Vaupés: riberas del Río Inírida, sitio Raudal Alto o Mariapiri, margen derecha.",NA,NA,"250",NA,NA,NA,"US02845387",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"38","2020-09-02 16:39:59-03","Cenargen","CEN","83567","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","B. M. T. Walter & M. H. Fernandes","Márcio Honorato Fernandes","181","2012","07","19",NA,"Brasil","DF","BRASILIA","Fazenda Santa Cecília. Núcleo Rural Rajadinha II.","-47.645555","-15.758888","945","945","Exsicatas","Botões florais verde. Coletada na borda da mata.","CEN00083567","CEN00083567","2013","01",NA,NA,NA,"-47.645555","-15.758888",NA,"4",NA,NA
"39","2020-09-02 16:39:59-03","Cenargen","CEN","31625","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","M. Vignoli-Silva","Bruno Machado Teles Walter","3447","1996","09","05",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira (EMBRAPA-CENARGEN). Região entre o Recanto das Emas e o Riacho Fundo (Núcleo Bandeirante)","-47.9296989440918","-15.7797002792358","1080","1080","Exsicatas","Coletada no sub-bosque da mata em local encharcado mesmo na seca. Arbusto fino.","CEN00031625","CEN00031625","2009","03","70570","auto",NA,"-4801667.0","-1591667.0",NA,"3",NA,NA
"40","2020-09-02 16:39:59-03","Cenargen","CEN","39462","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","M. Vignoli-Silva","Ernestino de S. Gomes Guarino","363","2000","08","16",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira, trecho inundável da mata do córrego Riacho Fundo, atrás da churrasqueira.","-47.9296989440918","-15.7797002792358","1100","1100","Unicata",NA,"CEN00039462","CEN00039462","2009","03","70570","auto",NA,"-4801667.0","-1586667.0",NA,NA,NA,NA
"41","2020-09-02 16:39:59-03","Cenargen","CEN","84642","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","B. M. T. Walter","Clarissa Gouveia Fontes","284","2008","10","20",NA,"Brasil","DF","BRASILIA","Mata de galeria inundável do córrego Sem Nome - Faz. Sucupira.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas",NA,"CEN00084642","CEN00084642","2013","12","70570","auto",NA,NA,NA,NA,"4",NA,NA
"42","2020-12-02 09:07:47-03","UNITINS","HUTO","4575","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","(L. f.) Willd.","Fernandes, M.H.; Walter, B.M.T.","Fernandes, M.H.","181","2012","07","19",NA,"Brasil","Distrito Federal","Brasília","Fazenda Santa Cecília. Núcleo Rural Rajadinha II. Relevo plano. Solo hidromórfico. Levantamento florístico","-47.645556","-15.758889","945","945",NA,"Arbusto com cerca de 2 m de altura. Botões florais verde. Coletada na borda da mata. Ocasional; Mata de galeria inundável","HUTO004575",NA,"2013","01",NA,NA,NA,"-47.645556","-15.758889",NA,NA,NA,NA
"43","2019-09-05 15:29:47-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Cestrum","rojasianum","Cestrum rojasianum",NA,NA,"E. Hassler","10033",NA,NA,NA,"South America","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,"Dicotyledoneae"
"44","2019-11-01 15:10:59-03","UnB","UB","90038","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","Vignoli-Silva, M","Philcox, D","4566","1968","03","18","Southern America","Brasil","Mato Grosso",NA,"1 Km E do Km 242 da estrada Xavantina",NA,NA,NA,NA,NA,NA,NA,NA,"2012","10",NA,NA,"16",NA,NA,NA,NA,NA,NA
"45","2019-11-01 15:10:59-03","UnB","UB","16175","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","Silva, MV","Plowman, TC","9981","1980","04","03","Southern America","Brasil","Distrito Federal","Brasília","Highway BR 020 from Brasília to Sobradinho, 5km east of road interchange at Ribeirão Sobradinho","-47.816667","-15.666667","1030","1060",NA,"Corolla pale green to cream.; Slender virgate shrub 1,8m; In open swamp (brejo) among shrubs.",NA,NA,NA,NA,NA,NA,NA,"-47.816667","-15.666667",NA,NA,NA,NA
"46","2019-11-01 15:10:59-03","UnB","UB","194708","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","Walter, BMT; Fernandes, MH","Fernandes, MH; et al.","181","2012","07","19","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Santa Cecília. Núcleo Rural Rajadinha II","-47.645556","-15.758889","945","945",NA,"Arbusto 2m. Botões florais verdes; Mata de galeria inundável. Relevo plano. Solo hidromórfico",NA,NA,"2013","01",NA,NA,NA,"-47.645556","-15.758889",NA,NA,NA,NA
"47","2019-11-01 15:10:59-03","UnB","UB","16180","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","Silva, MV","Sucre, D","479","1965","05","29","Southern America","Brasil","Distrito Federal","Brasília","Estrada da Península - Perto do Clube do Congresso","-47.9296989440918","-15.7797002792358",NA,NA,NA,"2m. Flor amarelo; .",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"48","2019-11-01 15:10:59-03","UnB","UB","16177","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","Silva, MV","Irwin, HS; Grear Junior, JW; Souza, R; Santos, RR","15890","1966","05","18","Southern America","Brasil","Distrito Federal","Brasília","Jardim Zoológico","-47.9296989440918","-15.7797002792358","975","975",NA,"Corolla yellow-green.; Shrub 0,5m. Fruto black.; Gallery forest.",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"49","2019-11-01 15:10:59-03","UnB","UB","16188","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","Silva, MV","Heringer, EP","14668","1975","06","12","Southern America","Brasil","Distrito Federal","Brasília","Parque do Guará","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Flores axiais, esverdeadas; folhas glabras.; Arbustinho 2m; Mata ciliar, brejosa, alta.",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"50","2020-03-16 13:44:55-03","UFU","HUFU","21504","S","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.","Stehman, J.R.","Barbosa, A.A.A.; Mendes, S.","2404","1999","10","22",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Vereda 3, borda direita.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Flor creme.; Vereda.","HUFU00026050","HUFU00026050","2019","10","58223","auto","05",NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:14:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Solanaceae","Cestrum","tubulosum","Cestrum tubulosum","Sendtn.",NA,"Silva Manso, ALP","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","Itu","In campis prope civitatem Ytu in prov. S. Pauli","-47.29","-23.26",NA,NA,NA,NA,NA,NA,NA,NA,"22309","auto",NA,NA,NA,NA,NA,NA,NA
