"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","coordinatePrecision","minimumElevationInMeters","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"1","2021-03-15 16:37:00-03","NY","NYBG","632156","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","T. D. Pennington","S. C. de Sant'Ana","803","2000","04","30","South America","Brazil","Bahia","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA 001 Ilhéus/Una. Coletas efetuadas a ca. 10 km no ramal de acesso ao Ecoparque de Una","-39.08","-15.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=564477' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632156","NY00632156_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","375489","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.",NA,"W. W. Thomas","8513","1991","07","01","South America","Brazil","Bahia","Uruçuca","7.3km N of Serra Grande on rd Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Parcel 39","-39.0617","-14.4231","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=564481' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375489","NY00375489_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","375485","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","T. D. Pennington","S. A. Mori","10218","1978","07","02","South America","Brazil","Bahia","Santa Cruz Cabrália","Estaçao Ecológica do Pau-Brasil e arredores, cerca de 16km a W de Porto Seguro. Folha SE-24 (16-39c)","-39.1815805","-16.3721094","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=564479' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375485","NY00375485_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","2862069","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","macahensis","Pouteria macahensis","Glaz. ex T.D.Penn.","A. Alves-Araújo","W. W. Thomas","7421",NA,NA,NA,"South America","Brazil","Bahia","Uruçuca","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Southern Bahian moist forest.","-39.0617","-14.4231","sheet","Site: SG <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=42551' target='other'> <mi>dwc_moreinfo</mi></a>","NY02862069","NY02862069_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","1144626","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","macahensis","Pouteria macahensis","Glaz. ex T.D.Penn.","A. Alves-Araújo","H. C. de Lima","4614","1993","02","14","South America","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas. Trilha do Morro do Calcario, ponto 600.","-42.3917","-22.6508","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1297138' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144626","NY01144626_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","375487","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","T. D. Pennington","R. M. Harley","18440","1977","01","31","South America","Brazil","Bahia",NA,"Ca. 8 km SW of Itacaré along side road South from main Itacaré-Ubaitaba road, south of the mouth of the Rio de Contas","-39.05","-14.33","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=564478' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375487","NY00375487_01","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","375490","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","T. D. Pennington","W. W. Thomas","8715","1991","07","01","South America","Brazil","Bahia","Uruçuca","7.3km N of Serra Grande on rd Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Parcel 45","-39.0617","-14.4231","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=564476' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375490","NY00375490_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","375491","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","T. D. Pennington","R. P. Belém","1067","1965","05","19","South America","Brazil","Bahia","Una","Estrada que liga a Rod. BR 101 (São José) com BA 215, a 17 km da entrada. Região de Mata Higrófila Sul Baiana. Folha SE-24","-39.2540887","-15.1469363","sheet","Coleçao de madeira <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=564474' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375491","NY00375491_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","1738249","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","R. M. Déda","R. M. Déda","126","2012","04","16","South America","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto.","-37.41906","-11.4067","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1981405' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738249","NY01738249_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","375486","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","T. D. Pennington","S. A. Mori","11858","1979","05","16","South America","Brazil","Bahia","Santa Cruz Cabrália","Estrada velha para Sta. Cruz de Cabralia, entre a Estaçao Ecológica Pau-brasil e St. Cruz de Cabralia. Cerce de 15 km a NW de Porto Seguro","-39.1332364","-16.3567685","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=564475' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375486","NY00375486_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","02422371","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","macahensis","Pouteria macahensis","Glaz. ex T.D.Penn.",NA,"D. A. Folli","6122","2008","06","17","South America","Brazil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2635460' target='other'> <mi>dwc_moreinfo</mi></a>","NY02422371","NY02422371_01",NA,"48094","70","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-24 17:11:04-03","UTFPR","DVPR","3828","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","Damasceno, SA","Freire, GS; Silva, BD; Santos, E","148","2014","01","24",NA,"Brasil","Sergipe","Maruim","Mata do Caitiu.","-37.1314","-10.7182",NA,"Frutos imaturos verdes com cerca de 5 metros.; Mata Atlântica.","DVPR003828",NA,NA,NA,NA,NA,"2014","02","19","-37.1314","-10.7182",NA,NA,NA,NA,NA
"13","2019-10-09 11:24:58-03","UFBA","ALCB","049879","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","Penn.","Alves-Araújo, A","Guedes, ML; Gusmão, EF de; et al.","7701","2000","12","12","Southern America","Brasil","Bahia","Entre Rios","Litoral Norte, Fazenda Buri, Trilha 13, parcela 02","-38.083333","-11.933333",NA,"de ca. 13m. de altura, fuste de ca. 09m. e copa de 12x05m. CAP. 72cm. Folhas membranáceas, discolores, material estéril.; Mata ombrofila densa",NA,NA,NA,NA,NA,NA,"2009","03","25","-38.083333","-11.933333",NA,NA,NA,NA,NA
"14","2019-10-09 11:24:58-03","UFBA","ALCB","43709","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","Penn.","Alves-Araújo, A","Paraguassú, LA; Guedes, ML; Lima, SS dos; Cabral, L; Oliveira, H; Rocha, M","363","1999","10","17","Southern America","Brasil","Bahia","Porto Seguro","Extremo Sul, Estação Veracruz.","-39.05","-16.433333",NA,"Cerca de 12 m de altura, com circunferência à altura do peito de 43 cm.&nf;Presença de látex alvo.&nf;Material estéril.&nf;Ocasional. Presente na parcela 23 (414).; área de mata ciliar da nascente do rio dos Mangues, domínio fitoecológico de Floresta Ombró",NA,NA,NA,NA,NA,NA,"2009","03","25","-39.05","-16.433333",NA,NA,NA,NA,NA
"15","2020-02-08 09:04:34-03","NBC","NL-BOTANY","U.1730607","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.",NA,"Harley RM",NA,"1977","01","31","Southern America","Brazil",NA,NA,"Estado Da Bahia, Coastal Zone, ca. 8 km SW of Itacare along side road South from main Itacare-Ubaitaba road, south of the mouth of the Rio de Contas.","-39.05","-14.333333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1730607 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1730607","NL-U1730607",NA,NA,NA,NA,NA,NA,NA,"-39.05","-14.333333","Magnoliopsidae",NA,NA,NA,NA
"16","2020-11-04 11:19:43-03","ESALQ","ESA","104142","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis",NA,"Paula-Souza, J. & Paciencia, M.","Paula-Souza, J.","5723.0","2006","04","11",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA104142","ESA104142",NA,"48094",NA,"auto","2006","04","14",NA,NA,NA,NA,NA,NA,NA
"17","2019-02-15 11:50:25-02","IPA","IPA","51267","S","Plantae","Plantae",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D. Penn.","Alves-Araújo, A.","Orlandi, R.P.","644","1984","04","06","Southern America","Brasil","Maranhão","Balsas",NA,"-46.3","-7.616667",NA,"Árvore com 5m de altura, diâmetro da copa 3m (fanerófita); caule esbranquiçado, botão verde. Frequencia mediana.; Savana arbórea aberta. Relevo plano. Solo argiloso.","IPA0051267",NA,NA,NA,NA,NA,"2009","07","22","-46.3","-7.616667",NA,NA,NA,NA,NA
"18","2019-02-15 11:50:25-02","IPA","IPA","66786","S","Plantae","Plantae",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D. Penn.","Alves-Araújo, A.","Lira, S.S.; Macedo, G.; Urbano, J.; Granja, J.; Monteiro, J.; Macedo, G.; Urbano, J.; Granja, J.; Monteiro, J.","548","2003","04","09","Southern America","Brasil","Pernambuco","Tamandaré","Restinga de Ariquindá, na floresta aberta não inundável.","-35.095556","-8.713333",NA,"Árvore ca. 7m de altura; com látex branco pegajoso; fruto imaturo marrom, corola esbranquiçada, cálice esverdeado; flores pequenas, estames branco e numerosos, estigma esverdeado.","IPA0066786",NA,NA,NA,NA,NA,"2009","07","22","-35.095556","-8.713333",NA,NA,NA,NA,NA
"19","2019-02-15 11:50:25-02","IPA","IPA","66787","S","Plantae","Plantae",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D. Penn.","Alves-Araújo, A.","Lira, S.S.; Almeida, L.S.; Medeiros, D.; Almeida, L.S.; Medeiros, D.","521","2003","03","14","Southern America","Brasil","Pernambuco","Tamandaré","Restinga de Ariquindá, na floresta aberta não inundável.","-35.095","-8.714444",NA,"Árvore ca. 8m de altura; flores creme a marrom; frutos maduros marrons.; Vegetação arbórea-arbustiva. Solo arenoso.","IPA0066787",NA,NA,NA,NA,NA,"2009","07","22","-35.095","-8.714444",NA,NA,NA,NA,NA
"20","2019-02-15 11:50:25-02","IPA","IPA","66788","S","Plantae","Plantae",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D. Penn.","Alves-Araújo, A.","Lira, S.S.; Almeida, E.; Almeida, E.","479","2003","01","14","Southern America","Brasil","Pernambuco","Tamandaré","Restinga de Ariquindá, na floresta aberta não inundável.","-35.095","-8.714444",NA,"Árvore ca. 7m de altura; botões florais marrom.; Vegetação arbórea-arbustiva. Solo arenoso.","IPA0066788",NA,NA,NA,NA,NA,"2009","07","22","-35.095","-8.714444",NA,NA,NA,NA,NA
"21","2019-02-15 11:50:25-02","IPA","IPA","66789","S","Plantae","Plantae",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D. Penn.","Alves-Araújo, A.","Lira, S.S.; Vicente, A.; Vicente, A.","498","2003","02","19","Southern America","Brasil","Pernambuco","Tamandaré","Restinga de Ariquindá, na floresta aberta não inundável.","-35.095","-8.714444",NA,"Árvore ca. 8m de altura; botões florais marrom claro; flores creme; frutos imaturos marrom.; Vegetação arbórea-arbustiva. Solo arenoso.","IPA0066789",NA,NA,NA,NA,NA,"2009","07","22","-35.095","-8.714444",NA,NA,NA,NA,NA
"22","2019-02-15 11:50:25-02","IPA","IPA","66790","S","Plantae","Plantae",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D. Penn.","Alves-Araújo, A.","Cantarelli, J.; Medeiros, D.; Almeida Jr.; E.B.; Lira, S.S.; Zickel, C.S.; Medeiros, D.; Almeida Jr.; E.B.; Lira, S.S.; Zickel, C.S.","594","2001","09","26","Southern America","Brasil","Pernambuco","Tamandaré","Restinga de Ariquindá, na floresta aberta não inundável.","-35.093889","-8.716667",NA,"Árvore ca.5m de altura, látex esbranquiçado abundante. Fruto imaturo castanho.; Vegetação arbórea-arbustiva. Solo arenoso.","IPA0066790",NA,NA,NA,NA,NA,"2009","07","22","-35.093889","-8.716667",NA,NA,NA,NA,NA
"23","2019-02-15 11:50:25-02","IPA","IPA","66791","S","Plantae","Plantae",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D. Penn.","Alves-Araújo, A.","Lira, S.S.; Vicente, A.; Almeida, E.; Vicente, A.; Almeida, E.","418","2002","11","07","Southern America","Brasil","Pernambuco","Tamandaré","Restinga de Ariquindá, na floresta aberta não inundável.","-35.095","-8.714444",NA,"Árvore ca. 7,5m de altura, botões florais marrom claro, pétalas alvas.; Vegetação arbórea-arbustiva. Solo arenoso.","IPA0066791",NA,NA,NA,NA,NA,"2009","07","22","-35.095","-8.714444",NA,NA,NA,NA,NA
"24","2019-02-15 11:50:25-02","IPA","IPA","85352","S","Plantae","Plantae",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D. Penn.","Cano, O.","Amaral, C.; Santos, E.; Santos, E.","36","1997","12","05","Southern America","Brasil","Sergipe","Barra dos Coqueiros",NA,"-37.0386009216309","-10.9089002609253",NA,"Restinga.","IPA0085352",NA,NA,"26796",NA,"auto","2011","01","20",NA,NA,NA,NA,NA,NA,NA
"25","2019-11-27 13:52:54-03","UFS","ASE","14702","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","Alves-Araújo, A","Matos, ECA","224","2009","03",NA,"Southern America","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana","-37.315","-10.758056",NA,NA,"ASE0022003","ASE0022003",NA,NA,NA,NA,"2012","07","17","-37.315","-10.758056",NA,NA,NA,NA,NA
"26","2019-11-27 13:52:54-03","UFS","ASE","21050","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","Gomes, LA","Gomes, LA; Santos, E","121","2011","04","19","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda da mata. Solo arenoso","-37.425056","-11.398306",NA,"Árvore, cerca de 4m de altura. Flores alvas. Frutos imaturos ferrugíneos.; Árvore, cerca de 4m de altura. Flores alvas. Frutos imaturos ferrugíneos.; Mata Atlântica.","ASE0027727","ASE0027727 ASE0027727_1",NA,NA,NA,NA,"2011","04","25","-37.425056","-11.398306",NA,NA,NA,NA,NA
"27","2019-11-27 13:52:54-03","UFS","ASE","21476","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","Alves-Araújo, A","Prata, AP; Gomes, LA; Carregosa, T; Déda, RM; Santos, E","3448","2011","08","09","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda da mata das mangueiras. Solo arenoso.","-37.428611","-11.399444",NA,"Árvore, ca. de 12m de altura. Frutos imaturos ferrugíneos.; Árvore, ca. de 12m de altura. Frutos imaturos ferrugíneos.; Mata Atlântica.","ASE0027827","ASE0027827",NA,NA,NA,NA,"2012","07","17","-37.428611","-11.399444",NA,NA,NA,NA,NA
"28","2019-11-27 13:52:54-03","UFS","ASE","21585","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","Alves-Araújo, A","Prata, AP; Santos, LAS; Carregosa, T; Santos, E; Farias, MCV","2687","2011","07","02","Southern America","Brasil","Sergipe","Estância","Povoado Rio Fundo","-37.438056","-11.268611",NA,"Árvore, com látex.; Árvore, com látex.; Restinga","ASE0028191","ASE0028191",NA,NA,NA,NA,"2012","07","17","-37.438056","-11.268611",NA,NA,NA,NA,NA
"29","2019-11-27 13:52:54-03","UFS","ASE","23210","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","Déda, RM","Déda, RM; Amorim, BS; Chagas, MA; Costa-Lima, JL; Lourenço, AR; Santos, E","126","2012","04","16","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto","-37.440556","-11.406667",NA,"Planta arborescente com cerca de 4 m. Com frutos marrons e látex branco.; Planta arborescente com cerca de 4 m. Com frutos marrons e látex branco.; Mata Atlântica","ASE0029412","ASE0029412",NA,NA,NA,NA,"2012","06",NA,"-37.440556","-11.406667",NA,NA,NA,NA,NA
"30","2019-11-27 13:52:54-03","UFS","ASE","26537","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","Campos, DA","Campos, DA; Freire, GS; Matos, GMA; Rocha, LP","232","2012","11","29","Southern America","Brasil","Sergipe","Itaporanga d'Ajuda","Fazenda Caju","-37.196417","-11.186056",NA,"Latex branco. Arvore aprox. 10m. Botões ferrugineos. Frutos castanhos.; Restinga.","ASE0031500","ASE0031500",NA,NA,NA,NA,"2013","03","07","-37.196417","-11.186056",NA,NA,NA,NA,NA
"31","2019-11-27 13:52:54-03","UFS","ASE","2846","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Pouteria","macahensis","Pouteria macahensis","T.D.Penn.","Alves-Araújo, A","Carneiro, EM","452","1982","11","22","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Fazenda Santo Antônio","-37.424278","-11.378056",NA,"Árvore. 10m. . flores em botão, frutos maduros marrons.; Árvore. 10m. . flores em botão, frutos maduros marrons.; Mata","ASE0014576","ASE0014576",NA,NA,NA,NA,"2012","07","17","-37.424278","-11.378056",NA,NA,NA,NA,NA
